DEE,DB Commodity Double Short ETN due April 1,NASDAQ
45.84,46.72,46.72,45.62
46.72,46.72,46.72,46.72
47.79,47.77,47.79,47.77
44.63,45.75,45.75,44.63
45.75,45.75,45.75,45.75
44.75,44.74,44.75,44.74
43.94,43.23,43.94,43.23
43.02,43.12,43.18,42.94
43.37,44.15,44.25,43.37
46.49,40.46,46.59,40.00
40.24,41.08,41.11,39.95
41.54,40.81,41.54,40.76
40.81,40.81,40.81,40.81
40.21,40.67,40.73,40.21
40.77,41.68,41.97,40.72
41.74,41.03,41.74,40.92
43.20,44.17,44.25,42.59
43.26,41.79,43.31,41.72
43.31,43.31,43.31,43.31
43.00,42.85,43.00,42.64
41.29,41.95,41.95,41.29
42.67,41.48,42.69,41.48
42.28,41.89,43.08,41.89
41.13,41.17,41.18,41.13
41.17,41.17,41.17,41.17
40.09,41.00,41.00,39.92
41.00,41.00,41.00,41.00
41.00,41.00,41.00,41.00
38.56,38.39,38.56,38.04
38.23,38.15,38.23,38.15
38.14,38.35,38.35,38.14
37.69,38.35,38.35,36.40
40.00,37.58,40.00,37.58
37.58,37.58,37.58,37.58
39.27,40.75,40.86,39.27
40.43,40.82,40.82,40.15
41.94,43.78,43.86,41.74
44.46,44.22,44.46,40.77
42.91,43.03,43.25,42.90
43.66,42.42,43.66,42.42
44.00,43.90,44.37,43.75
44.61,44.00,44.78,44.00
43.45,42.27,43.45,42.27
42.77,42.52,42.77,42.52
42.23,41.34,42.25,41.34
41.65,41.80,41.80,40.49
40.55,39.51,40.55,39.51
39.40,38.64,39.43,38.58
38.32,37.98,38.32,37.98
37.67,37.83,37.95,37.57
37.21,37.21,37.21,37.21
38.14,38.05,39.80,37.73
37.77,37.92,37.95,37.77
38.47,38.47,38.47,38.47
38.47,38.47,38.47,38.47
37.88,37.47,37.88,37.47
38.10,38.34,38.34,38.10
38.65,38.65,38.65,38.65
38.30,38.30,38.30,38.30
37.71,37.48,37.79,37.40
36.90,36.68,36.90,36.68
36.68,36.68,36.68,36.68
36.68,36.68,36.68,36.68
36.29,36.00,36.29,36.00
35.29,35.28,35.29,35.28
35.33,35.35,35.35,35.32
36.78,36.43,36.85,36.43
36.00,35.00,36.00,34.87
34.27,34.70,35.03,34.25
35.54,36.47,36.66,35.54
37.10,35.72,37.10,35.72
35.72,35.72,35.72,35.72
36.55,36.65,36.65,36.55
36.65,36.65,36.65,36.65
35.38,35.38,35.38,35.38
34.50,34.66,34.66,34.50
34.40,34.75,34.75,34.40
34.75,34.75,34.75,34.75
34.33,34.33,34.33,34.33
34.33,34.33,34.33,34.33
35.65,35.65,36.23,35.65
35.65,35.65,35.65,35.65
35.70,35.74,35.74,35.64
36.69,36.72,36.72,36.66
36.20,36.19,36.28,34.46
35.78,36.00,36.00,35.78
35.25,34.89,35.25,34.79
34.89,34.89,34.89,34.89
34.89,34.89,34.89,34.89
33.57,33.27,33.63,33.00
33.20,33.20,33.20,33.20
33.00,33.00,33.00,33.00
33.00,33.00,33.00,33.00
33.68,33.76,33.76,33.68
33.65,33.65,33.65,33.65
33.65,33.65,33.65,33.65
34.32,34.32,34.32,34.32
33.71,33.71,33.71,33.71
34.32,34.32,34.32,34.32
34.79,34.79,34.79,34.79
34.56,34.10,34.57,34.02
34.08,34.01,34.27,33.92
32.51,31.46,32.51,31.46
31.71,31.71,31.71,31.71
31.33,31.26,31.55,31.20
31.76,31.37,31.76,31.30
31.37,31.37,31.37,31.37
30.22,30.19,30.22,30.19
30.19,30.19,30.19,30.19
30.19,30.19,30.19,30.19
29.00,28.32,29.12,28.32
27.75,28.64,29.41,27.75
29.29,28.67,29.29,28.67
28.67,28.67,28.67,28.67
30.00,30.52,31.00,29.62
32.26,30.50,32.26,30.50
32.19,30.55,32.19,30.55
33.85,33.28,34.38,30.72
34.39,32.35,34.39,30.50
31.12,30.15,31.50,30.15
29.86,30.54,30.54,29.72
30.54,30.54,30.54,30.54
30.14,29.22,30.14,29.22
29.22,29.22,29.22,29.22
29.22,29.22,29.22,29.22
29.20,30.42,30.42,29.20
30.70,30.85,30.85,30.70
30.85,30.85,30.85,30.85
29.23,29.23,29.23,29.23
28.86,28.86,28.86,28.86
28.86,28.86,28.86,28.86
28.86,28.86,28.86,28.86
26.80,27.00,27.00,26.80
28.07,27.99,28.07,27.99
27.99,27.99,27.99,27.99
26.33,25.16,26.33,25.16
25.16,25.16,25.16,25.16
27.14,28.38,28.49,27.14
27.55,28.00,28.56,27.02
27.90,27.31,28.28,27.18
27.00,27.50,27.50,27.00
27.50,28.34,28.34,27.50
26.71,27.74,27.74,26.71
27.00,25.81,27.00,25.67
25.43,26.94,26.94,25.43
25.50,25.95,26.00,25.50
26.83,26.17,26.83,25.62
26.03,26.23,26.25,26.03
25.80,25.80,25.80,25.80
26.05,25.80,26.05,25.28
26.00,25.86,26.00,25.86
26.25,26.50,26.65,26.00
26.97,27.15,27.22,25.97
28.89,30.88,31.44,28.00
30.60,30.25,30.61,29.12
29.82,28.60,29.82,28.59
28.60,28.70,29.00,28.50
29.98,30.59,31.86,28.95
31.12,30.14,31.26,30.11
30.37,30.28,30.87,29.38
30.33,30.87,30.87,29.96
31.72,30.70,31.72,30.30
30.10,29.42,30.11,28.71
29.15,29.95,29.95,29.15
30.58,29.40,30.98,29.40
30.41,30.27,31.04,29.96
29.71,29.89,29.90,28.77
29.99,28.81,29.99,28.81
28.61,28.61,28.61,28.61
28.92,28.92,28.92,28.92
28.52,28.48,28.52,28.47
28.64,29.10,29.10,28.08
28.98,28.71,29.08,28.71
28.71,28.71,28.71,28.71
29.15,29.50,29.50,28.93
29.20,29.07,29.20,28.85
28.25,28.43,28.61,28.25
28.01,27.79,28.01,26.07
28.61,29.00,29.23,28.61
28.83,29.44,29.69,28.83
29.50,29.04,29.71,29.04
29.15,30.74,31.47,29.15
31.26,31.26,31.47,30.71
31.50,31.82,32.44,31.13
32.02,31.77,32.11,31.68
31.36,31.81,31.90,31.30
31.70,31.70,32.30,29.04
33.21,33.29,33.97,33.21
33.43,34.00,34.22,33.43
34.40,34.00,34.80,33.79
33.80,33.14,33.80,32.71
32.64,32.28,32.75,31.92
32.06,33.10,33.10,30.07
33.80,33.30,33.80,33.25
32.76,32.03,32.76,32.03
31.78,31.85,32.20,29.73
30.57,30.56,30.57,30.56
30.91,31.29,31.29,30.91
32.09,31.67,32.09,31.40
31.11,30.66,32.58,30.22
28.17,29.00,29.54,28.17
29.22,30.67,30.67,29.22
29.49,29.51,29.96,29.25
30.41,30.78,30.78,30.41
29.04,29.00,29.04,28.75
28.91,29.38,29.38,28.91
29.38,29.38,29.38,29.38
28.79,28.71,28.79,28.71
29.18,28.90,29.18,28.90
28.45,28.45,28.45,28.45
28.70,28.70,28.70,28.70
29.09,29.09,29.09,29.09
29.93,30.03,30.14,29.49
28.78,28.78,28.78,28.78
29.86,29.75,30.28,29.75
29.88,30.37,30.45,29.88
31.34,32.26,32.52,31.34
32.51,32.66,32.94,32.51
33.66,34.69,34.94,31.83
34.16,34.84,35.14,33.51
34.03,33.66,34.37,33.66
33.21,32.14,33.21,32.14
32.05,32.04,32.07,31.92
31.61,31.71,31.87,31.61
32.18,32.18,32.18,32.18
30.62,31.14,31.14,30.62
31.50,33.03,33.43,31.50
33.09,32.44,33.13,32.21
31.67,31.74,32.62,31.67
31.45,31.06,31.45,30.50
30.59,31.76,31.78,30.59
31.76,31.55,31.76,31.55
31.65,30.86,31.65,30.86
29.92,30.49,30.64,29.92
29.69,29.39,29.69,29.39
29.39,29.39,29.39,29.39
29.39,29.39,29.39,29.39
30.99,30.61,31.10,30.33
31.50,30.97,31.50,30.97
30.55,30.28,30.55,30.28
30.28,30.28,30.28,30.28
31.36,31.10,31.44,31.10
31.83,31.07,31.83,29.53
31.02,31.02,31.02,31.02
31.34,31.42,31.50,31.34
31.42,31.42,31.42,31.42
31.42,31.42,31.42,31.42
33.03,33.12,33.19,33.02
32.60,32.60,32.60,32.60
32.72,33.56,33.56,32.50
35.24,35.72,35.72,34.83
36.35,36.21,36.51,36.15
36.32,36.49,37.18,36.32
34.98,35.04,35.16,34.52
35.04,35.50,35.50,35.02
35.40,36.02,36.02,35.34
37.65,38.09,38.09,36.95
39.41,38.75,39.41,37.39
39.15,39.65,40.06,37.71
39.52,36.88,39.52,36.88
36.87,35.80,37.02,35.46
34.96,35.41,35.54,34.88
34.61,33.75,34.61,33.75
33.20,33.00,33.33,32.79
33.56,33.88,33.88,33.56
33.70,34.20,34.20,33.70
32.56,32.20,32.56,31.94
31.68,32.96,32.96,31.68
33.00,31.70,33.00,31.70
31.70,33.04,33.04,31.70
33.00,33.02,34.46,33.00
31.38,32.83,32.83,31.38
31.33,30.41,31.33,29.97
29.70,29.82,29.97,29.00
29.83,29.83,29.83,29.83
29.28,28.35,29.48,28.35
29.88,30.04,30.51,29.88
30.90,30.70,30.90,30.63
32.15,32.15,32.15,32.15
29.76,30.72,31.31,29.76
30.43,30.09,30.46,29.50
30.10,30.10,30.10,30.10
30.10,30.10,30.10,30.10
29.00,29.55,29.55,29.00
28.38,28.38,28.38,28.38
29.91,29.19,29.91,28.70
29.00,28.64,29.00,28.50
28.64,28.64,28.64,28.64
28.95,27.89,28.95,27.82
28.65,27.81,28.65,27.81
28.93,30.09,30.80,28.93
30.63,29.95,30.63,29.40
30.63,31.19,32.11,30.63
31.19,31.19,31.19,31.19
31.78,31.55,31.78,31.51
31.80,31.50,31.88,31.50
29.00,30.87,30.87,29.00
30.18,30.01,30.84,29.38
29.03,29.50,29.50,29.03
29.50,29.50,29.50,29.50
29.50,29.50,29.50,29.50
29.03,29.66,29.66,29.03
29.80,29.44,29.91,29.44
29.44,29.44,29.44,29.44
29.30,30.56,30.56,29.12
30.56,30.56,30.56,30.56
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
32.11,32.11,32.11,32.11
33.83,33.37,33.83,29.62
33.00,33.16,33.16,33.00
33.16,33.16,33.16,33.16
31.54,31.52,32.31,31.52
31.52,31.52,31.52,31.52
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
30.98,30.53,30.98,30.53
30.20,30.65,30.69,30.20
30.65,30.65,30.65,30.65
30.65,30.65,30.65,30.65
30.00,28.97,30.00,28.97
28.97,28.97,28.97,28.97
28.72,28.72,28.72,28.72
28.72,28.72,28.72,28.72
28.72,28.72,28.72,28.72
28.82,28.22,31.31,27.08
27.08,28.55,28.55,27.08
28.55,28.55,28.55,28.55
28.55,28.55,28.55,28.55
28.55,28.55,28.55,28.55
29.11,29.11,29.11,29.11
29.11,29.04,29.11,29.04
29.04,29.04,29.04,29.04
29.04,29.04,29.04,29.04
29.04,29.04,29.04,29.04
29.15,29.04,29.15,28.88
28.66,28.21,28.66,28.21
28.30,28.30,28.30,28.30
28.40,28.94,28.94,28.40
28.94,28.94,28.94,28.94
28.94,28.94,28.94,28.94
28.94,28.94,28.94,28.94
28.84,28.84,28.84,28.84
28.84,28.84,28.84,28.84
26.25,26.25,26.25,26.25
27.21,27.21,27.21,27.21
27.21,27.21,27.21,27.21
28.35,29.47,29.53,28.35
28.86,28.60,29.05,28.60
28.60,28.60,28.60,28.60
28.60,28.60,28.60,28.60
28.60,28.60,28.60,28.60
28.60,28.60,28.60,28.60
27.99,28.40,28.40,27.58
27.28,26.73,27.30,26.73
27.00,27.00,27.00,27.00
26.66,26.00,26.66,25.61
26.21,27.37,27.37,26.21
27.18,27.18,27.18,27.18
27.46,27.46,27.46,27.46
27.18,26.60,27.18,26.60
27.46,27.46,27.46,27.46
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.65,27.65,27.65,27.65
27.08,27.43,27.43,27.08
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.17,27.48,27.48,27.17
28.05,28.05,28.05,28.05
30.30,29.47,30.30,28.96
30.47,30.42,30.47,30.42
28.70,28.12,28.70,28.12
28.12,28.12,28.12,28.12
29.00,29.38,29.54,29.00
29.38,29.38,29.38,29.38
29.38,29.38,29.38,29.38
29.38,29.38,29.38,29.38
29.38,29.38,29.38,29.38
29.38,29.38,29.38,29.38
29.38,29.38,29.38,29.38
29.38,29.38,29.38,29.38
29.38,29.38,29.38,29.38
30.26,30.26,30.26,30.26
30.26,30.26,30.26,30.26
30.26,30.26,30.26,30.26
30.26,30.26,30.26,30.26
29.42,29.60,29.95,29.42
29.50,29.35,29.50,29.35
29.35,29.35,29.35,29.35
29.64,28.75,30.07,28.75
28.75,28.75,28.75,28.75
28.50,27.97,28.50,27.97
29.30,29.20,29.30,29.20
29.82,29.59,30.18,29.59
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
30.50,30.50,30.50,30.50
33.08,33.08,33.08,33.08
33.08,33.08,33.08,33.08
33.08,33.08,33.08,33.08
33.08,33.08,33.08,33.08
33.98,33.98,33.98,33.98
33.25,33.16,33.36,33.16
33.83,32.44,33.83,32.44
33.37,33.37,33.37,33.37
32.60,32.69,32.89,32.60
32.95,34.05,34.05,32.94
34.05,34.05,34.05,34.05
33.94,33.94,33.94,33.94
32.75,33.96,33.96,32.73
34.00,35.34,35.34,34.00
35.30,34.67,35.30,34.67
35.78,35.78,35.78,35.78
36.01,36.80,37.26,36.01
36.09,36.09,36.09,36.09
34.90,36.12,36.12,34.58
36.15,36.08,36.15,36.08
35.45,35.99,37.05,35.45
35.99,35.99,35.99,35.99
36.81,36.81,36.81,36.81
36.83,36.86,37.00,36.83
36.45,36.45,37.24,36.45
36.45,36.45,36.45,36.45
36.80,36.80,36.80,36.80
36.56,35.70,36.56,35.19
36.49,36.50,36.50,36.49
38.25,38.64,38.64,38.25
37.53,37.53,37.53,37.53
38.10,37.18,38.45,37.01
37.18,37.18,37.18,37.18
36.63,36.63,36.63,36.63
35.64,35.64,35.64,35.64
34.36,34.21,34.37,33.34
34.21,34.21,34.21,34.21
31.02,31.45,31.47,31.02
31.45,31.45,31.45,31.45
32.15,32.06,32.15,31.66
32.06,30.76,32.06,30.10
31.20,31.77,31.77,31.18
31.77,31.77,31.77,31.77
31.50,31.02,31.50,31.02
31.02,31.02,31.02,31.02
28.95,28.95,28.95,28.93
28.33,29.10,29.10,28.33
27.95,27.87,28.00,27.87
27.87,27.87,27.87,27.87
26.58,26.48,26.58,26.48
27.80,29.02,29.04,27.80
29.02,29.02,29.02,29.02
29.02,29.02,29.02,29.02
28.50,27.85,28.50,27.84
27.85,27.85,27.85,27.85
27.85,27.85,27.85,27.85
27.85,27.85,27.85,27.85
27.85,27.85,27.85,27.85
27.85,27.85,27.85,27.85
27.85,27.85,27.85,27.85
27.85,27.85,27.85,27.85
27.51,26.15,27.51,26.15
26.15,26.15,26.15,26.15
26.00,25.59,26.00,25.59
25.59,25.59,25.59,25.59
25.59,25.59,25.59,25.59
26.80,26.84,26.88,26.80
26.84,26.84,26.84,26.84
24.47,24.47,24.47,24.47
24.47,24.47,24.47,24.47
25.77,25.50,25.77,25.50
25.50,25.50,25.50,25.50
25.50,25.50,25.50,25.50
24.83,24.83,24.83,24.83
24.56,24.91,24.95,24.51
24.91,24.91,24.91,24.91
24.91,24.91,24.91,24.91
24.91,24.91,24.91,24.91
25.51,25.51,25.51,25.51
24.97,24.97,24.97,24.97
24.97,24.97,24.97,24.97
24.97,24.97,24.97,24.97
24.97,24.97,24.97,24.97
24.97,24.97,24.97,24.97
24.92,25.05,25.05,24.92
27.17,27.09,27.17,27.09
25.21,25.21,25.21,25.21
24.83,24.47,24.83,24.00
24.47,24.47,24.47,24.47
24.47,24.47,24.47,24.47
24.47,24.47,24.47,24.47
24.47,24.47,24.47,24.47
24.47,24.47,24.47,24.47
24.47,24.47,24.47,24.47
27.00,26.60,28.39,26.50
26.60,26.70,26.70,26.59
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
27.00,26.25,27.00,26.25
25.37,25.32,25.37,25.11
26.45,26.45,26.45,26.45
26.45,26.45,26.45,26.45
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
26.98,26.82,26.98,26.82
25.85,25.98,26.00,25.85
25.88,25.88,25.88,25.88
25.30,25.99,26.18,25.30
25.99,25.99,25.99,25.99
26.22,26.57,26.57,26.22
26.57,26.57,26.57,26.57
26.77,25.75,26.77,25.75
26.61,26.61,26.61,26.61
27.20,27.03,27.20,27.00
27.03,27.03,27.03,27.03
27.03,27.03,27.03,27.03
27.85,27.85,27.85,27.21
28.00,28.00,28.00,28.00
27.44,27.44,27.44,27.44
27.64,27.64,27.64,27.64
28.50,28.50,28.50,28.50
28.50,28.50,28.50,28.50
27.60,27.59,27.65,27.59
27.59,27.59,27.59,27.59
29.00,29.00,29.00,29.00
28.75,28.75,28.75,28.75
28.00,28.50,28.50,28.00
28.50,28.50,28.50,28.50
28.00,28.00,28.25,28.00
27.52,28.75,28.75,27.52
28.99,29.00,29.00,28.99
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
26.51,28.04,28.04,26.51
28.04,28.04,28.04,28.04
28.05,28.12,28.12,28.00
27.00,27.00,27.00,27.00
26.61,26.52,26.61,26.52
25.01,25.01,25.01,25.01
27.20,27.13,27.20,27.13
26.77,27.16,27.16,26.77
27.95,27.45,27.95,27.40
27.45,27.45,27.45,27.45
27.45,27.45,27.45,27.45
28.36,28.37,28.37,28.35
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.37,28.37,28.37,28.37
28.46,28.46,28.46,28.46
28.46,28.46,28.46,28.46
28.46,28.46,28.46,28.46
26.50,26.50,26.50,26.50
26.15,26.08,26.15,26.08
26.75,26.80,27.50,26.75
28.08,27.68,28.08,27.68
27.68,27.68,27.68,27.68
27.68,27.68,27.68,27.68
27.50,27.19,27.69,27.19
27.19,27.19,27.19,27.19
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
27.86,27.86,27.86,27.86
26.50,26.60,26.60,25.69
26.31,26.31,26.31,26.31
26.31,26.31,26.31,26.31
26.31,26.31,26.31,26.31
26.31,26.31,26.31,26.31
26.31,26.31,26.31,26.31
26.31,26.31,26.31,26.31
26.65,26.50,26.65,26.50
26.50,26.50,26.50,26.50
26.50,26.50,26.50,26.50
29.86,29.70,29.86,29.70
29.70,29.70,29.70,29.70
29.70,29.70,29.70,29.70
29.70,29.70,29.70,29.70
29.70,29.70,29.70,29.70
26.94,26.94,26.94,26.94
27.52,27.40,27.60,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
27.40,27.40,27.40,27.40
28.61,28.61,28.61,28.61
28.61,28.61,28.61,28.61
28.61,28.61,28.61,28.61
28.61,28.61,28.61,28.61
28.75,28.65,28.75,28.65
28.65,28.65,28.65,28.65
28.65,28.65,28.65,28.65
28.65,28.65,28.65,28.65
28.65,28.65,28.65,28.65
28.65,28.65,28.65,28.65
28.65,28.65,28.65,28.65
29.26,29.26,29.48,29.26
29.26,29.26,29.26,29.26
29.26,29.26,29.26,29.26
29.26,29.26,29.26,29.26
26.83,26.83,26.83,26.83
26.83,26.83,26.83,26.83
29.06,29.01,29.06,29.01
29.01,29.01,29.01,29.01
26.62,29.09,29.09,26.62
30.00,30.39,30.47,30.00
30.36,30.36,30.36,30.36
29.30,29.30,29.32,29.30
29.30,29.30,29.30,29.30
29.89,29.85,29.91,29.85
29.85,29.85,29.85,29.85
30.30,30.46,30.46,30.30
32.67,32.67,32.67,32.67
32.67,32.67,32.67,32.67
32.67,32.67,32.67,32.67
32.78,32.78,32.78,32.78
32.78,32.78,32.78,32.78
32.78,32.78,32.78,32.78
32.78,32.78,32.78,32.78
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
30.75,30.75,30.75,30.75
29.49,29.49,29.49,29.49
29.49,29.49,29.49,29.49
29.49,29.49,29.49,29.49
29.49,29.49,29.49,29.49
29.49,29.49,29.49,29.49
29.49,29.49,29.49,29.49
29.49,29.49,29.49,29.49
29.49,29.49,29.49,29.49
31.23,30.38,31.23,30.38
31.81,31.81,31.81,31.81
31.81,31.81,31.81,31.81
31.81,31.81,31.81,31.81
31.81,31.81,31.81,31.81
31.81,31.81,31.81,31.81
31.81,31.81,31.81,31.81
31.81,31.81,31.81,31.81
31.81,31.81,31.81,31.81
25.50,25.50,25.50,25.50
29.02,29.02,30.57,28.92
29.02,29.02,29.02,29.02
29.64,29.64,29.64,29.64
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
