AETI,American Electric Technologies,NASDAQ
2.25,2.24,2.34,2.24
2.26,2.30,2.34,2.26
2.31,2.32,2.32,2.30
2.26,2.30,2.32,2.25
2.28,2.25,2.30,2.25
2.25,2.32,2.32,2.25
2.34,2.26,2.34,2.25
2.30,2.30,2.30,2.30
2.27,2.32,2.32,2.24
2.29,2.32,2.34,2.29
2.29,2.32,2.34,2.29
2.27,2.32,2.32,2.27
2.28,2.32,2.32,2.28
2.32,2.32,2.32,2.32
2.31,2.32,2.32,2.31
N/A,N/A,N/A,N/A
2.32,2.32,2.32,2.25
2.25,2.31,2.31,2.25
2.30,2.31,2.31,2.27
2.27,2.30,2.30,2.27
N/A,N/A,N/A,N/A
2.30,2.30,2.32,2.29
2.35,2.31,2.35,2.27
N/A,N/A,N/A,N/A
2.27,2.27,2.27,2.27
2.27,2.30,2.30,2.25
2.30,2.30,2.31,2.20
2.30,2.25,2.30,2.11
N/A,N/A,N/A,N/A
2.26,2.30,2.31,2.26
2.31,2.31,2.31,2.31
2.24,2.31,2.31,2.24
2.24,2.39,2.40,2.24
2.30,2.38,2.39,2.28
2.39,2.31,2.45,2.24
2.25,2.35,2.48,2.24
2.33,2.29,2.33,2.28
2.29,2.28,2.32,2.28
2.32,2.49,2.49,2.32
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.31,2.37,2.37,2.31
2.33,2.37,2.37,2.30
2.40,2.35,2.41,2.35
2.36,2.34,2.45,2.34
2.37,2.37,2.37,2.37
N/A,N/A,N/A,N/A
2.44,2.39,2.49,2.39
N/A,N/A,N/A,N/A
2.40,2.35,2.40,2.35
N/A,N/A,N/A,N/A
2.35,2.29,2.35,2.28
2.40,2.40,2.40,2.40
2.38,2.38,2.38,2.38
2.22,2.25,2.40,2.22
2.35,2.35,2.36,2.22
2.22,2.31,2.36,2.22
N/A,N/A,N/A,N/A
2.36,2.32,2.36,2.31
2.32,2.35,2.35,2.32
2.30,2.35,2.35,2.30
2.35,2.35,2.35,2.35
2.30,2.35,2.35,2.30
2.30,2.30,2.37,2.30
2.21,2.30,2.30,2.21
2.22,2.29,2.29,2.21
2.21,2.29,2.30,2.21
N/A,N/A,N/A,N/A
2.16,2.20,2.25,2.16
2.17,2.22,2.25,2.17
2.23,2.22,2.25,2.16
2.20,2.23,2.25,2.17
2.17,2.23,2.23,2.17
2.23,2.23,2.23,2.16
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.16,2.16,2.23,2.16
2.20,2.12,2.20,1.90
2.09,2.17,2.20,2.09
2.20,2.20,2.20,2.20
N/A,N/A,N/A,N/A
1.94,2.20,2.22,1.94
2.19,2.21,2.21,2.10
2.20,2.18,2.20,2.18
2.23,2.23,2.23,2.22
2.23,2.25,2.25,2.23
2.29,2.36,2.36,2.29
2.24,2.35,2.36,2.24
2.34,2.30,2.34,2.30
2.35,2.35,2.35,2.35
2.38,2.35,2.46,2.35
2.30,2.40,2.40,2.30
2.41,2.43,2.45,2.30
2.43,2.50,2.50,2.43
2.49,2.45,2.50,2.45
2.50,2.52,2.53,2.50
2.66,2.50,2.76,2.30
2.31,2.51,2.59,2.20
N/A,N/A,N/A,N/A
2.51,2.55,2.55,2.51
2.56,2.56,2.56,2.56
2.57,2.59,2.59,2.52
2.44,2.59,2.59,2.40
2.59,2.59,2.59,2.40
2.54,2.59,2.59,2.54
2.58,2.58,2.59,2.41
2.57,2.59,2.59,2.46
2.58,2.65,2.65,2.57
2.65,2.56,2.65,2.41
2.56,2.65,2.65,2.44
2.53,2.45,2.61,2.45
2.49,2.59,2.59,2.49
2.65,2.65,2.65,2.59
2.64,2.60,2.64,2.59
2.63,2.62,2.63,2.59
N/A,N/A,N/A,N/A
2.59,2.65,2.65,2.59
2.60,2.65,2.65,2.60
2.64,2.70,2.70,2.64
2.70,2.75,2.76,2.70
2.75,2.74,2.76,2.59
2.74,2.74,2.74,2.74
2.74,2.70,2.74,2.70
2.70,2.70,2.73,2.63
2.69,2.74,2.74,2.69
2.74,2.70,2.74,2.70
nan,2.74,nan,nan
2.74,2.73,2.75,2.70
2.61,2.75,2.75,2.61
2.75,2.75,2.75,2.75
2.70,2.70,2.70,2.70
2.63,2.75,2.75,2.62
2.68,2.75,2.75,2.61
2.75,2.70,2.75,2.62
2.63,2.69,2.69,2.63
2.63,2.73,2.74,2.61
2.72,2.79,2.83,2.72
2.70,2.79,2.83,2.67
2.79,2.84,2.84,2.68
2.83,2.89,2.89,2.70
2.91,2.96,2.96,2.91
2.98,3.09,3.17,2.79
3.10,3.08,3.10,3.03
3.09,3.11,3.11,3.08
3.16,3.15,3.16,3.10
3.14,3.15,3.15,3.01
3.15,3.15,3.15,3.09
nan,3.09,nan,nan
3.01,3.15,3.15,3.00
3.01,3.14,3.14,3.01
3.05,3.15,3.15,3.05
3.12,3.15,3.15,3.04
3.12,3.16,3.16,3.00
nan,3.15,nan,nan
3.16,3.16,3.19,3.09
3.13,3.15,3.16,3.13
N/A,N/A,N/A,N/A
3.15,3.15,3.15,3.15
3.14,3.15,3.15,3.14
3.16,3.16,3.16,3.16
3.01,3.12,3.25,3.01
3.12,3.13,3.24,3.12
3.15,3.23,3.23,3.15
3.12,3.23,3.24,3.12
N/A,N/A,N/A,N/A
3.23,3.15,3.23,2.94
2.98,3.00,3.10,2.85
2.62,3.14,3.14,2.51
3.02,3.14,3.15,3.00
3.03,3.12,3.15,3.01
2.76,3.04,3.13,2.76
3.04,2.90,3.10,2.85
3.05,3.01,3.06,2.86
2.99,3.10,3.12,2.81
3.05,3.05,3.10,2.86
3.08,3.16,3.16,3.04
3.17,3.25,3.45,3.00
3.21,3.27,3.27,3.20
3.25,3.35,3.35,3.25
3.35,3.32,3.35,3.20
3.28,3.30,3.33,3.18
3.23,3.20,3.32,3.20
3.21,3.01,3.26,3.00
3.16,3.14,3.26,3.14
3.15,3.25,3.25,3.05
3.24,3.16,3.30,3.01
3.18,3.31,3.32,3.14
3.30,3.25,3.32,3.18
3.25,3.27,3.32,3.25
3.30,3.40,3.40,3.29
3.40,3.40,3.45,3.38
3.40,3.40,3.40,3.27
3.35,3.45,3.45,3.35
3.38,3.43,3.45,3.25
3.26,3.43,3.43,3.25
3.42,3.42,3.43,3.42
3.36,3.44,3.44,3.36
3.26,3.46,3.46,3.11
3.45,3.47,3.47,3.27
3.47,3.47,3.47,3.47
3.47,3.47,3.47,3.47
3.31,3.48,3.48,3.26
3.48,3.47,3.48,3.40
3.47,3.49,3.49,3.47
3.46,3.49,3.49,3.41
3.45,3.49,3.50,3.41
3.51,3.49,3.51,3.44
3.49,3.49,3.49,3.49
3.52,3.55,3.55,3.47
3.55,3.68,3.75,3.55
3.72,3.76,3.78,3.68
3.75,3.79,3.79,3.75
3.79,3.74,3.79,3.70
3.71,3.69,3.77,3.68
3.48,3.58,3.60,3.44
3.54,3.68,3.68,3.46
3.60,3.68,3.68,3.53
3.65,3.52,3.67,3.08
3.49,3.56,3.63,3.49
3.59,3.51,3.65,3.45
3.50,3.61,3.63,3.50
3.45,3.51,3.63,3.45
3.48,3.55,3.58,3.25
3.60,3.56,3.60,3.23
3.24,3.29,3.57,2.84
3.30,3.39,3.40,3.01
3.22,3.50,3.60,3.18
3.44,3.53,3.53,3.36
3.53,3.53,3.53,3.47
3.43,3.54,3.54,3.36
3.50,3.54,3.54,3.42
3.52,3.54,3.54,3.37
3.50,3.55,3.55,3.50
3.52,3.55,3.55,3.13
3.57,3.50,3.57,3.23
3.53,3.52,3.57,3.50
3.54,3.62,3.62,3.49
3.51,3.62,3.62,3.48
3.60,3.54,3.63,3.48
3.51,3.59,3.61,3.41
3.50,3.61,3.62,3.42
3.58,3.65,3.65,3.53
3.64,3.66,3.67,3.62
3.63,3.65,3.65,3.55
3.54,3.63,3.65,3.51
3.66,3.64,3.66,3.52
nan,3.59,nan,nan
3.51,3.63,3.63,3.25
3.60,3.62,3.63,3.43
3.62,3.59,3.62,3.41
3.46,3.60,3.60,3.45
N/A,N/A,N/A,N/A
3.21,3.60,3.60,3.21
3.54,3.60,3.60,3.54
3.58,3.51,3.60,3.50
3.50,3.65,3.65,3.50
3.58,3.67,3.67,3.49
3.64,3.58,3.64,3.41
3.58,3.65,3.65,3.58
3.66,3.52,3.67,3.46
3.62,3.60,3.65,3.45
3.65,3.66,3.66,3.61
3.66,3.70,3.70,3.50
3.70,3.67,3.75,3.41
3.67,3.63,3.67,3.63
3.79,3.77,3.79,3.74
3.78,3.75,3.78,3.55
3.74,3.76,3.76,3.67
3.75,3.78,3.78,3.75
3.78,3.73,3.78,3.43
3.76,3.78,3.79,3.73
3.78,3.78,3.78,3.75
N/A,N/A,N/A,N/A
3.78,3.75,3.79,3.47
3.76,3.79,3.80,3.51
3.83,3.75,3.83,3.70
3.75,3.75,3.75,3.70
3.75,3.75,3.75,3.75
3.70,3.70,3.75,3.70
3.75,3.75,3.75,3.70
3.75,3.80,3.80,3.70
3.80,3.83,3.84,3.55
3.64,3.80,3.83,3.64
3.72,3.80,3.80,3.72
3.85,3.77,3.85,3.77
3.80,3.76,3.80,3.76
3.80,3.85,3.86,3.75
3.86,3.86,3.87,3.81
3.86,3.86,3.86,3.80
3.87,3.86,3.88,3.85
3.70,3.92,3.92,3.55
3.93,3.93,3.93,3.79
3.93,3.96,3.97,3.71
3.95,3.97,3.97,3.86
N/A,N/A,N/A,N/A
3.92,3.96,3.96,3.78
N/A,N/A,N/A,N/A
3.83,3.98,3.98,3.82
4.00,4.01,4.01,3.85
4.02,4.10,4.10,4.00
4.11,4.08,4.12,3.99
4.09,3.90,4.11,3.90
3.90,4.13,4.13,3.90
4.05,4.12,4.13,3.85
4.11,4.15,4.15,3.72
3.97,4.22,4.24,3.96
4.23,4.23,4.23,4.15
4.24,4.25,4.40,4.19
4.32,4.51,4.52,4.32
4.37,4.53,4.53,4.37
4.52,4.54,4.54,4.17
4.54,4.55,4.55,4.35
4.56,4.55,4.56,4.50
4.54,4.55,4.56,4.32
4.52,4.49,4.56,4.30
4.54,4.44,4.54,4.29
4.25,4.44,4.50,4.25
4.32,4.48,4.50,4.32
4.55,4.53,4.55,4.40
4.52,4.53,4.58,4.32
4.47,4.55,4.55,4.43
4.57,4.55,4.58,4.40
4.59,4.60,4.60,4.41
4.47,4.64,4.65,4.47
4.65,5.15,5.34,4.48
5.00,5.08,5.16,4.85
5.17,5.19,5.19,4.97
5.19,5.14,5.19,5.01
5.16,5.15,5.20,5.05
5.18,5.17,5.20,5.01
5.00,5.12,5.16,4.95
5.16,5.09,5.18,4.92
5.13,5.15,5.15,4.95
5.16,5.21,5.23,5.02
5.24,5.34,5.34,5.22
5.39,5.51,5.75,5.25
5.53,5.67,5.67,5.50
5.69,5.65,5.70,5.55
5.57,5.70,5.71,5.50
5.64,5.65,5.72,5.51
5.72,5.66,5.72,5.57
5.35,5.60,5.65,5.26
5.53,5.56,5.63,5.31
5.45,5.10,5.60,5.06
5.13,4.72,5.13,4.46
4.47,4.42,4.58,4.31
4.28,4.45,4.50,4.19
4.19,4.35,4.45,4.12
4.31,4.46,4.48,4.20
4.36,4.40,4.46,4.25
4.36,4.60,4.61,4.35
4.71,4.65,4.72,4.60
4.71,4.75,4.75,4.60
4.70,4.75,4.78,4.50
4.79,4.71,4.79,4.60
4.76,4.75,4.80,4.60
4.54,4.60,4.75,4.51
4.52,4.69,4.75,4.43
4.71,4.60,4.71,4.42
4.54,4.56,4.56,4.30
4.48,4.65,4.65,4.41
4.58,4.67,4.67,4.38
4.61,4.66,4.70,4.42
4.63,4.62,4.65,4.50
4.61,4.40,4.69,4.26
4.31,4.75,4.75,4.31
4.85,4.89,4.89,4.70
4.89,4.95,4.95,4.61
4.90,4.94,4.95,4.66
4.84,4.94,4.95,4.64
4.72,4.94,4.95,4.66
4.91,4.95,4.95,4.83
4.70,5.07,5.07,4.66
5.01,5.04,5.04,4.79
5.00,4.95,5.07,4.77
4.87,5.05,5.08,4.82
4.88,5.02,5.04,4.76
4.81,5.07,5.07,4.80
5.04,5.07,5.07,4.79
5.07,5.11,5.11,4.84
5.11,5.01,5.11,4.90
5.09,5.11,5.12,5.06
5.11,5.15,5.15,5.03
5.15,5.14,5.16,4.66
5.07,5.06,5.12,4.83
4.98,4.99,5.04,4.66
4.88,4.90,4.97,4.67
4.95,4.98,4.98,4.59
nan,4.91,nan,nan
4.65,4.95,4.96,4.63
4.90,4.90,4.90,4.69
4.71,4.90,4.90,4.71
4.72,4.75,4.88,4.31
4.50,4.66,4.77,4.42
4.48,4.70,4.72,4.34
4.62,4.67,4.72,4.47
4.58,4.75,4.81,4.58
4.74,4.78,4.82,4.71
4.71,4.81,4.82,4.66
4.80,4.80,4.80,4.75
4.61,4.78,4.82,4.61
4.81,4.81,4.81,4.58
4.66,4.76,4.82,4.55
4.72,4.88,4.88,4.69
4.83,4.80,4.90,4.80
4.78,4.85,4.90,4.65
4.80,4.45,4.80,4.45
4.49,4.69,4.70,4.47
4.69,4.69,4.69,4.45
4.47,4.68,4.69,4.47
4.68,4.69,4.69,4.68
4.64,4.60,4.68,4.60
4.60,4.50,4.67,4.32
4.58,4.54,4.58,4.30
4.52,4.55,4.60,3.85
4.53,4.54,4.54,4.35
4.39,4.53,4.55,4.14
4.48,4.55,4.55,4.33
4.50,4.50,4.55,4.40
4.45,4.51,4.55,4.37
4.50,4.40,4.50,4.40
4.44,4.31,4.54,4.21
4.36,4.40,4.52,4.31
4.40,4.48,4.54,4.33
4.41,4.53,4.54,4.37
4.47,4.52,4.54,4.33
4.49,4.48,4.49,4.31
4.49,4.33,4.49,4.33
4.36,4.49,4.49,4.30
4.44,4.52,4.55,4.44
4.21,4.46,4.48,4.21
4.38,4.46,4.50,4.30
4.36,4.48,4.50,4.20
4.50,4.50,4.50,4.50
4.50,4.60,4.60,4.44
4.57,4.58,4.59,4.32
4.57,4.57,4.60,4.17
4.47,4.57,4.58,4.42
4.53,4.58,4.58,4.53
4.57,4.58,4.59,4.55
4.42,4.53,4.59,4.31
4.50,4.55,4.55,4.31
4.55,4.59,4.59,4.36
4.57,4.57,4.59,4.30
4.57,4.14,4.57,4.06
4.19,4.01,4.42,3.58
4.00,4.28,4.39,4.00
4.23,4.26,4.26,4.10
4.17,4.23,4.26,4.17
4.24,4.26,4.26,4.10
4.26,4.25,4.26,3.77
nan,4.21,nan,nan
4.24,4.54,4.54,4.24
4.32,4.49,4.49,4.30
4.42,4.49,4.49,4.40
4.32,4.40,4.40,4.30
4.40,4.54,4.54,4.40
4.50,4.55,4.55,4.50
4.37,4.55,4.55,4.30
4.49,4.55,4.55,4.49
4.55,4.57,4.59,4.50
4.55,4.55,4.55,4.55
4.58,4.55,4.58,4.34
4.36,4.52,4.55,4.30
4.51,4.47,4.53,4.32
4.31,4.40,4.40,4.31
4.30,4.38,4.38,4.30
4.38,4.38,4.38,4.30
4.22,4.37,4.38,4.11
4.37,4.38,4.38,4.20
4.33,4.35,4.38,4.20
4.35,4.38,4.38,4.11
4.17,4.36,4.37,4.14
4.28,4.20,4.28,4.10
4.10,4.27,4.27,4.01
4.28,4.38,4.38,4.28
4.28,4.28,4.28,4.28
4.28,4.26,4.40,4.26
4.39,4.37,4.39,4.35
4.32,4.40,4.40,4.30
4.40,4.45,4.45,4.36
4.47,4.46,4.47,4.39
4.45,4.46,4.46,4.45
4.21,4.45,4.46,4.18
4.21,4.45,4.46,4.18
nan,4.42,nan,nan
4.40,4.44,4.45,4.35
nan,4.43,nan,nan
4.40,4.45,4.45,4.40
4.40,4.45,4.45,4.40
4.41,4.47,4.48,4.17
4.29,4.32,4.46,4.22
4.35,4.45,4.45,4.27
4.41,4.50,4.50,4.30
4.40,4.50,4.50,4.38
nan,4.47,nan,nan
4.37,4.50,4.50,4.30
4.46,4.64,4.64,4.37
4.63,4.62,4.64,4.53
4.58,4.64,4.64,4.58
4.61,4.70,4.74,4.60
4.66,4.75,4.75,4.60
4.60,4.75,4.75,4.54
4.58,4.75,4.75,4.58
4.72,4.65,4.75,4.43
4.63,4.63,4.69,4.54
4.60,4.78,4.78,4.59
4.68,4.79,4.79,4.65
4.75,4.84,4.85,4.75
4.66,4.75,4.85,4.66
4.75,4.75,4.75,4.60
4.75,4.79,4.79,4.75
4.75,4.74,4.79,4.68
nan,4.72,nan,nan
4.53,4.79,4.79,4.53
4.78,4.80,4.80,4.78
4.75,4.80,4.80,4.59
4.55,4.59,4.79,4.55
4.69,4.70,4.70,4.55
4.68,4.70,4.70,4.68
4.62,4.70,4.70,4.62
nan,4.70,nan,nan
4.69,4.68,4.70,4.59
4.68,4.68,4.70,4.68
4.70,4.70,4.70,4.70
4.51,4.70,4.70,4.51
nan,4.67,nan,nan
4.52,4.65,4.68,4.51
4.60,4.60,4.60,4.40
nan,4.51,nan,nan
4.55,4.60,4.60,4.55
4.60,4.59,4.60,4.58
4.58,4.60,4.60,4.58
4.53,4.60,4.60,4.53
4.60,4.60,4.60,4.38
4.48,4.60,4.60,4.48
nan,4.59,nan,nan
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.60,4.57,4.60,4.57
4.44,4.60,4.60,4.44
4.56,4.72,4.75,4.55
4.51,4.70,4.75,4.45
4.63,4.53,4.70,4.53
4.69,4.70,4.70,4.50
nan,4.68,nan,nan
4.68,4.68,4.68,4.68
4.68,4.70,4.70,4.68
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.56
4.65,4.70,4.70,4.65
4.68,4.70,4.70,4.56
4.70,4.70,4.70,4.60
4.69,4.70,4.70,4.45
4.70,4.70,4.70,4.58
4.61,4.70,4.70,4.54
4.62,4.70,4.70,4.57
4.61,4.53,4.61,4.51
4.59,4.68,4.68,4.57
4.60,4.70,4.70,4.60
4.67,4.70,4.70,4.67
4.65,4.70,4.70,4.62
4.65,4.69,4.70,4.55
4.65,4.70,4.70,4.65
4.69,4.77,4.78,4.69
4.76,4.70,4.77,4.70
4.70,4.70,4.70,4.54
4.70,4.70,4.70,4.68
4.70,4.70,4.70,4.70
4.78,4.81,4.85,4.71
4.82,4.89,4.89,4.80
4.85,4.85,4.85,4.80
4.80,4.90,4.90,4.80
4.81,4.89,4.90,4.81
4.85,4.91,4.91,4.85
5.00,5.04,5.21,4.84
5.05,5.10,5.16,5.01
5.01,5.08,5.17,4.95
5.00,5.00,5.00,5.00
4.87,4.95,5.16,4.80
4.99,4.98,4.99,4.89
4.89,4.96,4.99,4.68
4.96,4.98,4.98,4.84
4.94,4.98,4.98,4.94
4.94,4.97,4.97,4.94
4.95,4.95,4.95,4.66
4.94,4.93,4.94,4.74
4.93,4.90,4.93,4.82
4.90,4.94,4.94,4.82
4.97,5.00,5.02,4.94
5.00,5.00,5.09,4.88
5.00,4.99,5.05,4.95
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
N/A,N/A,N/A,N/A
4.98,5.00,5.00,4.95
5.00,5.00,5.00,4.96
4.99,5.00,5.00,4.99
4.90,5.00,5.00,4.90
N/A,N/A,N/A,N/A
5.00,5.05,5.05,4.80
5.01,4.99,5.05,4.97
4.99,4.98,5.00,4.81
5.02,5.00,5.02,4.89
4.90,4.98,4.98,4.90
4.81,4.95,4.97,4.81
4.97,4.85,4.97,4.80
4.86,4.86,4.96,4.86
4.86,5.00,5.02,4.86
4.95,5.00,5.01,4.88
4.85,4.99,5.00,4.78
4.98,4.98,4.98,4.83
4.94,4.95,4.96,4.84
4.96,5.00,5.02,4.82
4.98,4.97,5.00,4.75
5.00,4.98,5.00,4.79
4.98,4.90,4.98,4.77
4.89,5.04,5.04,4.86
4.90,5.04,5.04,4.76
4.87,5.05,5.05,4.87
5.02,5.07,5.07,5.01
5.07,5.07,5.08,4.96
5.08,5.09,5.09,5.00
5.07,5.08,5.08,5.04
5.01,5.00,5.01,4.77
5.00,5.06,5.06,4.80
5.05,5.14,5.14,5.04
5.14,5.13,5.16,5.08
4.89,5.11,5.12,4.89
5.12,5.11,5.12,4.92
5.09,5.12,5.12,5.09
4.93,4.93,4.93,4.93
5.08,5.10,5.11,5.00
N/A,N/A,N/A,N/A
5.06,5.16,5.16,5.06
5.12,5.22,5.23,5.12
5.15,5.21,5.22,5.12
5.22,5.20,5.22,5.12
5.20,5.22,5.26,5.20
5.26,5.23,5.26,5.22
5.21,5.28,5.28,5.21
5.29,5.31,5.31,5.21
5.34,5.38,5.38,5.34
5.38,5.39,5.39,5.32
5.39,5.42,5.45,5.37
5.29,5.45,5.45,5.27
5.45,5.46,5.46,5.38
5.47,5.49,5.50,5.42
5.46,5.46,5.49,5.46
5.49,5.46,5.49,5.25
5.49,5.50,5.51,5.46
5.50,5.43,5.50,5.42
5.43,5.48,5.48,5.27
5.46,5.48,5.49,5.35
5.49,5.49,5.49,5.32
5.49,5.49,5.49,5.47
5.49,5.49,5.49,5.49
5.42,5.49,5.49,5.39
5.49,5.49,5.51,5.47
5.30,5.49,5.50,5.30
5.49,5.50,5.52,5.48
5.50,5.49,5.50,5.46
6.12,6.10,7.27,5.85
6.20,5.97,6.29,5.80
5.96,6.43,6.43,5.96
6.43,6.23,6.43,6.05
6.08,6.59,6.59,6.05
6.63,6.21,6.63,6.08
6.38,6.02,6.45,5.89
6.13,6.18,6.29,5.89
6.29,6.17,6.29,6.08
6.18,6.20,6.21,5.92
6.22,6.11,6.22,5.91
6.02,6.04,6.17,5.91
6.08,5.97,6.08,5.93
5.89,6.06,6.12,5.89
6.17,5.84,6.17,5.82
5.93,5.83,6.00,5.83
5.95,6.02,6.02,5.84
6.00,5.83,6.02,5.83
5.85,6.01,6.01,5.85
6.02,6.10,6.14,5.96
5.98,6.02,6.10,5.98
6.01,6.18,6.18,6.01
6.18,6.35,6.35,6.09
6.36,6.42,6.42,6.30
6.43,6.39,6.45,6.38
6.44,6.39,6.46,6.32
6.43,6.47,6.48,6.41
6.42,6.46,6.48,6.25
6.48,6.65,6.71,6.43
6.60,6.61,6.70,6.54
6.65,6.74,6.74,6.65
6.73,6.75,6.76,6.67
6.75,6.76,6.81,6.67
6.81,6.79,6.81,6.67
6.83,6.99,7.00,6.83
6.99,6.98,7.02,6.98
7.03,7.03,7.06,6.88
6.95,7.13,7.13,6.95
