RL,Ralph Lauren Corporation Common Stock,NASDAQ
131.93,134.58,134.66,130.98
134.87,133.31,135.74,133.19
132.97,132.25,134.15,131.98
131.29,131.36,132.38,129.53
131.49,134.01,134.02,131.49
134.72,136.10,136.50,134.05
134.77,130.21,135.55,128.89
129.25,128.62,130.18,127.75
128.98,129.39,133.42,127.81
117.95,114.70,122.20,114.60
116.21,118.32,118.55,114.91
118.42,126.43,126.60,118.42
126.11,126.77,127.86,125.43
126.12,121.45,127.35,121.38
122.50,120.84,123.50,120.74
119.25,122.74,124.59,119.25
122.30,121.35,123.30,120.39
122.24,122.07,123.45,121.95
121.10,119.49,121.88,118.73
119.92,121.83,122.81,119.92
121.00,119.63,121.51,119.32
120.28,120.46,122.92,119.68
121.65,122.48,122.77,121.06
120.99,120.57,121.75,120.13
120.57,122.26,122.40,119.35
124.00,124.04,124.65,122.75
123.19,126.16,127.12,122.92
127.35,127.83,128.10,126.41
127.78,127.19,129.46,126.82
125.76,127.95,128.18,123.81
127.75,125.58,128.51,125.13
126.12,126.21,127.25,125.50
126.62,129.90,130.03,126.62
129.78,131.03,132.54,128.49
131.12,132.61,133.59,131.03
132.10,134.30,134.57,131.50
134.50,135.54,136.13,133.00
135.18,135.93,137.08,134.77
137.67,139.19,140.29,137.58
137.06,137.61,138.50,136.38
135.37,134.30,137.20,133.24
133.83,134.04,135.11,133.54
134.93,134.50,135.87,133.90
134.74,135.02,135.51,133.30
135.54,134.77,135.54,133.52
134.73,134.54,136.16,133.81
135.97,137.92,138.00,135.34
137.72,138.20,138.71,136.71
139.41,140.09,141.37,138.97
140.00,139.39,140.22,138.77
137.89,138.53,139.60,137.40
138.08,137.40,138.50,136.15
137.24,133.03,137.31,132.62
133.61,135.58,137.73,133.46
134.18,135.07,135.93,133.50
136.92,135.45,136.92,133.00
133.85,126.60,134.87,126.28
127.17,129.52,129.67,123.97
127.21,120.27,128.67,120.25
122.34,124.52,125.51,119.61
120.67,114.16,123.90,113.95
116.62,119.85,120.28,105.11
128.99,125.28,132.30,123.10
127.30,130.55,132.38,126.59
132.81,137.68,139.09,131.75
138.45,140.69,140.91,137.10
139.00,137.59,141.71,136.38
138.57,133.74,138.99,132.11
129.58,126.94,129.62,124.31
125.11,121.12,129.73,121.00
122.98,121.11,124.60,119.41
121.10,130.51,130.63,120.09
129.84,132.84,132.94,128.78
133.39,129.26,134.16,128.91
128.15,131.65,132.15,127.14
132.86,135.60,135.73,132.74
134.91,135.82,136.67,133.87
136.98,137.11,139.73,135.58
136.76,135.75,139.18,134.70
133.58,131.83,135.29,131.26
127.46,131.04,131.27,126.19
132.93,136.80,136.93,131.71
135.50,137.32,139.76,135.43
135.27,133.98,138.54,132.51
132.50,134.95,135.83,131.17
135.03,138.49,139.00,133.50
138.72,143.22,145.16,135.69
144.10,147.86,148.54,143.63
147.52,147.37,148.49,144.68
145.03,150.52,151.70,144.74
152.04,151.77,154.62,150.02
151.83,146.83,153.28,146.67
140.99,143.70,145.10,137.82
142.58,146.53,147.15,142.58
147.00,146.82,147.38,142.29
150.00,148.77,152.39,147.90
144.43,143.56,147.48,143.21
145.70,139.80,145.93,134.00
137.21,129.70,137.21,129.08
126.91,125.67,132.28,125.64
123.78,131.68,132.14,121.30
131.03,132.88,133.40,128.61
135.00,141.29,141.69,134.81
141.88,141.05,143.66,138.89
142.45,144.82,145.68,142.37
142.89,143.28,144.46,142.17
144.66,144.85,146.51,143.84
143.34,145.75,146.29,143.32
147.67,148.22,148.75,146.27
148.00,144.27,148.55,143.88
146.05,148.32,149.53,139.08
147.56,143.73,148.24,143.29
142.78,145.28,146.70,141.39
146.96,150.74,150.77,146.96
151.77,157.55,159.37,151.77
155.78,153.61,156.89,153.01
155.19,153.24,155.87,150.03
158.70,159.27,161.43,156.28
158.48,162.07,162.98,157.20
160.68,158.79,164.55,158.77
154.35,157.31,158.95,153.75
159.48,159.54,160.55,157.24
157.62,157.39,158.75,150.02
155.52,157.34,158.42,154.75
156.82,157.32,159.23,154.00
158.76,159.05,160.40,154.80
149.05,149.94,151.82,147.00
152.10,151.22,153.47,148.31
153.19,155.50,156.67,150.85
154.80,156.11,157.57,154.26
155.86,155.41,157.06,153.82
153.58,152.00,154.94,151.55
151.90,148.22,152.59,146.84
149.66,146.22,149.72,145.38
143.30,143.04,144.01,140.90
142.40,142.18,143.68,140.99
140.09,141.79,142.91,138.08
141.27,138.80,142.05,138.80
143.32,145.34,146.75,143.32
143.49,140.66,143.57,139.75
146.19,141.86,146.85,139.88
140.89,143.32,143.99,139.83
145.09,144.71,148.08,144.36
147.30,150.15,151.60,146.50
150.62,150.63,152.00,149.52
150.67,149.35,151.51,148.19
148.55,146.34,150.00,145.65
146.29,147.18,147.99,143.58
145.30,145.20,146.10,143.47
145.82,141.01,146.54,139.47
140.25,138.88,140.64,137.11
140.00,140.11,140.92,137.57
141.31,139.13,141.94,138.26
139.66,135.98,140.49,135.72
138.12,137.30,138.50,136.46
136.76,136.62,137.38,135.80
136.92,135.97,137.31,135.35
136.60,139.30,139.35,136.07
138.83,140.64,141.84,137.66
140.27,138.72,141.05,138.50
138.82,138.40,139.46,137.58
138.38,138.08,139.25,137.71
140.84,137.12,141.72,136.92
137.04,142.88,144.21,137.04
141.31,142.16,142.55,138.00
141.70,140.70,141.80,139.79
145.55,146.36,147.50,144.26
145.73,147.32,147.69,141.82
144.08,144.54,145.44,143.09
143.70,144.44,144.64,141.29
143.47,143.67,145.24,143.22
144.98,142.19,145.65,141.59
142.55,145.71,146.03,140.70
146.11,146.67,147.10,144.81
147.16,146.94,147.82,146.07
145.91,145.97,147.90,143.04
145.76,150.73,151.99,145.76
149.80,151.73,152.47,148.69
151.73,150.28,152.94,149.13
149.80,151.52,152.38,148.74
150.50,151.00,151.39,149.09
151.91,152.00,153.12,151.16
152.86,153.91,154.66,152.25
153.17,153.00,156.00,152.45
154.72,155.97,156.87,154.00
155.58,157.41,157.81,154.48
157.00,157.07,158.00,154.51
170.71,171.49,178.47,170.02
171.60,172.54,175.98,168.20
169.95,172.60,174.10,169.95
173.05,172.37,174.49,171.26
171.27,174.78,174.87,171.00
175.00,172.62,176.00,172.36
173.99,174.43,176.47,173.05
174.99,174.47,176.73,173.96
174.56,172.58,174.97,170.92
172.09,171.51,172.90,171.29
171.71,173.24,173.85,171.52
173.48,173.32,173.71,172.34
171.86,174.46,176.25,171.25
174.34,174.70,175.14,172.95
175.28,173.73,176.10,173.50
174.87,177.91,178.31,174.77
177.50,176.61,178.19,175.98
176.20,176.78,177.95,175.11
174.39,170.51,174.39,169.59
172.48,171.34,172.74,170.68
172.84,173.78,174.70,172.15
174.17,176.39,177.38,173.67
176.95,177.64,178.93,176.19
178.89,179.87,180.17,176.36
181.38,178.53,182.48,177.78
177.74,178.05,178.71,176.31
178.05,177.75,178.50,176.56
177.77,176.60,177.99,174.90
177.69,176.99,179.04,175.04
176.99,176.58,177.95,175.84
174.48,175.50,176.73,174.34
175.98,174.16,175.98,171.26
176.40,177.14,177.54,173.57
177.11,176.13,177.26,175.56
175.85,174.80,176.33,171.81
174.14,174.75,175.10,172.60
175.05,174.33,176.35,173.50
174.44,175.29,176.73,173.87
174.94,175.59,177.30,174.10
174.00,174.00,175.00,172.40
173.91,178.06,179.00,173.91
174.38,176.45,177.17,173.43
176.06,169.80,176.06,169.67
171.57,170.85,173.91,170.51
170.88,171.80,173.16,170.11
171.35,172.51,173.28,170.60
172.79,170.70,174.23,169.28
170.95,172.84,173.37,170.95
172.46,173.30,174.05,171.57
173.43,169.35,173.64,169.29
169.73,171.27,172.02,169.09
169.02,168.01,169.37,166.36
168.29,164.20,168.65,162.42
165.73,167.52,167.70,164.46
167.50,171.12,171.47,166.40
171.48,173.20,174.69,170.43
172.75,172.27,173.00,170.96
172.39,172.27,174.85,171.51
171.55,177.00,177.30,171.32
176.70,174.45,177.76,174.02
171.24,168.54,173.17,167.81
167.74,168.71,170.79,167.36
163.99,163.38,163.99,154.25
161.00,160.94,162.44,158.53
161.54,158.47,162.29,158.18
157.49,160.57,161.81,157.18
158.71,157.57,159.89,156.61
157.82,151.53,158.14,151.35
151.83,149.96,152.60,146.36
149.97,144.30,150.31,144.12
145.51,141.51,146.29,141.12
142.06,146.30,146.61,141.85
154.71,150.27,161.30,147.86
147.50,149.89,151.36,144.54
152.00,148.68,152.50,146.81
148.74,149.84,150.49,148.63
151.46,152.03,152.31,150.03
150.35,148.69,150.83,147.90
148.50,148.80,149.51,146.28
145.68,141.63,145.70,140.45
141.75,142.86,143.26,140.24
142.21,143.19,143.52,140.75
144.67,145.22,145.90,143.69
146.36,144.27,146.83,142.92
143.53,145.05,145.31,141.62
146.44,140.97,146.44,140.74
141.92,142.66,142.69,138.72
141.61,139.83,142.41,139.27
140.40,142.72,143.26,139.82
143.00,145.98,146.19,141.99
145.70,145.17,145.97,143.50
145.48,147.39,148.85,145.48
147.12,147.65,148.08,145.76
147.93,143.30,149.45,142.82
144.35,142.81,144.46,142.09
141.00,140.89,142.41,140.00
140.71,141.00,141.83,137.91
141.06,138.00,141.06,136.83
136.58,136.60,137.14,134.48
138.85,140.06,140.38,135.89
140.16,140.48,140.62,138.81
140.55,144.57,144.61,140.02
143.90,147.59,149.53,143.90
146.00,144.42,147.99,143.00
144.37,142.41,145.75,141.38
143.67,143.70,146.18,142.71
142.70,138.78,142.71,136.91
137.14,136.87,137.86,134.29
137.47,141.00,141.71,137.47
140.11,142.00,143.10,138.85
142.77,142.02,143.98,141.55
140.35,144.48,145.75,139.02
145.18,152.26,154.14,145.18
150.00,149.08,150.74,147.54
146.69,147.26,148.09,144.14
147.72,145.07,148.45,144.18
144.00,143.08,145.37,139.67
146.45,147.54,148.40,143.63
148.41,148.15,149.71,147.25
148.39,147.11,149.45,146.22
143.82,144.34,145.62,142.33
145.56,142.33,145.56,141.82
141.23,140.12,142.15,136.59
143.04,145.67,145.78,142.50
146.10,150.06,150.62,146.10
154.00,153.03,156.68,153.02
145.00,151.35,152.80,142.39
148.45,148.43,150.60,148.27
147.17,150.16,150.52,147.17
150.12,153.01,153.31,149.76
154.12,152.22,154.86,151.70
152.06,152.51,153.95,151.69
152.90,152.40,153.53,151.49
153.71,159.79,160.50,153.48
159.52,157.16,159.52,156.21
157.20,156.39,158.90,155.69
156.18,158.03,158.64,156.18
156.76,156.48,157.27,155.54
156.30,159.58,160.76,155.95
159.80,158.60,160.04,158.16
158.67,159.06,160.38,157.57
159.68,159.34,160.71,158.48
158.15,157.84,159.99,157.80
158.70,158.65,159.62,156.00
158.55,157.02,158.55,155.96
157.40,154.80,157.46,154.42
156.21,158.85,158.92,154.64
159.00,161.08,162.03,157.95
161.00,160.31,161.98,159.79
153.61,156.22,156.50,151.32
156.45,158.59,158.67,156.45
158.68,160.21,160.66,156.50
161.26,162.91,164.28,159.89
162.92,162.85,163.25,161.02
162.62,158.99,162.62,158.41
159.02,159.04,159.90,158.05
153.89,155.47,158.27,153.12
160.71,155.85,160.71,155.02
155.25,153.66,155.28,153.33
153.93,151.49,155.00,151.39
151.22,150.91,152.34,148.51
151.86,151.97,153.43,149.75
150.77,151.23,152.28,148.06
151.60,151.76,154.15,150.79
151.96,153.83,155.34,151.76
154.70,154.55,156.00,153.64
154.53,158.02,158.85,153.97
159.00,157.57,160.25,157.14
156.83,156.30,158.61,155.82
155.98,154.22,157.92,154.19
157.43,155.98,159.65,155.40
158.74,155.54,159.33,155.20
155.81,154.85,157.06,154.31
156.06,159.81,159.88,155.65
160.00,163.84,164.01,159.71
164.55,163.02,164.99,162.49
162.88,164.20,165.41,162.05
164.20,161.93,164.99,161.37
159.29,159.00,159.93,156.55
158.04,155.24,158.04,154.14
156.84,154.52,156.95,152.49
155.60,153.75,156.32,152.56
153.75,152.52,154.96,150.66
155.00,153.69,157.10,152.51
155.00,159.04,159.46,153.19
163.24,160.75,164.77,159.68
159.61,161.23,161.66,158.94
160.79,160.44,161.56,159.37
158.95,155.91,158.95,154.63
155.87,150.30,155.87,150.27
151.67,151.27,153.18,149.03
151.64,151.89,152.70,150.72
148.18,152.51,153.89,148.18
153.50,149.13,153.79,148.75
149.56,149.85,151.22,148.62
148.61,151.38,151.83,148.61
154.00,156.54,156.55,153.55
156.13,156.51,156.62,155.09
156.47,156.50,157.76,154.76
158.03,159.90,159.97,157.41
159.29,158.97,159.95,157.28
158.27,159.12,160.31,157.59
159.05,162.55,163.62,158.84
162.50,160.40,162.50,159.14
160.46,157.09,160.49,156.79
158.18,157.46,159.46,157.39
157.96,154.51,158.14,153.27
154.96,152.74,155.40,151.26
152.25,153.76,154.05,151.23
154.23,155.35,155.80,153.15
155.49,151.98,155.91,151.43
152.61,154.16,154.22,150.65
154.46,150.50,154.90,150.24
150.73,148.77,152.03,148.49
149.30,150.09,151.15,149.30
150.42,153.60,153.62,148.96
153.36,152.58,154.63,152.22
152.86,153.30,154.65,151.59
153.19,151.36,153.19,149.04
149.76,151.26,151.56,147.53
153.74,151.08,153.74,150.10
151.46,146.03,151.46,144.14
145.74,148.34,149.09,145.64
148.72,147.01,149.48,146.40
146.58,149.92,150.13,146.58
152.75,152.10,152.79,149.25
152.75,157.21,158.68,152.75
157.10,159.39,159.61,156.47
159.76,161.52,162.84,159.56
161.56,162.25,163.60,161.05
163.86,165.58,165.70,161.86
163.74,167.48,167.99,163.18
167.34,165.93,167.85,165.00
166.02,166.34,167.49,165.62
165.85,166.95,167.74,165.46
166.10,166.75,166.91,165.81
167.07,168.06,168.55,165.02
168.21,167.70,168.79,166.57
168.11,165.32,168.11,163.45
161.96,164.19,164.48,160.91
164.56,165.38,165.89,163.79
164.84,170.08,170.32,164.84
169.98,168.83,170.13,168.02
168.50,167.95,168.71,166.71
167.80,167.42,168.10,166.42
165.40,166.48,166.94,163.76
165.79,161.54,167.20,161.06
161.60,162.38,164.46,160.71
162.86,164.91,165.15,162.86
175.01,174.63,179.90,173.99
174.14,178.06,178.10,173.16
176.74,177.56,179.11,176.66
177.50,177.01,178.45,176.20
177.36,176.79,178.34,176.53
176.99,175.63,177.76,175.32
175.32,174.86,175.41,173.23
175.82,176.07,177.44,175.12
176.29,177.04,177.62,175.56
176.07,173.51,176.98,173.27
172.49,170.62,173.06,170.11
170.88,171.12,172.18,170.36
171.96,168.88,173.78,168.87
170.08,170.12,172.64,168.47
170.53,173.31,173.77,170.38
173.09,173.47,174.79,172.11
172.55,174.17,174.65,171.63
173.23,174.40,174.81,172.76
175.00,177.09,177.21,174.51
176.43,177.42,178.38,176.43
177.81,177.18,178.69,176.78
178.00,177.46,178.00,176.27
176.87,176.50,177.44,176.29
175.85,174.41,176.58,174.35
175.07,173.03,175.57,172.65
173.66,173.16,174.22,172.61
172.32,171.30,174.29,171.19
169.67,169.22,171.28,168.87
169.66,167.20,170.26,165.77
168.55,170.51,171.11,167.28
169.15,168.59,170.71,168.23
169.72,168.41,170.49,167.64
168.86,167.44,169.33,165.90
167.42,167.57,167.90,165.87
166.97,169.71,170.03,165.91
169.27,169.31,169.60,167.91
169.12,166.75,169.60,166.29
167.02,167.93,169.02,166.90
168.38,168.73,170.47,167.35
168.70,169.62,169.64,168.31
166.89,168.73,169.20,165.33
168.52,169.60,169.87,167.50
169.65,170.08,170.82,168.82
170.68,172.60,173.15,170.23
172.99,174.99,175.94,172.51
174.22,174.02,174.69,172.33
173.26,170.85,174.91,170.76
172.00,171.28,172.30,169.21
169.81,168.57,169.91,167.34
168.95,167.35,169.05,166.34
168.24,169.14,169.96,167.97
169.01,165.93,169.46,165.38
167.51,170.75,171.12,167.51
171.07,171.44,171.95,169.86
171.88,175.38,176.08,171.88
174.97,175.60,175.71,173.85
175.72,177.00,177.34,174.57
176.92,181.58,181.83,176.50
181.31,178.57,181.42,178.17
179.17,177.54,179.75,176.64
178.73,179.26,180.85,178.73
179.29,180.92,181.80,178.60
181.30,185.01,185.09,181.30
184.96,185.37,185.50,184.09
184.97,183.62,186.63,183.31
184.00,185.00,185.10,183.44
184.59,183.79,185.38,183.67
184.29,186.55,186.77,183.64
186.30,186.71,187.44,185.07
186.50,184.80,187.09,183.33
185.10,187.01,187.88,185.02
186.89,186.68,187.50,186.19
187.01,189.56,190.00,186.51
189.28,188.06,192.03,187.91
179.99,183.69,184.49,177.81
182.64,180.97,183.20,180.10
182.75,178.47,183.29,178.37
178.39,177.33,179.68,176.71
177.52,175.57,178.51,175.26
175.39,175.09,177.92,174.84
175.24,175.65,175.89,172.45
175.36,176.32,178.39,174.72
175.15,173.74,175.97,173.60
173.14,174.59,174.94,172.56
175.09,175.94,177.00,174.89
176.10,175.80,176.43,175.19
173.55,173.78,175.30,172.67
175.21,172.46,175.21,172.22
173.26,174.43,174.94,172.75
173.21,173.15,174.84,172.91
174.46,176.10,177.38,174.46
175.98,178.90,178.96,175.33
178.66,177.81,179.96,177.52
