TNA,Direxion Small Cap Bull 3X Shares,NASDAQ
97.32,99.71,100.31,95.66
99.64,102.42,103.17,98.72
103.34,107.40,107.78,102.32
108.31,107.87,109.18,106.72
107.14,104.45,108.57,103.77
106.13,104.51,107.31,103.19
103.57,100.58,105.72,99.95
101.28,102.98,105.14,100.31
103.40,102.29,106.03,101.76
102.73,104.32,105.28,102.39
105.35,106.99,107.54,104.77
106.80,104.96,107.50,104.89
105.09,102.27,105.50,101.13
102.43,103.80,103.99,102.10
104.30,105.29,106.66,104.22
105.76,101.95,105.95,101.02
102.11,102.25,104.24,100.67
102.75,101.15,102.79,100.05
104.72,102.50,105.40,100.25
103.68,107.75,108.00,103.61
106.87,103.79,107.58,102.36
104.50,102.80,105.08,102.75
102.45,100.69,102.82,100.08
101.24,103.66,104.23,100.64
103.89,104.14,105.13,102.05
103.73,101.68,103.86,97.85
102.51,103.90,105.44,102.50
