TNA,Direxion Small Cap Bull 3X Shares,NASDAQ
41.50,38.17,41.81,37.09
35.83,36.24,39.90,35.66
39.30,35.87,39.41,35.10
36.53,41.00,41.21,35.56
40.93,42.79,43.65,39.81
44.29,39.78,44.87,39.25
39.23,42.47,42.88,37.17
44.28,48.55,48.68,44.24
47.57,49.25,50.32,46.01
50.23,48.91,51.59,47.56
49.17,45.79,51.03,45.11
42.56,40.83,43.91,40.18
36.36,40.39,40.57,36.36
42.49,45.09,45.21,41.98
44.05,42.52,45.88,41.84
40.96,38.79,41.78,37.45
36.82,39.77,40.06,36.78
40.57,41.83,42.16,39.30
42.81,43.95,45.65,40.32
45.14,45.60,45.80,43.12
46.17,45.92,46.91,44.71
43.22,43.58,45.00,42.00
43.98,41.50,45.44,41.40
41.26,36.89,42.34,36.86
33.05,33.70,35.74,31.78
33.42,34.72,35.39,33.20
35.87,36.69,36.86,33.38
39.11,39.10,41.71,38.19
38.99,34.78,39.61,34.46
37.02,36.32,37.45,33.25
34.43,33.00,36.09,33.00
32.31,27.89,34.05,27.76
27.01,33.05,33.20,26.67
33.00,34.47,35.10,31.75
34.19,36.74,36.95,33.61
37.12,34.03,37.50,33.54
36.31,38.45,38.50,35.91
37.42,39.22,39.76,37.07
40.21,40.90,42.19,39.90
40.29,40.79,41.49,38.77
42.31,43.23,43.61,41.10
42.09,39.13,42.34,38.74
39.70,42.39,43.24,37.42
42.06,40.08,43.05,39.30
40.16,40.18,40.43,37.06
41.93,42.85,42.88,40.95
43.39,47.01,47.30,43.18
45.96,43.16,46.06,42.67
45.25,45.26,46.06,41.56
50.29,52.37,53.43,48.80
52.08,51.69,53.41,51.05
49.19,47.51,50.41,47.35
42.08,42.77,45.51,41.70
44.55,45.59,45.83,43.25
47.65,49.00,49.36,43.97
47.33,48.12,48.61,46.16
48.10,47.90,48.71,44.91
49.26,50.02,50.18,46.01
45.60,42.91,46.80,42.67
45.00,43.73,45.14,42.30
45.37,47.16,47.50,45.09
46.65,45.16,47.01,44.20
44.49,46.90,47.64,43.60
45.43,44.72,48.11,44.40
44.50,42.71,45.38,41.91
43.19,42.67,43.55,41.75
40.13,39.58,40.66,38.47
39.41,38.57,40.24,38.00
37.33,34.99,37.66,34.80
34.29,33.67,35.84,33.64
37.35,38.39,38.59,37.10
38.46,38.12,39.05,37.30
42.97,44.84,45.00,42.24
44.38,43.87,45.63,43.65
45.52,44.33,46.46,44.09
47.06,46.69,47.87,45.60
46.84,46.73,47.71,45.47
45.80,46.60,47.30,43.68
45.06,42.29,45.66,41.99
42.50,46.08,46.77,42.29
44.04,43.99,44.11,42.28
45.37,41.20,45.82,40.60
40.13,39.69,40.96,38.97
41.47,40.77,41.54,39.75
41.76,41.74,43.52,40.90
42.93,39.53,43.40,39.34
42.19,44.42,44.53,42.11
43.73,44.81,45.30,42.32
45.55,45.83,46.49,45.23
46.26,46.30,46.48,45.40
45.70,46.70,47.38,45.38
46.87,44.20,46.88,43.89
44.71,45.57,45.91,44.47
45.33,44.84,46.08,44.77
48.21,47.00,48.55,46.55
46.14,46.22,46.67,45.22
45.17,46.95,47.58,43.94
47.01,46.56,47.64,45.58
47.18,47.21,47.48,45.84
49.10,49.26,49.60,48.75
48.68,49.87,50.07,48.53
50.27,50.40,50.55,48.68
49.14,49.44,49.72,48.01
50.91,49.36,51.24,49.02
49.40,52.05,52.11,49.06
52.92,53.05,53.37,51.97
52.84,53.18,53.65,52.45
53.21,52.95,54.36,51.73
51.98,53.94,54.14,51.16
53.88,55.27,55.85,53.03
56.43,55.03,56.58,54.13
54.27,56.20,56.27,54.17
54.83,54.89,55.55,53.65
55.92,54.77,56.34,53.78
56.18,58.31,58.55,55.62
58.90,59.13,59.94,58.23
62.07,63.13,63.64,61.51
62.20,62.43,63.01,61.76
62.30,62.30,63.17,61.10
62.76,62.66,63.64,60.77
63.24,61.75,63.27,60.57
59.79,59.17,60.17,58.86
61.16,61.62,61.79,60.03
60.67,60.75,61.12,59.42
61.74,59.16,61.78,58.61
59.30,62.58,62.74,59.22
63.60,62.41,63.69,62.15
62.81,61.21,63.06,60.36
60.67,59.79,61.50,59.61
60.10,62.43,62.54,59.08
62.48,62.01,62.95,61.72
60.28,61.82,62.78,58.96
61.88,61.26,62.99,60.30
61.90,58.47,62.78,58.29
59.24,59.35,61.36,59.18
59.33,56.73,59.80,55.90
56.24,56.97,57.06,54.98
55.06,53.51,55.41,52.86
53.86,54.99,55.18,53.62
56.12,57.15,57.50,54.74
57.15,59.46,60.63,57.04
59.83,59.13,60.20,58.28
60.47,62.68,62.72,59.73
62.42,61.10,63.00,60.27
60.82,62.72,62.73,60.32
62.97,62.40,63.08,61.65
62.16,64.05,65.56,61.88
62.69,62.33,63.08,61.47
62.82,62.22,63.38,61.61
60.34,60.49,61.20,59.32
60.70,62.29,62.72,59.06
64.60,66.03,66.21,64.33
66.09,64.68,66.68,64.56
64.64,63.58,65.18,61.94
62.25,62.95,63.35,60.59
64.19,62.40,64.20,61.78
61.81,64.61,64.74,61.42
64.28,63.45,65.08,62.60
61.38,60.30,61.50,59.25
59.59,59.57,60.49,59.20
56.26,56.58,57.31,55.76
55.94,52.59,56.42,52.16
53.89,54.73,55.00,53.56
54.96,57.15,57.95,54.72
56.65,54.84,56.71,54.67
55.65,55.12,56.21,53.51
56.47,57.66,59.00,56.36
56.66,56.16,57.19,55.39
56.37,55.18,57.82,54.20
56.28,56.11,57.74,55.87
53.59,53.86,53.97,52.19
53.92,55.04,55.52,53.35
57.22,57.70,58.50,56.77
57.62,59.21,59.58,57.33
59.78,60.70,61.00,57.77
60.62,58.72,60.67,58.69
58.89,58.87,61.93,58.35
57.49,59.30,59.44,56.74
59.19,56.77,59.30,55.90
55.61,53.51,55.81,53.32
52.94,54.14,54.61,52.62
52.77,53.93,54.02,51.32
51.90,52.90,53.91,51.32
54.04,53.54,54.49,52.67
52.25,53.08,54.47,52.20
51.53,51.04,52.27,50.60
51.06,50.82,52.28,50.33
51.27,49.77,52.09,49.60
49.81,46.28,50.06,46.28
46.32,45.00,47.21,44.62
45.41,48.08,48.10,44.48
48.15,47.34,49.23,46.29
45.89,48.20,48.46,44.87
48.08,48.46,48.65,46.42
48.50,48.34,48.94,47.77
49.81,50.45,50.86,48.74
48.89,47.57,49.14,47.39
47.68,47.26,48.26,45.44
44.19,43.07,45.30,42.90
43.54,42.80,43.99,41.55
42.15,44.46,44.56,42.02
45.46,47.73,47.82,45.20
50.00,46.84,50.10,46.82
46.63,48.61,48.83,45.69
50.22,45.46,50.35,45.14
45.77,47.09,47.19,44.55
46.87,45.53,47.74,44.88
45.57,47.09,47.56,45.18
47.37,48.87,49.12,46.88
47.76,49.02,49.66,47.31
49.85,51.63,52.48,49.54
51.70,51.40,52.50,50.36
51.14,47.67,51.42,47.45
48.54,49.31,49.72,47.73
47.15,47.03,47.75,46.46
47.33,47.65,48.23,46.10
47.99,49.67,49.85,47.82
48.52,49.53,49.69,47.30
52.78,53.87,54.26,52.00
54.65,55.68,55.81,53.33
55.90,57.91,57.98,55.65
58.21,57.79,58.60,56.86
56.24,55.81,56.45,55.00
55.63,55.22,55.78,54.41
56.44,53.33,56.66,52.62
53.46,52.71,53.95,51.76
51.52,52.16,52.84,49.84
52.80,54.08,54.79,52.70
53.77,53.58,54.36,52.81
54.55,54.03,54.88,51.88
53.82,55.00,56.01,53.68
55.75,54.46,56.09,54.17
53.19,52.55,53.44,52.13
49.59,49.87,50.62,48.92
50.40,47.96,50.46,47.12
48.61,48.14,49.25,47.60
50.44,49.37,50.77,48.53
50.07,53.06,53.71,49.30
53.30,52.40,54.13,51.80
51.78,51.01,53.22,51.01
52.10,48.44,52.27,48.44
47.05,47.94,48.93,47.00
50.13,51.34,52.09,49.56
51.58,52.61,53.33,51.29
53.80,53.98,55.19,53.37
53.20,53.67,54.46,53.14
53.59,54.40,54.85,53.44
53.59,53.91,54.17,53.07
53.79,53.68,54.10,51.85
54.65,53.32,54.92,52.62
52.81,54.54,54.58,52.69
54.40,56.32,56.65,53.70
56.50,57.59,57.84,56.04
57.26,57.07,57.41,56.01
58.01,57.00,59.61,56.43
56.59,56.22,57.08,55.61
56.17,55.13,56.18,54.38
54.66,55.51,56.15,54.20
56.50,55.92,56.85,55.15
55.96,56.69,57.04,55.50
57.05,57.24,57.98,56.30
56.33,55.52,56.50,55.24
56.96,56.20,57.04,54.61
56.35,58.21,58.84,55.05
58.41,58.30,59.09,57.70
59.23,61.57,62.14,59.13
61.95,62.73,63.15,61.63
62.61,62.04,63.28,61.81
62.02,62.34,63.50,61.91
63.38,63.36,63.70,62.05
63.67,65.77,67.11,62.70
66.50,67.66,68.98,66.44
66.70,66.65,67.27,65.77
66.23,66.10,66.54,65.28
66.57,65.71,66.85,65.42
64.72,64.87,65.38,63.56
66.80,65.65,66.90,65.53
64.86,64.93,66.18,64.28
66.25,62.29,66.39,61.98
62.54,60.91,62.71,60.31
61.78,62.95,63.60,60.80
62.33,61.51,62.82,61.17
62.78,62.15,63.99,61.30
63.11,62.31,63.31,61.40
62.65,61.93,63.28,60.97
62.71,63.28,63.33,61.04
64.08,63.00,65.56,62.41
61.93,61.81,62.51,61.43
61.92,59.61,62.11,59.34
59.75,59.36,60.16,58.75
60.70,60.04,61.45,59.65
59.93,58.46,60.57,58.16
59.04,59.70,59.70,57.85
60.61,61.05,61.24,60.23
61.38,62.67,62.95,60.99
62.45,61.51,62.97,61.40
60.10,57.87,60.17,57.06
57.43,57.85,58.15,56.85
56.39,57.04,57.23,54.91
57.57,56.55,57.88,55.92
57.91,57.12,58.46,55.81
57.00,56.34,57.97,54.98
56.42,57.09,57.43,55.84
57.79,59.22,59.62,57.15
60.01,56.45,60.16,56.35
56.46,57.60,57.72,55.83
58.13,58.79,59.25,57.99
56.64,54.47,56.67,53.60
54.16,52.23,54.82,52.10
51.59,52.50,53.68,51.29
52.88,52.07,53.06,51.82
51.35,51.21,52.85,50.96
51.57,48.44,51.96,48.00
48.04,47.60,48.79,46.53
47.49,48.76,49.22,46.26
50.27,51.82,51.96,50.13
51.51,52.16,52.25,50.87
52.35,52.92,52.99,51.85
53.36,54.58,54.64,53.26
54.24,55.11,55.11,53.66
54.89,54.79,56.00,54.65
54.10,56.14,56.15,52.77
57.50,58.11,58.45,56.81
58.44,57.72,58.45,57.03
59.14,57.58,59.22,57.08
57.73,57.86,58.25,56.45
58.52,57.61,58.65,56.34
57.53,57.75,58.22,56.79
58.68,57.89,58.74,57.26
58.37,58.79,58.97,58.00
59.94,60.58,60.89,59.53
61.10,59.58,61.43,59.20
59.67,58.44,60.13,57.80
57.91,58.32,59.28,57.82
59.00,60.72,60.73,58.65
61.23,63.31,63.49,60.73
63.60,63.67,64.58,62.87
63.67,64.51,64.77,63.07
61.72,63.74,63.75,61.27
63.20,62.80,63.30,62.27
63.34,61.59,63.39,61.38
61.75,61.30,62.09,59.03
60.48,60.15,61.92,60.05
60.39,63.96,64.19,59.70
68.55,69.72,69.72,67.89
69.79,69.24,70.80,68.65
70.15,70.55,71.16,69.34
69.64,69.92,70.28,69.24
69.82,69.73,70.16,68.72
70.19,70.79,70.98,70.05
71.56,71.25,71.77,70.01
71.08,70.92,71.43,70.12
70.50,70.98,71.36,70.23
69.71,71.93,72.21,69.56
71.47,71.35,71.90,70.84
72.33,73.30,73.73,72.11
73.38,73.83,74.02,72.79
74.09,75.59,75.64,73.48
75.60,74.93,75.72,74.78
75.39,75.68,77.11,74.83
76.83,77.21,77.27,75.75
77.58,77.58,78.08,75.94
77.38,77.60,77.93,76.61
77.44,74.86,77.57,74.14
74.60,76.31,76.61,74.30
77.35,78.48,79.23,77.06
76.99,75.64,77.90,75.25
76.66,77.72,78.33,76.32
76.45,78.61,78.71,76.25
78.38,77.69,78.77,76.22
78.08,79.43,79.57,77.96
79.30,79.15,79.30,78.05
79.25,80.20,80.56,79.11
80.50,81.02,81.38,79.92
80.44,81.76,82.23,80.35
81.75,81.80,82.65,81.17
82.25,84.07,84.07,82.22
84.27,79.33,84.36,79.11
79.18,76.95,79.28,75.53
78.14,79.83,79.83,78.12
81.06,74.51,81.06,74.44
75.50,75.38,76.43,73.95
75.37,77.70,79.12,75.30
77.74,78.23,79.65,77.42
76.78,79.30,79.67,74.92
78.75,79.89,79.98,77.45
81.18,82.71,83.07,81.15
83.44,83.31,83.76,82.50
83.45,84.56,84.65,83.01
86.50,86.88,86.88,84.64
85.99,86.73,86.89,85.74
86.15,86.08,86.89,85.33
86.31,87.19,87.60,85.48
87.67,89.78,89.82,87.48
89.42,89.53,90.23,88.64
86.78,88.14,89.24,86.59
88.70,87.06,89.48,84.79
88.53,89.52,89.54,88.25
87.59,87.07,88.87,86.22
88.20,87.87,88.52,87.31
88.65,88.07,90.19,86.24
89.17,88.90,89.56,87.56
87.25,89.14,89.22,86.07
89.05,88.96,89.98,88.60
88.92,85.73,89.49,84.52
43.74,42.27,43.91,41.98
42.56,40.08,42.61,39.83
40.28,41.07,41.16,39.87
39.28,40.80,40.92,39.12
41.26,41.89,41.93,40.37
42.10,41.51,42.35,41.30
41.93,43.86,44.03,41.84
43.75,44.04,44.73,43.58
43.50,43.36,43.84,42.41
42.61,38.54,42.74,38.11
39.43,40.49,40.66,39.02
39.54,38.43,39.64,37.28
38.52,37.72,38.75,37.18
38.22,39.01,39.13,37.30
39.17,39.36,39.64,37.23
40.32,41.21,41.25,39.76
41.17,41.89,41.95,40.74
42.18,42.67,43.36,42.03
42.27,42.04,42.65,41.48
42.57,42.87,43.20,42.26
42.96,43.66,43.67,42.37
43.20,40.47,43.37,40.41
41.18,42.43,42.65,40.96
44.05,44.38,45.38,43.87
44.53,45.33,45.44,44.40
45.47,46.40,46.41,44.94
46.06,46.83,46.83,45.69
46.58,46.20,46.89,45.80
46.47,47.39,47.48,46.25
47.25,47.25,47.77,46.76
47.50,49.09,49.11,47.48
48.77,49.39,50.06,48.61
49.08,49.03,49.92,48.63
49.67,50.55,50.68,49.47
50.20,50.93,51.49,50.14
50.88,51.04,51.42,50.40
51.16,48.59,52.69,47.67
46.99,48.77,48.91,46.76
47.95,48.78,48.92,47.09
50.81,50.74,52.10,49.72
49.82,49.37,50.25,48.00
49.70,50.24,50.61,49.41
49.46,48.67,50.48,48.57
49.14,49.92,50.16,47.48
49.92,48.39,50.70,47.29
48.25,46.41,48.44,46.15
46.45,48.02,48.02,45.56
48.68,49.05,49.47,47.77
49.74,49.97,50.00,48.53
48.32,48.32,49.50,47.08
49.27,46.95,49.50,46.76
46.90,49.41,49.73,46.38
49.14,48.26,49.65,47.86
49.55,49.21,49.95,48.34
49.48,50.89,51.34,49.37
50.92,49.12,51.22,48.93
