PRKR,ParkerVision,NASDAQ
2.72,2.60,2.75,2.49
2.63,2.51,2.74,2.49
2.55,2.39,2.55,2.30
2.46,2.16,2.46,2.10
2.09,2.36,2.47,2.09
2.40,2.39,2.55,2.31
2.36,2.32,2.42,2.28
2.33,2.21,2.35,2.14
2.15,2.18,2.30,2.10
2.10,2.12,2.22,2.10
2.11,2.20,2.21,2.10
2.22,2.11,2.24,2.11
2.15,2.02,2.16,2.00
2.04,2.04,2.24,1.95
2.05,1.95,2.13,1.95
1.97,2.00,2.07,1.91
2.00,2.05,2.07,1.98
2.07,2.03,2.08,2.00
2.02,2.12,2.22,2.02
2.12,1.84,2.16,1.84
1.89,2.07,2.15,1.89
2.09,2.04,2.14,2.02
2.08,2.10,2.12,2.02
2.10,2.05,2.10,2.03
2.07,2.03,2.12,2.00
2.05,2.05,2.06,2.00
2.08,2.08,2.12,2.05
2.10,2.06,2.12,2.05
2.02,2.04,2.09,2.02
