WAYN,Wayne Savings Bancshares Inc. - Common Stock,NASDAQ
15.50,15.50,15.50,15.50
15.77,15.08,15.77,15.08
15.65,15.70,15.70,15.65
15.36,15.30,15.70,15.30
13.75,15.41,15.70,13.75
15.70,15.43,15.85,14.80
15.17,15.85,15.85,15.17
15.85,15.85,15.85,15.85
15.85,15.85,15.85,15.85
15.75,15.56,16.00,14.95
16.10,16.20,16.20,14.90
16.20,16.07,16.35,14.78
15.10,15.95,15.95,15.10
15.78,16.15,16.15,15.78
16.07,16.07,16.07,16.07
16.07,16.07,16.07,16.07
16.15,16.35,16.35,16.15
16.71,16.71,16.71,16.71
16.20,16.15,16.20,16.15
16.15,16.50,16.50,16.15
16.75,16.75,16.75,16.75
16.70,16.75,16.82,16.70
16.75,16.75,16.75,16.75
16.55,16.50,16.55,16.50
16.42,17.00,17.25,16.42
17.00,17.70,17.70,17.00
17.75,17.00,17.75,17.00
17.00,17.00,17.00,17.00
17.70,17.00,17.75,17.00
