WAYN,Wayne Savings Bancshares Inc. - Common Stock,NASDAQ
7.53,7.53,7.56,7.51
7.96,7.59,7.96,7.51
7.91,7.99,7.99,7.50
7.99,7.99,7.99,7.99
7.55,7.62,7.64,7.50
7.50,7.50,7.50,7.50
7.50,7.79,7.79,7.50
7.79,7.79,7.79,7.79
7.79,7.79,7.79,7.79
7.79,7.79,7.79,7.79
7.79,7.79,7.79,7.79
7.79,7.79,7.79,7.79
7.79,7.79,7.79,7.79
7.53,7.77,7.79,7.50
7.79,7.55,7.79,7.55
8.14,8.14,8.14,8.14
8.14,8.14,8.14,8.14
8.18,8.18,8.19,8.13
7.62,7.62,7.62,7.62
8.15,7.94,8.19,7.94
7.91,8.00,8.00,7.91
8.00,7.64,8.00,7.64
7.64,7.58,7.64,7.50
7.58,7.58,7.58,7.58
7.58,7.58,7.58,7.58
7.99,7.64,8.00,7.50
7.97,7.72,7.97,7.53
7.54,7.50,7.55,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.94,7.54,7.94,7.52
7.54,7.54,7.54,7.54
7.93,8.00,8.05,7.93
8.00,8.00,8.15,8.00
8.00,8.00,8.00,8.00
7.75,8.00,8.00,7.75
8.00,8.00,8.00,8.00
8.00,8.00,8.01,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.01,8.00
8.00,8.00,8.00,8.00
8.00,7.95,8.00,7.95
7.95,7.95,7.95,7.95
8.00,8.05,8.05,7.84
8.05,8.10,8.10,8.05
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.10,8.15,8.18,8.10
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.00,8.00,8.00,8.00
7.52,7.80,7.80,7.52
7.75,8.00,8.00,7.75
8.00,8.00,8.00,8.00
7.84,7.75,7.84,7.75
7.80,7.80,7.80,7.80
7.75,7.70,7.75,7.70
7.95,8.00,8.00,7.95
8.00,8.00,8.00,8.00
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.20,8.20,8.20,8.19
8.20,8.00,8.20,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.10,8.01,8.10,8.01
8.20,8.20,8.20,8.20
8.80,8.02,8.80,8.00
8.08,8.05,8.08,8.05
9.90,8.85,9.93,8.69
8.50,8.60,8.61,8.50
8.49,8.70,8.85,8.49
8.50,8.52,8.70,8.50
8.52,8.52,8.52,8.52
8.14,8.09,8.17,8.06
8.09,8.09,8.09,8.09
8.09,8.09,8.09,8.09
8.40,8.13,8.40,8.06
8.06,8.06,8.06,8.06
8.15,8.15,8.15,8.15
8.29,8.05,8.29,8.05
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
8.05,8.05,8.05,8.05
8.36,8.35,8.37,8.35
8.38,8.33,8.40,8.33
8.33,8.33,8.33,8.33
8.08,8.09,8.09,8.05
8.09,8.09,8.09,8.09
8.06,8.30,8.30,8.06
8.30,8.30,8.30,8.30
8.30,8.30,8.30,8.30
8.30,8.30,8.30,8.30
8.39,8.30,8.40,8.30
8.10,8.08,8.18,8.06
8.86,8.92,8.93,8.86
8.92,8.92,8.92,8.92
8.40,8.50,8.50,8.40
8.08,8.11,8.19,8.06
8.07,8.09,8.10,8.07
8.07,8.05,8.19,8.05
8.10,8.06,8.15,8.02
8.02,8.13,8.47,8.02
8.13,8.13,8.13,8.13
8.20,8.20,8.20,8.05
8.07,8.07,8.07,8.07
8.06,8.12,8.12,8.06
8.40,8.30,8.40,8.30
8.46,8.39,8.46,8.39
8.39,8.39,8.39,8.39
8.30,8.40,8.40,8.30
8.55,8.55,8.55,8.55
8.59,8.76,8.76,8.59
8.41,8.45,8.65,8.37
8.40,8.80,8.80,8.40
8.45,8.77,8.94,8.44
8.89,8.98,8.98,8.89
8.99,8.95,8.99,8.35
8.95,8.95,8.99,8.31
9.45,8.92,9.45,8.80
8.92,8.92,8.92,8.92
8.79,9.00,9.00,8.78
9.00,9.00,9.00,9.00
8.41,8.80,8.80,8.41
8.85,9.70,9.89,8.85
9.25,9.26,9.92,9.25
8.80,8.82,9.00,8.80
8.96,8.80,8.96,8.80
9.00,8.99,9.00,8.67
8.99,8.99,8.99,8.99
8.99,8.99,8.99,8.99
8.49,8.55,8.55,8.49
8.55,8.55,8.55,8.55
8.98,9.00,9.00,8.98
9.27,9.50,9.50,9.27
9.50,9.50,9.50,9.50
9.47,9.47,9.55,9.47
9.01,9.07,9.07,9.01
9.07,9.07,9.07,9.07
9.07,9.07,9.07,9.07
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.50,9.01,9.51,9.01
9.10,9.06,9.10,9.06
9.16,8.84,9.16,8.84
9.07,9.06,9.07,9.05
9.06,9.08,9.08,9.02
9.08,9.08,9.08,9.08
9.02,8.94,9.31,8.94
8.94,8.94,8.94,8.94
8.94,8.94,8.94,8.94
8.95,8.95,8.95,8.95
8.95,8.95,8.98,8.50
8.37,8.44,8.60,8.19
8.44,8.44,8.44,8.44
9.10,8.76,9.10,8.35
9.34,8.83,9.34,8.57
8.83,8.83,8.83,8.83
8.49,8.60,8.60,8.49
8.44,8.44,8.44,8.44
8.50,8.36,8.53,8.36
8.39,8.39,8.39,8.39
8.77,8.39,8.79,8.39
8.39,8.38,8.39,8.38
8.64,8.32,8.64,8.30
8.34,8.30,8.40,8.30
8.32,8.32,8.32,8.30
8.35,8.53,8.53,8.35
8.53,8.53,8.53,8.53
8.50,8.30,8.50,8.30
8.35,8.35,8.35,8.35
8.35,8.30,8.35,8.27
8.32,8.45,8.45,8.30
8.31,8.30,8.33,8.30
8.63,8.64,8.64,8.63
8.63,8.55,8.65,8.55
8.61,8.45,8.70,8.38
8.65,8.56,8.69,8.56
8.56,8.56,8.56,8.56
8.43,8.50,8.50,8.43
8.44,8.36,8.68,8.36
8.35,8.37,8.50,8.35
8.38,8.38,8.38,8.38
8.39,8.56,8.56,8.39
8.56,8.56,8.56,8.56
8.50,8.50,8.62,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.54,8.66,8.66,8.54
8.66,8.66,8.66,8.66
8.66,8.66,8.66,8.66
8.50,8.50,8.50,8.32
8.50,8.50,8.50,8.50
8.40,8.40,8.50,8.11
8.45,8.50,8.50,8.45
8.42,8.50,8.50,8.42
8.50,8.50,8.70,8.50
8.51,8.44,8.51,8.42
8.50,8.52,8.55,8.50
8.50,8.50,8.50,8.50
8.56,8.56,8.56,8.56
8.52,8.50,8.52,8.50
8.50,8.50,8.50,8.50
8.53,8.40,8.55,8.39
8.39,8.40,8.40,8.39
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.66,8.59,8.69,8.59
8.59,8.59,8.59,8.59
8.37,8.46,8.46,8.37
8.38,8.38,8.38,8.38
8.50,8.35,8.50,8.31
8.35,8.40,8.40,8.35
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.60,8.50,8.61,8.50
8.40,8.54,8.54,8.40
8.44,8.44,8.44,8.44
8.45,8.50,8.50,8.45
8.50,8.50,8.50,8.50
8.70,8.50,8.70,8.50
8.52,8.50,8.52,8.50
8.50,8.50,8.50,8.50
8.41,8.41,8.41,8.40
8.42,8.87,8.87,8.40
8.54,8.84,8.87,8.40
8.51,8.25,8.51,8.25
8.30,8.25,8.50,8.25
8.25,8.25,8.25,8.25
8.54,8.50,8.57,8.50
8.45,8.58,8.61,8.34
8.58,8.58,8.58,8.58
8.74,8.43,8.74,8.28
8.41,8.40,8.41,8.36
8.30,8.15,8.32,8.10
8.11,8.33,8.38,8.11
8.46,8.32,8.46,8.32
8.32,8.32,8.32,8.32
8.32,8.32,8.32,8.32
8.32,8.32,8.32,8.32
8.50,8.50,8.50,8.50
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.35,8.35,8.35,8.31
8.35,8.35,8.35,8.35
8.35,8.35,8.35,8.35
8.36,8.37,8.37,8.35
8.34,8.34,8.34,8.34
8.45,8.43,8.45,8.43
8.43,8.43,8.43,8.43
8.43,8.43,8.43,8.43
8.43,8.43,8.43,8.43
8.31,8.10,8.31,8.10
8.41,8.41,8.44,8.39
8.47,8.44,8.50,8.44
8.44,8.44,8.44,8.44
8.75,8.69,9.23,8.17
8.71,8.58,8.71,8.58
8.57,8.55,8.57,8.55
8.55,8.55,8.55,8.55
8.73,8.73,8.75,8.72
8.50,8.50,8.52,8.50
8.17,8.12,8.17,8.12
8.14,8.12,8.15,8.10
8.15,8.09,8.20,8.09
8.24,8.25,8.25,8.24
8.26,8.35,8.35,8.25
8.35,8.35,8.35,8.35
8.50,8.35,8.50,8.35
8.40,8.41,8.41,8.35
8.48,8.35,8.70,8.33
8.35,8.42,8.42,8.35
8.34,8.30,8.34,8.30
8.32,8.32,8.32,8.31
8.35,8.43,8.43,8.35
8.40,8.43,8.43,8.37
8.35,8.35,8.41,8.35
8.36,8.35,8.36,8.35
8.40,8.46,8.46,8.40
8.45,8.40,8.45,8.40
8.39,8.40,8.40,8.39
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.40,8.40,8.40,8.40
8.35,8.35,8.35,8.35
8.46,8.35,8.46,8.35
8.35,8.35,8.35,8.35
8.36,8.35,8.36,8.33
8.42,8.19,8.42,8.19
8.19,8.19,8.19,8.19
8.35,8.39,8.39,8.35
8.56,8.37,8.61,8.37
8.50,8.50,8.50,8.50
8.35,8.40,8.40,8.35
8.40,8.40,8.40,8.40
8.58,8.50,8.58,8.50
8.35,8.44,8.44,8.35
8.35,8.35,8.35,8.35
8.50,8.50,8.50,8.50
8.51,8.50,8.51,8.50
8.50,8.50,8.50,8.50
8.60,8.60,8.60,8.60
8.60,8.60,8.60,8.60
8.50,8.50,8.50,8.50
8.50,8.55,8.55,8.50
8.55,8.55,8.55,8.55
8.50,8.51,8.56,8.50
8.51,8.51,8.51,8.51
8.50,8.55,8.55,8.50
8.50,8.50,8.50,8.50
8.56,8.50,8.56,8.50
8.50,8.50,8.50,8.50
8.61,8.61,8.61,8.61
8.61,8.61,8.61,8.61
8.62,9.32,9.45,8.62
9.32,9.32,9.32,9.32
9.32,9.32,9.32,9.32
9.32,9.32,9.32,9.32
8.52,8.52,8.52,8.52
8.50,8.85,8.85,8.50
8.87,9.25,9.25,8.87
8.99,8.88,8.99,8.88
8.32,8.40,8.40,8.32
8.40,8.40,8.40,8.40
8.25,8.23,8.39,8.23
8.13,8.14,8.14,8.13
8.14,8.14,8.14,8.14
8.14,8.14,8.14,8.14
8.14,8.14,8.14,8.14
8.14,8.14,8.14,8.14
8.10,8.10,8.11,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.11,8.00,8.11,8.00
8.19,7.96,8.25,7.91
8.02,8.00,8.02,8.00
7.76,7.76,7.76,7.76
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.75,7.75,7.75,7.75
8.02,7.85,8.02,7.85
8.00,7.80,8.19,7.78
7.76,7.76,7.76,7.76
7.87,7.29,7.87,7.29
7.29,7.29,7.29,7.29
7.29,7.20,7.43,7.20
7.20,7.20,7.20,7.20
7.21,7.20,7.25,7.20
7.25,7.25,7.36,7.21
7.25,7.24,7.40,7.21
7.20,7.85,7.86,7.20
7.60,7.44,7.60,7.25
7.36,7.30,7.36,7.30
7.48,7.50,7.50,7.48
7.30,7.45,7.50,7.11
7.48,7.85,7.94,7.48
7.72,7.70,7.72,7.70
7.70,7.75,7.85,7.70
7.70,7.80,7.80,7.70
7.84,7.73,7.84,7.68
7.73,7.73,7.73,7.73
7.75,7.76,7.76,7.75
7.76,7.76,7.76,7.76
7.83,7.75,7.83,7.75
7.80,7.70,7.80,7.70
7.70,7.70,7.70,7.70
7.76,7.79,7.79,7.70
7.82,7.95,7.95,7.74
7.95,8.00,8.09,7.95
7.90,7.90,7.90,7.90
8.00,8.00,8.00,8.00
7.91,7.91,7.91,7.91
7.90,8.00,8.01,7.90
7.90,8.00,8.00,7.90
7.99,7.95,8.15,7.95
8.00,8.00,8.00,8.00
8.10,8.00,8.10,7.93
8.19,8.28,8.35,8.19
8.35,8.35,8.35,8.35
8.35,8.35,8.35,8.35
8.35,8.35,8.35,8.35
8.35,8.35,8.35,8.35
8.30,8.30,8.30,8.30
8.08,8.08,8.08,8.08
8.07,8.00,8.08,8.00
8.03,8.00,8.03,7.90
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
7.87,7.87,7.87,7.87
7.87,7.87,7.87,7.87
7.98,7.99,7.99,7.98
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
8.19,8.10,8.19,8.00
8.23,8.10,8.25,8.10
8.10,8.10,8.10,8.10
8.10,8.12,8.12,8.10
8.12,8.10,8.12,8.10
8.10,8.10,8.10,8.10
8.26,8.35,8.35,8.21
8.35,8.35,8.35,8.35
8.35,8.35,8.35,8.35
8.27,8.35,8.35,8.27
8.60,8.37,8.60,8.37
8.37,8.37,8.37,8.37
8.27,8.27,8.27,8.27
8.27,8.27,8.27,8.27
8.31,8.60,8.60,8.31
8.60,8.60,8.60,8.60
8.25,8.34,8.60,8.25
8.34,8.34,8.34,8.34
8.34,8.34,8.34,8.34
8.34,8.34,8.34,8.34
8.60,8.60,8.62,8.60
8.60,8.60,8.60,8.60
8.61,8.61,8.61,8.61
8.40,8.60,8.60,8.35
9.48,8.65,9.48,8.65
8.65,8.65,8.65,8.65
8.65,8.65,8.65,8.65
9.42,8.36,9.47,8.36
8.50,8.52,8.52,8.50
8.52,8.52,8.52,8.52
8.64,9.00,9.00,8.64
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.97,8.97,8.97,8.97
9.00,8.40,9.00,8.40
8.40,8.65,8.65,8.39
8.45,8.95,8.95,8.40
8.85,9.25,9.25,8.85
9.26,8.76,9.26,8.76
8.88,8.68,8.88,8.45
8.75,8.74,8.75,8.67
8.74,8.74,8.74,8.74
8.70,8.50,8.70,8.50
8.67,8.67,8.67,8.67
8.67,8.67,8.67,8.67
8.70,8.70,8.70,8.70
8.70,8.70,8.70,8.70
8.70,8.70,8.70,8.70
8.55,8.60,8.60,8.55
8.60,8.60,8.60,8.60
8.64,8.64,8.64,8.64
8.64,8.51,8.68,8.45
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.45,8.50,8.93,8.45
8.56,8.56,8.56,8.56
8.59,8.59,8.59,8.59
8.59,8.59,8.59,8.59
8.66,8.60,8.79,8.60
8.74,8.44,8.74,8.35
8.45,8.45,8.45,8.45
8.45,8.55,8.55,8.45
8.54,8.54,8.55,8.54
8.55,8.55,8.55,8.45
8.55,8.55,8.55,8.55
8.55,8.55,8.55,8.55
8.50,8.50,8.50,8.50
8.48,8.45,8.48,8.45
8.45,8.45,8.45,8.45
8.45,8.53,8.53,8.45
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.48,8.46,8.48,8.45
8.45,8.45,8.53,8.45
8.45,8.49,8.49,8.45
8.47,8.48,8.48,8.40
8.45,8.40,8.45,8.40
8.40,8.35,8.40,8.35
8.35,8.25,8.35,8.25
8.30,8.45,8.48,8.20
8.35,8.29,8.35,8.29
8.35,8.30,8.35,8.30
8.35,8.49,8.49,8.35
8.53,8.55,8.55,8.53
8.49,8.45,8.49,8.45
8.45,8.40,8.45,8.35
8.40,8.13,8.40,8.10
8.20,8.26,8.30,8.20
8.30,8.50,8.50,8.30
8.50,8.50,8.50,8.50
8.30,8.30,8.30,8.28
8.33,8.51,8.54,8.33
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.54,8.54,8.54,8.54
8.32,8.32,8.32,8.32
8.32,8.32,8.32,8.32
8.50,8.30,8.50,8.30
8.30,8.30,8.30,8.30
8.30,8.30,8.30,8.30
8.30,8.31,8.31,8.30
8.31,8.31,8.31,8.31
8.41,8.41,8.41,8.41
8.41,8.41,8.41,8.41
8.49,8.49,8.49,8.49
8.47,8.50,8.50,8.47
8.32,8.30,8.32,8.30
8.30,8.30,8.30,8.30
8.50,8.50,8.50,8.50
8.45,8.50,8.50,8.40
8.32,8.30,8.32,8.30
8.50,8.50,8.50,8.46
8.49,8.50,8.50,8.49
8.48,8.50,8.55,8.48
8.50,8.50,8.50,8.50
8.55,8.69,8.69,8.55
8.69,8.69,8.69,8.69
8.69,8.69,8.69,8.69
8.64,8.70,8.70,8.64
8.72,8.75,8.85,8.72
8.77,8.77,8.77,8.77
8.84,8.90,8.99,8.84
8.99,8.90,8.99,8.90
8.99,8.90,8.99,8.90
8.90,8.90,8.90,8.90
8.90,9.00,9.00,8.90
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.93,8.93,8.93,8.93
8.90,8.90,8.90,8.90
8.90,8.90,8.90,8.90
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
8.95,8.90,8.95,8.90
8.99,9.00,9.00,8.99
9.00,9.00,9.00,9.00
8.99,8.99,8.99,8.99
8.99,8.99,8.99,8.99
8.99,8.99,8.99,8.99
8.90,9.07,9.07,8.90
9.07,9.07,9.07,9.07
9.07,9.07,9.07,9.07
9.00,8.90,9.05,8.90
8.80,8.76,8.80,8.76
8.76,8.76,8.76,8.76
8.78,8.78,8.78,8.78
8.78,8.78,8.78,8.78
8.80,8.90,8.90,8.80
8.90,9.25,9.25,8.90
9.20,9.12,9.20,9.12
9.12,9.12,9.12,9.12
9.12,9.12,9.12,9.12
9.30,9.30,9.30,9.30
9.26,9.44,9.45,9.00
9.12,9.15,9.15,9.05
9.16,8.89,9.39,8.83
9.13,9.15,9.15,9.13
9.11,9.15,9.15,9.11
9.15,9.15,9.15,9.15
9.15,9.15,9.15,9.15
8.85,9.00,9.02,8.85
8.94,8.94,8.94,8.94
8.95,8.94,8.95,8.94
8.90,9.15,9.15,8.90
9.05,9.05,9.05,9.05
9.12,9.27,9.27,9.00
9.32,9.32,9.32,9.32
9.26,9.39,9.39,9.00
9.00,9.01,9.29,9.00
9.01,9.39,9.39,9.01
9.18,9.15,9.18,9.15
9.15,9.15,9.15,9.15
9.15,9.15,9.15,9.15
9.23,9.23,9.23,9.23
9.15,9.15,9.15,9.15
9.16,9.15,9.16,9.15
9.15,9.15,9.15,9.14
9.15,9.15,9.15,9.10
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.21,9.25,9.25,9.21
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.15,9.10,9.15,9.10
9.18,9.29,9.29,9.18
9.18,9.29,9.29,9.15
9.21,9.29,9.29,9.21
9.21,9.21,9.21,9.21
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.29,9.30,9.30,9.29
9.19,9.28,9.28,9.19
9.34,9.27,9.34,9.25
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.23,9.23,9.23,9.23
9.23,9.25,9.25,9.23
9.34,9.30,9.34,9.30
9.30,9.30,9.30,9.30
9.30,9.30,9.30,9.30
9.30,9.30,9.30,9.30
9.35,9.25,9.35,9.25
9.28,9.30,9.35,9.28
9.30,9.30,9.30,9.30
9.26,9.26,9.39,9.26
9.39,9.30,9.39,9.25
9.35,9.25,9.35,9.25
9.28,9.29,9.30,9.25
9.37,9.35,9.39,9.35
9.35,9.35,9.35,9.35
9.35,9.35,9.35,9.35
9.35,9.35,9.35,9.35
9.37,9.35,9.37,9.35
9.35,9.35,9.35,9.35
9.33,9.30,9.33,9.30
9.30,9.30,9.30,9.30
9.30,9.30,9.30,9.30
9.45,9.45,9.45,9.45
9.45,9.50,9.53,9.43
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.49,9.52,9.55,9.49
9.53,9.53,9.53,9.53
9.53,9.53,9.53,9.53
9.70,9.89,10.00,9.70
9.80,9.80,9.80,9.80
9.80,10.00,10.00,9.80
9.84,9.84,9.84,9.84
9.99,10.00,10.00,9.98
9.98,9.78,9.98,9.78
9.79,9.75,9.83,9.50
9.75,9.82,9.82,9.75
9.85,9.62,9.85,9.62
9.73,9.73,9.73,9.73
9.80,9.80,9.80,9.80
9.92,10.12,10.12,9.92
10.12,9.90,10.12,9.90
9.93,9.93,9.93,9.93
9.98,10.04,10.04,9.98
10.02,10.00,10.02,10.00
10.00,10.12,10.12,10.00
10.12,10.12,10.12,10.12
9.93,9.91,9.93,9.91
9.93,9.93,9.93,9.93
10.00,10.00,10.00,9.99
9.86,9.90,9.90,9.86
9.90,9.90,9.90,9.90
9.90,9.88,10.00,9.85
9.88,9.88,9.88,9.88
9.88,9.88,9.88,9.88
9.89,9.86,9.89,9.85
9.96,9.96,9.96,9.96
10.00,10.00,10.00,10.00
10.01,10.00,10.03,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.02,10.02,10.00
10.11,10.22,10.22,10.00
10.22,10.17,10.22,10.17
10.02,10.02,10.02,10.02
10.02,10.02,10.02,10.02
10.02,10.02,10.02,10.02
10.05,10.22,10.22,10.05
10.16,10.04,10.16,10.00
10.03,10.03,10.03,10.03
10.11,10.00,10.11,9.91
10.00,10.00,10.00,10.00
9.95,10.05,10.05,9.95
10.05,10.05,10.05,10.05
9.95,10.00,10.05,9.95
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
9.95,9.95,10.00,9.95
9.95,9.95,9.95,9.95
10.00,9.95,10.20,9.95
9.95,10.00,10.00,9.95
10.00,10.00,10.00,10.00
9.95,10.15,10.20,9.95
10.15,10.15,10.15,10.15
10.12,10.12,10.12,10.12
10.12,10.12,10.12,10.12
10.10,10.10,10.10,9.95
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,9.96
10.03,9.97,10.03,9.97
10.00,10.00,10.00,10.00
10.00,9.99,10.00,9.99
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
9.96,9.95,9.96,9.95
9.95,9.91,9.95,9.91
9.92,9.92,9.92,9.92
9.92,10.00,10.00,9.91
9.91,9.94,9.94,9.91
9.99,10.13,10.67,9.99
10.00,10.00,10.00,10.00
10.14,10.14,10.14,10.14
10.14,10.14,10.14,10.14
10.14,10.14,10.14,10.14
10.08,9.93,10.08,9.93
9.94,9.94,9.95,9.94
9.95,9.95,9.95,9.95
9.95,9.95,9.95,9.95
9.95,9.95,9.95,9.95
10.01,10.12,10.30,10.00
10.10,10.10,10.16,10.00
10.11,10.17,10.20,10.11
10.17,10.17,10.17,10.17
10.11,10.10,10.11,9.95
9.99,9.97,10.01,9.97
10.28,10.12,10.28,10.12
10.01,10.01,10.01,10.01
10.02,10.02,10.03,10.00
10.04,10.04,10.04,10.04
10.04,10.10,10.10,10.04
10.10,10.00,10.10,10.00
10.00,10.01,10.10,10.00
10.00,10.01,10.02,10.00
10.00,9.99,10.00,9.97
