HNR,Harvest Natural Resources Inc,NASDAQ
11.36,11.43,11.77,11.25
11.68,11.83,12.00,11.45
11.95,11.57,12.15,11.39
11.71,12.14,12.76,11.71
12.05,12.07,12.17,11.52
12.14,12.29,12.82,12.10
12.45,13.21,13.23,12.23
13.61,13.81,14.21,13.45
13.74,13.64,13.83,13.41
13.41,13.54,13.75,13.06
13.50,13.62,13.69,13.45
13.46,13.61,13.81,13.28
13.56,13.61,13.89,13.22
13.42,13.70,13.87,13.32
13.94,13.29,13.98,13.12
13.25,12.61,13.49,12.58
12.64,12.49,12.83,11.86
12.24,11.04,12.42,11.03
11.26,10.32,11.49,10.05
9.80,9.12,10.20,9.00
9.89,8.87,9.95,7.61
8.82,9.07,10.27,8.45
9.27,9.50,9.71,8.85
9.91,9.68,10.25,9.50
10.01,10.92,10.95,9.75
10.60,9.97,10.78,9.74
10.05,9.85,10.47,9.57
9.41,9.25,9.42,8.76
8.84,9.12,9.70,8.84
9.43,8.90,9.61,8.67
8.92,9.54,9.57,8.76
9.55,9.76,9.87,9.33
9.84,10.62,10.74,9.62
10.50,11.05,11.05,10.08
11.13,10.90,11.28,10.60
10.84,11.01,11.12,10.70
11.11,11.32,11.37,10.92
11.34,11.68,11.75,11.02
11.36,11.00,11.36,10.68
10.60,10.97,11.08,10.57
11.20,11.92,12.00,11.13
11.84,11.69,12.23,11.50
11.51,11.88,12.10,11.39
11.62,12.24,12.25,11.60
12.30,12.43,12.74,11.95
12.61,12.33,12.65,11.94
12.49,12.49,12.75,12.15
12.60,12.50,12.70,12.06
12.14,12.53,12.75,12.04
12.72,12.16,12.75,12.12
12.26,11.63,12.60,11.37
10.78,10.36,10.85,9.75
10.25,9.92,10.43,9.54
9.94,10.07,10.12,9.31
10.43,10.49,10.94,10.20
10.51,9.51,10.63,9.51
9.86,9.04,9.90,8.75
8.80,8.57,9.23,8.40
8.43,8.38,8.93,8.30
8.26,9.44,9.50,7.86
9.47,9.28,9.62,8.91
9.28,9.14,10.05,9.03
9.22,8.95,9.28,8.38
9.22,9.80,10.15,9.07
9.68,9.94,10.01,9.34
10.08,10.01,10.32,9.81
9.89,9.79,9.96,9.33
9.97,10.41,10.42,9.88
10.45,10.31,10.70,9.92
10.33,11.05,11.20,10.06
11.00,10.66,11.45,10.51
10.67,10.70,10.78,10.17
11.18,11.29,11.64,10.82
11.32,11.51,11.78,11.31
11.47,10.79,11.77,10.75
11.04,11.06,11.21,10.44
11.64,12.04,12.27,11.34
11.94,11.53,11.97,11.49
11.31,10.67,11.36,10.55
10.06,10.11,10.41,9.86
10.40,10.36,10.40,9.87
10.58,10.76,10.84,9.98
10.62,11.09,11.29,10.43
11.07,10.96,11.35,10.69
11.12,10.89,11.23,10.73
9.91,8.69,10.25,8.50
8.92,9.04,9.30,8.80
9.15,9.28,9.59,9.11
9.15,9.37,9.42,9.03
9.31,9.40,9.50,9.06
9.28,9.50,10.09,9.23
9.48,8.93,9.48,8.87
8.99,8.74,9.10,8.60
8.49,8.91,8.97,8.38
8.92,8.52,8.98,8.47
8.36,8.19,8.40,8.05
8.11,8.00,8.22,8.00
8.44,8.52,8.70,8.34
8.58,8.68,8.92,8.46
9.15,9.15,9.35,9.05
9.09,8.43,9.09,8.34
8.60,8.58,8.67,8.43
8.77,8.63,8.91,8.50
8.61,8.99,9.18,8.55
8.93,8.77,8.93,8.41
8.01,7.73,8.29,7.49
7.78,7.98,8.20,7.78
7.85,7.55,7.85,7.38
7.61,7.33,7.81,7.25
7.10,6.96,7.24,6.85
7.11,6.84,7.26,6.73
6.72,7.11,7.17,6.72
7.10,6.58,7.22,6.55
6.76,6.99,7.03,6.71
6.99,7.07,7.15,6.71
7.13,7.30,7.35,7.12
7.30,7.61,7.63,7.21
7.56,7.63,7.75,7.44
7.66,7.30,7.66,7.20
7.30,7.39,7.44,7.22
7.33,7.38,7.45,7.20
7.40,7.12,7.40,7.05
7.04,7.12,7.14,6.95
7.08,6.97,7.20,6.94
6.97,6.69,7.06,6.66
6.68,6.41,6.69,6.25
6.44,6.66,6.74,6.43
6.62,6.71,6.76,6.53
6.76,6.67,6.87,6.60
6.62,6.25,6.62,6.24
6.30,6.14,6.40,6.11
6.15,6.35,6.36,6.11
6.39,6.49,6.69,6.37
6.22,6.62,6.70,6.22
6.65,7.20,7.30,6.65
7.17,7.35,7.44,7.12
7.31,7.13,7.31,6.56
7.20,7.00,7.30,6.88
6.94,6.88,7.04,6.82
6.78,6.63,6.87,6.56
6.66,6.88,6.91,6.46
6.92,6.53,6.99,6.40
6.54,6.43,6.77,6.40
6.54,6.36,6.60,6.31
6.23,6.76,6.77,6.14
6.75,7.17,7.20,6.59
7.19,7.01,7.24,6.86
7.03,6.92,7.05,6.71
6.80,6.45,6.80,6.45
6.55,6.75,6.77,6.43
6.74,6.69,6.80,6.50
6.76,6.41,6.89,6.39
6.44,6.65,6.68,6.28
6.70,6.84,6.91,6.57
6.90,6.98,7.27,6.86
6.92,6.84,7.10,6.82
6.83,6.80,6.90,6.59
6.82,6.89,7.15,6.78
6.85,6.93,7.05,6.66
6.91,6.72,7.16,6.66
6.76,6.62,6.98,6.30
6.65,6.57,6.78,6.36
6.52,6.31,6.65,6.30
6.31,6.26,6.46,6.15
7.10,7.70,8.35,7.04
7.70,8.27,8.29,7.52
8.37,8.16,8.37,8.00
8.22,8.03,8.45,8.00
8.06,7.89,8.07,7.71
7.91,7.86,8.08,7.70
7.87,7.75,8.08,7.68
7.81,7.99,8.05,7.41
8.04,7.80,8.15,7.44
7.83,7.92,8.14,7.74
7.89,7.61,7.89,7.54
7.60,7.60,7.68,7.41
7.49,7.44,7.49,7.21
7.46,7.46,7.59,7.32
7.52,7.23,7.57,7.10
7.26,7.11,7.29,7.10
7.08,6.95,7.12,6.86
6.88,6.92,6.95,6.69
6.99,7.08,7.14,6.86
6.65,6.63,6.81,6.29
6.60,6.39,6.74,6.39
6.36,6.68,6.72,6.25
6.61,6.26,6.71,6.25
6.25,6.09,6.25,6.09
6.10,5.85,6.17,5.82
5.93,5.93,6.08,5.86
5.94,6.24,6.27,5.94
6.23,6.09,6.45,6.06
6.16,6.01,6.28,5.97
6.09,6.56,6.62,6.07
6.51,6.21,6.51,6.16
6.25,6.46,6.61,6.20
6.53,6.27,6.72,6.19
6.14,6.40,6.46,6.04
6.39,6.43,6.52,6.33
6.50,6.61,6.63,6.34
6.62,6.94,6.95,6.60
6.93,6.92,7.00,6.71
6.94,6.88,6.97,6.82
6.89,6.91,7.15,6.83
6.83,7.07,7.07,6.70
7.06,6.42,7.13,6.39
6.36,6.11,6.44,6.02
6.05,5.96,6.20,5.90
5.91,5.79,5.94,5.68
5.68,5.80,5.85,5.51
5.81,5.71,5.92,5.44
5.64,6.01,6.01,5.64
5.90,5.61,5.98,5.60
5.60,5.45,5.67,5.39
5.46,5.27,5.58,5.23
5.28,5.12,5.33,5.09
5.11,5.01,5.23,5.00
5.04,5.45,5.46,5.00
5.47,5.19,5.54,5.11
5.10,5.33,5.35,4.93
5.36,5.15,5.43,5.07
5.16,5.12,5.30,5.05
5.20,5.50,5.60,5.20
5.40,5.42,5.49,5.17
5.40,5.49,5.51,5.17
5.37,5.56,5.66,5.26
5.58,5.68,5.69,5.36
5.66,5.75,5.91,5.66
5.85,6.10,6.13,5.75
6.23,5.89,6.35,5.86
5.83,5.88,5.93,5.71
5.98,5.33,6.05,5.31
5.38,5.44,5.50,5.21
5.40,5.41,5.64,5.32
5.40,5.60,5.65,5.29
5.61,5.68,5.76,5.59
5.60,5.49,5.64,5.32
5.55,5.53,5.63,5.41
5.54,5.28,5.59,5.23
5.26,4.88,5.31,4.85
9.04,9.12,9.42,8.06
8.91,8.84,9.00,8.74
8.90,8.95,9.10,8.76
8.95,8.71,9.50,8.26
8.59,8.65,8.70,8.29
8.84,8.55,8.84,8.50
8.60,8.54,8.63,8.41
8.61,8.74,8.83,8.56
8.70,8.54,8.80,8.46
8.41,8.57,8.73,8.41
8.53,8.55,8.69,8.43
8.63,8.48,8.72,8.37
8.49,8.43,8.59,8.32
8.35,8.40,8.49,8.17
8.46,8.49,8.57,8.34
8.43,8.48,8.56,8.34
8.55,8.53,8.61,8.41
8.54,8.62,8.70,8.51
8.65,8.53,8.71,8.53
8.47,8.64,8.66,8.45
8.30,8.07,8.39,7.69
8.08,8.05,8.31,8.04
8.12,7.88,8.19,7.85
8.00,7.97,8.09,7.86
7.99,8.01,8.09,7.85
8.01,7.98,8.10,7.90
7.97,7.88,8.06,7.79
7.90,7.72,7.90,7.71
7.64,7.83,8.07,7.40
7.99,8.12,8.20,7.92
8.15,8.37,8.54,8.07
8.48,8.72,9.05,8.45
8.66,8.48,8.74,8.39
8.51,8.93,9.23,8.40
8.95,9.26,9.37,8.95
9.27,9.29,9.53,9.18
9.37,9.51,9.55,9.27
9.49,9.46,9.64,9.37
9.45,9.53,9.56,9.27
9.49,9.31,9.50,9.23
9.32,8.99,9.32,8.96
9.04,8.73,9.16,8.70
8.74,9.05,9.19,8.70
9.06,8.94,9.13,8.82
8.89,9.02,9.16,8.72
9.05,9.04,9.17,8.94
9.04,9.03,9.15,8.96
9.04,8.95,9.07,8.89
8.89,8.55,8.89,8.55
8.66,8.53,8.72,8.47
8.54,8.62,8.70,8.30
8.75,9.57,9.58,8.75
9.67,9.66,9.88,9.54
9.71,9.80,9.81,9.64
9.76,9.85,9.86,9.55
9.86,9.75,9.94,9.61
9.81,9.50,9.81,9.49
9.53,9.55,9.68,9.38
9.64,9.68,9.94,9.61
9.66,9.69,9.76,9.57
9.63,9.50,9.69,9.41
9.54,9.32,9.54,9.31
9.30,9.29,9.46,9.15
9.39,9.31,9.53,9.18
9.23,9.18,9.40,9.05
9.18,9.00,9.23,8.93
9.00,9.06,9.11,8.84
9.13,9.11,9.17,8.95
9.04,8.92,9.09,8.90
8.98,9.02,9.17,8.95
9.05,9.20,9.20,9.05
9.19,9.07,9.20,8.93
9.13,9.36,9.36,9.06
9.37,9.50,9.54,9.27
9.43,9.07,9.45,9.06
9.05,8.97,9.18,8.94
8.92,8.81,9.15,8.76
8.90,9.01,9.07,8.88
9.02,8.84,9.10,8.76
8.80,8.63,8.87,8.63
8.65,8.72,8.83,8.55
8.73,9.01,9.01,8.66
8.99,8.97,9.20,8.97
8.93,8.85,9.08,8.65
8.84,8.70,8.84,8.57
8.60,8.65,8.66,8.50
8.68,8.60,8.74,8.56
8.71,8.82,8.86,8.63
8.80,8.69,8.94,8.60
8.78,8.73,8.87,8.62
8.75,8.70,8.83,8.65
8.77,8.60,8.78,8.57
8.60,8.66,8.79,8.56
8.78,8.93,9.02,8.64
8.83,8.76,8.84,8.61
8.74,8.46,8.76,8.38
8.22,8.50,8.63,8.20
8.52,8.63,8.69,8.48
8.62,8.59,8.72,8.55
8.60,8.38,8.64,8.38
8.43,8.39,8.64,8.24
8.35,8.47,8.52,8.19
8.58,8.82,8.82,8.58
8.81,8.82,8.83,8.67
8.84,8.75,8.88,8.70
8.81,8.85,8.89,8.69
8.79,8.74,8.88,8.66
8.73,8.60,8.74,8.56
8.53,8.62,8.70,8.49
8.70,8.79,8.90,8.70
8.81,8.80,8.83,8.68
8.87,8.76,8.88,8.68
8.74,8.70,8.87,8.66
8.78,8.75,8.85,8.69
8.78,8.90,8.96,8.75
8.94,8.90,8.94,8.84
8.87,8.68,8.88,8.65
8.75,8.78,8.89,8.67
8.83,8.67,8.85,8.66
8.65,8.59,8.78,8.55
8.53,8.68,8.81,8.46
8.73,8.75,8.89,8.69
8.78,9.29,9.30,8.74
9.30,9.34,9.44,9.11
9.32,9.42,9.45,9.24
9.33,9.13,9.33,8.94
9.10,8.89,9.20,8.85
8.94,8.76,8.95,8.72
8.77,8.83,8.85,8.65
8.75,8.73,8.83,8.57
8.74,9.07,9.09,8.59
9.27,9.24,9.32,9.05
9.22,9.21,9.57,9.13
9.93,10.25,10.83,9.76
9.84,10.08,10.13,9.62
10.00,9.97,10.00,9.82
9.97,9.83,10.00,9.72
9.80,9.65,9.90,9.51
9.67,9.72,9.74,9.56
9.65,9.52,9.71,9.50
9.43,9.54,9.55,9.40
9.50,9.60,9.60,9.40
9.60,9.68,9.70,9.51
9.66,9.64,9.66,9.55
9.64,9.64,9.64,9.53
9.64,9.53,9.65,9.49
9.56,9.55,9.60,9.42
9.59,9.63,9.64,9.51
9.60,9.60,9.65,9.45
9.59,9.59,9.65,9.52
9.59,9.38,9.70,9.35
9.38,9.28,9.38,9.21
9.31,9.22,9.31,9.21
9.13,8.96,9.14,8.89
8.99,8.94,9.03,8.88
8.89,8.96,8.99,8.88
8.92,8.86,9.00,8.72
8.86,9.06,9.10,8.86
9.10,9.12,9.31,8.93
9.12,9.06,9.12,8.98
9.05,9.33,10.04,9.01
9.28,9.36,9.47,8.98
9.39,9.24,9.40,9.10
9.25,9.16,9.31,9.08
5.75,5.45,6.10,5.45
5.58,5.40,5.69,5.36
5.40,5.58,5.62,5.35
5.58,5.37,5.62,5.37
5.39,5.29,5.42,5.24
5.26,5.34,5.48,5.25
5.35,5.41,5.43,5.25
5.35,5.46,5.47,5.35
5.42,5.36,5.42,5.35
5.41,5.34,5.44,5.32
5.66,5.55,5.70,5.46
5.54,5.67,5.81,5.52
5.74,5.72,5.76,5.59
5.71,5.63,5.76,5.56
5.61,5.60,5.69,5.56
5.59,5.53,5.65,5.51
5.55,5.69,5.71,5.52
5.69,5.66,5.79,5.56
5.55,5.49,5.60,5.48
2.95,3.70,3.97,2.91
3.66,3.38,3.99,3.31
3.33,3.92,3.95,3.31
3.85,3.71,3.96,3.68
3.66,3.74,3.85,3.65
3.80,3.80,3.88,3.59
3.81,3.80,3.83,3.72
3.84,3.51,3.90,3.50
3.50,3.38,3.53,3.29
3.41,3.25,3.45,3.15
3.23,2.97,3.29,2.96
2.93,2.98,3.01,2.45
2.87,3.24,3.29,2.85
3.24,3.40,3.42,3.16
3.40,3.28,3.49,3.26
3.31,3.28,3.36,3.26
3.28,3.36,3.50,3.28
3.36,3.39,3.41,3.25
3.29,3.12,3.35,3.09
3.18,3.06,3.31,3.05
3.02,3.08,3.13,2.97
3.08,3.00,3.17,2.98
2.99,3.03,3.06,2.89
3.03,3.13,3.15,2.97
3.13,3.39,3.41,3.13
3.41,3.46,3.54,3.39
3.46,3.55,3.60,3.42
3.54,3.49,3.55,3.40
3.52,3.44,3.61,3.37
3.41,3.28,3.49,3.21
3.28,3.10,3.29,3.10
3.15,3.38,3.40,3.05
3.50,3.30,3.63,3.25
3.30,3.31,3.35,3.18
3.32,3.35,3.43,3.32
3.37,3.38,3.42,3.34
3.40,3.36,3.40,3.29
3.36,3.07,3.36,3.06
3.03,2.94,3.04,2.88
2.97,2.96,3.00,2.90
2.96,3.02,3.07,2.92
3.01,3.06,3.11,3.00
3.07,3.09,3.10,3.02
3.07,3.03,3.13,3.00
3.02,3.03,3.06,2.94
3.01,2.93,3.11,2.92
2.90,3.02,3.07,2.90
3.02,3.08,3.21,2.97
3.12,3.14,3.30,3.10
3.15,3.06,3.27,3.02
3.06,3.00,3.14,2.99
3.01,2.90,3.05,2.90
2.90,2.92,2.95,2.83
2.92,2.80,2.92,2.78
3.16,3.72,3.80,3.11
3.73,3.65,4.05,3.60
3.62,3.50,3.70,3.43
3.50,3.29,3.54,3.26
3.25,3.17,3.28,3.13
3.15,3.08,3.21,3.08
3.11,3.39,3.42,3.11
3.44,3.17,3.45,3.15
3.23,3.18,3.26,3.06
3.20,3.10,3.23,3.08
3.11,3.30,3.34,3.10
