COST,Costco Wholesale Corporation - Common Stock,NASDAQ
151.85,151.01,152.08,150.42
150.60,153.85,153.91,150.48
156.64,157.59,160.90,156.60
157.28,159.70,159.83,157.26
158.60,160.33,161.28,158.56
160.85,159.77,162.04,159.14
160.05,158.99,160.45,158.25
159.35,160.11,161.50,159.07
160.49,160.41,161.25,159.85
162.01,163.46,164.53,161.65
164.32,163.86,164.95,163.50
163.60,163.04,164.03,163.02
163.66,162.07,163.67,161.92
162.17,162.08,162.67,161.53
162.06,162.05,162.76,161.80
162.02,161.01,162.85,160.55
160.65,161.13,161.44,160.65
160.89,160.11,160.99,159.67
160.65,159.73,160.99,158.51
159.80,159.76,160.49,158.94
160.95,162.91,163.35,160.63
162.67,162.83,162.95,161.13
162.33,160.97,162.48,160.72
160.58,161.66,162.41,160.51
161.47,161.54,162.38,160.35
161.35,161.87,161.96,160.67
161.99,161.86,162.13,161.35
