COST,Costco Wholesale Corporation - Common Stock,NASDAQ
65.06,64.56,65.24,64.53
65.00,64.66,65.00,64.33
63.00,65.41,65.46,62.81
65.22,65.26,65.26,64.43
64.40,64.29,64.95,63.94
63.39,64.32,64.49,63.28
64.03,63.34,64.09,63.31
63.20,63.36,63.96,63.00
63.12,63.18,63.86,62.91
63.46,63.70,63.77,63.21
63.42,63.21,63.80,63.13
62.66,62.21,63.14,61.90
62.35,62.61,63.07,62.25
62.56,63.60,63.89,62.54
63.84,64.03,64.10,63.22
64.12,64.11,64.77,64.01
63.52,63.68,64.19,63.44
63.38,62.98,63.38,62.51
63.06,62.80,63.25,62.50
62.61,62.77,62.90,62.52
63.05,63.28,63.62,62.78
63.55,63.72,64.18,63.35
63.53,63.16,63.86,62.71
63.89,65.48,65.63,63.89
65.53,65.40,66.04,65.23
64.86,64.81,64.87,64.24
64.70,64.22,64.78,63.96
64.02,64.45,64.50,63.94
64.10,65.35,65.42,63.91
64.88,65.20,65.70,64.65
65.45,65.48,65.99,65.40
65.19,65.74,66.40,64.57
66.02,67.02,67.13,66.02
67.25,66.41,67.49,66.32
66.26,66.56,66.72,66.12
66.27,67.26,67.34,66.18
66.97,66.90,67.07,66.27
67.17,67.54,68.00,67.17
67.11,67.22,67.47,67.03
66.90,66.97,67.00,66.33
66.59,67.61,67.92,66.51
68.21,68.31,68.80,68.01
68.52,69.01,69.11,68.13
68.87,68.39,69.26,68.24
68.33,69.19,69.41,68.33
69.70,69.64,70.06,69.12
69.38,69.25,69.71,68.53
69.70,71.02,71.13,69.28
70.75,71.25,71.28,70.62
71.13,70.74,71.49,70.53
70.70,71.21,71.54,70.60
71.01,71.05,71.45,70.90
71.05,72.12,72.23,71.01
71.93,71.84,72.44,71.70
71.89,72.31,72.55,71.76
72.57,72.32,72.77,72.26
72.33,72.27,72.54,72.00
72.16,72.24,72.45,71.94
71.88,72.08,72.27,71.72
72.23,72.71,72.87,72.14
72.89,72.70,73.16,72.57
72.71,72.85,72.97,72.61
72.69,72.21,72.99,72.19
72.75,72.47,73.45,72.39
72.53,72.33,72.53,71.76
71.99,70.99,72.10,70.90
70.36,70.65,71.25,70.01
70.95,70.65,71.19,70.45
70.28,70.48,70.60,70.02
70.55,71.07,71.25,70.32
71.20,71.49,71.68,71.11
71.32,71.60,71.75,71.25
71.35,72.51,72.52,71.21
72.54,72.60,72.91,72.28
72.38,72.07,72.49,71.86
71.79,72.36,72.93,71.79
72.48,72.77,72.96,72.34
72.86,72.62,72.89,72.39
72.51,72.46,72.61,71.71
72.47,72.62,72.98,72.22
72.84,73.12,73.70,72.76
73.33,71.93,73.58,71.75
72.24,71.84,72.43,71.61
72.22,72.43,72.63,71.90
72.15,70.85,72.48,70.54
71.77,74.03,74.24,71.77
74.12,74.13,74.42,73.47
73.96,74.25,74.28,73.62
74.23,74.80,74.82,74.12
74.36,74.67,74.77,74.12
74.44,74.55,74.65,73.94
74.06,75.04,75.06,74.06
75.05,74.66,75.11,74.52
74.35,74.33,74.54,74.12
74.51,74.96,75.10,74.40
74.28,74.84,75.01,74.06
74.82,75.43,75.48,74.30
75.11,73.89,75.41,73.84
73.80,72.84,73.80,72.41
72.79,72.98,73.53,72.30
73.25,73.57,74.03,73.24
73.93,74.79,74.95,73.85
75.11,73.62,75.39,73.43
73.50,71.76,73.77,70.86
72.25,72.49,72.60,71.62
72.50,72.81,72.86,72.21
72.99,72.19,72.99,72.03
72.09,73.62,74.06,72.09
73.48,74.16,74.25,73.08
73.51,73.38,74.18,73.12
73.09,72.55,73.62,72.54
72.25,71.84,72.47,71.54
70.76,71.56,71.97,70.66
71.14,69.76,71.19,69.54
70.46,70.46,70.99,70.08
71.03,70.66,71.23,70.15
71.11,71.04,71.19,70.37
71.06,71.55,71.89,70.92
71.49,70.92,71.54,70.40
71.19,72.11,72.33,71.10
72.24,71.46,72.37,71.41
71.49,71.26,71.81,70.99
71.24,71.90,71.95,70.78
72.27,72.81,72.98,72.27
72.56,73.32,73.46,72.08
73.16,74.25,74.33,73.14
74.62,74.17,74.88,73.94
74.35,74.93,75.82,74.35
75.31,74.99,75.94,74.75
76.37,77.82,78.46,76.34
77.17,76.41,77.29,76.21
76.16,76.20,76.62,75.67
75.75,76.45,76.84,75.74
76.74,76.41,76.74,75.96
75.96,76.34,76.47,75.66
76.34,76.97,77.03,76.24
76.00,76.90,77.06,76.00
77.08,76.71,77.15,76.46
77.51,78.56,78.67,77.40
78.65,78.87,78.96,78.05
78.64,78.66,78.87,78.36
78.94,79.78,80.00,78.35
80.31,81.10,81.29,80.17
80.93,81.46,81.50,80.86
81.18,80.89,81.49,80.54
81.21,81.04,81.28,80.56
80.92,80.51,81.16,80.13
80.27,80.14,80.92,80.11
80.05,79.61,80.92,79.37
80.44,80.45,80.82,80.07
80.47,81.40,81.50,80.33
81.68,82.23,82.70,81.55
82.03,81.70,82.27,81.19
81.73,83.32,83.40,81.49
83.27,82.72,83.59,82.57
82.55,82.31,82.65,82.10
82.17,82.71,82.88,82.05
82.63,83.24,83.37,82.05
83.34,83.86,83.90,83.10
83.77,83.40,83.95,82.31
82.62,82.64,83.28,82.28
82.97,81.35,82.97,81.27
80.33,80.32,80.77,79.14
80.06,80.81,80.92,79.61
80.93,81.53,81.81,80.81
81.94,82.48,82.50,81.66
82.34,80.21,82.51,80.14
80.83,79.00,80.86,78.97
78.60,77.81,78.85,77.76
77.52,77.69,78.15,77.31
78.08,78.36,78.95,77.83
78.37,78.93,79.66,78.25
79.00,79.03,79.70,78.64
79.10,78.30,79.28,78.23
78.18,78.45,79.02,78.05
79.14,79.24,79.42,78.80
78.55,77.93,78.96,77.74
77.88,78.85,78.91,77.75
79.98,79.63,80.66,79.23
79.71,81.25,81.30,79.64
81.39,81.39,81.44,80.54
81.10,80.52,81.36,80.50
79.75,80.40,80.59,79.32
81.13,79.13,81.13,79.13
78.95,79.85,80.06,78.92
79.99,79.99,80.17,79.63
80.20,80.03,80.68,79.88
80.27,81.24,81.34,79.98
81.50,81.54,81.70,81.04
81.69,81.29,81.94,80.97
81.37,82.64,82.94,81.37
83.20,82.06,83.45,81.61
81.59,81.41,82.00,80.91
80.68,80.68,81.08,80.44
80.89,80.71,81.76,80.65
80.99,80.84,81.56,80.31
80.87,80.33,81.47,80.13
80.36,79.86,80.57,79.40
79.53,79.11,79.81,78.81
79.76,80.81,80.95,79.70
80.82,80.69,80.88,79.85
80.87,81.52,82.12,80.67
81.67,81.67,81.83,81.15
81.20,81.16,81.59,81.06
80.96,80.55,81.57,80.42
80.06,78.39,80.29,78.33
78.39,78.33,79.32,78.25
77.50,78.25,78.92,77.19
79.32,77.70,79.35,77.06
77.30,76.05,76.50,75.11
76.05,77.08,77.30,75.11
76.11,76.51,78.28,75.80
77.45,76.74,77.53,74.78
75.60,70.62,76.47,70.46
71.62,74.66,74.66,70.71
72.97,70.39,73.14,70.22
70.60,72.61,73.39,70.31
73.02,72.79,73.41,71.70
73.17,74.08,74.08,72.68
73.93,75.14,75.61,73.37
75.62,76.12,77.40,75.33
74.52,74.36,75.38,72.46
73.40,74.36,75.49,73.40
75.97,74.42,75.99,73.73
74.59,76.22,76.83,74.16
76.22,77.49,77.53,75.75
77.77,75.86,78.52,75.77
75.78,77.21,77.67,75.05
77.86,77.79,78.11,77.38
77.60,78.07,78.54,77.22
78.24,78.54,79.04,78.02
78.98,79.48,80.91,78.78
78.23,78.56,79.68,78.08
77.03,78.40,78.53,76.59
79.27,80.61,80.61,78.88
80.28,80.76,81.47,80.17
79.95,78.90,80.08,78.50
78.03,79.72,79.88,78.02
80.07,80.71,80.79,79.30
80.94,81.90,82.52,79.93
82.89,83.01,83.29,82.10
83.26,84.24,84.96,82.96
83.54,85.03,85.34,83.42
85.15,85.07,86.34,84.70
85.07,84.43,86.18,84.39
82.73,83.18,83.78,81.73
82.70,83.37,83.90,82.47
83.80,84.45,84.75,83.36
85.61,84.33,85.94,83.95
84.59,83.79,85.30,83.77
84.98,82.98,85.27,81.99
82.38,82.13,83.68,82.02
81.72,81.63,83.22,81.18
80.67,81.65,81.78,78.61
80.99,80.25,81.78,78.62
79.81,79.20,80.00,78.41
79.31,79.02,79.69,78.72
80.00,81.23,81.32,79.85
80.98,80.90,81.06,80.25
81.51,81.42,82.50,81.21
81.44,81.67,81.95,81.28
82.07,81.77,82.81,81.19
81.57,82.36,82.53,81.54
82.35,84.57,85.00,82.19
84.39,84.38,84.99,84.17
84.38,84.26,85.35,83.78
84.77,85.30,85.30,84.32
84.83,84.48,85.18,84.16
83.45,83.23,84.50,83.05
83.41,83.73,84.13,82.11
85.00,85.22,86.14,84.06
84.65,84.93,85.18,84.26
84.55,83.25,85.30,83.25
82.37,83.35,84.24,81.99
84.04,84.43,84.77,83.56
83.89,84.70,84.76,82.88
84.52,83.81,84.68,83.50
83.69,84.16,84.29,83.21
84.14,85.00,85.02,83.34
83.57,83.41,84.04,82.77
84.02,82.72,84.12,82.45
83.35,83.04,83.71,82.68
82.74,83.45,83.99,82.72
83.41,84.48,84.73,83.15
83.94,82.94,84.36,82.86
82.64,81.98,83.17,81.19
82.06,81.72,82.24,81.44
81.22,81.29,81.81,80.79
81.22,81.81,82.11,81.05
81.29,80.76,81.63,80.41
80.35,80.82,81.63,80.30
82.76,82.23,82.82,81.74
82.64,83.51,83.66,82.01
84.93,85.30,85.82,84.50
85.00,87.09,87.68,84.96
87.65,86.73,88.68,86.62
87.79,87.20,88.19,86.65
87.56,88.06,88.40,86.93
87.69,87.47,87.98,86.19
84.87,85.76,86.95,84.00
84.68,84.37,85.30,84.13
84.10,84.15,84.60,83.52
84.60,83.63,84.71,83.38
83.57,82.75,83.92,82.75
83.10,82.57,83.33,82.50
83.07,82.57,83.63,82.32
82.80,82.06,83.38,81.85
83.15,83.64,83.91,82.91
83.59,83.79,84.41,82.96
83.95,83.77,84.00,83.19
83.69,84.66,84.70,83.53
84.50,84.58,84.75,83.86
84.58,84.18,84.66,84.03
84.20,84.34,84.40,83.60
84.12,83.32,84.34,83.28
84.28,84.60,85.08,84.16
84.67,84.07,84.95,84.01
83.57,83.26,83.64,82.10
83.17,81.13,83.17,81.12
80.34,79.01,81.00,78.81
79.37,79.15,79.72,79.13
79.32,79.99,80.16,78.98
80.19,79.95,80.47,79.77
79.87,80.61,80.79,79.29
81.24,81.42,81.75,80.61
81.29,81.76,81.76,80.59
81.70,81.21,81.75,81.11
81.30,81.41,81.68,80.89
81.30,81.64,82.00,81.22
81.26,81.73,81.88,81.15
81.39,82.72,82.80,81.23
82.83,82.06,83.08,81.80
82.13,81.62,82.44,81.38
81.20,81.44,81.67,81.00
81.77,82.27,82.30,81.12
82.92,83.22,83.94,82.78
83.76,85.51,85.89,83.76
86.11,85.36,86.18,84.97
84.67,85.04,85.20,84.65
84.66,84.56,85.00,84.38
84.45,84.28,84.59,83.85
84.27,84.53,84.60,84.07
84.12,84.20,84.31,83.68
84.55,83.87,84.61,83.24
83.47,84.10,84.10,83.30
84.48,83.24,84.52,83.04
83.51,84.05,84.05,83.51
83.94,84.47,84.51,83.80
84.60,84.26,84.69,83.65
84.35,84.31,84.74,83.72
84.31,84.77,84.96,83.80
84.99,84.40,84.99,84.05
84.17,85.09,85.25,84.01
85.03,85.27,85.86,84.58
86.19,86.06,87.20,85.73
86.54,86.16,86.79,85.69
85.71,86.23,86.30,85.71
86.00,87.63,87.67,85.83
87.11,87.58,87.95,86.95
87.90,87.89,87.93,87.20
88.01,88.30,88.50,87.84
88.47,89.34,89.52,88.38
89.28,89.43,89.72,89.06
89.78,89.98,90.00,89.29
89.47,90.90,90.96,89.46
90.82,91.46,91.60,90.27
91.26,90.44,91.50,90.26
90.75,90.02,90.76,89.58
89.90,90.26,90.48,89.58
90.36,90.64,90.95,90.22
90.25,90.50,91.09,90.05
90.49,90.27,90.63,89.83
90.63,91.52,91.53,90.38
91.53,91.28,91.78,90.97
91.24,90.62,91.49,90.13
90.16,89.84,90.72,89.33
90.04,90.80,91.15,90.01
90.94,91.84,92.10,90.83
91.45,90.39,91.76,90.01
90.14,89.04,90.50,88.97
87.41,88.65,88.87,87.40
87.68,87.88,88.14,87.03
87.54,86.89,87.59,86.37
87.50,87.32,87.59,87.06
87.51,87.18,87.56,86.95
86.91,86.32,87.14,86.03
86.66,86.88,87.12,86.30
87.17,87.67,87.86,87.14
87.30,88.07,88.49,87.19
87.94,87.12,87.94,86.69
87.38,87.58,88.07,87.26
87.22,86.62,87.30,86.39
86.81,86.43,87.20,86.22
86.77,87.28,87.45,86.52
87.26,88.08,88.46,87.00
88.39,88.69,89.22,88.14
88.70,88.18,89.00,88.13
86.91,86.97,88.00,86.38
86.89,86.64,86.95,86.24
85.86,84.24,85.94,83.94
84.21,83.39,84.43,83.32
83.38,83.15,83.74,83.00
83.02,82.64,83.32,81.98
82.22,82.62,83.10,82.10
83.40,83.88,84.36,83.11
83.84,84.60,85.05,83.70
84.26,84.30,84.72,83.76
84.10,84.58,85.14,84.08
84.88,84.91,85.26,84.57
84.86,83.47,85.21,83.47
83.70,82.94,84.19,82.66
83.19,83.73,83.88,82.75
83.47,83.38,84.26,83.01
82.98,83.31,83.36,82.26
84.25,84.48,85.27,83.48
84.90,84.48,85.07,84.00
85.11,86.64,86.68,85.08
85.90,85.81,86.43,85.77
85.59,86.39,87.05,85.58
86.00,85.49,86.16,85.17
85.44,86.56,86.60,85.37
86.29,86.77,86.96,85.74
86.99,87.78,87.83,86.88
88.05,88.13,88.70,87.95
88.01,88.74,89.20,87.70
89.06,87.91,89.15,87.84
88.24,88.50,88.56,87.58
88.11,87.43,88.41,87.25
87.85,89.83,90.08,87.81
90.35,91.44,91.64,90.09
91.37,92.03,92.09,91.01
91.93,91.86,92.67,91.44
91.68,91.49,91.93,90.87
91.50,90.40,92.35,90.28
90.79,90.93,91.29,90.42
90.75,90.87,91.26,90.39
91.15,91.69,91.79,90.70
91.98,91.32,92.21,91.00
90.83,92.92,93.00,89.91
93.51,95.00,95.11,93.43
95.00,94.40,95.55,94.23
94.51,94.42,94.62,94.10
93.46,94.00,94.53,93.44
94.06,93.68,94.70,93.46
94.00,93.97,94.34,93.18
94.47,93.80,94.75,93.65
93.88,94.50,94.72,93.75
94.09,94.02,94.24,93.11
94.11,94.81,94.97,93.74
94.54,95.15,95.36,94.10
95.30,96.06,96.35,94.91
95.68,95.96,96.43,95.52
96.02,95.95,96.38,95.07
95.80,95.61,96.40,95.09
95.11,94.39,95.11,93.87
94.52,94.08,94.52,93.43
94.19,93.75,94.25,93.20
94.95,95.91,96.13,94.86
96.15,97.11,97.76,96.07
97.11,96.46,97.30,96.14
96.14,96.18,96.58,95.56
96.43,95.94,97.17,95.63
95.60,95.70,96.34,95.00
97.00,97.21,97.38,96.71
97.18,96.50,97.20,96.42
96.72,95.80,96.93,95.75
95.94,95.63,96.35,95.44
95.82,95.37,95.90,95.05
95.02,95.30,95.43,94.51
95.08,95.63,95.63,94.84
96.00,95.67,96.00,95.37
95.84,96.47,96.89,95.51
96.23,96.48,96.61,95.70
96.79,96.14,96.84,95.86
96.00,96.02,96.12,95.64
95.95,95.29,96.13,95.16
95.33,95.53,95.98,95.05
95.18,94.74,95.49,94.69
94.68,96.25,96.41,94.39
96.15,96.64,96.85,95.83
96.32,96.57,97.13,96.21
95.60,97.11,97.27,95.60
97.56,98.59,99.06,96.55
99.28,97.87,99.28,97.71
97.79,98.15,98.61,97.07
98.25,98.22,98.48,97.77
98.72,99.98,99.99,98.72
100.00,99.72,100.00,99.17
99.49,100.45,100.71,99.34
100.37,99.52,100.54,99.46
99.99,100.89,100.96,99.50
100.79,102.75,102.89,100.54
102.68,102.18,102.88,101.95
102.10,102.25,102.78,101.98
102.20,101.99,102.21,101.70
102.40,101.88,102.42,101.71
101.58,102.64,102.68,101.50
102.76,102.36,103.51,102.08
102.75,102.61,102.95,102.22
102.48,101.44,103.11,101.43
101.86,101.00,102.77,100.96
101.06,100.30,101.70,100.13
100.22,100.16,100.46,99.75
100.63,100.51,101.87,100.29
100.86,99.49,101.37,99.33
99.25,99.62,99.96,98.75
100.00,101.48,101.69,99.96
101.80,101.79,102.40,101.54
101.36,101.35,101.77,101.06
101.35,99.64,101.77,99.56
102.40,101.56,104.43,101.30
101.83,98.32,102.00,98.30
98.06,97.55,98.48,96.18
98.07,96.51,98.13,96.44
96.97,97.00,97.52,96.51
97.15,96.78,97.36,95.78
96.87,96.33,97.36,96.25
96.10,94.78,96.23,94.46
94.68,95.00,95.32,94.13
94.47,95.18,95.81,93.84
95.04,95.62,96.25,94.50
96.00,96.62,96.63,95.77
96.42,96.94,97.52,96.12
97.89,98.43,98.78,97.40
98.59,97.13,98.80,97.13
97.85,96.12,98.12,96.04
95.76,97.73,97.80,95.45
97.98,98.79,99.60,97.92
97.93,97.30,98.12,96.06
96.96,94.74,97.44,94.74
94.51,95.46,96.20,94.43
95.42,95.98,96.16,95.09
95.46,95.69,96.63,95.25
95.60,94.47,95.97,94.16
94.00,95.70,95.88,93.51
95.52,95.69,96.23,94.64
96.68,96.57,96.83,95.37
96.79,97.12,97.12,96.20
97.22,96.74,97.40,96.47
97.00,97.92,97.93,96.56
97.36,96.26,97.53,95.83
96.30,96.51,97.33,95.77
100.44,102.58,102.62,100.00
103.08,101.88,103.21,101.56
102.48,103.92,104.50,101.66
104.82,104.59,104.82,103.90
104.55,104.40,104.92,104.02
104.56,105.95,105.97,104.30
98.44,98.47,99.63,98.08
98.88,98.56,99.01,98.17
98.90,98.95,99.27,98.55
99.00,98.31,99.65,98.07
99.02,97.72,99.39,97.25
98.05,97.85,98.87,97.34
97.00,96.92,97.96,96.85
97.01,98.78,98.90,97.00
98.90,99.86,99.96,98.64
99.49,98.68,100.22,98.64
99.22,99.20,99.43,98.14
98.43,99.49,99.55,97.64
99.12,99.44,99.94,98.78
99.26,98.68,99.70,98.12
98.52,97.92,98.72,97.13
97.17,96.97,97.89,96.94
96.85,98.73,98.93,96.51
100.60,101.45,101.45,100.22
102.11,102.49,103.02,101.76
102.55,102.16,102.91,101.55
101.09,101.37,101.73,100.90
101.00,101.18,101.79,100.73
101.03,101.23,101.50,100.75
101.35,100.74,101.50,100.13
101.00,100.28,101.49,100.07
100.34,100.37,101.90,99.70
99.85,101.15,101.52,99.81
100.73,101.53,101.61,100.65
101.57,100.96,101.75,100.96
100.90,101.20,101.45,100.62
101.43,102.15,102.17,101.17
102.30,102.12,102.75,101.77
102.39,102.89,103.53,102.29
102.96,102.36,103.13,102.01
102.62,102.49,102.75,102.00
102.15,103.36,103.53,102.10
103.00,102.53,103.11,102.30
102.50,102.34,103.15,102.11
102.89,104.15,104.35,102.59
104.11,102.48,104.11,102.34
102.75,103.31,103.97,102.28
102.88,101.70,103.19,100.94
101.77,101.85,102.31,101.20
102.38,102.79,102.96,101.81
102.87,101.99,102.94,101.76
102.21,101.76,102.23,101.53
101.98,101.63,102.37,100.95
101.04,102.02,102.06,101.01
101.79,102.17,103.13,101.03
102.35,101.90,102.40,101.47
102.18,101.08,102.63,101.05
101.17,100.69,101.42,100.26
101.07,101.16,101.30,100.23
101.64,100.09,102.13,100.06
100.10,99.45,100.76,99.30
99.67,100.73,101.54,98.95
101.07,101.29,102.37,100.79
100.82,101.42,101.65,100.26
101.26,103.43,103.46,101.16
103.68,103.15,103.88,102.75
103.15,102.56,103.49,102.36
103.55,101.97,103.98,101.90
102.58,103.04,103.26,101.86
103.55,102.44,103.69,102.35
103.61,103.75,105.52,103.26
103.99,103.42,104.19,102.91
103.27,102.91,104.03,102.91
102.55,101.75,102.99,101.51
101.34,101.68,102.01,101.01
101.86,102.12,102.54,101.13
102.44,103.08,103.36,102.34
102.85,103.52,103.97,102.68
103.46,105.11,105.12,103.44
105.19,105.47,105.77,104.56
105.69,105.97,106.01,105.44
105.24,106.64,106.77,105.04
106.66,106.11,107.06,105.61
106.00,105.81,106.59,105.38
106.27,107.68,107.75,106.03
107.50,106.36,107.74,106.00
106.26,106.36,106.89,105.46
105.30,105.80,105.97,104.45
106.45,107.04,107.09,105.87
107.25,105.79,107.28,105.59
105.73,105.75,106.52,105.52
105.88,106.01,106.40,105.19
106.14,106.13,106.79,105.65
105.45,104.21,106.22,104.13
104.73,105.55,105.79,104.55
104.77,104.77,105.25,104.34
104.76,103.61,105.12,103.33
103.20,104.45,104.65,103.20
104.43,105.16,105.78,104.27
105.74,107.25,107.35,105.54
107.46,107.83,108.35,107.30
108.35,109.13,109.34,107.80
108.90,109.27,109.75,108.38
109.30,108.63,109.47,108.47
108.12,108.43,108.57,107.68
108.13,108.22,109.00,107.96
108.17,108.69,109.29,107.72
109.93,109.75,110.41,109.01
109.71,109.09,110.25,109.03
109.02,109.71,109.78,108.66
109.90,109.61,110.25,109.40
109.88,109.14,110.16,108.88
109.41,109.99,110.16,109.17
109.69,110.01,110.32,109.60
110.29,111.39,111.72,109.88
110.86,112.82,112.95,110.69
112.59,111.51,113.00,111.22
112.21,113.05,113.19,111.64
113.06,112.02,113.13,111.95
112.48,113.48,113.96,112.21
113.33,113.38,114.72,112.93
112.73,113.19,114.20,111.85
112.48,114.39,114.69,112.25
115.10,114.83,115.77,114.03
114.53,112.95,114.66,112.74
114.28,111.88,115.49,111.87
112.12,109.63,112.74,109.63
109.92,110.88,111.05,108.56
110.86,110.66,111.81,109.90
110.12,109.17,110.58,108.88
109.54,111.09,111.13,109.38
111.24,110.58,111.95,110.17
110.93,110.31,111.03,109.64
109.75,110.02,111.00,109.52
110.75,109.40,110.82,109.11
109.17,110.88,111.14,109.02
110.37,111.00,111.62,110.33
111.75,111.70,112.50,110.94
111.54,112.08,112.20,111.20
112.23,110.19,112.59,110.14
