PCLN,The Priceline Group Inc.  - Common Stock,NASDAQ
289.95,295.25,298.99,288.69
296.60,292.73,296.70,290.01
289.25,294.01,295.87,287.23
289.50,289.10,291.82,285.35
287.00,299.60,300.85,285.69
299.50,297.19,301.98,294.49
295.34,294.52,299.20,293.00
297.95,303.57,307.50,296.06
302.97,297.63,309.46,296.76
296.82,299.47,308.95,293.88
298.55,302.36,303.21,296.45
304.10,299.82,306.74,299.51
295.89,291.80,296.11,290.00
289.41,294.90,296.99,288.30
296.29,285.79,296.50,285.79
287.50,297.68,298.00,283.11
297.53,289.68,297.62,289.44
288.00,291.48,294.80,287.80
297.57,306.84,306.84,294.02
306.85,311.28,314.63,306.17
315.00,313.85,318.00,311.35
313.99,311.55,315.47,311.11
314.44,328.77,328.77,314.07
332.89,323.80,333.74,320.75
324.83,323.15,328.87,322.57
326.00,330.30,330.90,323.25
330.74,334.77,336.58,327.23
334.74,332.06,334.88,329.65
331.53,332.38,333.88,327.80
333.17,334.95,334.96,326.25
339.61,347.46,349.97,339.61
347.75,341.02,347.75,338.56
343.00,338.15,343.95,336.15
335.60,337.20,343.34,333.55
344.35,344.27,346.68,341.00
346.32,345.16,348.57,340.89
345.18,349.93,350.82,339.38
348.17,348.13,352.00,345.22
354.00,348.34,358.24,342.74
351.60,337.82,351.61,334.00
337.21,331.64,340.94,328.11
336.27,344.94,344.94,334.03
343.06,332.69,343.10,329.90
334.02,330.86,334.99,325.00
336.59,340.90,343.89,334.30
340.72,332.35,341.99,331.33
332.63,336.18,336.43,330.07
343.99,341.04,345.98,338.77
340.15,349.06,350.29,337.47
354.86,354.60,357.89,351.04
353.38,353.76,357.28,350.06
348.61,345.51,352.48,342.05
348.95,347.57,351.50,342.95
348.99,343.70,349.60,341.24
344.90,363.50,364.93,344.05
367.00,371.93,375.50,364.00
370.46,374.44,374.99,369.00
373.95,372.50,379.58,371.95
375.15,367.58,375.84,365.30
369.51,376.81,383.11,369.00
381.10,374.04,381.70,371.00
377.19,381.19,382.99,375.10
382.00,379.99,383.00,374.80
386.41,380.12,387.95,376.90
381.45,388.87,388.88,380.20
391.28,388.58,393.33,384.25
421.00,420.65,428.10,419.00
421.56,419.07,423.90,411.45
414.41,419.57,421.39,413.75
416.33,414.93,418.00,405.32
415.13,407.43,415.45,406.00
404.35,399.00,407.13,398.18
399.28,404.68,408.40,395.79
410.00,410.65,415.25,408.76
410.70,409.59,413.57,408.89
408.23,420.42,420.89,406.65
414.80,407.85,416.97,405.14
413.99,411.24,415.95,410.21
408.54,410.87,412.50,407.04
409.69,404.66,410.07,401.81
400.00,394.05,401.43,392.05
402.43,403.10,410.50,402.10
402.57,402.99,407.49,398.18
399.00,414.11,414.92,398.15
416.69,417.16,423.19,416.21
425.43,412.93,425.98,412.10
413.63,416.03,416.53,409.18
419.96,415.15,420.99,411.51
414.33,419.97,423.70,413.50
422.57,412.00,422.58,411.50
412.01,400.24,412.78,397.08
397.57,398.88,406.43,395.27
398.71,400.28,404.50,396.00
400.53,400.64,405.28,399.61
402.41,405.33,408.20,392.90
405.73,407.00,409.91,401.42
415.09,416.17,420.86,413.81
416.60,413.19,416.90,410.14
410.09,408.24,412.96,404.20
409.51,404.80,409.81,403.64
405.12,405.70,408.31,402.58
404.92,404.27,407.50,400.11
403.07,399.55,403.59,399.18
402.25,415.99,415.99,402.25
415.74,409.38,417.62,408.30
410.64,433.60,434.95,410.64
433.96,437.32,441.54,430.09
439.20,440.59,441.89,434.45
437.79,440.56,441.50,435.15
442.80,431.21,443.19,429.13
433.24,434.24,435.47,431.74
435.23,439.51,440.60,433.42
438.13,437.99,439.48,435.00
437.21,440.91,441.50,437.21
440.11,432.03,440.91,429.55
429.78,424.22,429.78,416.00
425.31,425.60,431.01,424.35
425.04,423.80,426.86,417.32
420.45,428.86,428.86,418.80
428.21,422.70,428.97,421.02
423.63,437.14,439.17,423.41
435.63,425.31,439.00,424.00
425.40,428.52,429.87,421.76
432.00,437.93,444.95,431.94
435.34,437.19,441.79,435.32
435.48,435.99,441.00,435.25
436.98,433.43,440.00,433.03
436.00,437.20,441.62,431.06
435.94,442.75,443.40,435.27
441.96,451.11,459.10,440.44
449.69,455.43,456.50,445.22
450.73,455.39,457.73,448.55
458.00,457.01,459.57,453.53
454.00,457.20,464.47,452.54
457.85,458.04,461.60,455.82
457.79,455.27,462.35,453.95
455.50,448.93,457.58,446.46
443.58,433.78,444.91,430.30
433.01,425.99,438.88,416.00
466.61,462.34,469.40,453.11
465.94,460.03,465.97,459.51
460.75,453.88,463.99,450.23
450.00,445.23,452.24,440.81
443.27,449.18,454.49,443.01
453.75,464.79,464.80,453.75
462.87,469.13,469.74,461.56
470.00,466.69,474.74,459.26
464.55,469.08,471.70,460.11
464.67,468.52,474.36,464.67
461.26,464.41,468.69,457.22
462.20,463.19,466.76,457.30
459.21,463.61,464.50,455.44
451.63,461.34,464.35,451.25
459.12,455.96,466.53,450.00
462.50,452.19,462.50,451.77
456.88,449.54,457.79,448.50
453.00,456.93,458.47,443.12
458.00,455.70,462.19,448.72
454.55,466.26,467.99,450.06
470.52,476.01,478.00,468.00
480.13,487.00,490.39,478.15
488.47,483.99,491.36,483.99
482.84,491.69,493.44,481.00
495.01,504.00,506.69,493.63
503.02,506.44,509.00,500.60
508.18,513.85,515.64,507.83
515.21,518.59,518.68,509.50
516.65,516.94,522.00,514.81
520.00,506.27,521.00,503.54
506.38,508.86,511.85,502.22
514.00,506.82,515.98,504.55
507.86,512.45,512.50,500.47
509.99,512.14,515.00,505.50
514.25,514.81,516.30,509.50
511.79,512.65,514.00,508.01
512.88,520.07,520.34,509.35
517.28,516.78,517.85,507.55
517.00,525.53,525.57,512.67
530.60,531.35,537.00,530.02
533.14,543.95,544.27,530.36
544.80,544.31,547.91,542.23
544.94,537.69,546.20,532.37
538.66,539.45,544.56,534.80
538.87,550.03,551.17,537.58
550.23,547.01,556.27,545.95
551.82,555.65,561.88,551.22
556.47,540.11,561.00,537.03
539.99,537.56,544.23,528.00
535.50,533.97,545.50,531.18
530.50,519.03,540.93,518.10
519.25,529.20,532.00,517.58
531.30,528.50,531.92,524.28
528.50,520.99,530.15,518.00
520.50,523.96,527.04,514.10
524.34,520.61,530.68,520.50
518.01,503.38,519.33,498.61
499.86,504.40,505.39,493.67
505.10,518.38,521.01,502.79
519.87,522.10,527.50,519.23
521.17,520.08,525.99,519.60
512.95,501.66,513.58,501.04
504.00,490.92,504.68,489.00
488.51,498.81,502.77,487.70
497.50,505.11,507.45,496.74
505.39,501.44,509.65,500.55
506.05,515.19,515.19,505.15
514.18,507.06,519.39,506.06
507.99,512.78,514.98,504.14
506.38,507.80,516.36,505.00
506.05,502.87,510.38,501.03
504.68,506.12,511.28,501.26
504.52,500.68,509.81,497.19
501.12,503.17,506.28,495.70
501.86,493.18,502.90,491.38
495.50,482.13,497.60,480.00
486.40,480.72,489.33,477.14
476.75,471.17,480.99,468.51
470.15,461.71,471.91,452.34
466.40,462.35,467.92,460.16
456.36,458.78,465.46,451.75
461.56,487.61,489.56,458.95
485.11,480.66,489.38,480.34
474.24,490.00,490.69,473.10
490.43,482.97,490.59,480.05
483.74,487.10,489.69,483.74
489.35,495.40,495.65,486.62
497.60,503.88,507.10,492.41
507.61,511.93,514.51,505.62
513.39,524.80,525.24,510.00
525.00,535.37,537.10,521.11
534.84,536.13,538.96,530.04
541.74,547.34,549.60,540.17
538.69,552.15,552.15,535.26
544.00,536.55,548.75,535.20
534.58,528.57,535.49,526.20
534.14,532.27,541.97,530.00
534.77,519.72,537.69,518.50
522.28,522.50,526.85,515.80
520.60,516.66,521.39,510.16
521.98,537.50,538.86,520.49
538.02,529.95,538.62,529.15
527.90,526.01,542.50,523.68
527.18,530.37,533.27,525.00
529.00,529.75,540.00,529.00
530.33,533.67,538.46,530.33
532.38,517.21,534.70,516.01
516.70,522.29,529.97,511.85
528.18,537.65,542.87,526.00
547.23,538.86,547.88,527.69
536.10,518.32,539.15,517.45
522.32,521.97,525.39,501.31
518.01,483.34,519.45,480.84
537.60,527.81,540.90,510.52
510.25,505.00,523.49,503.94
511.00,517.42,525.10,490.50
503.16,498.80,512.95,497.50
501.95,500.16,508.06,485.33
505.72,503.11,509.99,498.00
504.66,514.35,514.93,500.39
506.73,497.32,508.26,489.00
499.20,491.85,505.51,486.00
476.57,458.80,476.85,450.15
452.00,448.95,477.80,445.15
458.50,446.32,463.99,441.55
450.13,476.61,477.48,447.73
478.89,485.50,487.97,475.00
487.64,483.56,494.98,480.95
477.99,503.47,503.81,475.50
510.00,521.01,522.32,509.06
520.49,535.22,541.78,518.51
539.40,537.26,542.69,529.54
537.26,529.84,541.47,529.08
519.96,528.19,530.49,518.10
517.49,533.70,534.20,514.01
540.00,542.14,542.51,533.00
538.65,538.39,549.33,533.10
534.89,520.75,538.04,516.90
511.45,528.87,531.77,508.14
530.47,523.03,530.70,516.60
524.93,529.56,539.00,513.00
533.68,524.00,534.70,522.70
528.62,525.47,531.17,523.13
518.34,531.45,536.45,510.54
533.09,537.24,554.00,528.00
538.00,531.27,549.96,531.00
516.39,505.57,521.49,499.25
503.00,514.61,517.61,500.70
514.70,513.59,515.99,492.00
523.49,511.12,523.58,504.07
512.74,498.09,518.00,495.34
506.03,478.02,506.78,463.15
469.12,449.46,472.27,449.33
454.35,445.75,467.00,445.29
440.70,444.00,447.97,411.26
441.17,445.67,449.50,424.12
447.78,469.56,472.83,444.28
474.12,467.73,474.84,457.80
475.75,483.85,483.95,474.00
480.95,493.26,494.64,478.62
499.45,485.54,503.98,485.11
485.06,493.77,495.75,483.93
503.13,499.13,503.35,492.51
495.29,492.85,506.87,491.47
492.16,493.21,496.72,475.90
490.82,479.00,493.26,473.81
478.47,473.82,480.50,468.67
479.72,495.46,495.79,478.32
494.00,519.82,521.24,491.85
517.02,505.06,522.99,503.67
510.11,495.63,513.61,480.32
512.38,520.55,524.42,510.69
515.00,523.68,526.75,511.00
519.00,507.72,522.00,507.69
492.08,489.02,499.23,478.65
496.15,493.64,497.23,487.00
498.57,511.71,511.77,490.31
509.00,513.37,516.98,498.00
517.24,509.00,519.00,503.20
520.00,552.85,553.33,519.63
543.00,536.55,547.79,535.10
542.34,528.36,543.00,525.55
535.11,533.31,535.47,525.07
530.98,534.40,544.38,530.16
531.54,546.82,549.76,530.17
541.37,538.33,548.00,537.00
538.05,513.40,541.00,511.41
514.63,496.92,515.63,493.62
486.97,477.65,494.91,474.38
472.78,481.07,485.99,472.16
478.00,464.53,479.39,464.03
462.97,459.18,466.97,456.27
474.51,472.50,483.03,468.75
475.41,463.00,475.50,460.66
478.89,485.89,486.45,472.94
483.87,488.43,493.27,482.01
497.42,486.48,498.82,485.00
495.63,484.02,495.63,478.99
482.77,479.10,485.88,473.36
476.71,484.29,486.39,472.00
482.86,479.46,486.00,477.00
480.00,479.74,482.00,474.38
474.50,475.39,476.27,468.00
476.14,462.69,481.66,461.40
462.06,445.19,463.12,441.60
450.05,445.39,452.50,438.76
450.00,457.08,457.68,448.13
456.65,459.73,465.45,455.10
466.01,480.09,480.09,466.01
478.25,472.33,478.80,464.51
472.59,479.69,482.61,470.84
482.33,481.73,483.61,478.12
480.00,484.21,487.24,479.29
483.00,475.40,483.91,474.26
476.31,476.00,477.59,465.85
474.70,467.71,477.90,467.50
475.00,485.15,486.54,474.65
485.47,480.91,485.66,476.20
479.08,486.21,488.00,473.42
487.83,480.31,489.28,479.06
482.19,476.08,485.00,472.40
481.63,484.28,486.21,480.02
483.00,477.70,484.96,476.76
477.57,476.18,479.49,471.11
472.61,482.43,483.00,469.28
487.57,498.21,501.60,485.37
497.00,518.83,519.39,496.00
520.00,526.07,527.05,520.00
521.47,518.58,521.97,514.30
517.12,518.02,525.05,514.00
514.46,523.73,525.50,512.60
523.47,528.35,529.92,518.66
530.00,524.66,537.56,523.00
523.80,525.86,527.38,520.73
522.95,522.41,524.16,518.60
525.50,529.49,531.00,523.60
533.41,535.90,536.46,522.37
535.00,533.83,536.50,529.93
538.63,546.98,549.00,537.52
544.80,536.73,547.60,536.61
535.80,529.19,538.75,527.62
527.54,538.37,538.81,527.38
537.46,540.13,542.96,533.23
533.65,545.04,546.90,533.24
549.43,571.15,573.13,547.10
569.42,576.94,588.56,569.42
581.02,570.30,584.88,568.61
570.39,571.32,574.24,558.15
571.58,582.52,583.50,571.27
585.52,584.75,593.00,579.28
585.00,587.72,591.00,581.25
588.53,587.40,593.82,585.24
590.17,590.41,595.84,589.77
594.95,591.54,597.00,587.13
634.81,632.76,637.88,627.31
632.40,627.02,634.66,626.42
626.03,637.32,638.56,626.00
637.42,645.86,646.00,635.66
647.03,642.69,649.70,635.20
634.53,629.74,638.52,628.20
636.00,641.60,643.82,635.51
647.43,653.82,654.90,641.26
655.00,647.45,655.09,647.00
647.45,650.95,653.38,644.62
654.96,653.79,655.33,647.08
653.15,650.75,653.54,643.90
649.99,657.25,659.67,646.07
657.25,675.50,675.64,657.25
678.86,696.93,699.89,678.51
693.30,696.47,698.04,686.15
695.56,703.65,709.31,695.25
700.28,711.99,713.53,699.50
713.95,714.99,717.17,707.00
722.01,735.40,736.92,718.85
735.39,728.85,736.45,727.20
729.45,718.20,734.63,709.43
712.10,720.04,722.05,709.09
725.00,717.50,729.06,715.90
717.26,719.97,727.63,717.25
721.20,743.62,745.00,721.20
737.55,745.90,746.54,729.00
749.28,756.80,759.89,748.00
746.85,764.75,768.90,746.00
768.50,741.26,774.96,739.06
750.88,729.57,751.00,719.25
731.44,742.15,744.00,724.29
739.79,735.18,749.81,730.70
737.00,702.00,738.40,698.95
704.20,715.37,721.37,699.05
714.81,732.22,739.00,712.06
727.71,717.18,738.58,711.65
719.86,710.17,727.00,707.28
701.20,699.00,702.21,683.24
696.67,685.01,703.99,678.04
701.57,724.55,726.98,695.49
723.40,733.27,736.85,720.88
750.98,762.13,767.50,748.00
761.01,760.82,772.35,751.00
760.82,755.17,766.89,750.00
755.56,761.06,762.40,747.14
763.05,749.73,764.59,745.55
745.31,736.07,747.00,734.31
736.38,737.65,752.46,734.53
736.01,716.20,739.99,705.01
708.74,718.95,733.05,707.20
703.12,681.11,706.00,680.23
671.49,675.39,684.84,670.02
669.50,663.18,673.88,662.18
664.59,662.33,675.59,658.97
664.90,662.24,674.80,656.99
663.77,645.41,665.49,645.00
648.85,632.00,650.73,630.13
635.03,657.68,658.84,635.00
659.53,660.08,679.09,655.74
657.07,673.12,675.07,652.61
676.31,668.97,676.93,658.71
668.40,652.88,668.97,652.12
660.01,658.04,666.93,651.16
650.02,637.76,651.18,637.62
637.00,625.49,639.04,616.91
608.03,610.50,615.49,604.65
614.02,616.54,620.70,603.49
615.21,619.83,628.00,613.43
625.58,642.51,643.00,623.33
653.50,636.15,659.17,634.30
632.89,644.36,644.80,628.52
653.74,641.71,657.55,641.00
645.00,646.98,647.00,630.77
643.23,646.50,653.53,641.50
647.11,640.32,647.63,631.07
642.00,659.41,660.00,638.22
656.32,673.50,675.00,654.00
673.66,680.11,683.37,670.20
678.69,670.82,679.74,665.77
672.00,657.58,677.45,656.50
660.21,666.98,667.22,655.01
662.19,651.65,663.74,647.50
653.29,656.36,659.70,647.14
658.85,653.84,663.07,648.92
648.30,643.48,649.63,633.00
657.63,664.52,665.41,653.51
665.48,680.86,681.58,665.01
684.84,690.55,695.15,683.01
685.97,681.65,693.17,676.51
674.90,671.66,676.00,664.12
671.01,664.87,675.00,661.47
671.20,648.65,672.84,644.43
646.07,646.66,659.37,635.66
639.00,639.08,643.74,632.76
642.05,642.95,646.80,635.26
639.95,637.73,640.77,634.57
640.14,647.37,649.85,636.07
646.61,655.68,657.13,642.24
659.88,672.67,678.95,659.45
670.47,673.20,676.59,663.50
659.36,669.11,672.07,652.50
670.73,665.58,676.65,663.56
654.44,631.04,655.33,628.10
638.91,628.32,639.70,618.57
650.05,683.99,685.90,648.00
687.04,682.54,692.25,672.26
680.00,661.74,681.64,660.87
666.94,642.98,667.69,642.30
636.76,649.01,656.47,634.01
667.76,663.99,673.83,658.96
663.00,665.12,674.57,657.33
673.00,679.80,682.97,672.76
575.10,562.32,586.97,559.75
563.01,562.26,570.35,553.42
562.39,563.16,567.00,555.95
564.60,562.00,566.80,557.11
563.60,564.66,568.42,560.64
564.82,575.31,575.43,563.00
577.12,586.79,589.88,576.68
588.50,588.78,592.24,582.61
585.00,586.61,587.62,580.00
588.92,585.76,599.85,579.81
585.16,591.04,593.31,583.00
590.87,593.53,597.57,590.17
591.20,593.18,598.50,586.64
593.81,588.40,594.95,587.56
588.00,590.12,591.87,585.10
591.82,603.21,606.63,591.02
599.72,603.60,610.28,599.51
606.47,604.57,610.23,598.01
604.25,596.89,606.49,595.00
597.50,595.18,601.72,594.45
599.57,604.00,609.24,597.26
612.50,621.55,622.89,612.11
620.97,608.32,624.50,607.46
608.60,617.76,621.25,606.11
620.00,619.95,628.49,615.95
619.95,626.93,629.78,617.68
628.15,637.48,645.06,627.84
636.85,643.35,646.08,634.61
640.35,640.73,649.30,638.05
641.01,639.03,644.17,636.55
635.69,633.77,635.89,629.58
640.17,636.15,643.00,634.61
631.81,631.18,633.66,628.15
631.76,631.75,649.00,631.50
631.12,622.09,636.38,617.32
625.70,630.52,633.91,622.42
628.00,619.07,629.30,617.59
620.74,624.86,626.11,618.66
627.90,616.28,628.67,611.44
618.55,622.82,625.30,614.18
624.96,635.04,637.58,623.12
638.47,631.89,643.88,628.19
627.55,630.96,632.93,622.15
629.76,617.89,634.06,617.16
619.31,602.41,619.31,599.71
610.11,598.14,610.69,590.66
589.75,593.15,596.05,588.90
594.00,601.02,601.80,585.25
605.04,597.77,608.88,595.76
597.68,598.24,606.65,593.62
598.23,582.38,599.10,570.68
578.60,560.50,578.61,555.47
559.10,567.20,574.55,557.94
555.00,569.04,575.00,553.97
573.30,563.67,574.47,560.40
568.62,557.87,570.71,556.45
582.00,579.46,589.44,572.60
579.25,573.77,579.33,569.05
574.90,586.10,586.84,568.62
650.06,634.74,657.60,634.04
634.80,634.79,635.97,627.34
636.00,644.90,645.88,634.00
639.30,634.61,643.00,628.13
632.35,627.87,640.65,627.11
618.50,625.87,632.59,616.04
629.10,633.43,635.75,626.00
629.36,630.31,640.93,628.40
634.03,616.40,635.21,615.77
614.99,617.52,622.50,611.55
616.94,614.78,623.69,611.30
624.54,625.50,629.00,620.79
627.52,635.58,639.00,624.69
636.23,639.58,643.49,634.85
642.03,641.91,643.09,636.78
640.87,639.99,643.50,636.56
638.86,636.75,644.92,633.85
635.92,658.05,659.89,632.78
661.25,665.74,672.44,660.00
663.24,663.19,666.30,656.66
670.00,667.80,679.23,665.88
665.50,663.81,668.98,659.51
664.38,664.23,667.60,654.13
664.00,664.14,670.36,658.01
667.00,659.10,672.95,656.65
645.89,625.96,649.99,623.10
631.01,623.22,634.40,621.09
626.50,624.73,631.98,623.42
625.51,613.08,628.32,607.55
610.32,613.54,617.93,609.43
613.03,616.87,617.90,606.45
620.30,632.74,634.72,618.52
632.74,627.23,638.64,626.00
628.98,630.83,633.85,622.86
622.63,618.88,625.64,612.12
614.36,617.34,619.01,612.25
615.16,602.37,617.46,600.39
604.43,610.03,612.34,597.15
606.60,608.88,614.24,604.10
607.15,620.39,623.00,601.50
637.83,638.40,641.93,627.67
652.59,648.73,659.00,645.87
648.25,648.41,649.87,642.00
648.00,657.38,659.99,644.37
657.72,657.42,662.98,654.30
655.92,651.59,658.23,650.18
655.24,653.62,657.83,645.55
653.48,655.49,657.38,650.35
657.77,662.92,667.87,657.25
658.38,663.35,665.79,653.54
661.10,667.84,671.00,658.25
670.73,669.89,675.30,661.34
669.97,672.72,677.08,668.55
671.50,671.27,678.88,668.51
674.91,672.26,675.99,668.11
671.84,679.55,681.72,670.87
682.00,718.82,719.37,681.05
718.65,704.98,721.96,700.40
703.16,700.29,710.58,694.02
701.90,695.09,705.43,694.00
675.96,685.47,687.34,673.72
693.12,685.56,698.03,684.68
681.86,679.29,686.01,678.73
683.89,691.57,697.78,683.02
693.77,694.10,704.17,690.00
694.10,690.69,697.46,679.65
693.55,700.83,702.04,691.47
699.68,696.11,700.00,692.16
696.80,703.38,705.77,695.37
703.00,704.17,708.00,698.90
699.95,705.62,707.99,697.66
704.20,702.26,706.23,698.50
703.16,703.47,707.57,700.52
705.21,688.20,707.57,687.64
688.50,683.33,690.56,675.11
688.50,684.70,689.90,680.92
686.94,671.54,692.79,671.54
671.65,678.49,680.50,665.05
709.05,695.91,712.50,692.00
696.30,689.11,697.72,680.69
689.05,695.62,698.77,683.68
694.55,714.01,714.71,692.47
716.00,718.41,723.05,715.30
721.07,718.90,728.70,717.03
722.15,719.03,723.74,716.53
722.06,720.92,724.30,716.02
721.01,725.07,725.92,719.79
723.00,722.04,727.38,714.56
723.00,715.53,723.73,714.53
715.40,713.15,717.80,708.86
711.61,713.50,716.44,711.06
706.43,696.81,707.62,694.90
697.53,684.15,702.69,679.71
689.68,687.58,691.22,685.53
688.44,683.99,699.49,683.51
689.36,697.91,697.92,686.00
700.02,695.64,703.50,693.30
697.88,694.59,700.00,693.24
687.60,694.86,695.53,682.50
694.30,688.16,694.80,686.01
689.08,695.76,697.92,686.81
701.49,705.91,706.00,698.52
706.24,698.72,707.27,697.11
698.00,701.35,702.13,689.00
693.22,693.31,697.76,687.42
691.76,696.53,696.81,688.10
696.00,696.13,700.71,690.65
699.05,718.94,719.71,697.24
720.91,733.99,735.29,718.72
732.77,743.11,745.24,722.45
733.45,711.38,735.63,710.93
719.62,720.70,723.31,713.48
714.99,708.80,716.02,702.40
707.07,690.01,707.36,683.54
686.93,683.57,697.90,682.31
685.01,690.87,691.59,677.72
692.75,702.35,707.41,692.46
702.98,700.80,704.53,693.72
705.00,711.22,720.50,703.50
705.93,701.19,710.71,693.92
704.49,699.43,709.05,697.06
698.55,695.99,702.73,693.49
696.56,694.06,700.00,691.10
693.75,707.95,712.60,693.75
717.43,724.77,728.54,716.85
723.50,726.71,730.95,722.70
730.96,725.05,730.99,717.90
726.22,735.27,736.00,726.11
735.00,737.50,744.98,728.72
742.00,765.41,769.67,742.00
761.00,777.44,779.25,758.37
776.04,791.14,794.00,776.04
790.05,805.75,808.51,789.95
806.00,800.08,811.48,797.50
805.03,813.66,814.58,802.18
825.70,842.50,842.75,824.19
842.90,825.96,847.33,825.06
803.45,798.03,820.72,795.31
789.00,803.60,805.65,784.32
797.65,801.12,804.18,795.55
811.80,804.33,819.99,801.31
796.12,792.27,801.68,789.45
795.00,807.54,816.40,792.27
805.77,803.93,819.98,802.87
805.15,802.62,805.86,788.26
800.76,798.69,811.00,794.05
797.95,795.50,809.00,795.00
794.85,805.90,806.03,787.00
810.18,816.45,819.24,805.11
819.21,823.45,825.00,815.06
815.32,813.42,821.67,809.33
821.48,807.90,821.58,802.67
805.43,814.82,815.89,803.49
812.60,815.75,817.49,810.47
822.00,825.54,831.09,818.60
829.08,834.82,839.45,826.52
834.00,828.55,839.67,827.52
