PCLN,The Priceline Group Inc.  - Common Stock,NASDAQ
1359.88,1345.78,1360.00,1333.29
1346.60,1350.00,1364.33,1338.33
1343.31,1340.00,1357.43,1337.00
1331.00,1338.50,1349.57,1331.00
1332.00,1335.27,1341.00,1323.45
1334.00,1333.95,1336.83,1321.49
1331.75,1353.74,1357.00,1327.00
1330.00,1317.59,1355.91,1310.15
1332.41,1343.66,1368.46,1332.41
1349.00,1356.69,1358.78,1325.00
1346.22,1354.64,1358.54,1335.08
1258.00,1253.04,1266.00,1205.25
1253.88,1240.85,1263.92,1239.02
1231.01,1250.10,1253.00,1231.01
1250.10,1244.92,1253.00,1231.12
1252.75,1268.27,1274.55,1250.51
1266.68,1267.31,1274.14,1260.00
1273.49,1282.25,1290.20,1270.22
1274.00,1278.64,1289.00,1271.01
1281.95,1283.47,1289.45,1269.06
1284.89,1278.02,1295.95,1274.16
1271.21,1267.27,1288.00,1255.38
1250.78,1250.31,1258.90,1233.89
1254.21,1249.29,1258.83,1245.68
1246.35,1237.49,1253.92,1234.72
1237.86,1256.63,1262.66,1236.95
1258.51,1270.18,1277.23,1251.00
1270.93,1269.02,1279.99,1261.57
1267.02,1273.00,1273.60,1262.50
1278.45,1264.33,1286.35,1255.00
1259.06,1278.00,1282.57,1249.51
1279.40,1290.00,1290.35,1272.17
1280.79,1301.71,1303.77,1276.05
1302.52,1349.10,1351.74,1299.08
1348.01,1360.00,1373.98,1345.01
1360.00,1354.83,1368.90,1352.01
1347.02,1340.07,1351.31,1336.31
1327.61,1318.90,1331.36,1315.40
1313.50,1315.47,1337.96,1312.69
1310.91,1304.10,1321.00,1291.02
1306.10,1305.42,1319.00,1302.27
1304.00,1323.89,1335.00,1303.39
1324.20,1309.24,1324.20,1304.01
1323.64,1341.96,1359.90,1322.30
1344.35,1343.05,1351.00,1329.29
1373.25,1360.10,1374.50,1352.33
1374.00,1390.20,1394.00,1371.00
1293.78,1232.14,1313.77,1217.33
1220.12,1186.05,1233.91,1148.06
1217.98,1204.25,1235.70,1188.85
1220.00,1239.41,1248.96,1216.00
1271.25,1248.41,1275.57,1240.01
1249.01,1267.37,1275.70,1245.51
1259.56,1275.03,1275.05,1246.21
1269.86,1292.04,1294.43,1260.00
1289.64,1297.26,1305.94,1289.64
1306.94,1329.46,1330.62,1304.22
1342.90,1351.03,1360.99,1341.49
1362.00,1345.43,1366.99,1334.01
1342.38,1338.65,1359.71,1337.89
1345.26,1346.18,1351.00,1340.25
1327.89,1330.57,1334.00,1322.59
1332.50,1341.36,1349.43,1328.10
1332.00,1327.00,1338.59,1325.00
1330.11,1352.83,1362.99,1323.68
1349.01,1332.50,1350.80,1325.82
1336.23,1327.40,1336.70,1323.07
1330.45,1321.67,1330.73,1305.09
1322.75,1324.53,1331.32,1316.03
1319.40,1324.48,1340.00,1315.46
1310.00,1326.10,1329.87,1310.00
1314.99,1350.81,1353.99,1313.42
1353.73,1356.08,1363.59,1342.40
1353.31,1345.38,1363.00,1325.72
1341.60,1371.14,1376.68,1336.03
1358.40,1359.99,1363.68,1344.32
1435.00,1414.22,1435.00,1406.99
1415.54,1405.00,1418.58,1402.02
1404.51,1407.01,1409.40,1398.25
1411.00,1406.28,1412.00,1401.05
1408.75,1406.92,1416.43,1405.37
1400.95,1407.98,1408.34,1400.95
1408.00,1399.16,1412.10,1396.75
1397.95,1408.66,1410.37,1392.44
1408.66,1427.20,1429.27,1404.03
1440.00,1443.07,1449.90,1437.50
1438.00,1432.00,1443.07,1428.08
1434.44,1423.99,1434.45,1421.00
1425.32,1422.47,1433.00,1419.50
1419.21,1410.18,1429.53,1404.01
1404.13,1415.55,1418.60,1404.13
1415.55,1419.79,1429.69,1410.50
1423.00,1425.19,1433.97,1419.76
1422.69,1416.55,1430.51,1412.00
1414.15,1416.73,1418.41,1408.00
1422.50,1418.59,1424.37,1408.53
1427.00,1422.85,1429.98,1415.76
1421.92,1436.96,1436.96,1416.25
1434.75,1444.01,1447.32,1429.83
1443.33,1445.83,1454.11,1441.93
1432.66,1413.90,1443.00,1413.23
1402.67,1436.21,1443.13,1402.67
1426.00,1415.95,1439.99,1405.53
1418.70,1429.38,1431.20,1416.01
1431.98,1457.22,1458.91,1426.16
1453.31,1460.05,1462.91,1442.22
1469.00,1448.06,1473.17,1446.55
1457.89,1449.00,1459.53,1440.00
1452.64,1464.00,1464.69,1442.51
1464.85,1465.87,1469.93,1458.00
1465.00,1456.76,1465.00,1452.41
1452.62,1447.15,1453.77,1440.23
1446.65,1453.49,1460.52,1441.22
1459.48,1458.03,1461.56,1449.25
1459.01,1472.98,1481.78,1455.31
1478.07,1471.49,1480.69,1463.92
1463.83,1486.72,1490.43,1459.42
1494.35,1489.02,1498.83,1483.02
1493.56,1497.58,1501.79,1490.00
1492.73,1490.44,1497.26,1485.28
1498.74,1479.82,1498.74,1478.01
1481.00,1475.18,1486.59,1470.24
1470.00,1459.02,1475.52,1455.01
1458.00,1454.84,1469.30,1452.81
1445.80,1442.52,1449.16,1429.58
1450.00,1439.57,1456.35,1435.05
1436.63,1437.65,1443.36,1429.60
1450.63,1454.97,1459.90,1446.51
1457.35,1469.20,1474.70,1455.21
1473.93,1468.29,1473.99,1461.01
1460.77,1467.39,1468.00,1455.50
1478.21,1471.80,1479.83,1465.48
1466.24,1479.03,1481.85,1465.87
1475.00,1469.16,1477.55,1465.48
1475.10,1463.02,1480.00,1461.08
1465.08,1474.82,1483.00,1460.00
1478.30,1474.23,1479.61,1472.28
1474.23,1467.00,1480.01,1453.93
1468.48,1445.33,1469.55,1441.79
1449.35,1438.10,1456.52,1435.41
1429.05,1424.28,1442.14,1422.19
1437.45,1480.33,1485.20,1435.79
1540.00,1578.13,1589.21,1540.00
1565.00,1570.26,1575.00,1546.58
1584.44,1554.32,1600.93,1520.30
1548.10,1540.65,1557.70,1530.87
1540.46,1489.18,1541.93,1482.23
1499.97,1497.45,1507.77,1485.60
1492.39,1503.23,1517.00,1488.23
1502.54,1512.90,1530.95,1500.19
1512.28,1507.35,1529.00,1504.53
1512.00,1524.18,1531.03,1507.20
1530.25,1535.42,1535.90,1525.64
1530.92,1520.99,1533.56,1510.89
1523.12,1521.68,1527.99,1511.40
1517.30,1525.07,1536.00,1513.11
1528.65,1520.27,1532.90,1515.00
1523.25,1503.68,1528.58,1500.21
1501.69,1479.66,1504.12,1468.97
1481.48,1473.00,1488.80,1466.98
1476.19,1499.76,1502.87,1475.23
1506.96,1504.82,1508.09,1493.99
1504.69,1527.04,1527.80,1501.87
1535.36,1548.67,1551.77,1522.76
1555.50,1557.98,1559.18,1549.94
1560.55,1536.78,1566.63,1528.57
1545.19,1540.11,1560.00,1538.26
1542.74,1528.45,1549.13,1525.72
1520.00,1501.20,1523.00,1500.57
1507.50,1484.28,1507.97,1473.13
1484.27,1488.83,1501.47,1477.99
1488.06,1502.25,1503.96,1483.98
1498.11,1505.76,1512.71,1495.00
1501.40,1481.34,1503.18,1475.42
1477.54,1486.20,1490.08,1470.34
1490.01,1493.42,1503.39,1486.43
1494.73,1480.46,1496.05,1476.48
1477.21,1480.16,1487.43,1473.35
1483.49,1466.06,1483.49,1462.34
1476.91,1477.57,1487.36,1459.49
1484.64,1487.29,1493.65,1480.75
1489.89,1503.70,1504.94,1489.89
1501.54,1520.57,1526.47,1501.21
1518.00,1529.64,1538.77,1518.00
1534.96,1535.25,1544.56,1529.50
1532.21,1536.11,1546.67,1527.02
1531.56,1538.59,1539.93,1516.00
1535.75,1545.82,1548.95,1531.26
