ICF,iShares Cohen & Steers REIT ETF,NASDAQ
96.74,96.62,97.27,96.07
96.16,95.03,96.24,94.59
95.44,95.99,97.04,95.44
96.14,96.69,96.74,95.65
97.03,97.21,97.73,96.61
97.44,99.25,99.41,97.23
98.77,99.82,100.14,98.39
99.96,99.61,100.79,99.51
99.48,100.56,100.68,99.31
101.07,100.71,101.20,99.97
100.99,98.64,100.99,98.55
98.69,97.96,99.29,97.72
98.40,99.53,100.11,98.40
100.16,100.60,101.00,100.05
100.59,100.65,101.17,100.06
100.72,99.16,101.30,99.12
97.48,97.47,97.57,96.46
97.43,97.68,97.80,97.18
97.70,97.88,98.25,97.33
98.07,97.24,98.07,96.98
97.59,98.32,98.62,97.04
98.59,99.64,99.81,98.04
99.92,99.77,100.00,99.00
99.88,101.22,101.41,99.80
100.77,101.90,101.92,99.93
101.61,102.07,102.49,101.35
102.24,101.20,102.24,101.16
101.17,99.92,101.17,99.90
99.89,99.22,99.99,99.11
99.24,99.69,99.78,98.33
99.57,99.43,99.82,99.19
