OBAS,Optibase Ltd. - Ordinary Shares,NASDAQ
1.46,1.45,1.46,1.45
1.45,1.45,1.45,1.45
1.50,1.50,1.52,1.50
1.48,1.44,1.48,1.44
1.43,1.43,1.48,1.43
1.43,1.42,1.43,1.42
1.42,1.48,1.48,1.42
1.43,1.43,1.47,1.41
1.45,1.47,1.47,1.39
1.43,1.43,1.43,1.39
1.37,1.45,1.45,1.36
1.37,1.45,1.45,1.36
1.44,1.45,1.45,1.38
1.45,1.45,1.45,1.45
1.45,1.46,1.48,1.45
1.45,1.49,1.49,1.45
1.50,1.45,1.50,1.45
1.45,1.45,1.48,1.45
1.45,1.39,1.46,1.39
1.37,1.44,1.45,1.37
1.44,1.42,1.44,1.42
1.47,1.53,1.53,1.47
1.50,1.51,1.51,1.50
1.50,1.54,1.54,1.50
1.54,1.50,1.54,1.50
1.50,1.50,1.50,1.50
1.51,1.50,1.51,1.50
1.50,1.50,1.55,1.50
1.50,1.50,1.50,1.50
1.50,1.55,1.55,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.53,1.54,1.55,1.53
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.55,1.53,1.59,1.53
1.56,1.60,1.64,1.56
1.60,1.54,1.60,1.54
1.54,1.64,1.64,1.54
1.64,1.62,1.65,1.62
1.60,1.60,1.60,1.60
1.61,1.75,1.75,1.60
1.75,1.73,1.75,1.73
1.75,1.70,1.75,1.70
1.70,1.75,1.75,1.70
1.70,1.60,1.70,1.60
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.60,1.56,1.60,1.56
1.57,1.61,1.61,1.57
1.58,1.56,1.61,1.56
1.60,1.60,1.60,1.60
1.61,1.61,1.62,1.61
1.60,1.60,1.60,1.60
1.60,1.58,1.61,1.58
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.61,1.70,1.70,1.61
1.70,1.70,1.70,1.69
1.72,1.64,1.74,1.62
1.71,1.69,1.72,1.69
1.69,1.71,1.73,1.69
1.71,1.63,1.71,1.63
1.75,1.67,1.75,1.67
1.62,1.65,1.65,1.57
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.65
1.63,1.65,1.66,1.63
1.65,1.74,1.74,1.65
1.67,1.73,1.73,1.65
1.73,1.73,1.73,1.73
1.73,1.73,1.73,1.73
1.71,1.70,1.71,1.70
1.70,1.74,1.75,1.70
1.75,1.74,1.75,1.74
1.75,1.70,1.75,1.70
1.70,1.63,1.79,1.63
1.65,1.65,1.71,1.65
1.71,1.73,1.73,1.71
1.65,1.73,1.73,1.65
1.73,1.73,1.73,1.73
1.75,1.74,1.75,1.74
1.74,1.74,1.74,1.74
1.74,1.71,1.75,1.71
1.67,1.70,1.70,1.66
1.68,1.68,1.68,1.67
1.68,1.68,1.68,1.68
1.75,1.66,1.75,1.66
1.72,1.66,1.75,1.66
1.70,1.61,1.70,1.61
1.61,1.61,1.61,1.61
1.61,1.62,1.62,1.61
1.60,1.54,1.62,1.54
1.65,1.67,1.68,1.55
1.70,1.74,1.75,1.70
1.74,1.67,1.74,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.66,1.75,1.75,1.66
1.75,1.75,1.79,1.72
1.75,1.75,1.76,1.75
1.75,1.75,1.78,1.75
1.70,1.75,1.75,1.70
1.75,1.75,1.75,1.75
1.75,1.65,1.75,1.65
1.65,1.75,1.75,1.65
1.65,1.68,1.75,1.65
1.65,1.65,1.65,1.65
1.64,1.60,1.64,1.51
1.60,1.60,1.60,1.60
1.52,1.52,1.73,1.51
1.54,1.45,1.54,1.44
1.45,1.52,1.62,1.45
1.40,1.45,1.60,1.40
1.45,1.57,1.57,1.45
1.45,1.48,1.61,1.45
1.56,1.50,1.56,1.50
1.49,1.49,1.49,1.49
1.45,1.49,1.59,1.45
1.46,1.46,1.46,1.46
1.55,1.46,1.55,1.46
1.46,1.46,1.46,1.46
1.47,1.48,1.48,1.47
1.47,1.47,1.47,1.46
1.48,1.59,1.59,1.48
1.45,1.45,1.59,1.45
1.46,1.54,1.58,1.46
1.54,1.54,1.54,1.54
1.55,1.45,1.55,1.45
1.45,1.45,1.45,1.45
1.47,1.53,1.53,1.45
1.53,1.49,1.80,1.44
1.49,1.50,1.50,1.44
1.44,1.44,1.44,1.44
1.46,1.40,1.46,1.40
1.44,1.36,1.44,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.45,1.46,1.50,1.45
1.47,1.47,1.47,1.39
1.47,1.47,1.47,1.47
1.40,1.40,1.41,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.43,1.43,1.43,1.43
1.42,1.41,1.42,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.45,1.46,1.47,1.45
1.45,1.46,1.50,1.45
1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46
1.46,1.45,1.46,1.45
1.45,1.45,1.45,1.45
1.46,1.50,1.53,1.46
1.50,1.50,1.50,1.50
1.52,1.49,1.54,1.45
1.49,1.49,1.49,1.49
1.31,1.38,1.40,1.30
1.46,1.45,1.46,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.51,1.54,1.30
1.45,1.34,1.45,1.31
1.45,1.45,1.45,1.45
1.41,1.40,1.42,1.36
1.41,1.41,1.41,1.40
1.41,1.41,1.41,1.41
1.36,1.36,1.36,1.36
1.42,1.36,1.43,1.36
1.36,1.40,1.40,1.36
1.36,1.43,1.43,1.36
1.43,1.43,1.43,1.43
1.35,1.36,1.36,1.35
1.40,1.35,1.40,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.34,1.34,1.34,1.34
1.35,1.35,1.35,1.35
1.40,1.40,1.40,1.40
1.44,1.40,1.45,1.40
1.40,1.40,1.40,1.40
1.40,1.36,1.40,1.36
1.36,1.45,1.45,1.33
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.41,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.30
1.40,1.40,1.41,1.40
1.40,1.40,1.40,1.40
1.40,1.19,1.40,1.19
1.25,1.24,1.25,1.24
1.19,1.26,1.40,1.19
1.26,1.29,1.29,1.16
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.31,1.23,1.31,1.17
1.27,1.24,1.27,1.24
1.24,1.24,1.24,1.24
1.24,1.23,1.24,1.22
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.14,1.14,1.14,1.14
1.10,1.12,1.12,1.10
1.14,1.11,1.14,1.11
1.11,1.11,1.11,1.11
1.15,1.15,1.15,1.15
1.25,1.25,1.25,1.25
1.31,1.30,1.31,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.40,1.40,1.30
1.38,1.40,1.54,1.38
1.41,1.40,1.42,1.40
1.42,1.45,1.45,1.42
1.45,1.45,1.45,1.45
1.45,1.45,1.49,1.45
1.43,1.45,1.45,1.43
1.40,1.50,1.50,1.38
1.43,1.50,1.50,1.43
1.43,1.37,1.50,1.35
1.45,1.50,1.50,1.37
1.50,1.50,1.52,1.50
1.51,1.39,1.51,1.39
1.39,1.39,1.39,1.39
1.37,1.52,1.52,1.37
1.27,1.50,1.50,1.26
1.49,1.50,1.52,1.49
1.50,1.50,1.50,1.50
1.51,1.50,1.51,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.38
1.50,1.50,1.50,1.36
1.45,1.45,1.50,1.45
1.39,1.36,1.39,1.25
1.36,1.36,1.36,1.36
1.34,1.38,1.38,1.34
1.26,1.15,1.44,1.14
1.15,1.06,1.18,1.06
1.00,1.01,1.02,0.95
1.01,1.00,1.01,0.99
0.99,0.99,1.01,0.99
1.00,0.99,1.00,0.97
1.00,0.99,1.03,0.98
1.00,1.00,1.03,0.99
0.99,1.00,1.01,0.99
1.00,1.00,1.01,1.00
1.00,1.03,1.05,1.00
1.04,1.05,1.05,1.04
1.07,1.09,1.14,1.07
1.06,1.05,1.07,1.05
1.09,1.08,1.10,1.08
1.07,1.10,1.15,1.06
1.09,1.05,1.09,1.05
1.05,1.05,1.05,1.05
1.07,1.06,1.07,1.06
1.07,1.06,1.07,1.06
1.06,1.06,1.06,1.06
1.09,1.09,1.09,1.09
1.07,1.08,1.09,1.05
1.06,1.07,1.07,1.06
1.08,1.09,1.09,1.08
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.10,1.10,1.10,1.10
1.10,1.14,1.14,1.10
1.10,1.13,1.13,1.10
1.15,1.11,1.15,1.10
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.18,1.15,1.18,1.05
1.11,1.11,1.11,1.11
1.11,1.06,1.11,1.06
1.07,1.10,1.10,1.07
1.10,1.10,1.10,1.10
1.15,1.16,1.19,1.12
1.20,1.18,1.24,1.07
1.13,1.07,1.19,1.07
1.10,1.10,1.10,1.10
1.46,1.22,1.46,1.08
1.25,1.25,1.25,1.24
1.25,1.25,1.25,1.25
1.21,1.20,1.28,1.20
1.20,1.20,1.20,1.20
1.42,1.29,1.42,1.29
1.20,1.23,1.23,1.19
1.23,1.23,1.23,1.23
1.22,1.16,1.43,1.11
1.14,1.26,1.35,1.14
1.15,1.15,1.15,1.15
1.24,1.24,1.24,1.24
1.24,1.25,1.25,1.24
1.25,1.24,1.37,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.28,1.29,1.29,1.28
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.23,1.23,1.23,1.12
1.23,1.23,1.23,1.23
1.20,1.20,1.24,1.20
1.13,1.13,1.13,1.13
1.12,1.15,1.15,1.11
1.11,1.10,1.11,1.10
1.10,1.10,1.11,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.11,1.10
1.14,1.15,1.15,1.14
1.10,1.07,1.10,1.07
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.11,1.11,1.11,1.11
1.11,1.19,1.19,1.11
1.19,1.19,1.19,1.19
1.13,1.13,1.13,1.13
1.10,1.19,1.19,1.10
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.18,1.18,1.18,1.18
1.18,1.08,1.18,1.08
1.08,1.08,1.08,1.08
1.16,1.19,1.19,1.16
1.21,1.20,1.23,1.20
1.21,1.28,1.28,1.21
1.28,1.28,1.28,1.28
1.28,1.28,1.28,1.28
1.28,1.28,1.28,1.28
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.19,1.17,1.19,1.17
1.17,1.17,1.17,1.17
1.17,1.17,1.17,1.17
1.17,1.17,1.17,1.17
1.18,1.20,1.20,1.18
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.21,1.20
1.20,1.20,1.24,1.19
1.22,1.24,1.24,1.22
1.12,1.18,1.19,1.12
1.18,1.18,1.18,1.18
1.11,1.20,1.31,1.11
1.20,1.20,1.20,1.20
1.12,1.20,1.20,1.12
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.32,1.21,1.32,1.21
1.21,1.21,1.21,1.21
1.23,1.23,1.23,1.23
1.12,1.19,1.20,1.12
1.18,1.23,1.23,1.11
1.23,1.23,1.23,1.23
1.21,1.20,1.21,1.20
1.11,1.21,1.21,1.11
1.21,1.21,1.21,1.21
1.12,1.12,1.16,1.12
1.12,1.12,1.12,1.12
1.22,1.13,1.22,1.13
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.21,1.21,1.20
1.23,1.23,1.23,1.23
1.24,1.23,1.24,1.20
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.14,1.14,1.16,1.14
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.13,1.16,1.16,1.13
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.15,1.16,1.16,1.15
1.19,1.19,1.19,1.19
1.21,1.27,1.27,1.21
1.27,1.27,1.27,1.27
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.14,1.24,1.24,1.14
1.24,1.24,1.24,1.24
1.19,1.27,1.27,1.18
1.27,1.27,1.27,1.27
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.21,1.20,1.21,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.19,1.20,1.20,1.17
1.18,1.10,1.18,1.10
1.20,1.20,1.20,1.20
1.21,1.21,1.21,1.21
1.12,1.01,1.12,0.62
1.08,1.05,1.08,1.05
1.01,1.10,1.10,1.01
1.12,1.12,1.12,1.12
1.07,1.09,1.09,1.05
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.03,1.08,1.08,1.01
1.07,1.13,1.13,1.07
1.12,1.12,1.12,1.12
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.10,1.12,1.13,1.10
1.17,1.12,1.17,1.12
1.10,1.15,1.15,1.10
1.11,1.11,1.11,1.11
1.06,1.05,1.06,1.04
1.06,1.04,1.06,1.04
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.12,1.12,1.12,1.12
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.13,1.10,1.15,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.15,1.15,1.16,1.15
1.13,1.13,1.13,1.13
1.14,1.15,1.22,1.14
5.70,5.70,5.70,5.70
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.10,5.50,5.52,5.10
5.50,5.50,5.50,5.50
5.09,5.20,5.20,5.00
5.20,5.20,5.20,5.20
5.00,5.18,5.18,5.00
5.02,5.00,5.02,5.00
4.80,4.55,4.94,4.55
4.32,4.51,4.51,4.32
4.55,4.75,4.85,4.55
5.59,5.11,5.59,4.82
5.10,6.45,6.55,5.10
6.40,5.70,6.40,5.03
5.70,5.60,5.90,5.02
5.63,5.65,5.65,5.63
5.65,5.65,5.65,5.65
5.90,5.90,5.90,5.90
5.40,5.86,5.86,5.40
5.90,5.90,5.90,5.90
5.85,5.90,5.90,5.85
5.90,5.90,5.90,5.90
5.77,5.74,5.77,5.74
5.74,5.74,5.74,5.74
5.74,5.74,5.74,5.74
5.74,5.74,5.74,5.74
5.82,5.50,5.82,5.50
5.45,5.45,5.45,5.45
4.75,5.39,5.39,4.75
5.39,5.39,5.39,5.39
5.39,5.39,5.39,5.39
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.42,5.43,5.43,5.42
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.42,5.45,5.52,5.40
5.52,5.52,5.52,5.52
5.49,5.49,5.49,5.49
5.49,5.49,5.49,5.49
5.49,5.45,5.49,5.45
4.98,5.00,5.00,4.98
5.30,5.88,5.88,5.10
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.02,5.40,5.40,5.01
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.47,5.47,5.47,5.47
5.76,5.79,5.79,5.51
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.47,5.50,5.50,5.47
5.50,5.50,5.50,5.50
5.06,5.79,5.79,5.06
5.79,5.79,5.79,5.79
5.10,5.88,5.88,5.02
5.73,5.73,5.73,5.73
5.73,5.73,5.73,5.73
6.26,6.25,6.28,6.11
6.24,6.24,6.24,6.24
6.24,6.24,6.24,6.24
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.61,5.65,5.65,5.61
5.67,5.67,5.67,5.67
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.99,6.00,5.60
5.42,5.80,5.80,5.42
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.21,5.70,5.70,5.21
5.70,5.70,5.70,5.70
5.70,5.70,5.70,5.70
5.29,5.65,5.65,5.01
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.65,5.51,5.65,5.51
5.51,5.51,5.51,5.51
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.21,5.20,5.21,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.26,5.20,5.26,5.20
5.67,6.00,6.00,5.67
5.65,5.70,5.70,5.65
5.70,5.70,5.70,5.70
5.26,5.26,5.26,5.26
5.25,5.25,5.25,5.25
5.01,5.01,5.01,5.01
5.14,5.01,5.14,4.96
4.81,4.81,4.81,4.81
5.22,5.17,5.22,5.17
5.15,5.02,5.15,5.02
5.13,5.00,5.13,5.00
5.13,5.15,5.17,5.11
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.03,4.76,5.03,4.75
4.76,4.76,4.76,4.76
4.75,4.75,4.75,4.75
4.75,4.88,4.88,4.75
4.91,4.90,4.91,4.86
4.97,4.97,4.97,4.97
4.99,4.90,4.99,4.87
4.90,4.90,4.90,4.90
5.02,5.15,5.15,5.02
5.02,4.90,5.02,4.90
4.93,4.90,4.93,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.87,4.90,4.87
4.87,4.87,4.87,4.87
4.66,4.61,4.70,4.60
4.84,4.84,4.84,4.83
4.73,4.60,4.73,4.60
4.60,4.60,4.60,4.60
4.51,4.51,4.51,4.51
4.65,4.65,4.65,4.65
4.97,4.93,4.99,4.93
4.98,4.98,4.98,4.98
4.99,4.99,4.99,4.99
4.99,4.99,4.99,4.99
4.99,4.99,4.99,4.99
4.86,4.80,4.86,4.80
4.80,4.80,4.80,4.80
4.65,4.65,4.65,4.65
4.65,4.70,4.70,4.59
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.76,4.80,5.00,4.76
5.00,4.80,5.00,4.64
4.70,4.70,4.70,4.70
4.70,4.75,4.75,4.70
4.75,4.75,4.75,4.75
4.76,4.76,4.76,4.76
4.91,4.91,4.91,4.91
4.70,4.75,4.75,4.70
4.70,5.11,5.40,4.70
