CMU,MFS Municipal Income Trust Common Stock,NASDAQ
4.64,4.64,4.66,4.63
4.64,4.64,4.66,4.62
4.64,4.65,4.65,4.60
4.65,4.65,4.65,4.62
4.66,4.60,4.66,4.52
4.63,4.60,4.63,4.54
4.57,4.58,4.65,4.56
4.60,4.64,4.64,4.60
4.63,4.70,4.70,4.63
4.68,4.74,4.74,4.63
4.72,4.64,4.75,4.64
4.65,4.69,4.72,4.65
4.68,4.72,4.73,4.68
4.71,4.77,4.77,4.71
4.76,4.73,4.77,4.67
4.73,4.55,4.78,4.49
4.64,4.58,4.66,4.57
4.62,4.61,4.67,4.61
4.62,4.67,4.70,4.62
4.70,4.63,4.70,4.60
4.62,4.64,4.66,4.62
4.66,4.61,4.66,4.59
4.61,4.60,4.65,4.56
4.60,4.62,4.62,4.59
4.60,4.59,4.61,4.58
4.59,4.42,4.59,4.26
4.35,4.40,4.52,4.34
4.41,4.49,4.51,4.41
4.46,4.49,4.50,4.42
4.54,4.55,4.56,4.51
4.60,4.57,4.62,4.56
4.61,4.59,4.62,4.57
4.60,4.58,4.65,4.56
4.56,4.61,4.62,4.56
4.62,4.63,4.65,4.61
4.61,4.63,4.63,4.60
4.65,4.55,4.65,4.52
4.52,4.46,4.55,4.43
4.46,4.42,4.50,4.42
4.43,4.45,4.47,4.41
4.47,4.43,4.51,4.43
4.49,4.43,4.52,4.43
4.45,4.49,4.49,4.45
4.50,4.48,4.51,4.47
4.48,4.49,4.49,4.45
4.50,4.56,4.56,4.50
4.57,4.48,4.60,4.47
4.48,4.45,4.48,4.43
4.45,4.40,4.46,4.40
4.40,4.41,4.45,4.37
4.46,4.55,4.56,4.45
4.55,4.56,4.57,4.53
4.57,4.47,4.57,4.46
4.50,4.49,4.52,4.48
4.53,4.50,4.54,4.49
4.52,4.52,4.52,4.50
4.54,4.53,4.56,4.52
4.57,4.52,4.57,4.52
4.54,4.59,4.68,4.53
4.59,4.58,4.62,4.58
4.55,4.51,4.55,4.50
4.53,4.52,4.54,4.50
4.53,4.56,4.56,4.51
4.55,4.60,4.60,4.52
4.60,4.57,4.60,4.56
4.56,4.62,4.62,4.56
4.58,4.62,4.64,4.58
4.60,4.58,4.62,4.58
4.59,4.65,4.67,4.58
4.64,4.64,4.65,4.62
4.65,4.63,4.67,4.62
4.63,4.67,4.67,4.63
4.69,4.69,4.69,4.61
4.68,4.68,4.69,4.63
4.72,4.68,4.72,4.65
4.68,4.67,4.69,4.67
4.69,4.65,4.70,4.64
4.66,4.72,4.72,4.66
4.70,4.78,4.79,4.69
4.75,4.78,4.78,4.75
4.78,4.75,4.79,4.75
4.72,4.73,4.76,4.71
4.73,4.71,4.75,4.68
4.68,4.71,4.71,4.67
4.70,4.75,4.76,4.69
4.77,4.76,4.79,4.73
4.76,4.74,4.78,4.71
4.73,4.72,4.76,4.68
4.71,4.68,4.73,4.64
4.69,4.73,4.73,4.65
4.77,4.73,4.78,4.73
4.72,4.72,4.76,4.71
4.73,4.76,4.76,4.70
4.75,4.77,4.80,4.75
4.77,4.73,4.79,4.71
4.73,4.72,4.75,4.71
4.77,4.71,4.77,4.71
4.74,4.72,4.75,4.71
4.71,4.76,4.76,4.71
4.75,4.74,4.75,4.73
4.76,4.72,4.76,4.67
4.72,4.68,4.73,4.68
4.71,4.74,4.74,4.68
4.74,4.73,4.74,4.69
4.72,4.71,4.76,4.71
4.72,4.71,4.73,4.67
4.68,4.63,4.70,4.58
4.62,4.63,4.66,4.61
4.63,4.69,4.70,4.57
4.69,4.72,4.73,4.68
4.72,4.71,4.75,4.68
4.72,4.71,4.79,4.71
4.72,4.75,4.75,4.71
4.75,4.74,4.77,4.73
4.76,4.75,4.76,4.73
4.73,4.73,4.74,4.71
4.73,4.75,4.75,4.71
4.84,4.77,4.84,4.73
4.77,4.83,4.84,4.76
4.82,4.73,4.82,4.73
4.75,4.76,4.77,4.74
4.74,4.78,4.80,4.74
4.86,4.82,4.86,4.80
4.83,4.85,4.86,4.82
4.84,4.83,4.85,4.80
4.79,4.78,4.82,4.76
4.77,4.80,4.81,4.75
4.78,4.71,4.80,4.68
4.70,4.71,4.74,4.69
4.71,4.71,4.74,4.70
4.73,4.71,4.75,4.71
4.72,4.72,4.74,4.72
4.72,4.73,4.74,4.72
4.73,4.76,4.77,4.72
4.75,4.73,4.75,4.72
4.75,4.80,4.80,4.75
4.79,4.79,4.80,4.76
4.79,4.76,4.79,4.75
4.82,4.79,4.82,4.77
4.79,4.83,4.83,4.76
4.82,4.83,4.83,4.78
4.82,4.81,4.83,4.80
4.83,4.83,4.83,4.78
4.82,4.83,4.85,4.80
4.82,4.71,4.82,4.67
4.71,4.70,4.75,4.68
4.70,4.66,4.72,4.63
4.58,4.61,4.61,4.45
4.56,4.57,4.60,4.50
4.57,4.27,4.57,4.23
4.15,4.34,4.38,3.93
4.37,4.38,4.38,4.31
4.39,4.26,4.39,4.22
4.26,4.36,4.39,4.26
4.25,4.50,4.52,4.25
4.35,4.50,4.51,4.35
4.48,4.53,4.53,4.45
4.52,4.57,4.60,4.49
4.58,4.50,4.60,4.50
4.52,4.45,4.58,4.45
4.47,4.40,4.49,4.39
4.40,4.41,4.46,4.35
4.41,4.45,4.52,4.41
4.52,4.43,4.53,4.41
4.40,4.31,4.42,4.19
4.26,4.29,4.34,4.24
4.28,4.32,4.35,4.26
4.30,4.25,4.31,4.20
4.20,4.17,4.20,4.10
4.10,4.05,4.17,4.01
4.05,4.17,4.17,4.04
4.14,4.35,4.35,4.14
4.39,4.38,4.45,4.37
4.41,4.20,4.41,4.19
4.17,4.12,4.23,4.12
4.12,4.23,4.23,4.12
4.26,4.24,4.30,4.18
4.27,4.23,4.28,4.18
4.23,4.27,4.28,4.23
4.26,4.22,4.29,4.21
4.18,4.18,4.25,4.16
4.23,4.32,4.32,4.18
4.31,4.35,4.36,4.28
4.37,4.37,4.37,4.33
4.36,4.38,4.39,4.34
4.35,4.30,4.39,4.29
4.32,4.27,4.32,4.25
4.28,4.21,4.30,4.15
4.19,4.19,4.21,4.15
4.20,4.10,4.20,4.08
4.10,4.05,4.10,4.02
4.01,3.99,4.02,3.85
4.02,4.08,4.09,3.95
4.08,4.09,4.09,4.03
4.09,4.12,4.14,4.05
4.14,4.17,4.18,4.14
4.15,4.20,4.21,4.14
4.24,4.18,4.25,4.17
4.20,4.25,4.25,4.19
4.23,4.22,4.25,4.20
4.23,4.19,4.23,4.19
4.25,4.23,4.25,4.18
4.22,4.23,4.23,4.19
4.22,4.25,4.26,4.22
4.25,4.28,4.29,4.24
4.26,4.26,4.26,4.23
4.25,4.27,4.27,4.19
4.26,4.26,4.26,4.22
4.24,4.22,4.24,4.20
4.23,4.22,4.23,4.20
4.21,4.20,4.24,4.20
4.21,4.20,4.23,4.19
4.22,4.23,4.23,4.20
4.23,4.20,4.24,4.20
4.21,4.22,4.23,4.21
4.21,4.20,4.22,4.20
4.18,4.16,4.19,4.10
4.19,4.21,4.23,4.19
4.21,4.23,4.23,4.18
4.23,4.25,4.25,4.20
4.29,4.27,4.29,4.23
4.27,4.28,4.30,4.26
4.27,4.29,4.29,4.25
4.26,4.28,4.31,4.26
4.28,4.28,4.28,4.22
4.28,4.28,4.29,4.26
4.26,4.30,4.32,4.26
4.29,4.29,4.29,4.25
4.28,4.25,4.28,4.24
4.24,4.22,4.25,4.21
4.21,4.23,4.24,4.21
4.22,4.19,4.23,4.18
4.19,4.18,4.21,4.18
4.17,4.17,4.23,4.14
4.16,4.16,4.18,4.13
4.17,4.17,4.17,4.12
4.16,4.14,4.19,4.13
4.16,4.16,4.17,4.12
4.15,4.15,4.17,4.13
4.14,4.18,4.18,4.14
4.18,4.21,4.21,4.18
4.20,4.21,4.21,4.19
4.20,4.20,4.22,4.20
4.22,4.22,4.22,4.18
4.22,4.25,4.25,4.19
4.22,4.28,4.28,4.22
4.24,4.29,4.29,4.22
4.26,4.26,4.28,4.24
4.28,4.28,4.31,4.23
4.28,4.25,4.28,4.24
4.25,4.24,4.26,4.20
4.20,4.20,4.22,4.20
4.22,4.22,4.24,4.22
4.24,4.20,4.24,4.20
4.21,4.19,4.23,4.19
4.19,4.18,4.21,4.18
4.18,4.24,4.24,4.18
4.24,4.19,4.24,4.19
4.20,4.19,4.24,4.18
4.19,4.19,4.20,4.17
4.22,4.16,4.22,4.16
4.17,4.17,4.19,4.17
4.18,4.23,4.23,4.17
4.23,4.26,4.26,4.22
4.27,4.28,4.29,4.27
4.26,4.29,4.30,4.26
4.30,4.29,4.33,4.26
4.26,4.32,4.32,4.25
4.30,4.28,4.31,4.28
4.32,4.32,4.32,4.28
4.29,4.28,4.33,4.28
4.27,4.26,4.29,4.26
4.29,4.32,4.35,4.29
4.34,4.36,4.36,4.28
4.36,4.33,4.36,4.33
4.31,4.30,4.34,4.30
4.32,4.36,4.36,4.30
4.35,4.34,4.36,4.34
4.34,4.32,4.36,4.32
4.32,4.32,4.34,4.32
4.34,4.34,4.35,4.32
4.36,4.35,4.36,4.31
4.34,4.36,4.36,4.32
4.33,4.36,4.36,4.32
4.40,4.39,4.40,4.36
4.41,4.39,4.42,4.38
4.39,4.44,4.44,4.39
4.43,4.43,4.44,4.39
4.42,4.45,4.45,4.42
4.44,4.44,4.45,4.42
4.42,4.37,4.42,4.37
4.37,4.34,4.37,4.31
4.33,4.32,4.35,4.32
4.30,4.30,4.33,4.30
4.30,4.30,4.31,4.24
4.27,4.27,4.33,4.27
4.30,4.27,4.32,4.27
4.28,4.29,4.29,4.28
4.29,4.29,4.30,4.28
4.29,4.33,4.35,4.26
4.27,4.30,4.33,4.27
4.31,4.31,4.33,4.30
4.33,4.32,4.33,4.30
4.32,4.32,4.33,4.31
4.33,4.36,4.37,4.33
4.38,4.37,4.38,4.34
4.38,4.38,4.39,4.33
4.38,4.38,4.38,4.34
4.39,4.44,4.46,4.38
4.44,4.40,4.46,4.40
4.42,4.45,4.46,4.42
4.43,4.44,4.44,4.40
4.45,4.48,4.48,4.45
4.44,4.50,4.50,4.41
4.49,4.49,4.49,4.42
4.47,4.41,4.48,4.40
4.42,4.38,4.42,4.38
4.38,4.38,4.39,4.33
4.41,4.38,4.43,4.34
4.41,4.44,4.45,4.40
4.44,4.44,4.44,4.43
4.43,4.45,4.45,4.41
4.44,4.43,4.46,4.40
4.45,4.38,4.46,4.35
4.34,4.30,4.36,4.30
4.30,4.34,4.37,4.29
4.33,4.32,4.34,4.25
4.34,4.39,4.42,4.31
4.35,4.31,4.35,4.31
4.33,4.41,4.41,4.32
4.39,4.35,4.43,4.31
4.35,4.36,4.38,4.29
4.28,4.16,4.30,4.14
4.16,4.19,4.30,4.14
4.18,4.33,4.38,4.18
4.33,4.28,4.35,4.26
4.32,4.31,4.35,4.28
4.34,4.41,4.41,4.33
4.38,4.36,4.40,4.36
4.39,4.38,4.40,4.36
4.36,4.37,4.41,4.28
4.34,4.31,4.39,4.31
4.37,4.36,4.38,4.31
4.33,4.45,4.45,4.33
4.41,4.31,4.44,4.30
4.37,4.30,4.37,4.30
4.32,4.35,4.39,4.30
4.36,4.31,4.37,4.31
4.33,4.32,4.36,4.31
4.38,4.41,4.42,4.35
4.40,4.36,4.43,4.36
4.36,4.36,4.38,4.36
4.30,4.36,4.41,4.30
4.37,4.38,4.42,4.35
4.38,4.40,4.42,4.37
4.40,4.41,4.41,4.38
4.40,4.45,4.47,4.37
4.44,4.42,4.46,4.42
4.42,4.36,4.46,4.36
4.38,4.34,4.38,4.33
4.34,4.35,4.38,4.34
4.36,4.30,4.36,4.29
4.31,4.30,4.36,4.30
4.32,4.34,4.35,4.31
4.34,4.39,4.44,4.30
4.40,4.36,4.43,4.36
4.37,4.37,4.42,4.37
4.40,4.38,4.43,4.38
4.39,4.40,4.47,4.39
4.42,4.43,4.43,4.39
4.43,4.41,4.46,4.41
4.43,4.41,4.47,4.40
4.43,4.35,4.43,4.33
4.35,4.37,4.42,4.35
4.38,4.40,4.40,4.38
4.41,4.37,4.41,4.34
4.40,4.43,4.46,4.39
4.39,4.40,4.43,4.35
4.38,4.39,4.45,4.37
4.40,4.38,4.40,4.35
4.43,4.45,4.45,4.39
4.44,4.46,4.49,4.40
4.46,4.48,4.49,4.43
4.48,4.47,4.49,4.46
4.43,4.48,4.48,4.42
4.47,4.52,4.52,4.46
4.52,4.50,4.54,4.48
4.50,4.50,4.50,4.46
4.50,4.54,4.54,4.47
4.52,4.49,4.53,4.47
4.51,4.51,4.52,4.48
4.52,4.49,4.54,4.48
4.51,4.46,4.52,4.46
4.48,4.45,4.50,4.44
4.46,4.49,4.50,4.43
4.48,4.49,4.50,4.45
4.51,4.53,4.54,4.47
4.53,4.51,4.54,4.50
4.51,4.56,4.56,4.47
4.55,4.57,4.58,4.52
4.56,4.56,4.57,4.53
4.54,4.51,4.57,4.50
4.53,4.48,4.57,4.45
4.48,4.53,4.55,4.48
4.54,4.51,4.56,4.49
4.52,4.48,4.53,4.45
4.48,4.52,4.53,4.45
4.53,4.55,4.56,4.50
4.55,4.56,4.56,4.54
4.54,4.54,4.57,4.54
4.55,4.60,4.60,4.55
4.58,4.59,4.60,4.56
4.62,4.57,4.63,4.57
4.57,4.48,4.62,4.48
4.50,4.44,4.53,4.44
4.46,4.53,4.54,4.46
4.50,4.56,4.56,4.49
4.56,4.56,4.58,4.55
4.58,4.58,4.58,4.53
4.57,4.60,4.62,4.57
4.57,4.60,4.60,4.47
4.63,4.68,4.69,4.59
4.65,4.77,4.78,4.59
4.76,4.63,4.76,4.63
4.66,4.74,4.76,4.65
4.74,4.74,4.74,4.68
4.70,4.68,4.75,4.68
4.71,4.70,4.79,4.67
4.76,4.73,4.78,4.72
4.75,4.69,4.75,4.67
4.73,4.67,4.74,4.67
4.70,4.67,4.73,4.67
4.69,4.72,4.76,4.68
4.76,4.71,4.77,4.71
4.71,4.67,4.71,4.67
4.65,4.71,4.71,4.65
4.67,4.71,4.78,4.67
4.75,4.76,4.76,4.71
4.76,4.74,4.77,4.72
4.77,4.80,4.80,4.74
4.77,4.82,4.83,4.72
4.82,4.80,4.83,4.80
4.82,4.81,4.88,4.80
4.77,4.91,4.91,4.74
4.87,4.86,4.93,4.86
4.87,4.86,4.90,4.82
4.88,4.87,4.90,4.82
4.85,4.82,4.91,4.82
4.84,4.87,4.90,4.82
4.85,4.90,4.90,4.84
4.90,4.93,4.94,4.89
4.91,5.00,5.00,4.89
4.98,4.98,5.00,4.95
4.97,4.96,5.04,4.96
4.98,4.99,5.03,4.97
5.00,5.04,5.07,5.00
5.04,5.01,5.04,5.00
5.00,5.00,5.02,4.94
5.00,5.00,5.03,5.00
5.00,5.01,5.04,4.96
5.01,5.00,5.05,5.00
5.01,5.05,5.05,5.01
5.05,4.96,5.05,4.93
4.93,4.84,4.93,4.84
4.77,4.71,4.78,4.51
4.74,4.70,4.74,4.68
4.71,4.70,4.74,4.66
4.70,4.76,4.78,4.70
4.78,4.81,4.83,4.76
4.82,4.83,4.83,4.78
4.82,4.87,4.87,4.78
4.85,4.87,4.88,4.81
4.90,4.88,4.96,4.85
4.92,4.90,4.94,4.89
4.95,5.00,5.00,4.94
4.99,5.01,5.01,4.94
5.00,5.00,5.02,4.99
4.95,4.75,4.97,4.71
4.78,4.85,4.86,4.78
4.90,4.92,4.92,4.85
4.91,4.95,4.95,4.91
4.92,4.96,5.00,4.92
4.94,4.97,4.99,4.94
4.97,4.89,4.97,4.83
4.90,4.75,4.90,4.67
4.75,4.70,4.80,4.65
4.72,4.77,4.82,4.63
4.73,4.77,4.84,4.73
4.81,4.83,4.84,4.78
4.83,4.77,4.86,4.76
4.80,4.83,4.83,4.77
4.86,4.79,4.88,4.79
4.82,4.85,4.87,4.80
4.87,4.89,4.90,4.85
4.89,4.90,4.92,4.88
4.93,4.90,4.94,4.89
4.93,4.92,4.95,4.91
4.92,4.91,4.94,4.89
4.93,4.95,4.95,4.91
4.95,4.95,4.95,4.94
4.95,4.99,4.99,4.94
4.98,4.94,4.99,4.94
4.95,4.99,4.99,4.95
4.97,4.98,4.99,4.96
4.98,5.00,5.00,4.94
4.99,5.01,5.01,4.98
5.00,4.91,5.00,4.91
4.94,4.90,5.01,4.90
4.93,4.96,4.97,4.91
4.93,4.97,4.97,4.91
4.98,4.99,5.00,4.95
4.99,4.99,5.00,4.96
4.99,5.01,5.01,4.99
4.99,5.01,5.01,4.98
5.00,5.01,5.01,4.94
5.02,5.04,5.04,5.00
5.04,5.02,5.06,5.02
4.97,5.03,5.04,4.97
5.02,5.05,5.05,5.02
5.04,5.08,5.10,5.01
5.04,5.06,5.06,5.02
5.05,5.09,5.15,5.05
5.08,5.18,5.22,5.08
5.18,5.17,5.20,5.14
5.15,5.13,5.22,5.10
5.15,5.14,5.15,5.08
5.11,5.08,5.12,5.07
5.09,5.08,5.11,5.04
5.06,5.08,5.11,5.04
5.08,5.01,5.08,4.96
5.00,4.99,5.00,4.97
5.00,5.00,5.04,4.98
5.02,5.00,5.05,5.00
5.01,5.01,5.05,5.00
5.04,5.09,5.09,5.02
5.05,5.05,5.09,5.02
5.05,5.03,5.05,4.98
5.06,5.00,5.06,5.00
5.01,5.02,5.06,5.00
5.01,5.00,5.02,4.99
4.98,5.00,5.01,4.98
4.99,4.99,5.00,4.99
5.00,4.96,5.10,4.96
4.94,4.92,5.00,4.92
4.96,4.96,5.03,4.94
4.94,4.93,4.97,4.87
4.92,4.89,4.93,4.86
4.86,4.88,4.91,4.85
4.89,4.86,4.90,4.86
4.89,4.93,4.94,4.87
4.95,4.96,4.98,4.91
5.00,5.02,5.02,4.97
5.01,5.03,5.04,5.00
5.01,5.01,5.03,4.97
5.04,5.04,5.04,5.00
5.06,5.04,5.06,5.00
5.06,5.14,5.14,5.02
5.15,5.18,5.18,5.05
5.20,5.24,5.25,5.12
5.24,5.33,5.35,5.23
5.33,5.40,5.40,5.30
5.43,5.41,5.43,5.34
5.42,5.45,5.52,5.36
5.48,5.30,5.48,5.29
5.31,5.26,5.34,5.25
5.28,5.22,5.31,5.15
5.23,5.14,5.23,5.14
5.15,5.14,5.19,5.12
5.13,5.18,5.20,5.13
5.16,5.12,5.18,5.10
5.13,5.10,5.17,5.10
5.11,5.17,5.17,5.11
5.13,5.22,5.25,5.13
5.24,5.16,5.24,5.16
5.15,5.11,5.20,5.11
5.13,5.05,5.15,5.05
5.07,5.10,5.12,5.06
5.09,5.19,5.20,5.09
5.17,5.19,5.22,5.17
5.22,5.16,5.24,5.15
5.19,5.15,5.19,5.13
5.12,5.10,5.13,5.09
5.11,5.14,5.16,5.10
5.13,5.20,5.21,5.13
5.18,5.15,5.20,5.11
5.11,5.15,5.17,5.10
5.14,5.11,5.18,5.07
5.13,5.10,5.16,5.06
5.12,5.11,5.14,5.06
5.08,5.13,5.14,5.05
5.13,5.06,5.17,5.06
5.08,5.08,5.12,5.08
5.09,5.12,5.12,5.09
5.13,5.13,5.13,5.09
5.11,5.05,5.13,5.04
5.05,5.00,5.05,4.92
5.01,5.04,5.05,4.97
5.06,5.02,5.06,5.00
5.04,5.08,5.08,5.02
5.09,5.08,5.10,5.06
5.09,5.16,5.19,5.09
5.17,5.20,5.20,5.12
5.20,5.18,5.21,5.15
5.14,5.18,5.19,5.12
5.20,5.18,5.20,5.13
5.19,5.19,5.20,5.16
5.21,5.21,5.21,5.18
5.22,5.25,5.25,5.21
5.25,5.25,5.25,5.21
5.26,5.24,5.29,5.23
5.26,5.25,5.29,5.25
5.26,5.25,5.30,5.22
5.26,5.34,5.34,5.25
5.32,5.29,5.32,5.26
5.28,5.32,5.32,5.28
5.29,5.27,5.31,5.27
5.28,5.32,5.32,5.28
5.28,5.36,5.36,5.28
5.35,5.36,5.36,5.32
5.35,5.37,5.37,5.32
5.37,5.36,5.37,5.29
5.35,5.37,5.37,5.33
5.37,5.29,5.41,5.29
5.33,5.23,5.33,5.21
5.23,5.22,5.25,5.19
5.19,5.19,5.24,5.19
5.18,5.23,5.23,5.15
5.22,5.17,5.23,5.15
5.21,5.04,5.21,5.04
5.06,5.02,5.07,5.02
5.02,5.06,5.08,5.00
5.03,5.04,5.07,5.03
5.03,5.02,5.05,4.99
4.98,4.99,5.00,4.97
4.99,4.96,4.99,4.92
4.95,4.93,4.99,4.92
4.93,4.96,4.96,4.93
4.97,4.97,4.99,4.95
4.94,4.96,4.99,4.93
4.99,5.08,5.09,4.98
5.06,5.09,5.09,5.06
5.09,5.11,5.11,5.08
5.12,5.09,5.15,5.03
5.11,5.02,5.11,4.98
5.08,5.04,5.08,5.00
5.06,5.06,5.06,5.03
5.08,5.08,5.09,5.05
5.10,5.13,5.14,5.06
5.13,5.16,5.18,5.13
5.19,5.17,5.19,5.14
5.18,5.15,5.19,5.15
5.10,5.10,5.16,5.06
5.12,5.00,5.12,5.00
5.05,4.95,5.08,4.77
4.93,5.09,5.09,4.93
5.10,5.14,5.15,5.03
5.14,5.14,5.14,5.10
5.15,5.20,5.20,5.15
5.19,5.25,5.25,5.17
5.24,5.22,5.24,5.12
5.22,5.24,5.25,5.14
5.23,5.23,5.25,5.22
5.25,5.26,5.26,5.16
5.24,5.25,5.27,5.17
5.27,5.21,5.27,5.17
5.20,5.10,5.20,5.10
5.13,5.18,5.19,5.12
5.18,5.14,5.18,5.12
5.14,5.11,5.21,5.10
5.14,5.08,5.14,5.06
5.09,5.15,5.15,5.09
5.15,5.17,5.17,5.11
5.19,5.11,5.19,5.11
5.16,5.04,5.17,5.04
5.11,5.00,5.11,4.97
4.97,4.93,5.04,4.90
4.89,4.91,5.00,4.88
4.90,4.93,4.97,4.90
4.92,4.93,5.02,4.91
4.96,4.96,5.00,4.93
4.96,4.93,5.03,4.93
4.91,4.87,4.93,4.86
4.90,4.88,4.93,4.83
4.93,4.86,4.93,4.84
4.92,4.98,4.98,4.91
4.99,5.01,5.05,4.99
5.03,5.08,5.08,4.99
5.09,5.10,5.10,5.06
5.10,5.08,5.11,5.05
5.10,5.03,5.10,5.03
5.06,5.09,5.09,5.03
5.12,5.11,5.12,5.05
5.10,5.03,5.10,5.02
4.99,4.98,5.05,4.97
5.02,5.04,5.04,4.98
5.02,5.08,5.09,5.02
5.09,5.06,5.10,5.06
5.08,5.12,5.12,5.07
5.13,5.15,5.17,5.09
5.17,5.22,5.22,5.13
5.20,5.19,5.21,5.15
5.21,5.10,5.21,5.03
5.17,5.09,5.17,5.05
5.11,5.11,5.13,5.07
5.14,5.07,5.14,5.07
5.11,5.07,5.14,5.07
5.10,5.14,5.17,5.07
5.17,5.14,5.18,5.10
5.15,5.14,5.16,5.10
5.10,5.13,5.13,5.10
5.16,5.17,5.18,5.11
5.17,5.17,5.17,5.13
5.16,5.16,5.17,5.10
5.15,5.11,5.17,5.10
5.13,5.12,5.13,5.08
5.12,5.15,5.15,5.07
5.12,5.11,5.16,5.10
5.10,5.00,5.14,4.98
5.02,5.05,5.10,5.01
5.08,5.12,5.12,5.05
5.12,5.12,5.12,5.05
5.09,5.14,5.15,5.06
5.14,5.16,5.17,5.12
5.18,5.16,5.19,5.14
5.14,5.15,5.18,5.12
5.15,5.08,5.15,5.03
5.06,5.03,5.10,5.03
5.05,5.04,5.07,5.02
5.07,5.02,5.07,5.02
5.02,5.02,5.05,5.02
5.04,4.95,5.04,4.95
4.94,4.89,4.99,4.87
4.93,4.86,4.93,4.85
4.83,4.79,4.87,4.73
4.76,4.84,4.88,4.67
4.80,4.89,4.94,4.76
4.92,4.91,4.97,4.86
4.92,4.98,4.99,4.92
4.97,4.93,4.98,4.87
4.96,4.92,4.96,4.85
4.95,4.91,4.95,4.85
4.90,4.93,4.94,4.88
4.95,5.06,5.10,4.92
5.10,5.14,5.15,5.06
5.15,5.16,5.18,5.08
5.14,5.14,5.15,5.07
5.14,5.07,5.14,5.05
5.12,5.13,5.15,5.04
5.17,5.16,5.20,5.13
5.21,5.08,5.21,5.05
5.14,5.14,5.15,5.10
5.19,5.18,5.19,5.15
5.20,5.17,5.20,5.12
5.19,5.20,5.22,5.17
5.24,5.23,5.24,5.15
5.22,5.16,5.22,5.14
5.20,5.17,5.23,5.14
5.20,5.17,5.20,5.14
5.20,5.20,5.20,5.18
5.22,5.23,5.24,5.17
5.23,5.20,5.23,5.15
5.22,5.23,5.23,5.18
5.25,5.18,5.25,5.17
5.16,5.17,5.20,5.16
5.20,5.19,5.21,5.15
5.23,5.17,5.23,5.17
5.16,5.18,5.21,5.16
5.21,5.17,5.23,5.16
5.23,5.15,5.23,5.15
5.20,5.19,5.20,5.17
5.20,5.21,5.23,5.19
5.22,5.21,5.23,5.18
5.21,5.20,5.21,5.16
5.17,5.13,5.20,5.13
5.17,5.14,5.17,5.13
5.13,5.14,5.14,5.10
5.14,5.12,5.17,5.11
5.15,5.13,5.16,5.11
5.17,5.14,5.17,5.12
5.16,5.15,5.16,5.14
5.17,5.11,5.17,5.11
5.14,5.08,5.14,5.08
5.11,5.12,5.14,5.09
5.14,5.10,5.14,5.08
5.14,5.06,5.14,5.06
5.09,5.01,5.09,4.99
5.03,4.99,5.03,4.99
5.02,4.90,5.04,4.90
4.91,4.70,4.91,4.69
4.76,4.73,4.76,4.61
4.75,4.73,4.83,4.69
4.75,4.82,4.88,4.75
4.86,4.76,4.88,4.72
4.77,4.67,4.77,4.61
4.63,4.60,4.67,4.55
4.63,4.49,4.78,4.43
4.50,4.57,4.60,4.45
4.63,4.60,4.64,4.58
4.62,4.55,4.63,4.53
4.56,4.50,4.56,4.49
4.51,4.49,4.55,4.47
