CMU,MFS Municipal Income Trust Common Stock,NASDAQ
4.29,4.34,4.35,4.28
4.35,4.42,4.44,4.35
4.39,4.39,4.39,4.38
4.40,4.34,4.40,4.34
4.34,4.38,4.39,4.33
4.40,4.43,4.43,4.38
4.42,4.45,4.46,4.42
4.42,4.39,4.43,4.39
4.38,4.44,4.44,4.38
4.43,4.43,4.45,4.43
4.40,4.38,4.43,4.36
4.40,4.36,4.40,4.35
4.36,4.40,4.42,4.35
4.39,4.43,4.45,4.37
4.30,4.37,4.45,4.30
4.36,4.38,4.39,4.35
4.40,4.42,4.42,4.39
4.41,4.42,4.44,4.39
4.43,4.49,4.49,4.41
4.51,4.53,4.53,4.48
4.53,4.51,4.53,4.50
4.52,4.52,4.56,4.49
4.56,4.59,4.60,4.56
4.59,4.60,4.61,4.56
4.60,4.56,4.62,4.56
4.57,4.53,4.59,4.53
4.53,4.54,4.56,4.51
