WAT,Waters Corporation Common Stock,NASDAQ
67.67,69.23,69.57,67.39
69.27,68.80,69.52,68.63
68.62,69.14,69.14,68.36
69.23,70.05,70.10,68.96
70.06,70.65,70.78,69.58
70.50,70.48,70.87,69.94
70.14,70.93,71.32,70.14
71.16,71.09,71.61,70.89
71.26,70.06,71.32,69.72
69.81,68.85,69.81,68.61
68.85,70.03,70.04,68.44
69.94,70.05,71.06,69.77
70.25,70.33,72.58,70.00
71.19,73.13,73.78,70.74
73.50,73.13,73.72,72.94
73.25,71.99,73.51,71.96
72.00,72.97,72.98,71.85
72.25,71.00,72.31,70.60
70.15,70.81,71.41,70.09
70.64,68.42,70.78,64.03
68.12,66.11,68.44,64.87
67.94,70.01,70.16,67.94
68.88,70.20,70.70,68.88
70.44,71.60,71.69,69.91
71.69,70.37,71.69,70.23
69.83,68.18,70.06,67.47
68.35,68.14,68.77,67.23
68.65,67.77,69.46,67.54
67.22,66.61,67.61,65.67
65.04,63.86,65.30,63.82
62.60,65.50,65.50,62.02
65.25,66.21,67.58,65.25
64.92,66.97,67.18,63.86
67.48,66.44,68.36,66.19
67.51,69.98,70.03,67.51
69.66,68.44,70.07,68.33
67.86,67.51,68.70,67.37
68.21,69.59,69.67,67.28
69.24,70.50,70.56,69.17
69.05,66.54,69.20,66.24
66.54,66.33,67.43,65.94
66.54,66.18,66.76,65.18
66.41,66.86,68.55,66.33
67.82,68.74,68.89,67.25
68.15,68.91,69.48,67.99
69.02,68.85,69.99,68.69
69.11,70.32,70.35,69.11
69.94,70.91,71.23,69.80
71.44,71.81,71.91,70.55
71.73,71.71,71.99,71.17
72.47,71.39,72.99,70.99
71.68,71.09,72.24,71.00
71.25,69.94,71.25,69.50
69.65,68.41,69.74,68.27
68.58,69.15,69.61,68.31
69.36,68.76,69.57,68.27
67.80,65.49,67.84,65.37
65.36,64.70,66.39,64.60
64.72,63.56,64.72,62.40
64.09,63.11,64.09,62.69
63.89,64.03,64.90,63.35
64.00,63.31,64.00,61.99
63.70,64.09,64.14,63.02
63.65,64.40,64.43,63.65
64.09,63.81,64.11,63.45
64.12,64.93,65.20,64.12
64.61,64.73,64.95,64.15
64.68,65.07,65.23,64.01
64.61,63.02,64.62,62.87
63.30,63.50,63.79,62.96
62.68,63.99,64.05,62.29
64.16,62.89,64.34,62.61
63.56,64.49,64.89,63.46
64.05,64.59,65.01,63.94
64.66,65.96,65.96,64.60
65.50,62.74,65.74,62.64
64.01,65.66,66.89,64.00
66.40,64.78,67.50,63.39
64.13,64.16,64.83,63.32
64.80,65.56,66.12,64.80
65.45,66.01,66.37,65.12
66.24,66.84,67.01,66.00
66.33,66.36,66.65,66.13
65.95,66.42,66.49,65.14
66.76,66.85,66.94,66.29
65.87,66.37,66.98,65.34
65.32,64.68,65.34,64.43
63.50,63.06,63.94,62.83
62.84,62.39,63.32,62.35
62.00,61.95,62.36,61.46
62.56,64.43,64.79,62.56
64.29,64.52,64.86,63.44
64.10,62.53,64.38,62.43
61.99,62.68,62.73,61.44
62.72,62.67,63.23,62.32
61.70,61.03,62.30,60.65
60.82,61.85,62.16,60.01
62.13,61.28,62.43,61.07
61.47,62.15,62.19,60.49
61.57,60.88,61.94,60.88
60.54,60.52,61.10,60.01
61.38,62.96,63.36,61.14
63.30,63.69,63.78,62.88
64.40,64.78,64.79,64.13
64.36,64.20,64.97,64.06
64.34,64.42,64.93,64.13
65.03,65.25,65.83,64.90
65.26,65.97,66.22,65.13
66.38,67.05,67.39,66.17
67.39,67.70,69.21,67.04
67.60,68.33,68.49,67.55
68.06,68.49,68.68,67.71
68.85,68.93,69.57,68.47
69.25,69.88,70.00,69.12
69.67,70.29,70.84,69.53
70.30,70.80,71.32,70.12
70.30,69.70,70.92,69.60
70.41,71.49,71.58,70.41
71.35,70.85,71.37,70.82
70.94,70.92,71.07,69.95
70.47,71.12,71.49,70.47
71.37,70.78,72.26,70.66
71.39,70.89,71.65,70.52
70.61,69.87,71.28,69.59
71.21,71.52,72.44,71.13
71.38,70.53,71.75,70.30
71.02,70.62,71.20,70.15
70.82,70.79,71.21,70.39
70.76,70.91,71.10,70.66
70.83,71.61,71.85,70.13
72.15,72.46,72.73,72.05
72.23,71.44,72.34,70.74
71.95,72.06,72.40,71.04
71.91,72.46,72.66,71.16
71.47,70.92,71.89,70.46
71.16,72.19,72.90,71.15
72.36,72.36,72.92,71.38
72.66,72.53,72.85,72.07
73.00,73.26,74.02,72.61
72.80,73.29,73.57,71.79
72.93,74.04,74.21,72.76
74.50,74.38,74.62,73.75
74.09,74.13,74.35,73.66
74.61,75.00,75.00,74.37
75.55,75.55,75.89,74.24
75.59,75.92,75.98,74.95
76.69,77.11,77.35,75.98
77.16,77.88,77.91,77.13
77.45,77.59,77.74,76.71
77.70,77.01,77.85,76.83
76.96,76.53,76.99,75.67
75.92,77.42,77.43,75.60
76.87,76.45,77.17,76.07
76.76,76.36,76.99,76.29
75.99,75.09,76.13,74.80
75.23,76.80,77.23,75.23
77.50,78.11,78.36,77.28
78.08,78.73,78.83,78.00
78.47,78.73,78.91,77.83
77.87,77.23,77.99,77.03
77.78,78.67,78.72,77.38
78.03,78.01,78.27,77.84
77.49,77.61,77.85,76.38
76.78,76.87,77.72,76.59
78.06,78.71,78.96,78.02
78.64,79.29,79.46,78.43
78.91,79.40,79.53,78.76
78.95,78.39,79.15,78.34
78.98,78.59,79.20,78.53
78.55,77.60,78.72,77.52
78.10,79.05,79.07,77.94
80.02,80.33,80.75,79.84
80.75,80.43,81.00,79.97
80.50,80.05,80.58,79.89
79.99,79.36,80.25,79.32
79.45,80.47,80.66,79.08
80.22,80.17,80.55,79.98
80.57,80.47,80.84,80.04
80.85,80.05,81.00,79.92
80.05,79.86,80.05,79.63
79.66,79.58,79.98,79.45
79.34,79.35,79.63,78.74
79.49,78.96,79.57,78.44
79.04,78.92,79.29,78.85
78.78,78.47,78.88,78.26
78.29,77.71,78.42,77.67
78.30,78.10,78.51,78.00
78.21,77.63,78.28,77.09
77.41,77.79,77.96,77.13
75.87,76.05,76.41,75.81
76.03,75.21,76.24,74.75
74.80,74.68,75.09,74.27
74.93,76.30,76.51,74.87
76.61,76.75,76.94,76.39
76.53,76.39,76.79,76.19
76.20,76.44,76.61,75.64
76.43,77.41,77.50,76.43
77.50,75.51,77.64,75.12
75.49,75.79,76.34,75.27
76.46,76.25,77.13,76.10
76.23,78.26,78.72,76.07
77.81,77.99,79.29,77.01
78.09,76.66,78.16,76.24
76.77,77.68,78.21,76.77
77.78,76.06,77.91,75.48
76.12,76.39,76.94,75.58
76.96,77.70,77.84,76.39
77.39,75.89,77.73,75.73
75.63,75.54,75.97,74.15
75.72,75.37,75.72,74.19
75.41,76.13,76.38,75.37
76.58,76.85,77.02,76.13
76.56,77.91,77.93,76.31
77.60,79.46,79.77,77.60
79.15,79.87,79.89,79.02
79.78,80.20,80.42,79.51
79.97,79.90,80.36,79.53
80.07,80.34,80.60,79.88
80.03,80.49,80.60,79.69
80.66,83.38,83.50,80.08
82.58,82.95,83.79,82.02
82.51,80.48,83.01,80.29
80.68,81.60,81.81,80.00
81.85,82.44,82.59,81.52
82.61,83.05,83.47,82.33
83.32,82.04,83.68,82.03
82.02,82.43,82.65,81.63
83.03,84.65,85.27,83.03
84.43,87.00,87.47,84.43
87.13,86.01,87.57,85.35
86.24,87.12,87.50,85.92
86.79,86.97,87.22,85.79
86.10,85.01,86.11,84.62
84.42,85.37,85.43,83.81
84.92,84.73,85.81,84.22
82.50,82.70,83.08,81.07
82.37,80.57,82.56,79.16
81.88,81.76,82.23,80.74
82.92,83.57,84.83,82.74
85.02,84.96,85.81,84.58
85.13,84.41,85.60,84.24
84.06,84.07,84.44,83.31
84.58,84.63,84.72,83.77
84.90,85.50,86.04,84.75
85.77,85.53,86.29,85.41
85.33,85.99,86.12,85.14
86.40,86.81,87.39,86.29
86.65,86.90,87.11,86.37
87.69,87.93,88.28,87.19
88.15,89.02,89.09,87.91
88.86,89.72,90.23,88.40
90.04,89.38,90.10,89.33
89.17,88.20,89.35,87.71
88.55,87.65,88.71,87.04
87.58,87.85,88.44,87.47
87.26,87.16,87.98,86.81
87.55,87.55,88.01,86.78
86.98,87.20,87.47,86.69
87.68,87.81,88.63,87.31
86.77,85.96,86.77,85.30
86.07,86.41,86.52,85.62
87.54,89.66,89.72,87.50
90.00,90.80,91.23,89.82
90.80,90.73,90.90,89.75
99.17,98.32,100.00,96.32
98.33,98.31,99.10,97.20
97.96,97.96,98.56,97.71
98.00,98.00,98.22,97.57
98.62,98.29,99.52,98.09
97.96,97.50,98.13,97.18
97.22,96.87,97.59,96.25
96.42,95.65,97.62,95.52
96.85,96.87,98.19,96.16
96.87,97.80,98.00,96.43
97.98,98.02,98.12,97.30
97.61,97.29,98.14,96.67
97.13,98.43,98.71,96.68
98.64,97.70,99.90,97.10
97.21,97.17,98.04,96.83
96.89,95.98,97.03,94.86
96.26,98.46,98.46,95.92
98.92,99.56,99.94,98.22
99.14,98.73,99.53,98.13
97.62,97.26,97.85,96.59
97.50,97.12,97.66,96.54
96.70,97.58,98.38,96.53
97.42,97.98,98.27,96.78
98.11,97.80,98.68,97.50
98.59,98.56,98.75,97.43
98.17,95.94,98.35,95.90
96.26,96.10,96.48,95.34
95.00,94.01,95.15,93.97
93.78,92.63,94.26,92.55
92.88,93.90,94.55,92.78
93.70,92.91,93.73,92.76
93.25,94.19,94.58,92.70
93.56,92.25,93.77,92.19
92.42,91.51,92.85,91.24
92.49,93.17,93.51,92.48
92.19,91.05,93.25,91.05
91.26,91.45,91.67,90.59
91.90,92.09,93.04,91.83
91.80,92.59,92.75,91.54
93.16,94.30,94.58,93.03
93.90,94.05,94.97,93.89
92.91,93.14,93.23,91.57
93.42,91.48,93.42,91.33
91.28,92.71,92.95,90.80
92.96,94.02,94.33,92.53
94.47,95.35,95.70,93.99
95.58,95.74,96.96,95.55
95.98,97.63,97.67,95.75
97.30,97.93,98.03,96.84
97.77,98.03,98.14,97.43
98.87,98.57,99.04,98.08
97.36,98.55,98.55,97.02
96.96,95.05,97.22,94.86
94.85,94.41,95.37,93.90
94.97,94.47,95.35,94.10
94.68,93.44,95.10,93.11
93.87,93.69,93.87,92.81
93.28,93.06,93.79,92.01
93.66,96.14,96.14,93.66
96.17,96.36,96.60,95.02
96.87,99.16,99.37,96.39
99.13,98.06,99.13,97.51
96.93,97.10,97.67,96.62
90.45,89.25,90.76,87.81
88.03,86.65,88.35,85.82
86.51,87.47,89.06,85.91
86.63,87.89,88.88,86.07
88.64,86.29,88.65,85.12
85.60,81.85,86.26,81.82
82.09,82.86,83.20,80.49
81.43,78.87,81.69,78.81
80.12,78.01,80.12,75.63
75.95,73.20,76.50,73.08
74.48,76.82,77.09,71.99
75.16,73.15,76.14,73.00
73.44,75.74,76.93,72.29
76.25,78.89,79.85,76.20
79.84,81.11,81.22,79.47
80.13,77.75,80.18,77.37
78.25,78.29,79.15,77.00
75.71,72.19,76.32,71.33
71.34,72.38,74.03,71.12
74.10,72.83,74.12,72.53
73.02,75.78,75.78,72.74
75.39,77.30,77.46,75.05
77.37,76.62,78.41,76.20
75.75,78.34,78.36,74.27
79.55,80.31,80.52,79.05
79.99,80.59,81.13,79.12
81.14,79.87,81.61,79.34
80.08,78.83,81.01,78.66
77.21,75.84,77.43,75.45
73.48,75.85,76.20,73.44
77.06,78.76,78.99,76.76
78.11,77.02,78.35,76.70
75.84,74.62,76.36,74.16
73.07,75.45,75.62,73.07
75.40,77.67,78.04,75.10
78.01,79.70,80.83,77.69
80.28,81.81,81.87,79.61
82.14,82.43,83.94,81.34
80.97,80.63,81.21,78.86
80.98,81.25,84.51,80.90
81.04,77.16,81.75,77.12
74.62,74.27,75.00,73.64
74.22,75.09,75.67,73.75
75.86,76.76,76.79,73.88
78.55,79.60,81.28,78.55
79.65,77.03,80.46,76.79
78.51,77.75,78.59,75.65
76.59,75.49,77.11,75.34
75.00,73.86,75.47,72.82
72.79,75.43,75.49,72.43
75.20,77.00,77.18,74.00
76.99,79.10,79.15,76.49
76.15,72.78,76.99,72.69
73.95,75.91,76.51,73.94
75.52,78.23,78.54,75.35
78.65,77.33,79.16,77.29
77.09,75.96,77.09,74.97
77.68,77.25,78.07,76.84
77.03,75.22,77.05,75.04
75.19,76.66,77.05,73.34
76.71,76.01,77.10,74.94
76.02,77.72,77.84,75.23
78.86,80.59,80.87,78.65
80.63,83.14,83.68,80.39
79.30,78.90,83.29,78.32
78.63,77.02,79.44,75.84
79.26,80.95,81.51,77.99
80.75,82.22,82.45,80.34
81.41,80.12,81.65,79.94
77.72,76.85,79.44,76.73
78.07,77.46,78.15,76.60
78.58,79.67,79.99,77.84
79.03,78.55,79.32,77.77
78.50,79.40,79.50,77.78
79.57,81.50,81.59,79.34
79.49,77.48,79.87,76.99
78.43,77.93,78.84,77.48
79.10,80.03,80.21,79.10
79.52,79.46,80.56,78.73
79.37,79.24,80.32,78.75
78.01,78.66,79.72,77.40
78.36,76.17,78.41,75.52
77.22,74.77,77.22,74.48
73.59,74.35,74.83,72.06
74.29,74.67,75.67,74.08
73.72,72.78,73.78,72.28
72.37,72.55,73.49,72.37
74.67,75.16,76.40,74.51
75.56,75.18,76.19,74.79
77.30,80.00,80.70,77.30
79.67,79.95,81.06,79.42
80.92,79.88,81.67,79.57
81.17,80.05,81.99,79.80
80.00,80.17,80.57,79.36
79.99,79.15,79.99,78.38
78.65,75.56,78.96,75.33
75.82,74.82,75.94,74.20
74.10,73.54,74.82,72.16
73.84,72.45,74.21,71.94
72.22,71.84,72.38,71.10
72.64,71.93,73.19,71.78
72.59,71.61,72.90,70.88
71.65,71.72,73.12,71.46
72.93,74.11,74.26,72.93
73.95,73.73,74.43,72.67
73.72,74.52,75.02,73.47
74.74,74.59,75.03,74.07
74.43,74.62,75.27,74.01
74.64,73.26,74.71,73.05
73.52,74.14,74.37,73.28
73.93,74.05,74.61,73.80
76.06,75.94,76.82,75.37
75.79,74.45,75.86,73.94
74.32,73.71,74.35,73.19
74.01,74.15,74.56,73.42
74.41,74.27,74.61,73.40
75.16,74.14,75.49,73.53
73.69,75.39,75.44,72.98
75.61,76.71,76.87,75.20
76.15,76.06,76.80,75.37
77.03,77.78,78.45,76.91
75.97,76.29,77.80,75.47
76.35,79.38,79.71,75.92
79.19,77.99,79.19,76.81
80.09,78.76,80.79,78.06
78.34,85.04,86.99,77.99
86.35,87.91,88.54,85.75
87.95,86.95,88.00,86.40
86.47,86.82,87.72,86.00
86.01,86.27,86.50,85.42
86.66,86.57,87.50,86.13
87.10,88.33,88.63,87.10
88.28,88.78,89.05,88.17
89.61,89.49,90.10,89.16
89.00,89.26,89.58,88.65
88.81,88.83,89.30,88.58
88.78,88.56,89.23,87.65
88.75,88.34,88.75,86.94
87.67,87.80,87.84,86.73
88.37,88.14,88.57,87.89
87.64,88.51,88.88,87.64
88.70,87.92,89.17,87.62
87.91,89.10,89.54,87.12
89.46,88.63,89.71,88.53
89.00,87.44,89.15,87.26
87.45,88.12,88.57,86.91
88.17,88.11,88.43,87.17
88.29,88.56,89.25,88.02
87.68,88.98,89.61,87.21
89.64,89.90,91.09,88.50
89.86,89.60,90.59,88.59
89.58,90.30,90.58,89.30
90.05,89.34,90.56,89.22
89.21,88.92,89.54,88.34
88.17,87.32,88.58,87.03
87.28,87.88,88.14,87.03
88.47,89.86,90.00,87.72
89.76,90.98,91.71,89.57
90.40,90.51,91.12,90.14
91.15,92.27,92.47,91.15
92.14,92.18,92.86,91.96
92.08,93.13,93.18,91.90
93.17,92.96,93.42,92.50
92.96,92.58,93.01,92.24
92.04,92.88,93.17,91.77
92.81,92.38,92.88,92.27
91.24,91.21,91.99,90.23
91.25,90.89,91.55,90.18
91.70,94.03,94.10,91.70
94.23,93.11,94.42,92.96
93.30,92.86,93.73,92.11
92.43,91.81,92.52,91.34
92.28,92.66,92.96,91.91
92.69,93.99,94.47,92.44
94.00,93.89,94.38,93.32
92.99,91.76,93.27,91.56
91.32,91.93,92.03,91.32
90.37,90.08,90.47,89.60
89.77,87.44,90.36,87.03
88.76,88.15,89.63,87.95
88.15,89.28,89.72,88.05
89.06,87.56,89.28,87.45
88.04,86.95,88.28,86.62
87.44,88.56,88.97,87.44
88.18,88.19,89.18,87.85
88.38,88.04,89.19,87.40
88.33,88.75,89.47,88.17
86.34,88.34,88.53,86.34
79.56,81.80,82.73,78.00
82.71,83.27,83.47,82.23
83.15,84.30,84.60,82.95
84.68,83.82,84.91,83.36
83.42,84.11,84.30,83.10
83.94,83.92,85.24,83.08
83.65,83.82,83.91,83.22
84.00,83.52,84.00,82.95
83.38,83.51,83.70,81.96
83.14,83.78,84.42,82.91
83.06,84.50,84.71,82.70
83.49,84.35,85.03,82.94
84.94,84.29,85.28,83.93
83.86,84.82,85.14,83.60
83.83,83.84,84.40,82.84
83.85,83.12,84.26,83.01
83.62,83.18,84.79,83.18
83.50,82.52,84.53,82.43
83.02,80.81,83.26,80.57
81.99,82.55,82.82,81.35
82.89,82.77,84.15,82.22
82.12,82.09,82.51,80.54
82.34,82.25,83.13,81.64
81.89,82.10,82.99,81.67
82.66,82.47,83.70,82.32
81.75,80.80,81.76,80.41
80.84,79.78,80.89,79.44
78.33,77.07,78.61,76.69
77.15,76.15,77.16,75.23
75.87,76.97,77.42,75.57
77.60,78.83,78.83,77.39
79.64,78.35,80.16,78.24
77.88,78.78,78.98,77.55
79.40,78.26,79.67,78.14
78.40,79.38,79.48,78.15
79.00,79.50,80.05,79.00
79.70,80.32,80.51,79.22
80.79,80.56,80.84,80.24
79.90,81.28,81.55,79.90
81.33,82.38,82.79,81.33
82.54,82.35,82.93,81.36
82.56,80.04,83.11,79.98
80.49,81.09,81.44,80.40
80.26,79.52,80.60,79.30
79.64,77.83,79.66,77.45
78.13,78.14,78.65,77.34
77.64,76.89,78.09,75.84
78.23,79.47,79.56,78.23
79.47,78.50,79.65,78.00
78.34,79.43,79.50,78.26
79.13,79.82,80.34,78.94
78.64,77.31,78.86,76.41
76.99,75.96,77.38,75.69
76.23,74.66,76.63,74.44
74.69,75.30,75.81,74.62
74.64,75.41,75.86,74.64
75.47,76.63,77.16,75.35
76.29,76.19,76.78,75.92
76.36,77.12,77.16,75.56
76.74,78.63,79.10,76.67
78.71,78.51,78.77,77.56
78.14,76.48,78.16,75.73
75.29,75.59,76.16,74.12
74.77,75.69,78.15,74.40
75.48,75.11,76.90,74.90
77.17,77.09,79.98,76.38
77.49,79.06,79.42,77.26
78.89,78.11,79.12,78.01
78.12,77.48,78.87,77.32
77.81,77.32,78.22,77.05
76.65,75.40,76.91,74.72
76.71,77.11,78.41,76.60
77.54,77.00,77.62,76.37
77.11,78.68,78.89,76.71
78.60,79.27,79.81,78.26
79.20,78.56,79.94,78.24
78.41,78.65,78.67,77.94
78.29,78.02,78.49,77.29
78.24,77.33,78.25,77.04
77.22,78.33,78.53,77.08
77.88,76.17,77.88,75.90
76.16,75.26,76.43,74.36
75.11,75.75,76.00,75.03
76.00,76.00,76.73,75.72
76.02,76.65,76.89,75.67
76.66,77.10,77.56,76.23
77.02,77.72,78.00,76.74
77.79,78.01,78.49,77.50
77.95,77.54,78.33,77.22
77.63,79.18,79.44,77.45
78.49,79.09,79.36,78.20
79.74,80.19,80.65,79.01
80.06,79.87,80.21,78.80
79.73,79.61,79.99,78.95
80.45,81.67,81.76,80.15
81.99,83.18,83.29,81.89
83.00,83.22,83.71,82.52
83.34,83.42,83.87,83.22
83.66,83.64,84.15,83.08
83.78,85.15,85.37,83.21
85.11,85.04,85.92,84.62
84.90,84.92,85.05,84.32
84.92,85.24,85.51,84.47
85.38,85.01,85.38,84.64
84.75,85.09,85.15,83.79
85.61,84.69,85.78,84.45
84.31,84.62,84.86,83.85
84.96,84.12,85.38,84.04
84.21,83.36,84.31,83.11
83.83,84.12,84.34,83.47
83.69,83.33,83.78,82.83
83.65,84.16,85.04,83.55
84.60,84.01,84.90,83.67
84.19,84.32,85.07,83.91
84.66,84.45,85.18,84.28
84.86,84.35,85.11,84.11
83.98,84.37,84.50,83.94
84.12,81.98,84.44,81.94
81.80,80.39,81.96,80.00
80.89,80.89,81.95,80.81
81.00,80.38,81.31,80.30
80.39,80.60,80.82,80.00
80.81,81.69,81.87,80.81
81.72,82.11,82.35,81.51
81.59,81.10,81.77,79.46
80.80,79.88,80.91,79.23
79.94,81.06,81.93,79.94
79.83,78.89,80.62,78.33
78.93,79.60,80.10,78.83
80.35,80.67,81.20,80.13
80.95,81.56,81.74,80.56
81.49,81.81,82.02,80.83
82.00,84.19,84.28,81.97
84.57,83.49,84.98,83.22
82.94,84.74,84.87,82.84
84.74,85.38,86.00,84.44
84.75,84.00,84.76,83.17
83.91,83.21,84.34,83.21
83.08,82.97,84.11,82.89
83.29,82.91,83.31,82.25
82.32,82.39,83.19,82.07
82.58,80.74,82.68,80.46
80.49,81.13,81.32,80.04
81.10,81.21,81.84,80.35
82.14,83.17,83.17,82.14
82.79,82.84,83.60,82.12
82.85,82.13,83.10,81.86
82.63,83.64,83.65,82.39
83.27,83.27,83.61,82.70
82.80,82.95,83.51,82.57
82.48,83.73,83.73,82.02
83.97,84.55,84.69,83.66
84.39,84.55,84.74,83.97
84.73,84.14,85.30,83.98
84.24,84.43,84.88,84.00
84.41,84.15,84.89,83.97
84.10,85.02,85.05,83.59
85.10,85.50,85.87,84.48
85.21,86.00,86.60,85.21
86.24,87.06,87.53,86.08
87.23,87.61,88.20,86.49
87.33,87.43,87.75,86.97
87.06,87.35,87.90,86.85
87.56,88.18,88.22,87.46
88.34,89.20,89.25,87.92
89.39,88.39,89.39,88.35
88.39,89.33,89.51,88.16
88.72,88.42,88.99,88.14
88.28,88.62,88.79,88.08
88.78,87.38,88.78,87.05
87.57,87.53,87.97,86.44
87.06,86.25,87.12,86.23
86.09,87.12,87.28,85.80
88.96,88.71,88.96,87.79
86.78,86.22,86.81,85.50
85.01,86.82,87.05,85.01
86.70,87.09,87.75,86.03
86.86,88.74,88.77,86.86
89.08,91.02,91.42,88.61
91.46,91.26,91.73,90.50
91.55,90.61,91.55,90.28
90.48,90.30,90.80,90.21
89.87,90.90,90.93,89.75
90.78,90.56,90.78,90.00
90.05,90.57,90.98,89.51
90.73,91.89,92.29,90.73
91.34,91.27,92.59,89.93
91.07,90.87,92.06,90.61
90.93,90.95,91.94,90.44
91.37,92.61,92.61,90.96
93.50,92.75,93.75,92.22
92.61,92.64,92.98,92.02
92.73,92.14,93.36,91.96
91.58,91.57,92.29,91.11
92.50,93.09,93.42,92.17
92.08,90.82,92.34,90.49
91.33,91.59,92.20,91.33
91.41,92.21,92.27,91.16
92.05,91.40,92.06,90.95
91.44,92.53,92.68,91.44
92.52,92.47,92.55,92.00
92.44,91.99,92.61,91.79
92.36,93.22,93.33,92.10
92.92,93.47,93.53,92.28
93.47,92.61,93.67,92.17
92.48,93.36,93.41,92.35
93.14,92.33,93.41,91.96
92.24,91.79,92.90,91.46
92.09,92.65,92.65,92.01
93.00,90.42,93.04,90.41
90.87,91.49,91.71,89.74
91.37,92.98,93.25,91.19
93.00,92.72,93.63,92.21
92.32,93.77,93.82,91.56
93.34,93.74,93.77,92.73
94.08,94.96,95.41,94.08
95.13,94.62,95.38,94.46
94.73,94.26,94.98,94.17
94.68,94.48,94.78,93.95
94.27,94.71,94.78,93.94
94.78,94.24,94.92,93.76
94.23,94.24,94.60,93.63
94.37,94.66,94.67,93.98
94.29,94.82,94.96,94.10
94.03,93.97,94.68,93.63
94.21,93.99,94.51,93.47
94.46,94.78,94.93,94.11
94.34,93.11,94.34,93.02
93.56,93.26,93.59,92.37
93.40,92.55,93.50,91.59
92.98,93.26,93.93,92.94
92.58,93.16,93.59,92.37
93.31,93.91,94.00,92.83
93.85,93.70,93.86,92.99
94.02,95.50,95.50,93.93
95.50,94.29,95.51,93.98
94.37,94.57,94.90,93.85
93.21,92.39,93.21,92.26
92.31,93.03,93.03,92.09
93.44,93.15,93.83,92.98
93.60,95.12,95.33,93.48
95.29,95.46,96.25,95.29
94.65,94.33,95.25,93.46
93.97,91.31,94.25,91.28
91.97,91.69,92.46,91.30
91.11,89.85,91.35,89.26
89.53,88.24,89.57,87.90
88.44,88.45,88.89,87.85
88.68,89.23,89.26,87.95
89.45,92.10,95.52,89.23
92.10,92.48,92.96,91.50
92.77,92.88,93.48,92.64
92.43,92.30,92.62,91.45
92.42,92.45,92.58,91.67
92.15,92.40,92.73,91.24
92.29,92.38,93.13,92.04
92.80,92.63,93.52,92.59
93.63,93.00,94.04,92.96
92.90,93.53,93.77,92.77
93.52,94.47,94.87,93.15
94.35,95.80,95.82,94.26
95.59,96.42,97.12,95.59
96.50,96.91,97.34,96.50
96.52,96.50,97.19,96.06
96.50,97.75,97.77,96.37
97.53,98.49,98.99,97.20
98.09,97.07,98.35,96.93
97.50,98.00,98.38,97.09
97.71,97.53,98.49,97.35
97.75,98.08,98.87,97.70
98.16,96.70,99.19,96.12
95.89,97.17,97.28,95.52
97.08,97.79,97.99,96.04
98.66,99.27,99.66,98.66
98.56,97.57,98.59,97.24
97.80,97.72,98.56,97.17
97.23,96.71,98.16,96.67
97.09,97.01,97.28,95.88
97.00,96.59,97.50,96.06
96.36,96.22,96.94,95.45
96.19,97.33,97.33,95.92
97.97,98.38,98.44,97.36
98.59,98.33,98.66,97.48
96.98,97.18,98.05,96.84
97.91,97.18,98.19,97.17
97.24,99.02,99.24,96.76
98.97,98.60,99.57,98.40
99.53,100.21,100.56,99.26
100.25,101.90,102.69,100.21
102.01,100.22,102.38,100.20
99.26,97.36,99.26,97.04
