WAT,Waters Corporation Common Stock,NASDAQ
137.85,136.67,138.11,134.08
136.24,138.07,138.13,135.01
138.34,139.51,140.28,137.92
138.61,139.44,141.93,138.61
139.87,139.59,140.70,138.60
139.25,138.40,140.39,138.12
138.26,137.50,138.87,137.32
138.18,137.08,139.90,136.70
136.70,136.13,138.31,135.61
135.98,136.33,137.65,135.94
136.78,135.64,136.78,135.11
135.37,135.72,136.48,134.70
136.22,136.21,136.58,135.08
136.61,136.51,137.64,136.00
136.75,134.66,136.81,134.37
134.36,134.50,134.98,133.86
135.24,134.39,135.30,133.71
135.05,136.43,136.86,134.68
136.52,135.49,137.24,135.33
135.21,135.73,135.86,134.69
137.10,139.98,141.90,137.10
140.04,139.18,141.02,138.27
138.98,137.56,139.35,137.34
137.12,139.13,139.23,136.14
138.93,138.35,138.93,137.56
140.24,141.32,142.68,139.78
