DGLY,Digital Ally,NASDAQ
1.70,1.70,1.72,1.68
1.66,1.64,1.67,1.63
1.66,1.70,1.70,1.60
1.69,1.67,1.86,1.63
1.68,1.70,1.70,1.68
1.70,1.82,1.82,1.68
1.87,1.92,1.96,1.82
1.94,1.92,1.98,1.88
1.95,1.96,1.97,1.88
2.00,2.13,2.15,2.00
2.15,2.19,2.19,2.10
2.20,2.16,2.29,2.11
2.10,2.22,2.26,2.10
2.30,2.24,2.30,2.21
2.27,2.23,2.28,2.23
2.23,2.15,2.25,2.13
2.12,2.09,2.13,2.06
2.06,2.10,2.21,2.06
2.13,2.09,2.16,2.05
2.05,1.90,2.05,1.89
1.93,1.91,1.97,1.90
1.92,1.91,1.98,1.91
1.92,1.90,1.95,1.88
1.87,1.90,1.92,1.87
1.93,1.87,1.93,1.83
1.85,1.97,1.98,1.83
1.94,2.04,2.05,1.94
2.07,1.86,2.15,1.86
1.87,1.80,1.87,1.77
1.80,1.78,1.82,1.76
1.79,1.72,1.84,1.71
1.74,1.70,1.75,1.68
1.70,1.72,1.73,1.62
1.73,1.70,1.76,1.68
1.73,1.70,1.73,1.65
1.70,1.76,1.77,1.70
1.68,1.65,1.68,1.58
1.67,1.60,1.67,1.58
1.63,1.64,1.65,1.60
1.60,1.63,1.65,1.60
1.60,1.59,1.62,1.57
1.59,1.55,1.59,1.55
1.58,1.59,1.60,1.54
1.58,1.58,1.67,1.58
1.55,1.51,1.55,1.51
1.57,1.53,1.57,1.51
1.53,1.53,1.56,1.53
1.51,1.57,1.64,1.51
1.58,1.56,1.60,1.52
1.60,1.56,1.60,1.51
1.55,1.64,1.68,1.55
1.60,1.70,1.79,1.60
1.67,1.64,1.70,1.63
1.61,1.67,1.71,1.61
1.63,1.66,1.70,1.63
1.64,1.71,1.77,1.64
1.70,1.70,1.72,1.66
1.71,1.78,1.79,1.69
1.75,1.67,1.76,1.66
1.71,1.67,1.72,1.67
1.70,1.61,1.71,1.61
1.65,1.70,1.70,1.65
1.69,1.69,1.72,1.68
1.71,1.77,1.79,1.68
1.79,1.87,1.89,1.72
1.89,1.82,1.89,1.81
1.83,1.85,1.88,1.82
1.85,1.76,1.88,1.75
1.74,1.78,1.79,1.74
1.80,1.75,1.80,1.75
1.80,1.75,1.80,1.75
1.78,1.79,1.85,1.71
1.80,1.81,1.85,1.79
1.83,1.87,1.88,1.83
1.84,1.81,1.85,1.80
1.79,1.89,1.92,1.79
1.89,1.87,1.93,1.82
1.86,1.65,1.89,1.65
1.65,1.66,1.69,1.62
1.66,1.68,1.68,1.60
1.65,1.67,1.67,1.63
1.67,1.70,1.70,1.67
1.73,1.67,1.73,1.67
1.68,1.70,1.70,1.67
1.69,1.72,1.72,1.67
1.68,1.69,1.71,1.66
1.67,1.69,1.69,1.67
1.68,1.65,1.68,1.62
1.63,1.63,1.68,1.63
1.63,1.64,1.64,1.63
1.64,1.61,1.69,1.60
1.61,1.61,1.65,1.60
1.61,1.61,1.63,1.60
1.60,1.60,1.62,1.60
1.59,1.60,1.60,1.56
1.60,1.63,1.64,1.58
1.61,1.61,1.65,1.59
1.61,1.60,1.65,1.57
1.60,1.72,1.72,1.60
1.72,1.73,1.74,1.70
1.75,1.71,1.75,1.70
1.70,1.65,1.70,1.64
1.70,1.69,1.70,1.65
1.70,1.70,1.75,1.68
1.71,1.71,1.73,1.71
1.70,1.70,1.75,1.70
1.70,1.70,1.73,1.62
1.67,1.73,1.75,1.65
1.71,1.68,1.80,1.68
1.69,1.73,1.73,1.68
1.72,1.70,1.74,1.68
1.68,1.74,1.74,1.63
1.73,1.69,1.73,1.68
1.69,1.65,1.72,1.65
1.64,1.62,1.68,1.62
1.62,1.61,1.64,1.48
1.60,1.59,1.60,1.55
1.59,1.60,1.65,1.49
1.56,1.55,1.60,1.52
1.50,1.52,1.55,1.49
1.46,1.46,1.51,1.26
1.46,1.49,1.49,1.39
1.49,1.46,1.49,1.42
1.46,1.50,1.50,1.38
1.50,1.50,1.57,1.48
1.53,1.40,1.57,1.39
1.40,1.41,1.43,1.36
1.40,1.30,1.40,1.25
1.30,1.35,1.38,1.30
1.36,1.41,1.41,1.30
1.42,1.42,1.45,1.40
1.31,1.40,1.47,1.30
1.27,1.30,1.37,1.20
1.31,1.35,1.35,1.27
1.37,1.35,1.45,1.35
1.39,1.35,1.39,1.35
1.38,1.36,1.39,1.36
1.38,1.36,1.41,1.35
1.37,1.40,1.40,1.36
1.39,1.37,1.40,1.36
1.39,1.36,1.40,1.35
1.36,1.40,1.40,1.35
1.41,1.38,1.41,1.38
1.38,1.37,1.40,1.35
1.37,1.34,1.37,1.34
1.35,1.37,1.40,1.35
1.41,1.37,1.43,1.36
1.36,1.35,1.41,1.35
1.34,1.41,1.41,1.34
1.40,1.35,1.42,1.33
1.36,1.39,1.40,1.36
1.36,1.38,1.38,1.30
1.35,1.37,1.37,1.30
1.37,1.38,1.45,1.35
1.37,1.38,1.40,1.34
1.40,1.36,1.40,1.32
1.33,1.35,1.37,1.30
1.35,1.38,1.40,1.30
1.38,1.37,1.40,1.36
1.39,1.34,1.42,1.31
1.05,1.10,1.16,1.00
1.08,1.11,1.13,1.06
1.09,1.16,1.20,1.09
1.14,1.20,1.21,1.14
1.19,1.20,1.20,1.15
1.15,1.17,1.20,1.15
1.19,1.16,1.19,1.16
1.17,1.15,1.19,1.15
1.15,1.07,1.15,1.05
1.07,1.13,1.17,1.00
1.20,1.15,1.20,1.11
1.14,1.17,1.18,1.12
1.17,1.17,1.17,1.07
1.17,1.21,1.24,1.11
1.24,1.24,1.29,1.20
1.22,1.20,1.22,1.17
1.29,1.19,1.29,1.18
1.19,1.10,1.19,1.09
1.08,1.06,1.10,1.06
1.05,1.03,1.12,1.00
1.01,1.01,1.01,0.97
1.08,1.04,1.14,1.01
1.04,0.94,1.04,0.94
0.99,1.05,1.05,0.96
1.04,1.10,1.12,1.04
1.08,1.05,1.08,1.04
1.03,1.12,1.12,1.00
1.09,1.11,1.13,1.03
1.10,1.10,1.14,1.02
1.08,1.10,1.12,1.07
1.05,1.10,1.14,1.03
1.08,1.08,1.17,1.06
1.08,1.12,1.15,1.08
1.11,1.13,1.13,1.10
1.13,1.11,1.16,1.10
1.04,1.16,1.17,1.04
1.15,1.15,1.20,1.12
1.12,1.15,1.16,1.10
1.13,1.18,1.18,1.13
1.19,1.17,1.19,1.17
1.17,1.20,1.20,1.16
1.17,1.20,1.25,1.13
1.18,1.15,1.19,1.11
1.14,1.13,1.17,1.09
1.16,1.07,1.16,1.05
1.09,1.14,1.14,1.03
1.11,1.12,1.15,1.05
1.12,1.12,1.15,1.03
1.13,1.09,1.15,1.06
1.05,1.05,1.15,1.00
1.06,1.08,1.09,1.06
1.05,1.01,1.05,1.00
1.01,0.98,1.06,0.98
1.01,1.02,1.05,0.96
1.05,1.02,1.05,0.96
1.01,0.97,1.01,0.97
1.00,0.94,1.00,0.93
0.93,0.96,0.98,0.93
0.96,0.93,0.96,0.92
0.93,0.87,0.95,0.87
0.86,0.91,1.00,0.84
0.81,0.72,0.96,0.70
0.72,0.66,0.77,0.66
0.66,0.79,0.83,0.66
0.79,0.75,0.95,0.70
0.82,0.90,1.12,0.69
0.89,0.83,0.93,0.81
0.81,0.87,0.93,0.75
0.90,0.93,0.93,0.79
0.84,0.81,0.92,0.79
0.86,0.86,0.86,0.86
0.85,0.85,0.92,0.76
0.79,0.95,1.09,0.68
0.99,0.96,1.00,0.87
1.03,0.84,1.05,0.80
0.88,0.85,0.88,0.76
0.84,0.83,0.85,0.79
0.88,0.89,0.90,0.84
0.89,0.89,0.95,0.84
0.89,0.92,0.93,0.89
0.92,0.86,0.95,0.80
0.80,0.89,0.89,0.80
0.99,1.00,1.00,0.86
0.97,0.94,1.00,0.90
0.89,0.95,0.95,0.86
0.90,0.92,0.95,0.89
0.92,0.92,0.92,0.92
0.95,0.95,0.95,0.91
0.95,0.90,0.95,0.90
0.91,0.95,0.95,0.91
0.90,0.94,0.94,0.86
0.87,0.91,0.92,0.86
0.87,0.87,0.87,0.86
0.86,0.86,0.92,0.86
0.85,0.90,0.90,0.85
0.92,0.86,0.92,0.80
0.89,0.89,0.91,0.82
0.89,0.89,0.91,0.89
0.89,0.89,0.89,0.89
0.85,0.77,0.89,0.77
0.75,0.68,0.78,0.68
0.70,0.75,0.77,0.70
0.75,0.75,0.76,0.75
0.72,0.77,0.78,0.68
0.78,0.82,0.89,0.78
0.81,0.82,0.89,0.75
0.88,0.88,0.92,0.88
0.81,0.87,0.87,0.80
0.80,0.80,0.81,0.80
0.83,0.80,0.87,0.80
0.80,0.84,0.89,0.80
0.77,0.84,0.86,0.77
0.83,0.89,0.89,0.83
0.85,0.89,0.89,0.85
0.86,0.86,0.87,0.81
0.90,0.87,0.90,0.80
0.90,0.90,0.94,0.90
0.90,0.91,0.91,0.90
0.94,0.82,0.94,0.82
0.84,0.88,0.88,0.84
0.88,0.87,0.88,0.82
0.88,0.94,0.94,0.88
0.95,0.87,0.95,0.87
0.86,0.79,0.94,0.79
0.90,0.90,0.91,0.90
0.95,0.86,0.95,0.81
0.90,0.81,0.90,0.81
0.81,0.84,0.90,0.79
0.89,0.79,0.89,0.78
0.79,0.84,0.85,0.78
0.81,0.75,0.85,0.75
0.85,0.75,0.85,0.75
0.77,0.83,0.83,0.77
0.82,0.79,0.82,0.75
0.75,0.70,0.75,0.70
0.72,0.72,0.75,0.72
0.72,0.68,0.72,0.68
0.68,0.70,0.76,0.68
0.77,0.76,0.78,0.76
0.69,0.71,0.77,0.69
0.73,0.72,0.77,0.72
0.69,0.73,0.75,0.68
0.75,0.67,0.97,0.66
0.74,0.75,0.75,0.68
0.87,0.72,0.87,0.69
0.80,0.74,0.87,0.70
0.79,0.76,0.79,0.70
0.76,0.76,0.76,0.76
0.75,0.76,0.76,0.70
0.72,0.72,0.74,0.72
0.74,0.74,0.74,0.70
0.67,0.67,0.72,0.67
0.67,0.70,0.74,0.66
0.74,0.71,0.74,0.65
0.71,0.70,0.74,0.64
0.68,0.72,0.76,0.66
0.70,0.63,0.72,0.60
0.69,0.66,0.71,0.65
0.65,0.67,0.71,0.60
0.64,0.61,0.70,0.60
0.66,0.61,0.67,0.55
0.57,0.63,0.65,0.57
0.61,0.60,0.63,0.58
0.59,0.64,0.67,0.59
0.67,0.60,0.67,0.60
0.60,0.64,0.65,0.60
0.66,0.62,0.70,0.62
0.66,0.67,0.70,0.66
0.70,0.68,0.70,0.67
0.70,0.70,0.70,0.70
0.70,0.65,0.70,0.65
0.65,0.60,0.68,0.60
0.65,0.62,0.65,0.62
0.64,0.66,0.66,0.64
0.62,0.68,0.68,0.58
0.68,0.68,0.68,0.68
0.67,0.68,0.68,0.66
0.63,0.63,0.69,0.63
0.64,0.64,0.68,0.64
0.64,0.64,0.64,0.64
0.64,0.60,0.68,0.60
0.65,0.58,0.65,0.58
0.60,0.60,0.60,0.57
0.64,0.59,0.65,0.57
0.59,0.59,0.59,0.59
0.59,0.60,0.64,0.57
0.59,0.60,0.63,0.58
0.62,0.61,0.63,0.59
0.59,0.63,0.63,0.59
0.60,0.59,0.60,0.59
0.63,0.62,0.63,0.59
0.64,0.62,0.64,0.62
0.62,0.60,0.62,0.59
0.61,0.61,0.61,0.61
0.65,0.59,0.65,0.59
0.61,0.59,0.65,0.59
0.60,0.57,0.60,0.57
0.57,0.58,0.60,0.57
0.57,0.64,0.64,0.54
0.65,0.63,0.65,0.63
0.63,0.63,0.63,0.63
0.58,0.60,0.60,0.58
0.64,0.64,0.64,0.57
0.57,0.64,0.64,0.57
0.56,0.61,0.64,0.55
0.56,0.55,0.56,0.55
0.57,0.55,0.61,0.55
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.56,0.57,0.58,0.50
0.55,0.56,0.59,0.55
0.53,0.54,0.55,0.53
0.54,0.56,0.56,0.52
0.53,0.57,0.57,0.49
0.54,0.54,0.54,0.51
0.50,0.50,0.54,0.48
0.46,0.42,0.48,0.42
0.42,0.42,0.44,0.40
0.44,0.45,0.48,0.42
0.50,0.45,0.50,0.45
0.49,0.49,0.53,0.43
0.48,0.50,0.50,0.47
0.48,0.53,0.53,0.45
0.53,0.70,0.70,0.53
0.70,0.77,0.79,0.70
0.79,0.69,0.79,0.62
0.65,0.65,0.70,0.61
0.68,0.67,0.68,0.61
0.67,0.67,0.67,0.67
0.69,0.61,0.71,0.60
0.74,0.65,0.75,0.65
0.70,0.65,0.70,0.62
0.65,0.70,0.70,0.65
0.70,0.70,0.73,0.69
0.70,0.71,0.72,0.70
0.70,0.75,0.75,0.66
0.76,0.75,0.76,0.71
0.75,0.75,0.75,0.75
0.73,0.72,0.73,0.72
0.72,0.72,0.72,0.72
0.70,0.70,0.70,0.59
0.70,0.70,0.70,0.70
0.70,0.73,0.73,0.69
0.78,0.78,0.78,0.70
0.70,0.75,0.79,0.65
0.75,0.75,0.75,0.75
0.70,0.70,0.70,0.70
0.68,0.65,0.68,0.65
0.68,0.68,0.68,0.50
0.65,0.65,0.65,0.61
0.61,0.61,0.65,0.60
0.63,0.63,0.64,0.63
0.62,0.63,0.63,0.62
0.60,0.69,0.70,0.58
0.69,0.70,0.70,0.68
0.71,0.71,0.72,0.63
0.65,0.65,0.65,0.65
0.60,0.62,0.62,0.60
0.63,0.63,0.63,0.63
0.61,0.60,0.64,0.60
0.51,0.51,0.60,0.51
0.53,0.50,0.53,0.50
0.51,0.51,0.51,0.50
0.50,0.44,0.50,0.44
0.47,0.48,0.65,0.46
0.43,0.45,0.49,0.40
0.42,0.53,0.59,0.42
0.53,0.45,0.53,0.40
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.46,0.42,0.46,0.41
0.42,0.42,0.42,0.40
0.49,0.39,0.50,0.39
0.40,0.39,0.45,0.39
0.39,0.40,0.44,0.39
0.40,0.40,0.42,0.36
0.40,0.40,0.40,0.40
0.40,0.31,0.40,0.29
0.33,0.38,0.38,0.32
0.38,0.38,0.40,0.38
0.38,0.39,0.39,0.34
0.39,0.39,0.40,0.39
0.40,0.40,0.40,0.37
0.46,0.45,0.46,0.45
0.45,0.43,0.45,0.40
0.40,0.40,0.40,0.37
0.40,0.40,0.40,0.40
0.38,0.44,0.44,0.33
0.37,0.39,0.39,0.37
0.38,0.36,0.43,0.36
0.40,0.37,0.40,0.37
0.37,0.40,0.40,0.37
0.44,0.40,0.44,0.36
0.36,0.36,0.36,0.36
0.36,0.36,0.36,0.36
0.39,0.39,0.39,0.39
0.39,0.34,0.39,0.34
0.39,0.37,0.40,0.35
0.38,0.38,0.45,0.38
0.44,0.38,0.44,0.38
0.38,0.38,0.38,0.38
0.38,0.38,0.45,0.35
0.36,0.40,0.40,0.36
0.36,0.35,0.36,0.35
0.35,0.39,0.39,0.35
0.39,0.39,0.39,0.39
0.40,0.39,0.40,0.39
0.35,0.35,0.35,0.35
0.35,0.31,0.37,0.30
0.38,0.39,0.39,0.35
0.39,0.40,0.40,0.38
0.40,0.38,0.40,0.38
0.38,0.39,0.39,0.34
0.40,0.39,0.40,0.39
0.36,0.41,0.41,0.32
0.40,0.41,0.41,0.39
0.41,0.41,0.41,0.41
0.34,0.43,0.48,0.34
0.41,0.47,0.47,0.41
0.47,0.41,0.47,0.40
0.43,0.48,0.48,0.40
0.50,0.60,0.64,0.50
0.65,0.60,0.70,0.60
0.67,0.67,0.80,0.65
0.68,0.64,0.68,0.64
0.74,0.65,0.75,0.63
11.93,7.00,11.93,5.16
7.00,7.00,7.00,7.00
6.83,6.80,6.89,5.76
6.17,5.99,6.17,5.71
5.99,5.36,5.99,5.28
5.11,5.21,5.25,4.81
5.21,5.35,5.50,5.21
5.02,4.59,5.30,4.59
4.28,5.01,5.32,4.28
5.27,5.20,5.60,5.20
5.57,4.92,5.57,4.91
5.04,4.36,5.09,4.02
4.16,4.00,4.33,3.57
4.09,3.90,4.09,3.79
3.89,4.23,4.23,3.89
4.32,3.90,4.33,3.89
4.16,4.00,4.16,4.00
3.96,3.83,3.96,3.75
3.70,3.83,3.83,3.65
3.69,3.80,3.80,3.69
3.59,3.60,3.72,3.59
3.49,3.44,3.49,3.35
3.32,3.43,3.43,3.31
3.37,3.39,3.45,3.37
3.36,3.44,3.44,3.36
3.30,3.30,3.30,3.30
3.31,3.40,3.49,3.30
3.31,3.39,3.39,3.30
3.39,3.20,3.40,3.20
3.20,3.20,3.23,3.20
3.37,3.15,3.37,3.15
3.19,3.30,3.30,3.19
3.35,3.03,3.35,3.03
3.02,2.91,3.05,2.91
2.81,3.15,3.15,2.81
3.13,3.15,3.15,3.00
3.15,3.34,3.49,3.02
3.15,3.11,3.30,3.11
3.16,3.03,3.16,3.02
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.31,3.32,3.32,3.31
3.31,3.30,3.54,3.30
3.30,3.40,3.92,3.30
3.28,3.00,3.28,3.00
3.30,3.40,3.75,3.30
3.03,4.21,4.48,3.03
4.23,4.53,5.20,4.23
5.25,5.24,5.25,4.50
5.25,5.00,5.98,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.25,5.00
5.00,5.75,6.00,5.00
5.70,5.90,6.00,5.70
5.90,5.90,5.90,5.90
5.54,5.89,5.89,5.54
5.69,5.37,5.69,5.11
4.55,4.87,4.87,4.55
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.63,4.71,4.88,4.45
4.58,4.66,4.83,4.54
4.64,4.55,4.64,4.55
4.54,4.54,4.54,4.54
4.47,4.95,5.50,4.45
4.71,4.85,4.94,4.71
4.53,4.45,4.91,4.14
4.34,4.30,4.42,4.30
4.03,4.01,4.73,3.73
4.15,3.75,4.15,3.75
3.75,3.00,3.75,3.00
3.15,3.20,3.62,3.07
3.32,3.67,3.83,3.22
3.56,3.40,3.67,3.27
3.46,3.57,4.00,3.42
3.55,3.54,3.74,3.54
3.40,3.06,3.50,3.03
3.45,3.60,3.67,3.43
3.65,3.65,3.65,3.26
3.56,3.98,4.00,3.56
3.50,3.68,4.00,3.50
4.00,3.43,4.00,3.43
3.45,3.40,3.45,3.40
3.38,3.38,3.38,3.38
3.17,3.38,3.38,3.17
3.17,3.15,3.30,3.12
3.06,3.48,3.48,3.06
3.48,3.48,3.89,3.48
3.31,3.45,3.74,3.24
3.45,3.45,3.45,3.45
3.37,3.48,3.49,3.24
3.59,3.35,3.59,3.35
3.35,3.35,3.35,3.35
3.31,3.31,3.31,3.31
3.27,3.27,3.27,3.27
3.67,3.50,3.67,3.39
3.40,3.40,3.40,3.40
3.40,3.16,3.40,3.16
3.35,3.25,3.35,3.24
3.46,3.48,3.49,3.44
3.50,3.60,3.63,3.50
3.62,3.50,3.62,3.50
3.56,3.73,3.74,3.51
3.73,3.59,3.73,3.58
3.50,3.68,3.68,3.50
3.73,4.00,4.00,3.50
3.98,4.63,4.77,3.98
4.50,4.15,4.50,3.53
3.50,3.60,3.60,3.50
3.94,3.74,4.10,3.61
3.51,4.00,4.05,3.51
4.00,4.00,4.00,3.96
4.00,4.10,4.20,4.00
4.16,4.63,4.63,4.16
4.45,4.38,4.63,4.00
4.00,4.44,4.44,3.95
4.55,4.50,4.80,4.11
4.22,4.11,4.22,4.11
4.13,4.11,4.65,4.11
4.16,4.16,4.16,4.16
4.58,4.33,4.80,4.33
4.44,4.37,4.44,4.37
4.60,4.08,4.60,4.08
4.18,4.21,4.55,4.18
4.60,4.60,4.60,4.60
4.11,4.26,4.59,4.11
4.26,4.09,4.26,4.09
4.30,4.29,4.30,4.29
4.30,4.30,4.30,4.30
4.28,4.26,4.30,3.94
4.26,4.26,4.26,4.26
4.26,4.26,4.26,4.26
4.04,4.09,4.09,4.04
4.13,4.30,4.30,4.13
4.20,4.06,4.20,4.06
4.29,4.11,4.29,4.11
4.30,4.15,4.30,4.15
4.30,4.15,4.30,4.15
4.05,4.05,4.05,4.05
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.04,4.16,4.30,4.04
4.16,4.16,4.16,4.16
4.19,4.48,4.88,4.19
4.40,4.30,4.40,4.13
4.30,4.36,4.39,4.18
4.36,4.39,4.39,4.21
4.47,4.61,4.61,4.18
4.61,4.61,4.61,4.61
4.41,4.40,4.62,4.40
4.60,4.60,4.60,4.40
4.40,4.44,4.44,4.20
4.25,4.42,4.42,4.25
4.15,4.16,4.44,4.07
4.15,4.23,4.28,4.00
4.21,4.23,4.23,4.19
4.23,4.05,4.23,4.01
4.23,4.23,4.23,4.23
4.23,4.23,4.23,4.23
3.89,3.80,4.00,3.50
3.79,4.28,4.30,3.79
3.84,4.05,4.06,3.84
4.05,4.05,4.05,4.05
4.06,4.26,4.27,4.06
4.06,4.06,4.06,4.06
4.05,4.23,4.57,4.05
4.26,4.42,4.42,4.26
4.69,6.00,6.00,4.69
6.13,6.20,6.47,5.85
6.36,6.50,6.75,6.36
6.50,6.38,7.00,6.25
6.98,6.70,7.00,6.25
6.90,6.85,6.90,6.40
6.73,6.85,6.85,6.55
6.72,6.50,6.89,6.37
6.83,6.90,6.90,6.56
6.76,6.91,7.00,6.50
6.91,6.91,6.91,6.91
6.91,6.91,6.91,6.91
6.50,6.53,6.80,6.50
6.59,6.62,6.90,6.59
6.88,6.26,6.90,6.25
6.51,6.50,6.51,6.50
6.80,6.39,6.85,6.10
6.30,6.30,6.59,6.05
6.05,6.36,6.36,6.05
6.00,6.30,6.30,6.00
6.04,6.32,6.55,6.04
6.04,6.04,6.04,6.04
5.61,6.22,6.26,5.61
6.03,6.22,6.26,5.81
6.23,6.50,6.60,6.23
6.37,6.71,6.71,6.33
6.50,6.29,6.50,6.25
6.26,6.12,6.37,6.12
6.47,6.43,6.47,6.27
6.39,6.44,6.50,6.01
6.11,6.49,6.49,6.11
6.29,6.58,6.58,6.29
6.60,6.80,6.80,6.57
6.74,7.35,7.42,6.38
7.41,7.65,7.65,7.15
7.77,8.00,9.30,7.75
8.14,8.88,8.99,7.99
