DGLY,Digital Ally,NASDAQ
5.05,4.95,5.05,4.90
4.95,4.80,4.95,4.80
4.85,4.78,4.85,4.75
4.80,4.45,4.80,4.45
4.50,4.55,4.60,4.50
4.51,4.20,4.52,4.20
4.20,4.25,4.40,4.20
4.25,4.40,4.45,4.25
4.35,4.40,4.49,4.35
4.40,4.25,4.40,4.05
4.25,4.30,4.55,4.17
4.20,4.15,4.35,4.10
4.10,4.30,4.40,4.10
4.30,4.40,4.55,4.25
4.35,4.30,4.45,4.30
4.30,4.15,4.34,4.15
4.15,4.20,4.24,4.15
4.25,4.20,4.25,3.75
4.25,4.10,4.25,4.00
4.10,4.25,4.25,4.08
4.15,4.15,4.22,4.15
4.20,4.20,4.20,4.05
4.16,4.16,4.20,4.13
4.20,4.35,4.35,4.11
4.35,4.10,4.35,4.05
4.20,4.10,4.20,4.10
