WAB,Westinghouse Air Brake Technologies Corporation Common Stock,NASDAQ
44.69,44.29,44.94,43.87
44.36,44.03,44.37,43.70
44.68,43.66,45.08,43.45
43.76,42.29,44.44,42.21
42.14,41.93,42.23,40.84
41.53,40.87,41.76,40.72
41.03,41.23,41.53,40.67
41.21,41.43,42.10,40.94
40.75,40.08,40.97,39.79
39.97,39.89,40.52,39.71
39.86,39.69,40.31,39.18
39.86,39.62,40.05,39.26
40.20,38.70,40.67,38.44
38.68,39.32,39.38,38.48
39.60,40.25,40.33,39.46
40.08,41.00,41.12,40.00
40.75,40.41,41.03,40.31
40.78,42.29,42.49,40.78
42.25,42.72,42.92,41.75
42.88,43.93,44.37,42.77
43.69,42.40,43.76,42.14
42.46,42.87,43.03,42.11
42.25,43.40,43.43,41.95
43.54,43.05,43.81,42.85
43.72,44.45,44.73,43.65
44.42,45.19,45.19,44.05
45.31,45.82,45.83,44.98
45.00,44.96,46.23,43.41
45.01,44.36,45.01,44.00
44.81,44.37,45.00,43.76
43.79,44.61,44.69,43.58
45.54,45.38,45.83,44.87
45.26,44.87,45.31,44.50
45.06,45.34,45.38,44.84
45.03,45.13,45.39,44.87
44.29,44.53,44.86,43.68
44.70,45.12,45.21,44.52
44.52,44.69,45.27,43.99
43.68,42.49,43.68,42.18
41.63,42.04,42.32,41.45
41.82,41.63,42.02,41.56
41.24,41.93,42.05,41.07
42.36,43.68,43.80,42.29
43.63,43.80,44.20,43.28
43.49,42.74,43.60,42.47
42.49,42.68,42.77,42.15
43.08,42.54,43.15,42.50
41.83,42.44,42.83,41.71
42.12,42.13,42.32,41.18
42.28,42.07,42.87,42.02
42.42,43.04,43.27,41.95
42.96,42.18,43.30,42.18
42.13,42.53,43.19,41.87
43.07,44.15,44.21,42.84
44.15,44.99,45.00,43.71
45.55,45.80,46.07,45.48
45.75,45.84,46.23,45.50
45.82,46.43,46.77,45.78
46.77,46.34,47.02,46.13
46.61,46.76,46.92,46.46
47.17,47.50,47.68,47.06
47.28,47.16,47.88,46.91
47.14,47.35,47.65,46.80
47.31,47.06,47.50,46.98
47.23,47.28,47.89,46.97
47.44,47.39,47.49,46.98
47.42,47.44,47.87,47.31
47.24,46.84,47.67,46.68
46.50,46.12,46.89,45.92
46.85,47.35,47.35,46.70
47.35,46.91,47.35,46.58
47.02,48.41,48.48,46.84
48.24,47.99,48.40,47.87
48.36,47.79,48.56,47.38
48.29,47.64,48.43,47.19
47.59,46.99,47.70,46.48
47.48,48.19,48.36,47.48
48.21,48.22,48.48,47.94
48.44,48.04,48.44,47.54
48.13,48.60,48.83,47.99
48.70,48.48,48.91,48.43
48.47,48.14,48.55,47.41
48.50,48.81,49.21,48.32
48.80,48.39,48.80,48.06
48.73,48.17,48.99,47.95
48.25,48.20,48.27,48.01
47.57,47.21,47.80,46.66
47.45,48.11,48.22,47.35
48.23,48.03,48.50,47.61
48.22,47.90,48.22,47.57
48.17,47.89,48.43,47.78
47.50,47.76,48.49,47.33
46.90,47.15,47.73,46.39
47.37,46.37,47.46,46.19
46.20,46.84,47.18,46.20
47.08,46.93,47.60,46.68
47.39,47.47,47.76,47.27
47.50,47.63,47.73,47.02
48.30,48.32,48.66,47.82
48.30,48.48,48.81,48.16
48.38,48.39,48.53,48.05
48.65,48.30,49.13,48.08
48.39,48.00,48.39,47.69
47.45,47.88,48.11,47.29
47.50,46.95,47.79,46.64
47.16,46.75,47.28,46.65
46.43,46.05,46.59,45.72
46.19,46.22,46.32,45.98
46.65,46.93,47.42,46.65
46.93,47.06,47.28,46.66
46.74,47.01,47.08,46.40
46.37,46.68,46.89,46.18
47.07,46.65,47.33,46.50
46.35,47.17,47.31,46.02
46.85,46.05,46.89,45.70
45.60,46.23,46.30,45.01
46.98,46.98,47.43,46.84
47.05,49.43,49.48,47.05
49.34,51.17,51.39,49.04
51.04,51.00,51.15,50.67
51.41,51.61,51.94,51.09
51.61,51.88,52.20,51.46
52.18,52.23,52.39,51.69
52.28,52.90,52.94,52.22
53.12,52.82,53.25,52.76
52.94,52.68,53.05,52.52
52.49,52.27,53.20,52.18
52.35,52.83,52.98,52.19
52.92,52.95,53.29,52.62
53.11,52.11,53.11,51.85
52.30,52.72,52.78,52.08
52.74,52.88,53.21,52.56
52.92,52.85,53.32,52.83
52.63,52.74,52.83,52.31
52.85,52.45,52.91,52.14
52.47,52.68,52.89,52.47
52.70,53.24,53.38,52.49
53.20,52.89,53.42,52.83
53.33,53.12,53.80,53.10
53.32,51.45,53.37,51.02
51.27,52.13,52.84,51.09
52.17,51.87,52.43,51.63
51.89,51.85,52.40,51.33
51.65,52.88,53.19,51.45
53.05,52.60,53.18,52.40
53.00,53.37,53.37,52.65
53.28,53.37,53.50,53.01
53.21,53.67,53.67,53.04
53.31,54.84,54.84,53.16
54.79,54.30,55.90,54.29
54.05,52.91,54.08,52.57
53.40,53.52,53.82,53.16
53.51,53.42,53.64,52.85
53.17,53.43,53.76,52.71
53.85,54.09,54.84,53.57
54.20,54.54,54.64,53.86
54.49,53.17,54.53,53.00
53.32,54.20,54.68,53.32
54.53,55.05,55.31,54.31
54.88,54.96,55.52,54.79
55.01,54.89,55.28,54.55
55.15,56.07,56.58,54.76
56.19,55.98,56.57,55.78
55.91,56.22,56.31,55.42
55.99,55.72,56.35,55.49
55.52,56.42,56.92,55.39
56.32,57.03,57.32,56.26
57.05,57.44,57.75,56.85
57.42,57.34,57.68,57.10
57.66,57.64,58.20,57.47
57.63,57.74,57.90,57.30
57.72,57.56,57.83,57.05
56.23,55.36,57.59,55.09
55.41,54.25,55.55,53.14
54.24,54.67,54.99,53.69
55.01,55.32,55.47,54.73
55.94,56.76,57.01,55.78
56.93,55.71,57.33,55.15
55.69,57.11,57.47,55.69
57.77,58.95,59.17,57.77
59.06,58.49,59.06,58.13
58.67,56.46,58.67,55.48
56.42,57.19,57.50,56.40
57.20,57.27,57.65,56.68
56.24,55.78,56.68,55.61
55.44,56.45,56.72,55.05
55.92,56.36,56.61,55.77
54.59,55.92,56.42,54.20
55.75,56.28,57.08,55.29
57.02,56.87,57.81,56.43
57.70,57.50,57.77,57.21
58.34,58.55,59.06,58.26
58.46,57.73,58.50,57.22
57.43,57.42,57.54,56.55
57.82,58.20,58.35,57.36
58.54,58.90,59.44,58.05
63.00,66.06,67.22,62.09
65.95,66.76,67.24,65.21
67.13,67.22,67.50,66.57
66.72,67.83,67.86,66.32
68.23,68.36,69.13,68.00
68.41,71.14,71.21,68.41
70.94,70.10,71.48,70.04
70.64,69.31,71.54,68.89
69.24,69.93,70.25,69.07
70.28,67.98,70.40,67.19
68.10,67.25,68.27,66.87
66.83,66.84,67.38,66.16
67.24,67.29,67.55,66.88
67.02,67.94,68.16,66.88
67.87,68.15,68.58,67.62
67.20,66.77,67.27,66.39
67.25,69.37,69.47,67.19
70.19,69.11,71.50,68.18
69.40,69.65,70.14,69.15
69.81,69.67,69.82,68.39
69.40,70.82,71.45,69.23
70.70,71.54,71.55,69.70
71.32,71.56,72.43,71.32
71.73,71.38,71.73,70.73
71.70,71.39,72.17,70.93
71.13,71.01,71.22,70.37
70.84,68.60,70.93,68.23
68.23,68.35,69.33,67.28
69.08,68.66,69.80,68.25
68.70,69.00,69.65,68.66
69.45,69.74,70.14,69.24
69.67,68.36,69.67,67.84
68.03,68.44,68.69,67.20
68.52,66.81,68.69,66.29
66.48,66.28,67.00,65.89
66.04,65.55,66.20,64.71
65.57,67.10,67.22,65.18
67.45,67.60,67.99,66.66
67.23,66.69,67.23,65.84
65.56,64.94,65.56,64.57
65.27,64.66,65.33,63.97
64.34,65.61,65.87,63.98
65.20,66.19,66.34,65.05
66.55,66.48,66.89,66.18
67.30,67.59,67.60,66.23
67.35,65.20,67.65,65.08
65.29,65.93,66.34,64.69
64.69,64.75,65.53,64.45
64.51,64.25,64.82,63.84
64.72,64.76,65.10,63.95
64.50,64.30,65.16,63.84
64.53,64.50,64.76,64.14
64.01,62.78,64.33,62.72
63.01,62.38,63.43,61.87
63.15,64.23,64.54,63.06
63.41,62.46,64.27,62.46
62.62,62.36,62.97,61.47
62.94,62.78,63.45,62.25
62.51,63.97,64.06,62.47
64.51,65.61,65.86,64.42
65.29,64.85,65.89,64.78
63.98,65.18,65.82,63.11
65.11,64.21,65.19,63.61
64.12,64.28,64.67,63.24
64.43,65.13,65.67,64.29
65.27,65.22,65.58,64.54
65.31,65.72,66.34,65.31
65.78,67.31,67.52,65.37
67.32,67.04,67.86,66.63
67.09,67.95,68.34,66.73
68.84,68.81,69.27,68.35
67.73,68.80,68.88,67.66
67.66,65.25,68.07,64.27
64.88,64.62,65.29,64.52
64.84,64.44,65.50,64.27
64.74,62.69,64.74,62.31
62.93,63.31,63.33,61.78
63.06,63.37,63.44,62.53
63.88,65.38,65.39,63.77
65.41,65.44,65.98,65.18
65.69,66.40,66.94,65.59
66.14,66.77,66.89,65.81
66.05,67.16,67.52,65.77
69.62,67.94,71.22,67.50
69.86,65.66,69.86,65.33
66.11,64.99,67.12,64.83
63.62,64.52,65.21,62.99
65.28,65.14,65.79,64.13
64.20,62.42,65.86,62.35
62.30,62.76,62.98,60.33
61.50,57.81,61.79,57.80
58.71,57.39,59.60,56.26
55.40,51.84,55.97,51.66
53.30,55.95,56.03,51.65
54.46,54.05,56.09,53.78
54.28,56.94,57.76,54.08
57.61,56.98,58.25,56.73
57.31,57.61,58.17,56.40
56.64,56.60,57.44,55.86
56.94,56.04,57.39,55.49
54.04,53.14,54.27,52.42
52.24,52.47,54.67,52.06
53.91,52.43,54.12,51.89
52.78,55.52,55.53,52.20
55.37,56.63,56.79,54.42
57.12,55.56,57.38,55.18
55.10,57.95,58.31,54.16
58.89,60.57,60.65,58.68
60.07,61.28,61.83,59.56
61.91,60.89,62.82,60.20
60.85,59.11,61.24,59.02
57.69,57.23,58.85,56.88
54.98,56.97,57.12,54.77
57.94,58.95,58.98,57.52
58.30,58.45,59.21,58.08
57.68,56.28,58.09,55.88
55.40,56.18,56.64,54.33
56.54,57.90,58.29,55.97
58.30,59.66,60.34,56.98
59.75,60.68,60.85,59.70
60.68,60.45,61.51,60.00
59.20,59.52,59.76,58.07
59.74,57.91,60.14,57.87
57.66,55.19,57.66,55.19
53.27,53.22,54.99,52.36
52.98,53.68,54.26,52.78
54.18,55.24,55.35,52.49
56.51,56.80,58.78,56.47
56.88,53.90,56.94,53.33
55.07,55.46,55.66,53.63
54.64,52.87,55.03,52.78
52.46,50.15,53.33,49.61
49.55,53.28,53.32,49.38
53.39,55.37,55.71,52.65
55.18,57.18,57.48,54.60
57.56,55.73,57.57,54.81
56.94,58.07,58.28,56.85
57.45,58.25,58.65,57.31
58.94,59.00,60.24,58.25
58.36,57.82,58.66,57.07
59.06,59.29,59.60,58.11
58.97,58.02,59.19,57.75
58.18,59.99,60.45,57.76
59.78,58.31,60.56,57.98
58.55,59.04,59.18,57.60
59.81,61.46,61.50,59.55
61.85,63.88,64.42,61.85
66.69,66.84,68.00,64.25
67.89,65.95,67.89,64.37
67.89,68.93,70.62,67.57
68.59,69.19,69.83,68.18
68.04,67.18,68.74,66.70
64.00,65.59,67.06,62.44
66.86,66.43,67.39,65.47
66.89,67.24,67.69,65.81
67.05,67.39,67.82,66.07
67.09,67.86,68.33,65.28
68.28,68.57,68.75,66.51
66.80,65.49,67.34,65.17
66.60,66.35,67.00,65.76
67.26,67.99,68.55,67.26
67.85,67.39,68.09,66.91
66.96,68.05,68.52,66.53
67.41,66.93,68.92,66.84
66.97,67.50,67.75,65.85
67.78,66.66,67.78,65.90
65.50,64.19,65.65,63.65
64.01,63.93,64.73,63.24
63.04,62.32,63.36,61.49
61.92,61.24,62.59,61.22
63.40,63.55,64.22,62.63
63.47,64.14,64.68,63.26
66.81,68.25,68.27,66.27
67.79,68.52,69.06,67.56
69.52,69.19,69.70,68.75
70.45,69.99,71.11,69.48
69.92,68.83,69.99,67.93
68.20,68.84,69.23,66.98
68.27,66.67,68.69,66.53
67.06,69.03,69.34,66.87
68.02,67.71,68.02,66.69
68.49,66.29,68.93,65.69
65.81,64.60,69.33,63.12
65.69,64.92,66.17,64.56
65.51,67.62,67.79,65.28
67.94,65.59,68.19,65.28
66.69,67.13,67.42,66.40
66.91,67.77,67.99,65.83
67.86,68.00,68.38,67.42
68.14,69.20,69.45,68.14
69.00,69.08,69.54,68.64
69.15,67.95,69.15,67.45
68.24,69.32,69.48,68.00
69.39,69.95,70.08,69.35
71.64,69.25,72.41,69.10
68.97,68.91,69.19,67.55
68.59,70.36,70.46,67.79
70.38,70.49,70.56,69.30
70.67,71.36,71.54,70.40
72.37,71.65,72.37,71.01
71.39,71.89,72.23,71.30
72.24,71.61,72.24,70.79
70.77,71.09,71.15,69.50
71.73,70.25,71.73,70.03
70.25,72.66,72.70,70.25
73.19,73.53,75.08,73.19
73.36,71.51,73.37,70.99
71.37,71.20,72.72,70.78
70.53,71.00,71.38,69.90
70.81,72.13,72.37,70.27
72.79,72.03,72.94,71.80
71.72,72.12,72.72,71.68
71.38,69.16,72.56,68.26
69.58,68.79,69.71,66.29
69.36,70.14,70.68,69.11
70.34,70.14,70.63,69.85
71.25,70.84,71.50,70.79
70.36,70.38,70.71,70.04
70.27,70.39,71.10,69.74
70.63,70.31,70.92,69.56
70.64,70.16,71.04,69.60
69.49,70.08,70.34,68.96
70.75,70.76,71.16,69.96
70.42,70.97,71.01,70.16
71.16,69.40,71.33,68.90
69.66,70.78,71.54,69.23
71.23,70.83,71.28,70.23
70.92,71.00,71.18,68.07
70.99,74.66,74.92,70.89
74.65,75.12,75.44,73.71
75.12,73.78,75.24,73.51
73.28,75.71,76.31,73.04
75.69,76.42,77.00,75.20
76.47,74.73,76.86,74.67
74.82,75.49,76.53,74.82
75.31,75.47,75.90,74.96
75.45,74.62,75.47,74.05
73.63,72.03,73.63,71.77
72.35,72.61,73.53,72.05
73.05,74.33,74.65,72.72
74.57,75.82,75.98,73.85
76.00,75.07,76.41,74.81
75.54,76.64,76.65,75.34
76.69,75.58,76.76,75.00
75.73,76.54,76.80,75.32
76.84,77.50,78.13,76.84
77.51,77.99,79.08,77.40
77.56,76.84,77.56,76.34
76.95,76.77,77.15,75.66
75.67,75.28,75.93,74.25
75.83,75.72,75.97,74.27
76.39,76.80,76.80,75.83
76.71,75.65,77.08,75.58
75.75,74.35,75.95,73.59
74.19,73.79,74.20,71.65
74.27,75.37,76.27,73.88
75.29,75.88,76.69,74.76
75.93,75.58,76.26,74.74
74.73,74.57,75.30,74.12
74.36,74.36,75.31,74.27
73.32,73.59,74.07,72.86
73.37,71.05,73.51,70.82
72.08,71.30,72.14,70.77
76.43,76.36,77.33,75.52
76.12,76.82,77.20,76.12
77.27,77.60,78.02,76.15
78.47,79.16,79.84,78.24
78.80,80.97,81.28,78.21
80.66,79.32,81.38,78.65
80.07,79.92,80.30,79.54
78.53,78.99,79.12,77.82
79.29,78.70,82.90,77.99
77.88,78.11,78.31,76.25
76.20,78.54,78.96,76.20
79.00,79.30,79.75,78.56
78.99,77.78,79.15,77.28
77.80,77.53,78.96,77.14
77.08,78.48,78.65,76.85
78.55,78.67,79.20,78.08
77.89,77.12,77.89,76.29
76.79,76.21,76.95,75.79
75.92,75.81,75.95,74.20
74.78,74.59,75.82,74.46
75.04,73.36,75.59,73.07
72.67,74.07,74.88,72.54
73.12,72.60,73.60,72.32
72.63,72.61,73.61,71.76
72.90,72.00,73.46,71.93
72.34,69.42,72.61,69.21
69.52,69.04,70.44,68.86
69.38,71.89,72.01,68.98
71.95,72.63,73.18,71.68
71.90,72.94,73.24,70.96
73.26,73.41,73.63,72.35
73.27,72.55,73.28,72.30
73.40,74.06,74.55,73.09
73.13,72.57,73.17,71.88
72.41,72.61,73.12,71.14
71.11,70.38,71.39,70.07
70.68,69.70,70.96,68.27
69.28,70.12,70.42,68.95
70.88,72.34,72.65,70.64
73.58,72.08,73.83,72.01
71.67,72.27,72.35,70.74
73.19,70.60,73.33,70.47
70.90,70.69,70.90,70.00
70.68,69.37,70.82,69.11
69.59,70.17,70.54,68.95
71.08,73.23,73.44,71.08
73.03,74.07,74.26,72.75
74.17,75.88,76.38,74.17
76.10,76.03,76.53,75.28
76.40,75.36,76.47,75.12
75.54,75.84,75.85,74.89
74.48,73.50,74.50,72.75
73.58,73.70,74.12,72.87
73.97,74.20,74.84,73.68
73.23,76.18,76.20,73.23
77.66,78.01,78.35,77.15
78.00,78.06,79.44,77.61
78.07,78.44,78.89,78.03
78.24,78.28,78.74,77.67
77.30,76.68,77.72,76.31
76.58,76.48,77.10,76.11
76.94,75.06,77.44,74.50
75.13,74.27,75.36,73.80
73.76,74.45,74.75,72.87
74.58,76.73,76.83,74.58
76.43,75.59,76.44,75.01
75.82,76.34,76.80,74.77
75.95,76.98,77.57,75.88
77.02,76.95,77.12,76.06
76.25,75.99,77.00,75.73
74.83,75.52,75.80,73.36
78.84,77.95,81.04,77.36
77.68,78.21,79.07,77.11
79.61,78.51,80.07,78.15
78.92,81.03,81.24,78.92
81.21,79.85,82.06,79.01
79.78,79.18,80.70,78.74
79.70,77.57,79.98,77.16
77.11,77.33,77.85,76.66
78.78,78.38,78.88,78.07
78.80,78.00,78.82,77.61
78.58,79.28,79.82,78.11
79.15,78.23,79.15,77.61
78.14,78.20,78.46,77.64
78.22,79.56,79.69,77.77
79.50,78.92,79.69,78.05
79.11,79.48,79.75,78.61
79.25,79.61,79.87,79.02
79.78,80.98,81.14,79.59
80.90,80.78,81.35,80.40
80.79,80.18,80.84,79.55
80.31,81.54,81.55,80.30
81.20,81.06,81.24,80.15
80.85,80.20,81.07,79.95
79.98,80.03,80.89,79.64
80.28,78.64,80.29,78.56
78.48,78.34,78.65,77.97
78.56,78.33,78.59,77.91
77.80,78.07,78.34,76.78
78.76,78.14,78.76,77.12
78.14,78.41,78.92,77.17
79.25,78.69,80.12,78.37
78.81,80.28,80.63,78.81
80.63,81.81,82.12,80.63
81.82,81.50,82.29,81.13
81.50,81.35,81.97,81.29
81.57,82.88,82.99,81.57
82.76,82.06,82.76,80.60
82.39,82.75,83.18,82.25
82.65,81.40,82.65,81.40
81.29,80.93,81.29,79.98
80.95,81.78,82.11,80.29
81.01,80.51,81.26,79.82
81.23,79.94,81.23,79.88
79.62,81.68,81.90,79.40
81.86,78.83,81.86,78.81
78.88,78.58,79.11,77.33
78.78,79.60,79.89,78.35
79.35,80.29,80.44,78.25
80.56,79.03,80.96,78.48
79.39,81.38,81.42,79.39
81.43,83.21,84.05,81.43
83.67,84.91,84.96,83.43
85.19,84.67,86.24,84.41
84.38,84.72,85.47,83.81
84.70,83.70,84.94,83.64
83.71,82.90,83.85,82.68
83.14,83.23,83.83,83.02
83.41,83.60,84.03,82.78
83.34,83.29,83.82,82.49
83.75,84.09,84.34,83.75
84.23,83.89,84.32,83.53
83.95,84.43,84.43,83.46
83.89,82.99,84.10,82.50
82.80,84.10,84.10,82.53
83.00,83.24,83.60,81.04
83.89,82.03,84.35,81.74
82.01,81.90,82.43,81.11
82.00,81.85,82.23,81.27
81.85,81.90,82.99,81.50
81.82,83.17,84.01,81.49
83.60,81.65,83.85,81.56
81.75,82.26,82.31,81.09
82.26,82.32,82.50,81.70
81.20,80.81,81.82,80.16
80.70,80.31,81.00,79.83
79.98,80.06,81.35,79.97
80.42,81.17,81.25,80.10
81.00,80.69,81.52,80.25
81.00,79.80,81.28,79.68
79.52,79.61,80.33,78.69
79.71,79.84,80.22,79.00
81.23,81.02,81.23,80.10
80.67,80.56,80.99,80.25
80.67,80.45,81.40,80.11
80.80,81.72,81.72,80.53
81.49,82.06,82.29,80.98
82.00,82.94,83.56,82.00
82.90,83.87,83.92,81.78
84.17,85.33,85.45,84.01
85.99,84.62,85.99,84.01
85.00,85.19,85.45,84.29
85.68,86.29,86.68,85.14
86.27,86.91,87.18,85.71
86.63,86.86,87.77,86.44
87.29,87.01,87.29,86.15
87.00,88.42,88.53,86.38
88.61,88.02,88.86,87.65
88.46,87.96,88.57,87.80
88.07,87.08,88.16,86.76
86.86,86.79,87.63,86.68
87.09,87.57,87.74,86.84
88.00,88.69,88.94,87.99
88.60,88.37,89.03,88.35
88.35,88.36,88.63,87.75
86.85,87.96,88.18,86.66
88.00,87.80,88.14,87.14
87.98,87.20,88.36,86.86
87.43,86.88,87.50,86.15
86.53,86.75,87.80,86.29
86.59,87.54,87.65,86.31
89.28,89.00,89.68,88.44
89.16,90.37,91.39,88.74
90.45,90.07,90.78,89.89
89.68,89.23,89.87,88.96
89.21,89.13,90.06,88.50
89.24,89.20,89.97,88.97
89.74,90.00,90.17,89.06
89.70,88.85,89.77,88.55
88.82,88.80,89.39,88.08
88.60,89.93,89.99,88.52
89.52,89.29,89.77,89.03
89.24,89.40,89.56,88.89
89.68,90.58,90.63,88.99
90.58,91.58,91.61,90.50
91.60,91.54,92.05,91.26
91.56,92.28,92.65,91.56
92.75,92.21,93.95,91.25
92.55,92.44,92.95,92.08
92.35,92.71,92.80,92.00
92.68,91.73,92.98,91.62
91.50,93.62,94.01,91.29
94.36,95.85,96.40,94.12
95.14,95.22,96.37,95.03
95.71,95.67,95.99,94.78
95.52,96.00,96.31,95.45
96.02,95.88,96.08,94.78
95.87,96.41,96.54,95.76
96.50,96.10,96.71,95.70
96.10,96.78,97.08,96.08
96.72,96.94,97.40,96.72
96.68,96.65,96.96,96.49
96.49,95.49,97.29,95.15
96.02,99.51,99.63,96.02
99.16,97.54,99.52,97.53
97.32,96.48,97.32,96.11
97.21,97.76,98.20,97.16
98.25,96.65,99.15,96.54
97.15,96.94,97.54,95.82
96.88,97.75,99.11,96.88
97.54,97.79,98.62,97.53
97.55,97.72,98.17,96.21
97.72,98.08,98.61,96.89
98.56,99.17,99.64,98.44
99.54,98.40,99.62,98.05
98.49,98.04,98.49,97.79
98.68,98.48,98.78,98.12
98.45,98.40,98.50,97.63
98.33,98.66,98.87,98.04
98.71,99.41,99.52,98.40
99.44,100.52,100.78,99.44
100.00,99.18,100.22,98.83
98.47,100.05,100.36,98.18
100.01,99.74,100.39,98.94
99.90,100.64,100.81,99.68
100.32,99.69,101.07,99.49
100.03,100.56,100.79,99.89
100.78,99.66,100.92,99.08
100.28,99.46,100.85,99.19
99.23,99.81,100.07,98.26
100.12,102.11,102.38,99.80
102.18,100.49,102.18,100.17
100.54,98.65,100.93,98.22
98.85,96.88,98.85,96.07
96.68,98.01,98.06,96.50
96.87,99.02,99.12,96.34
98.86,100.00,100.10,98.27
100.42,100.31,100.54,99.34
100.28,101.89,101.95,99.79
101.84,102.76,102.98,101.74
102.36,102.53,102.89,101.87
101.76,100.49,102.34,100.00
101.11,102.16,102.31,100.42
101.25,100.25,101.63,99.58
100.75,99.42,101.24,99.24
99.46,101.01,101.15,98.33
101.33,101.02,101.92,100.03
101.36,101.78,102.28,100.73
101.78,101.41,102.25,100.25
101.91,103.92,105.36,101.59
103.81,103.08,103.91,102.39
103.56,104.67,104.68,102.66
104.81,104.94,105.14,103.08
104.77,102.64,104.81,102.36
103.04,104.22,104.60,102.36
105.00,105.66,107.09,104.84
105.52,105.40,106.33,105.00
105.54,105.56,106.02,104.88
105.61,105.62,105.62,104.91
105.63,105.82,106.47,105.29
105.92,106.28,106.43,105.72
106.03,105.92,106.14,105.08
105.95,108.84,108.88,105.95
109.43,111.49,112.17,108.94
111.78,111.90,112.99,111.46
112.43,112.06,112.70,111.67
111.21,111.29,112.35,110.94
111.39,110.93,111.58,110.03
110.88,110.08,111.16,109.57
108.67,109.79,110.05,108.22
109.19,109.64,109.80,107.76
110.86,110.90,111.46,110.12
110.43,109.87,110.73,109.05
110.05,109.94,110.85,109.67
109.60,110.01,111.97,109.34
110.07,110.87,111.05,109.79
110.69,109.36,111.34,109.20
109.20,108.55,110.19,107.66
108.54,109.48,109.50,108.19
109.85,111.03,111.94,109.66
111.14,110.40,111.43,109.71
109.89,109.91,110.31,108.78
54.36,53.42,55.10,53.26
53.54,53.71,53.92,51.28
53.33,53.37,53.82,53.13
53.56,53.72,54.06,53.29
53.86,53.98,54.13,53.76
