WAB,Westinghouse Air Brake Technologies Corporation Common Stock,NASDAQ
86.01,86.71,86.91,85.93
87.57,88.12,89.18,87.19
87.70,87.55,88.23,87.34
87.72,87.20,87.73,86.81
87.31,84.61,87.31,84.46
84.57,83.42,84.57,82.78
83.54,82.70,83.92,82.41
82.77,81.16,83.22,80.63
81.18,80.20,81.52,80.07
80.00,80.36,81.26,79.56
80.25,79.54,80.49,79.37
79.45,80.03,80.06,79.30
80.57,81.80,82.10,79.94
84.02,83.93,84.91,82.36
83.65,83.08,84.09,82.77
83.58,83.91,84.16,83.43
84.10,85.03,85.22,84.10
85.31,83.55,85.97,83.52
83.77,83.54,84.76,83.32
83.64,83.02,84.05,82.63
83.99,84.02,84.98,83.09
84.14,85.51,85.57,83.88
85.22,83.88,85.79,83.88
83.92,84.56,85.24,83.58
84.56,84.06,84.89,83.81
84.78,85.31,85.99,84.21
85.30,85.29,85.56,84.50
85.16,85.03,85.16,83.76
85.31,85.92,86.42,85.16
