FTEK,Fuel Tech,NASDAQ
1.16,1.25,1.25,1.16
1.22,1.22,1.29,1.20
1.21,1.25,1.27,1.20
1.21,1.17,1.23,1.17
1.20,1.17,1.20,1.15
1.17,1.15,1.20,1.13
1.16,1.16,1.20,1.13
1.15,1.18,1.20,1.13
1.20,1.20,1.25,1.18
1.22,1.28,1.47,1.18
1.29,1.36,1.37,1.20
1.36,1.28,1.39,1.28
1.27,1.38,1.38,1.26
1.35,1.26,1.37,1.24
1.26,1.21,1.34,1.21
1.21,1.15,1.25,1.15
1.15,1.15,1.17,1.13
1.15,1.20,1.24,1.15
1.21,1.21,1.29,1.20
1.24,1.20,1.26,1.17
1.19,1.19,1.24,1.17
1.22,1.16,1.22,1.13
1.16,1.15,1.16,1.13
1.15,1.16,1.19,1.15
1.15,1.13,1.17,1.13
1.15,1.13,1.15,1.13
