FTEK,Fuel Tech,NASDAQ
6.33,5.97,6.65,5.90
6.11,6.32,6.33,5.93
6.33,6.13,6.33,6.00
6.08,5.53,6.08,5.52
5.54,5.75,5.76,5.46
5.74,5.81,5.85,5.53
5.63,5.61,5.98,5.55
5.66,5.41,5.70,5.35
5.45,5.54,5.60,5.34
5.61,5.74,6.11,5.52
5.82,6.06,6.06,5.70
6.01,6.02,6.14,5.95
6.08,6.08,6.29,6.05
6.17,6.25,6.30,6.03
6.19,6.32,6.44,6.15
6.34,6.27,6.35,6.08
6.32,6.56,6.72,6.28
6.65,6.07,6.71,5.97
6.07,5.94,6.33,5.90
5.91,6.22,6.28,5.62
6.37,6.50,6.58,6.11
6.59,6.87,7.17,6.43
6.99,6.87,7.00,6.60
6.71,6.22,6.71,6.12
6.25,6.32,6.42,6.16
6.30,6.20,6.42,5.98
6.22,6.14,6.29,6.00
6.24,5.93,6.38,5.80
5.93,6.09,6.17,5.92
6.15,6.46,6.50,6.15
6.47,6.56,6.81,6.41
6.51,6.47,6.66,6.44
6.59,6.61,6.70,6.47
6.56,6.48,6.56,6.36
6.55,6.28,6.60,6.14
6.20,5.99,6.24,5.97
5.99,6.15,6.20,5.92
6.05,6.38,6.38,6.05
6.42,6.09,6.45,6.05
6.22,6.34,6.37,6.21
6.33,6.39,6.50,6.17
6.40,6.66,6.71,6.33
6.75,6.60,6.75,6.50
6.56,6.32,6.56,6.28
6.35,6.43,6.50,6.20
6.35,6.51,6.66,6.33
6.61,6.57,6.61,6.40
6.52,6.56,6.71,6.32
6.58,6.49,6.64,6.38
6.45,6.47,6.57,6.42
6.39,6.22,6.50,6.18
6.25,6.51,6.80,6.25
6.45,6.53,6.58,6.28
6.36,6.29,6.54,6.28
6.24,6.26,6.50,6.19
6.22,6.23,6.35,6.22
6.14,6.27,6.46,6.11
6.37,6.16,6.37,6.15
6.13,6.15,6.37,6.08
6.09,5.92,6.17,5.92
5.89,5.79,5.92,5.73
5.88,5.54,6.01,5.54
5.42,5.49,5.68,5.36
5.43,5.67,5.68,5.41
5.71,5.68,6.00,5.67
5.77,5.98,6.08,5.51
5.58,5.50,5.81,5.48
5.47,5.49,5.68,5.40
5.63,5.69,5.78,5.56
5.69,5.77,5.86,5.64
5.84,6.05,6.10,5.83
6.05,5.76,6.15,5.74
5.80,6.02,6.09,5.80
6.11,6.05,6.20,5.96
6.06,5.90,6.10,5.81
5.98,6.06,6.25,5.98
6.06,5.97,6.15,5.95
5.97,6.04,6.13,5.92
6.01,5.94,6.04,5.86
6.00,5.93,6.09,5.87
5.96,6.25,6.25,5.94
6.26,6.18,6.41,6.13
6.19,6.11,6.23,6.00
6.09,6.12,6.33,6.04
6.19,6.35,6.39,6.19
6.35,6.31,6.39,6.21
6.30,6.48,6.50,6.15
6.44,6.55,6.56,6.21
6.58,6.27,6.63,6.17
6.32,6.43,6.49,6.20
6.34,6.03,6.36,6.00
6.10,6.21,6.29,6.06
6.17,6.22,6.24,6.10
6.25,6.15,6.25,6.14
6.15,6.22,6.27,5.96
6.24,6.16,6.33,6.15
6.15,6.16,6.22,6.10
6.23,6.40,6.45,6.20
6.50,6.43,6.50,6.36
6.50,6.40,6.50,6.37
6.39,6.40,6.40,6.30
6.29,6.03,6.30,5.95
6.09,6.17,6.23,6.00
6.19,6.15,6.28,6.05
6.16,6.16,6.24,6.10
6.20,6.11,6.32,6.03
6.05,6.11,6.20,5.99
6.08,6.29,6.32,6.06
6.37,6.17,6.37,6.11
6.11,6.09,6.25,6.08
6.14,6.06,6.19,5.96
6.06,6.16,6.16,5.96
6.15,6.09,6.18,6.00
6.20,6.28,6.30,6.02
6.41,6.53,6.57,6.33
6.55,6.69,6.85,6.54
6.69,6.64,6.85,6.64
6.68,6.55,6.68,6.40
6.64,6.83,6.97,6.60
6.78,6.67,6.96,6.65
6.70,6.58,6.81,6.56
6.54,6.48,6.60,6.41
6.52,6.49,6.62,6.44
6.57,6.73,6.77,6.57
6.74,6.81,6.83,6.59
6.81,6.97,6.99,6.73
6.73,6.88,6.95,6.73
6.94,7.36,7.50,6.88
7.35,7.34,7.45,7.30
7.31,7.16,7.40,7.10
7.09,7.31,7.32,6.93
7.46,7.21,7.46,7.14
7.19,7.38,7.41,7.19
7.31,7.36,7.47,7.20
7.33,7.28,7.38,7.15
7.38,7.26,7.47,7.21
7.47,8.07,8.26,7.43
8.12,7.98,8.15,7.93
8.03,8.30,8.41,7.90
8.32,8.37,8.44,8.26
8.41,8.39,8.49,8.34
8.35,8.19,8.40,8.03
8.17,8.28,8.32,8.04
8.27,8.15,8.30,8.08
8.22,8.35,8.40,8.20
8.36,8.72,8.90,8.36
8.77,8.84,8.89,8.71
8.86,8.97,8.98,8.70
8.98,10.00,10.00,8.98
10.00,9.88,10.04,9.75
9.88,9.64,9.89,9.58
9.57,9.72,9.78,9.56
9.72,9.71,9.86,9.55
10.01,10.80,11.08,9.94
11.17,10.82,11.20,10.55
10.51,10.70,10.70,10.00
10.40,9.70,10.51,9.61
9.75,9.19,9.81,9.12
9.19,9.62,9.65,8.88
9.67,9.85,9.89,9.54
9.89,9.67,9.91,9.56
9.64,9.57,9.75,9.50
9.53,9.57,9.71,9.48
9.57,9.30,9.57,9.28
9.29,8.70,9.29,8.61
8.66,8.54,8.81,8.35
8.63,8.46,8.77,8.45
8.48,8.45,8.61,8.29
8.42,8.22,8.47,8.14
8.28,8.38,8.46,8.17
8.33,8.27,8.50,8.25
8.25,8.08,8.50,8.00
8.10,8.01,8.12,7.85
8.05,8.38,8.49,8.05
8.38,8.40,8.69,8.38
8.35,8.19,8.47,8.13
8.13,8.29,8.35,8.13
8.33,8.63,8.74,8.30
8.63,8.60,8.73,8.46
8.59,8.32,8.72,8.15
8.23,8.20,8.41,8.15
8.13,8.28,8.30,8.00
8.25,8.18,8.31,8.10
8.15,8.06,8.27,8.03
8.13,7.83,8.19,7.77
7.83,8.03,8.17,7.65
8.11,7.95,8.11,7.90
7.80,7.75,7.95,7.67
7.78,7.47,7.84,7.40
7.47,7.32,7.47,7.25
7.34,7.54,7.64,7.20
7.63,7.48,7.75,7.38
7.49,7.25,7.52,7.20
7.21,7.15,7.30,7.04
7.23,7.53,7.65,7.23
7.51,7.68,7.94,7.51
7.70,7.56,7.77,7.37
7.60,7.65,7.90,7.55
7.59,8.10,8.14,7.54
8.41,8.15,8.93,7.98
8.10,8.33,8.59,8.10
8.17,8.11,8.28,7.95
7.80,7.91,7.93,7.67
7.95,8.07,8.38,7.90
8.34,8.28,8.40,8.18
8.40,8.36,8.54,8.31
8.49,9.14,9.14,8.49
9.15,8.97,9.22,8.90
8.92,8.90,8.95,8.76
9.00,8.79,9.01,8.67
8.86,8.75,8.86,8.73
8.77,8.81,8.85,8.75
8.83,8.89,8.91,8.83
8.91,8.92,8.95,8.80
8.88,8.90,8.94,8.83
8.94,8.65,8.94,8.61
8.69,8.46,8.73,8.35
8.47,8.66,8.77,8.44
8.75,8.80,8.80,8.59
8.84,8.65,9.00,8.52
8.75,8.53,8.92,8.53
8.54,8.53,8.63,8.40
8.42,8.25,8.49,8.25
8.30,7.97,8.32,7.92
7.90,8.16,8.22,7.90
8.15,8.53,8.63,8.15
8.32,8.27,8.32,8.11
8.33,8.10,8.43,8.05
8.28,8.32,8.40,8.23
8.41,8.37,8.48,8.32
8.37,8.16,8.37,8.08
8.18,8.25,8.36,8.15
8.25,8.37,8.37,8.19
8.36,8.49,8.49,8.26
8.45,8.11,8.45,7.93
8.13,7.96,8.15,7.91
7.65,7.79,7.89,7.65
7.77,7.50,7.78,7.41
7.39,7.26,7.49,7.20
7.35,7.27,7.58,7.25
7.26,7.60,7.60,7.25
8.05,8.13,8.26,7.68
8.11,7.96,8.14,7.79
7.89,8.06,8.13,7.86
8.08,7.81,8.08,7.77
7.71,7.70,7.85,7.69
7.61,7.59,7.80,7.58
7.64,7.77,7.79,7.62
7.89,8.23,8.39,7.87
8.18,8.11,8.22,8.10
8.00,7.91,8.05,7.90
7.93,7.66,8.04,7.66
7.68,7.76,7.87,7.68
7.77,8.04,8.10,7.76
8.12,8.10,8.15,8.00
8.22,8.44,8.45,8.11
8.43,7.88,8.43,7.86
7.88,7.98,8.10,7.88
7.80,7.77,7.97,7.71
7.81,7.64,7.93,7.62
7.75,7.70,7.82,7.63
7.68,7.56,7.80,7.53
7.61,7.70,7.77,7.61
7.61,7.55,7.75,7.45
7.60,7.29,7.60,7.29
7.42,7.39,7.43,7.33
7.25,7.27,7.33,7.15
7.28,7.17,7.33,7.17
7.23,6.98,7.30,6.91
6.97,6.18,7.05,6.00
6.23,6.28,6.43,6.00
6.20,6.04,6.37,6.02
5.99,6.10,6.15,5.78
6.09,6.16,6.26,6.05
6.12,6.30,6.31,6.04
6.36,6.64,6.64,6.24
6.70,6.49,6.70,6.36
6.52,6.63,6.80,6.51
6.66,6.90,6.99,6.57
6.88,7.01,7.02,6.80
6.98,7.16,7.23,6.94
7.25,7.10,7.31,6.98
6.97,7.24,7.25,6.93
7.10,7.19,7.30,6.91
7.17,6.98,7.17,6.95
7.04,7.22,7.28,7.03
7.22,7.08,7.45,7.03
7.09,6.98,7.10,6.91
6.94,7.06,7.12,6.89
7.13,7.40,7.40,7.13
7.41,7.29,7.46,7.17
7.32,7.24,7.46,7.17
7.20,6.99,7.20,6.99
6.90,7.03,7.09,6.81
7.00,6.88,7.02,6.87
6.82,6.39,6.82,6.30
6.36,6.37,6.55,6.29
6.20,6.36,6.47,6.20
6.49,6.23,6.53,6.16
6.19,6.03,6.41,6.01
6.02,6.16,6.20,5.94
6.05,5.59,6.15,5.58
5.68,4.96,5.95,4.96
4.50,3.79,4.75,3.77
4.00,4.51,4.62,3.82
4.35,4.55,4.63,4.25
4.66,5.35,5.41,4.66
5.41,5.40,5.48,5.21
5.44,5.46,5.52,5.00
5.35,5.40,5.46,5.29
5.47,5.45,5.47,5.36
5.17,5.23,5.31,5.00
5.22,5.26,5.46,5.17
5.48,5.40,5.48,5.30
5.40,5.58,5.67,5.40
5.55,5.83,5.85,5.51
5.90,5.82,5.93,5.74
5.73,6.04,6.07,5.72
6.13,6.13,6.21,6.04
6.08,6.01,6.09,5.95
6.04,5.95,6.16,5.93
5.94,5.95,6.03,5.85
5.72,5.85,5.95,5.70
5.56,5.76,5.78,5.55
5.92,5.99,6.03,5.80
5.91,5.76,6.03,5.72
5.61,5.70,5.81,5.55
5.58,5.91,5.92,5.56
5.93,6.00,6.06,5.85
6.06,5.96,6.08,5.86
6.02,5.96,6.02,5.83
5.97,6.08,6.09,5.86
5.90,5.99,6.10,5.84
6.02,5.68,6.07,5.60
5.67,5.63,5.84,5.61
5.38,5.60,5.66,5.37
5.60,5.85,5.86,5.60
5.90,5.99,6.05,5.83
6.14,5.84,6.14,5.74
5.82,5.51,5.88,5.50
5.72,5.98,6.01,5.72
5.83,5.82,6.02,5.73
5.73,4.81,5.94,4.80
4.76,5.25,5.30,4.70
5.04,5.23,5.30,4.91
5.19,5.41,5.44,5.16
5.42,5.25,5.44,5.10
5.37,5.70,5.71,5.33
5.63,5.71,5.74,5.55
5.79,5.85,5.91,5.61
5.79,5.65,5.80,5.58
5.73,5.72,5.75,5.69
5.65,5.36,5.70,5.34
5.37,5.38,5.49,5.28
5.36,4.99,5.38,4.94
4.99,4.84,5.00,4.74
4.95,5.02,5.04,4.78
5.05,5.06,5.41,5.04
5.00,5.00,5.26,4.99
5.11,5.32,5.40,4.96
5.57,5.73,5.75,5.43
5.68,5.63,5.82,5.61
5.49,5.54,5.75,5.49
5.28,5.12,5.50,5.07
5.25,5.58,5.60,5.25
5.68,5.69,5.74,5.43
5.60,5.51,5.73,5.47
5.49,5.43,5.58,5.20
5.84,6.70,6.93,5.77
6.45,6.32,6.70,6.27
6.46,6.60,6.80,6.29
6.70,6.66,6.75,6.52
6.60,6.38,6.80,6.28
6.35,6.58,6.63,6.16
6.48,6.15,6.53,6.13
6.17,5.96,6.30,5.90
5.98,5.92,6.15,5.88
5.89,5.97,6.03,5.77
5.96,5.81,6.13,5.78
5.73,5.54,5.85,5.50
5.49,5.23,5.65,5.21
5.34,5.82,5.88,5.34
5.79,5.57,5.80,5.55
5.88,5.79,6.06,5.69
5.79,5.85,5.95,5.77
5.97,5.84,5.97,5.78
5.98,6.06,6.07,5.75
6.06,6.28,6.40,5.99
6.24,6.28,6.40,6.05
6.24,5.99,6.24,5.94
6.02,6.22,6.35,6.02
6.23,6.05,6.23,5.98
6.11,5.68,6.14,5.65
5.59,5.84,5.86,5.52
5.94,6.02,6.04,5.87
6.04,6.00,6.11,5.89
6.03,5.72,6.10,5.69
5.88,6.01,6.14,5.84
5.95,6.11,6.13,5.84
6.16,6.38,6.45,6.07
6.75,6.84,6.88,6.60
6.88,6.89,7.01,6.75
6.89,6.75,6.95,6.74
6.76,6.71,6.88,6.61
6.69,6.58,6.70,6.42
6.56,6.06,6.56,5.74
6.01,5.91,6.12,5.90
5.89,5.94,5.95,5.77
5.94,6.05,6.19,5.89
6.09,6.06,6.14,6.00
6.16,6.30,6.30,6.10
6.32,6.41,6.42,6.16
6.41,6.47,6.55,6.30
6.37,6.24,6.37,6.18
6.28,5.92,6.28,5.90
5.90,6.08,6.09,5.90
6.13,6.06,6.13,6.01
6.05,6.18,6.22,6.05
6.20,6.16,6.24,6.05
6.10,6.23,6.25,6.07
6.24,6.09,6.24,6.06
6.12,6.03,6.23,5.93
6.00,6.19,6.22,5.86
6.12,6.06,6.16,5.99
6.12,6.03,6.12,5.97
6.07,6.10,6.14,5.96
6.10,6.23,6.27,6.10
6.34,6.45,6.48,6.24
6.38,6.26,6.49,6.20
6.24,6.19,6.34,6.16
6.21,6.23,6.28,6.13
6.25,6.21,6.27,6.16
6.13,6.06,6.16,6.00
6.11,6.05,6.30,6.01
6.02,6.23,6.24,5.97
6.27,6.05,6.27,6.00
6.04,6.27,6.27,6.02
6.30,6.42,6.48,6.23
6.38,6.43,6.66,6.34
6.44,6.40,6.50,6.36
6.65,6.76,6.90,6.50
6.85,6.47,6.91,6.40
6.39,6.56,6.59,6.32
6.54,6.54,6.58,6.36
6.55,6.19,6.58,6.18
6.26,5.89,6.30,5.87
5.92,5.70,5.99,5.64
5.71,5.60,5.76,5.56
5.55,5.60,5.73,5.50
5.61,5.50,5.71,5.45
5.55,5.25,5.55,5.24
5.25,5.43,5.52,5.25
5.46,5.44,5.50,5.42
5.50,5.76,5.77,5.48
5.77,5.32,5.77,5.25
5.30,5.45,5.58,5.29
5.48,5.56,5.60,5.43
5.55,5.67,5.86,5.53
5.61,5.85,5.94,5.61
5.87,5.72,5.89,5.72
5.62,5.63,5.67,5.53
5.65,5.59,5.71,5.56
5.66,5.59,5.69,5.57
5.58,5.61,5.69,5.50
5.64,5.56,5.64,5.53
5.50,5.54,5.54,5.35
5.59,5.46,5.59,5.43
5.44,5.57,5.58,5.37
5.55,5.43,5.55,5.36
5.33,5.32,5.38,5.23
5.28,5.28,5.39,5.25
5.13,5.15,5.21,4.98
5.11,4.90,5.14,4.83
4.96,5.02,5.08,4.96
5.02,5.00,5.08,4.96
4.98,4.86,5.03,4.85
4.88,4.82,4.88,4.76
4.86,4.92,5.02,4.86
4.90,4.81,4.93,4.78
4.83,4.74,4.86,4.74
4.85,4.68,4.85,4.66
4.60,4.37,4.60,4.35
4.39,4.55,4.55,4.37
4.61,4.66,4.69,4.50
4.65,4.68,4.69,4.63
4.68,4.69,4.70,4.62
4.68,4.63,4.68,4.60
4.63,4.64,4.71,4.60
4.61,4.61,4.66,4.52
4.60,4.60,4.63,4.58
4.54,4.48,4.58,4.46
4.45,4.55,4.57,4.42
4.50,4.65,4.70,4.50
4.65,4.44,4.65,4.44
4.47,4.11,4.61,4.11
4.06,4.09,4.25,4.06
4.05,4.00,4.21,4.00
4.02,4.05,4.37,4.02
4.08,3.90,4.28,3.89
3.89,3.85,3.91,3.80
3.83,3.58,3.93,3.54
3.60,3.68,3.78,3.60
3.69,3.53,3.74,3.50
3.50,3.53,3.60,3.47
3.55,3.49,3.56,3.48
3.50,3.50,3.61,3.49
3.55,3.63,3.71,3.52
3.61,3.82,3.93,3.60
3.81,4.01,4.06,3.71
3.90,4.10,4.24,3.89
4.12,4.39,4.41,4.01
4.41,4.69,4.70,4.37
4.71,4.78,4.99,4.71
4.86,4.54,5.00,4.53
4.55,4.21,4.86,4.08
4.26,4.52,4.58,4.11
4.56,4.78,4.84,4.16
4.78,4.86,4.99,4.72
4.86,4.81,4.89,4.66
4.79,4.63,4.85,4.61
4.57,4.76,4.79,4.52
4.77,4.85,4.92,4.77
4.83,4.99,5.13,4.83
4.97,4.74,5.06,4.71
4.76,4.85,4.97,4.76
4.86,4.98,5.04,4.86
5.00,5.00,5.03,4.98
5.04,4.95,5.09,4.94
4.89,4.81,4.91,4.75
4.93,4.88,5.04,4.85
4.91,4.73,4.95,4.71
4.72,4.86,4.92,4.69
4.86,4.80,4.95,4.76
4.75,4.55,4.79,4.55
4.57,4.63,4.69,4.57
4.64,4.57,4.68,4.57
4.58,4.57,4.65,4.53
4.53,4.59,4.62,4.53
4.60,4.60,4.68,4.54
4.61,4.57,4.62,4.51
4.95,5.39,5.43,4.84
5.35,5.32,5.57,5.23
5.32,5.32,5.49,5.27
5.29,5.16,5.37,5.07
5.05,5.35,5.42,5.05
5.34,5.28,5.38,5.24
5.31,5.15,5.35,5.13
5.20,5.11,5.31,5.00
5.16,5.11,5.16,5.00
5.12,5.16,5.23,5.11
5.18,5.24,5.36,5.06
5.28,5.33,5.36,5.24
5.26,5.17,5.30,5.15
5.24,5.29,5.31,5.21
5.30,5.51,5.57,5.30
5.00,4.89,5.20,4.80
4.89,4.90,4.99,4.86
4.90,4.91,4.92,4.90
4.90,4.90,5.00,4.88
4.88,4.92,4.96,4.88
4.92,4.91,4.95,4.90
4.90,4.94,5.05,4.90
4.98,4.99,5.09,4.96
5.00,4.95,5.00,4.91
4.96,5.14,5.14,4.92
5.18,5.13,5.38,5.09
5.08,4.92,5.08,4.87
4.90,4.91,4.94,4.85
4.90,4.91,4.94,4.90
4.91,4.68,4.93,4.65
4.65,4.78,4.82,4.65
4.77,4.84,4.95,4.77
4.82,4.97,4.98,4.82
4.99,4.93,4.99,4.90
4.90,4.99,5.02,4.78
4.96,5.02,5.05,4.88
5.03,4.91,5.03,4.91
4.96,4.98,5.03,4.95
5.00,4.87,5.50,4.78
4.88,4.86,4.88,4.79
4.80,4.81,4.85,4.65
4.78,4.89,4.90,4.71
4.87,5.03,5.05,4.68
5.00,4.86,5.02,4.78
4.81,4.77,4.91,4.72
4.75,4.77,4.78,4.75
4.75,4.72,4.79,4.71
4.73,4.65,4.73,4.60
4.65,4.61,4.67,4.57
4.61,4.47,4.64,4.45
4.47,4.30,4.49,4.26
4.29,4.16,4.40,4.10
4.19,4.17,4.23,4.16
4.17,4.17,4.20,4.12
4.21,4.32,4.51,4.17
4.37,4.27,4.41,4.27
4.31,4.30,4.33,4.26
4.28,4.38,4.44,4.25
4.33,4.31,4.42,4.26
4.28,4.14,4.36,4.14
4.10,4.20,4.20,4.10
4.24,4.29,4.39,4.18
4.27,4.18,4.37,4.15
4.14,4.10,4.37,4.10
4.10,4.06,4.15,3.93
4.05,4.11,4.25,4.01
4.10,4.03,4.17,4.01
4.04,3.90,4.11,3.90
3.88,3.91,4.00,3.82
3.90,3.83,3.90,3.77
3.84,4.09,4.15,3.84
4.09,4.04,4.15,3.97
4.03,4.06,4.10,3.98
4.13,4.08,4.17,4.06
4.14,4.02,4.14,4.00
4.05,4.09,4.14,4.05
4.07,4.07,4.12,3.99
4.63,4.26,4.63,4.07
4.54,4.29,4.60,4.20
4.33,4.08,4.33,4.04
4.04,3.99,4.09,3.88
3.98,3.86,4.04,3.85
3.86,3.79,3.94,3.78
3.76,3.67,3.81,3.65
3.67,3.49,3.70,3.45
3.50,3.72,3.72,3.50
3.71,3.58,3.93,3.53
3.61,3.60,3.72,3.51
3.57,3.77,3.79,3.57
3.76,3.75,3.81,3.75
3.72,3.84,3.87,3.69
3.83,3.81,3.89,3.78
3.80,3.70,3.88,3.70
3.70,3.93,3.93,3.66
3.94,3.86,3.94,3.81
3.86,3.86,3.94,3.80
3.86,3.80,3.90,3.67
3.82,3.75,3.83,3.68
3.75,3.71,3.82,3.66
3.74,3.71,3.80,3.71
3.75,3.69,3.75,3.62
3.70,3.70,3.72,3.64
3.71,3.66,3.74,3.62
3.63,3.66,3.73,3.58
3.62,3.59,3.70,3.54
3.57,3.97,4.11,3.57
4.00,4.37,4.51,3.92
4.37,4.25,4.40,4.17
4.22,4.21,4.31,4.18
4.18,4.25,4.32,4.18
4.21,4.04,4.25,4.02
4.09,4.06,4.14,4.00
4.07,4.08,4.15,4.06
4.03,4.05,4.10,4.00
4.11,4.20,4.26,4.04
4.38,4.36,4.55,4.30
4.32,4.41,4.44,4.31
4.40,4.50,4.63,4.40
4.51,4.47,4.58,4.40
4.42,4.45,4.56,4.42
4.99,4.63,4.99,4.42
4.67,4.55,4.72,4.52
4.58,4.61,4.70,4.58
4.61,4.79,5.10,4.61
4.82,4.73,4.90,4.68
4.70,4.58,4.74,4.54
4.61,4.60,4.77,4.57
4.58,4.59,4.63,4.53
4.55,4.53,4.69,4.51
4.57,4.53,4.62,4.51
4.57,4.45,4.59,4.41
4.44,4.45,4.50,4.41
4.44,4.45,4.49,4.44
4.45,4.47,4.47,4.41
4.45,4.33,4.45,4.32
4.28,4.28,4.32,4.25
4.27,4.35,4.38,4.25
4.35,4.55,4.64,4.35
4.61,4.59,4.70,4.56
4.56,4.54,4.59,4.50
4.55,4.78,4.86,4.55
4.83,4.87,4.95,4.81
4.86,5.10,5.20,4.85
5.11,5.09,5.14,4.96
5.09,5.00,5.13,5.00
5.03,4.96,5.05,4.95
4.93,4.62,5.01,4.56
4.60,4.75,4.83,4.59
4.74,4.64,4.82,4.62
4.61,4.61,4.73,4.60
4.58,4.60,4.62,4.56
4.60,4.57,4.63,4.55
4.60,4.52,4.60,4.52
4.51,4.32,4.52,4.31
4.34,4.43,4.47,4.20
4.40,4.27,4.40,4.26
4.22,4.44,4.59,4.22
4.50,4.46,4.55,4.44
4.46,4.45,4.50,4.34
4.49,4.50,4.60,4.43
4.50,4.40,4.50,4.35
4.40,4.46,4.48,4.38
4.48,4.43,4.51,4.38
4.48,4.46,4.49,4.41
4.44,4.45,4.49,4.41
4.45,4.45,4.50,4.43
4.43,4.42,4.53,4.40
4.41,4.47,4.60,4.41
4.39,4.27,4.48,4.21
4.21,4.14,4.30,4.08
4.12,4.06,4.15,4.02
4.07,4.09,4.09,4.00
4.11,4.11,4.16,4.05
4.09,4.18,4.23,4.04
4.13,4.32,4.35,4.07
4.30,4.13,4.42,4.10
4.17,4.21,4.28,4.05
4.21,4.20,4.26,4.08
4.20,4.17,4.21,4.10
4.10,4.12,4.17,4.10
4.07,4.12,4.12,4.01
4.12,4.07,4.12,4.05
4.10,4.16,4.19,4.03
4.12,4.21,4.22,4.12
4.16,4.14,4.20,4.08
4.15,4.16,4.20,4.12
4.20,4.18,4.20,4.12
4.19,4.13,4.22,4.05
4.10,4.14,4.18,4.07
4.10,4.06,4.15,4.06
4.06,4.02,4.10,4.00
4.02,3.97,4.05,3.96
3.98,3.98,4.01,3.98
3.99,4.00,4.12,3.99
4.00,3.99,4.08,3.98
4.04,4.00,4.07,3.98
3.98,4.00,4.02,3.97
4.01,3.98,4.01,3.97
3.97,3.98,4.02,3.97
4.00,3.96,4.04,3.95
3.97,4.00,4.13,3.96
3.99,4.00,4.13,3.97
3.91,3.58,3.95,3.55
3.59,3.65,3.69,3.59
3.65,3.59,3.65,3.59
3.60,3.57,3.66,3.56
3.56,3.57,3.73,3.56
3.64,3.68,3.70,3.60
3.65,3.62,3.65,3.60
3.75,3.93,4.01,3.71
3.95,3.93,4.03,3.93
3.94,3.96,4.02,3.93
3.96,3.87,4.01,3.83
3.79,3.83,3.87,3.75
3.83,3.86,3.89,3.81
3.81,3.87,3.96,3.79
3.84,3.84,3.91,3.81
3.84,3.85,3.91,3.84
3.88,3.90,3.92,3.86
3.88,3.95,3.99,3.88
3.97,3.87,3.97,3.87
3.75,3.79,3.84,3.73
4.00,3.81,4.00,3.81
3.87,3.88,3.88,3.81
3.86,3.85,3.89,3.78
3.85,3.81,3.90,3.79
3.82,3.78,3.82,3.77
3.86,3.79,3.86,3.75
3.79,3.77,3.99,3.74
3.83,3.77,3.84,3.76
3.74,3.78,3.79,3.73
3.81,3.74,3.81,3.74
3.79,3.60,3.79,3.60
