EDUC,Educational Development Corporation - Common Stock,NASDAQ
6.11,6.22,6.39,6.11
6.17,6.16,6.25,6.16
nan,6.16,nan,nan
6.17,6.10,6.36,6.10
6.24,6.24,6.24,6.10
6.22,6.16,6.24,6.16
nan,6.16,nan,nan
6.05,6.13,6.24,6.05
6.14,6.05,6.14,6.05
6.07,6.05,6.07,6.05
6.05,6.14,6.24,6.05
6.24,6.15,6.24,6.15
6.16,6.15,6.16,6.15
6.16,6.16,6.16,6.06
6.11,6.05,6.16,6.05
nan,6.05,nan,nan
6.13,6.16,6.16,6.06
6.15,6.16,6.16,6.10
6.16,6.16,6.25,6.15
6.05,6.07,6.07,6.05
6.14,6.16,6.16,6.14
6.16,6.16,6.16,6.16
6.05,6.16,6.25,6.02
6.04,6.02,6.16,6.02
6.16,6.16,6.16,6.16
6.10,5.96,6.13,5.96
5.87,5.35,5.87,5.27
5.50,5.32,5.50,5.15
5.35,5.50,5.50,5.35
5.50,5.45,5.79,5.45
5.50,5.60,5.69,5.50
5.70,5.55,5.70,5.55
nan,5.55,nan,nan
5.70,5.60,5.70,5.60
nan,5.60,nan,nan
5.50,5.45,5.50,5.45
5.64,5.64,5.70,5.64
nan,5.64,nan,nan
nan,5.64,nan,nan
5.42,5.70,5.70,5.42
5.70,5.74,5.74,5.70
5.70,5.60,5.70,5.45
5.61,5.64,5.75,5.45
5.64,5.45,5.64,5.43
nan,5.45,nan,nan
5.43,5.50,5.50,5.43
5.47,5.50,5.55,5.43
5.50,5.51,5.52,5.50
5.50,5.35,5.50,5.25
5.50,5.50,5.50,5.50
5.40,5.45,5.45,5.40
5.45,5.50,5.50,5.45
nan,5.50,nan,nan
5.50,5.72,5.78,5.50
5.75,5.70,5.75,5.70
5.74,5.74,5.75,5.74
5.75,5.67,5.82,5.58
5.57,5.60,5.60,5.57
5.57,5.36,5.57,5.18
5.67,5.55,5.75,5.31
5.65,5.65,5.69,5.65
5.92,5.65,5.92,5.36
5.65,5.75,5.75,5.65
5.46,5.49,5.60,5.45
5.49,5.59,5.59,5.45
5.45,5.36,5.60,5.36
5.57,5.59,5.60,5.55
5.50,5.41,5.60,5.30
5.41,5.41,5.41,5.41
5.36,5.40,5.60,5.36
5.40,5.47,5.48,5.40
5.50,5.68,5.72,5.49
5.69,5.80,5.80,5.69
5.62,5.80,5.80,5.62
5.60,5.71,5.80,5.60
5.84,5.85,5.85,5.55
5.64,5.80,5.85,5.62
5.60,5.60,5.85,5.55
5.75,5.94,5.94,5.55
5.58,5.51,5.75,5.50
5.64,5.74,5.74,5.64
5.79,5.70,5.79,5.70
5.75,5.68,5.75,5.68
5.82,5.78,5.96,5.65
5.60,5.61,5.84,5.60
5.75,5.85,5.85,5.55
5.55,5.57,5.57,5.53
5.71,5.71,5.71,5.71
5.71,5.50,5.71,5.50
5.50,5.50,5.50,5.50
5.70,5.70,5.71,5.70
5.70,5.76,5.80,5.48
5.75,5.79,5.79,5.75
5.85,5.85,5.85,5.85
5.85,6.10,6.16,5.85
6.14,6.14,6.16,5.88
6.00,5.72,6.00,5.56
5.61,5.60,5.61,5.60
5.58,5.92,6.02,5.58
6.05,6.00,6.06,5.73
6.16,6.05,6.16,6.00
6.00,6.00,6.16,6.00
6.16,5.81,6.16,5.81
6.12,5.92,6.14,5.92
5.95,6.00,6.14,5.95
6.10,6.10,6.10,6.10
6.14,6.04,6.16,6.01
6.47,6.15,6.47,6.15
6.00,6.05,6.05,6.00
N/A,N/A,N/A,N/A
6.05,6.09,6.09,6.05
6.15,6.16,6.16,6.15
6.16,6.05,6.16,6.00
6.02,6.10,6.10,6.02
7.00,6.10,7.00,6.10
6.16,6.10,6.16,6.05
6.05,6.05,6.16,6.05
N/A,N/A,N/A,N/A
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
N/A,N/A,N/A,N/A
6.16,6.15,6.16,6.15
6.15,6.15,6.15,6.15
6.03,6.10,6.10,6.02
6.16,6.10,6.16,6.10
6.15,6.02,6.15,6.02
6.13,6.13,6.13,6.13
6.14,6.10,6.16,6.09
6.09,6.16,6.16,6.08
6.15,6.02,6.16,6.02
6.16,6.16,6.16,6.15
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
6.05,6.05,6.05,6.05
6.70,6.70,6.70,6.05
6.30,6.20,6.30,6.20
6.19,6.60,6.65,6.19
6.60,6.65,6.65,6.10
6.51,6.33,6.51,6.33
6.62,6.62,6.62,6.62
6.45,6.39,6.45,6.39
6.70,6.70,6.70,6.70
6.44,6.45,6.65,6.35
6.45,6.48,6.48,6.45
6.50,6.54,6.95,6.49
N/A,N/A,N/A,N/A
6.51,6.35,6.51,6.35
6.35,6.35,6.35,6.35
6.69,6.69,6.69,6.69
6.35,6.40,6.40,6.20
6.42,6.40,6.42,6.40
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
6.12,6.12,6.30,6.11
6.41,6.68,6.69,6.41
6.69,6.70,6.96,6.69
6.60,6.93,6.96,6.60
6.90,6.90,6.93,6.70
6.92,6.90,6.92,6.75
6.91,6.60,6.91,6.60
6.64,6.60,6.65,6.60
6.60,6.61,6.72,6.60
6.91,6.72,6.91,6.72
6.84,6.78,6.84,6.69
6.78,6.78,6.79,6.62
6.70,6.70,6.75,6.70
6.75,6.72,6.79,6.70
6.79,6.70,6.80,6.70
6.75,6.75,6.78,6.71
6.79,6.75,6.79,6.61
6.70,6.95,6.96,6.67
7.00,6.96,7.00,6.62
6.96,6.87,7.00,6.67
6.87,6.80,6.87,6.69
6.69,6.98,6.98,6.69
6.94,6.85,7.00,6.74
6.85,6.75,6.85,6.62
6.83,6.60,6.85,6.60
6.71,6.87,6.91,6.71
6.85,6.77,6.85,6.76
6.69,6.68,6.77,6.68
6.61,6.61,6.61,6.61
6.63,6.66,6.66,6.63
6.64,6.67,6.75,6.63
6.68,6.67,6.79,6.67
N/A,N/A,N/A,N/A
6.63,6.62,6.80,6.62
N/A,N/A,N/A,N/A
nan,6.62,nan,nan
6.63,6.60,6.63,6.60
6.80,6.75,6.80,6.75
6.80,6.80,6.80,6.80
6.80,6.76,6.80,6.76
6.62,6.60,6.62,6.60
6.65,6.78,6.78,6.61
6.80,6.80,6.80,6.80
6.78,6.80,6.80,6.77
N/A,N/A,N/A,N/A
6.80,6.80,6.80,6.70
6.80,6.80,6.80,6.80
6.70,6.70,6.70,6.70
6.61,6.61,6.61,6.61
6.61,6.53,6.70,6.50
6.70,6.65,6.76,6.65
6.80,6.80,6.80,6.79
6.75,6.60,6.75,6.60
N/A,N/A,N/A,N/A
6.75,6.80,6.80,6.75
6.54,6.60,6.75,6.52
6.72,6.72,6.72,6.72
6.72,6.60,6.72,6.53
6.62,6.71,6.71,6.62
6.64,6.64,6.64,6.64
6.72,6.72,6.72,6.72
6.53,6.50,6.53,6.25
6.72,6.56,6.72,6.34
6.37,6.70,6.70,6.37
6.60,6.50,6.60,6.49
6.58,6.56,6.58,6.42
6.83,6.80,6.90,6.56
6.80,6.78,6.80,6.59
6.66,6.70,6.74,6.66
6.68,6.55,6.75,6.55
6.50,6.50,6.50,6.50
6.55,6.38,6.55,6.28
6.35,6.38,6.60,6.34
6.44,6.40,6.44,6.40
6.41,6.45,6.52,6.41
6.47,6.55,6.60,6.47
6.59,6.43,6.60,6.41
6.31,6.28,6.49,6.28
6.56,6.59,6.59,6.56
N/A,N/A,N/A,N/A
6.28,6.37,6.49,6.28
6.25,6.31,6.31,6.25
6.16,5.96,6.20,5.85
6.40,5.94,6.40,5.87
5.98,6.00,6.00,5.98
5.98,6.00,6.00,5.98
6.18,5.98,6.18,5.98
5.99,5.78,5.99,5.75
5.79,5.95,5.95,5.76
5.80,6.05,6.05,5.80
6.05,6.00,6.05,6.00
5.95,5.85,5.95,5.85
5.88,5.95,5.95,5.82
6.00,5.80,6.00,5.80
nan,5.83,nan,nan
5.84,5.82,5.99,5.80
5.76,5.75,5.76,5.73
5.95,5.75,5.95,5.73
N/A,N/A,N/A,N/A
5.80,5.75,5.81,5.75
5.75,5.71,5.75,5.71
5.71,5.66,5.74,5.55
5.60,5.74,5.80,5.60
5.71,5.80,5.80,5.71
5.90,5.80,5.90,5.80
5.65,5.68,5.85,5.65
5.65,5.66,5.69,5.65
5.74,5.74,5.74,5.74
5.78,5.80,5.80,5.78
5.80,5.79,5.80,5.75
5.79,5.73,5.79,5.67
5.73,5.74,5.75,5.70
5.72,5.72,5.72,5.72
5.70,5.78,5.78,5.70
5.71,5.95,5.95,5.71
5.89,5.77,5.89,5.76
5.81,5.81,5.81,5.81
N/A,N/A,N/A,N/A
5.72,5.70,5.72,5.70
5.71,5.71,5.71,5.71
5.78,5.76,5.78,5.76
5.76,5.80,5.81,5.76
5.82,5.30,5.82,4.18
5.43,5.32,5.45,5.30
5.36,5.42,5.42,5.35
5.51,5.52,5.52,5.51
5.54,5.63,5.63,5.50
5.50,5.65,5.65,5.50
5.63,5.59,5.63,5.59
5.52,5.56,5.60,5.52
5.45,5.64,5.75,5.43
5.55,5.60,5.60,5.55
5.44,5.64,5.74,5.44
5.50,5.50,5.55,5.36
5.46,5.41,5.46,5.30
5.81,5.46,5.81,5.29
5.32,5.32,5.37,5.32
5.50,5.54,5.54,5.50
5.53,5.55,5.55,5.50
5.55,5.50,5.55,5.50
5.51,5.48,5.64,5.30
5.34,5.46,5.46,5.34
5.28,5.33,5.36,5.28
5.35,5.37,5.43,5.35
5.39,5.43,5.43,5.39
5.38,5.42,5.45,5.37
5.38,5.39,5.39,5.38
5.39,5.39,5.39,5.39
5.43,5.47,5.47,5.39
5.47,5.42,5.47,5.42
5.50,5.40,5.50,5.40
5.41,5.50,5.50,5.41
5.46,5.45,5.46,5.45
5.50,5.45,5.50,5.45
N/A,N/A,N/A,N/A
5.50,5.50,5.65,5.50
5.63,5.56,5.64,5.55
5.50,5.49,5.60,5.44
5.53,5.51,5.53,5.43
5.54,5.60,5.60,5.54
5.60,5.57,5.64,5.51
5.49,5.52,5.52,5.49
5.50,5.59,5.59,5.49
5.53,5.44,5.58,5.40
5.56,5.47,5.58,5.45
5.46,5.39,5.51,5.39
5.43,5.45,5.49,5.35
5.43,5.50,5.50,5.35
5.49,5.43,5.49,5.36
N/A,N/A,N/A,N/A
5.60,5.50,5.60,5.48
5.48,5.53,5.53,5.35
5.53,5.50,5.53,5.50
5.50,5.41,5.50,5.25
5.25,5.14,5.33,5.10
5.33,5.11,5.33,5.11
5.17,5.25,5.25,5.10
N/A,N/A,N/A,N/A
5.09,5.21,5.25,5.09
5.24,5.21,5.24,5.21
5.24,5.24,5.24,5.24
5.20,5.10,5.22,5.10
5.06,5.06,5.06,5.06
5.16,5.16,5.16,5.16
5.12,5.00,5.12,5.00
5.06,5.09,5.09,5.01
5.12,5.30,5.38,5.12
5.02,5.07,5.32,5.02
5.09,5.09,5.13,5.09
N/A,N/A,N/A,N/A
5.19,5.20,5.35,5.19
5.20,5.20,5.20,5.20
5.26,5.35,5.35,5.26
5.29,5.41,5.70,5.29
5.45,5.52,5.55,5.45
5.47,5.35,5.47,5.35
5.32,5.55,5.55,5.32
5.45,5.38,5.47,5.32
5.44,5.53,5.55,5.33
5.44,5.49,5.55,5.33
5.33,5.50,5.50,5.33
5.35,5.41,5.49,5.35
5.41,5.53,5.55,5.41
nan,5.52,nan,nan
N/A,N/A,N/A,N/A
5.36,5.54,5.54,5.35
5.39,5.49,5.50,5.39
5.40,5.40,5.40,5.40
5.40,5.20,5.40,5.12
5.26,5.30,5.31,5.22
5.28,5.26,5.30,5.26
N/A,N/A,N/A,N/A
5.26,5.31,5.31,5.15
5.28,5.27,5.28,5.27
5.47,5.38,5.47,5.38
5.32,5.45,5.47,5.32
5.37,5.26,5.37,5.15
5.42,5.37,5.42,5.37
5.19,5.23,5.40,5.19
5.42,5.32,5.42,5.32
5.20,5.21,5.29,5.20
5.10,5.20,5.20,5.10
5.20,5.20,5.20,5.20
5.21,5.05,5.21,5.05
5.14,5.33,5.39,5.14
5.17,5.25,5.26,5.17
5.39,5.41,5.55,5.39
5.28,5.53,5.54,5.28
5.57,5.55,5.57,5.55
5.58,5.50,5.58,5.50
5.36,5.59,5.59,5.36
5.49,5.36,5.49,5.36
5.50,5.50,5.51,5.50
5.60,5.50,5.60,5.50
5.37,5.40,5.45,5.37
N/A,N/A,N/A,N/A
5.47,5.45,5.49,5.45
5.45,5.45,5.50,5.35
5.49,5.49,5.49,5.49
5.56,5.36,5.56,5.36
N/A,N/A,N/A,N/A
5.36,5.18,5.36,3.80
5.15,5.32,5.40,5.15
5.17,5.21,5.21,5.15
5.15,5.20,5.22,5.15
N/A,N/A,N/A,N/A
5.15,5.09,5.18,5.09
5.10,5.28,5.40,5.10
5.33,5.14,5.33,5.02
5.03,5.20,5.20,5.02
N/A,N/A,N/A,N/A
5.18,5.21,5.35,5.05
5.25,5.25,5.25,5.25
5.16,5.24,5.24,5.16
nan,5.21,nan,nan
5.25,5.32,5.33,5.24
5.33,5.35,5.35,5.19
5.29,5.35,5.40,5.10
5.19,5.21,5.21,5.19
5.05,5.05,5.05,5.05
5.05,5.35,5.35,5.05
5.10,5.13,5.15,5.10
5.29,5.10,5.33,5.10
5.06,5.13,5.13,5.05
5.17,5.18,5.18,5.17
5.30,4.89,5.30,4.89
5.26,4.82,5.28,4.78
4.90,4.96,4.96,4.90
4.85,5.00,5.00,4.85
4.95,5.00,5.00,4.95
5.00,5.00,5.10,5.00
5.00,5.00,5.12,5.00
5.12,5.04,5.14,4.78
4.90,4.95,5.02,4.90
5.10,5.01,5.10,4.96
5.15,4.97,5.15,4.96
5.15,5.04,5.15,5.04
5.05,4.92,5.05,4.92
5.00,5.04,5.04,4.97
5.15,4.98,5.15,4.98
5.05,4.98,5.05,4.98
4.98,4.94,4.98,4.85
N/A,N/A,N/A,N/A
4.98,5.15,5.16,4.98
5.19,5.08,5.19,5.00
4.92,4.85,4.92,4.81
4.90,4.90,4.90,4.86
5.00,4.80,5.00,4.80
4.78,4.78,4.78,4.78
4.78,4.92,5.00,4.78
4.99,5.00,5.00,4.99
4.99,4.95,4.99,4.94
4.95,4.92,4.95,4.90
4.91,4.90,4.91,4.90
N/A,N/A,N/A,N/A
4.99,4.80,4.99,4.79
4.80,4.81,4.83,4.80
4.80,4.85,4.85,4.80
4.85,4.85,4.85,4.85
4.86,5.00,5.00,4.85
5.00,4.86,5.00,4.84
4.99,4.99,4.99,4.99
4.88,4.83,4.88,4.79
4.80,4.80,4.82,4.75
4.99,4.82,4.99,4.82
4.80,4.80,4.80,4.80
4.77,4.75,4.83,4.75
4.95,4.95,4.95,4.95
4.91,4.88,4.99,4.83
4.87,4.90,4.90,4.85
4.90,4.90,4.99,4.88
4.86,4.90,4.90,4.86
4.87,4.98,4.99,4.83
4.90,4.90,4.90,4.90
4.90,4.96,4.99,4.90
4.95,4.99,5.00,4.95
4.86,5.00,5.00,4.86
4.95,4.95,5.05,4.95
4.95,5.00,5.01,4.90
4.95,4.95,5.00,4.94
nan,4.94,nan,nan
4.97,4.94,4.97,4.86
4.97,4.95,5.00,4.94
4.93,4.97,5.00,4.87
nan,4.97,nan,nan
4.89,4.94,4.95,4.89
4.90,4.88,4.98,4.88
4.86,4.86,4.90,4.86
4.86,4.86,4.89,4.86
4.86,4.90,4.90,4.86
4.90,4.95,4.95,4.85
4.95,4.95,4.95,4.95
4.78,4.93,4.95,4.78
4.95,4.98,4.98,4.95
nan,4.98,nan,nan
4.98,4.95,4.98,4.75
4.91,4.95,4.97,4.91
4.94,4.77,4.94,4.77
4.83,4.73,4.83,4.65
4.77,4.74,4.77,4.74
4.74,4.87,4.87,4.74
4.81,4.85,4.89,4.55
4.87,4.75,4.93,4.62
4.74,4.79,4.79,4.68
4.70,4.75,4.76,4.66
4.77,4.64,4.77,4.64
4.64,4.56,4.64,4.12
4.42,4.62,4.62,4.42
4.61,4.60,4.61,4.52
nan,4.60,nan,nan
4.70,4.38,4.70,4.38
4.38,4.38,4.38,4.35
4.50,4.62,4.68,4.50
4.69,4.70,4.70,4.69
4.58,4.86,4.90,4.50
4.70,4.79,4.80,4.61
4.75,4.61,4.78,4.61
4.58,4.58,4.58,4.58
4.52,4.50,4.52,4.50
4.95,4.80,4.95,4.80
4.95,4.80,4.95,4.76
4.80,4.80,4.80,4.80
4.79,4.80,4.80,4.60
4.78,4.80,4.80,4.50
4.65,4.51,4.65,4.41
nan,4.51,nan,nan
4.48,4.50,4.53,4.45
4.53,4.50,4.53,4.50
4.50,4.51,4.70,4.45
4.59,4.60,4.60,4.59
nan,4.51,nan,nan
4.53,4.25,4.53,4.25
4.25,4.50,4.50,4.25
4.32,4.49,4.49,4.32
4.46,4.46,4.46,4.46
4.50,4.65,4.69,4.50
4.60,4.60,4.65,4.40
4.44,4.52,4.69,4.44
4.48,4.41,4.48,4.31
4.45,4.64,4.74,4.42
4.66,4.50,4.72,4.50
4.58,4.51,4.67,4.41
4.50,4.48,4.74,4.30
4.40,4.31,4.40,4.31
4.38,4.34,4.48,4.30
4.41,4.40,4.64,4.30
4.53,4.45,4.56,4.44
4.16,4.20,4.34,3.88
4.29,4.32,4.34,4.15
4.30,4.42,4.42,4.22
4.38,4.38,4.38,4.38
4.39,4.39,4.40,4.30
4.35,4.35,4.35,4.35
4.30,4.34,4.34,4.30
4.34,4.34,4.35,4.34
4.35,3.99,4.35,3.99
4.00,4.27,4.33,4.00
4.20,4.20,4.20,4.20
4.20,3.92,4.21,3.92
3.96,4.04,4.24,3.96
4.00,4.10,4.10,4.00
4.01,4.03,4.05,3.96
3.97,4.03,4.03,3.88
3.92,3.98,4.21,3.92
4.00,4.00,4.00,4.00
4.00,4.02,4.04,4.00
4.01,4.05,4.05,4.01
4.10,4.15,4.15,4.10
4.20,4.07,4.20,4.07
4.05,3.98,4.05,3.92
4.02,4.10,4.10,4.02
4.01,4.10,4.10,3.95
3.96,4.00,4.00,3.95
4.01,4.01,4.01,4.01
4.03,4.00,4.05,4.00
3.96,4.00,4.00,3.88
4.00,4.00,4.10,4.00
3.98,3.98,4.23,3.95
4.02,4.19,4.19,4.00
4.20,3.91,4.20,3.91
3.91,4.00,4.10,3.91
4.03,3.98,4.25,3.88
3.98,3.98,3.98,3.98
4.03,3.95,4.07,3.95
4.02,4.00,4.06,4.00
3.97,4.20,4.20,3.95
4.19,3.97,4.19,3.97
4.00,4.00,4.00,3.97
3.98,4.00,4.02,3.92
4.00,4.00,4.00,4.00
4.05,3.96,4.05,3.95
4.00,3.96,4.00,3.96
4.00,4.00,4.10,3.95
3.96,4.00,4.00,3.75
3.93,4.00,4.00,3.93
3.97,3.95,4.00,3.93
3.95,3.96,3.96,3.90
4.00,3.91,4.00,3.80
3.89,3.85,3.89,3.76
3.93,3.93,3.93,3.93
3.87,3.98,4.05,3.84
3.96,3.95,3.96,3.95
3.96,3.95,3.96,3.95
nan,3.80,nan,nan
3.92,3.98,3.98,3.92
4.00,4.00,4.00,3.87
4.01,3.96,4.01,3.96
3.95,3.99,4.00,3.95
4.00,4.10,4.19,3.98
4.15,4.13,4.20,4.13
4.06,4.00,4.25,3.98
4.01,4.01,4.01,3.95
3.91,4.00,4.04,3.90
3.89,3.93,4.02,3.89
3.97,3.85,4.00,3.85
3.88,3.88,3.99,3.87
3.85,3.97,3.99,3.85
3.99,3.96,3.99,3.86
3.97,3.89,3.99,3.89
3.91,3.98,4.00,3.91
3.95,3.93,3.95,3.91
3.95,3.89,3.95,3.88
3.89,3.89,3.89,3.89
3.93,3.95,3.95,3.88
3.95,3.92,3.95,3.89
3.89,3.92,3.96,3.89
3.92,3.89,4.02,3.89
3.95,3.89,4.04,3.89
3.96,3.96,3.96,3.93
nan,3.95,nan,nan
3.97,3.99,3.99,3.95
4.00,4.00,4.00,4.00
4.00,4.00,4.00,3.99
4.00,3.99,4.00,3.98
4.00,3.96,4.00,3.96
nan,3.98,nan,nan
4.00,4.00,4.04,3.98
4.00,4.00,4.02,3.98
4.02,3.99,4.02,3.89
3.92,3.90,4.00,3.90
3.92,4.00,4.00,3.92
3.95,3.95,4.02,3.95
3.94,4.04,4.04,3.93
3.97,3.95,4.00,3.88
3.98,3.98,4.00,3.92
4.00,4.02,4.03,3.94
3.96,4.03,4.04,3.96
3.94,3.93,3.94,3.93
3.90,3.92,3.92,3.90
3.92,3.91,3.97,3.91
nan,3.97,nan,nan
3.98,3.97,3.98,3.97
3.99,3.96,3.99,3.96
3.96,3.95,3.96,3.95
3.95,3.79,3.95,3.75
3.85,3.85,3.85,3.85
3.90,3.92,3.92,3.89
3.91,3.92,3.94,3.91
3.94,3.93,3.94,3.93
3.94,3.94,3.95,3.94
3.92,3.92,3.94,3.92
3.95,3.92,3.95,3.92
3.92,3.87,3.92,3.85
3.89,3.95,3.95,3.88
3.91,3.86,3.91,3.85
3.95,4.05,4.05,3.95
4.05,3.96,4.05,3.96
4.02,4.00,4.02,4.00
3.97,3.96,4.00,3.96
3.95,4.02,4.10,3.95
4.05,4.00,4.05,3.98
4.15,4.00,4.15,3.95
3.99,4.11,4.11,3.83
4.04,4.12,4.12,4.04
4.06,3.86,4.06,3.80
3.92,3.93,4.00,3.87
3.98,3.83,3.99,3.81
3.87,3.99,3.99,3.87
3.91,3.95,3.97,3.91
3.99,4.01,4.01,3.88
4.04,4.04,4.05,3.96
3.97,3.90,3.97,3.88
3.90,3.80,3.90,3.80
3.80,3.87,3.98,3.80
3.81,3.81,3.97,3.79
3.97,3.84,4.00,3.84
3.86,3.92,3.92,3.86
3.92,3.91,3.92,3.90
3.92,3.92,3.92,3.92
3.90,3.90,3.90,3.90
3.92,3.96,3.97,3.86
3.91,3.98,3.98,3.90
3.98,3.99,3.99,3.93
3.99,3.99,4.00,3.99
3.98,3.90,3.98,3.90
3.95,3.96,4.00,3.90
4.00,4.00,4.00,4.00
3.96,3.88,4.00,3.88
3.87,3.90,3.97,3.87
3.93,3.98,3.99,3.86
3.95,3.99,3.99,3.95
3.88,3.91,3.98,3.88
3.91,3.87,3.95,3.87
3.89,3.89,3.98,3.87
3.88,3.88,3.98,3.88
3.99,3.95,3.99,3.88
3.98,3.86,3.98,3.86
3.90,3.91,3.97,3.88
3.95,3.89,3.95,3.89
3.85,3.87,3.88,3.85
3.85,3.90,3.90,3.85
3.93,3.93,3.93,3.89
3.90,3.86,3.91,3.86
3.90,3.85,3.98,3.85
3.90,3.85,3.90,3.85
3.91,3.87,3.91,3.87
3.90,3.88,3.90,3.80
3.85,3.85,3.91,3.82
3.84,3.90,3.90,3.84
3.90,3.86,3.90,3.86
3.90,3.88,3.90,3.88
3.90,3.92,3.93,3.89
3.92,3.93,3.93,3.91
3.92,3.90,3.92,3.85
3.91,3.91,3.91,3.88
3.84,3.88,3.88,3.84
3.88,3.91,3.92,3.88
3.89,3.88,3.92,3.82
3.92,3.90,3.93,3.88
3.93,3.95,3.97,3.90
3.98,3.85,3.98,3.85
4.00,3.88,4.00,3.86
3.85,3.87,3.90,3.85
3.84,3.90,3.90,3.84
3.88,3.93,3.93,3.80
3.95,3.90,3.99,3.85
3.90,3.85,3.90,3.85
3.83,3.85,3.85,3.79
3.85,3.85,3.85,3.80
N/A,N/A,N/A,N/A
3.85,3.76,3.85,3.76
3.78,3.77,3.79,3.76
3.75,3.75,3.75,3.73
3.73,3.74,3.76,3.73
3.74,3.82,3.84,3.74
N/A,N/A,N/A,N/A
3.85,3.73,3.85,3.72
3.70,3.84,3.85,3.70
3.75,3.75,3.75,3.75
3.67,3.73,3.85,3.67
3.74,3.78,3.78,3.74
3.77,3.73,3.77,3.73
3.79,3.79,3.79,3.62
3.67,3.66,3.71,3.63
3.56,3.55,3.67,3.50
3.57,3.51,3.57,3.50
3.52,3.55,3.55,3.45
3.55,3.46,3.57,3.45
3.46,3.45,3.47,3.45
3.49,3.50,3.55,3.40
3.50,3.60,3.60,3.47
3.60,3.60,3.60,3.60
3.51,3.54,3.57,3.51
N/A,N/A,N/A,N/A
3.56,3.56,3.56,3.46
3.55,3.64,3.67,3.54
3.67,3.50,3.68,3.45
3.54,3.61,3.63,3.50
3.52,3.62,3.64,3.51
3.58,3.51,3.65,3.51
3.51,3.51,3.59,3.50
3.50,3.53,3.57,3.50
3.57,3.51,3.57,3.51
3.54,3.53,3.55,3.52
3.53,3.51,3.57,3.51
3.55,3.52,3.55,3.52
3.57,3.52,3.57,3.52
3.51,3.53,3.54,3.51
3.53,3.52,3.56,3.51
3.52,3.57,3.57,3.52
3.57,3.54,3.57,3.50
3.57,3.57,3.57,3.56
3.57,3.55,3.60,3.50
3.50,3.62,3.63,3.50
3.55,3.55,3.61,3.55
3.59,3.56,3.60,3.52
3.55,3.59,3.60,3.52
3.59,3.58,3.59,3.58
3.57,3.55,3.57,3.55
3.57,3.57,3.57,3.53
3.53,3.51,3.59,3.51
3.51,3.58,3.59,3.51
3.58,3.56,3.58,3.52
3.52,3.55,3.56,3.52
3.52,3.58,3.59,3.52
3.58,3.56,3.58,3.56
3.51,3.53,3.54,3.51
3.54,3.48,3.54,3.42
3.42,3.44,3.50,3.42
3.42,3.43,3.43,3.42
3.45,3.44,3.45,3.44
3.48,3.43,3.48,3.43
3.42,3.37,3.43,3.37
3.40,3.39,3.41,3.37
3.41,3.41,3.41,3.36
3.41,3.11,3.41,3.07
3.10,3.20,3.22,3.10
