NFLX,Netflix,NASDAQ
124.48,125.39,125.75,123.25
125.40,123.24,126.35,122.16
123.78,122.88,124.30,121.73
122.84,122.83,124.03,122.30
123.51,123.78,125.09,122.78
123.43,123.44,124.40,122.50
123.44,125.00,127.43,122.95
126.39,124.22,126.68,124.01
124.30,125.45,126.44,122.87
125.46,125.12,126.30,124.64
125.53,126.50,127.74,125.00
126.84,125.58,127.50,125.18
125.61,125.59,126.28,125.08
126.24,128.35,129.05,125.70
129.07,125.89,129.07,125.76
125.95,125.33,126.14,124.20
126.24,123.80,126.57,123.60
124.96,127.49,128.19,124.31
127.49,129.41,130.17,126.55
129.22,131.81,132.75,128.90
132.08,131.07,133.88,129.81
131.48,130.95,131.99,129.89
131.27,129.89,132.22,129.29
130.91,130.50,131.50,129.25
130.63,129.18,130.85,128.50
131.15,133.70,133.93,130.58
