NFLX,Netflix,NASDAQ
109.50,103.56,112.47,101.75
104.98,107.70,108.75,102.21
108.51,102.79,108.99,101.56
105.00,104.09,105.46,102.53
103.79,100.31,104.36,99.70
100.52,98.02,101.15,95.33
99.69,102.55,103.18,98.54
104.02,101.88,105.00,100.97
101.06,104.41,104.73,98.73
104.97,108.13,108.50,104.70
107.23,110.53,110.70,105.50
108.69,118.32,118.75,107.88
118.00,116.90,118.95,114.61
113.40,125.01,126.48,113.20
122.02,126.47,128.42,121.35
124.45,133.05,133.80,124.02
132.42,132.26,134.37,130.27
131.64,137.22,137.90,130.68
139.50,132.97,140.90,132.55
129.00,125.70,130.15,125.34
123.75,128.24,129.77,123.59
127.68,129.96,130.76,127.51
130.50,126.90,132.48,126.50
125.58,121.28,125.65,121.04
120.01,124.25,124.86,119.65
125.89,125.84,127.71,124.38
126.35,126.10,127.58,122.88
125.25,123.10,125.70,122.57
121.86,125.52,126.95,121.81
130.87,134.91,136.25,129.11
134.30,138.00,138.58,132.61
140.00,138.48,142.50,138.05
137.91,141.79,142.95,137.60
143.59,146.00,147.74,143.38
148.30,145.68,149.74,144.80
146.63,146.16,146.87,144.40
149.41,147.94,149.95,147.00
147.72,146.65,148.89,146.10
146.59,143.12,146.59,142.62
142.75,140.50,143.50,140.13
142.38,140.46,142.45,140.02
142.00,142.89,144.00,140.02
143.50,147.20,148.60,143.11
150.08,156.93,156.97,149.30
158.76,160.47,163.72,158.42
164.12,162.21,167.12,161.00
160.50,164.99,166.16,159.38
164.85,161.86,164.99,159.49
160.39,170.63,170.75,160.22
171.85,162.16,174.40,161.88
160.60,154.66,160.70,153.81
153.02,156.39,158.79,151.57
159.50,156.16,160.01,154.21
154.49,150.27,158.75,148.46
150.67,151.43,154.09,148.84
152.04,149.64,153.00,148.05
150.74,153.69,156.48,150.23
153.72,155.39,155.83,151.51
158.10,154.61,159.50,154.01
153.91,152.78,156.76,151.54
153.53,155.72,155.83,152.06
156.41,153.00,156.65,152.02
150.31,149.33,152.43,147.35
150.00,153.15,155.77,148.00
169.54,172.69,174.94,166.58
167.10,168.10,171.48,165.94
169.23,166.84,169.85,165.06
167.10,177.62,179.56,167.05
179.30,178.50,184.74,175.56
179.00,175.70,179.22,173.05
174.94,173.57,175.80,169.32
173.95,167.37,174.00,165.70
166.69,171.61,173.38,166.56
172.64,171.46,174.04,169.03
173.35,167.82,173.43,166.60
170.84,168.10,170.91,166.86
166.83,169.13,170.54,165.26
169.75,170.46,174.90,169.42
170.00,176.87,177.26,168.65
174.92,175.14,178.69,173.55
174.59,173.00,176.89,170.10
171.93,168.30,173.54,167.68
166.76,165.40,169.23,163.57
164.71,166.68,168.51,164.02
169.59,168.33,170.80,168.02
168.36,173.04,173.25,167.81
181.07,188.32,188.70,181.00
186.23,187.71,192.10,186.04
190.91,188.77,191.83,186.82
188.35,191.90,192.48,187.80
194.01,198.92,200.00,192.50
198.00,205.90,206.80,195.55
207.82,200.14,209.24,197.87
194.23,193.42,196.45,191.34
194.71,185.45,195.20,184.60
186.91,193.47,193.67,186.29
197.25,189.81,199.40,189.51
185.11,188.23,188.49,181.39
190.00,191.05,192.14,185.59
197.38,194.63,197.97,192.50
192.55,183.80,192.61,182.50
181.14,178.45,182.70,177.11
178.26,178.50,181.42,175.56
178.55,181.65,182.73,178.30
183.06,180.02,184.50,179.59
180.80,178.05,181.05,176.54
180.67,186.24,186.51,179.51
187.12,185.35,189.76,184.60
185.38,184.58,185.39,181.55
180.15,180.01,180.84,177.76
179.13,183.67,184.37,178.52
184.05,180.27,184.50,180.18
180.00,179.80,180.35,178.72
179.05,175.70,179.74,175.53
175.00,178.41,180.87,173.50
181.35,181.37,184.90,178.29
181.15,179.73,182.79,178.71
176.18,177.99,179.69,175.65
178.67,179.30,180.55,176.38
179.70,187.88,187.95,179.18
189.42,186.65,191.30,185.77
188.01,188.90,189.00,184.75
188.44,191.49,192.35,187.00
190.81,191.48,193.25,188.79
191.47,193.68,194.84,189.57
192.81,190.87,193.85,189.02
186.82,185.00,188.23,181.30
184.86,182.09,185.58,181.69
179.99,183.96,184.42,176.07
182.99,186.74,186.85,181.56
187.40,183.03,187.59,181.83
207.15,210.87,211.79,204.58
211.69,217.98,218.00,208.65
213.10,214.08,216.51,210.26
214.63,212.90,216.78,212.05
208.73,211.26,213.67,208.25
211.05,211.49,213.32,209.72
212.96,220.07,221.00,212.04
222.79,218.02,222.81,217.86
218.25,217.63,218.39,216.14
217.29,222.29,223.98,217.29
220.97,223.20,225.00,220.31
224.24,231.07,231.60,223.92
235.68,247.55,247.55,234.57
243.49,240.79,244.65,238.01
242.71,237.72,244.89,236.34
235.87,235.63,241.80,234.06
237.78,235.51,238.37,231.39
225.37,221.60,229.41,220.71
215.55,211.20,217.90,205.39
212.50,215.18,216.39,210.28
214.63,212.44,217.49,211.05
213.85,206.67,214.31,203.00
206.20,204.63,207.46,200.75
205.00,204.23,207.50,201.75
206.50,203.37,207.09,200.35
203.75,210.72,211.28,203.75
214.73,207.40,214.89,204.25
200.20,195.45,202.25,194.36
195.29,192.99,199.44,191.12
191.08,200.02,203.74,188.89
202.22,204.54,205.24,200.11
203.23,201.20,207.00,198.82
202.48,217.11,219.20,202.00
221.03,213.84,223.37,212.25
216.94,213.90,219.67,212.85
213.56,209.40,214.44,207.32
211.85,212.84,216.68,207.55
220.77,221.39,222.70,218.00
222.05,229.06,230.00,218.61
231.98,229.13,233.12,226.32
226.96,230.01,232.01,226.58
233.50,237.32,241.30,233.34
237.97,237.38,238.88,235.00
238.69,237.95,242.17,237.07
237.28,237.78,239.70,235.04
241.00,242.09,244.44,240.40
244.83,244.72,247.21,242.77
244.60,244.23,248.65,242.27
248.00,239.97,248.88,238.32
235.38,233.96,236.47,231.03
235.94,234.86,239.70,232.69
232.78,228.16,235.71,226.48
224.87,233.92,233.92,224.41
236.48,238.75,238.85,232.27
237.98,236.73,240.45,233.75
236.63,235.49,236.96,233.23
232.01,233.33,234.17,228.02
233.77,241.55,242.29,231.86
243.39,244.43,245.51,239.41
244.14,252.22,252.32,243.59
254.71,251.67,254.98,248.00
237.11,228.91,242.23,227.30
228.67,235.96,236.61,225.15
233.00,234.37,239.44,232.64
232.80,232.67,235.47,231.70
238.22,237.19,239.87,234.40
235.69,231.24,235.94,228.00
231.80,229.19,232.00,225.30
226.39,230.31,233.78,226.22
232.77,229.47,233.14,229.00
231.80,236.41,236.80,231.36
237.16,237.63,239.50,235.01
239.05,240.67,242.50,238.01
241.20,245.77,246.75,239.39
244.13,246.52,249.62,243.33
246.00,237.09,246.07,234.30
235.00,236.94,238.08,231.11
237.40,242.54,243.70,237.26
243.50,242.73,245.39,241.10
241.58,245.90,246.89,241.16
243.02,247.83,249.88,240.00
249.89,247.60,252.68,246.62
247.94,259.47,259.94,247.17
259.30,263.75,265.88,258.56
264.50,264.51,265.09,261.52
267.25,270.80,270.80,264.40
269.47,267.26,273.64,265.50
266.05,271.70,272.98,264.12
270.00,273.70,276.24,269.50
273.37,262.59,277.70,260.61
262.75,263.69,267.44,260.78
263.26,262.26,265.44,258.50
262.22,262.57,264.48,258.20
261.62,258.62,264.60,257.82
259.78,257.22,263.00,254.74
259.80,261.13,261.60,255.94
259.48,257.12,262.77,256.29
256.45,249.30,257.69,244.26
251.05,245.67,251.84,244.70
241.86,245.63,247.81,240.12
245.69,253.65,254.80,242.86
251.80,248.66,253.24,247.68
245.14,255.72,260.85,244.70
257.00,256.96,260.50,254.09
254.90,260.12,262.46,251.64
261.92,265.09,266.59,260.57
266.99,264.94,268.74,263.00
264.70,262.69,265.00,260.80
262.06,267.99,268.26,262.06
276.00,289.63,291.23,275.71
286.65,290.96,291.78,284.50
293.43,292.42,297.35,291.63
288.26,295.14,295.80,287.12
294.83,290.74,301.50,286.90
291.93,291.27,296.29,286.80
300.70,298.73,304.79,296.60
299.50,286.62,300.00,285.26
287.96,286.93,289.75,281.62
282.46,279.00,282.47,274.24
284.00,287.29,289.31,283.94
283.00,281.40,284.90,278.02
281.50,275.81,284.78,275.11
272.99,276.58,278.70,270.55
280.57,281.53,285.50,277.40
255.60,266.91,268.29,251.46
269.57,269.42,274.00,267.20
264.33,266.62,270.71,263.11
261.09,265.99,266.72,260.50
268.54,263.38,269.50,258.76
261.74,257.20,267.60,256.94
257.50,260.00,261.50,251.13
257.05,245.77,260.27,244.76
248.54,241.11,250.87,236.43
229.95,226.64,235.66,221.50
227.16,237.80,240.10,224.13
233.50,232.42,239.99,231.14
235.11,243.13,245.70,233.61
247.04,244.00,247.85,242.07
245.67,246.28,246.78,236.21
244.33,239.04,245.34,235.90
240.61,232.24,241.08,228.54
223.40,217.48,226.00,214.98
214.37,205.21,221.00,205.00
212.37,205.21,212.37,203.35
207.00,219.54,219.75,204.09
219.04,216.03,220.00,209.50
217.79,215.83,223.71,214.42
214.38,221.89,222.50,212.50
226.97,225.04,226.98,222.25
224.50,236.28,238.81,223.50
238.93,235.01,241.88,230.89
234.53,233.27,238.50,232.53
208.71,213.11,214.89,207.62
209.10,218.77,218.95,208.73
221.49,216.00,221.98,212.57
214.06,211.20,218.75,209.81
210.22,203.97,212.10,203.19
201.31,210.05,210.63,198.62
209.96,208.75,209.98,204.05
209.07,208.71,211.25,205.42
176.73,169.25,185.40,168.13
167.80,155.19,168.00,154.14
156.69,143.75,162.99,142.59
141.40,130.03,142.98,129.37
130.38,128.50,134.28,125.02
132.13,128.53,132.90,125.25
128.05,129.36,134.19,127.52
136.22,132.22,137.88,126.56
134.38,127.49,134.99,126.42
128.54,127.14,132.30,126.57
128.07,113.19,128.43,107.74
109.22,113.27,115.75,107.63
115.14,113.25,119.94,112.62
114.68,114.90,117.00,110.00
115.59,119.76,119.86,112.00
119.70,123.24,124.25,118.48
123.00,117.21,124.18,117.00
127.56,111.62,128.50,107.31
109.32,108.66,110.94,103.13
109.40,113.62,116.24,107.07
112.60,117.01,118.97,111.25
121.47,116.04,122.00,114.40
115.91,117.33,119.25,115.23
117.25,111.74,117.49,110.58
110.66,109.42,114.09,105.59
110.05,111.48,111.99,109.08
113.69,117.04,117.13,110.94
119.10,118.84,120.28,115.10
74.90,77.37,79.39,74.25
78.73,79.40,81.42,75.40
82.18,80.86,82.72,79.25
80.28,84.14,84.66,79.60
83.64,82.08,84.09,81.45
80.11,80.09,81.00,78.74
80.71,83.39,84.40,80.11
84.13,92.29,92.60,81.80
91.47,90.02,92.89,87.75
91.00,90.83,93.84,89.98
91.23,90.47,92.60,89.65
89.00,88.05,90.44,88.00
89.29,85.12,90.30,84.84
85.90,87.75,87.95,83.70
87.99,85.72,88.10,85.45
85.15,86.28,87.05,84.50
86.46,81.18,86.46,80.89
80.77,76.46,81.00,75.79
76.70,78.06,79.00,76.04
77.00,74.47,79.98,73.26
69.21,70.45,74.20,69.00
69.65,68.50,70.78,68.42
68.17,63.86,69.62,62.90
67.20,69.95,70.76,66.81
69.33,67.57,69.39,65.65
69.03,64.53,69.32,62.37
64.42,67.17,68.44,64.00
66.22,66.37,67.89,65.11
66.95,70.12,71.91,65.30
70.08,68.14,70.77,66.81
68.30,71.96,72.77,67.50
71.53,69.42,72.95,69.09
69.54,70.89,71.68,69.53
69.74,75.26,76.83,69.52
75.45,72.11,77.59,71.60
69.58,71.04,71.65,68.92
71.60,69.72,71.96,69.40
70.19,69.82,70.85,69.16
69.79,67.15,69.79,66.93
68.65,71.40,71.59,68.22
71.29,70.97,72.41,70.19
71.12,73.84,74.40,71.12
74.13,72.62,74.58,72.30
72.30,70.60,72.49,70.20
70.52,69.20,71.00,68.57
68.98,69.30,69.89,67.61
69.11,69.29,70.59,68.83
70.28,72.24,72.72,70.13
72.35,80.45,80.97,71.81
79.42,79.30,81.86,77.28
79.12,86.29,87.30,78.70
89.61,98.18,99.65,87.14
99.80,95.83,99.84,92.50
94.99,92.15,95.60,91.45
92.48,92.15,93.37,89.20
91.47,94.38,96.55,90.20
96.00,94.72,97.85,94.33
93.18,98.54,98.92,92.25
99.66,103.46,104.60,99.66
102.60,100.24,104.77,99.69
98.71,93.96,99.62,93.60
92.10,92.67,94.69,91.48
92.70,95.04,95.50,91.65
113.90,116.01,119.37,112.06
115.80,123.79,123.99,114.28
124.76,125.43,129.48,123.22
124.99,120.20,125.49,117.75
121.41,122.97,123.75,118.25
123.50,124.00,125.75,122.25
125.00,126.43,127.49,123.34
123.22,129.25,130.60,121.85
128.73,127.88,133.43,126.81
125.87,124.00,127.39,123.43
124.41,124.84,126.98,122.15
124.05,123.93,126.25,122.87
124.97,118.30,124.98,118.13
118.99,123.07,124.25,118.55
123.63,122.06,125.32,121.09
122.21,121.91,124.13,120.00
122.13,121.85,122.87,120.05
123.85,117.40,126.15,116.68
114.91,112.40,115.00,108.54
111.55,112.99,114.15,111.16
112.88,111.67,113.95,111.30
108.05,109.41,110.39,106.64
108.41,113.32,114.87,108.10
113.08,110.73,113.89,109.76
109.10,112.75,113.67,108.52
112.49,115.10,117.84,111.60
114.70,110.81,116.52,110.71
109.49,107.13,109.58,106.00
111.44,105.19,111.44,102.53
105.95,108.07,108.44,104.00
107.00,109.13,110.26,105.65
107.75,106.20,110.75,105.55
107.88,106.35,109.30,105.15
105.82,105.25,105.95,102.90
105.35,110.17,110.65,105.00
110.26,109.96,111.71,107.56
109.51,114.33,115.00,108.81
113.91,115.02,116.75,113.11
116.00,120.10,120.89,115.62
120.03,118.73,123.48,117.87
119.44,120.19,121.18,117.31
121.59,121.99,122.19,119.15
122.14,120.67,123.47,120.54
120.25,118.81,121.00,118.34
117.93,115.05,118.59,113.00
115.51,115.04,117.29,114.18
114.80,113.97,114.80,112.10
110.82,112.96,114.25,109.75
111.63,110.26,112.55,109.90
109.94,110.50,111.61,109.32
108.76,106.68,109.68,106.63
107.32,101.92,107.80,101.80
103.24,99.81,103.72,98.52
101.26,104.26,104.93,99.31
104.91,104.17,106.50,102.31
104.61,101.15,105.00,100.40
101.70,107.02,107.66,101.69
106.49,106.96,108.72,106.25
105.07,107.09,109.71,104.28
107.52,106.11,108.17,105.67
104.89,101.84,105.00,101.79
86.52,87.68,90.00,86.30
88.59,86.35,88.59,81.56
85.60,85.07,87.84,83.81
85.71,83.74,85.89,83.00
82.62,80.14,82.87,79.76
80.29,81.36,82.69,79.00
80.74,82.23,82.98,80.16
81.81,75.97,82.18,75.52
75.79,73.14,76.40,72.11
72.50,73.45,75.62,72.33
73.07,72.79,73.31,70.58
72.13,74.35,74.93,71.34
74.85,72.42,74.98,72.10
72.89,77.38,78.39,72.49
77.13,76.96,78.65,75.61
77.78,77.48,79.30,77.10
77.57,74.20,78.44,73.65
74.25,71.97,74.41,71.90
72.30,69.96,72.75,65.36
69.85,71.74,72.19,67.55
71.80,67.71,72.40,67.25
67.47,71.91,72.15,67.17
71.52,70.27,71.69,69.50
70.60,70.22,73.51,69.89
71.06,69.44,71.15,68.20
68.48,67.34,69.00,67.00
66.70,63.44,67.77,62.37
60.95,62.95,63.73,60.70
63.25,65.00,65.24,62.37
65.01,64.83,66.33,64.25
65.66,65.88,68.37,65.15
66.60,64.64,66.90,64.41
64.37,65.64,66.12,63.73
66.39,63.00,66.59,62.98
63.26,63.02,64.36,62.35
62.60,62.83,64.44,62.13
62.79,62.66,63.15,61.02
63.27,65.79,65.93,62.73
65.06,66.73,66.95,64.79
66.90,69.83,70.48,66.55
69.48,68.16,69.55,67.61
68.26,65.84,68.44,65.75
66.24,67.86,68.27,65.70
67.81,67.03,69.53,66.40
67.21,66.80,67.71,66.34
67.03,66.49,67.25,65.60
66.10,67.36,68.06,65.78
68.30,68.49,68.76,66.83
68.77,67.85,68.90,67.25
68.49,72.04,72.78,67.71
74.33,81.72,82.90,74.26
83.74,81.89,85.40,80.22
82.98,82.99,84.19,80.15
83.72,80.23,83.80,79.53
80.10,81.64,84.87,79.88
81.52,84.97,85.50,80.50
85.78,84.90,86.65,83.92
85.11,82.98,85.55,82.63
83.25,81.78,83.49,80.67
81.25,81.27,82.91,80.74
81.96,83.12,84.83,81.52
82.66,81.82,83.52,81.50
80.73,79.94,81.22,78.50
81.07,80.39,82.47,77.81
64.21,60.28,66.80,59.20
59.31,57.01,59.46,56.14
57.36,58.92,59.27,57.00
58.93,57.75,59.96,56.33
57.45,56.85,58.32,56.61
57.43,54.50,57.78,54.10
54.28,53.87,55.69,53.29
54.86,53.91,55.48,52.81
54.54,56.79,57.17,54.11
56.95,57.90,59.47,56.55
57.57,57.80,58.89,57.17
57.59,57.91,58.45,57.25
57.66,59.90,60.56,56.90
61.22,59.91,61.25,58.50
60.62,61.76,63.10,59.97
62.03,63.26,63.68,61.82
63.46,64.31,64.59,62.80
64.88,63.69,65.52,63.51
63.64,64.24,65.35,62.16
65.14,65.60,66.65,64.65
65.12,65.40,66.40,64.80
66.02,64.05,66.44,63.58
63.09,63.16,63.80,61.85
63.32,62.39,63.97,62.26
62.24,62.95,63.59,62.17
63.05,63.44,63.85,62.55
63.16,60.48,63.38,60.17
61.31,59.72,61.53,59.09
58.00,55.93,58.00,53.13
55.60,54.96,55.68,54.33
55.61,56.65,56.79,54.16
56.68,56.66,57.80,55.85
56.34,55.92,57.03,55.61
55.90,57.16,57.37,55.10
57.50,57.21,58.53,56.56
56.87,58.00,58.18,56.09
58.50,60.52,61.42,58.30
58.98,57.02,59.00,56.77
57.29,56.06,58.32,55.82
56.74,57.04,57.90,55.70
56.42,58.74,58.79,56.40
59.43,57.79,59.72,57.41
56.86,56.39,57.84,56.29
56.75,53.80,56.96,53.70
53.99,55.13,55.93,53.05
55.86,55.55,56.10,54.16
55.04,54.44,55.81,54.22
54.60,56.05,56.60,54.34
56.45,56.46,57.29,55.30
58.39,62.58,62.65,58.25
62.65,66.67,67.27,62.61
67.06,66.56,68.20,65.12
71.39,73.52,74.23,70.12
68.90,65.53,69.48,65.40
65.83,65.50,67.93,65.13
66.90,65.98,67.10,65.23
65.80,64.33,66.60,63.76
65.15,64.76,65.18,63.40
64.90,66.05,66.21,63.76
66.01,68.52,68.82,65.64
68.49,67.36,69.84,66.95
67.19,64.98,67.50,64.26
64.36,67.88,69.73,64.29
67.30,68.22,69.15,66.06
57.86,60.12,61.00,57.40
60.05,61.51,61.67,59.90
61.55,69.58,70.24,60.49
66.41,79.24,84.95,65.55
77.85,77.69,79.69,74.65
77.25,76.90,79.85,75.97
74.57,78.24,78.94,74.50
77.06,76.37,79.95,75.71
76.43,77.68,79.25,76.43
78.15,75.97,80.33,75.79
76.31,77.90,78.88,76.11
79.00,78.19,80.31,78.01
77.84,79.61,80.94,77.34
80.00,79.78,81.32,78.75
80.11,81.48,81.90,79.50
81.28,80.90,83.10,80.32
82.01,81.36,82.99,80.15
81.51,82.40,83.70,81.12
82.50,83.00,84.56,82.50
83.41,82.95,83.75,82.18
82.60,82.06,82.88,80.07
82.03,83.08,83.50,81.56
82.75,82.23,83.57,81.81
82.39,81.38,82.78,80.80
80.50,81.71,81.71,79.33
81.85,76.00,81.97,75.50
75.51,86.65,88.00,74.50
86.60,83.37,87.58,82.92
82.20,86.17,88.56,81.70
88.27,85.98,89.78,85.29
86.00,84.80,87.00,84.50
85.30,86.08,87.23,84.40
86.27,90.73,93.15,85.94
90.85,92.56,93.32,89.87
92.67,93.30,94.69,92.00
92.97,94.70,94.99,92.11
94.97,95.64,97.55,94.25
96.60,93.98,97.80,93.45
94.33,93.50,94.50,92.65
92.05,91.34,92.88,91.11
91.56,90.23,91.85,89.30
89.84,90.65,92.90,89.38
90.59,90.50,91.44,88.54
89.80,89.33,90.55,88.90
89.38,92.59,93.50,89.01
95.21,92.01,95.81,90.69
91.97,96.59,97.92,91.53
96.54,95.98,97.71,95.54
96.39,99.20,101.75,96.12
100.01,97.16,100.99,96.80
97.12,95.91,97.95,94.55
96.57,98.00,99.92,95.70
98.18,101.29,101.92,98.00
100.99,103.45,104.50,100.56
103.02,101.69,104.36,101.05
101.82,97.48,102.30,96.76
98.09,97.70,98.60,95.75
100.38,99.17,101.94,98.68
99.65,97.81,99.65,96.59
97.13,103.26,103.83,97.02
143.99,146.86,149.17,139.62
145.67,169.56,172.68,145.61
172.51,162.11,177.25,160.79
158.13,169.12,169.88,156.63
173.49,167.70,175.50,162.66
167.10,165.24,169.00,160.32
170.00,164.80,173.00,163.88
162.78,174.74,175.13,162.78
172.38,174.39,177.89,171.00
175.00,184.41,185.35,174.55
185.75,181.96,188.88,178.54
181.74,180.97,183.96,180.01
178.98,177.89,182.05,174.80
180.66,177.95,183.56,175.71
180.90,186.27,186.40,179.66
187.29,187.40,189.85,184.69
188.57,189.51,190.00,186.26
191.00,196.45,197.17,190.15
197.58,187.12,197.62,186.50
186.00,187.15,192.20,182.50
183.72,179.86,183.79,178.43
180.99,179.32,187.10,175.45
180.60,184.09,185.22,175.60
183.58,184.32,186.00,180.56
183.81,188.08,192.13,183.51
187.11,189.37,190.34,186.21
188.68,181.21,190.08,176.66
184.67,181.73,185.31,178.08
182.15,182.94,184.96,179.58
180.00,181.56,182.50,176.16
182.45,184.70,185.85,180.71
184.00,180.45,184.52,179.01
179.36,182.11,184.17,179.25
187.40,192.36,195.19,186.75
192.69,188.37,192.69,187.07
189.25,184.85,189.99,184.55
181.38,185.59,186.77,180.55
186.00,181.37,186.75,179.25
182.62,183.05,183.85,180.43
182.40,181.99,187.40,181.97
183.10,181.30,183.86,179.50
182.43,180.79,184.84,179.77
184.00,190.61,192.64,183.60
189.64,190.24,197.06,188.33
190.75,189.28,192.90,188.60
190.95,182.43,191.50,181.47
183.90,176.69,185.18,176.10
177.05,169.74,178.33,164.26
167.37,166.69,170.13,163.81
163.52,164.66,170.50,162.53
165.83,163.06,166.30,159.00
163.49,169.36,171.37,162.05
168.00,166.07,169.45,164.91
168.83,173.01,173.40,168.82
176.99,173.20,177.64,171.20
175.56,176.50,182.35,174.80
174.97,175.85,177.73,172.27
174.34,169.36,177.39,168.27
171.00,163.82,171.90,161.80
165.50,163.37,169.17,163.03
165.72,174.37,176.50,165.72
215.57,216.99,219.38,209.51
217.60,216.72,224.30,213.22
216.98,213.75,218.79,213.27
217.00,215.55,217.13,212.52
216.61,215.01,217.73,212.01
214.60,216.07,219.75,214.24
215.92,212.91,217.39,211.65
213.24,214.49,215.45,210.19
215.78,213.45,218.23,212.70
209.63,210.69,212.45,204.02
208.78,206.25,210.52,205.60
204.93,208.61,210.40,204.53
208.03,216.41,218.88,206.52
216.41,217.69,219.75,214.56
217.17,229.38,229.69,217.14
231.99,233.97,236.59,230.80
239.47,243.40,245.43,237.83
246.95,237.03,248.85,235.20
238.53,239.00,242.75,236.00
238.44,239.55,241.65,236.76
240.04,237.09,240.90,235.00
234.40,228.56,238.20,226.64
225.70,226.18,228.20,221.55
225.23,228.74,229.00,224.50
231.75,214.19,235.96,212.98
214.55,215.34,221.38,209.91
216.03,222.66,223.00,211.55
225.24,226.25,229.58,224.05
227.05,221.97,227.50,217.57
220.12,225.31,227.55,218.57
223.19,223.46,228.00,218.40
222.12,217.74,225.40,214.00
218.64,220.22,220.82,215.65
223.03,220.93,223.33,216.06
217.85,214.46,220.27,213.80
215.83,207.64,215.83,206.87
207.99,215.39,215.55,205.75
214.77,213.99,217.29,212.32
225.54,229.23,230.50,223.75
230.24,228.83,231.00,226.40
228.00,232.31,235.88,227.61
229.47,223.52,231.00,220.54
