BG,Bunge Limited Bunge Limited,NASDAQ
69.32,68.18,69.32,68.08
67.63,69.15,69.30,66.63
68.82,68.42,69.35,67.98
66.23,68.14,68.75,65.51
68.25,66.58,68.70,66.25
67.37,66.83,67.73,66.70
67.68,67.00,67.68,66.61
67.77,68.79,68.85,67.26
69.25,69.32,69.63,68.81
70.99,70.64,71.20,70.21
70.73,70.37,70.84,69.40
70.61,70.80,71.28,70.12
71.01,70.94,71.80,70.88
70.72,71.07,71.17,70.51
71.53,72.83,72.92,71.23
73.03,72.33,73.61,72.29
73.07,73.80,74.25,73.01
73.75,73.20,73.88,72.51
73.29,73.97,74.30,73.23
74.14,71.99,74.40,71.93
72.15,72.63,72.67,71.58
72.82,71.98,73.26,71.75
72.06,72.62,73.53,71.90
72.30,71.72,72.41,70.71
72.00,71.37,72.34,70.79
71.19,71.60,71.72,70.37
72.01,72.07,72.41,71.40
71.02,70.61,71.70,69.58
70.86,71.66,71.82,70.75
72.74,72.88,73.50,72.39
73.40,73.72,73.75,73.00
73.78,74.48,74.51,73.34
74.83,75.00,75.05,74.09
75.40,74.34,75.49,73.87
75.90,73.48,76.12,72.90
73.90,75.44,75.50,73.73
75.50,75.26,75.95,75.00
74.63,74.88,74.94,73.62
75.00,74.02,75.13,72.72
73.60,72.97,74.29,72.68
73.27,72.62,73.91,72.21
72.37,73.85,73.99,72.26
73.99,73.83,73.99,73.23
73.31,72.56,73.42,72.12
72.12,72.47,72.50,71.59
72.29,73.00,73.06,71.94
72.98,73.66,74.31,72.65
73.04,73.46,73.73,72.96
73.37,74.40,74.51,73.01
74.37,73.40,74.41,72.31
73.40,73.83,74.00,72.74
72.97,72.12,73.01,71.94
71.41,72.06,72.56,71.12
72.04,72.24,72.50,71.74
72.00,72.76,72.84,71.24
72.85,74.04,74.04,72.85
74.17,74.45,74.50,73.87
74.38,73.16,74.63,73.00
73.35,73.89,74.03,73.11
72.95,72.20,72.96,72.15
72.00,70.35,72.07,70.34
70.76,69.55,70.77,69.53
69.25,68.30,69.38,68.22
68.33,68.89,69.52,67.77
68.43,67.31,68.66,67.12
67.33,66.89,67.66,66.67
67.16,67.52,67.86,66.35
66.77,66.28,67.11,65.83
66.09,65.50,66.71,64.37
65.80,65.80,66.60,65.38
65.44,65.42,65.73,64.81
65.67,66.99,67.18,65.59
66.54,66.05,67.39,66.01
64.93,66.12,66.14,64.79
66.40,66.48,66.60,65.79
66.42,66.40,67.05,66.07
66.43,67.17,67.33,66.33
67.89,68.49,69.12,67.76
68.79,68.95,69.21,68.50
69.07,69.72,69.79,68.69
69.83,70.75,70.75,69.52
70.31,70.38,70.69,69.88
71.15,71.27,71.82,70.98
70.26,71.24,71.32,69.76
70.17,69.76,70.68,69.51
69.50,69.51,70.03,69.38
70.01,69.76,70.49,69.57
69.78,69.22,70.89,69.08
69.41,70.09,70.24,69.12
69.59,68.61,69.78,68.02
69.09,70.36,70.62,68.91
70.51,71.39,71.73,70.14
71.96,72.77,73.33,71.73
72.58,73.08,73.49,72.14
72.15,72.71,73.16,72.15
72.90,71.81,73.02,71.55
71.38,70.99,71.92,70.80
72.72,69.44,73.22,68.12
68.71,68.81,69.30,68.07
69.70,68.88,69.75,67.85
68.11,67.66,68.62,67.39
67.40,68.08,68.24,66.51
67.01,63.51,67.01,63.47
63.99,63.75,64.32,60.90
61.70,58.63,62.13,58.45
59.18,60.49,60.51,57.18
59.79,58.89,60.51,58.59
59.72,61.60,62.37,59.37
61.81,61.18,62.14,60.57
61.69,62.99,63.26,61.62
62.49,62.77,63.32,62.02
63.19,63.58,64.21,63.19
61.73,60.81,62.06,60.31
60.07,59.92,61.67,59.79
61.00,59.59,62.00,59.31
60.09,62.04,62.04,59.57
61.60,61.91,62.22,60.92
62.02,60.41,62.02,60.22
60.02,62.02,62.30,59.19
62.75,63.76,64.49,62.75
63.47,64.02,64.50,62.98
64.37,64.71,65.09,64.06
64.56,64.56,65.00,63.96
63.18,63.16,64.04,62.80
61.09,62.74,62.76,60.96
63.67,65.10,65.35,63.55
64.41,63.78,65.07,63.64
62.78,62.52,63.20,61.71
62.03,61.96,62.62,60.60
61.91,61.98,62.36,61.64
62.11,63.02,63.48,61.58
63.42,63.55,63.84,62.64
63.90,64.16,64.95,63.82
63.03,63.25,63.58,62.55
63.29,62.88,63.84,62.82
62.61,60.43,62.86,60.43
58.47,56.10,58.62,55.00
54.99,56.62,57.08,54.94
56.96,57.11,57.16,54.93
58.95,60.19,61.87,58.80
60.22,58.62,60.51,58.53
60.07,58.96,60.38,57.95
58.16,58.29,59.26,57.63
57.73,55.51,57.81,55.00
54.99,55.98,55.99,54.03
56.27,57.09,57.46,55.31
57.08,57.46,58.00,57.00
57.84,55.85,58.01,55.76
57.13,56.92,57.52,56.40
56.61,57.20,57.83,56.47
57.79,57.63,58.66,57.25
57.62,57.91,57.99,56.42
58.49,59.04,59.36,58.18
58.72,57.12,58.80,57.07
56.96,56.68,57.20,55.70
56.56,56.50,57.46,56.18
56.67,56.78,56.92,55.63
57.65,57.79,58.44,57.52
57.12,58.94,59.15,57.11
58.56,58.17,58.83,57.92
58.97,59.58,59.80,58.11
60.00,62.08,63.16,59.00
62.14,62.27,63.03,62.07
61.64,61.77,62.22,61.42
59.77,61.01,61.46,59.58
61.67,61.50,62.23,61.00
61.74,61.73,62.07,60.96
60.96,61.18,61.51,60.52
61.10,61.78,61.97,60.89
62.02,62.25,62.33,61.56
61.03,61.58,62.11,60.89
62.07,61.25,62.46,60.85
62.08,62.56,62.75,61.79
62.61,62.86,62.99,62.45
62.53,63.02,63.29,62.07
62.61,62.26,62.97,62.00
62.53,60.83,62.62,60.37
61.51,60.83,61.54,60.72
60.02,59.68,60.14,59.14
59.41,59.55,60.48,59.15
59.06,58.99,59.47,57.82
58.78,58.87,59.61,58.49
60.26,60.71,61.12,59.62
60.78,60.50,61.27,60.38
62.14,62.50,62.56,61.78
62.58,62.93,63.18,62.33
63.40,62.70,63.80,62.56
63.42,62.16,63.42,61.78
62.03,62.79,62.94,62.03
62.50,62.80,63.16,61.93
62.22,61.49,62.41,61.37
61.57,61.79,62.01,61.03
61.02,60.98,61.06,60.17
60.30,58.67,60.80,58.25
58.22,57.34,58.65,57.08
58.00,57.32,58.32,57.19
57.50,56.61,57.69,55.85
56.91,55.86,57.00,55.64
56.42,57.38,57.62,56.27
56.81,57.58,57.63,56.48
57.74,57.95,58.24,57.35
57.70,58.09,58.35,57.67
58.00,57.75,58.15,57.50
57.80,56.33,57.89,56.12
56.28,57.23,57.34,56.28
57.06,57.20,57.37,56.99
58.32,58.74,59.19,58.32
58.67,58.75,59.08,57.97
58.51,58.53,58.86,57.44
58.42,58.19,58.72,58.02
58.43,58.48,58.76,58.05
58.95,58.86,59.33,58.15
58.65,58.72,58.80,58.26
58.60,59.52,59.73,58.28
58.98,58.77,59.20,58.25
59.50,57.92,59.51,57.75
58.00,58.55,58.64,57.40
58.79,58.32,59.15,57.98
58.37,58.61,58.68,57.50
58.61,58.13,58.83,57.59
58.12,58.26,58.50,57.59
58.24,59.21,59.35,57.98
59.48,58.43,59.87,58.18
58.36,57.83,58.41,57.78
57.61,57.36,57.81,57.12
57.42,57.27,57.42,56.20
57.70,57.88,58.37,57.70
58.00,57.22,58.07,57.00
57.81,57.91,58.21,57.73
57.78,58.15,58.15,57.60
58.03,58.47,58.75,57.95
58.71,59.74,59.79,58.71
61.23,62.99,63.65,60.72
62.50,63.48,64.00,62.45
63.99,63.95,64.21,63.58
63.92,65.67,65.82,63.81
65.82,65.90,66.53,65.41
65.76,66.27,66.39,65.64
66.26,66.56,66.75,65.93
66.74,67.06,67.26,66.40
67.25,67.07,67.40,66.45
67.14,67.83,68.00,66.67
67.83,67.91,68.00,67.26
67.60,66.99,67.63,66.71
66.95,67.33,67.48,65.48
67.46,67.32,68.27,66.99
67.47,67.37,67.73,66.82
67.43,67.16,67.61,66.62
67.04,67.13,67.48,66.51
66.18,65.06,66.18,64.59
65.06,65.82,65.99,64.70
66.12,66.62,67.06,66.00
66.52,66.37,67.02,66.17
66.37,66.49,66.89,66.25
66.96,67.73,67.74,66.76
67.95,67.11,67.99,66.93
67.22,67.93,68.03,67.14
68.29,67.98,68.44,67.95
68.18,67.51,68.42,67.38
67.31,68.12,68.35,67.25
68.00,67.93,68.36,67.57
67.58,67.05,67.93,66.63
67.22,67.24,67.52,66.70
67.41,68.05,68.40,67.28
67.83,67.39,68.14,67.29
67.27,67.21,67.60,66.72
66.91,67.21,67.31,66.45
67.75,68.44,68.49,67.34
68.41,69.73,69.79,68.40
69.51,68.78,69.72,68.19
68.04,68.17,68.37,67.69
68.43,68.46,68.66,67.73
67.70,67.47,67.74,67.08
67.64,66.82,68.01,66.72
67.63,67.71,68.00,67.29
67.69,68.41,68.67,67.55
68.50,67.99,68.61,67.60
68.01,67.40,68.38,67.22
67.60,67.51,67.66,66.53
67.53,67.82,67.93,66.81
67.94,66.73,67.94,66.48
66.87,66.25,66.92,66.19
66.02,65.57,66.15,65.44
65.57,66.25,66.73,65.52
67.07,67.44,67.66,66.56
64.50,65.69,66.04,63.62
65.15,64.50,65.45,64.13
64.56,64.50,64.72,64.18
64.76,65.63,66.12,64.59
65.54,65.00,65.59,64.96
65.19,64.77,65.30,64.54
64.60,64.51,64.85,63.88
64.00,63.67,64.65,63.57
63.75,64.56,64.63,63.37
64.00,64.76,65.21,63.47
64.99,64.42,65.19,64.26
63.54,63.18,64.34,63.15
62.23,62.52,63.00,62.12
62.31,61.49,62.41,61.16
61.53,61.28,62.26,61.06
61.02,60.60,61.69,60.56
60.61,59.78,61.06,59.64
59.74,60.62,60.78,59.66
60.86,59.97,60.93,59.64
61.32,60.59,61.57,60.03
60.55,60.49,60.78,60.10
60.49,61.06,61.08,60.32
61.70,61.84,62.31,61.28
61.15,60.02,61.22,59.86
60.04,59.50,60.04,59.31
58.80,58.22,58.88,58.00
58.19,57.83,58.32,57.10
57.72,58.32,58.46,57.49
58.80,60.00,60.01,58.55
60.62,59.99,60.69,59.81
59.70,59.31,59.70,59.02
59.65,58.34,59.86,58.33
58.49,58.83,59.10,58.23
58.84,58.39,58.92,58.21
58.35,58.39,58.54,57.97
58.37,58.14,58.40,57.76
57.76,58.28,58.40,57.73
58.50,59.03,59.24,58.50
59.15,60.96,62.05,59.03
61.08,59.56,61.11,59.42
59.70,59.32,59.82,59.06
59.08,58.83,59.13,58.47
58.88,59.50,59.70,58.74
59.81,60.48,60.62,59.35
60.16,61.28,61.32,59.80
61.63,62.74,63.17,61.63
62.79,62.65,63.01,62.25
62.79,64.30,64.55,62.66
63.93,63.24,64.29,62.95
62.57,62.30,62.85,61.83
62.30,60.82,62.30,60.75
61.01,61.36,61.49,60.85
61.65,62.20,62.31,61.52
61.64,61.76,61.88,60.97
61.99,62.77,62.82,61.86
62.51,61.93,62.74,61.88
62.28,61.77,62.34,61.18
61.80,63.55,63.71,61.61
63.72,63.45,63.99,62.96
63.06,63.09,63.26,62.38
62.15,62.84,62.98,61.83
62.73,61.98,62.73,61.66
62.23,61.77,62.62,61.66
61.80,64.81,65.10,61.78
64.86,65.37,65.64,64.86
65.62,66.43,66.53,65.59
66.17,65.77,66.46,65.36
66.30,66.23,70.20,65.86
65.46,65.01,65.88,64.41
65.91,65.41,66.46,65.27
65.51,65.37,65.83,65.17
65.84,64.87,66.15,64.86
64.42,64.75,65.29,64.42
65.07,64.93,65.20,64.70
64.80,64.97,65.19,64.71
64.56,64.83,65.23,64.56
65.21,64.61,65.25,64.45
64.41,64.48,64.68,64.12
64.36,65.13,65.30,64.00
64.91,64.62,65.05,64.39
64.79,65.06,65.31,64.22
65.00,65.60,65.88,64.94
65.50,65.46,65.52,65.11
65.13,64.68,65.55,64.65
64.41,64.42,64.63,63.96
64.44,64.22,64.64,63.93
64.20,64.12,64.48,63.79
64.12,64.37,64.72,63.84
64.17,63.44,64.17,63.36
63.73,63.65,64.09,63.47
63.92,63.66,64.22,63.18
63.97,63.87,64.41,63.47
64.24,64.08,64.92,64.00
64.46,65.08,65.24,64.00
64.98,65.03,65.59,64.92
65.03,65.51,65.60,64.90
65.84,65.90,66.43,65.66
65.67,66.53,66.90,65.35
66.84,66.89,67.41,66.60
66.75,66.95,67.36,66.51
66.73,67.18,67.27,65.77
67.41,66.23,67.71,66.08
66.00,65.71,66.17,65.45
66.00,65.01,66.18,64.96
65.18,65.42,65.70,64.75
65.56,66.07,66.41,65.45
66.06,65.78,66.20,64.90
65.81,67.30,67.70,65.77
66.97,67.05,67.46,66.55
67.36,67.74,68.00,67.28
67.89,67.84,68.16,67.44
67.85,67.87,68.18,67.39
68.01,68.67,68.85,67.65
68.87,68.44,69.43,68.14
68.50,68.93,69.00,68.38
68.98,68.52,69.12,68.38
68.51,67.78,68.51,67.69
68.42,68.52,68.74,67.90
68.47,68.56,68.88,68.07
68.72,69.18,69.34,68.53
69.50,70.26,70.40,69.19
70.48,70.17,71.00,69.72
70.06,70.54,70.61,70.06
70.16,70.07,70.63,69.88
70.35,69.87,70.51,69.22
69.43,69.12,69.43,68.46
69.49,68.28,69.90,68.28
68.50,70.18,71.20,68.50
70.62,70.08,70.68,69.57
70.56,71.03,71.23,70.45
70.99,71.58,71.99,70.66
71.98,71.98,72.15,71.57
71.70,72.41,72.54,71.56
72.72,73.10,73.48,72.26
72.65,72.47,72.65,71.79
72.29,71.48,72.54,71.45
71.05,71.49,72.32,70.81
71.54,71.50,71.72,71.20
71.03,71.95,72.09,71.03
71.92,71.01,72.58,70.68
70.67,70.40,71.03,69.97
70.15,70.33,71.00,69.86
71.31,71.76,71.97,70.98
71.86,72.30,72.56,71.36
72.14,72.13,72.34,71.87
72.50,73.05,73.06,72.45
72.57,73.19,73.25,72.57
73.00,72.43,73.37,72.41
72.05,72.45,72.45,71.67
72.45,72.60,72.77,72.17
72.78,73.16,73.19,72.68
73.16,72.08,73.35,72.00
72.22,71.53,72.31,71.39
71.56,71.40,72.48,71.24
71.82,71.73,72.00,71.35
72.00,72.89,73.05,71.80
72.81,72.64,72.95,72.44
72.50,72.65,73.06,72.25
73.26,72.31,73.38,72.13
72.43,72.59,73.00,72.25
72.14,72.14,72.42,71.77
72.15,72.27,72.58,72.05
72.40,72.87,72.90,72.13
73.00,73.54,74.00,72.80
73.43,73.82,73.99,73.41
73.57,73.32,73.78,72.82
73.19,73.27,73.31,72.79
73.42,72.43,73.52,72.16
72.43,72.69,72.99,72.06
72.48,71.99,72.98,71.88
71.96,72.69,72.81,71.53
73.41,73.91,73.98,73.22
73.80,73.77,74.18,73.52
74.00,74.47,74.68,73.72
74.63,74.23,74.68,73.66
74.35,73.91,74.45,73.29
74.13,74.40,74.77,73.58
74.61,74.62,74.80,74.10
74.43,74.74,75.00,73.68
74.59,75.32,75.46,74.44
75.01,75.78,75.85,74.98
75.54,76.45,76.50,75.32
76.50,77.18,77.47,76.25
76.96,77.00,77.06,76.50
76.84,78.02,78.38,76.84
77.85,77.83,78.47,77.65
78.00,78.52,78.72,77.17
78.74,78.38,78.89,78.13
78.50,79.10,79.14,78.00
78.63,78.95,79.08,77.60
79.03,78.56,79.03,78.50
78.31,79.66,79.71,78.31
79.96,79.86,79.99,79.09
79.33,79.40,79.45,78.90
79.50,79.92,80.99,79.37
79.45,79.38,79.81,79.11
74.44,72.12,75.48,71.26
72.14,74.00,74.02,72.00
73.97,73.61,75.19,73.36
73.51,73.63,73.95,73.06
73.50,73.41,73.90,73.16
73.35,73.99,74.04,73.16
74.14,74.91,75.46,74.10
75.00,74.82,75.10,74.69
74.76,74.08,74.77,73.87
74.05,73.44,74.20,73.08
73.45,73.39,73.75,72.97
73.20,72.64,74.12,72.60
72.97,72.78,72.99,72.09
72.50,73.89,73.94,72.50
73.55,74.11,74.34,73.37
73.36,73.15,73.45,72.49
72.84,73.53,73.53,72.61
73.81,74.60,74.98,73.68
74.67,75.39,75.56,74.25
75.68,75.07,75.69,74.97
75.42,75.40,75.54,75.00
75.05,74.92,75.37,74.56
74.95,75.29,75.49,74.57
75.50,75.57,75.83,75.07
75.52,76.04,76.47,75.19
75.91,76.24,76.30,75.51
75.80,75.38,75.80,75.05
75.40,75.28,75.55,74.68
75.48,75.16,75.53,74.82
74.98,73.65,74.98,73.59
73.90,73.69,74.04,73.37
74.14,73.28,74.55,73.17
73.38,73.24,73.54,73.05
73.07,73.66,73.67,72.80
73.78,73.83,74.05,73.51
73.97,73.51,74.05,73.25
73.58,72.55,73.79,72.30
72.51,70.56,72.55,70.32
70.50,70.50,71.13,70.03
69.85,69.41,70.29,69.28
69.53,69.49,69.92,69.26
69.60,68.45,69.66,68.38
68.56,67.90,68.89,67.80
67.90,67.62,68.30,67.29
67.49,69.24,69.26,66.86
68.53,66.78,68.73,66.63
66.96,66.40,67.36,66.03
65.77,66.51,66.60,65.74
66.50,67.25,67.45,65.98
67.71,68.26,68.58,67.54
68.12,67.84,68.16,67.20
68.16,68.88,68.93,67.94
69.02,68.30,69.55,68.03
70.01,72.97,73.54,69.88
72.86,71.52,72.97,70.92
71.50,71.81,72.25,71.28
72.30,72.21,72.39,71.48
72.09,70.90,72.09,70.63
70.89,70.45,71.07,70.26
70.81,71.13,71.44,70.22
71.01,71.32,71.37,70.49
71.32,71.51,72.19,71.29
71.36,72.60,72.64,71.32
72.85,72.24,72.90,72.09
72.50,72.44,72.71,72.00
72.28,71.52,72.33,71.05
71.61,72.16,72.18,71.53
71.63,72.53,72.82,71.30
71.99,71.50,72.51,71.30
71.55,72.07,72.09,71.30
71.68,71.62,72.22,71.48
71.54,71.83,72.10,71.46
71.78,71.70,72.59,71.42
70.50,71.07,71.36,70.10
70.91,70.69,70.96,70.32
71.09,70.70,71.33,70.25
70.92,71.29,71.69,70.31
71.56,71.27,71.66,71.01
71.10,69.60,71.30,69.60
69.54,69.87,69.93,69.15
69.94,69.50,70.02,69.30
69.46,68.73,69.46,68.67
68.77,68.94,69.00,68.18
69.03,69.49,69.59,69.03
69.57,70.02,70.08,69.19
69.84,70.18,70.28,69.38
71.26,70.60,71.73,70.57
70.93,71.84,72.10,70.22
72.02,70.94,72.10,70.43
71.03,71.14,71.43,70.31
71.00,71.82,72.24,71.00
71.80,70.98,71.98,70.96
