CVCO,Cavco Industries,NASDAQ
40.89,38.50,41.20,38.29
38.68,40.92,40.92,37.50
41.22,41.99,42.21,41.19
42.10,42.22,42.41,41.82
42.44,41.00,42.44,40.74
41.18,42.45,42.48,41.00
42.32,42.19,42.84,39.86
41.42,41.50,41.94,41.35
41.38,41.60,41.63,41.30
41.03,41.60,42.25,41.02
40.21,41.72,41.97,40.21
41.45,40.32,41.45,40.30
41.15,41.00,41.59,40.60
41.41,42.59,42.80,41.05
43.00,44.16,44.16,42.98
44.08,43.56,44.08,43.07
43.28,43.44,43.94,41.87
43.92,44.13,44.40,42.89
44.94,45.69,46.34,44.35
45.78,44.91,45.94,44.79
44.77,44.38,44.91,44.05
44.72,44.81,44.91,44.63
44.57,45.16,45.16,44.55
44.74,44.82,45.09,44.48
45.12,45.43,45.43,45.05
45.21,46.19,46.25,44.44
46.56,47.10,47.30,46.22
47.13,46.66,47.21,46.32
47.12,45.74,47.19,45.71
45.88,43.33,45.88,43.01
42.86,42.45,43.55,42.35
42.96,42.38,42.96,41.94
41.81,43.15,43.15,41.81
42.95,43.18,43.39,42.79
42.29,42.76,43.35,41.81
43.04,43.26,43.75,42.57
44.08,46.54,47.98,44.08
46.94,45.87,47.50,45.05
45.93,46.05,46.31,45.83
46.34,47.03,47.47,46.04
47.07,47.03,47.26,46.50
46.72,46.96,47.02,46.57
46.94,46.48,47.16,46.11
46.78,44.74,46.78,44.69
44.66,42.04,44.72,41.88
42.30,42.70,43.17,41.51
43.10,41.32,43.30,41.09
42.23,42.78,44.19,41.58
42.70,42.36,43.12,42.18
42.55,42.60,42.69,41.38
42.34,41.32,42.70,41.02
41.32,41.98,42.10,41.11
41.90,41.15,41.91,40.20
40.76,40.64,41.00,40.50
40.50,40.05,41.14,39.91
40.94,40.96,41.20,40.59
41.32,41.60,41.74,41.30
41.27,40.99,41.75,40.88
40.17,39.10,40.17,39.09
39.40,40.48,40.57,39.00
40.22,42.30,42.41,40.22
42.04,42.78,43.15,42.04
42.86,42.49,42.99,41.95
43.13,43.16,43.16,42.47
42.84,41.11,43.13,41.06
41.34,40.30,41.80,39.69
39.28,39.11,40.72,39.08
38.87,39.41,40.02,38.80
39.93,40.55,40.94,39.75
40.26,38.80,40.82,38.78
39.14,38.72,39.14,38.41
38.56,37.70,38.68,37.64
38.04,36.48,38.04,36.46
37.05,36.90,37.45,36.06
36.50,35.57,37.55,35.57
35.72,35.94,36.12,35.72
36.27,35.47,36.51,35.40
35.39,37.22,37.27,35.39
37.39,40.66,40.72,37.22
40.45,39.58,41.37,39.56
38.89,41.86,42.39,38.89
42.12,42.72,42.87,41.57
42.88,43.21,43.38,42.83
43.62,44.26,44.57,43.51
44.29,44.40,44.73,42.80
44.78,45.00,45.30,43.51
44.92,46.04,46.81,44.92
46.21,47.30,47.63,46.21
47.15,46.90,47.85,46.39
47.47,47.00,47.86,46.91
46.15,45.99,46.58,45.22
45.15,43.90,46.49,43.72
43.59,44.68,45.79,43.59
45.27,44.50,46.34,44.30
44.84,41.39,44.84,41.26
41.86,41.22,41.86,40.63
41.07,40.96,41.68,40.59
41.70,42.76,43.25,41.05
42.61,41.67,42.61,40.00
41.99,42.27,42.31,41.80
42.29,41.90,42.37,41.46
41.15,40.99,41.59,40.59
41.06,40.71,41.07,40.51
40.63,40.91,41.11,40.49
41.74,42.56,42.86,40.30
41.80,42.56,43.43,40.35
43.50,42.76,43.58,42.29
42.27,42.26,42.26,41.53
41.70,43.25,43.53,41.53
42.42,42.71,43.87,42.18
43.54,37.57,43.95,35.81
36.19,35.24,40.50,35.18
33.85,35.55,36.56,31.42
34.52,30.99,37.28,28.43
30.04,32.65,33.69,30.02
32.92,31.41,33.08,30.09
32.54,30.95,32.60,28.79
30.55,31.90,33.38,30.55
32.25,31.95,32.53,31.31
31.02,29.85,31.26,29.36
29.21,29.42,30.56,29.21
30.60,29.88,30.60,29.01
29.87,30.63,30.75,29.22
30.45,31.31,31.63,30.10
32.10,31.60,32.11,31.05
31.30,32.67,33.18,31.30
33.15,35.23,35.85,33.15
34.79,35.72,35.96,34.52
36.03,36.37,37.14,36.02
36.61,35.12,36.82,34.90
34.18,33.95,34.66,33.44
32.42,34.07,34.30,32.42
34.86,35.71,36.31,34.82
35.51,34.48,35.58,34.35
34.04,34.00,35.06,33.24
33.29,34.14,34.20,33.29
34.45,34.76,35.80,34.45
35.18,35.95,36.13,34.74
36.32,37.38,37.60,35.84
37.23,36.93,37.26,36.36
36.00,36.61,37.20,35.58
35.94,36.44,37.20,35.94
36.44,34.66,37.06,34.40
33.90,34.45,35.11,33.70
34.54,35.24,35.95,34.03
34.58,35.79,35.79,34.28
36.66,35.77,37.16,35.15
35.77,34.42,36.29,34.35
35.42,34.55,35.42,33.62
34.15,34.44,35.22,34.15
34.08,32.64,35.19,32.53
32.34,36.16,36.99,32.34
36.11,36.94,37.08,35.54
36.78,36.94,37.00,36.48
37.00,35.09,37.00,34.82
35.91,37.00,37.00,34.76
36.63,36.72,36.72,36.38
36.97,36.89,37.25,36.42
36.67,36.94,36.96,35.67
37.25,37.31,37.31,35.18
36.85,35.60,37.20,35.47
35.83,37.28,37.87,35.25
36.98,36.28,37.05,36.20
36.52,36.18,36.52,35.63
37.22,37.90,37.98,35.63
37.98,39.63,39.89,37.90
39.28,38.62,39.90,38.19
39.40,39.82,39.90,37.93
40.52,46.30,46.54,40.52
45.89,45.78,47.02,45.38
45.44,45.03,45.86,44.54
42.76,42.70,44.06,40.34
42.72,44.89,45.37,42.65
45.67,46.56,46.65,44.75
46.14,46.44,47.25,45.24
46.48,45.80,46.74,45.43
45.51,47.03,47.27,45.35
45.64,45.33,47.49,44.95
46.52,45.40,46.52,44.50
45.79,47.43,47.50,45.38
47.11,46.25,47.17,45.67
45.96,47.15,47.96,45.96
46.42,46.61,47.61,46.40
47.12,45.73,47.12,45.45
45.79,45.04,46.29,44.94
44.06,43.54,44.70,43.22
43.43,42.13,43.43,41.94
41.85,39.77,42.00,39.67
39.48,38.42,40.06,38.41
40.18,39.69,40.18,39.05
39.96,39.65,40.00,39.25
41.22,40.69,41.61,40.35
40.58,39.90,40.60,39.90
40.64,39.87,40.64,39.49
40.50,40.07,40.50,39.62
39.02,40.50,40.74,39.02
40.12,42.96,43.45,40.12
43.69,42.93,43.69,42.75
43.00,43.95,44.19,43.00
42.80,42.38,42.89,41.96
42.84,39.81,43.16,39.34
39.34,38.27,39.66,36.65
38.54,38.76,39.09,38.25
39.17,37.02,40.13,36.88
37.58,35.82,38.53,35.81
36.78,39.70,40.01,36.78
39.38,41.11,41.29,39.12
41.10,42.14,42.62,41.04
42.06,41.47,42.55,41.14
41.41,41.34,41.49,40.82
40.66,39.03,40.66,38.69
39.07,39.82,40.10,38.88
39.89,40.06,40.18,39.65
41.13,40.48,41.13,39.36
40.26,40.27,40.83,39.18
39.90,40.87,41.09,39.05
40.11,39.44,40.11,39.44
38.30,39.80,40.20,38.18
40.42,40.19,40.69,39.99
40.15,40.76,40.89,39.84
40.64,41.55,41.67,39.56
40.77,41.57,41.67,40.27
41.85,41.35,42.04,40.39
41.33,42.77,42.80,40.67
43.00,42.83,43.78,42.42
42.92,43.90,44.12,42.62
44.20,42.55,44.20,42.21
42.18,44.39,45.02,41.69
44.57,46.66,46.99,44.23
46.75,46.35,46.75,45.54
46.06,46.71,46.88,45.84
46.39,46.20,46.69,45.56
46.12,45.53,46.67,44.82
45.76,47.20,47.80,45.55
47.08,47.17,47.50,46.11
47.70,52.76,54.11,46.74
52.30,52.84,54.10,51.68
52.61,53.52,54.00,51.94
53.50,53.19,53.86,52.95
53.10,52.78,53.17,52.43
51.96,52.28,53.15,51.94
53.14,52.84,53.14,52.08
52.98,52.72,53.27,52.14
53.20,53.18,53.60,52.28
53.46,51.75,53.46,50.30
51.98,50.21,52.37,49.36
50.74,47.82,50.89,47.70
47.58,45.49,47.58,45.01
45.33,47.24,47.25,45.01
47.29,45.82,47.29,45.28
45.28,47.20,47.26,45.28
47.37,46.96,47.90,46.78
46.90,45.09,47.52,45.00
45.57,44.22,45.57,44.02
44.32,42.60,44.32,42.58
42.59,44.82,46.20,42.59
44.06,43.09,44.99,43.06
46.50,44.45,46.64,44.04
45.17,46.12,46.88,44.04
46.09,49.48,49.74,45.65
49.33,49.56,49.90,49.01
49.88,49.48,50.10,49.01
49.42,48.11,49.46,47.96
48.47,48.19,48.49,47.28
48.31,47.63,48.31,46.84
47.62,47.14,48.25,45.78
46.75,45.22,46.88,44.45
44.86,45.05,45.34,44.40
44.37,44.98,45.00,43.87
44.67,46.41,46.64,44.40
46.82,46.29,46.96,45.01
46.57,45.75,47.42,45.02
45.48,46.21,46.43,45.01
45.80,45.79,46.04,45.26
46.25,46.58,47.96,45.22
46.27,47.22,47.27,45.70
46.84,47.15,47.34,45.96
47.09,47.01,47.27,46.69
46.70,46.58,47.24,46.26
45.82,45.02,46.28,45.01
45.15,43.65,45.26,42.67
43.75,43.92,44.55,43.11
44.15,45.41,45.48,44.07
45.12,43.96,45.12,43.96
44.38,46.87,46.89,44.38
47.25,47.19,48.01,46.85
46.76,44.53,46.76,44.06
44.34,43.90,44.48,43.85
45.10,45.84,46.59,44.86
44.63,43.17,45.81,43.12
43.42,45.65,45.65,42.98
46.41,47.85,47.98,46.25
47.90,49.65,49.96,47.90
49.84,52.03,52.08,49.50
52.12,51.60,52.73,51.34
51.78,51.76,52.56,51.48
51.63,52.40,52.64,51.22
52.18,49.97,52.18,49.41
49.90,46.00,50.38,45.43
46.11,46.28,47.51,45.44
45.89,46.65,46.95,44.80
45.89,49.30,49.61,45.53
49.93,48.50,51.50,48.50
48.21,50.24,50.33,47.62
49.49,48.97,50.76,48.68
48.69,48.22,50.58,48.11
48.68,46.60,49.79,46.43
46.58,43.95,46.93,43.92
43.36,42.68,44.36,40.51
42.78,44.00,44.38,42.63
44.21,43.63,46.05,43.36
43.08,44.86,45.73,43.04
45.00,44.36,45.28,43.33
44.49,43.46,45.00,43.04
44.10,44.89,45.55,43.59
44.16,42.54,48.90,42.50
42.70,42.15,42.70,41.26
41.01,43.02,43.41,41.01
43.19,42.11,44.11,41.78
42.09,44.28,44.28,42.09
44.51,46.00,46.32,44.44
46.93,47.20,47.40,46.12
47.00,48.79,48.99,46.70
49.01,45.84,49.33,45.74
46.38,48.25,48.59,45.15
47.99,46.26,48.28,45.78
46.76,47.94,47.95,46.27
48.00,47.41,48.40,47.28
46.97,47.02,48.24,46.42
47.51,49.55,49.57,47.47
49.26,49.19,49.55,48.82
49.50,46.13,49.89,46.03
46.69,46.34,47.29,45.96
45.82,46.03,46.58,45.12
46.36,46.92,47.59,46.22
47.20,49.01,49.55,47.20
48.82,49.55,49.55,48.35
51.01,51.28,51.48,49.16
50.92,49.55,52.97,49.10
49.34,49.55,49.55,48.97
49.44,49.78,50.39,49.33
49.29,50.13,50.55,49.15
49.42,49.41,50.37,49.02
49.67,46.67,49.67,46.11
47.01,48.21,48.49,46.72
47.63,49.22,50.25,46.78
50.30,49.54,51.10,48.60
49.15,48.65,49.26,48.05
47.92,48.46,49.29,47.55
48.49,48.00,49.18,47.52
48.50,47.50,48.50,46.75
47.50,47.00,47.50,46.43
47.00,46.25,48.10,46.16
46.26,45.10,46.30,44.28
45.61,45.36,46.51,44.03
46.26,47.15,47.87,45.08
47.56,48.56,49.04,46.49
48.67,48.68,49.19,46.78
48.72,47.86,49.21,47.59
48.36,46.77,48.50,46.60
46.35,48.47,49.60,45.84
49.06,48.59,49.06,47.63
48.83,48.80,49.49,48.58
49.18,49.24,49.96,48.30
49.06,47.72,49.31,47.20
47.90,47.93,48.54,47.59
47.98,47.00,48.47,46.71
47.31,47.19,48.66,46.96
47.78,46.06,47.78,45.51
46.06,46.18,46.26,45.47
46.13,46.03,46.35,45.33
46.00,46.04,46.47,45.12
46.25,45.93,46.92,45.52
46.23,45.81,46.71,44.25
45.80,45.04,47.00,44.33
45.00,44.92,45.20,44.42
44.74,44.93,45.33,44.74
45.00,45.37,45.50,44.35
45.13,45.18,45.26,44.72
45.07,45.08,45.29,44.91
44.79,44.86,45.47,44.79
45.32,45.80,46.66,45.18
45.99,45.05,46.49,44.86
45.07,45.00,45.30,44.57
45.61,45.01,45.80,44.87
45.31,45.94,46.21,45.00
45.89,46.95,47.50,45.89
47.18,46.69,47.40,46.56
46.87,47.65,47.77,46.30
47.62,47.36,47.78,47.06
47.68,47.79,48.59,47.66
47.73,46.77,47.73,46.35
46.50,46.03,47.13,45.63
46.27,46.59,47.05,45.64
46.11,46.51,46.90,45.86
47.00,45.87,47.00,45.87
45.78,45.84,46.11,45.02
46.18,46.08,47.41,45.90
46.16,45.39,46.26,45.21
46.13,46.03,46.19,45.25
45.75,45.89,46.34,45.69
46.19,46.25,47.06,45.70
46.24,46.71,46.87,46.11
46.96,48.67,49.23,46.96
48.83,48.08,48.83,47.84
48.52,47.14,49.57,47.02
47.10,46.34,47.71,46.34
46.12,46.16,47.38,45.87
46.36,46.81,47.22,46.27
47.23,46.35,47.29,46.15
46.85,46.05,46.85,45.88
46.13,46.72,47.18,46.05
47.19,46.30,47.22,46.05
46.47,47.21,47.53,46.30
47.11,46.53,47.11,46.48
46.12,45.98,46.33,45.62
45.75,45.89,46.00,45.49
45.32,46.32,47.34,45.32
46.59,47.62,47.86,46.59
48.09,46.93,48.29,46.20
46.80,47.43,47.43,46.22
48.68,48.34,48.68,47.44
48.47,50.07,50.39,47.27
49.56,46.12,49.75,45.30
46.25,48.15,48.41,46.25
48.24,48.26,49.04,47.02
47.78,46.98,48.20,45.53
46.66,46.31,47.24,46.31
46.09,48.99,50.57,46.09
49.05,47.51,49.05,46.92
47.44,46.27,48.07,45.78
46.15,44.03,46.58,44.01
44.58,45.02,46.00,43.90
44.74,46.07,46.70,44.49
47.26,48.74,50.39,47.07
48.71,48.71,49.39,47.54
48.13,48.98,49.15,48.00
49.24,49.77,50.41,48.75
49.24,49.35,49.71,47.85
48.61,48.96,49.53,48.10
48.90,50.19,50.37,48.15
50.83,50.71,51.46,50.33
50.75,51.50,51.59,50.16
51.64,50.06,51.84,49.81
50.26,50.04,50.63,49.44
50.28,49.75,50.50,47.82
49.60,49.53,50.00,48.67
49.87,49.20,50.20,47.50
49.58,49.36,49.65,48.42
49.88,49.84,50.76,49.46
49.88,48.44,49.92,48.02
48.63,48.33,48.98,47.70
48.78,48.08,48.78,47.51
48.04,49.04,49.40,47.65
49.09,50.08,50.39,49.06
50.26,49.67,50.77,49.10
49.64,49.46,49.72,48.50
49.36,48.38,49.78,48.08
48.59,48.38,49.13,47.60
48.51,48.20,48.99,47.65
51.00,48.34,51.00,47.15
47.97,48.59,48.96,47.19
48.50,49.98,50.58,48.25
50.00,49.82,50.24,48.47
49.76,48.82,49.96,48.48
49.27,49.51,50.00,48.78
49.63,49.96,50.04,49.13
50.00,49.30,50.02,48.62
49.61,49.55,50.16,49.51
49.82,49.94,50.05,49.16
50.03,49.35,50.11,48.87
49.32,49.53,49.88,48.89
49.11,49.22,49.45,48.55
48.93,49.08,49.36,48.93
49.18,49.82,49.97,48.81
49.74,50.27,50.60,49.34
50.20,50.98,51.00,49.57
50.79,51.59,51.78,50.72
51.66,51.48,51.93,51.23
51.58,51.39,51.75,51.05
51.37,51.72,51.81,50.73
51.20,51.58,52.29,51.20
51.37,51.12,52.05,50.77
51.35,51.86,51.86,50.62
51.79,51.37,52.17,51.03
50.86,47.77,51.10,47.41
48.20,47.47,48.20,47.01
47.46,46.04,47.46,45.68
45.99,45.26,45.99,45.14
45.33,45.74,46.41,45.11
45.81,45.91,46.55,45.67
46.09,46.74,47.47,45.87
46.92,46.14,46.92,45.42
46.52,46.26,46.66,46.11
46.60,46.80,47.24,46.26
47.23,47.38,47.94,46.90
47.28,45.58,47.28,45.56
45.85,46.00,46.34,45.44
46.22,45.64,46.62,45.60
46.05,44.49,46.05,44.41
44.81,44.81,45.82,44.50
44.64,45.44,45.61,44.50
46.16,45.11,46.16,44.55
44.50,45.75,46.18,44.50
45.49,45.97,46.19,45.35
45.60,46.37,46.83,45.60
46.38,48.25,48.55,46.38
48.09,48.08,48.28,47.39
48.63,48.54,48.63,48.04
48.24,48.39,48.69,48.05
48.00,46.57,48.00,46.04
46.74,47.22,47.24,46.31
47.61,48.90,49.03,47.61
48.99,47.99,49.10,47.83
47.98,47.51,48.08,46.66
48.11,47.75,48.99,47.51
48.00,48.12,48.22,47.50
47.61,48.10,48.37,47.12
48.56,47.97,48.61,47.68
48.29,48.29,48.74,47.81
48.70,48.00,48.70,47.33
47.60,47.62,47.84,46.77
47.90,47.57,48.23,47.03
47.77,46.56,47.99,46.25
47.02,46.18,47.08,45.82
46.54,45.07,46.54,44.61
45.19,45.90,46.01,45.19
44.98,45.15,45.40,44.98
45.45,45.16,45.45,44.92
45.11,44.70,45.17,44.67
44.61,44.98,45.10,44.61
44.83,44.81,45.14,44.51
44.58,44.62,45.05,44.10
44.27,42.80,44.34,42.22
43.20,43.23,43.24,40.60
42.69,41.47,43.98,40.66
41.57,41.01,43.13,40.43
41.03,42.93,43.39,41.03
42.57,43.70,44.06,42.03
44.12,45.94,46.89,43.99
46.06,44.83,46.60,44.23
45.30,45.61,46.30,44.50
45.63,45.12,45.70,44.73
45.43,45.65,46.15,45.43
45.51,45.62,45.97,44.63
44.99,43.56,45.03,43.56
43.90,44.28,44.80,43.72
44.87,45.30,45.97,44.48
45.16,44.80,45.16,43.78
45.01,46.67,46.88,45.01
46.46,46.90,47.16,46.34
46.94,47.10,47.85,46.74
47.31,47.67,47.95,46.76
47.77,47.61,47.96,47.60
48.60,49.39,49.55,48.60
48.91,49.54,49.59,48.70
49.43,50.07,51.00,49.26
50.17,50.50,50.87,49.99
50.18,50.01,50.45,49.88
50.06,49.19,50.37,49.02
48.68,46.84,49.28,46.04
46.54,49.00,49.97,46.54
48.81,48.39,48.81,45.00
49.08,49.21,49.90,47.70
48.73,47.54,49.22,47.46
47.87,47.93,49.00,47.51
47.43,47.91,48.00,47.10
47.93,49.47,49.72,47.93
49.29,48.14,49.72,47.88
47.94,47.72,48.78,47.34
47.72,47.97,48.20,47.30
48.56,47.80,48.65,47.30
47.65,47.48,47.65,46.40
46.80,46.64,47.31,46.62
46.82,46.65,47.68,46.20
46.60,49.35,50.86,46.60
49.05,48.11,50.25,48.11
48.22,47.82,48.80,46.75
48.02,48.69,48.98,47.78
48.79,48.60,49.89,48.21
47.83,47.79,48.58,47.03
