OHGI,One Horizon Group,NASDAQ
0.32,0.30,0.32,0.30
0.29,0.40,0.44,0.28
0.42,0.40,0.52,0.35
0.40,0.36,0.45,0.35
0.37,0.40,0.41,0.37
0.40,0.36,0.42,0.35
0.37,0.35,0.37,0.35
0.35,0.35,0.37,0.35
0.35,0.35,0.36,0.35
0.35,0.34,0.37,0.32
0.35,0.33,0.35,0.31
0.34,0.33,0.34,0.31
0.33,0.31,0.33,0.31
0.31,0.31,0.34,0.31
0.31,0.33,0.37,0.31
0.35,0.32,0.35,0.32
0.35,0.30,0.35,0.30
0.30,0.27,0.30,0.25
0.28,0.27,0.28,0.26
0.27,0.27,0.28,0.27
0.28,0.28,0.28,0.25
0.30,0.27,0.30,0.27
0.25,0.25,0.28,0.24
0.26,0.26,0.26,0.25
0.27,0.30,0.31,0.27
0.30,0.31,0.33,0.30
