MEIP,MEI Pharma,NASDAQ
5.08,5.08,5.08,5.08
4.95,5.05,5.10,4.95
4.57,5.03,5.25,4.57
5.08,4.87,5.09,4.62
4.67,4.67,4.67,4.67
4.67,4.59,4.67,4.55
4.55,5.29,5.29,4.55
5.25,5.35,5.60,5.25
5.25,5.45,5.45,5.04
5.25,4.77,5.25,4.77
4.75,4.75,4.75,4.75
4.61,4.61,4.61,4.61
4.61,4.88,4.94,4.61
4.96,4.89,4.96,4.89
4.90,4.75,4.90,4.75
4.75,4.86,4.86,4.75
4.71,4.91,4.91,4.71
4.84,4.84,4.84,4.84
4.72,4.75,4.96,4.72
4.87,4.75,4.87,4.75
4.82,4.57,4.82,4.55
4.24,4.40,4.68,4.24
4.21,4.20,4.21,4.20
4.27,4.28,4.50,4.27
4.25,4.20,4.25,4.20
4.20,4.20,4.20,4.20
4.01,4.00,4.11,4.00
3.45,1.99,3.45,1.95
2.15,2.01,2.15,1.90
1.92,1.95,2.06,1.92
1.98,1.93,2.00,1.93
1.95,1.86,1.98,1.86
1.74,2.02,2.02,1.41
1.99,1.66,1.99,1.54
1.64,1.66,1.85,1.61
1.58,1.67,1.75,1.56
1.51,1.47,1.69,1.43
1.45,1.51,1.62,1.43
1.46,1.44,1.60,1.42
1.50,1.46,1.59,1.46
1.47,1.52,1.52,1.46
1.46,1.46,1.56,1.46
1.45,1.46,1.50,1.42
1.44,1.45,1.77,1.44
1.45,1.42,1.45,1.42
1.45,1.45,1.45,1.42
1.42,1.42,1.45,1.39
1.35,1.42,1.48,1.32
1.28,1.26,1.31,1.22
1.23,1.15,1.23,1.15
1.13,1.13,1.20,1.13
1.18,1.13,1.19,1.10
1.13,1.14,1.20,1.10
1.09,1.12,1.20,1.09
1.10,1.18,1.18,1.10
1.15,1.11,1.18,1.11
1.09,1.08,1.11,1.07
1.13,1.13,1.17,1.12
1.12,1.12,1.16,1.12
1.18,1.14,1.18,1.12
1.14,1.13,1.17,1.10
1.19,1.19,1.19,1.19
1.20,1.14,1.20,1.14
1.15,1.18,1.20,1.10
1.15,1.15,1.15,1.15
1.15,1.20,1.20,1.15
1.20,1.21,1.25,1.20
1.25,1.21,1.25,1.17
1.18,1.20,1.23,1.18
1.19,1.19,1.22,1.15
1.16,1.15,1.19,1.12
1.15,1.18,1.18,1.12
1.19,1.17,1.20,1.17
1.19,1.19,1.19,1.19
1.16,1.12,1.16,1.12
1.12,1.15,1.15,1.12
1.15,1.19,1.20,1.12
1.15,1.15,1.15,1.15
1.15,1.14,1.15,1.14
1.14,1.14,1.14,1.14
1.14,1.17,1.17,1.14
1.17,1.15,1.20,1.15
1.15,1.15,1.15,1.15
1.15,1.14,1.16,1.12
1.13,1.11,1.13,1.10
1.11,1.01,1.12,1.01
1.00,0.90,1.01,0.79
0.89,0.76,0.89,0.75
0.75,0.82,0.82,0.73
0.79,0.80,0.81,0.72
0.80,0.80,0.81,0.80
0.80,0.78,0.80,0.71
0.76,0.77,0.82,0.76
0.77,0.82,0.82,0.77
0.82,0.90,0.91,0.82
0.90,0.90,0.94,0.90
1.13,1.00,1.13,0.78
1.05,1.00,1.05,0.91
1.06,1.09,1.15,0.94
1.16,1.02,1.16,1.02
1.00,0.95,1.02,0.95
0.95,0.96,1.25,0.86
0.91,0.86,0.91,0.81
0.88,1.00,1.05,0.87
0.95,1.05,1.05,0.91
1.12,1.10,1.12,1.08
1.08,1.11,1.11,1.08
1.11,1.11,1.11,1.11
1.10,1.25,1.25,1.10
1.25,1.48,1.52,1.25
1.55,1.46,1.55,1.33
1.46,1.32,1.51,1.25
1.25,1.17,1.31,1.06
1.17,1.09,1.17,1.09
1.05,1.19,1.19,1.04
1.18,1.28,1.28,1.18
1.28,1.31,1.31,1.22
1.25,1.26,1.29,1.25
1.26,1.28,1.30,1.26
1.25,1.21,1.29,1.19
1.21,1.26,1.26,1.15
1.26,1.20,1.30,1.20
1.14,1.26,1.26,1.14
1.26,1.26,1.26,1.26
1.24,1.24,1.24,1.20
1.23,1.14,1.23,1.11
1.17,1.09,1.17,1.09
1.17,1.21,1.21,1.04
1.15,1.22,1.40,1.15
1.24,1.19,1.24,1.19
1.19,1.15,1.19,1.15
1.25,1.16,1.25,1.07
1.11,1.15,1.15,1.11
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.09,1.14,1.14,0.91
1.01,1.12,1.13,0.97
1.10,1.00,1.10,1.00
1.00,1.07,1.07,1.00
0.95,1.02,1.07,0.95
1.07,0.97,1.07,0.96
0.97,1.03,1.03,0.97
1.05,1.03,1.10,1.00
1.00,0.96,1.00,0.96
0.97,1.01,1.01,0.97
1.05,0.97,1.05,0.95
1.00,0.97,1.00,0.97
1.04,0.95,1.04,0.95
0.95,0.87,0.95,0.86
0.87,0.83,0.87,0.80
0.80,0.81,0.83,0.80
0.81,0.84,0.86,0.81
0.87,0.84,0.90,0.84
0.84,0.85,0.89,0.83
0.87,0.88,0.88,0.80
0.83,0.86,0.86,0.83
0.81,0.86,0.86,0.81
0.81,0.80,0.81,0.80
0.75,0.79,0.79,0.75
0.79,0.83,0.83,0.78
0.82,0.85,0.88,0.82
0.81,0.81,0.81,0.81
0.81,0.80,0.86,0.80
0.80,0.84,0.84,0.80
0.81,0.80,0.86,0.73
0.80,0.82,0.82,0.74
0.85,0.84,0.85,0.84
0.84,0.85,0.85,0.80
0.74,0.79,0.86,0.74
0.79,0.77,0.79,0.77
0.79,0.85,0.86,0.79
0.87,0.92,0.93,0.87
0.93,1.18,1.25,0.90
1.25,1.01,1.27,1.00
1.16,1.13,1.16,1.02
1.10,1.02,1.10,0.92
1.08,0.97,1.10,0.97
0.97,1.00,1.00,0.97
1.01,1.05,1.08,1.01
1.07,1.09,1.10,1.04
1.10,1.07,1.10,1.06
1.06,1.01,1.06,1.01
1.16,1.13,1.16,1.00
1.16,1.10,1.16,1.10
1.09,1.05,1.10,1.05
1.05,1.04,1.10,1.03
1.04,1.05,1.13,1.04
1.11,1.16,1.16,1.11
1.13,1.31,1.63,1.12
1.74,1.82,1.82,1.38
2.04,2.90,3.32,1.90
3.00,2.80,3.48,2.71
2.77,2.16,2.77,2.11
2.20,2.66,2.70,2.20
2.95,3.16,3.24,2.60
3.10,3.08,3.29,2.88
3.25,2.96,3.25,2.80
3.19,2.93,3.19,2.91
3.18,2.99,3.18,2.92
3.25,2.80,3.25,2.31
2.72,2.88,2.95,2.72
2.96,2.73,3.03,2.73
2.52,2.70,2.90,2.52
2.70,2.56,2.73,2.56
2.55,2.66,2.70,2.51
2.46,2.44,2.71,2.27
2.44,2.39,2.56,2.37
2.36,2.27,2.38,2.27
2.35,1.90,2.35,1.90
1.90,1.90,2.10,1.87
2.00,2.02,2.04,1.91
2.02,1.98,2.11,1.98
2.00,1.88,2.00,1.80
1.94,1.89,1.94,1.84
1.93,1.90,1.93,1.75
1.92,1.74,1.92,1.67
1.71,1.53,1.71,1.51
1.52,1.71,1.80,1.52
1.87,1.95,2.08,1.84
2.02,1.90,2.02,1.90
2.03,1.82,2.03,1.79
1.79,1.70,1.90,1.61
1.64,1.55,1.64,1.50
1.67,1.51,1.67,1.41
1.65,1.63,1.69,1.39
1.73,1.65,1.73,1.46
1.51,1.70,1.70,1.49
1.62,1.62,1.64,1.55
1.62,1.57,1.66,1.55
1.60,1.50,1.60,1.48
1.70,1.63,1.77,1.50
1.63,1.85,2.37,1.63
1.99,1.55,1.99,1.52
1.55,1.39,1.61,1.39
1.47,1.39,1.60,1.39
1.45,2.03,2.30,1.45
2.10,1.72,2.19,1.65
1.80,1.65,1.80,1.60
1.65,1.58,1.65,1.50
1.58,1.69,1.73,1.58
1.84,1.70,1.84,1.65
1.75,1.76,1.99,1.75
1.77,1.66,1.80,1.66
1.67,1.59,1.67,1.52
1.55,1.58,1.65,1.54
1.60,1.55,1.60,1.51
1.53,1.58,1.59,1.50
1.58,1.58,1.58,1.45
1.58,1.57,1.61,1.48
1.60,1.50,1.60,1.48
1.50,1.50,1.54,1.46
1.51,1.46,1.55,1.40
1.44,1.41,1.53,1.41
1.52,1.48,1.52,1.42
1.53,1.44,1.53,1.40
1.49,1.42,1.49,1.42
1.45,1.46,1.48,1.40
1.41,1.49,1.50,1.41
1.50,1.61,1.75,1.43
1.52,1.48,1.58,1.47
1.48,1.37,1.48,1.35
1.46,1.30,1.49,1.30
1.29,1.23,1.30,1.18
1.28,1.22,1.28,1.21
1.30,1.35,1.41,1.22
1.43,1.30,1.50,1.30
1.32,1.31,1.42,1.27
1.43,1.47,1.47,1.32
1.50,1.47,1.50,1.47
1.45,1.42,1.47,1.41
1.45,1.36,1.45,1.30
1.47,1.35,1.47,1.29
1.27,1.27,1.32,1.27
1.22,1.25,1.36,1.22
1.24,1.21,1.30,1.21
1.22,1.30,1.30,1.22
1.32,1.31,1.35,1.21
1.23,1.30,1.34,1.22
1.33,1.24,1.34,1.22
1.27,1.34,1.35,1.26
1.34,1.28,1.34,1.26
1.31,1.32,1.33,1.28
1.30,1.32,1.34,1.25
1.33,1.34,1.49,1.28
1.47,1.36,1.47,1.28
1.35,1.27,1.35,1.27
1.29,1.33,1.33,1.27
1.27,1.26,1.31,1.26
1.27,1.25,1.27,1.21
1.28,1.25,1.28,1.24
1.25,1.22,1.25,1.22
1.22,1.13,1.22,1.10
1.07,1.04,1.14,1.03
1.00,0.96,1.07,0.93
0.97,0.96,1.05,0.96
1.05,0.93,1.05,0.93
0.96,0.92,0.96,0.92
0.95,1.00,1.01,0.95
1.03,0.95,1.03,0.93
1.03,0.99,1.03,0.95
0.97,1.11,1.24,0.97
1.20,1.02,1.20,1.01
1.02,1.09,1.09,0.98
1.09,1.09,1.09,1.00
1.17,1.20,1.20,1.02
1.26,1.05,1.26,1.05
1.15,1.14,1.24,1.10
1.09,1.12,1.12,1.05
1.09,1.13,1.14,1.03
1.13,1.10,1.13,1.08
1.09,1.12,1.20,1.09
1.15,1.18,1.18,1.15
1.15,1.18,1.19,1.09
1.10,1.17,1.17,1.07
1.11,1.10,1.16,1.07
1.10,1.09,1.15,1.04
1.03,1.25,1.25,1.03
1.25,1.12,1.25,1.03
1.08,1.17,1.22,1.08
1.19,2.75,3.28,1.16
2.75,2.03,2.75,1.96
1.87,2.17,2.36,1.77
2.03,1.90,2.24,1.87
2.12,1.87,2.12,1.86
1.89,1.63,1.89,1.61
1.64,1.67,1.73,1.64
2.10,1.76,2.20,1.66
1.82,1.42,1.82,1.28
1.43,1.53,1.70,1.43
1.64,1.43,1.64,1.35
1.44,1.43,1.55,1.25
1.43,1.44,1.56,1.43
1.44,1.38,1.44,1.31
1.65,1.91,2.56,1.65
1.93,1.60,2.07,1.54
1.53,1.45,1.53,1.33
1.44,1.41,1.57,1.38
1.45,1.42,1.63,1.31
1.45,1.49,1.51,1.37
1.49,1.57,1.60,1.42
1.60,1.55,1.60,1.45
1.55,1.53,1.55,1.47
1.60,1.50,1.60,1.50
1.50,1.48,1.57,1.47
1.50,1.47,1.54,1.41
1.56,1.53,1.59,1.42
1.56,1.53,1.56,1.48
1.45,1.45,1.49,1.41
1.46,1.44,1.49,1.29
1.44,1.60,1.98,1.44
1.54,1.51,1.68,1.47
1.50,1.43,1.55,1.43
1.47,1.45,1.52,1.36
1.49,1.36,1.53,1.35
1.40,1.36,1.42,1.34
1.36,1.33,1.41,1.33
1.35,1.42,1.45,1.35
1.43,1.37,1.44,1.35
1.37,1.44,1.59,1.33
1.41,1.36,1.44,1.29
1.36,1.37,1.38,1.29
1.33,1.33,1.37,1.32
1.33,1.54,1.58,1.32
1.85,1.60,1.85,1.46
1.60,1.48,1.60,1.36
1.42,1.48,1.52,1.35
1.35,1.38,1.58,1.35
1.37,1.33,1.40,1.30
1.30,1.35,1.55,1.25
1.38,1.39,1.44,1.35
1.39,1.35,1.39,1.25
1.33,1.38,1.43,1.30
1.38,1.37,1.38,1.30
1.35,1.30,1.38,1.26
1.30,1.34,1.34,1.28
1.34,1.33,1.39,1.30
1.31,1.29,1.40,1.29
1.31,1.29,1.36,1.29
1.31,1.45,1.45,1.29
1.42,1.34,1.42,1.34
1.44,1.35,1.44,1.32
1.34,1.32,1.35,1.32
1.34,1.31,1.34,1.31
1.32,1.31,1.41,1.26
1.57,1.28,1.75,1.28
1.41,1.32,1.41,1.30
1.32,1.33,1.35,1.32
1.35,1.30,1.35,1.28
1.28,1.32,1.33,1.28
1.30,1.30,1.32,1.28
1.19,1.36,1.45,1.14
1.36,1.34,1.38,1.29
1.36,1.38,1.38,1.27
1.36,1.29,1.36,1.28
1.35,1.29,1.35,1.29
1.34,1.30,1.36,1.30
1.30,1.26,1.35,1.26
1.31,1.26,1.31,1.25
1.28,1.26,1.31,1.26
1.28,1.27,1.28,1.24
1.30,1.20,1.31,1.17
1.20,1.20,1.22,1.20
1.21,1.24,1.30,1.20
1.25,1.19,1.25,1.19
1.19,1.22,1.23,1.15
1.22,1.15,1.22,1.14
1.14,0.99,1.14,0.97
1.00,1.07,1.09,0.95
1.03,1.01,1.07,1.01
1.03,1.05,1.06,1.02
1.05,1.03,1.05,1.01
1.04,1.01,1.04,1.01
1.01,1.15,1.17,1.01
1.07,1.15,1.22,1.06
1.05,1.11,1.15,1.05
1.06,1.07,1.10,1.06
1.18,1.08,1.22,1.06
1.10,1.14,1.14,1.10
1.17,1.11,1.21,1.07
1.11,1.15,1.15,1.05
1.12,1.06,1.15,1.04
1.25,1.18,1.74,1.17
1.20,1.21,1.27,1.07
1.19,1.14,1.20,1.10
1.16,1.13,1.16,1.10
1.13,1.08,1.15,1.04
1.05,1.03,1.10,1.02
1.08,1.05,1.17,1.02
1.12,1.04,1.14,1.01
1.06,1.10,1.16,1.06
1.10,1.08,1.11,1.06
1.10,1.09,1.10,1.08
1.09,1.09,1.12,1.07
1.07,1.05,1.10,1.05
1.06,1.01,1.12,1.01
1.08,1.05,1.08,1.04
1.06,0.99,1.06,0.92
1.02,1.03,1.04,1.00
1.03,1.03,1.04,1.00
1.03,1.00,1.05,0.97
1.00,1.00,1.01,0.96
1.01,1.01,1.09,1.00
1.01,1.04,1.06,1.00
1.03,1.02,1.04,1.00
1.02,1.00,1.05,1.00
1.05,1.10,1.28,1.05
1.15,1.15,1.20,1.06
1.20,1.12,1.20,1.06
1.11,1.03,1.14,1.02
1.06,1.03,1.09,1.03
1.04,1.05,1.13,1.04
1.05,1.05,1.10,1.04
1.09,1.07,1.15,1.05
1.09,1.10,1.21,1.07
1.14,1.09,1.17,1.07
1.06,1.03,1.07,1.00
1.04,0.98,1.05,0.98
1.00,0.97,1.00,0.96
0.97,0.89,0.97,0.87
0.90,0.90,0.91,0.87
0.90,0.93,0.94,0.89
0.98,0.92,0.98,0.91
0.92,0.90,0.94,0.90
0.92,0.90,0.93,0.87
0.91,0.90,0.92,0.88
0.88,0.91,0.91,0.88
0.89,0.89,0.89,0.88
0.89,0.89,0.89,0.88
0.90,0.86,0.91,0.86
0.85,0.92,0.93,0.85
0.88,0.85,0.90,0.85
0.85,0.85,0.89,0.85
0.91,0.94,1.00,0.90
0.94,0.89,0.94,0.88
1.00,0.88,1.13,0.88
0.90,0.86,0.90,0.81
0.87,0.74,0.88,0.71
0.74,0.75,0.78,0.72
0.73,0.75,0.75,0.72
0.72,0.72,0.73,0.70
0.71,0.68,0.72,0.66
0.70,0.69,0.70,0.66
0.69,0.76,0.76,0.66
0.78,0.74,0.78,0.73
0.74,0.72,0.74,0.72
0.72,0.70,0.73,0.69
0.70,0.72,0.72,0.69
0.73,0.75,0.82,0.66
0.75,0.70,0.75,0.70
0.79,0.76,0.79,0.72
0.76,0.76,0.78,0.72
0.78,0.76,0.78,0.76
0.75,0.83,0.93,0.75
0.92,0.88,0.92,0.84
0.89,0.94,0.99,0.88
0.96,0.85,0.96,0.85
1.05,0.80,1.11,0.80
0.77,0.83,0.89,0.77
0.83,0.83,0.88,0.79
0.80,0.80,0.84,0.79
0.80,0.74,0.82,0.71
0.74,0.71,0.74,0.70
0.71,0.70,0.76,0.70
0.70,0.74,0.79,0.68
0.71,0.72,0.74,0.71
0.70,0.68,0.73,0.68
0.67,0.66,0.68,0.64
0.70,0.63,0.79,0.61
0.61,0.62,0.63,0.60
0.62,0.60,0.62,0.56
0.60,0.61,0.62,0.60
0.60,0.60,0.62,0.58
0.58,0.58,0.60,0.57
0.62,0.63,0.68,0.59
0.65,0.68,0.70,0.63
0.70,0.66,0.71,0.66
0.70,0.65,0.70,0.65
0.62,0.63,0.65,0.60
0.63,0.63,0.71,0.63
0.63,0.62,0.64,0.61
0.58,0.62,0.72,0.58
0.66,0.65,0.74,0.64
0.67,0.61,0.69,0.61
0.60,0.59,0.61,0.57
0.56,0.59,0.59,0.55
0.58,0.66,0.71,0.58
0.63,0.60,0.68,0.60
0.59,0.60,0.63,0.58
0.58,0.66,0.66,0.54
0.64,0.62,0.65,0.58
0.65,0.66,0.66,0.60
0.65,0.65,0.65,0.65
0.62,0.61,0.62,0.61
0.61,0.61,0.63,0.60
0.61,0.53,0.64,0.51
0.53,0.63,0.64,0.53
0.65,0.52,0.65,0.49
0.54,0.57,0.62,0.54
0.57,0.54,0.58,0.54
0.54,0.52,0.54,0.50
0.55,0.50,0.55,0.50
0.50,0.50,0.51,0.49
0.50,0.51,0.51,0.48
0.48,0.48,0.50,0.48
0.48,0.48,0.50,0.48
0.49,0.50,0.51,0.49
0.50,0.48,0.50,0.48
0.52,0.50,0.52,0.44
0.49,0.49,0.50,0.46
0.50,0.51,0.51,0.49
0.48,0.47,0.52,0.46
0.48,0.49,0.51,0.48
0.50,0.45,0.52,0.43
0.45,0.42,0.48,0.41
0.39,0.39,0.39,0.39
0.40,0.40,0.40,0.40
0.44,0.47,0.47,0.41
0.50,0.47,0.50,0.47
0.45,0.47,0.53,0.45
0.47,0.45,0.48,0.45
0.53,0.50,0.53,0.50
0.45,0.45,0.50,0.45
0.43,0.46,0.47,0.40
0.47,0.47,0.47,0.41
0.47,0.47,0.47,0.47
0.50,0.41,0.50,0.40
0.43,0.43,0.43,0.43
0.45,0.44,0.45,0.44
0.42,0.42,0.42,0.40
0.41,0.43,0.43,0.41
0.43,0.43,0.43,0.42
0.41,0.45,0.45,0.41
0.48,0.48,0.49,0.42
0.49,0.41,0.49,0.41
0.41,0.47,0.47,0.41
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.47,0.42,0.47,0.42
0.42,0.42,0.42,0.42
0.46,0.46,0.46,0.46
0.44,0.45,0.45,0.43
0.45,0.43,0.45,0.43
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.42,0.41,0.43,0.41
0.46,0.40,0.46,0.40
0.42,0.40,0.42,0.40
0.40,0.40,0.41,0.40
0.40,0.42,0.42,0.40
0.40,0.40,0.40,0.39
0.41,0.41,0.42,0.40
0.40,0.40,0.42,0.40
0.40,0.39,0.40,0.39
0.39,0.39,0.39,0.33
0.39,0.36,0.40,0.35
0.35,0.44,0.45,0.35
0.45,0.37,0.45,0.35
0.36,0.38,0.38,0.35
0.40,0.41,0.45,0.36
0.44,0.44,0.44,0.44
0.44,0.39,0.45,0.39
0.38,0.37,0.40,0.36
0.36,0.37,0.37,0.36
0.39,0.36,0.43,0.36
0.39,0.38,0.39,0.37
0.36,0.38,0.38,0.36
0.39,0.39,0.42,0.38
0.39,0.37,0.39,0.37
0.37,0.38,0.41,0.36
0.42,0.47,0.47,0.42
0.47,0.53,0.59,0.47
0.55,0.71,0.80,0.55
0.75,0.59,0.78,0.56
0.52,0.52,0.58,0.50
0.49,0.56,0.57,0.49
0.57,0.58,0.64,0.49
0.55,0.46,0.55,0.45
0.47,0.42,0.50,0.42
0.48,0.48,0.49,0.45
0.54,0.54,0.54,0.54
0.52,0.46,0.52,0.42
0.44,0.49,0.54,0.44
0.56,0.49,0.56,0.45
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.47,0.48,0.48,0.45
0.50,0.51,0.53,0.48
0.48,0.46,0.48,0.46
0.45,0.45,0.55,0.44
0.43,0.44,0.46,0.43
0.44,0.45,0.45,0.44
0.40,0.42,0.42,0.36
0.41,0.37,0.41,0.37
0.40,0.41,0.41,0.40
0.41,0.41,0.41,0.41
0.41,0.42,0.42,0.41
0.44,0.39,0.44,0.38
0.40,0.39,0.42,0.35
0.41,0.70,0.83,0.41
0.75,1.13,1.20,0.75
1.10,1.22,1.28,0.95
1.10,1.24,1.41,1.05
1.20,1.18,1.35,1.10
1.15,1.20,1.24,1.11
1.25,1.21,1.34,1.11
1.17,1.58,1.68,1.17
1.60,1.52,1.90,1.42
1.52,1.42,1.57,1.28
1.38,1.45,1.59,1.35
1.50,1.50,1.51,1.35
1.90,1.54,1.92,1.50
1.60,1.52,1.65,1.50
1.50,1.40,1.50,1.34
1.48,1.46,1.48,1.36
1.40,1.62,1.64,1.38
1.60,1.60,1.79,1.50
1.75,1.62,1.75,1.51
1.70,1.82,1.85,1.63
1.84,1.76,1.85,1.67
1.72,1.75,1.80,1.68
1.80,2.00,2.08,1.80
1.99,2.03,2.04,1.92
2.00,2.14,2.20,2.00
1.98,2.06,2.15,1.65
2.03,1.85,2.09,1.82
1.77,1.60,1.80,1.50
1.63,1.30,1.63,1.26
1.30,1.23,1.36,1.13
1.24,1.42,1.68,1.23
9.32,8.36,9.36,7.57
8.03,7.74,8.15,7.51
7.59,7.19,7.59,7.04
7.04,7.25,7.48,6.46
7.37,7.05,7.41,6.25
6.97,6.66,7.25,6.60
6.73,6.97,7.20,6.30
7.00,7.00,7.35,6.51
7.33,7.15,7.48,7.00
7.09,6.98,7.09,6.84
6.85,6.90,7.10,6.81
7.30,7.11,7.30,6.90
7.11,7.19,7.20,7.04
7.02,7.05,7.34,7.01
7.04,7.19,7.28,7.02
7.18,7.40,7.49,7.02
7.40,7.30,7.40,7.25
7.37,7.39,7.45,7.15
7.25,7.34,7.43,7.25
7.32,6.80,7.38,6.71
6.96,6.87,7.39,6.85
6.99,6.99,7.18,6.67
7.02,6.62,7.02,6.61
6.78,6.25,6.78,6.15
6.25,5.73,6.25,5.70
5.72,5.52,5.72,5.20
5.52,5.45,5.52,5.01
5.46,5.13,5.50,5.11
5.08,5.00,5.09,4.37
4.95,5.11,5.70,4.65
5.04,5.04,5.27,4.71
5.11,5.21,5.60,4.90
5.24,5.01,5.65,4.92
5.58,5.19,5.60,5.00
5.02,5.10,5.42,5.00
5.21,5.00,5.22,5.00
5.00,4.70,5.00,4.70
4.76,5.56,5.60,4.50
5.60,6.25,6.94,5.60
6.17,6.60,6.92,6.15
6.68,6.72,6.90,6.55
6.72,6.45,6.75,6.40
6.52,6.70,6.75,6.35
6.75,7.10,7.21,6.34
7.10,6.99,7.70,6.91
7.00,7.15,7.70,6.83
7.15,6.90,7.50,6.85
7.00,7.45,7.50,6.85
7.50,8.10,8.16,7.26
8.25,9.25,9.44,8.10
9.27,8.05,9.65,8.02
8.37,8.24,8.50,7.54
8.32,7.91,8.50,7.77
7.82,8.10,8.28,7.73
8.21,8.23,8.39,8.00
8.40,8.06,8.81,8.00
8.35,8.18,8.49,8.05
8.15,8.34,8.48,8.01
8.09,8.06,8.39,8.01
8.00,8.25,8.35,8.00
8.23,8.21,8.33,8.06
8.19,8.21,8.23,8.02
8.16,8.11,8.25,8.04
8.17,8.12,8.49,8.02
8.07,8.09,8.26,8.07
7.97,8.14,8.21,7.75
8.21,8.30,8.30,8.06
8.23,8.63,8.75,8.23
8.63,8.80,9.20,8.63
8.80,9.19,9.40,8.80
9.38,8.88,9.38,8.32
8.95,8.29,8.95,8.16
7.94,8.35,8.40,7.29
8.32,7.99,8.39,7.61
7.96,8.05,8.05,7.55
7.96,8.23,8.56,7.90
8.25,8.48,9.01,8.25
8.41,8.22,8.76,8.00
8.46,7.95,8.71,7.95
8.16,8.11,8.55,8.05
8.12,8.55,8.55,8.11
8.55,8.88,9.19,8.30
9.08,8.49,9.08,8.32
8.69,8.50,8.97,8.44
8.51,8.54,8.81,8.28
8.55,8.79,8.91,8.55
8.88,8.71,8.88,8.61
8.66,8.73,8.98,8.66
8.86,8.85,8.97,8.66
8.92,8.92,8.96,8.70
8.83,8.74,8.95,8.65
8.70,8.93,8.93,8.53
8.97,8.90,9.00,8.67
8.80,8.87,8.95,8.75
8.92,8.80,9.00,8.49
8.89,8.70,8.99,8.50
8.62,8.77,8.80,8.36
8.80,8.63,8.84,8.59
8.50,8.92,8.98,8.35
8.99,9.24,9.30,8.87
9.33,9.20,9.34,9.01
9.06,8.99,9.40,8.66
8.96,8.92,9.02,8.67
8.86,8.54,8.96,8.51
8.54,8.48,8.74,8.25
8.50,8.42,8.61,8.37
8.25,8.32,8.45,8.13
8.36,8.22,8.62,8.08
8.32,8.26,8.59,8.19
8.30,8.42,8.61,8.30
8.41,8.49,8.71,8.40
8.41,8.40,8.63,8.30
8.33,8.19,8.72,8.02
8.15,8.25,8.47,7.92
8.19,7.96,8.24,7.64
7.86,7.78,8.02,7.61
7.69,8.09,8.09,7.56
8.07,7.90,8.41,7.70
7.78,8.02,8.10,7.72
8.04,8.08,8.22,7.77
8.07,7.88,8.22,7.66
7.78,7.60,7.80,7.60
7.70,7.62,8.19,7.56
7.61,7.44,7.80,7.20
7.52,7.76,7.87,7.35
7.69,7.35,7.84,7.27
