WHR,Whirlpool Corporation Common Stock,NASDAQ
170.49,169.40,171.19,167.62
169.11,173.80,174.77,168.94
174.00,172.31,174.31,170.33
172.91,173.73,174.20,170.12
174.11,176.20,180.88,173.63
177.75,178.14,180.17,177.71
177.38,175.99,180.34,175.82
175.58,173.81,176.84,173.19
174.09,174.08,175.78,173.20
174.67,174.57,176.29,173.93
175.18,177.93,178.11,174.54
178.42,181.04,182.79,177.72
181.00,181.01,181.26,179.24
180.97,181.95,182.94,179.70
182.10,183.65,185.24,181.81
184.50,182.82,184.50,182.10
182.27,183.19,184.22,182.00
183.80,181.77,184.29,180.87
183.46,182.93,184.56,181.63
183.84,185.42,186.88,182.97
185.42,185.98,187.93,184.03
186.45,186.10,186.90,184.68
186.31,181.61,186.45,181.48
182.11,183.82,184.38,181.28
184.48,183.05,185.00,181.48
182.12,183.86,184.42,179.74
184.58,184.77,185.98,183.80
