WHR,Whirlpool Corporation Common Stock,NASDAQ
103.60,101.86,103.60,99.51
101.99,101.36,102.35,100.56
103.04,103.53,105.47,102.70
103.77,97.94,104.19,97.33
97.91,97.71,98.95,95.05
96.95,94.29,97.59,93.30
94.64,96.65,96.74,93.47
96.58,95.64,97.63,95.00
94.03,89.94,94.03,89.02
89.87,87.82,90.82,87.58
88.23,85.35,88.23,82.07
86.63,84.10,86.88,83.50
85.64,83.45,86.52,82.02
83.56,90.14,90.39,83.56
90.91,90.29,92.40,88.45
90.65,92.39,92.62,90.04
91.76,90.64,92.77,88.85
92.21,94.60,95.09,91.49
94.45,95.68,96.90,93.48
96.56,94.38,96.56,91.54
93.96,90.41,94.28,89.82
90.11,91.36,91.90,87.45
90.54,88.70,91.26,85.78
89.21,86.17,89.92,84.60
87.50,86.20,88.31,85.19
85.97,85.97,86.42,84.20
86.04,88.18,89.36,85.20
89.25,86.18,89.38,85.10
86.17,84.28,86.50,83.66
84.52,84.11,84.88,81.80
82.68,83.30,83.65,82.03
84.38,86.75,87.40,83.70
86.75,85.09,86.75,84.19
85.71,85.86,86.32,84.66
84.83,85.33,86.25,84.35
83.93,84.92,85.18,83.34
85.43,86.07,86.80,85.20
85.44,82.75,85.44,82.27
81.25,79.27,81.25,78.96
78.45,78.13,79.61,77.53
77.99,76.74,77.99,76.43
76.33,77.19,78.29,75.63
78.27,79.43,80.76,77.84
79.40,79.98,80.58,77.90
79.40,78.01,79.87,76.46
77.31,77.58,77.72,76.10
77.70,77.71,80.63,77.11
76.39,75.19,77.30,74.72
74.37,76.18,76.61,73.61
76.44,74.51,77.11,74.41
75.26,75.58,75.96,72.87
74.81,74.37,76.58,74.24
73.26,74.16,75.90,73.26
75.50,77.95,77.99,75.25
78.01,77.28,78.25,76.35
78.34,79.20,79.83,77.70
78.43,75.98,78.56,75.65
76.14,77.47,77.92,75.99
78.51,75.80,79.02,75.45
75.91,73.06,76.18,72.84
74.31,71.62,74.67,71.00
72.00,72.32,73.06,71.10
72.08,72.77,72.83,71.51
72.50,72.57,73.02,71.35
72.92,74.49,74.69,72.59
74.98,79.88,80.03,74.78
80.50,78.47,81.61,78.04
78.09,76.58,79.79,76.54
75.36,75.87,78.10,75.07
77.33,79.16,79.68,77.06
79.47,77.72,79.47,77.56
77.88,78.95,79.28,76.30
78.75,80.75,81.80,78.32
81.70,80.96,82.48,78.52
81.78,80.20,82.26,79.33
79.74,79.95,80.32,78.89
80.92,83.03,83.67,79.86
82.83,81.91,83.50,80.93
82.33,80.56,82.54,79.50
80.78,82.77,83.18,80.51
82.80,83.06,84.63,82.80
82.96,84.27,84.42,82.24
84.57,86.65,87.41,84.52
86.60,84.45,86.90,83.86
85.58,84.39,85.82,83.28
84.57,85.76,86.97,83.91
84.26,85.60,88.15,84.22
85.81,85.09,85.81,83.64
85.59,85.55,87.47,84.90
85.57,85.56,85.91,84.42
86.28,84.81,87.44,84.73
84.34,84.52,86.02,83.71
83.28,81.04,83.28,77.81
81.38,77.00,81.38,77.00
77.21,75.83,77.60,75.33
76.25,75.27,76.65,74.43
75.93,77.22,77.65,74.75
77.16,77.46,77.98,76.60
78.80,79.80,79.89,78.21
79.95,80.07,80.77,79.35
79.54,78.47,79.55,77.46
78.53,76.45,78.90,76.03
76.34,77.64,77.73,75.92
76.76,76.13,77.01,75.55
75.42,74.13,76.40,73.44
74.71,75.16,75.95,74.62
74.61,74.19,75.50,73.62
74.09,74.37,74.75,73.79
75.23,76.15,77.07,74.49
75.98,76.62,77.02,75.38
76.42,75.64,76.65,75.43
74.69,74.31,75.08,73.97
75.19,75.73,75.75,74.55
74.94,75.00,75.49,74.50
74.75,75.13,75.59,73.87
74.21,73.00,74.37,72.95
74.18,74.30,75.99,73.92
74.56,78.81,78.98,74.47
78.09,80.06,80.50,77.58
81.40,83.75,83.98,80.61
84.86,84.54,85.70,84.12
84.81,83.52,85.06,82.37
84.20,85.69,85.84,83.52
85.98,85.74,85.98,84.42
86.32,85.58,86.67,85.38
85.75,87.95,89.31,85.26
87.97,87.21,89.36,86.91
87.61,89.52,90.94,87.61
89.97,90.08,90.35,89.00
90.40,88.60,91.00,88.59
89.01,88.90,89.26,87.96
88.88,89.92,90.05,88.85
89.43,89.86,90.95,89.25
89.40,90.33,90.80,89.02
90.69,90.31,90.78,89.82
90.31,90.00,91.28,89.93
90.01,89.82,90.59,89.56
89.68,88.83,89.81,88.68
89.73,90.47,90.78,89.42
90.38,89.17,90.82,88.28
88.45,89.77,90.39,88.10
89.62,87.86,89.74,87.30
88.05,87.49,89.18,86.36
87.40,87.90,88.13,86.03
88.46,87.79,88.89,87.48
88.44,89.69,89.99,87.62
89.47,87.47,89.64,87.19
87.32,88.24,88.35,87.03
88.04,87.23,88.21,86.56
87.25,85.97,87.34,85.27
85.67,86.59,87.32,84.94
87.35,88.45,89.69,87.20
88.60,87.56,88.60,86.68
87.29,87.77,87.98,86.51
88.07,88.76,89.74,87.33
88.92,91.28,91.33,88.32
91.41,89.92,92.28,89.62
89.96,85.50,90.08,85.37
86.18,85.42,86.63,84.94
80.51,83.60,84.77,79.75
83.15,85.68,85.70,82.53
85.73,85.97,86.44,84.92
86.19,86.40,87.32,85.86
86.43,86.07,86.69,85.10
85.92,85.80,86.95,85.45
85.32,87.09,87.65,85.27
86.54,86.70,87.10,85.46
86.47,85.45,86.70,85.37
85.20,83.93,85.65,83.77
84.05,83.22,84.84,82.40
82.71,83.28,83.83,82.38
83.71,83.44,84.36,83.12
82.68,81.62,82.68,81.16
81.03,81.01,81.98,79.50
81.13,80.69,81.45,80.19
81.09,81.52,81.79,80.68
82.08,82.50,82.99,81.62
82.57,80.20,82.73,80.16
80.35,80.31,81.24,79.88
81.20,82.35,82.50,80.72
82.38,80.94,82.39,80.23
81.39,80.37,81.99,80.02
80.81,83.36,84.22,80.76
83.18,83.85,84.34,82.72
82.67,82.27,83.41,81.82
82.19,83.34,83.85,81.83
82.83,82.00,83.00,81.27
79.78,81.41,82.69,79.52
81.24,79.71,81.50,79.24
81.36,79.57,81.36,79.15
80.77,80.10,80.90,79.29
81.23,80.99,81.50,80.59
80.97,80.19,81.11,80.00
80.01,80.78,81.11,79.30
81.28,81.33,81.70,80.18
81.42,82.09,83.03,81.35
82.19,81.40,82.61,81.38
81.41,81.54,81.68,80.61
81.89,84.19,84.27,81.87
83.95,85.36,87.19,83.95
85.94,86.03,87.00,85.77
86.11,85.16,86.52,84.90
84.90,84.76,85.47,84.10
85.41,84.49,85.57,84.00
84.22,84.19,84.98,83.50
84.54,82.58,84.92,82.21
82.63,83.18,83.45,82.54
82.71,84.34,84.58,82.49
84.72,84.64,85.19,83.80
84.00,84.74,84.84,83.19
84.82,85.70,86.22,84.38
84.42,84.88,85.27,83.82
85.29,86.10,87.18,85.29
87.23,86.24,87.56,85.54
86.25,87.31,87.55,85.76
87.46,87.22,88.00,86.24
87.41,87.86,87.90,86.51
91.00,88.65,92.00,85.61
88.68,87.43,89.13,86.53
87.50,86.18,87.66,85.80
86.78,85.92,86.98,85.74
85.70,84.32,86.10,84.00
84.39,83.90,84.56,83.00
83.22,83.89,84.81,83.01
85.05,84.50,85.72,84.24
84.36,83.55,84.61,83.06
83.90,84.54,84.88,83.52
84.15,83.96,84.51,83.31
83.78,85.39,85.83,83.34
85.40,86.66,88.00,85.40
86.05,85.10,86.79,85.02
84.75,84.36,85.65,84.01
84.04,83.88,84.21,83.53
84.09,83.02,84.80,82.40
82.71,81.96,82.71,81.54
81.02,80.54,81.47,80.34
80.78,80.35,81.39,80.25
80.18,82.02,82.36,80.07
81.78,82.25,82.58,81.39
82.42,82.96,82.99,81.92
83.62,83.80,83.94,82.75
83.42,82.16,84.06,82.07
82.41,80.95,82.72,80.90
79.70,76.98,79.81,76.33
76.78,75.02,76.88,74.68
75.57,75.00,75.76,74.60
74.93,74.57,75.03,73.99
74.78,74.56,75.12,74.00
74.40,72.98,74.52,72.48
73.16,73.66,74.16,72.79
74.55,74.37,75.66,74.01
73.77,73.56,74.25,72.68
73.60,75.29,75.35,73.53
75.93,76.05,76.30,75.42
75.89,77.70,77.81,75.71
78.05,78.04,78.22,77.55
77.62,77.22,78.23,77.10
74.55,77.78,77.90,73.88
77.94,76.76,78.23,76.43
76.65,77.00,77.55,76.58
77.59,79.33,79.96,77.25
79.60,80.49,80.77,79.31
80.79,81.32,81.52,80.39
81.36,82.78,82.99,80.75
82.75,81.81,82.75,81.13
81.33,80.93,81.52,80.71
81.87,82.00,82.71,81.70
81.28,81.06,81.44,80.40
80.25,78.73,80.48,78.39
78.67,78.18,79.50,78.13
78.88,78.14,79.80,78.01
78.48,76.63,78.51,76.50
77.02,75.83,77.02,75.31
75.67,75.60,76.97,75.22
74.97,75.07,75.57,74.27
75.12,75.64,75.90,74.92
74.40,72.78,74.64,72.01
72.95,72.49,73.63,72.35
71.97,71.78,72.56,71.57
71.89,71.63,72.50,71.50
71.32,71.38,72.28,70.85
71.56,70.35,72.22,70.21
69.61,69.23,70.21,67.77
70.21,67.84,70.25,67.26
67.07,65.13,67.29,65.08
65.30,66.92,67.00,64.19
65.90,64.63,66.00,64.01
65.53,66.36,67.06,64.00
64.42,58.84,64.65,58.67
59.85,59.84,60.25,55.91
58.57,57.42,59.77,57.26
57.87,61.15,62.20,57.31
61.36,62.59,64.02,61.16
63.09,63.46,63.96,62.10
62.78,61.11,63.27,61.03
61.40,60.11,63.09,59.80
58.32,57.20,58.47,56.68
56.19,56.47,58.43,56.19
57.83,55.71,57.90,55.53
56.07,57.15,57.16,55.00
56.32,58.35,58.55,56.21
58.64,56.83,58.86,56.63
56.42,58.73,59.59,56.21
59.90,62.10,62.40,59.84
61.95,63.22,63.56,60.42
63.41,62.69,64.39,62.26
62.69,60.74,62.85,60.65
59.30,58.36,59.97,57.67
55.97,55.82,56.55,54.25
56.78,56.85,57.19,56.16
56.16,54.01,56.60,53.74
53.61,52.54,54.02,51.91
51.74,52.35,52.94,50.92
52.52,53.27,54.00,52.30
53.33,54.12,54.90,52.38
54.89,54.55,54.89,53.37
54.80,53.60,55.85,53.30
52.47,52.99,53.37,52.13
53.20,51.49,54.06,51.44
51.55,50.02,52.35,50.01
48.42,48.01,49.12,47.35
47.52,50.00,50.85,47.52
50.45,52.31,52.42,50.01
53.51,53.24,54.89,52.62
53.49,50.41,53.62,50.22
51.57,51.09,52.72,49.54
50.09,49.91,51.50,49.52
49.46,48.49,50.46,48.48
47.64,51.96,52.04,47.48
52.18,54.10,54.25,51.72
54.13,55.21,55.62,53.93
55.71,53.54,56.63,52.75
54.75,55.62,55.74,54.40
55.30,55.99,56.24,55.01
56.35,57.69,59.58,55.67
57.40,56.84,57.74,55.60
57.66,57.91,58.19,56.68
57.56,54.98,57.56,54.82
53.69,55.21,55.52,51.52
55.09,55.36,56.10,54.92
55.46,55.08,55.85,53.89
55.88,57.40,57.41,55.86
57.71,59.12,59.50,57.52
58.78,57.22,58.78,57.11
57.98,58.54,59.30,56.93
60.17,60.47,62.00,59.92
53.39,51.80,54.60,51.77
51.34,50.81,51.92,50.53
49.34,49.87,50.71,48.75
50.52,50.84,51.44,49.90
51.53,51.52,51.69,49.42
51.09,51.64,51.75,50.31
51.44,52.40,52.47,50.77
52.69,53.30,53.46,51.79
52.28,52.64,53.05,52.05
53.34,53.26,54.12,52.18
53.64,54.59,54.76,53.43
54.30,53.79,54.85,53.37
53.77,53.45,53.78,52.79
52.44,51.85,53.22,51.65
51.84,50.31,52.06,49.98
50.68,50.68,50.98,49.93
49.80,48.49,49.90,47.83
48.30,47.89,48.68,47.20
47.17,46.36,47.65,46.28
46.31,46.05,47.11,46.02
47.60,47.93,48.30,47.19
47.18,46.74,47.40,45.88
48.34,49.06,49.32,48.05
49.10,49.00,49.85,48.45
49.67,49.45,50.81,49.35
50.35,49.75,50.68,49.44
49.70,49.07,50.01,48.99
48.79,49.64,50.30,48.13
49.19,48.84,49.68,48.52
49.07,49.79,49.98,49.03
49.22,49.41,49.46,48.27
49.71,47.86,50.41,47.52
47.52,46.76,47.95,46.63
47.55,46.63,47.74,46.24
46.94,46.64,47.25,46.01
46.81,45.37,47.18,45.22
46.22,48.16,48.26,46.22
48.14,49.14,49.38,47.64
49.30,50.56,50.79,49.15
50.79,51.19,51.68,50.76
50.34,46.62,50.34,46.56
46.90,46.37,48.00,46.06
46.49,47.32,47.42,46.40
47.59,47.45,47.88,47.25
48.34,48.51,49.66,48.28
48.47,48.97,49.29,47.72
48.52,50.32,50.39,48.14
50.27,49.48,50.32,49.02
49.70,50.49,50.93,49.70
51.03,51.83,52.35,51.00
51.55,51.83,52.48,51.30
50.98,52.01,52.14,49.84
51.65,50.90,52.05,50.54
51.73,49.89,52.33,49.86
49.99,53.86,54.13,49.78
53.83,55.43,56.29,53.60
55.23,54.19,55.23,53.42
54.18,53.96,55.10,53.74
53.52,54.36,54.71,53.33
54.40,54.89,55.12,53.40
54.23,54.42,55.25,53.78
54.20,54.60,54.85,53.81
54.02,53.75,54.60,53.36
54.25,54.32,54.69,52.91
59.13,61.64,65.25,58.50
61.76,64.36,64.94,61.50
65.07,68.66,69.14,65.04
68.72,70.74,71.57,68.18
70.42,70.70,70.93,69.38
70.70,70.20,71.33,69.30
70.22,69.53,70.22,68.73
68.86,70.04,70.24,68.30
70.76,71.94,72.25,70.49
71.22,72.07,72.26,70.77
72.52,69.35,73.09,69.18
69.28,70.66,70.90,68.94
71.17,71.03,72.50,70.93
71.32,70.61,72.26,70.38
70.37,70.08,71.07,69.20
70.04,70.90,71.35,69.54
71.36,71.30,72.35,70.70
70.74,76.10,76.78,70.74
75.86,76.15,78.04,75.45
75.91,75.57,76.83,74.86
76.52,74.48,76.52,74.07
74.38,74.14,75.00,73.50
73.79,73.85,74.66,73.34
72.13,72.80,73.14,71.27
73.23,73.57,74.09,72.93
73.67,73.44,73.69,71.63
72.95,75.30,75.85,72.93
75.47,75.13,75.73,74.50
75.68,78.06,78.18,75.60
78.50,78.50,79.39,77.97
78.58,78.82,78.92,77.63
79.23,76.84,79.36,76.06
76.84,77.76,78.81,76.23
77.32,77.42,77.86,76.01
77.52,77.52,78.08,76.73
77.18,76.54,77.38,75.73
75.93,76.78,77.14,74.37
77.89,78.02,78.38,77.53
78.21,76.62,78.82,76.52
76.50,75.83,77.16,75.08
75.06,76.13,76.36,74.53
76.61,76.86,76.94,75.76
76.69,75.77,77.04,75.31
75.74,74.50,76.32,74.25
73.78,74.23,74.63,72.79
73.97,75.23,75.45,73.68
73.99,74.29,74.55,72.65
73.99,70.46,74.23,70.32
71.82,71.94,73.03,71.51
71.87,71.97,72.57,71.69
71.75,71.10,72.44,70.95
71.70,71.03,72.60,70.53
71.50,68.00,71.89,67.05
68.01,66.21,68.03,66.13
66.05,64.49,66.09,64.18
64.77,64.17,65.16,63.89
63.25,65.73,66.00,62.88
65.61,66.33,67.28,65.48
67.45,68.89,71.32,67.45
67.89,65.96,69.62,64.83
66.67,64.52,67.00,64.14
64.52,64.02,64.94,63.31
64.33,64.79,66.08,63.99
64.44,64.88,65.24,64.06
64.68,62.80,64.96,62.65
62.75,61.77,62.75,61.21
61.65,61.98,62.32,61.56
61.39,61.62,61.76,60.00
60.60,61.11,61.89,60.38
61.72,61.13,62.19,60.75
60.55,62.41,62.90,60.24
61.94,61.02,62.50,60.92
60.71,60.96,62.39,60.14
61.15,61.58,62.69,60.99
61.61,58.46,61.61,58.33
58.62,57.71,59.19,57.16
57.75,58.56,58.77,57.02
58.60,58.58,59.32,57.77
58.05,58.96,59.16,57.59
59.26,58.53,59.43,57.60
58.64,60.56,60.89,58.54
60.84,62.83,62.89,60.84
62.33,63.13,65.45,59.97
63.02,61.88,63.16,60.45
60.60,57.81,60.61,57.51
57.78,57.27,58.26,55.62
56.88,58.86,59.02,56.70
59.31,60.79,60.95,58.94
61.58,60.01,61.96,59.72
59.67,60.83,61.13,59.16
61.39,58.83,61.49,58.73
59.19,59.60,59.73,58.53
59.27,58.24,59.54,57.81
58.46,58.04,59.10,57.69
58.39,59.11,59.24,58.21
59.00,60.23,60.67,58.37
60.32,62.14,62.59,60.32
62.14,61.80,62.77,61.43
61.72,58.16,61.95,57.92
58.40,56.73,58.79,56.42
55.94,54.86,56.35,54.53
54.87,55.44,56.01,54.08
55.72,56.85,57.54,55.72
56.26,57.44,57.61,55.57
59.19,61.16,61.16,58.77
61.43,61.53,61.61,60.41
61.71,62.94,62.94,61.62
62.90,63.26,63.89,62.09
62.44,62.82,62.97,61.64
62.81,61.90,62.83,61.46
62.26,60.66,62.57,60.07
60.78,61.90,62.01,60.37
61.23,61.70,62.20,59.85
61.96,62.82,63.33,61.73
62.85,61.98,63.14,61.45
62.46,63.44,63.57,61.53
64.27,65.04,65.49,63.31
66.66,68.46,68.96,66.66
67.88,67.61,68.45,67.44
66.12,67.31,69.13,66.02
62.69,62.25,65.64,61.46
63.22,64.61,65.49,62.92
65.82,66.90,67.23,65.01
67.14,68.61,69.27,66.83
68.62,68.23,69.75,67.09
68.23,67.56,68.39,67.28
67.97,67.40,68.26,66.41
66.70,66.85,67.28,65.93
68.71,69.54,70.26,68.19
69.55,70.02,71.00,69.00
70.46,70.86,71.77,70.46
70.54,71.67,72.56,69.94
71.68,71.22,72.21,70.71
70.95,71.84,72.04,70.88
71.79,71.73,72.32,71.06
72.17,71.52,72.87,71.33
71.58,71.77,72.14,71.47
71.77,73.82,74.97,71.75
74.31,75.27,75.70,74.09
75.03,73.65,75.03,73.14
73.68,73.43,74.65,73.18
73.43,74.63,75.23,73.31
74.33,74.01,75.56,73.65
73.70,74.35,74.83,73.45
74.56,74.04,75.06,73.67
74.03,73.98,75.00,73.83
74.15,74.68,74.85,73.36
74.05,74.31,74.66,73.70
75.31,75.46,76.48,74.64
74.23,76.04,77.38,74.23
76.02,75.25,76.39,74.72
75.97,77.76,78.82,75.97
77.77,78.02,78.58,77.36
78.29,78.51,79.75,77.56
78.52,79.65,80.08,78.31
79.86,80.49,80.70,79.81
80.09,80.93,81.40,78.34
80.91,83.34,84.05,80.76
83.00,83.33,84.09,82.30
82.92,82.88,83.97,82.20
82.87,85.01,85.30,82.50
84.57,84.50,85.59,83.61
85.47,85.22,86.47,85.00
84.91,85.68,86.37,84.22
85.82,83.34,85.98,83.32
83.44,81.84,83.66,80.61
82.50,83.48,83.64,81.76
82.99,82.91,83.65,81.84
83.19,82.57,84.07,82.35
82.98,83.84,84.24,82.94
84.08,84.92,85.88,83.33
85.42,85.00,85.90,84.81
85.56,85.57,87.54,85.20
85.25,86.55,87.13,85.25
86.28,84.21,86.94,84.17
84.48,84.10,85.01,83.58
85.01,84.82,85.68,84.06
84.92,83.58,85.40,82.87
83.93,84.10,84.54,83.32
84.77,84.85,85.08,83.72
85.11,87.11,88.91,85.11
86.80,87.19,87.86,86.35
87.29,87.05,87.72,86.42
86.71,86.31,86.90,84.69
89.13,93.81,94.34,86.25
95.43,95.24,97.96,95.23
95.11,94.88,96.35,94.08
94.72,95.29,96.19,93.65
95.75,97.68,98.28,95.55
98.39,100.56,100.66,97.89
99.92,98.15,100.55,98.15
97.73,98.16,98.69,97.38
98.64,98.15,99.50,97.71
97.31,97.80,98.89,95.68
97.59,97.35,98.28,96.89
96.98,96.61,98.51,94.50
96.95,96.48,97.38,95.38
96.33,96.95,98.20,95.95
97.46,95.14,100.55,94.73
95.63,93.96,97.08,93.50
94.69,96.16,96.92,93.91
97.36,98.12,99.70,97.03
97.89,100.91,101.78,97.68
101.09,101.03,102.53,100.47
101.21,102.73,102.73,101.00
101.89,100.99,102.98,100.61
100.90,100.19,102.05,99.59
100.19,102.59,103.28,99.61
102.77,102.52,103.50,101.11
102.37,101.84,102.50,100.81
102.26,100.96,102.60,100.68
100.98,100.42,101.40,99.91
100.35,98.62,100.54,98.46
98.60,97.60,98.93,96.55
97.83,98.01,98.52,97.34
97.61,99.66,99.90,97.35
100.10,99.36,100.33,97.45
99.79,101.30,102.27,99.37
100.99,101.12,102.57,100.63
100.68,100.10,101.44,99.78
100.50,101.35,101.73,100.06
101.26,102.72,104.21,99.27
102.80,102.15,103.89,100.48
102.08,102.33,102.78,100.79
100.49,101.38,102.73,100.08
100.86,100.60,102.05,100.44
100.79,99.74,101.27,98.91
99.80,101.16,101.40,99.67
100.44,99.02,100.60,99.00
98.96,101.75,102.00,98.77
103.74,107.17,107.21,103.72
107.13,106.90,107.94,105.78
106.79,105.99,106.93,105.81
105.60,104.37,105.76,103.82
103.67,105.01,105.52,103.29
105.51,105.81,107.74,105.51
106.02,105.78,106.56,105.05
106.18,105.05,106.39,104.87
105.00,105.43,105.46,103.75
104.46,104.43,105.58,103.96
104.26,102.80,104.41,102.66
103.51,107.40,107.63,103.11
107.11,102.31,107.19,101.74
102.34,103.92,104.17,101.86
103.62,107.70,108.17,103.41
107.70,110.02,111.58,107.61
110.51,109.68,111.25,109.26
110.83,106.29,111.04,104.39
106.20,109.36,109.52,105.23
109.10,108.72,109.70,107.92
112.65,115.38,115.67,110.35
114.65,112.74,115.50,112.46
111.63,111.61,113.78,111.34
112.23,110.89,112.58,110.26
109.81,108.40,111.10,107.95
108.69,107.00,109.76,106.84
107.00,107.32,107.95,106.68
107.33,106.47,108.22,105.93
106.72,110.81,110.83,106.61
110.88,110.98,111.65,110.24
110.22,111.00,111.40,110.13
111.18,111.33,111.62,110.20
111.36,112.61,112.86,109.11
112.69,107.57,112.89,107.22
107.10,107.11,107.25,104.06
107.22,109.55,110.13,106.95
109.70,107.11,110.53,107.11
108.24,110.10,110.55,107.85
109.71,111.04,111.50,109.62
111.08,112.95,114.30,110.84
112.02,114.35,114.49,110.90
113.97,117.36,117.63,113.60
117.95,118.88,120.00,117.16
118.91,118.51,119.99,117.94
118.28,116.08,118.31,116.00
117.80,117.75,119.29,116.53
117.77,119.29,119.68,117.77
119.01,118.86,119.54,117.85
118.75,118.13,119.05,116.82
118.36,117.49,118.85,117.09
116.90,115.20,117.57,114.90
114.29,114.84,115.70,112.63
115.25,115.17,116.09,113.84
116.00,116.28,117.33,115.36
115.74,113.84,115.91,113.57
114.40,114.39,114.89,113.25
114.88,113.76,115.74,113.01
114.74,114.29,114.79,113.81
113.24,116.23,116.56,113.22
116.23,118.46,118.85,116.12
118.40,116.07,118.92,115.89
116.50,114.99,117.19,114.59
115.34,112.61,116.10,111.96
112.51,112.08,113.19,111.35
110.24,113.40,113.54,108.96
113.13,114.46,114.48,111.82
114.54,115.23,116.91,114.54
115.58,117.96,118.03,115.04
117.90,119.59,120.41,117.75
119.17,119.00,120.00,117.75
118.03,113.12,118.82,113.12
114.15,116.78,116.95,114.15
115.57,116.53,117.00,115.29
116.79,112.34,117.14,111.93
112.90,117.13,118.16,112.26
117.51,118.02,118.56,114.86
118.49,122.00,122.39,118.08
119.81,119.25,120.46,112.56
119.26,117.37,120.47,116.77
117.35,116.20,117.75,114.98
116.26,116.07,116.48,115.29
115.84,114.28,116.13,113.14
114.08,112.90,115.21,112.58
113.26,116.00,116.30,113.00
118.06,118.42,120.08,117.79
118.16,119.00,119.16,117.50
119.07,122.65,122.80,118.21
122.65,123.60,123.64,121.40
123.85,124.71,127.33,123.74
124.98,127.90,127.99,124.93
127.81,127.27,128.57,126.14
127.49,129.00,129.92,127.44
130.39,129.67,130.49,127.81
129.34,128.10,130.73,127.99
129.15,130.71,130.99,128.95
130.50,129.53,131.50,129.15
129.84,130.97,131.31,128.74
131.83,128.72,134.09,127.72
126.22,130.58,131.32,125.66
128.91,129.19,129.37,126.87
130.99,129.61,131.52,128.75
128.57,127.77,129.20,126.50
127.98,128.93,129.87,127.61
127.92,127.76,130.93,127.75
127.79,126.42,127.91,122.50
126.09,122.63,127.47,121.74
121.95,119.72,123.51,119.14
119.54,122.88,123.10,118.74
123.49,124.55,125.18,120.43
125.73,126.28,127.62,124.72
124.90,124.10,126.62,123.41
124.96,122.85,125.38,122.69
122.84,127.82,128.26,122.27
127.10,129.24,130.21,127.10
130.44,129.28,131.59,128.18
130.02,129.61,130.34,127.95
129.43,126.80,130.11,126.78
