BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,NASDAQ
3.15,3.00,3.15,3.00
3.15,3.15,3.15,2.94
2.94,3.15,3.15,2.86
2.88,3.15,3.15,2.88
2.92,2.92,2.92,2.88
nan,2.92,nan,nan
3.00,2.88,3.00,2.88
2.88,2.85,2.92,2.85
2.85,3.08,3.14,2.85
3.00,3.00,3.00,2.85
2.85,2.88,2.88,2.85
2.88,2.88,3.00,2.88
2.92,2.88,2.92,2.88
2.88,2.78,3.00,2.70
2.80,2.88,2.92,2.80
2.92,3.00,3.00,2.92
2.85,3.08,3.08,2.85
2.73,2.76,3.00,2.70
2.72,2.92,2.92,2.72
2.85,2.85,2.85,2.78
2.85,2.92,2.92,2.85
2.85,2.78,2.85,2.78
2.85,2.70,2.92,2.70
2.78,2.73,2.78,2.70
2.76,2.70,2.76,2.70
nan,2.70,nan,nan
2.70,2.70,2.78,2.70
2.78,2.70,2.78,2.70
2.84,2.85,3.00,2.78
2.85,2.85,2.85,2.78
2.78,2.85,2.85,2.78
3.00,3.00,3.00,2.85
3.00,3.00,3.00,2.85
2.88,3.00,3.00,2.70
2.85,2.70,2.85,2.70
2.85,3.00,3.00,2.85
3.00,3.15,3.15,2.85
3.00,3.00,3.12,3.00
3.12,3.12,3.14,3.12
3.15,3.00,3.15,3.00
nan,3.14,nan,nan
3.14,3.00,3.15,3.00
3.15,3.30,3.30,3.15
3.30,3.30,3.30,3.15
3.30,3.30,3.30,3.15
3.22,3.62,3.75,3.22
3.45,3.60,3.60,3.45
3.52,3.60,3.75,3.30
3.60,4.23,4.35,3.52
4.35,4.20,4.58,4.05
4.05,3.90,4.18,3.75
3.75,3.75,3.90,3.75
3.75,3.75,3.75,3.45
3.45,3.75,3.75,3.45
3.52,3.45,3.52,3.32
3.30,3.75,3.82,3.30
4.20,4.35,4.35,3.82
4.35,4.44,4.50,4.35
4.95,4.65,4.95,4.50
4.65,4.50,4.65,4.35
4.88,4.65,5.18,4.65
4.65,4.80,5.10,4.53
4.95,4.95,5.10,4.80
5.10,5.25,5.25,4.95
nan,6.00,nan,nan
nan,5.85,nan,nan
5.70,4.95,6.00,4.65
5.25,5.55,5.55,4.65
5.55,5.49,6.00,5.49
5.55,5.55,6.00,5.19
5.85,5.40,5.85,5.40
5.40,5.10,5.40,4.96
5.10,5.10,5.25,4.88
5.10,5.37,5.40,4.88
5.62,5.20,5.62,4.88
5.20,4.95,5.20,4.65
4.65,4.65,4.95,4.58
4.65,4.65,4.80,4.50
4.65,4.64,4.80,3.75
4.50,4.50,4.64,4.20
3.76,4.50,4.50,3.75
4.50,4.20,4.50,4.20
4.42,4.50,4.50,4.20
4.50,4.42,4.50,4.20
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.35
4.35,4.50,4.50,4.35
4.50,4.50,4.50,4.35
4.50,4.50,4.50,4.35
4.42,4.47,4.47,4.35
4.50,4.50,4.50,4.42
4.50,4.50,4.58,4.50
4.50,4.50,4.50,4.50
4.35,4.42,4.65,4.35
4.35,4.50,4.50,4.35
4.80,4.50,5.25,4.35
4.35,4.50,4.50,4.35
4.50,4.50,4.65,4.35
4.50,4.42,4.50,4.35
4.35,4.50,4.50,4.35
4.50,4.42,4.50,4.35
4.42,4.38,4.65,4.35
4.58,4.35,4.58,4.28
4.35,4.20,4.42,4.20
4.20,4.50,4.50,3.90
4.35,4.35,4.35,4.05
4.35,4.35,4.35,4.20
nan,4.20,nan,nan
3.98,4.20,4.20,3.75
3.90,4.05,4.05,3.90
4.05,4.20,4.20,3.90
nan,4.28,nan,nan
N/A,N/A,N/A,N/A
4.35,4.20,4.35,4.05
4.05,4.18,4.20,4.05
3.94,4.18,4.18,3.90
3.90,4.17,4.17,3.75
nan,3.93,nan,nan
4.05,4.35,4.35,4.05
4.35,4.11,4.35,4.05
4.05,4.50,4.50,3.90
4.50,4.35,4.50,4.20
4.05,4.35,4.35,4.05
4.12,4.42,4.42,4.12
4.50,4.50,4.65,4.20
4.58,4.50,4.58,4.35
4.50,4.20,4.50,4.05
4.20,4.05,4.20,3.90
3.90,4.12,4.34,3.90
4.13,3.98,4.13,3.91
3.75,4.20,4.35,3.75
3.98,4.20,4.20,3.98
4.35,4.20,4.35,4.20
4.20,4.20,4.20,4.20
4.05,4.05,4.20,3.90
4.20,4.20,4.35,4.20
4.20,4.32,4.32,4.20
4.32,4.20,4.44,4.14
4.30,4.26,4.30,4.14
4.28,4.14,4.28,4.14
4.05,4.05,4.14,3.90
3.98,4.05,4.05,3.90
3.90,4.04,4.04,3.90
3.90,4.05,4.05,3.90
3.90,4.05,4.05,3.75
4.20,4.20,4.20,4.05
4.20,4.05,4.20,4.05
4.20,4.20,4.20,3.90
4.20,4.20,4.20,4.05
4.20,4.35,4.35,4.20
5.32,7.65,8.24,5.25
7.82,8.10,9.00,6.90
8.58,7.17,8.58,6.60
7.17,6.45,7.17,6.38
6.38,6.90,7.35,6.38
7.30,7.38,7.72,7.05
nan,7.05,nan,nan
7.26,7.20,7.28,7.05
7.20,7.12,7.20,7.05
7.20,7.20,7.28,7.05
7.05,6.65,7.20,6.62
6.75,6.90,7.18,6.75
7.12,7.05,7.20,6.90
7.14,6.96,7.20,6.75
7.12,6.76,7.12,6.75
6.96,6.94,6.96,6.75
7.65,7.65,8.25,7.50
7.95,7.96,8.38,7.74
8.12,7.65,8.24,7.65
7.65,8.02,8.02,7.50
8.08,7.80,8.08,7.65
7.88,7.58,8.02,7.50
7.58,7.46,7.72,7.35
7.46,7.06,7.58,7.05
7.06,6.75,7.20,6.75
6.60,6.68,6.74,5.85
6.75,6.75,6.75,6.38
6.69,6.63,6.75,6.52
6.62,6.56,6.72,6.16
6.45,6.34,6.58,6.00
6.00,6.28,6.30,5.85
6.28,5.85,6.28,5.70
5.70,6.30,6.52,5.70
6.08,6.15,6.68,5.78
6.15,6.15,6.21,5.84
6.45,6.58,6.58,6.22
6.68,6.88,6.90,6.60
6.88,6.75,7.05,6.75
7.05,7.28,7.38,6.75
7.32,7.40,7.41,6.90
7.05,7.18,7.18,6.75
6.75,7.20,7.20,6.48
6.90,7.19,7.20,6.75
7.19,6.93,7.19,6.75
6.92,6.58,6.92,6.45
6.56,6.70,6.75,6.56
6.52,6.52,6.68,6.42
6.40,7.20,7.20,6.40
6.75,6.00,7.16,5.70
6.00,5.74,6.28,5.70
5.91,6.00,6.00,5.78
6.00,5.78,6.00,5.48
5.80,6.00,6.00,5.67
5.72,5.50,5.82,5.50
5.70,5.68,5.70,5.55
5.67,5.19,5.67,5.12
5.19,5.37,5.46,5.10
5.25,5.24,5.39,4.95
5.08,5.01,5.08,4.66
4.84,5.01,5.08,4.23
4.56,4.94,4.95,4.35
4.94,4.88,4.94,4.65
4.80,4.62,4.80,4.36
4.41,4.57,4.65,4.06
4.62,4.64,4.64,4.42
4.64,4.65,4.72,4.52
4.64,4.74,4.74,4.35
4.74,4.74,4.74,4.52
4.52,4.54,4.72,4.50
4.64,4.72,4.80,4.50
4.72,4.84,4.84,4.58
5.10,4.50,5.10,4.50
4.50,4.50,4.80,4.50
4.50,4.64,4.64,4.50
4.52,4.78,4.78,4.52
4.65,4.72,4.72,4.52
4.58,4.78,4.78,4.52
5.24,4.72,5.24,4.54
4.77,4.78,4.78,4.58
4.78,4.78,4.78,4.58
4.78,4.77,4.78,4.54
4.89,4.78,4.89,4.65
4.53,4.52,4.77,4.52
4.77,4.65,4.77,4.50
4.65,4.65,4.78,4.50
4.35,4.77,4.77,4.35
4.36,4.68,4.74,4.36
4.42,4.50,4.68,4.42
4.42,4.50,4.56,4.37
4.54,4.50,4.54,4.37
4.40,4.18,4.50,4.02
4.05,3.95,4.12,3.90
3.92,3.94,3.96,3.76
3.94,3.90,3.94,3.78
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.02
4.20,3.92,4.20,3.92
3.92,4.05,4.05,3.92
4.05,4.18,4.50,4.05
4.34,4.06,4.34,4.06
4.22,4.05,4.22,4.05
3.82,4.02,4.05,3.82
4.04,3.92,4.05,3.87
3.92,3.92,3.92,3.92
3.92,3.92,4.05,3.92
3.92,4.05,4.05,3.82
3.82,3.90,4.05,3.82
nan,4.05,nan,nan
4.05,4.05,4.05,3.92
4.05,4.05,4.05,3.90
4.05,3.92,4.05,3.90
3.92,3.98,4.05,3.92
4.05,3.92,4.05,3.92
3.92,4.05,4.05,3.92
6.00,3.98,6.00,3.82
3.82,3.78,3.90,3.78
3.78,3.79,3.87,3.78
3.79,3.79,3.90,3.79
3.90,3.90,3.90,3.79
3.90,3.82,3.90,3.81
3.81,3.82,3.90,3.75
3.75,3.66,3.87,3.60
3.60,3.31,3.60,3.30
3.52,3.45,3.70,3.15
3.45,3.45,3.45,3.15
3.45,3.30,3.45,3.15
3.28,3.30,3.30,3.22
3.30,3.30,3.45,3.22
nan,3.30,nan,nan
3.22,3.30,3.30,3.22
3.45,3.30,3.49,3.15
3.30,3.30,3.75,3.02
3.45,3.08,3.45,3.08
3.02,3.60,3.60,3.02
3.60,3.74,3.75,3.60
3.58,3.60,3.60,3.45
3.60,3.60,3.60,3.45
3.60,3.75,3.82,3.60
3.75,3.75,3.75,3.62
3.88,4.34,4.34,3.88
4.42,4.42,4.50,4.29
nan,4.42,nan,nan
4.66,4.20,5.02,3.75
4.28,3.75,4.28,3.69
3.88,3.74,3.88,3.45
3.45,3.60,3.60,3.45
3.60,3.45,3.75,3.16
3.45,3.42,3.45,3.06
3.30,3.30,3.42,3.15
3.30,3.30,3.32,3.22
3.30,3.33,3.45,3.30
3.33,3.30,3.45,3.24
3.30,3.45,3.51,3.22
3.45,3.45,3.45,3.26
3.45,3.40,3.45,3.39
3.40,3.45,3.45,3.40
3.68,3.40,3.68,3.24
3.33,3.45,3.45,3.30
3.45,3.45,3.45,3.30
3.38,3.38,3.44,3.30
3.34,3.32,3.38,3.24
3.52,3.30,3.52,3.24
3.27,3.26,3.30,3.24
3.44,3.22,3.45,3.22
3.22,3.42,3.42,3.18
3.42,3.42,3.42,3.30
3.26,3.39,3.39,3.16
3.30,3.45,3.45,3.30
3.38,3.90,4.65,3.38
4.05,4.04,4.05,3.75
4.05,3.87,4.10,3.68
3.87,3.69,3.98,3.60
3.60,3.60,3.70,3.52
3.52,3.56,3.56,3.45
3.81,3.60,3.81,3.45
3.76,3.60,3.76,3.45
3.46,3.44,3.46,3.27
3.30,3.45,3.60,3.30
3.45,3.45,3.45,3.33
3.38,3.60,3.72,3.38
3.82,3.60,3.82,3.45
3.75,3.90,3.90,3.45
3.90,3.80,3.90,3.45
3.75,3.48,3.75,3.48
3.74,3.68,3.74,3.45
3.45,3.68,3.68,3.45
3.45,3.68,3.68,3.45
3.68,3.60,3.74,3.42
3.30,3.46,3.60,3.30
3.32,3.52,3.52,3.32
3.52,3.10,3.52,3.00
3.03,3.30,3.45,3.03
3.30,3.09,3.38,3.09
3.45,3.33,3.45,3.15
3.30,3.30,3.39,3.30
3.30,3.30,3.38,3.30
3.30,3.45,3.90,3.30
3.30,3.45,3.60,3.30
3.48,3.42,3.54,3.30
3.30,3.56,3.58,3.30
3.30,3.56,3.56,3.18
3.18,3.45,3.55,3.18
3.30,3.22,3.45,3.22
3.22,3.52,3.52,3.22
3.30,3.30,3.45,3.15
3.15,3.44,3.45,3.15
3.30,3.30,3.30,3.30
3.44,3.60,3.66,3.30
3.66,3.60,3.66,3.38
3.38,3.60,3.60,3.38
3.45,3.45,3.45,3.45
3.60,3.30,3.60,3.30
3.33,3.45,3.45,3.33
3.45,3.38,3.45,3.38
3.52,3.52,3.52,3.45
3.52,3.52,3.60,3.45
3.52,3.60,3.60,3.45
3.52,3.60,3.60,3.32
3.58,3.68,3.68,3.52
3.68,3.60,3.68,3.52
3.60,3.52,3.60,3.46
3.52,3.45,3.52,3.30
3.33,3.60,3.60,3.33
3.60,3.60,3.68,3.45
3.46,3.60,3.60,3.38
3.74,3.60,3.75,3.38
3.40,3.45,3.58,3.38
3.75,3.75,3.82,3.45
3.81,3.75,4.04,3.75
3.75,4.34,4.34,3.75
4.32,4.20,4.42,3.90
4.05,4.05,4.05,3.90
4.20,4.05,4.20,3.90
3.82,3.98,4.04,3.75
4.05,3.80,4.05,3.78
3.80,3.88,3.88,3.60
3.75,3.75,3.75,3.52
3.75,3.75,3.75,3.68
3.60,3.75,3.75,3.60
3.52,3.63,3.68,3.52
3.52,3.52,3.60,3.45
3.30,3.52,3.52,3.30
3.52,3.45,3.52,3.45
3.45,3.45,3.45,3.33
3.45,3.60,3.60,3.30
3.60,3.60,3.60,3.60
3.90,3.75,4.05,3.52
3.75,3.88,3.90,3.52
3.90,3.94,3.94,3.75
3.98,3.82,4.05,3.60
3.82,3.75,3.90,3.60
3.60,3.60,3.75,3.60
3.51,3.58,3.58,3.38
3.60,3.45,3.60,3.45
3.57,3.52,3.58,3.45
3.60,3.90,3.98,3.60
4.12,4.11,4.12,3.98
4.11,4.16,4.16,3.92
4.05,4.95,5.18,4.05
5.30,4.76,5.31,4.50
4.80,4.72,4.88,4.66
4.72,5.17,5.17,4.65
5.10,4.41,5.62,4.29
4.75,4.62,5.10,4.50
4.65,4.65,4.80,4.50
4.83,4.65,4.84,4.28
4.50,4.77,4.77,4.28
4.72,4.35,4.95,4.28
4.28,3.94,4.35,3.82
4.12,3.98,4.12,3.92
4.05,4.28,4.35,4.05
4.35,4.35,4.35,4.20
4.88,4.05,4.95,3.82
3.94,4.05,4.32,3.92
4.20,3.98,4.28,3.68
3.98,3.92,4.05,3.90
3.90,3.90,4.05,3.82
3.90,4.05,4.05,3.82
4.05,3.93,4.05,3.78
3.93,3.90,4.05,3.75
3.89,3.82,3.90,3.75
3.90,3.78,3.90,3.75
3.75,3.86,3.90,3.75
3.90,3.82,3.90,3.75
3.75,3.78,3.86,3.75
3.82,3.78,3.82,3.75
3.82,3.88,3.88,3.75
3.88,3.80,3.88,3.75
3.82,3.82,3.82,3.75
3.75,3.78,3.82,3.75
3.82,3.82,3.82,3.78
3.78,3.75,3.82,3.75
3.75,3.80,3.82,3.75
3.80,3.75,3.80,3.75
3.75,3.75,3.76,3.75
3.75,3.82,3.82,3.75
3.75,3.78,3.78,3.75
3.75,3.64,3.75,3.52
3.62,3.60,3.63,3.60
3.50,3.48,3.63,3.45
3.48,3.50,3.54,3.48
3.50,3.51,3.51,3.50
3.45,3.45,3.68,3.42
3.52,3.38,3.52,3.38
3.38,3.45,3.50,3.38
3.45,3.45,3.50,3.38
3.39,3.45,3.68,3.38
3.60,3.45,3.60,3.39
3.39,3.32,3.60,3.30
3.33,3.30,3.38,3.15
3.38,3.45,3.68,3.16
3.45,3.52,3.52,3.28
3.45,3.52,3.52,3.22
3.22,3.44,3.52,3.22
3.32,3.36,3.42,3.27
3.38,3.40,3.44,3.22
3.32,3.45,3.45,3.32
3.33,3.30,3.38,3.30
3.22,3.30,3.30,3.22
3.45,3.57,3.60,3.38
3.57,3.38,3.57,3.38
3.52,3.38,3.52,3.38
3.45,3.45,3.52,3.44
3.45,3.52,3.59,3.45
3.58,3.45,3.58,3.41
3.52,3.45,3.52,3.38
3.51,3.44,3.51,3.30
3.22,3.42,3.45,3.22
3.39,3.44,3.45,3.32
3.46,3.46,3.51,3.45
3.45,3.45,3.45,3.30
3.30,3.46,3.46,3.30
3.46,3.56,3.56,3.45
3.52,3.45,3.60,3.45
3.38,3.38,3.45,3.30
3.38,3.58,3.60,3.30
3.45,3.50,3.50,3.38
3.32,3.38,3.42,3.32
3.32,3.40,3.40,3.32
3.40,3.38,3.48,3.32
3.38,3.30,3.45,3.24
3.38,3.38,3.45,3.30
3.31,3.30,3.38,3.30
3.30,3.22,3.34,3.15
3.24,3.28,3.30,3.17
3.22,3.27,3.30,3.22
3.24,3.16,3.24,3.16
3.16,3.22,3.30,3.15
3.08,3.00,3.22,3.00
3.00,2.88,3.15,2.85
2.92,2.85,2.92,2.74
2.92,2.75,2.92,2.75
2.78,3.03,3.03,2.78
3.15,2.92,3.15,2.85
2.76,2.92,3.00,2.76
2.92,2.85,3.00,2.79
2.85,2.78,2.85,2.74
2.85,2.82,2.85,2.61
2.85,2.64,2.85,2.62
2.64,2.70,2.73,2.55
2.70,2.73,2.78,2.62
2.67,2.70,2.85,2.67
2.70,2.92,2.92,2.70
3.02,3.22,3.30,3.00
3.29,3.15,3.30,3.15
3.15,3.08,3.30,3.02
3.15,3.22,3.22,3.11
3.22,3.38,3.45,3.10
3.22,3.68,3.74,3.22
4.01,3.60,4.01,3.52
3.60,3.44,3.60,3.30
3.44,3.45,3.45,3.30
3.34,3.45,3.45,3.30
3.50,3.45,3.50,3.30
3.52,3.52,3.56,3.46
3.56,3.56,3.60,3.38
3.60,3.52,3.60,3.45
3.46,3.52,3.52,3.45
3.45,3.45,3.45,3.45
3.52,3.51,3.52,3.15
3.51,3.59,3.60,3.46
3.60,3.46,3.60,3.46
3.45,3.34,3.50,3.30
3.30,3.52,3.60,3.30
3.52,3.56,3.56,3.45
3.60,3.60,3.63,3.56
3.68,3.67,3.72,3.60
3.69,3.66,4.05,3.53
3.78,3.70,3.82,3.68
3.69,4.00,4.02,3.68
4.00,3.86,4.05,3.75
3.97,3.75,4.05,3.68
3.82,3.75,3.82,3.68
3.75,3.68,3.82,3.68
3.75,3.52,3.75,3.45
3.45,3.48,3.52,3.45
3.45,3.52,3.56,3.30
3.52,3.48,3.57,3.46
3.48,3.48,3.57,3.32
3.45,3.30,3.48,3.30
3.30,3.60,3.60,3.30
3.52,3.64,3.67,3.52
3.62,3.49,3.74,3.49
3.52,3.48,3.52,3.45
3.56,3.56,3.56,3.46
3.56,3.60,3.67,3.49
3.66,3.64,3.66,3.52
3.62,3.53,3.64,3.53
3.60,3.58,3.60,3.53
3.53,3.59,3.60,3.53
3.57,3.60,3.60,3.50
3.81,3.66,3.81,3.60
3.66,3.70,3.70,3.61
3.70,3.60,3.70,3.49
3.52,3.71,3.71,3.52
3.71,3.75,3.78,3.60
3.75,3.66,3.90,3.38
3.66,3.60,3.68,3.40
3.60,3.60,3.60,3.60
3.60,3.40,3.60,3.40
3.68,3.58,3.75,3.38
3.58,3.56,3.58,3.45
3.30,3.60,3.68,3.30
3.60,3.60,3.60,3.45
3.60,3.60,3.60,3.45
3.45,3.52,3.60,3.45
3.60,3.49,3.60,3.49
3.58,3.54,3.60,3.49
3.60,3.50,3.60,3.50
3.50,3.46,3.60,3.46
3.46,3.50,3.60,3.46
3.45,3.57,3.60,3.38
3.45,3.60,3.60,3.45
3.60,3.57,3.60,3.56
3.46,3.75,3.82,3.40
3.90,3.75,3.90,3.72
3.87,3.51,3.87,3.45
3.56,3.75,3.93,3.52
3.81,3.71,3.81,3.52
3.60,3.62,3.75,3.52
3.60,3.60,3.74,3.56
3.74,3.60,3.74,3.52
3.52,3.68,3.68,3.52
3.60,3.60,3.75,3.52
3.68,3.60,3.74,3.60
3.60,3.58,3.66,3.50
3.58,3.52,3.68,3.52
3.50,3.45,3.60,3.45
3.45,3.47,3.67,3.45
3.45,3.59,3.60,3.45
3.60,3.67,3.67,3.47
3.47,3.75,3.75,3.47
3.76,3.60,3.76,3.60
3.60,3.57,3.75,3.57
3.45,3.47,3.74,3.45
3.38,3.45,3.45,3.38
3.45,3.38,3.58,3.38
3.38,3.38,3.58,3.32
3.38,3.30,3.45,3.30
3.30,3.58,3.58,3.30
3.45,3.58,3.58,3.45
3.57,3.52,3.57,3.36
3.52,3.52,3.52,3.45
3.45,3.45,3.45,3.36
3.52,3.50,3.52,3.45
3.52,3.30,3.52,3.30
3.30,3.46,3.50,3.30
3.50,3.32,3.50,3.32
3.33,3.30,3.33,3.30
3.45,3.22,3.45,3.22
3.15,3.15,3.30,3.15
3.15,3.15,3.15,3.12
3.08,3.00,3.15,3.00
3.01,3.17,3.45,3.00
3.15,3.22,3.29,3.08
3.29,3.12,3.29,3.08
3.15,3.27,3.27,3.03
3.03,3.15,3.15,3.03
3.15,3.15,3.28,3.00
3.08,3.08,3.28,3.00
3.08,3.15,3.22,3.00
3.15,3.15,3.15,3.15
3.26,3.08,3.26,3.08
3.15,3.08,3.26,3.00
3.00,3.08,3.08,3.00
3.16,3.00,3.16,3.00
3.00,3.15,3.22,3.00
3.21,3.15,3.22,3.15
3.15,3.20,3.22,3.02
2.97,3.15,3.22,2.97
3.30,3.02,3.38,3.02
3.15,3.03,3.22,3.02
3.04,3.21,3.21,3.02
3.18,3.15,3.21,3.15
3.26,3.06,3.26,3.03
3.06,3.04,3.06,3.03
3.03,3.10,3.15,3.00
3.03,3.03,3.22,3.03
3.15,3.08,3.15,3.03
3.08,3.18,3.22,3.08
3.22,3.03,3.22,3.03
3.08,3.03,3.18,3.03
