LANC,Lancaster Colony Corporation - Common Stock,NASDAQ
61.52,63.47,63.90,60.57
63.10,63.12,64.06,62.81
63.10,63.42,63.50,62.00
64.22,64.12,64.99,63.29
64.10,65.48,65.96,63.65
65.31,65.09,65.44,64.50
65.61,63.36,66.01,61.92
67.55,67.56,69.31,65.90
67.40,67.32,68.20,66.08
66.66,66.52,67.51,66.19
64.10,64.60,66.89,64.10
65.47,65.72,65.96,64.67
66.22,66.84,67.02,65.83
66.40,66.50,66.75,65.86
66.53,66.85,66.92,65.46
67.44,68.25,68.42,66.51
66.88,66.66,67.64,66.38
67.54,67.64,68.11,66.94
68.12,68.83,69.17,67.63
68.90,68.30,68.90,67.86
68.15,69.43,69.57,67.63
68.77,68.87,70.60,68.72
68.67,67.54,69.31,67.29
67.54,67.24,67.92,66.94
66.28,65.97,66.61,65.41
65.99,65.96,66.72,65.44
65.57,63.91,65.57,63.48
63.65,62.99,64.07,62.97
64.73,67.54,67.54,64.25
67.37,67.60,68.17,66.80
69.60,70.40,70.57,68.38
70.02,69.10,70.80,68.96
69.61,68.79,69.61,68.47
69.58,69.86,70.19,69.04
69.80,70.12,70.43,69.48
69.37,69.89,70.04,68.06
69.25,67.90,69.25,67.60
68.11,70.58,70.81,68.00
69.84,69.22,69.84,68.48
69.58,68.57,70.33,68.26
67.94,68.12,68.88,66.51
69.06,70.54,70.59,68.82
71.00,71.36,71.49,70.19
71.63,70.04,71.97,69.81
71.28,71.22,72.04,71.05
71.22,71.23,71.62,70.96
71.25,70.09,71.32,69.74
70.32,70.28,70.56,69.95
70.17,70.77,71.14,70.15
70.65,69.48,70.77,69.32
69.75,70.74,70.95,69.36
70.48,69.34,71.11,69.30
70.47,69.49,71.58,69.04
69.08,68.92,69.65,68.59
68.72,69.17,69.30,67.90
68.98,68.70,69.33,68.55
69.03,69.35,69.51,68.55
69.55,70.02,70.34,69.50
69.58,68.93,69.58,68.75
69.01,69.48,69.70,68.47
68.69,69.32,69.78,68.69
69.41,69.32,70.10,69.25
69.29,69.98,70.05,68.57
70.32,69.89,70.32,69.24
69.61,70.00,70.27,69.60
70.10,69.92,70.45,69.32
69.69,69.44,70.10,69.36
69.30,69.33,70.19,68.82
68.00,69.84,70.00,67.59
69.70,69.65,70.02,69.11
69.07,69.90,70.06,68.01
70.36,69.49,70.97,69.42
69.85,69.80,70.10,69.32
69.81,69.57,70.54,69.12
70.69,70.00,70.98,69.98
69.55,69.60,69.96,69.37
69.46,69.05,70.00,69.05
69.06,68.98,69.46,68.37
68.96,68.54,69.24,68.34
67.87,67.74,68.13,67.14
68.43,68.02,68.54,67.28
67.61,67.87,68.02,67.10
68.17,67.35,68.40,67.06
67.37,68.38,68.69,67.30
68.71,67.97,68.71,67.84
67.95,68.12,68.32,67.57
68.23,68.01,68.53,67.81
68.16,69.00,69.19,68.03
69.02,67.94,69.28,67.85
66.77,66.21,67.07,65.98
66.03,65.67,66.42,65.18
65.92,65.17,66.11,65.17
65.44,64.88,65.59,64.55
64.92,63.96,65.14,63.68
63.73,64.72,64.79,63.59
64.15,63.86,64.55,63.67
63.64,64.04,64.49,63.27
64.26,64.52,64.66,63.51
64.51,65.42,65.62,64.51
65.41,65.56,65.89,65.41
65.93,66.38,66.38,65.65
66.20,65.57,66.83,65.37
65.61,65.54,65.78,64.86
65.67,65.02,65.67,64.86
64.80,65.32,65.76,64.70
64.84,64.95,65.51,64.84
65.07,64.92,65.35,64.58
64.49,65.35,65.46,64.49
65.44,65.71,65.86,64.94
66.47,66.50,66.86,65.86
66.37,66.61,67.16,66.37
66.83,66.72,67.00,66.25
66.26,66.93,67.00,65.45
67.25,66.46,67.25,66.46
66.29,66.30,67.11,66.00
66.20,65.94,66.78,65.43
65.35,65.39,65.74,65.05
65.10,64.68,65.11,64.51
63.79,63.73,64.55,63.52
63.56,62.80,63.82,62.74
63.15,63.42,64.02,62.81
63.31,63.82,63.95,63.03
63.69,63.18,63.74,63.01
63.27,63.96,64.21,63.21
64.41,65.12,65.64,64.41
64.78,64.95,65.45,64.68
64.87,64.29,65.41,64.06
65.52,64.90,65.52,64.63
64.07,63.56,64.22,63.31
63.74,64.66,64.66,63.74
65.31,65.51,65.64,64.96
65.36,64.64,65.56,64.50
64.65,64.43,64.74,63.66
64.53,65.21,66.38,64.53
65.09,64.90,66.72,64.89
64.42,65.37,65.72,64.42
65.10,65.00,65.68,64.84
64.70,64.71,65.12,64.62
64.51,64.98,65.40,64.51
64.46,65.94,65.94,64.46
65.15,65.52,65.92,65.10
65.82,66.14,66.48,65.52
65.81,65.52,66.46,65.28
65.14,65.49,65.94,64.10
65.35,65.80,66.09,65.19
65.85,65.96,66.47,65.68
66.00,64.34,66.00,64.33
64.17,63.91,64.49,63.59
64.11,64.06,64.36,63.02
64.01,63.50,64.11,63.23
63.02,63.55,63.60,62.68
63.55,64.85,64.85,63.01
64.76,65.73,65.75,64.71
65.92,66.34,66.45,65.59
65.98,66.40,66.41,65.87
66.13,67.32,67.33,64.58
66.35,66.51,67.78,66.35
66.64,66.40,66.87,65.87
65.95,66.52,66.63,65.56
66.51,67.21,67.27,66.29
67.91,66.44,67.98,66.36
66.26,67.93,68.04,66.10
68.31,67.30,68.31,67.20
67.48,67.59,67.95,66.08
67.53,67.42,68.46,67.28
67.63,68.02,68.46,67.34
67.87,68.61,69.32,67.76
68.29,68.81,68.97,68.29
68.88,69.57,69.76,68.72
69.35,68.94,69.59,68.68
69.06,67.70,69.15,67.56
68.33,69.06,69.12,68.09
68.23,68.92,69.11,67.71
68.88,69.01,69.21,68.31
68.91,70.17,70.37,68.71
69.83,71.22,71.53,69.28
72.42,71.21,72.42,70.72
71.24,71.20,71.47,70.34
71.16,72.10,72.17,70.86
71.67,71.85,71.91,71.48
71.30,71.93,72.04,71.30
71.92,71.81,71.92,71.40
71.90,71.71,72.25,71.43
71.70,70.95,71.70,70.53
70.77,70.13,70.91,69.77
70.27,72.39,72.72,70.27
72.11,70.42,72.11,70.24
70.84,70.50,71.37,70.09
70.48,70.97,71.74,70.48
70.96,69.53,70.96,69.33
69.51,69.86,70.19,69.19
69.30,69.34,69.79,68.83
69.56,68.14,69.56,67.90
68.45,68.76,69.29,68.41
69.44,69.34,69.66,69.26
69.50,70.01,70.65,69.14
69.94,70.20,70.51,69.90
70.08,69.29,70.34,69.27
69.81,68.48,70.21,68.47
68.07,68.76,68.96,68.07
69.40,69.88,70.67,68.99
70.11,69.64,70.59,69.56
70.31,70.17,70.38,69.98
69.99,70.10,70.24,69.76
70.12,69.77,70.24,69.61
69.71,69.79,70.00,69.46
69.66,69.74,69.83,68.36
69.89,69.25,70.10,68.67
68.95,69.06,69.53,68.62
68.95,69.21,69.23,68.53
69.03,69.35,69.55,69.03
69.09,69.13,69.46,68.92
69.30,70.01,70.95,69.09
70.32,69.35,70.32,69.03
72.75,72.34,74.53,71.22
72.53,72.95,73.23,72.32
73.25,72.94,73.49,72.74
72.77,72.98,73.23,72.37
72.97,72.98,73.14,72.83
72.77,72.63,72.94,72.24
73.16,72.44,73.28,72.27
72.75,73.06,73.26,72.11
72.42,72.17,73.07,71.47
72.48,73.05,73.09,72.39
73.40,73.04,73.61,72.78
72.71,72.68,73.09,72.58
72.59,72.77,73.16,72.41
72.69,73.08,73.15,72.66
73.04,73.04,73.20,72.68
73.13,72.95,73.35,72.50
72.50,72.85,73.15,72.50
72.95,72.93,73.18,72.83
73.05,73.12,73.29,72.80
72.78,73.75,74.23,72.78
74.54,73.36,74.65,73.27
73.00,74.43,74.70,73.00
74.63,73.47,74.67,73.42
73.67,73.49,74.53,73.19
73.51,73.94,74.06,73.08
73.55,73.25,74.19,73.17
73.75,72.59,73.75,71.39
72.89,73.13,74.71,72.56
73.17,72.66,73.18,71.68
73.00,73.15,73.15,72.13
73.11,72.94,74.18,72.56
72.96,73.45,73.76,72.96
73.39,72.79,73.52,72.72
73.00,73.13,73.54,72.90
73.57,72.74,73.57,72.59
72.83,72.10,73.03,71.97
72.32,72.78,72.91,71.72
72.88,73.10,73.47,72.46
73.17,74.01,74.20,73.17
73.86,74.28,74.39,73.53
73.87,72.53,73.90,72.07
72.61,72.34,73.36,72.00
72.10,72.41,72.69,71.20
72.84,71.64,72.84,71.32
71.94,73.00,73.68,71.92
73.06,72.75,73.63,71.90
72.68,72.78,73.03,71.58
72.65,74.83,75.30,72.65
74.81,73.88,75.30,73.73
73.66,73.52,74.24,72.91
73.89,74.98,75.23,73.89
74.54,73.10,75.30,72.52
73.22,73.10,73.65,72.53
72.61,73.12,73.83,72.50
73.34,72.83,73.47,72.66
72.73,72.73,73.65,72.61
73.00,72.43,73.33,72.36
72.46,71.96,72.68,71.79
71.73,70.90,71.98,70.57
71.53,73.29,73.30,70.88
73.40,73.84,73.96,72.72
73.87,73.52,74.47,73.26
73.84,74.06,74.10,73.35
74.30,74.44,74.48,73.82
74.31,74.79,75.00,73.71
74.47,75.06,75.21,73.92
75.67,75.36,75.95,74.85
75.66,75.74,76.01,75.23
76.64,76.87,78.34,76.17
76.81,76.98,77.54,76.50
77.43,77.04,77.68,76.88
72.43,71.70,72.64,70.92
71.58,71.72,71.94,71.34
71.58,71.32,71.59,71.01
71.48,70.90,71.48,70.49
71.18,70.09,71.18,69.99
70.23,69.48,70.33,69.16
69.48,68.41,69.92,68.20
68.72,69.87,70.01,68.17
69.96,69.45,69.96,69.29
69.36,68.61,69.57,68.44
68.86,68.73,69.27,68.51
68.23,68.28,69.26,67.80
68.52,69.07,69.22,68.10
69.06,67.54,69.42,67.41
67.71,67.81,68.26,66.89
67.78,68.10,68.43,67.63
68.18,69.19,69.31,67.38
70.18,70.79,71.00,69.91
70.41,71.43,71.48,69.83
71.48,71.12,71.92,70.91
70.82,70.15,70.82,70.00
70.10,70.43,70.44,69.65
70.68,70.82,70.83,70.17
70.91,71.08,71.75,70.78
71.24,71.14,71.55,70.35
71.04,70.91,71.28,70.43
70.61,71.07,71.32,70.61
71.11,71.52,71.67,70.80
71.78,71.52,71.92,71.13
71.56,71.54,71.78,71.16
71.65,71.60,71.76,70.94
71.85,71.54,71.97,71.15
71.67,72.46,72.53,71.45
72.71,73.12,73.18,72.27
73.24,72.96,73.24,72.55
73.04,73.24,73.42,72.84
73.13,73.39,73.41,72.88
73.41,71.46,74.26,71.31
71.88,72.55,72.95,71.45
72.16,71.64,72.43,71.18
71.85,71.97,72.82,71.83
71.91,72.37,72.41,71.47
72.28,72.02,72.64,71.55
71.93,72.67,72.82,71.93
72.65,72.80,73.12,72.47
73.00,72.91,73.02,72.44
73.03,73.13,73.22,72.80
73.14,73.60,74.00,73.14
74.01,72.98,74.01,72.71
73.30,73.58,73.72,72.57
73.40,72.58,73.54,72.55
72.69,72.26,72.92,72.05
72.74,73.60,73.65,72.28
73.77,71.95,74.01,71.89
72.44,72.67,73.29,72.15
72.46,72.84,73.27,71.97
72.62,73.17,73.72,72.33
72.53,73.15,73.42,71.84
72.79,72.50,73.10,72.30
72.60,73.65,73.73,72.40
73.42,72.86,73.42,72.36
72.73,72.97,73.13,72.25
73.25,73.48,73.63,72.75
73.38,72.71,73.41,72.46
72.49,73.24,73.85,72.40
73.18,73.50,73.88,73.00
73.52,73.77,73.84,72.98
73.88,74.06,74.12,73.35
73.58,74.01,74.35,73.58
74.25,74.50,74.99,74.14
74.95,75.17,75.52,74.77
74.60,73.60,75.42,73.13
73.86,75.01,75.11,73.45
75.01,75.29,75.69,74.68
75.83,76.71,76.84,75.27
76.17,77.62,77.68,76.07
77.84,77.00,78.27,76.74
76.87,77.22,77.64,76.87
77.49,77.50,77.79,77.19
77.45,76.78,77.63,76.70
76.71,77.37,77.61,76.70
76.67,77.21,77.35,76.64
77.40,77.46,77.47,76.75
77.50,77.46,77.85,77.26
77.55,79.66,80.17,77.55
79.63,79.67,80.05,79.47
79.26,79.58,79.90,79.09
79.37,77.59,79.60,77.50
78.02,79.00,79.19,77.86
78.35,77.76,78.67,77.12
77.87,77.81,78.19,77.37
77.74,79.05,79.25,77.73
78.32,79.66,79.78,78.12
80.00,80.02,80.25,78.47
79.99,77.97,79.99,77.87
77.77,77.97,79.16,77.75
77.96,78.02,78.54,77.71
78.35,78.60,78.90,78.11
78.43,78.93,78.93,77.70
78.78,77.22,79.04,77.20
77.28,78.24,78.55,77.25
79.08,79.55,79.89,78.80
79.38,78.76,79.59,78.60
78.90,80.40,80.48,77.82
80.51,80.56,80.81,80.17
80.38,80.42,80.57,80.31
80.56,80.53,80.76,80.27
80.45,80.93,80.96,80.22
81.04,81.41,81.64,81.04
80.98,82.50,82.65,80.98
82.46,83.13,83.64,81.87
83.29,83.26,83.58,83.15
83.00,82.81,83.24,82.73
82.67,82.81,82.98,82.49
82.75,82.57,83.86,82.17
81.98,82.85,82.99,81.98
82.76,83.18,83.40,82.07
84.18,84.23,84.88,83.33
83.61,83.26,84.03,82.62
83.24,83.16,83.56,82.18
82.66,82.47,83.12,82.47
82.43,83.41,83.84,82.10
83.45,83.18,84.00,82.70
82.91,81.83,82.91,81.47
81.68,80.82,82.18,80.24
81.47,81.36,81.83,80.80
81.40,81.30,81.67,80.66
80.38,80.94,81.67,79.61
81.15,80.48,81.51,79.99
80.47,81.66,81.74,80.23
81.34,80.33,82.09,80.25
81.14,81.49,81.75,80.05
81.53,81.77,82.15,80.96
81.57,79.22,81.81,79.10
