UUU,Universal Security Instruments,NASDAQ
5.60,5.45,5.60,5.32
5.70,5.70,5.70,5.69
5.60,5.80,5.80,5.60
5.70,5.70,5.70,5.69
5.70,5.70,5.70,5.70
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.70,5.70,5.55
5.63,5.55,5.63,5.54
5.55,5.53,5.70,5.53
5.70,5.55,5.70,5.51
5.50,5.75,5.75,5.50
5.68,5.68,5.68,5.68
5.70,5.70,5.70,5.70
5.70,5.70,5.85,5.70
5.71,5.80,5.85,5.71
5.77,5.80,5.86,5.77
5.95,5.95,6.00,5.95
5.90,6.00,6.00,5.90
5.95,6.00,6.00,5.92
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
5.80,6.20,6.25,5.76
6.13,6.01,6.31,5.51
6.00,6.00,6.00,6.00
6.01,6.01,6.01,6.01
6.01,6.08,6.08,6.01
6.02,6.01,6.02,6.01
6.01,5.90,6.05,5.90
5.90,6.00,6.00,5.90
5.75,5.75,5.75,5.75
6.06,6.02,6.08,6.02
5.78,5.78,5.78,5.78
5.25,5.99,6.00,5.25
5.95,5.95,5.95,5.95
5.85,5.85,5.98,5.85
5.90,5.90,5.90,5.90
6.08,6.07,6.09,6.06
5.90,5.90,5.90,5.90
5.91,6.09,6.09,5.91
5.90,5.90,5.94,5.90
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
5.91,5.95,5.96,5.91
5.99,6.15,6.29,5.99
6.13,6.05,6.14,6.05
5.95,5.92,5.96,5.90
5.90,5.90,5.90,5.90
5.95,5.97,5.97,5.95
6.00,6.00,6.00,6.00
6.22,6.19,6.22,6.18
6.18,6.18,6.18,6.18
6.01,6.00,6.01,6.00
6.03,6.06,6.25,6.03
6.00,5.92,6.01,5.90
6.11,6.13,6.25,6.11
6.01,6.00,6.01,6.00
6.00,6.13,6.13,5.90
6.13,6.13,6.13,6.13
6.13,6.13,6.13,6.13
6.20,6.20,6.20,6.20
6.25,6.15,6.25,6.03
6.10,6.15,6.15,5.91
6.05,6.14,6.20,6.05
6.07,6.10,6.10,6.02
6.02,6.12,6.18,6.02
6.18,6.25,6.30,6.12
6.15,6.39,6.39,6.15
6.36,6.22,6.36,6.22
6.36,6.36,6.36,6.36
6.00,6.40,6.40,6.00
6.40,6.53,6.72,5.99
6.54,6.52,6.55,6.52
6.50,6.58,6.60,6.50
6.58,6.58,6.58,6.48
6.90,6.62,7.23,6.62
6.70,6.60,6.70,6.42
6.66,6.70,6.70,6.48
6.70,6.70,6.70,6.70
6.35,6.40,6.41,6.35
6.52,6.88,7.02,6.52
6.86,6.82,6.86,6.82
6.82,6.82,6.82,6.82
6.62,7.00,7.10,6.20
7.23,6.90,7.24,6.90
6.90,6.76,7.00,6.38
6.28,6.26,6.51,6.10
6.10,6.60,6.78,6.10
6.45,6.60,6.69,6.45
6.66,6.66,6.66,6.66
6.60,6.66,6.66,6.60
6.66,6.61,6.66,6.61
6.63,6.40,6.63,6.40
6.40,6.47,6.62,6.40
6.57,6.81,6.81,6.50
6.70,6.65,6.70,6.65
6.70,6.96,7.15,6.60
6.81,6.99,6.99,6.81
7.23,7.00,7.23,6.80
7.09,7.09,7.09,7.09
7.09,7.05,7.09,7.00
7.05,7.05,7.05,7.05
6.85,7.00,7.80,6.73
7.23,7.10,7.49,6.87
6.87,7.30,7.39,6.75
7.26,7.20,7.38,7.01
7.29,7.19,7.29,7.19
7.35,7.33,7.35,7.25
7.20,7.17,7.20,7.12
7.17,7.15,7.17,7.15
7.10,7.10,7.10,7.10
7.00,7.00,7.01,7.00
7.00,7.10,7.16,7.00
6.99,7.18,7.24,6.99
7.16,7.19,7.25,7.10
7.35,7.25,7.35,7.25
7.21,7.25,7.39,7.20
7.37,7.33,7.44,7.33
7.33,7.33,7.33,7.33
7.47,7.40,7.47,7.33
7.43,7.42,7.43,7.20
7.44,7.44,7.44,7.44
7.44,7.35,7.44,7.35
7.30,7.40,7.43,7.30
7.30,7.31,7.40,7.30
7.35,8.16,8.80,7.30
8.12,7.99,8.20,7.92
8.05,8.01,8.05,7.92
8.02,8.00,8.16,8.00
8.10,8.04,8.10,8.04
8.11,7.97,8.11,7.52
7.96,8.13,8.19,7.96
8.30,8.21,8.38,8.20
8.30,8.16,8.33,7.97
8.38,8.20,8.38,8.20
8.22,8.28,8.30,8.20
8.30,8.11,8.34,7.42
8.17,8.11,8.17,8.07
8.15,8.39,8.39,8.15
8.39,8.33,8.40,8.33
8.40,8.10,8.40,7.91
8.33,8.26,8.34,8.19
8.28,8.25,8.28,8.12
8.15,8.22,8.28,8.15
8.16,8.34,8.34,8.15
8.39,8.23,8.39,8.10
8.28,7.95,8.40,7.79
8.12,8.21,8.38,8.12
8.13,8.04,8.29,8.04
8.05,8.10,8.17,8.00
8.14,7.90,8.14,7.90
7.90,7.60,7.90,7.60
7.50,7.61,7.81,7.50
7.65,7.62,7.80,7.50
7.66,7.67,7.80,7.62
7.68,7.44,7.68,7.44
7.38,7.35,7.50,7.31
7.37,7.60,7.60,7.31
7.55,7.45,7.55,7.32
7.45,7.44,7.47,7.27
7.29,7.40,7.44,7.27
7.42,7.45,7.45,7.42
7.45,7.45,7.45,7.40
7.45,7.75,7.75,7.44
7.70,7.78,7.78,7.70
7.71,7.41,7.71,7.41
7.45,7.60,7.60,7.45
7.48,7.90,7.90,7.48
7.82,7.53,7.84,7.52
7.67,7.71,7.78,7.67
7.47,7.64,7.65,7.47
7.51,7.50,7.59,7.37
7.75,7.90,7.98,7.75
7.78,7.55,7.78,7.55
7.64,7.43,7.64,7.43
7.43,7.34,7.57,6.75
7.89,7.58,7.90,7.40
7.00,7.34,7.44,7.00
7.31,7.45,7.50,7.31
7.45,7.45,7.45,7.45
7.33,7.40,7.43,7.33
7.43,7.89,7.89,7.42
7.78,7.70,7.78,7.66
7.56,7.56,7.74,7.56
7.49,7.53,7.53,7.32
7.42,7.60,7.60,7.40
7.42,7.41,7.50,7.40
7.58,7.40,7.59,7.40
7.53,7.60,7.60,7.50
7.60,7.60,7.60,7.60
7.74,7.50,7.74,7.50
7.50,7.50,7.70,7.50
7.56,7.60,7.70,7.56
7.68,7.70,7.70,7.60
7.70,7.75,7.75,7.70
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.56,7.58,7.58,7.40
7.45,7.48,7.55,7.45
7.47,7.47,7.47,7.40
7.44,7.44,7.50,7.44
7.47,7.55,7.55,7.47
7.52,7.49,7.52,7.49
7.50,7.69,7.80,7.50
7.61,7.67,7.80,7.50
7.78,7.78,7.78,7.78
7.78,7.78,7.78,7.78
7.74,7.75,7.76,7.50
7.75,7.71,7.81,7.60
7.89,7.65,7.89,7.65
7.69,7.63,7.70,7.63
7.60,7.61,7.61,7.60
7.61,7.61,7.61,7.61
7.66,7.53,7.66,7.53
7.51,7.50,7.51,7.50
7.50,7.50,7.51,7.50
7.50,7.60,7.60,7.49
7.52,7.35,7.52,7.35
7.35,7.48,7.53,7.35
7.37,7.45,7.45,7.03
7.45,7.45,7.45,7.45
7.35,7.58,7.58,7.16
7.58,7.58,7.58,7.58
7.35,7.23,7.53,7.20
7.54,7.50,7.54,7.24
7.40,7.15,7.50,7.07
7.15,7.15,7.15,7.15
7.10,7.07,7.13,7.07
7.02,6.92,7.02,6.91
6.91,6.91,6.91,6.91
6.91,6.92,6.92,6.84
6.90,6.90,6.90,6.90
6.84,6.92,6.92,6.84
6.92,6.92,6.92,6.92
6.88,6.92,6.92,6.76
6.80,6.76,6.80,6.76
6.80,6.76,6.80,6.76
6.58,6.65,6.65,6.50
6.69,6.87,6.90,6.69
6.85,6.59,6.85,6.59
6.67,6.80,6.90,6.50
6.76,6.77,6.80,6.69
6.77,6.77,6.77,6.77
6.77,6.77,6.77,6.77
6.74,7.02,7.25,6.74
7.04,7.00,7.05,6.94
6.93,6.85,6.93,6.85
6.67,6.42,6.78,6.35
6.35,6.30,6.37,6.30
6.47,6.37,6.47,6.32
6.25,6.53,6.53,6.25
6.65,6.53,6.65,6.53
6.78,6.64,6.78,6.45
6.42,6.50,6.54,6.42
6.50,6.45,6.52,6.38
6.36,6.36,6.36,6.36
6.39,6.56,6.68,6.36
6.60,6.30,6.70,6.30
6.30,6.47,6.53,6.30
6.47,6.10,6.70,6.00
6.21,6.18,6.49,6.17
6.16,6.39,6.46,6.16
6.40,6.48,6.53,6.40
6.53,6.65,6.72,6.36
6.73,6.38,7.04,6.30
6.30,6.70,6.81,6.25
6.51,6.42,6.53,6.38
6.47,6.39,6.55,6.30
6.36,6.42,6.45,6.32
6.27,6.39,6.40,6.27
6.45,6.39,6.46,6.26
6.39,6.34,6.63,6.27
6.32,5.95,6.60,5.63
5.71,5.54,6.05,5.05
5.55,5.55,5.55,5.55
5.43,5.50,5.99,4.85
5.31,5.17,5.36,4.55
5.02,5.29,5.50,5.02
5.15,5.29,5.35,5.15
5.33,5.33,5.33,5.33
5.28,5.24,5.40,5.17
5.22,5.06,5.22,5.00
5.03,5.00,5.11,5.00
5.18,5.00,5.18,5.00
5.00,5.00,5.00,5.00
5.00,5.32,5.35,5.00
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.54,5.75,5.97,5.51
6.00,6.93,7.04,6.00
6.87,6.71,6.97,6.71
6.61,6.11,6.61,6.11
6.03,5.94,6.03,5.85
5.77,5.73,5.80,5.73
5.66,5.63,5.66,5.63
5.80,5.82,5.99,5.80
5.73,5.85,6.03,5.73
5.85,5.85,5.85,5.85
5.84,5.78,5.84,5.78
5.65,5.65,5.66,5.65
5.65,5.65,5.65,5.65
5.56,5.41,5.58,5.41
5.44,5.75,5.82,5.44
5.56,5.56,5.56,5.56
5.74,5.62,5.74,5.22
5.62,5.62,5.62,5.62
5.34,5.55,5.72,5.34
5.31,5.81,5.91,5.30
5.81,5.81,5.81,5.81
5.46,5.50,5.60,5.46
5.50,5.49,5.50,5.40
5.50,5.30,5.50,5.30
5.15,5.04,5.16,4.51
5.04,5.23,5.23,5.04
5.49,5.42,5.49,5.42
5.22,5.25,5.25,5.20
5.26,5.41,5.41,5.25
5.26,5.46,5.48,5.26
5.50,5.50,5.50,5.48
5.47,5.47,5.47,5.47
5.50,5.35,5.50,5.25
5.40,5.60,5.65,5.40
5.45,5.56,5.60,5.45
5.45,5.45,5.45,5.45
5.35,5.37,5.37,5.35
5.50,5.35,5.50,5.25
5.46,5.30,5.61,5.29
5.44,5.51,5.65,5.40
5.44,5.30,5.44,5.30
5.36,5.33,5.36,5.29
5.38,5.35,5.38,5.30
5.52,5.64,5.65,5.50
5.48,5.33,5.65,5.32
5.35,5.30,5.35,5.30
5.31,5.49,5.49,5.29
5.33,5.33,5.33,5.33
5.26,5.47,5.48,5.26
5.47,5.47,5.47,5.47
5.26,5.33,5.33,5.08
5.15,5.00,5.17,5.00
4.99,5.02,5.02,4.99
4.95,4.81,5.14,4.81
4.71,4.95,5.14,4.71
4.83,4.92,5.03,4.80
4.85,4.93,4.93,4.75
4.89,4.85,4.89,4.85
4.89,4.89,4.89,4.89
4.89,4.89,4.89,4.89
4.85,5.05,5.05,4.85
4.85,4.85,4.85,4.85
4.86,4.99,5.19,4.85
4.97,5.00,5.30,4.85
5.15,5.34,5.38,5.02
5.41,5.41,5.57,5.39
5.31,5.15,5.31,5.02
5.05,5.07,5.07,5.05
5.06,5.06,5.06,5.06
5.08,5.05,5.08,4.98
5.24,5.17,5.24,5.17
5.14,5.27,5.27,5.00
5.25,5.63,5.63,5.25
5.60,5.51,5.70,5.51
5.62,5.61,6.39,5.61
5.79,5.54,5.79,5.54
5.54,5.54,5.54,5.54
5.54,5.30,5.54,5.25
5.25,5.25,5.29,5.25
5.25,5.30,5.32,5.25
5.29,5.29,5.34,5.29
5.25,5.32,5.32,5.25
5.24,5.25,5.27,5.24
5.30,5.42,5.60,5.30
5.28,5.28,5.40,5.22
5.28,5.28,5.28,5.28
5.60,5.52,5.60,5.52
5.52,5.52,5.52,5.52
5.50,5.48,5.50,5.31
5.42,5.48,5.48,5.40
5.40,5.40,5.60,5.40
5.46,5.50,5.50,5.40
5.41,5.41,5.41,5.41
5.41,5.41,5.41,5.41
5.30,5.30,5.32,5.30
5.30,5.30,5.30,5.30
5.30,5.50,5.50,5.30
5.50,5.50,5.50,5.49
5.50,5.50,5.50,5.50
5.30,5.32,5.50,5.30
5.40,5.50,5.50,5.40
5.50,5.76,5.84,5.50
5.70,5.66,5.83,5.50
5.66,5.69,5.77,5.64
5.65,5.64,5.66,5.63
5.81,5.81,5.81,5.81
5.83,5.83,5.83,5.83
5.70,5.80,5.80,5.70
5.77,5.65,5.77,5.65
5.56,5.69,5.70,5.50
5.51,5.52,5.52,5.51
5.70,5.54,5.70,5.50
5.50,5.54,5.75,5.48
5.62,5.65,5.80,5.53
5.74,5.67,5.74,5.66
5.61,5.60,5.71,5.50
5.52,5.40,5.52,5.40
5.41,5.35,5.46,5.27
5.41,5.45,5.45,5.34
5.46,5.46,5.46,5.46
5.36,5.32,5.40,5.32
5.38,5.74,5.74,5.38
5.54,5.79,5.79,5.50
5.75,5.62,5.75,5.41
5.70,5.38,5.70,5.36
5.36,5.60,5.77,5.36
5.51,5.45,5.51,5.45
5.47,5.36,5.47,5.36
5.42,5.40,5.42,5.40
5.40,5.38,5.40,5.38
5.40,5.51,5.51,5.40
5.48,5.48,5.48,5.48
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.48,5.40,5.48,5.39
5.34,5.37,5.45,5.34
5.36,5.36,5.38,5.36
5.40,5.50,5.50,5.40
5.52,5.35,5.52,5.35
5.36,5.34,5.36,5.33
5.35,5.35,5.35,5.35
5.35,5.30,5.35,5.30
5.31,5.31,5.32,5.30
5.34,5.53,5.55,5.31
5.53,5.53,5.53,5.53
5.42,5.42,5.68,5.41
5.48,5.38,5.48,5.38
5.40,5.38,5.40,5.38
5.35,5.40,5.50,5.35
5.40,5.38,5.40,5.35
5.38,5.35,5.38,5.35
5.37,5.37,5.37,5.37
5.35,5.35,5.39,5.35
5.38,5.38,5.38,5.38
5.37,5.35,5.50,5.35
5.36,5.35,5.36,5.35
5.35,5.35,5.35,5.35
5.36,5.36,5.36,5.36
5.48,5.37,5.64,5.37
5.36,5.41,5.41,5.36
5.37,5.36,5.51,5.36
5.36,5.36,5.36,5.36
5.36,5.36,5.36,5.36
5.49,5.50,5.51,5.33
5.34,5.50,5.50,5.10
5.46,5.46,5.46,5.46
5.46,5.46,5.46,5.46
5.45,5.45,5.45,5.45
5.23,5.23,5.28,5.23
5.36,5.13,5.36,5.13
5.30,5.30,5.30,5.20
5.44,5.44,5.44,5.44
5.44,5.44,5.44,5.44
5.22,5.21,5.22,5.21
5.21,5.21,5.21,5.21
5.26,5.20,5.35,5.20
5.15,5.31,5.31,5.15
5.24,5.15,5.25,5.15
5.26,5.27,5.27,5.26
5.15,5.00,5.44,5.00
5.12,5.25,5.25,5.10
5.00,5.26,5.26,4.93
5.28,5.15,5.28,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.00,5.00,5.24,4.97
5.00,5.23,5.24,5.00
5.24,5.05,5.24,5.05
5.12,5.10,5.12,5.10
5.10,5.02,5.39,5.02
5.17,5.09,5.17,5.00
4.94,4.97,5.15,4.91
5.00,5.03,5.16,4.97
5.00,5.00,5.00,5.00
5.00,4.99,5.00,4.97
4.91,5.00,5.00,4.91
4.95,4.95,4.99,4.95
4.95,4.95,4.95,4.95
4.96,4.96,4.96,4.95
4.90,5.09,5.09,4.90
4.78,5.05,5.09,4.78
4.90,5.08,5.08,4.70
5.01,5.05,5.05,5.01
4.82,4.83,4.83,4.81
4.82,4.82,4.82,4.82
4.80,4.89,4.89,4.80
4.90,4.90,4.93,4.65
4.88,4.80,4.90,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.77,5.09,5.10,4.77
4.93,4.92,4.98,4.91
4.86,4.86,4.86,4.86
4.92,4.91,4.92,4.91
4.96,4.91,4.96,4.91
4.91,5.00,5.00,4.91
4.93,5.01,5.01,4.91
4.95,4.93,4.95,4.93
4.92,4.92,4.92,4.92
4.97,4.95,4.97,4.94
4.97,4.93,4.98,4.93
4.91,4.90,4.91,4.90
4.90,4.87,4.91,4.87
4.86,4.89,4.90,4.84
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.89,4.90,4.90,4.88
4.89,4.90,4.90,4.89
4.92,4.95,5.05,4.87
4.89,4.89,4.89,4.89
4.89,4.89,4.89,4.89
4.89,4.89,4.89,4.89
4.92,4.92,4.92,4.92
4.81,4.81,4.83,4.80
4.82,4.82,4.82,4.82
4.82,4.82,4.82,4.82
4.80,4.80,4.80,4.80
4.85,4.85,4.85,4.85
4.85,4.65,4.85,4.64
4.63,4.74,4.75,4.63
4.65,4.63,4.68,4.60
4.63,4.63,4.63,4.63
4.56,4.57,4.68,4.56
4.58,4.69,4.69,4.50
4.54,4.48,4.54,4.44
4.40,4.41,4.41,4.21
4.33,4.35,4.36,4.25
4.35,4.35,4.35,4.35
4.28,4.35,4.35,4.25
4.40,4.49,4.49,4.40
4.47,4.45,4.50,4.45
4.45,4.41,4.45,4.20
4.26,4.32,4.32,4.25
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.27,4.26,4.27,4.26
4.25,4.33,4.33,4.21
4.35,4.44,4.45,4.35
4.42,4.44,4.49,4.21
4.44,4.44,4.44,4.44
4.42,4.44,4.44,4.42
4.42,4.42,4.43,4.42
4.36,4.36,4.36,4.36
4.25,4.28,4.28,4.25
4.28,4.23,4.28,4.23
4.20,4.25,4.25,4.20
4.24,4.11,4.24,4.11
4.20,4.30,4.31,4.15
4.30,4.27,4.30,4.16
4.25,4.25,4.25,4.25
4.27,4.44,4.44,4.23
4.40,4.43,4.43,4.35
4.40,4.40,4.40,4.38
4.40,4.40,4.41,4.39
4.43,4.42,4.44,4.41
4.44,4.44,4.50,4.41
4.41,4.40,4.45,4.40
4.45,4.48,4.50,4.43
4.49,4.50,4.50,4.49
4.45,4.40,4.46,4.40
4.50,4.50,4.50,4.40
4.49,4.49,4.49,4.49
4.36,4.35,4.36,4.35
4.35,4.24,4.35,4.24
4.39,4.38,4.40,4.21
4.38,4.38,4.38,4.38
4.38,4.38,4.38,4.38
4.38,4.38,4.38,4.38
4.39,4.34,4.39,4.28
4.34,4.34,4.34,4.34
4.35,4.35,4.35,4.35
4.40,4.35,4.40,4.35
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.37,4.38,4.38,4.37
4.38,4.38,4.40,4.38
4.38,4.38,4.38,4.38
4.38,4.38,4.38,4.38
4.25,4.23,4.25,4.23
4.23,4.23,4.23,4.23
4.38,4.29,4.38,4.29
4.25,4.19,4.25,4.19
4.21,4.21,4.21,4.21
4.21,4.29,4.29,4.21
4.29,4.29,4.29,4.29
4.30,4.30,4.31,4.30
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.20,4.20,4.21,4.12
4.14,4.12,4.16,3.93
4.10,4.04,4.10,4.04
4.01,4.03,4.05,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.10,4.00,4.10,4.00
4.04,4.02,4.04,4.02
4.04,4.04,4.04,4.04
4.20,4.17,4.20,4.04
4.03,4.05,4.05,4.01
4.20,4.20,4.20,4.20
4.12,4.12,4.12,4.12
4.15,4.15,4.15,4.15
4.20,4.15,4.25,4.13
4.20,4.20,4.20,4.20
4.20,4.32,4.32,4.20
4.30,4.20,4.30,4.18
4.29,4.30,4.30,4.18
4.20,4.20,4.30,4.20
4.30,4.30,4.30,4.25
4.25,4.20,4.25,4.20
4.20,4.23,4.40,4.17
4.31,4.35,4.35,4.23
4.34,4.35,4.35,4.33
4.30,4.31,4.40,4.30
4.31,4.31,4.31,4.31
4.32,4.40,4.40,4.31
4.39,4.33,4.39,4.33
4.39,4.39,4.39,4.33
4.41,4.32,4.41,4.30
4.31,4.34,4.40,4.30
4.38,4.38,4.40,4.35
4.39,4.44,4.50,4.37
4.40,4.45,4.45,4.40
4.43,4.25,4.43,4.25
4.49,4.35,4.56,4.35
4.41,4.40,4.41,4.33
4.36,4.39,4.39,4.33
4.33,4.26,4.40,4.26
4.29,4.27,4.29,4.27
4.26,4.22,4.33,4.18
4.26,4.32,4.35,4.10
4.30,4.30,4.30,4.30
4.20,4.07,4.34,4.01
4.07,4.26,4.26,4.07
4.12,4.26,4.33,4.12
4.25,4.33,4.33,4.25
4.14,4.26,4.28,4.01
4.11,4.12,4.12,4.10
4.29,4.29,4.30,4.21
4.34,4.34,4.34,4.30
4.35,4.33,4.35,4.16
4.40,4.60,4.90,4.40
4.61,4.52,4.61,4.52
4.45,4.28,4.45,4.24
4.31,4.32,4.35,4.31
4.33,4.40,4.40,4.32
4.34,4.24,4.39,4.17
4.39,4.40,4.40,4.39
4.25,4.25,4.27,4.22
4.22,4.36,4.38,4.19
4.36,4.20,4.36,4.20
4.20,4.20,4.20,4.20
4.21,4.38,4.38,4.21
4.22,4.30,4.39,4.22
4.20,4.40,4.40,4.17
4.35,4.35,4.35,4.34
4.19,4.25,4.29,4.19
4.31,4.30,4.31,4.30
4.27,4.32,4.34,4.27
4.32,4.35,4.35,4.32
4.22,4.29,4.29,4.20
4.26,4.25,4.26,4.21
4.30,4.32,4.35,4.30
4.34,4.21,4.35,4.21
4.21,4.30,4.32,4.20
4.35,4.27,4.35,4.27
4.27,4.27,4.27,4.27
4.26,4.22,4.26,4.22
4.21,4.28,4.30,4.21
4.33,4.30,4.35,4.30
4.31,4.34,4.35,4.23
4.31,4.35,4.35,4.30
4.35,4.30,4.35,4.30
4.26,4.26,4.26,4.26
4.26,4.35,4.35,4.23
4.27,4.18,4.27,4.15
4.13,4.34,4.34,4.13
4.34,4.34,4.34,4.34
4.26,4.26,4.26,4.26
4.31,4.33,4.33,4.15
4.32,4.33,4.33,4.32
4.35,4.30,4.36,4.30
4.31,4.31,4.33,4.27
4.32,4.27,4.32,4.25
4.33,4.35,4.35,4.33
4.30,4.32,4.32,4.30
4.33,4.35,4.35,4.33
4.33,4.55,4.67,4.33
4.65,4.53,4.67,4.53
4.54,4.55,4.55,4.54
4.60,4.66,4.66,4.60
4.65,4.80,4.80,4.65
4.80,4.78,4.80,4.64
4.78,4.78,4.78,4.78
4.75,4.85,5.05,4.74
5.03,5.03,5.03,5.03
5.03,5.03,5.03,5.03
5.19,5.05,5.19,5.00
5.14,5.16,5.16,5.08
5.16,5.17,5.17,5.15
4.95,5.15,5.15,4.95
5.20,5.20,5.20,5.20
5.18,5.20,5.20,4.96
5.20,5.20,5.25,5.18
5.00,4.92,5.00,4.92
4.92,4.92,4.92,4.92
4.89,4.94,4.96,4.89
4.92,4.97,4.97,4.92
4.99,5.00,5.00,4.98
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.01,5.09,5.00
4.93,5.18,5.18,4.93
5.18,5.18,5.18,5.18
5.18,5.18,5.18,5.18
5.24,5.20,5.24,5.20
5.20,5.28,5.34,5.09
5.28,5.28,5.28,5.28
5.28,5.30,5.30,5.28
5.30,5.05,5.30,5.05
5.19,5.39,5.39,5.19
5.05,5.32,5.33,4.83
5.29,5.30,5.30,5.07
5.07,5.24,5.29,5.04
5.24,5.24,5.24,5.24
5.12,5.24,5.24,5.12
5.17,5.24,5.24,5.09
5.24,5.20,5.24,5.20
5.20,5.20,5.20,5.20
