UUU,Universal Security Instruments,NASDAQ
3.95,3.95,4.02,3.95
3.95,3.75,4.15,3.75
3.95,3.75,3.95,3.70
3.85,4.05,4.05,3.85
3.90,4.10,4.10,3.75
3.90,3.75,3.98,3.75
3.76,3.65,3.76,3.65
3.85,3.81,3.85,3.81
3.80,3.70,3.80,3.65
3.70,3.89,3.89,3.70
3.75,3.90,3.90,3.75
3.90,3.90,3.90,3.90
3.65,3.70,3.70,3.65
3.98,3.65,3.98,3.65
3.70,3.89,3.90,3.70
3.95,3.90,3.95,3.90
3.90,3.90,3.90,3.90
3.80,3.70,3.80,3.70
3.65,3.60,3.79,3.60
3.70,3.70,3.85,3.70
3.70,3.70,3.70,3.70
3.65,3.85,3.85,3.65
3.85,3.85,3.85,3.85
3.60,3.74,3.74,3.60
3.74,3.74,3.74,3.74
3.82,3.85,3.85,3.65
