LECO,Lincoln Electric Holdings,NASDAQ
55.46,54.69,56.03,53.80
57.34,57.54,57.85,55.44
56.81,58.06,58.78,56.16
58.32,59.59,60.00,57.99
59.49,60.25,61.01,59.35
59.77,57.77,59.77,57.24
58.24,56.28,59.04,55.39
56.33,56.14,57.23,55.80
55.63,54.04,55.78,53.32
53.01,52.14,53.02,51.66
51.51,53.30,53.39,51.08
52.96,53.47,54.27,51.90
52.17,53.46,53.66,51.11
53.59,54.15,55.25,53.01
55.35,55.96,56.01,54.78
55.68,55.80,56.42,55.50
55.26,54.09,55.99,54.09
54.28,55.48,55.48,53.05
55.27,55.63,56.39,54.53
54.52,52.29,55.41,52.12
52.59,51.44,52.96,51.37
51.47,51.08,51.66,50.02
51.61,51.16,52.21,50.98
52.29,53.00,53.25,52.00
52.29,53.08,53.14,52.29
53.37,54.02,54.79,53.37
54.29,56.03,56.18,54.15
55.47,55.82,56.01,55.47
55.83,55.28,56.05,54.71
55.35,56.06,56.25,55.15
56.42,55.83,57.22,55.64
55.90,54.89,56.56,54.86
54.75,54.00,54.75,53.48
53.57,52.63,53.98,52.53
52.68,53.40,53.43,52.02
52.93,53.17,54.10,52.48
52.44,51.38,52.56,50.95
51.12,50.99,52.24,50.76
50.95,50.23,50.95,48.75
50.45,49.48,50.59,49.31
50.45,49.09,50.84,48.43
49.04,50.05,50.11,48.27
50.57,50.75,51.36,50.25
50.64,51.63,51.66,50.45
51.48,51.42,51.96,50.85
52.00,52.70,52.81,51.69
52.45,52.58,52.84,51.92
52.75,52.32,52.75,51.31
51.70,50.16,52.03,50.05
50.26,50.58,51.04,49.65
50.03,51.46,51.57,49.92
51.86,51.41,52.54,51.24
52.15,53.53,53.65,52.15
53.27,54.75,54.75,52.65
54.89,55.91,55.91,54.02
56.46,56.20,56.85,55.75
56.24,54.78,56.58,54.55
55.10,55.00,55.76,54.50
54.29,55.22,55.44,54.29
56.01,55.91,56.26,55.25
55.78,55.45,56.28,55.25
55.54,55.99,56.27,55.46
55.46,55.87,56.11,55.46
55.16,55.38,55.80,54.62
55.64,55.75,56.04,55.32
55.37,55.39,56.03,54.80
54.44,52.95,54.59,52.71
52.31,52.64,53.06,51.87
52.50,52.27,52.76,52.15
51.84,52.31,52.53,51.75
52.94,53.58,53.99,52.94
53.61,53.95,54.17,53.03
53.66,52.59,53.66,52.16
52.25,52.20,52.25,51.52
52.46,51.46,52.74,51.46
51.01,50.62,51.43,50.00
50.18,50.50,50.67,49.54
50.60,49.83,50.96,49.79
50.35,51.32,51.61,49.75
51.22,50.10,51.83,50.06
49.95,49.56,50.31,49.05
50.44,52.70,52.78,50.09
52.52,53.55,53.57,52.01
54.32,54.41,54.86,54.09
54.34,54.30,54.74,53.83
54.32,54.65,54.94,54.24
55.00,54.63,55.39,54.38
54.86,55.02,55.12,54.67
55.47,55.98,56.24,55.47
55.90,56.32,56.66,55.43
56.03,56.44,56.67,55.93
56.18,56.45,56.62,55.81
56.71,56.87,57.00,55.72
57.15,57.93,57.99,56.93
57.81,57.16,57.81,56.96
57.05,56.27,57.45,56.01
56.11,55.45,56.61,55.42
56.35,57.65,57.77,55.68
57.48,57.15,57.71,56.76
57.17,57.41,57.57,56.10
57.20,57.49,57.79,56.58
57.74,57.82,58.63,57.56
58.39,58.02,58.39,57.34
57.95,56.64,58.15,56.09
57.41,58.45,58.67,57.21
58.47,58.06,58.51,57.68
58.45,58.18,58.72,57.84
58.32,58.69,58.87,57.90
58.50,58.45,58.62,58.11
58.15,58.19,58.36,57.39
58.41,58.87,59.24,58.21
58.90,58.24,59.08,58.19
58.94,57.82,59.37,57.51
57.89,58.09,58.29,57.82
57.26,58.14,58.24,57.26
58.49,60.07,60.19,58.41
60.07,60.73,61.12,59.52
60.79,60.80,60.96,60.40
61.35,60.82,61.46,60.72
60.42,60.02,60.67,59.96
59.68,59.50,59.70,58.26
59.99,59.93,60.37,59.44
59.65,59.76,60.11,59.54
60.12,59.77,60.61,59.07
60.44,60.67,60.89,60.16
60.57,60.92,61.08,60.21
61.29,61.86,61.88,61.29
61.77,61.99,62.17,61.58
61.59,62.06,62.08,61.41
62.22,61.66,62.24,61.37
61.61,62.21,62.29,61.08
61.50,62.03,62.34,61.28
61.46,60.89,62.11,60.68
61.30,61.41,62.04,60.74
61.00,60.80,61.10,60.21
60.81,60.22,60.85,60.01
61.00,61.06,61.58,60.92
61.03,60.86,61.06,60.49
60.28,61.51,61.69,60.28
60.68,60.78,60.95,60.07
61.22,62.24,62.29,61.22
61.62,62.04,62.36,61.62
61.58,61.70,61.82,60.85
61.22,61.66,61.80,60.96
62.24,62.63,62.86,61.96
62.58,63.30,63.33,62.49
62.92,63.46,63.61,62.78
63.41,63.50,63.63,63.04
63.89,63.40,63.96,63.18
63.55,63.30,63.66,63.02
63.65,63.56,63.82,63.29
63.70,64.82,64.88,63.60
65.00,65.25,65.64,64.71
65.09,66.00,66.23,65.09
65.81,65.84,66.30,65.36
65.85,66.09,66.13,65.61
66.20,65.94,66.34,65.76
66.35,65.77,66.35,65.73
65.96,66.28,66.53,65.88
66.48,66.89,67.18,66.48
66.91,66.65,67.14,66.61
66.39,66.64,66.95,66.01
66.71,66.52,66.93,65.85
66.43,66.24,66.89,66.19
66.11,65.66,66.47,65.65
65.56,65.27,66.21,65.24
65.82,66.73,67.05,65.37
66.80,66.19,66.88,65.41
65.96,66.62,67.05,65.52
66.57,66.13,66.91,65.85
66.34,66.15,66.68,65.83
65.92,66.88,67.19,65.62
67.24,68.53,69.05,67.03
69.27,68.67,69.27,68.06
68.58,68.69,69.01,68.17
68.67,68.82,68.93,68.43
68.86,70.01,70.15,68.57
70.11,68.16,70.11,67.82
67.76,67.47,68.60,67.19
67.89,66.93,67.99,66.76
66.84,67.52,67.75,66.26
67.27,67.03,67.27,65.51
67.33,68.26,68.75,67.33
68.25,68.08,68.30,67.46
68.22,66.28,68.22,66.14
66.49,67.72,68.15,66.30
67.98,68.91,68.99,67.51
68.78,69.09,69.87,68.60
68.87,69.10,69.24,68.15
68.99,69.40,69.50,68.77
69.40,69.85,69.90,69.33
69.69,70.35,70.44,69.60
69.86,70.22,70.39,69.28
70.00,70.26,70.48,69.59
70.00,71.03,71.20,69.93
71.25,71.13,71.55,70.95
71.04,70.64,71.41,70.56
70.94,71.73,71.86,70.93
71.75,72.40,72.75,71.75
74.90,73.48,77.00,72.57
73.00,72.00,74.00,71.69
72.25,69.26,72.25,68.32
69.32,69.67,70.42,68.75
69.88,70.48,70.80,69.61
70.95,71.38,71.77,70.57
71.74,70.22,71.74,69.60
70.29,70.76,71.29,69.84
71.35,74.17,74.39,71.25
74.10,72.79,74.36,72.12
73.28,72.35,73.28,71.55
71.94,73.46,74.07,71.86
73.45,73.77,73.97,72.93
72.76,71.68,72.96,71.45
71.19,71.72,71.88,70.80
71.22,71.36,72.04,70.49
69.76,70.44,70.83,68.00
70.45,70.29,71.08,69.54
71.25,70.90,71.97,70.52
71.40,71.67,71.94,71.30
72.49,73.45,74.00,71.41
73.62,73.09,74.00,72.66
72.89,72.78,73.41,71.88
73.40,73.31,73.71,72.39
73.62,74.26,74.86,72.38
74.11,73.39,74.55,73.26
73.10,74.27,74.33,72.63
74.50,74.82,75.63,74.50
74.73,75.92,76.05,73.85
76.00,76.68,76.71,75.61
76.52,76.56,77.51,76.37
76.54,77.02,77.66,76.10
77.52,77.14,77.92,76.26
77.02,76.45,77.34,76.10
76.84,75.76,76.84,75.20
76.11,75.52,76.18,75.09
75.02,74.19,75.02,73.62
74.84,74.61,74.87,73.78
74.24,74.53,74.64,73.50
74.82,75.27,75.50,74.35
74.08,72.47,74.15,71.27
72.63,73.58,73.73,72.42
74.86,75.40,75.65,74.52
75.85,76.10,76.28,75.23
75.85,75.96,76.09,74.86
76.26,77.88,78.89,76.17
77.96,78.15,78.22,75.63
77.96,78.24,79.08,77.12
78.22,78.58,78.89,77.68
78.94,77.96,79.23,77.95
77.92,76.93,78.47,76.45
76.95,75.18,77.12,74.99
74.85,74.75,75.54,74.37
75.95,75.20,77.34,74.72
75.35,76.55,76.77,75.00
77.08,76.73,77.15,76.33
76.61,75.45,76.94,75.18
75.21,76.00,76.19,74.56
76.15,74.92,76.15,74.66
74.68,74.27,75.56,74.09
73.95,72.76,74.16,72.49
72.97,74.11,74.50,72.36
74.45,74.84,75.46,74.44
76.59,74.72,76.72,74.53
73.68,72.76,74.55,72.59
72.80,72.29,73.34,71.59
71.87,72.53,72.72,71.26
72.36,72.97,73.15,71.96
73.28,73.78,73.99,73.17
74.49,74.65,74.75,73.49
36.96,36.27,38.46,36.23
36.40,37.11,37.46,36.30
36.60,36.40,37.05,36.00
36.43,35.97,36.70,35.86
36.43,35.98,36.43,35.91
35.82,35.67,35.90,35.56
35.81,35.77,35.98,35.43
35.44,34.97,35.62,34.88
35.21,35.06,35.62,34.93
35.57,35.85,36.07,35.12
35.47,35.19,35.71,35.13
35.22,35.03,35.37,34.61
35.39,34.96,35.55,34.83
34.48,33.49,34.66,32.30
33.74,34.46,34.55,33.46
34.23,33.95,34.59,33.91
33.49,34.19,34.34,32.85
34.18,33.27,34.38,33.23
33.23,33.76,33.99,33.02
33.65,34.27,34.31,33.65
34.41,35.31,35.34,34.19
35.41,35.85,35.94,35.17
35.93,36.67,36.75,35.66
36.61,36.43,36.93,36.05
36.35,37.31,37.36,36.25
37.64,37.76,37.80,37.49
37.19,37.44,37.64,36.86
36.92,36.71,37.15,36.52
36.49,36.29,36.74,36.17
36.46,36.13,36.80,36.08
36.32,35.08,36.35,34.98
35.28,35.55,35.62,34.88
35.37,34.91,35.62,34.55
35.32,35.89,35.98,35.21
36.06,35.75,36.08,35.17
36.75,38.44,39.18,36.75
38.39,37.92,38.80,37.81
37.56,38.15,38.55,37.52
38.30,36.65,38.30,36.57
36.50,35.52,36.67,35.12
35.51,34.58,35.63,34.54
33.99,34.22,34.57,33.72
34.77,34.09,35.20,33.56
33.92,32.97,34.23,32.94
33.01,33.47,33.69,32.19
33.00,31.59,33.01,31.57
32.07,31.28,32.52,30.60
30.00,27.99,30.75,27.93
28.71,30.09,30.11,27.47
29.30,29.01,30.33,28.89
29.23,32.04,32.56,29.01
32.48,32.08,33.01,31.74
32.36,32.76,32.88,32.01
32.31,32.51,32.81,32.02
32.82,32.48,32.88,32.07
31.34,30.41,31.34,30.13
29.96,29.63,31.14,29.58
30.43,29.69,30.91,29.51
29.77,31.33,31.33,29.50
31.32,32.07,32.17,30.82
32.40,31.44,32.50,31.17
31.11,32.62,32.72,30.54
33.19,33.52,33.63,32.71
33.31,33.61,33.82,33.01
33.94,34.03,34.67,33.60
34.10,33.06,34.39,32.83
32.24,31.56,32.67,31.26
30.29,31.13,31.27,30.14
31.76,32.28,32.35,31.52
32.00,31.66,32.47,31.48
31.28,30.74,31.79,30.51
30.07,30.78,30.79,29.97
30.92,31.42,31.60,30.65
31.69,32.18,32.78,30.98
32.56,32.97,33.14,32.20
32.98,32.82,33.28,32.53
32.15,33.66,34.13,31.94
33.85,33.16,34.47,33.14
32.99,30.64,33.10,30.52
29.62,29.52,30.38,29.00
29.39,29.53,30.02,29.11
29.74,30.47,30.54,28.91
31.27,31.42,32.41,30.89
31.44,29.74,31.81,29.64
30.34,30.50,30.83,29.50
29.81,29.01,30.06,28.99
28.86,27.30,29.51,27.17
26.84,29.21,29.29,26.84
29.39,29.94,30.10,28.93
29.91,30.95,31.00,29.74
31.14,30.70,31.16,30.01
31.39,32.09,32.11,31.29
31.78,32.62,32.72,31.69
32.91,33.05,33.50,32.80
32.75,33.34,33.41,32.27
33.92,33.72,33.92,32.98
33.50,32.43,33.92,32.31
32.55,33.51,33.99,32.11
33.38,32.59,33.55,32.38
32.61,32.72,33.20,31.89
33.28,33.92,34.01,32.83
34.11,36.06,36.13,34.07
35.63,35.10,36.06,35.01
35.50,36.17,36.19,34.66
36.49,37.66,38.24,36.24
37.59,37.46,37.74,37.21
36.95,36.40,37.53,36.40
35.17,34.67,35.99,34.24
35.31,35.55,35.96,34.87
36.15,37.57,38.00,36.01
37.13,37.37,37.50,36.66
37.42,37.40,37.65,36.36
37.74,37.93,38.03,36.98
36.90,36.33,37.34,35.94
36.97,37.00,37.27,36.29
37.49,37.99,38.41,37.09
37.86,37.46,37.86,36.91
37.22,38.55,38.78,37.22
38.16,38.21,39.02,37.59
38.22,37.29,38.30,37.05
37.58,37.82,38.08,37.08
37.08,36.72,37.55,36.37
36.69,36.53,36.91,36.07
36.16,35.43,36.41,35.35
35.26,35.36,36.06,35.26
36.58,37.08,37.40,36.53
37.26,36.96,37.65,36.83
38.36,39.48,39.60,38.36
39.37,39.00,39.86,38.99
39.58,39.07,39.58,38.90
39.70,39.55,40.10,39.35
39.70,39.76,39.98,39.02
39.46,38.95,39.65,38.37
38.78,37.92,39.31,37.68
38.15,38.83,38.93,37.75
38.22,37.90,38.34,37.20
38.36,37.27,38.76,37.05
36.95,36.68,37.15,36.20
37.34,37.40,37.52,36.95
37.69,38.12,38.54,37.46
38.41,37.31,38.60,37.19
38.06,38.86,39.26,37.85
38.85,39.14,39.19,38.00
39.25,39.07,39.45,38.91
39.15,39.41,39.54,38.93
39.09,39.54,39.73,38.85
39.42,38.60,39.58,38.44
38.87,39.35,39.65,38.80
39.22,39.12,39.43,38.94
39.93,39.48,40.43,39.33
39.28,39.78,39.95,39.26
39.43,39.98,40.05,38.96
40.01,39.83,40.05,39.50
40.15,40.49,40.65,39.89
41.00,40.61,41.05,40.54
40.52,40.99,41.24,40.01
41.08,41.47,41.61,40.61
41.16,41.35,41.47,40.68
41.88,41.44,42.37,41.26
41.51,41.99,42.05,41.17
42.06,42.18,42.50,41.98
42.21,42.24,42.68,41.95
42.38,42.10,42.74,42.00
41.77,41.99,42.32,41.56
42.02,42.49,42.54,41.33
42.74,42.64,42.83,42.39
42.48,42.95,43.01,42.48
42.65,43.13,43.29,42.26
43.37,42.95,43.50,42.58
43.11,44.24,44.39,43.11
44.44,43.89,44.46,43.83
44.40,45.40,45.59,44.00
45.22,45.35,45.60,45.01
45.08,45.27,45.74,44.93
45.33,45.24,45.78,45.01
45.36,45.00,45.57,44.72
44.61,44.64,44.90,44.20
45.22,45.80,45.82,44.64
45.67,45.67,45.86,45.28
45.93,44.85,45.93,44.71
44.87,45.47,45.59,44.74
46.85,45.80,47.75,45.62
46.05,46.64,46.89,46.03
46.69,46.45,47.12,46.15
46.50,46.38,46.91,45.75
46.47,46.71,46.96,46.02
46.23,46.43,46.76,45.52
46.46,46.31,46.75,45.94
46.42,46.19,46.91,46.08
46.55,46.64,46.88,46.26
46.70,46.05,46.83,45.84
46.01,45.94,46.27,45.74
45.63,45.01,45.73,44.89
45.40,45.58,45.75,45.01
45.99,46.47,46.72,45.82
46.51,46.89,47.41,46.40
46.99,46.58,47.13,46.48
46.81,47.49,47.50,46.76
47.34,47.29,47.71,47.23
47.53,47.32,47.87,47.26
47.26,47.00,47.47,46.93
46.81,46.83,47.35,46.73
46.52,46.03,46.74,45.68
46.09,46.08,46.31,45.79
45.72,44.77,46.39,44.44
44.71,45.05,45.22,44.42
45.61,45.65,45.83,44.95
45.87,45.57,45.89,45.52
45.73,45.18,45.77,44.40
44.71,44.95,45.13,44.20
45.06,45.35,45.52,44.91
45.28,45.64,46.08,44.85
45.63,45.66,45.90,45.15
45.17,45.22,45.38,44.56
44.96,45.12,45.44,44.96
44.43,44.37,44.43,43.91
44.29,43.39,45.00,43.26
43.69,44.19,44.24,43.62
44.22,45.20,45.36,44.10
45.07,44.41,45.09,44.35
44.69,44.88,45.32,44.35
45.32,46.25,46.41,45.28
45.97,46.22,46.58,45.76
46.15,45.99,46.82,45.65
46.20,46.32,46.94,45.99
45.82,45.66,45.82,44.84
46.80,47.23,47.45,46.17
47.94,48.50,48.95,47.79
48.50,48.97,49.10,48.03
49.34,49.35,49.49,48.80
49.43,49.01,49.43,48.45
48.87,49.27,49.85,48.60
49.00,49.99,50.18,48.64
50.10,49.82,50.33,49.41
49.45,48.74,49.67,48.50
48.45,49.17,49.34,48.29
48.66,48.68,48.92,47.62
48.15,48.99,49.31,47.93
49.36,48.92,49.49,48.74
48.52,49.13,49.49,48.22
48.48,48.56,49.08,47.89
48.60,48.48,49.09,48.31
48.74,48.20,49.15,48.09
48.20,46.27,48.62,46.16
46.61,45.95,46.74,45.72
45.89,47.24,47.26,45.75
47.22,47.97,48.09,47.22
47.33,48.89,48.89,47.28
49.45,49.52,49.52,48.48
49.47,48.54,49.69,48.36
49.23,49.49,50.36,49.10
48.82,48.67,49.33,48.52
48.67,47.58,48.67,47.23
46.51,45.15,46.63,44.90
45.16,44.54,45.51,43.62
44.29,44.41,44.52,43.69
44.73,45.91,45.91,44.73
46.38,45.80,47.09,45.72
45.66,45.72,46.18,45.30
46.25,44.61,46.32,44.54
44.85,45.09,45.15,44.45
44.98,44.39,45.37,44.24
44.38,43.80,44.71,43.55
43.97,43.37,44.21,43.21
43.01,43.68,43.80,42.39
44.05,45.09,45.79,43.96
44.96,44.14,45.08,43.85
44.07,42.09,44.31,41.81
42.40,42.77,42.90,42.13
42.22,41.59,42.30,41.42
41.82,42.34,42.47,41.50
42.38,42.28,42.67,42.10
41.76,42.25,42.38,41.65
43.37,43.79,43.84,43.14
43.80,43.31,43.98,42.84
43.24,43.78,43.88,43.20
43.54,44.41,44.48,43.52
43.87,43.46,44.25,42.91
43.34,43.46,43.52,42.92
43.70,42.46,44.05,42.33
42.43,42.26,42.62,42.06
41.82,42.45,42.67,41.64
42.65,43.68,43.75,42.50
43.60,42.99,43.97,42.82
43.21,43.04,43.48,42.35
42.93,44.15,44.17,42.62
44.46,44.62,45.05,44.08
44.21,44.60,44.70,43.89
43.69,44.36,44.57,42.90
44.40,43.47,44.60,42.98
43.48,42.22,43.61,42.06
43.11,42.90,43.59,42.34
43.40,44.44,44.79,43.15
40.80,40.45,41.22,38.83
39.59,39.88,40.78,39.59
40.01,40.12,40.49,39.95
39.92,39.81,40.37,39.41
40.47,41.01,41.26,40.05
41.10,40.72,41.31,40.68
40.88,41.82,42.07,40.88
41.39,40.67,41.39,40.41
40.73,40.98,41.66,40.65
40.73,41.53,41.58,40.71
41.38,41.05,41.50,40.54
41.38,41.01,41.66,40.79
40.98,41.47,41.68,40.98
41.38,42.09,42.21,41.10
42.07,42.79,43.02,42.07
42.71,42.58,42.93,42.27
42.81,43.05,43.39,42.64
42.96,43.09,43.29,42.63
43.00,42.96,43.34,42.73
42.67,42.93,43.29,42.63
43.09,42.91,43.34,42.34
42.85,42.73,43.13,42.43
42.86,41.96,43.17,41.88
41.63,41.25,41.82,40.89
41.56,41.25,41.94,40.91
41.35,41.30,41.50,40.25
41.22,40.64,41.48,40.55
40.90,41.80,42.37,40.20
42.01,42.58,42.95,42.01
42.49,41.96,42.70,41.84
42.02,42.01,42.42,41.84
42.07,42.08,42.29,41.66
42.09,41.83,42.32,41.29
41.92,42.31,42.74,41.91
42.07,41.36,46.11,41.31
41.28,40.75,41.57,40.40
41.04,40.58,41.50,40.48
40.37,40.82,40.86,39.70
41.08,40.81,41.16,40.40
40.67,40.18,40.99,40.13
40.31,38.99,40.31,38.98
38.76,38.46,38.98,37.83
38.81,38.79,38.86,38.32
38.60,39.05,39.25,38.56
39.06,38.31,39.17,38.06
38.37,38.10,38.43,37.87
38.70,38.40,38.70,37.91
38.54,38.76,38.87,38.20
38.96,38.95,39.59,38.72
38.89,38.45,38.89,38.33
38.38,38.26,38.63,37.63
38.11,38.24,38.65,38.00
38.63,38.67,38.99,38.45
38.63,38.86,39.06,38.60
39.00,39.31,39.38,38.64
39.49,40.42,40.49,39.35
40.49,40.68,41.03,40.05
40.63,41.04,41.75,40.62
40.79,39.80,40.88,39.65
39.66,39.78,40.06,39.45
39.30,39.76,39.81,38.82
39.86,39.19,40.13,39.12
39.55,39.20,39.55,39.00
39.24,39.00,39.31,38.91
40.50,43.37,46.17,40.44
43.93,43.88,44.46,41.97
44.07,43.16,44.48,43.08
42.99,44.55,44.75,42.99
44.84,45.60,45.97,44.77
44.95,43.92,45.24,43.66
44.02,43.06,44.43,43.06
42.82,43.65,44.13,42.82
43.87,43.87,43.91,43.50
43.50,43.95,44.44,43.50
44.13,43.48,44.22,43.41
43.30,43.50,43.80,43.23
43.68,43.71,43.86,43.23
44.31,44.73,44.82,44.08
44.68,45.39,45.42,44.44
45.39,45.43,45.47,45.02
45.50,46.15,46.17,45.01
45.93,46.07,46.44,45.60
46.15,46.19,46.65,45.95
45.96,46.42,46.53,45.32
46.85,47.07,47.14,46.40
47.21,47.51,47.52,46.78
47.66,47.03,47.96,46.24
46.97,47.12,47.30,46.50
47.15,47.38,47.70,46.90
47.39,47.38,47.73,47.19
47.59,47.52,47.91,47.04
47.44,47.82,47.99,47.19
48.00,47.95,48.16,47.45
48.13,48.17,48.60,47.87
47.96,47.91,48.25,47.58
47.68,47.87,47.97,47.33
48.15,48.18,48.22,47.57
48.10,48.63,48.80,48.10
48.83,48.37,48.94,48.11
48.31,48.88,48.95,47.98
47.70,48.78,48.78,47.10
48.86,48.55,49.00,48.18
48.56,48.19,48.67,47.97
48.36,48.06,48.45,47.43
47.60,47.93,48.30,47.60
48.09,48.68,48.79,47.80
49.94,49.91,50.22,49.06
49.85,50.54,50.89,49.85
50.65,51.10,51.32,50.54
51.03,50.99,51.18,50.69
51.16,50.66,51.29,50.29
50.75,51.33,51.37,50.53
51.49,50.87,51.64,50.43
50.77,51.25,51.43,50.65
51.18,51.02,51.25,50.75
50.67,51.09,51.19,50.67
50.88,51.21,51.30,50.64
51.51,52.01,52.17,51.37
52.22,51.69,52.49,51.51
51.69,52.09,52.09,51.24
52.12,52.29,52.47,51.98
52.09,52.83,52.88,52.09
52.87,53.53,53.68,52.85
53.42,53.24,53.70,52.27
53.22,54.17,54.23,52.80
54.07,53.73,54.13,53.51
53.79,53.93,54.63,53.55
54.14,54.05,54.20,53.74
53.93,53.61,54.01,53.51
53.92,54.02,54.24,53.71
53.90,54.13,54.21,53.70
54.16,54.15,54.32,53.67
54.30,54.88,55.03,54.30
54.96,54.99,55.36,54.76
54.91,54.98,55.25,54.85
55.00,55.72,55.81,54.92
55.66,55.59,55.91,55.50
55.81,55.91,55.93,55.21
55.86,56.65,56.77,55.63
56.41,55.69,56.55,55.63
55.76,55.09,55.83,54.87
55.30,55.92,56.00,54.17
56.02,54.23,56.20,54.22
54.65,54.79,55.14,53.92
54.74,55.81,56.09,54.74
55.83,56.05,56.59,55.79
55.77,55.58,55.95,54.63
55.46,55.55,55.60,54.63
55.49,56.15,56.26,55.33
56.07,56.10,56.47,55.78
56.28,56.15,56.41,55.98
56.55,57.24,57.24,56.30
57.15,57.18,57.29,56.75
56.90,57.31,57.44,56.90
57.34,57.31,57.63,56.93
57.50,56.63,57.50,56.25
56.50,56.71,57.02,56.30
56.71,56.64,56.96,56.19
56.77,56.48,57.23,55.89
56.67,57.36,57.40,56.18
57.10,55.47,57.58,55.32
55.60,55.49,55.79,54.30
55.74,54.96,55.92,54.54
54.85,54.95,55.10,54.37
54.49,54.33,54.50,53.46
54.40,54.18,54.46,53.71
54.20,53.02,54.50,52.79
53.11,52.05,53.64,51.77
52.23,51.89,52.52,51.31
51.88,52.33,52.61,51.73
51.92,53.20,53.22,51.60
53.09,53.34,53.89,52.95
53.56,53.49,53.86,52.99
53.64,54.10,54.16,53.32
53.96,54.90,55.00,53.83
54.42,52.80,54.87,52.43
52.59,50.75,52.59,50.57
51.15,51.43,51.61,50.83
51.16,50.60,51.16,49.94
50.73,50.70,51.15,50.36
50.92,50.71,51.50,50.33
50.76,51.30,51.36,50.02
51.72,52.85,54.79,51.72
52.86,52.23,53.02,51.85
52.45,52.61,53.06,52.30
52.56,52.11,52.59,51.71
52.40,52.61,52.84,52.00
52.74,52.76,52.82,52.01
52.47,51.62,52.79,51.55
51.69,51.82,52.03,51.27
52.43,53.60,53.65,52.06
53.61,54.11,54.39,53.56
54.11,55.06,55.08,54.00
54.82,55.86,56.05,54.69
55.86,56.14,56.53,55.50
56.05,57.12,57.18,56.05
57.13,57.13,57.52,56.65
57.03,57.97,58.13,57.03
57.66,58.47,58.64,57.58
58.43,58.38,58.99,58.12
58.54,58.83,58.97,58.39
58.78,59.05,59.55,58.78
59.18,59.49,59.69,59.09
59.49,58.78,59.71,58.39
58.43,58.95,59.00,58.00
58.78,58.82,59.14,58.02
59.43,59.53,59.68,59.05
59.10,59.62,59.91,58.96
59.66,60.01,60.17,59.57
59.89,59.80,60.58,59.58
59.96,59.80,60.15,59.11
59.64,59.41,60.21,59.13
59.17,58.26,59.37,58.01
58.25,59.01,59.08,57.97
59.29,60.01,60.29,59.17
59.66,59.91,60.24,59.50
59.14,58.85,59.98,58.74
59.28,57.94,59.28,57.84
57.93,59.40,59.55,57.37
59.37,58.82,59.61,58.52
59.24,58.76,59.28,58.19
58.90,59.40,59.51,58.61
59.30,58.49,59.52,58.40
57.86,55.79,58.16,55.76
