LECO,Lincoln Electric Holdings,NASDAQ
78.98,80.36,80.41,78.56
79.11,79.31,80.04,78.78
79.40,79.83,79.94,78.88
79.84,79.43,80.38,79.14
79.74,79.45,80.35,78.51
79.29,78.52,79.95,78.39
78.93,79.04,79.59,78.14
78.91,78.54,79.47,78.44
78.30,79.50,79.58,78.19
79.97,80.01,80.53,79.14
79.80,78.32,79.80,78.25
78.30,78.15,78.53,77.56
78.04,78.17,78.43,77.69
78.30,78.82,79.00,78.28
78.64,76.61,78.64,76.41
76.76,76.79,77.64,76.30
76.72,76.67,77.50,76.47
77.34,77.91,78.45,76.74
78.23,78.61,79.21,78.15
78.70,77.85,79.12,77.37
77.57,78.29,78.79,77.41
78.52,78.00,78.56,77.78
78.32,79.37,79.71,78.05
79.27,80.39,80.93,75.86
80.19,79.94,80.19,78.53
80.26,81.12,81.33,77.68
