CLNT,Cleantech Solutions International,NASDAQ
43.70,44.70,48.40,43.00
46.00,47.20,47.20,45.20
47.50,44.40,47.50,44.40
44.50,40.80,44.50,39.20
39.60,39.50,40.50,37.50
39.00,37.20,40.30,35.00
36.60,35.90,37.40,32.80
38.50,39.10,40.00,38.00
37.40,37.70,38.00,36.00
43.90,47.30,48.40,43.90
49.50,54.30,54.60,48.10
55.00,52.10,58.00,50.10
51.90,49.40,52.00,46.90
50.00,46.80,52.10,46.50
46.60,45.00,47.00,43.90
44.00,40.00,44.00,40.00
41.00,43.60,47.00,40.10
44.00,43.70,46.90,43.70
42.00,46.00,46.10,41.30
47.90,47.35,49.00,47.00
49.50,45.90,49.50,45.90
47.40,46.60,47.40,45.50
46.30,42.80,46.30,42.00
43.30,42.50,44.00,41.50
42.90,43.40,44.60,42.50
41.30,42.60,43.80,41.30
42.60,41.80,42.60,41.40
42.50,41.20,42.60,39.00
41.80,40.00,42.30,39.90
41.50,41.00,42.40,40.90
41.90,44.46,45.60,40.40
45.00,43.20,45.02,42.60
42.90,44.60,44.60,42.50
43.90,43.20,43.90,42.50
43.20,44.00,44.10,43.00
44.00,43.30,44.00,43.00
43.90,43.00,43.90,42.60
42.90,42.50,43.90,41.30
41.50,42.50,43.20,41.30
42.40,42.50,44.00,42.40
43.70,40.60,43.70,40.50
44.80,47.00,48.30,43.10
45.20,47.40,48.00,44.00
46.90,44.70,46.90,44.30
45.00,41.50,45.00,40.00
41.60,44.60,45.80,41.60
46.50,47.20,47.60,45.70
47.10,45.30,47.10,44.30
45.80,43.00,45.80,42.10
44.00,43.60,44.70,42.50
46.10,43.50,46.10,42.70
44.10,43.80,46.40,43.30
43.90,44.80,45.60,43.20
44.70,45.00,46.00,43.91
44.90,44.70,46.10,44.20
45.00,44.60,45.50,44.60
44.50,46.40,46.50,44.50
46.60,47.50,47.80,46.60
48.00,45.80,48.30,45.00
45.40,45.60,45.89,44.90
45.80,46.00,46.50,44.82
46.50,46.60,48.50,45.30
47.00,47.40,47.90,46.60
47.90,46.80,47.90,46.50
46.50,49.00,49.00,45.10
49.50,48.10,49.50,47.50
47.70,47.20,48.00,46.60
47.20,46.70,47.24,46.20
44.62,47.00,47.15,44.62
47.70,47.30,47.80,46.50
47.70,46.70,48.40,45.30
46.00,45.60,46.00,45.50
45.10,47.20,48.10,45.10
46.60,47.00,47.80,45.72
46.80,47.60,47.60,46.30
48.00,48.40,49.70,47.20
49.10,48.20,49.60,48.10
48.50,47.70,48.50,47.00
47.70,46.90,47.70,45.10
46.50,45.40,46.50,45.00
45.60,46.60,46.80,45.60
46.00,44.20,46.40,44.00
43.80,42.20,44.00,40.20
42.70,44.40,44.50,42.00
45.00,43.90,45.00,43.30
44.10,42.50,44.10,41.20
42.30,43.10,43.50,41.00
43.20,43.50,43.80,42.50
43.20,44.40,44.84,43.10
45.10,45.10,45.50,45.00
45.00,43.50,45.10,42.60
43.70,42.80,44.00,42.70
43.80,42.40,43.80,41.48
42.50,42.60,42.80,41.20
42.60,40.80,42.70,40.80
41.10,42.00,42.30,40.00
40.80,43.20,43.20,40.60
43.70,43.90,44.00,42.40
43.90,41.50,43.90,41.00
42.00,41.60,43.20,41.20
41.30,41.30,41.40,40.50
40.70,41.00,42.10,40.50
41.00,41.30,41.30,40.40
41.50,42.00,42.50,40.40
42.50,43.00,44.80,41.40
44.10,44.10,45.80,42.10
44.00,44.10,46.00,44.00
44.20,44.00,45.48,43.21
45.50,43.40,45.90,42.90
43.10,43.70,44.30,42.90
44.20,44.50,45.48,43.00
44.70,44.00,44.70,43.90
44.00,43.28,44.00,42.50
42.80,44.00,44.50,42.80
44.50,44.89,46.00,43.50
45.00,44.70,45.40,43.61
43.70,45.40,45.80,43.60
45.80,46.50,47.80,45.60
47.00,47.10,48.02,45.80
48.00,47.10,48.00,45.91
47.20,45.00,48.00,44.40
45.70,44.50,46.90,43.70
44.30,44.30,47.50,43.30
44.70,44.20,44.70,43.60
44.40,43.90,45.00,43.20
44.20,42.80,44.20,42.60
42.30,43.10,43.80,42.30
43.20,47.00,47.50,42.50
46.70,45.30,47.50,44.90
45.10,45.50,46.70,44.50
45.70,45.70,47.40,44.50
46.10,46.90,46.90,44.90
47.30,46.80,47.50,45.70
46.60,46.40,46.60,45.20
46.40,51.20,51.90,46.30
51.20,47.10,51.30,47.00
47.00,47.50,49.40,44.80
47.10,48.00,49.00,46.40
47.90,46.90,49.00,45.00
47.10,46.40,47.70,46.10
44.00,40.80,44.00,39.00
41.10,41.60,42.70,40.60
42.20,41.20,42.20,39.60
40.90,40.90,43.10,40.00
40.20,40.10,41.30,39.80
40.00,40.10,40.50,39.90
40.10,40.40,40.50,39.60
40.50,40.30,40.70,40.00
40.50,38.60,40.50,38.50
38.70,36.90,39.30,36.00
37.00,36.60,38.10,34.12
38.20,37.30,38.90,36.50
37.20,39.50,39.68,37.20
36.60,39.50,39.60,36.60
40.00,38.60,40.00,38.60
38.80,37.10,38.80,37.00
36.80,34.40,37.00,33.50
34.50,34.40,36.70,34.10
34.70,33.00,34.70,32.00
32.80,31.10,33.00,30.00
31.50,28.90,31.80,28.00
29.50,35.10,35.70,29.40
35.90,37.12,37.50,34.00
37.80,36.40,37.80,35.70
35.40,36.20,36.50,33.30
36.00,35.30,36.30,34.50
36.10,36.10,36.20,34.50
35.80,35.60,36.40,34.80
35.30,35.44,36.50,35.00
35.30,37.50,37.50,35.00
38.40,36.40,38.90,35.60
36.30,35.80,36.90,35.20
35.60,35.30,36.20,34.60
35.40,35.00,36.20,34.90
35.20,37.70,38.90,34.60
37.60,36.50,37.60,36.20
35.90,35.40,36.30,34.50
35.00,35.50,36.20,34.60
35.80,35.80,37.00,35.68
36.90,36.80,37.40,36.20
37.90,36.70,37.90,36.70
37.00,35.70,37.00,35.60
35.40,35.10,36.14,35.10
35.20,35.30,35.90,35.00
34.00,35.10,35.90,33.00
35.00,35.90,36.00,34.70
36.00,36.20,37.00,35.60
36.80,37.00,37.30,36.80
37.00,38.80,38.80,37.00
39.50,40.20,41.00,39.40
40.70,39.20,40.70,38.00
39.00,39.50,40.00,38.70
39.90,38.50,39.90,38.00
38.50,38.70,38.90,36.80
38.60,37.00,38.60,36.90
36.80,36.50,37.00,36.50
37.20,37.00,37.20,36.30
39.30,40.00,40.00,38.50
40.40,40.00,40.40,39.10
42.00,39.20,42.00,39.00
39.00,41.00,41.00,39.00
42.60,42.50,42.60,41.30
43.10,44.00,44.00,42.00
45.00,44.70,45.00,43.30
45.00,42.10,45.00,41.50
44.00,43.20,44.00,39.50
42.90,39.76,42.90,39.30
39.50,39.40,40.00,38.70
39.20,39.00,39.90,38.60
39.40,39.80,40.60,39.30
40.00,40.40,40.60,39.50
40.00,39.60,40.10,39.50
39.50,38.40,39.60,37.90
38.50,36.80,38.90,36.80
37.00,37.00,37.60,36.70
35.60,35.70,36.80,34.80
35.60,35.70,36.00,34.98
35.90,35.50,35.90,35.00
35.40,34.92,35.80,34.50
34.50,33.50,34.51,33.50
33.90,35.00,36.00,33.20
36.00,34.00,36.80,33.10
35.00,32.80,35.20,32.50
32.70,30.60,34.00,28.20
30.60,30.50,32.10,30.10
30.80,30.60,32.90,30.60
31.20,31.90,32.70,31.20
32.00,31.70,32.50,31.50
33.60,32.10,33.60,31.20
32.70,30.50,32.70,30.50
31.20,32.07,32.20,30.70
32.90,34.50,34.60,32.50
36.90,32.30,36.90,31.00
31.10,32.70,33.30,31.00
34.50,31.40,34.50,31.10
31.80,30.10,31.80,29.50
30.00,30.70,31.40,29.80
30.60,30.40,31.00,30.40
30.20,30.00,30.20,29.60
30.00,29.70,30.80,29.70
29.70,28.80,30.40,28.00
28.40,29.20,30.00,28.20
29.50,29.30,30.10,28.10
29.40,28.80,29.50,28.00
28.60,25.40,28.80,23.50
25.60,24.30,25.60,21.10
24.70,24.60,24.70,23.40
26.00,25.50,26.00,25.10
25.80,25.60,27.10,25.40
25.50,24.60,25.60,23.50
24.50,24.10,24.80,23.60
24.00,24.80,24.80,24.00
25.00,23.14,25.00,22.80
23.00,24.00,24.40,22.70
24.20,23.60,24.40,23.20
23.60,23.50,24.00,23.50
23.50,23.30,23.50,23.00
23.10,23.10,23.80,23.00
23.50,23.60,23.70,23.50
23.50,23.80,23.90,23.50
24.00,23.30,24.20,22.90
23.50,22.90,24.30,22.50
23.00,23.00,23.40,22.90
23.10,23.20,24.40,23.10
23.00,23.20,23.30,22.90
24.40,23.00,24.40,22.80
23.20,22.40,23.20,22.30
22.30,21.50,23.00,21.50
21.60,20.70,21.60,20.60
20.60,19.40,20.60,18.60
18.70,19.30,19.50,18.50
18.80,18.90,19.40,18.70
19.00,18.80,19.60,18.70
18.80,17.80,19.00,17.70
17.90,18.10,19.00,17.50
18.30,18.50,19.00,17.80
18.50,18.60,19.30,18.00
19.00,18.30,19.00,18.20
18.50,18.70,18.80,17.90
18.60,17.90,18.60,17.90
18.00,16.90,18.50,16.60
16.80,14.60,16.90,14.10
15.30,14.30,15.30,14.30
14.40,13.70,14.70,13.70
13.70,13.90,14.80,13.10
13.90,14.60,14.70,13.90
13.10,13.60,17.00,12.80
14.70,14.10,14.70,13.50
15.00,14.40,15.00,12.00
15.00,13.20,15.00,12.60
14.50,14.20,14.50,13.30
12.50,13.50,15.80,12.50
12.80,12.90,14.50,12.70
13.90,13.20,13.90,12.50
12.90,11.90,13.00,11.50
12.10,10.00,12.50,10.00
10.40,9.20,10.40,8.80
9.80,9.40,10.00,9.13
9.30,9.40,9.85,9.30
9.40,10.00,10.60,9.35
10.00,10.10,11.00,9.80
10.03,10.20,10.30,9.70
10.40,9.99,10.40,9.70
9.60,10.20,10.90,9.60
10.60,10.80,12.10,10.10
11.20,9.99,11.20,9.70
10.40,10.10,10.50,9.99
10.20,9.46,10.40,9.30
9.10,9.60,9.80,8.70
9.60,9.40,10.00,9.20
9.60,9.00,9.60,8.90
8.96,11.40,11.60,8.96
11.00,10.00,11.60,9.80
10.50,10.01,10.80,9.80
10.10,9.12,10.10,9.10
9.19,8.60,9.70,8.60
9.50,8.90,9.50,8.50
8.80,9.00,9.20,8.60
9.00,8.30,9.00,8.02
8.30,8.50,9.00,8.02
8.80,8.30,8.90,8.20
8.00,7.60,8.30,6.70
6.80,6.50,7.70,6.46
6.80,7.40,7.90,6.51
7.30,7.20,7.50,6.81
7.30,7.29,7.30,6.90
7.30,7.30,7.30,7.02
7.70,6.60,7.70,6.00
6.50,6.36,7.00,6.36
6.80,7.04,7.29,6.70
7.04,6.19,7.04,6.00
6.19,6.30,6.35,6.19
6.30,6.30,6.40,6.20
6.30,5.80,6.30,5.70
5.90,6.80,7.44,5.80
7.30,6.90,7.30,6.50
6.90,7.10,7.30,6.60
6.70,6.90,7.30,6.61
6.76,7.24,7.30,6.76
7.00,6.80,7.15,6.75
6.80,7.00,7.10,6.80
6.80,6.51,6.80,6.50
7.00,6.14,7.00,6.00
6.60,6.40,7.00,6.40
6.50,7.00,7.00,6.20
7.00,6.80,7.20,6.30
6.45,6.19,6.80,5.60
6.00,6.00,6.50,5.80
6.00,6.00,6.20,5.20
5.80,5.60,6.20,5.60
5.90,5.90,6.00,5.60
5.70,5.80,6.19,5.70
5.90,5.50,5.90,5.50
5.50,5.10,5.90,5.00
5.00,4.99,5.50,4.50
4.56,4.90,5.00,4.56
4.60,4.77,4.90,4.32
4.70,4.00,5.00,4.00
4.10,4.00,4.60,3.70
4.50,4.50,4.94,4.40
4.90,4.80,4.94,4.50
4.22,3.80,4.94,3.75
3.80,3.20,4.78,2.37
3.44,3.58,3.60,3.20
3.50,3.60,4.00,3.50
3.60,3.50,4.00,3.50
3.50,3.35,3.50,3.04
3.20,3.30,3.50,3.20
4.00,3.98,4.00,3.40
4.00,3.51,4.00,3.51
3.60,3.80,4.00,3.60
3.80,3.90,4.00,3.80
3.95,3.62,3.95,3.60
3.60,3.90,4.00,3.60
3.98,4.14,4.14,3.65
3.95,3.60,4.14,3.60
3.80,4.00,4.10,3.80
4.00,3.75,4.00,3.55
4.14,3.76,4.14,3.76
4.00,3.80,4.00,3.75
3.90,4.40,4.40,3.90
4.40,4.30,4.40,3.90
4.00,4.00,4.30,3.95
4.28,4.00,4.30,4.00
4.20,4.60,5.20,4.20
4.50,4.00,4.50,4.00
4.00,3.86,4.10,3.86
4.00,3.90,4.10,3.75
3.80,3.70,3.80,3.50
3.70,3.50,3.90,3.50
3.50,3.80,3.80,3.50
3.90,3.13,3.90,2.90
3.13,2.20,3.30,2.00
2.60,2.30,3.00,2.00
2.39,2.20,2.90,2.20
2.48,2.20,2.60,2.20
2.22,2.10,2.40,2.10
2.10,2.40,2.50,2.10
2.16,2.40,2.50,2.10
2.40,2.40,2.50,2.40
2.20,2.50,2.50,2.20
2.50,2.15,2.50,2.15
2.20,2.50,2.50,2.20
2.60,2.30,2.60,2.30
2.50,2.30,2.60,2.25
2.60,3.10,3.30,2.50
3.33,2.50,3.40,2.50
2.80,2.80,2.90,2.51
2.80,2.40,2.80,2.40
2.40,2.50,2.60,2.40
2.80,2.60,2.80,2.26
2.80,2.47,2.80,2.40
2.10,2.50,2.78,2.10
2.50,2.50,2.55,2.12
2.50,2.70,2.78,2.50
2.50,2.61,3.30,2.50
2.60,2.30,2.90,2.30
2.30,2.40,2.78,2.14
2.70,3.10,3.40,2.50
3.40,3.40,3.60,3.20
3.55,3.10,3.60,3.10
3.10,3.10,3.30,2.80
2.90,3.20,3.20,2.90
3.15,3.20,3.30,3.00
2.80,3.00,3.20,2.80
3.00,3.00,3.25,2.80
3.25,3.00,3.25,2.83
3.00,3.25,3.50,3.00
3.41,3.00,3.41,3.00
3.10,2.90,3.40,2.90
3.00,3.53,3.80,2.93
3.80,3.41,3.80,3.20
3.50,3.40,3.50,3.13
3.50,3.49,3.50,3.10
3.11,3.30,3.30,3.11
3.30,3.00,3.30,2.26
2.80,2.80,3.00,2.59
2.60,2.60,2.80,2.60
2.85,2.80,2.86,2.60
3.00,2.90,3.00,2.70
2.51,2.80,2.90,2.51
2.90,2.70,2.96,2.70
2.70,2.68,2.70,2.40
2.80,2.73,2.87,2.70
2.70,2.56,2.90,2.56
2.90,2.60,2.90,2.60
2.80,2.75,2.80,2.56
2.60,2.61,2.70,2.50
2.60,2.69,2.69,2.40
2.70,2.74,2.80,2.60
2.90,3.80,3.80,2.70
3.90,3.40,4.70,3.25
3.20,4.00,4.00,3.16
4.20,3.30,4.20,3.00
3.46,3.16,3.46,3.01
3.13,3.10,3.35,3.02
3.22,3.10,3.30,2.90
3.10,3.20,3.30,2.90
3.10,2.90,3.10,2.72
2.81,2.77,2.89,2.76
2.80,2.80,2.80,2.68
2.80,2.55,2.80,2.52
2.56,2.80,2.95,2.51
2.90,2.70,2.90,2.50
2.70,2.60,3.00,2.51
2.68,2.80,2.85,2.64
2.80,2.56,2.80,2.50
2.68,2.80,3.14,2.68
2.82,2.51,2.89,2.38
2.51,2.30,2.52,2.10
2.39,2.44,2.49,2.30
2.63,2.63,2.80,2.50
2.65,2.53,2.66,2.45
2.64,2.49,2.64,2.45
2.45,2.30,2.52,2.09
2.40,2.23,2.40,2.20
2.25,2.27,2.32,2.22
2.32,2.27,2.41,2.25
2.13,2.24,2.33,2.11
2.18,2.17,2.20,2.16
2.22,2.15,2.23,2.14
2.15,2.01,2.25,1.88
2.00,1.88,2.00,1.88
1.85,1.90,2.00,1.65
2.07,2.10,2.49,1.80
1.95,1.88,2.07,1.65
1.88,1.98,1.99,1.74
1.94,2.20,2.29,1.86
2.22,5.67,6.39,2.08
6.90,5.71,8.81,5.51
5.11,5.00,6.25,4.77
4.73,5.06,6.30,4.60
5.42,4.77,6.09,4.71
5.05,4.79,5.49,4.50
4.60,3.97,4.89,3.76
3.97,3.60,4.47,3.43
3.85,4.32,4.88,3.58
3.94,4.13,4.73,3.89
4.09,3.87,4.23,3.86
3.90,3.62,4.10,3.53
3.61,3.96,4.25,3.53
4.01,3.83,4.01,3.65
3.93,5.62,5.84,3.93
5.39,4.79,6.10,4.65
4.98,4.54,5.20,4.50
5.50,5.31,5.84,5.03
5.48,5.01,5.48,4.76
5.67,5.62,6.38,5.34
5.77,5.60,6.05,5.40
5.80,4.87,5.93,4.70
4.92,4.76,4.96,4.35
4.73,4.56,4.73,4.50
4.57,4.18,4.57,4.11
4.45,4.35,4.80,4.18
4.39,4.45,4.77,4.21
4.37,4.44,4.48,4.25
4.32,3.96,4.40,3.90
3.01,3.00,3.63,3.00
3.10,2.76,3.19,2.56
2.76,2.42,2.85,2.38
2.47,2.43,2.58,2.40
2.89,3.42,3.92,2.69
3.45,3.21,3.76,3.04
3.22,3.12,3.22,2.93
3.09,3.13,3.36,3.01
3.22,3.28,3.63,3.07
3.24,3.09,3.27,3.04
3.10,3.06,3.20,3.04
3.01,2.86,3.01,2.80
2.89,2.84,3.00,2.76
2.79,2.91,2.93,2.73
2.97,2.96,3.09,2.90
2.97,3.37,3.47,2.83
3.39,3.32,3.54,3.17
3.38,3.11,3.39,2.98
3.06,3.04,3.13,2.93
2.97,2.83,3.00,2.66
2.84,2.75,2.84,2.60
2.72,2.77,2.83,2.72
2.77,2.76,2.77,2.67
2.75,2.82,3.31,2.67
2.83,2.86,2.92,2.68
2.87,2.79,2.88,2.78
2.75,2.72,2.79,2.69
2.72,2.63,2.85,2.59
2.65,2.66,2.70,2.58
2.60,2.48,2.60,2.24
2.40,2.43,2.47,2.36
2.49,2.49,2.49,2.38
2.49,2.55,2.66,2.49
2.62,2.45,2.62,2.27
2.41,2.39,2.47,2.10
2.38,2.32,2.46,2.19
2.37,2.35,2.65,2.35
2.40,2.23,2.49,2.12
2.29,2.45,2.79,2.15
2.44,2.34,2.44,2.31
2.42,2.36,2.42,2.30
2.35,2.27,2.40,2.25
2.29,2.21,2.50,2.15
2.17,2.25,2.34,2.17
2.34,2.26,2.34,2.23
2.22,2.20,2.24,2.20
2.17,2.10,2.24,2.09
2.14,2.13,2.16,2.03
2.11,2.12,2.16,2.10
2.16,2.34,2.55,2.16
2.38,2.21,2.38,2.16
2.25,2.14,2.25,2.14
2.17,2.14,2.20,2.10
2.17,2.11,2.23,2.10
2.08,2.08,2.18,2.06
2.16,2.11,2.24,2.10
2.09,2.11,2.16,2.08
2.16,2.20,2.34,2.12
2.36,2.52,3.06,2.36
2.55,2.57,2.66,2.54
2.62,2.39,2.62,2.26
2.35,2.46,2.49,2.35
2.40,3.38,3.44,2.24
3.36,2.88,3.63,2.72
2.88,2.72,2.88,2.58
2.74,2.81,2.95,2.58
2.81,2.82,2.86,2.62
2.80,2.73,2.80,2.66
2.71,2.68,2.72,2.61
2.66,2.70,2.74,2.61
2.74,3.12,3.25,2.69
3.11,2.97,3.11,2.83
2.97,3.04,3.25,2.97
3.01,2.94,3.01,2.87
2.83,2.79,2.87,2.78
2.87,2.69,2.87,2.64
2.65,2.56,2.67,2.50
2.57,2.50,2.65,2.50
2.50,2.63,2.65,2.50
2.74,2.78,2.85,2.63
2.78,2.67,2.78,2.67
2.75,2.74,2.80,2.71
2.76,2.78,2.89,2.75
2.73,2.82,2.92,2.72
2.79,2.74,2.80,2.70
2.75,2.73,2.75,2.70
2.74,2.78,2.78,2.66
2.70,2.96,3.09,2.70
2.95,2.92,3.02,2.83
2.85,2.81,2.85,2.80
2.81,2.81,3.04,2.80
2.82,2.82,3.00,2.80
2.82,2.81,2.95,2.81
2.85,2.95,3.00,2.78
2.81,2.82,2.94,2.81
2.81,2.82,2.93,2.81
2.79,2.76,2.83,2.76
2.76,2.75,2.76,2.75
2.75,2.83,2.89,2.71
2.77,2.70,2.78,2.64
2.58,2.58,2.68,2.55
2.65,2.54,2.65,2.26
2.85,2.98,3.77,2.85
2.97,2.81,2.97,2.63
2.81,2.70,2.81,2.65
2.70,2.68,2.77,2.67
2.73,2.54,2.73,2.50
2.55,2.60,2.71,2.54
2.62,2.63,2.64,2.51
2.52,2.56,2.68,2.52
2.58,2.66,2.66,2.54
2.60,2.56,2.65,2.56
2.59,2.66,2.75,2.59
2.61,2.61,2.67,2.55
2.60,2.58,2.61,2.53
2.64,2.64,2.80,2.60
2.61,2.63,2.67,2.61
2.64,2.65,2.69,2.61
2.62,2.75,2.75,2.62
2.68,2.69,2.76,2.68
2.67,2.56,2.67,2.55
2.56,2.58,2.73,2.54
2.59,2.72,2.75,2.59
2.66,2.62,2.69,2.61
2.62,2.94,3.64,2.60
2.91,2.72,3.06,2.72
2.75,3.85,4.10,2.75
4.30,3.61,4.83,3.47
3.66,3.68,3.94,3.43
3.65,4.57,4.57,3.40
4.35,4.09,4.77,3.83
4.04,3.85,4.14,3.83
3.88,3.70,4.11,3.60
3.70,3.70,4.07,3.58
3.74,4.00,4.15,3.70
4.01,4.11,4.51,3.86
4.13,4.00,4.24,3.91
4.20,4.86,5.42,4.20
4.90,4.64,5.50,4.60
4.63,4.44,4.81,4.12
4.40,4.42,4.56,4.31
4.40,4.03,4.44,4.01
4.23,4.09,4.23,4.05
4.15,3.88,4.29,3.76
3.95,4.00,4.18,3.95
4.00,4.57,4.66,4.00
4.54,4.50,4.59,4.30
4.45,4.50,4.70,4.30
4.44,4.57,5.04,4.44
4.60,4.27,4.74,4.11
4.55,4.35,4.60,4.16
4.30,4.24,4.47,4.10
4.22,4.00,4.23,3.97
4.01,3.89,4.23,3.80
4.02,4.04,4.49,3.96
4.03,3.82,4.03,3.61
3.77,3.97,4.05,3.77
4.61,4.16,4.61,4.04
4.12,4.09,4.18,4.02
4.07,4.04,4.26,3.90
4.29,4.39,4.65,4.24
4.40,4.32,4.41,4.17
4.34,4.34,4.45,4.29
4.33,4.35,4.45,4.23
4.55,4.37,4.55,4.27
4.38,4.31,4.65,4.28
4.55,4.33,4.55,4.31
4.32,4.33,4.38,4.22
4.35,4.38,4.55,4.28
4.35,4.36,4.45,4.28
4.41,4.58,4.64,4.30
4.59,4.46,4.65,4.43
4.45,4.35,4.48,4.32
4.43,4.70,4.88,4.35
4.71,4.50,4.83,4.48
4.47,4.41,4.49,4.35
4.50,4.07,4.50,4.05
4.08,4.07,4.21,4.07
4.07,4.23,4.24,4.06
4.15,4.16,4.21,4.13
4.15,4.01,4.15,3.91
4.01,4.09,4.16,4.00
4.14,4.06,4.17,4.04
4.04,3.97,4.07,3.92
3.97,4.10,4.14,3.95
4.12,4.08,4.14,4.06
4.05,4.05,4.06,3.92
4.01,4.11,4.21,3.95
4.12,4.02,4.12,3.96
4.05,3.92,4.07,3.84
3.91,3.86,3.99,3.84
3.96,3.56,3.96,3.52
3.73,3.61,3.73,3.55
3.66,3.39,3.69,3.33
3.35,3.18,3.35,3.09
3.23,3.27,3.39,3.17
3.34,3.34,3.54,3.33
3.34,3.23,3.39,3.19
3.15,3.28,3.38,3.15
3.30,3.29,3.32,3.23
3.29,3.33,3.40,3.27
3.35,3.39,3.45,3.35
3.49,3.43,3.62,3.43
3.47,3.86,3.93,3.45
4.00,3.71,4.09,3.60
3.70,3.53,3.70,3.51
3.53,3.57,3.66,3.53
3.50,3.47,3.77,3.46
3.46,3.60,3.71,3.46
3.64,3.56,3.64,3.49
3.57,3.63,3.68,3.54
3.56,3.44,3.58,3.32
3.50,3.99,4.00,3.44
4.04,3.99,4.29,3.90
3.99,4.08,4.12,3.97
4.05,3.92,4.09,3.89
3.90,3.82,3.90,3.75
3.83,3.57,4.08,3.35
3.96,3.18,3.96,3.00
3.20,3.06,3.23,3.03
3.11,3.08,3.13,2.93
3.05,3.03,3.07,2.97
3.03,2.97,3.10,2.96
3.16,3.03,3.16,2.97
3.03,3.10,3.18,3.01
3.12,3.13,3.18,3.08
3.96,3.80,4.66,3.74
3.71,3.61,4.09,3.51
3.70,3.53,3.80,3.45
3.50,3.34,3.50,3.30
3.37,3.27,3.41,3.27
3.33,3.24,3.39,3.21
3.21,3.28,3.64,3.15
3.39,3.35,3.39,3.30
3.38,3.58,3.76,3.33
3.64,3.40,3.64,3.35
3.42,3.36,3.42,3.31
3.37,3.39,3.49,3.30
3.42,3.35,3.43,3.24
3.31,3.30,3.39,3.28
3.31,3.30,3.34,3.25
3.35,3.31,3.35,3.26
3.32,3.43,3.54,3.32
3.46,3.53,3.59,3.39
3.55,3.50,3.56,3.44
3.54,3.45,3.54,3.44
3.46,3.45,3.56,3.43
3.42,3.52,3.67,3.34
3.55,3.56,3.62,3.55
4.15,3.79,4.33,3.78
3.82,3.72,3.90,3.67
3.70,3.57,3.70,3.40
3.53,3.64,3.78,3.42
3.63,3.74,3.95,3.63
4.48,9.70,9.75,4.48
8.49,8.26,10.85,7.52
8.00,7.68,8.89,7.37
7.72,6.57,7.85,6.21
6.49,7.20,7.85,6.35
7.14,6.59,7.19,6.50
6.50,6.85,7.14,6.30
6.90,6.55,7.36,6.44
6.46,6.43,6.89,6.14
6.44,5.86,6.46,5.80
5.67,5.77,5.96,5.64
5.75,5.87,6.15,5.75
5.82,5.70,5.92,5.65
5.64,5.92,6.39,5.58
5.95,5.61,6.10,5.41
5.62,5.57,5.85,5.47
5.75,5.46,5.85,5.40
5.57,5.21,5.75,5.21
5.16,5.27,5.56,5.11
5.25,5.17,5.35,5.04
5.34,5.40,5.65,5.15
