SRCL,Stericycle,NASDAQ
71.63,72.00,72.39,71.52
71.99,73.49,73.88,71.93
73.58,74.37,74.55,73.40
74.56,74.92,75.04,74.07
75.34,76.28,76.77,75.05
76.31,75.43,76.71,75.13
75.40,77.50,77.93,75.33
77.51,77.16,77.58,76.05
77.42,77.12,77.79,76.93
77.21,76.88,77.74,76.40
76.64,76.51,76.99,76.20
76.54,77.28,77.45,75.87
77.26,77.46,77.50,76.83
77.49,77.17,77.73,77.06
77.09,76.11,77.60,76.05
76.20,76.86,77.04,76.17
77.13,77.04,77.84,76.78
77.40,75.84,77.40,75.72
75.69,77.84,78.16,75.65
77.88,77.65,78.08,77.24
77.91,79.38,80.33,77.83
80.39,78.84,81.10,78.53
78.85,78.04,79.27,77.71
78.19,80.16,80.34,78.05
79.56,79.53,79.82,78.22
79.45,79.66,80.23,79.01
