SRCL,Stericycle,NASDAQ
55.61,55.66,55.94,55.46
55.66,55.86,55.86,55.30
55.95,56.12,56.12,55.48
55.91,55.75,55.99,55.36
55.63,56.56,56.64,55.28
56.99,57.00,57.34,56.59
56.87,57.16,57.45,56.82
56.95,56.00,57.18,55.91
56.09,57.07,57.22,55.82
57.50,58.10,58.20,57.14
58.33,58.90,59.53,58.14
58.91,58.61,59.15,58.37
58.23,57.44,58.26,56.87
57.28,57.44,57.84,57.05
57.43,56.03,57.57,54.58
55.62,55.53,56.42,55.26
56.86,57.64,57.80,56.78
57.00,57.57,58.16,56.78
57.58,57.77,57.93,57.25
57.71,57.19,57.77,57.09
57.05,56.70,57.17,56.34
56.94,57.44,57.60,56.62
57.80,58.06,58.84,57.75
58.05,58.36,59.02,57.73
57.42,56.91,58.07,56.74
56.10,57.54,57.57,56.03
56.84,56.76,57.72,56.72
56.01,56.70,56.82,55.66
57.23,56.44,58.25,56.18
57.18,57.94,57.94,56.91
57.60,58.62,58.90,57.29
58.28,58.43,59.22,57.72
58.85,59.52,59.52,58.13
59.62,59.94,60.02,59.53
59.05,58.25,59.74,58.13
58.18,57.30,58.31,57.20
57.26,58.79,58.99,57.00
59.32,61.46,61.57,59.20
62.20,63.19,64.07,61.93
62.80,63.57,63.60,62.48
64.00,63.72,64.08,63.56
63.98,64.51,64.55,63.79
64.17,64.68,64.85,63.99
64.88,65.08,65.16,64.40
65.09,65.44,66.12,65.02
65.76,65.27,65.93,64.88
65.52,64.80,66.30,64.68
64.93,64.46,65.18,63.98
64.50,64.59,65.05,64.22
64.87,66.00,66.19,64.67
66.12,66.57,67.03,65.38
65.02,65.94,66.75,65.02
65.68,65.58,66.33,65.27
65.78,65.24,65.83,64.71
65.28,64.52,65.83,64.27
64.93,63.97,65.09,63.50
64.04,65.25,65.25,63.74
65.60,65.31,65.74,64.62
65.50,65.54,67.00,65.20
65.64,65.95,66.11,65.25
66.32,66.23,66.88,65.81
66.15,66.21,66.26,65.64
66.15,65.87,66.77,65.35
65.86,64.57,65.90,64.21
64.87,64.96,65.54,64.29
64.46,65.82,65.82,64.37
64.31,63.91,65.31,63.10
64.26,63.45,64.84,63.25
63.51,64.77,64.80,63.17
64.73,65.41,65.44,64.54
65.50,64.51,65.82,63.71
64.50,63.89,64.53,63.33
62.78,62.57,63.23,61.02
62.27,63.00,63.03,61.66
63.72,63.57,64.10,63.02
63.32,63.67,64.37,63.03
63.86,64.38,64.52,63.78
63.94,64.16,64.55,63.78
63.50,64.26,64.26,62.85
64.49,64.93,65.07,64.21
64.54,64.57,65.15,63.90
63.93,63.62,64.13,63.20
63.18,64.52,64.84,62.70
64.24,64.76,64.93,64.13
64.76,65.76,66.01,64.18
66.30,67.00,67.21,65.70
67.05,67.06,67.47,66.42
66.81,66.12,66.86,65.28
64.98,65.92,66.00,64.65
66.41,65.82,67.01,65.62
65.60,65.20,65.82,65.07
64.64,64.88,65.06,63.57
65.09,64.58,65.80,64.35
64.77,66.04,66.21,64.32
66.02,66.25,66.64,65.31
66.12,65.50,66.23,65.27
65.86,66.56,66.92,65.86
66.50,66.50,66.61,66.06
67.15,66.53,67.32,66.39
66.42,66.31,66.81,66.03
66.53,67.49,67.55,66.40
67.75,68.13,68.89,67.75
68.30,69.00,69.15,68.03
69.30,69.33,69.46,68.69
69.30,69.86,70.00,69.15
69.56,70.09,70.18,69.27
69.90,69.66,70.02,69.20
69.94,69.97,70.13,69.34
70.30,69.78,70.30,69.58
70.21,70.36,70.53,69.65
70.40,70.19,70.98,70.04
69.84,68.61,70.00,68.50
69.35,69.86,69.86,68.83
69.75,68.57,69.98,68.53
68.74,68.95,69.59,68.07
68.65,69.75,70.30,68.52
70.49,69.48,70.70,69.18
70.09,70.73,71.17,70.07
70.87,69.75,71.00,69.17
70.46,71.77,72.05,70.35
71.51,71.91,72.30,70.79
72.23,71.46,72.23,71.28
71.13,71.65,72.19,71.03
71.58,71.16,71.94,71.00
71.16,70.82,71.16,69.75
71.06,72.19,72.57,71.06
72.23,71.90,72.55,71.63
72.45,71.90,72.67,71.36
71.75,72.62,72.77,71.63
72.30,71.18,72.69,70.86
71.40,72.27,72.67,71.40
72.34,72.21,72.88,71.77
72.39,72.21,72.39,71.66
72.71,72.60,73.45,72.50
72.24,72.78,73.35,72.03
71.82,71.94,71.97,70.92
71.90,71.07,72.97,70.17
70.80,71.74,72.18,70.40
71.64,71.48,72.85,71.05
72.05,72.43,72.95,71.90
72.30,72.20,72.38,71.60
72.99,72.68,73.00,71.99
72.98,72.39,73.17,72.07
71.85,71.49,72.13,71.00
71.48,71.61,71.85,70.95
71.74,71.83,72.14,71.00
71.15,72.08,72.16,71.02
71.49,71.24,72.01,70.82
71.62,71.34,72.59,71.16
70.90,70.55,71.16,70.27
70.47,70.26,70.84,69.80
70.94,71.51,72.63,70.94
71.64,72.50,72.76,71.17
71.73,72.78,73.38,71.70
71.87,72.12,72.44,71.50
72.50,73.80,74.29,72.50
73.34,72.69,73.67,72.67
72.62,73.40,73.62,71.82
72.40,73.90,74.12,72.40
74.49,75.54,75.65,74.38
75.50,77.25,77.50,75.07
76.91,77.12,77.33,76.34
77.21,77.38,77.47,76.59
78.02,77.36,78.34,77.12
77.31,77.22,78.06,76.94
77.25,77.78,77.99,76.73
78.00,78.59,79.02,77.65
79.02,79.50,79.72,78.82
79.89,80.40,80.41,79.44
80.08,79.64,80.59,79.25
79.56,78.69,79.60,78.06
78.72,78.91,79.20,77.98
79.86,79.50,80.34,78.45
79.97,79.61,80.64,79.35
79.48,79.94,80.32,79.48
79.74,79.45,80.26,79.27
79.13,80.09,80.42,78.39
80.03,80.46,80.63,79.80
80.68,81.78,82.16,80.67
81.62,81.42,81.84,81.34
81.22,80.92,81.48,80.77
81.69,81.65,82.21,81.41
79.85,79.26,80.00,77.29
79.45,79.25,79.75,78.97
79.00,78.57,79.37,78.21
78.85,77.74,79.16,77.39
77.41,77.00,77.61,76.57
77.19,77.30,77.80,76.73
77.72,78.04,78.64,77.30
78.00,77.32,78.10,77.01
77.03,78.13,78.16,76.90
78.09,78.78,79.01,77.76
78.92,79.02,79.64,78.63
78.71,78.64,79.78,78.30
78.55,79.20,79.27,78.10
79.27,80.27,80.61,79.27
80.03,79.90,80.45,79.20
79.74,79.34,80.05,79.11
79.45,79.25,79.68,78.95
79.46,78.44,79.85,78.04
78.26,78.49,79.00,77.83
79.06,79.70,80.00,78.84
79.34,78.40,79.51,77.61
78.00,79.07,79.16,77.34
84.15,83.63,87.91,82.46
84.10,84.91,85.78,84.01
84.71,85.00,85.14,84.01
84.83,84.31,84.83,83.94
83.58,84.46,84.85,83.51
84.16,84.28,84.75,83.58
84.28,84.83,84.83,83.62
84.35,84.90,85.35,83.89
84.17,85.51,85.69,84.17
85.14,86.28,86.70,85.13
86.20,87.38,87.38,86.07
86.75,86.31,87.52,86.08
86.25,84.66,86.56,84.66
84.61,84.46,84.66,84.11
84.76,85.86,85.95,84.46
86.30,86.42,87.23,85.92
86.74,83.88,87.46,83.65
84.04,85.54,85.80,83.79
86.15,86.97,87.33,85.81
86.57,85.90,87.29,85.46
85.85,84.71,86.65,83.38
84.74,87.55,87.74,83.68
87.25,87.69,88.08,86.24
86.75,86.35,87.16,85.96
85.85,86.87,87.53,85.85
86.70,87.92,88.28,86.18
85.58,86.54,87.22,85.29
85.95,84.81,86.15,83.55
85.74,85.48,86.37,84.70
86.04,85.23,87.45,84.94
86.50,86.02,86.50,85.27
86.12,85.70,86.35,85.49
85.55,86.51,86.96,85.01
86.85,87.90,87.97,86.25
88.15,88.82,89.71,87.90
88.89,87.69,89.22,87.60
87.45,88.30,88.39,86.85
88.93,88.18,88.98,88.18
88.41,88.67,88.97,87.72
88.99,91.03,91.03,88.91
91.54,92.22,92.29,91.17
91.91,92.56,92.70,90.90
92.71,92.28,93.03,91.86
91.91,90.50,92.07,89.48
90.59,89.70,90.67,89.06
89.66,90.35,91.15,89.61
89.68,90.43,91.34,89.65
90.87,90.69,91.30,89.92
90.15,90.66,90.92,89.66
91.03,91.93,91.93,90.03
90.91,90.44,90.97,89.50
90.71,90.66,90.90,90.22
91.70,92.91,92.95,91.53
93.02,93.16,93.96,92.93
93.77,94.24,94.49,93.33
94.42,93.43,95.71,93.32
93.94,94.29,94.63,92.85
94.00,91.12,94.91,90.82
91.43,91.28,91.95,90.78
91.97,90.67,91.98,90.51
90.26,89.75,90.91,88.96
89.29,89.76,89.93,88.29
89.53,89.35,89.84,88.77
90.46,90.30,91.29,90.05
90.48,90.97,91.41,90.11
91.01,91.89,92.13,90.70
92.02,91.67,92.19,91.04
91.18,93.74,93.76,90.83
93.66,93.02,93.93,92.74
92.30,91.35,92.49,91.23
91.56,91.79,92.20,90.89
92.01,92.66,92.95,91.44
92.98,92.72,93.36,92.20
92.66,91.61,92.75,91.29
90.15,88.77,90.31,88.45
88.66,87.80,88.86,87.16
87.28,87.77,88.19,86.74
87.33,89.15,89.49,87.21
88.97,88.34,89.65,88.17
88.78,89.09,89.22,87.89
88.98,87.32,89.09,87.22
87.60,87.61,88.17,86.55
86.37,85.69,86.72,85.67
85.06,85.55,86.37,85.00
85.61,85.70,86.29,85.16
85.36,85.28,85.74,85.00
85.81,86.08,86.37,85.07
85.60,84.90,85.89,84.86
85.72,85.05,85.88,84.98
85.57,85.74,86.00,85.19
84.89,84.39,85.57,84.39
84.79,85.68,85.83,84.41
86.92,86.41,87.51,86.37
86.00,86.85,87.51,86.00
87.34,87.31,87.38,86.25
87.10,87.97,88.50,86.89
87.16,86.98,87.53,86.20
87.02,85.61,87.44,85.00
85.19,86.83,87.05,84.99
86.89,87.77,87.82,86.82
87.70,88.15,88.50,87.50
88.15,89.12,89.34,88.01
89.56,91.22,91.25,89.36
90.99,91.72,92.10,90.89
91.72,92.50,92.57,91.34
93.09,93.00,93.95,92.45
92.35,92.91,92.94,91.60
92.17,91.40,92.31,91.04
91.47,91.33,91.79,91.04
92.19,91.49,92.74,91.33
91.66,89.90,92.01,89.73
90.17,90.91,90.93,89.77
90.46,89.80,90.46,89.51
90.57,92.09,92.11,90.57
91.99,91.35,92.07,91.04
91.36,92.60,93.53,91.36
92.61,92.19,92.82,91.59
91.59,92.11,92.18,91.11
91.84,91.52,91.84,90.35
90.83,89.46,91.33,88.81
87.70,84.36,87.97,83.44
83.35,82.12,83.61,82.00
82.54,81.49,83.00,81.18
80.87,80.44,81.88,80.40
80.60,82.64,82.78,78.12
81.46,78.04,81.53,78.02
78.61,78.81,80.25,76.73
76.19,74.09,77.84,74.01
75.10,78.72,78.72,73.05
77.12,74.45,78.01,74.32
74.89,79.22,80.10,74.57
79.45,79.91,80.20,77.76
80.47,80.84,81.61,79.83
80.23,80.44,80.85,79.55
80.73,80.80,82.14,80.31
79.19,79.22,79.72,77.79
78.09,79.96,80.82,78.01
81.24,81.12,81.74,80.02
81.29,83.65,83.65,80.22
83.62,84.41,84.67,82.63
84.82,83.15,85.26,82.77
82.85,84.34,84.46,81.38
84.17,87.36,87.38,84.17
87.16,87.40,87.83,86.29
88.00,87.71,88.85,87.00
87.92,85.50,87.99,85.31
84.20,82.83,84.49,82.74
80.78,82.68,82.78,79.98
83.79,84.30,84.31,83.32
84.07,83.70,84.35,83.30
83.00,80.18,83.00,79.31
79.24,80.87,81.05,79.02
81.18,81.61,81.94,80.25
81.89,83.30,84.12,80.39
84.14,83.82,84.30,82.73
84.34,83.92,84.97,83.35
83.06,83.09,83.65,81.58
83.29,83.96,85.54,83.04
83.88,81.34,84.50,81.32
79.41,78.73,80.99,78.06
78.00,80.35,80.76,77.85
80.62,83.42,83.52,79.80
83.69,83.93,85.19,83.19
84.21,81.57,85.14,81.43
82.86,81.21,83.09,79.37
80.39,80.72,81.61,80.15
79.92,78.70,81.24,77.99
77.34,80.23,80.35,76.23
80.50,80.32,80.60,79.10
80.54,81.22,81.22,79.47
81.60,80.56,81.88,79.96
81.83,83.74,83.74,81.64
83.61,83.26,83.80,82.81
83.64,83.44,84.67,83.33
83.31,83.57,83.66,82.80
84.49,84.82,84.82,83.44
84.50,83.43,85.10,83.03
83.64,84.95,85.36,82.45
84.98,83.02,85.18,82.67
82.75,82.45,83.09,81.07
83.54,84.04,84.08,82.60
84.24,85.86,85.94,84.24
85.68,84.20,86.00,84.00
84.70,85.46,85.73,83.09
87.56,88.41,89.48,86.79
88.29,84.34,88.38,84.17
83.28,83.58,85.34,83.28
81.15,80.71,82.99,80.30
81.69,81.07,82.05,80.70
81.35,82.14,82.70,80.86
81.56,81.09,81.83,80.70
81.02,81.48,81.49,79.95
81.96,81.40,82.54,80.72
79.69,78.22,80.00,77.79
79.03,77.85,79.46,77.25
78.90,79.74,79.89,78.54
79.42,78.48,79.68,78.15
78.02,79.32,79.80,78.00
78.54,77.53,78.85,77.28
77.17,77.15,78.00,76.32
77.04,77.87,78.20,76.76
76.98,76.75,77.44,76.53
76.75,77.33,77.69,76.59
76.75,76.49,77.10,76.00
76.00,77.07,77.43,75.94
78.60,77.95,78.73,76.40
78.67,77.44,78.69,77.33
79.70,81.02,81.06,79.67
80.95,80.53,81.89,80.46
81.27,79.67,81.53,79.48
80.76,80.77,81.45,80.31
80.71,80.24,81.18,80.19
79.95,78.94,80.13,78.55
78.22,77.23,79.10,77.19
77.65,79.18,79.59,77.28
78.76,78.99,79.19,78.37
79.61,77.77,79.95,77.51
77.42,76.41,77.61,76.22
77.38,76.22,77.55,76.04
76.76,76.51,78.03,75.80
76.84,76.38,77.70,76.22
77.52,78.37,79.00,77.47
78.11,78.39,78.68,77.63
78.49,78.20,79.10,78.14
78.23,78.21,78.60,77.54
78.20,78.56,78.94,78.12
78.86,78.28,78.95,77.90
78.75,78.51,78.86,77.50
78.46,77.92,78.75,77.60
78.95,77.49,80.34,77.40
77.31,76.72,77.31,76.05
76.62,76.93,77.04,75.75
76.92,77.45,77.70,76.50
77.84,77.36,78.14,77.00
78.97,79.81,80.39,78.56
80.20,80.77,80.92,79.51
81.00,83.66,83.91,80.77
83.41,84.06,84.72,82.82
84.50,84.17,84.77,84.00
83.98,84.06,84.06,82.96
84.28,83.56,84.29,83.27
83.75,84.30,84.80,83.48
84.01,84.11,84.66,83.25
84.16,84.29,84.67,83.49
83.86,84.17,84.90,83.84
84.23,83.72,84.67,82.99
83.50,83.50,83.94,83.10
82.59,82.89,83.09,81.77
83.16,84.02,84.23,82.79
84.39,85.02,85.39,84.14
84.89,85.30,86.11,84.71
86.20,86.90,88.10,85.95
86.93,86.14,87.16,85.97
85.80,84.76,85.98,84.03
84.51,84.79,84.84,84.27
85.00,85.27,85.33,84.23
84.56,84.53,84.99,84.33
85.02,86.24,86.24,84.86
86.23,87.94,88.05,85.88
87.95,86.91,88.00,86.16
87.01,87.59,87.85,86.69
87.48,88.05,88.42,87.48
88.50,88.09,88.52,87.68
87.84,87.91,88.43,87.64
87.62,89.27,89.30,87.22
89.54,89.23,89.91,89.11
88.36,87.96,88.37,87.29
88.23,86.87,88.31,86.52
86.76,86.77,87.01,86.06
86.69,86.59,86.95,86.06
87.64,85.94,87.64,85.53
86.02,86.24,86.71,85.70
85.52,85.41,86.41,85.35
85.18,85.45,85.76,84.70
85.58,86.67,86.93,85.51
86.57,87.75,88.20,86.46
87.60,87.80,88.21,87.22
88.01,87.86,88.40,86.92
87.55,87.00,88.00,86.26
86.98,86.44,86.98,86.00
86.12,86.88,87.04,85.98
86.64,86.81,87.43,86.17
86.62,85.39,86.63,85.28
85.49,85.43,85.78,84.56
85.05,85.43,85.49,84.40
85.18,84.66,86.11,84.17
84.99,85.90,86.11,84.70
85.67,85.47,86.23,85.38
85.15,84.94,85.45,84.76
84.48,84.18,84.95,83.86
84.68,83.64,84.81,83.54
83.54,84.20,84.45,83.46
84.06,84.43,84.55,83.71
84.00,84.65,84.70,83.64
84.15,85.57,85.62,84.15
84.65,84.77,85.14,84.46
84.41,84.44,85.10,84.09
84.89,85.57,85.66,84.67
85.45,86.67,87.11,85.23
86.66,86.10,86.73,85.92
86.84,86.12,86.84,85.40
86.32,87.02,87.28,85.71
86.69,87.75,88.00,86.53
87.48,87.28,87.88,86.98
87.79,87.91,88.89,87.46
86.78,87.11,87.29,86.55
87.39,87.22,87.94,86.90
88.06,87.10,88.06,86.38
86.00,85.97,86.89,85.42
86.00,87.64,88.00,85.48
86.99,86.60,87.99,86.43
87.07,87.54,87.95,86.83
87.16,87.38,87.50,86.44
87.20,86.53,87.51,86.27
85.90,84.62,86.39,84.55
84.62,85.22,85.59,84.17
84.56,84.87,85.09,83.99
84.11,83.19,84.29,83.09
83.51,83.32,83.87,82.92
83.25,83.24,84.00,83.00
82.80,81.45,82.86,81.26
81.22,81.78,82.18,81.16
82.19,83.07,83.36,82.07
83.14,82.40,83.46,82.25
82.82,81.37,82.83,81.18
81.50,82.82,83.08,81.30
83.30,83.95,84.70,83.01
83.46,85.76,85.96,83.26
85.89,86.80,86.81,85.26
86.72,86.31,87.24,86.03
86.89,87.01,87.45,86.33
86.62,86.93,87.19,85.85
86.77,87.26,87.59,86.23
86.15,85.76,86.82,85.37
85.72,85.84,86.13,85.29
85.54,85.83,86.16,85.21
86.21,86.72,87.04,86.13
87.00,86.04,87.10,85.32
85.61,87.54,87.54,85.61
87.89,87.71,88.62,87.16
87.74,88.04,88.04,86.95
88.09,87.56,88.15,87.13
87.76,88.02,88.52,87.45
88.07,87.77,88.63,87.32
87.50,89.18,89.21,87.31
89.76,90.75,91.89,89.46
91.12,90.36,91.30,90.05
90.45,88.68,90.58,88.65
88.65,88.47,88.95,87.63
87.93,88.40,88.71,87.67
88.41,88.76,89.39,88.27
89.37,89.78,90.40,89.37
89.45,89.55,90.09,88.73
90.86,91.67,91.69,90.67
91.70,92.56,92.96,91.53
92.26,92.93,93.00,92.13
92.40,92.82,93.01,92.40
92.50,92.47,93.17,91.87
92.53,92.51,92.72,92.02
92.65,93.42,93.59,92.30
93.00,92.38,93.41,91.53
92.04,92.53,92.81,91.44
92.51,92.82,93.30,92.27
92.33,93.02,93.75,92.33
93.08,93.32,93.76,92.29
93.15,93.16,93.52,92.77
93.24,94.17,94.21,92.61
94.22,93.34,94.56,93.16
92.47,92.63,92.85,91.80
92.90,91.38,92.94,90.97
92.13,91.72,92.68,91.23
92.17,92.22,92.79,88.07
92.90,94.52,94.64,92.16
94.23,93.99,94.52,93.57
93.45,92.85,93.98,91.79
93.04,91.85,93.29,91.40
91.56,90.40,91.96,90.37
91.53,91.84,92.28,91.16
92.34,91.42,92.43,91.17
91.91,90.35,91.91,90.21
90.43,89.67,90.58,89.21
90.18,89.06,90.18,88.79
88.95,89.82,90.06,88.67
89.41,89.77,89.84,88.96
89.81,90.00,90.25,89.54
89.64,90.13,90.41,89.64
90.24,91.51,91.68,90.17
91.75,91.47,92.00,90.74
91.46,90.56,91.48,90.20
90.45,90.23,91.15,90.08
90.44,90.29,90.64,90.00
90.28,90.24,90.36,90.01
90.41,91.26,91.46,90.21
91.03,91.10,91.54,90.94
90.78,91.30,91.52,90.66
91.49,92.42,92.47,91.21
91.65,91.55,92.90,91.04
91.80,91.52,92.28,90.94
91.26,91.51,91.70,90.23
91.57,91.97,92.10,90.93
92.49,93.40,93.88,92.49
93.90,93.60,94.06,93.25
93.33,93.03,93.53,93.01
92.87,93.19,93.28,92.61
93.50,93.28,93.86,92.93
93.13,93.32,93.60,92.29
93.02,93.17,93.74,92.54
93.86,93.90,94.06,93.19
94.46,94.43,94.52,93.71
94.71,93.66,94.71,93.27
93.57,91.43,93.58,91.25
91.53,91.60,91.97,90.99
91.50,92.00,92.34,91.26
92.21,91.44,92.34,91.40
91.75,90.05,91.75,89.92
90.09,90.00,90.53,89.75
89.97,90.48,90.58,89.70
90.74,90.64,91.49,90.08
90.68,91.03,91.26,90.25
91.20,91.06,91.39,90.46
91.14,92.03,92.29,90.56
92.28,91.76,93.23,91.76
91.43,91.17,91.67,90.93
90.79,89.65,91.33,89.65
89.78,89.96,90.23,89.78
90.78,90.24,90.78,90.13
90.38,89.99,91.36,89.96
90.00,91.28,91.37,89.67
90.99,92.07,92.10,90.65
91.99,93.14,93.40,91.94
93.18,93.61,93.94,92.84
93.63,91.87,93.64,91.58
90.62,92.16,92.28,90.62
91.55,92.20,92.52,90.79
92.18,89.06,92.25,88.76
89.94,95.21,95.44,89.44
95.20,94.57,95.28,94.48
94.65,94.76,94.90,93.66
95.00,95.76,96.00,94.35
95.98,94.77,95.99,94.77
94.25,94.52,95.02,93.68
95.08,94.81,95.41,94.67
91.54,93.70,94.13,91.54
93.35,91.97,93.65,91.97
92.05,92.41,93.42,91.80
92.50,92.38,92.74,91.82
92.02,92.33,93.15,92.02
92.18,90.49,92.32,90.29
90.67,90.37,90.67,89.89
90.12,90.07,91.09,89.77
91.07,89.90,91.30,89.84
90.06,90.54,90.54,89.90
90.47,91.69,91.70,90.38
91.66,92.16,92.32,91.42
91.68,92.45,93.34,91.64
92.38,93.41,93.63,91.78
93.06,92.93,93.42,92.42
93.37,93.79,93.90,93.02
94.16,93.47,94.37,93.28
93.86,93.23,94.19,92.68
93.51,93.42,93.93,92.82
93.34,93.96,94.29,93.26
94.10,94.36,94.48,93.52
94.66,94.26,94.94,93.75
94.14,94.90,95.33,94.05
94.74,94.59,95.19,94.27
95.00,93.87,95.00,93.78
93.68,93.30,94.06,93.04
93.42,93.26,93.51,92.92
93.62,93.65,93.88,93.15
93.96,94.03,94.48,93.37
94.19,92.47,94.57,92.11
92.67,92.69,93.01,91.99
91.56,91.66,92.22,90.82
91.52,91.92,92.07,91.14
91.87,91.47,92.19,91.32
91.71,92.19,92.39,91.29
91.56,91.90,92.56,91.46
91.71,93.28,93.28,91.25
94.39,94.07,95.22,93.26
93.75,95.03,95.42,93.75
95.41,95.24,95.66,94.77
94.62,95.82,96.20,94.41
95.34,95.44,96.17,95.01
95.80,95.40,96.08,94.94
95.72,95.24,95.85,94.83
95.20,94.85,95.57,94.46
95.04,94.46,95.12,94.41
94.50,94.20,94.57,93.35
94.23,93.91,94.45,93.61
94.07,94.15,94.94,93.78
94.49,95.00,95.23,94.16
94.75,94.69,95.26,93.19
95.03,94.91,95.66,94.88
95.39,94.55,95.65,94.54
94.98,94.50,95.18,93.87
94.64,94.30,96.07,94.21
94.21,94.88,95.35,94.10
94.61,94.76,95.26,94.52
94.51,94.35,94.96,93.74
94.74,95.19,95.47,94.31
95.09,94.21,95.16,94.03
94.84,95.25,95.60,94.18
94.86,95.12,95.93,94.05
95.66,98.19,99.06,95.66
98.51,96.80,98.75,96.74
96.76,96.25,96.87,96.17
96.19,96.34,96.55,96.15
96.69,96.13,97.00,96.12
95.85,96.44,96.85,95.85
96.58,97.12,97.62,96.23
96.87,96.70,97.36,96.65
96.70,95.87,97.17,95.86
95.93,95.65,96.38,95.42
95.81,96.09,96.55,95.68
96.74,94.99,97.11,94.98
94.99,95.03,95.63,94.91
95.48,96.00,96.42,95.36
94.50,95.92,96.53,94.50
95.73,95.54,96.14,95.32
95.51,97.67,97.68,95.37
97.83,98.17,98.84,97.80
98.17,97.70,98.48,97.35
97.69,97.36,97.85,96.80
97.76,98.49,98.68,97.50
98.61,99.13,99.15,97.95
98.83,98.65,99.20,98.18
100.10,100.63,100.94,99.39
101.00,101.20,101.74,100.79
101.38,102.04,102.21,100.68
101.42,101.10,101.72,100.86
101.00,101.54,102.06,100.96
102.08,102.40,102.80,101.74
101.85,102.25,102.46,101.54
102.67,104.24,104.75,102.39
104.85,103.74,104.85,102.51
104.17,104.63,104.82,103.68
104.30,104.75,104.98,103.30
104.55,106.18,106.28,104.25
106.70,104.76,106.70,104.24
105.08,105.33,106.18,104.91
105.63,104.95,105.64,104.29
105.12,105.16,105.46,104.59
103.80,104.13,104.53,103.73
104.57,105.12,105.19,103.51
105.61,105.48,105.95,104.48
105.32,107.40,108.03,105.12
107.36,108.54,108.66,106.63
108.87,109.20,109.51,107.70
108.96,106.84,109.47,106.09
107.26,109.21,109.63,106.90
108.21,106.87,108.96,106.08
106.70,106.88,107.97,105.97
106.36,107.67,108.61,106.36
107.95,107.97,108.49,107.08
108.01,108.54,108.96,107.70
109.28,109.01,110.30,107.94
109.15,108.06,110.00,107.01
108.46,108.58,108.66,107.75
108.57,108.41,108.62,107.80
108.00,108.32,108.40,107.63
107.96,107.76,109.00,107.68
107.94,108.00,108.30,107.15
108.84,109.03,109.45,107.98
108.78,109.21,109.35,108.00
109.10,110.89,110.97,109.02
111.00,110.80,111.50,110.28
110.77,110.39,111.18,109.85
110.64,110.65,110.99,110.23
110.30,110.00,110.41,109.72
110.19,110.76,111.01,109.59
110.43,112.04,112.22,110.08
111.48,111.20,111.97,111.02
111.44,113.01,113.11,111.43
112.57,111.41,112.74,111.17
111.35,111.89,112.31,111.17
111.82,110.92,112.50,110.29
110.57,111.28,111.68,110.39
110.90,111.49,111.49,110.27
112.25,111.08,112.89,110.82
110.59,108.66,110.71,108.62
108.32,109.65,110.39,107.29
109.06,109.76,111.00,108.55
110.21,110.27,110.39,108.93
109.88,108.02,110.19,107.48
107.41,107.20,108.91,106.72
107.36,107.57,107.65,106.57
108.23,108.45,108.71,106.11
109.20,108.47,109.61,108.44
107.46,106.45,108.14,106.27
106.66,105.81,107.26,105.67
105.63,106.87,106.96,105.50
106.81,106.41,107.04,106.41
107.22,109.33,109.99,106.87
109.68,110.88,111.09,109.54
110.90,108.59,110.95,108.50
107.51,106.68,108.13,106.36
