TECH,Bio-Techne Corp - Common Stock,NASDAQ
79.54,79.16,79.95,78.85
79.16,80.18,80.34,78.74
80.21,79.75,80.29,79.45
79.61,79.83,80.00,79.57
80.37,80.75,81.31,80.19
81.05,81.05,81.28,80.37
81.32,81.34,81.65,80.33
80.71,81.08,81.75,80.26
80.66,80.67,80.95,80.01
80.71,80.38,81.04,80.01
80.05,80.86,81.05,79.60
80.69,81.26,81.46,80.13
81.50,81.44,81.90,80.79
82.00,81.50,82.36,80.76
81.79,80.77,82.13,80.49
80.73,80.55,80.75,79.92
79.82,79.13,80.47,79.06
79.48,78.95,79.70,78.68
79.26,79.57,79.95,78.61
79.25,79.11,79.58,78.79
79.37,79.21,80.01,78.69
79.04,77.74,79.08,77.54
77.50,77.62,78.21,77.10
78.25,78.66,79.08,77.52
78.13,77.38,79.32,77.35
77.47,77.65,78.08,77.00
78.06,77.36,78.25,77.19
77.09,78.30,78.39,77.09
78.62,79.86,80.01,77.78
79.68,79.06,79.81,78.95
78.44,78.86,79.01,77.29
79.13,79.77,80.70,78.27
79.86,81.73,82.17,79.52
81.80,83.16,83.31,81.58
83.22,82.80,83.23,82.45
83.32,83.37,83.82,83.01
83.53,84.06,84.06,83.10
83.97,85.08,85.59,83.97
84.91,85.13,85.53,84.67
85.52,84.60,86.43,84.35
83.91,84.21,84.49,83.56
83.20,81.97,83.97,81.82
82.07,82.03,82.35,81.10
82.59,81.77,82.61,81.64
82.23,81.83,82.69,81.40
81.92,82.17,82.28,80.75
81.70,80.69,82.16,80.29
81.01,81.61,81.63,80.65
81.55,81.08,81.84,80.55
81.37,81.00,81.74,80.96
81.21,80.72,81.76,80.51
80.00,80.00,80.59,79.83
79.95,78.90,79.99,78.57
78.49,77.09,79.00,76.83
77.03,76.15,78.02,76.03
75.84,75.79,76.39,74.41
76.62,72.78,76.63,72.50
73.90,76.06,80.17,73.90
76.19,75.84,76.66,73.26
75.20,72.31,75.45,72.28
73.02,72.04,73.82,70.63
70.46,69.86,72.03,69.21
70.39,72.93,73.07,69.20
71.36,68.92,71.75,68.73
69.07,71.39,72.10,68.29
72.10,72.50,72.98,70.57
72.83,73.75,73.89,71.98
73.25,72.87,73.45,72.07
73.43,72.75,74.11,72.21
70.94,68.03,70.94,67.43
67.32,68.75,70.09,67.24
70.19,68.62,70.27,68.25
68.69,71.46,71.85,68.64
71.30,72.10,72.12,70.32
72.45,69.69,72.95,69.20
69.24,70.75,71.00,68.31
71.51,71.83,71.97,71.27
71.27,71.75,72.34,70.71
72.07,72.47,73.37,71.46
73.00,72.55,73.75,72.20
71.05,70.73,71.81,70.17
68.76,70.21,70.45,68.69
70.92,72.30,72.38,70.65
71.80,71.90,72.67,71.40
71.51,69.78,71.51,69.41
68.82,69.12,69.62,68.13
69.39,70.64,71.00,69.39
70.89,73.01,73.52,70.50
73.55,72.96,74.24,72.05
73.00,72.42,73.50,71.90
71.47,71.17,71.78,70.57
71.19,71.17,72.71,70.93
71.05,69.09,72.05,69.08
67.69,67.45,68.04,66.34
67.41,68.68,69.01,67.01
69.23,68.82,69.48,67.73
69.89,70.51,71.25,67.87
70.65,68.25,71.75,68.14
69.38,68.96,69.64,66.95
67.88,68.01,69.68,67.88
67.81,65.29,68.75,64.35
64.64,67.50,67.54,64.01
67.54,69.61,69.85,67.18
69.53,70.44,70.67,68.99
70.51,68.72,70.51,68.70
69.72,69.08,69.72,68.78
68.59,69.43,69.58,68.59
69.78,69.73,70.21,69.27
69.26,69.98,70.20,68.96
70.66,70.65,70.96,69.67
70.15,68.39,70.59,68.07
68.62,69.43,69.56,67.84
69.62,70.12,71.02,69.45
70.09,70.88,71.07,68.93
71.51,72.57,72.79,71.46
72.58,73.55,73.55,72.03
72.68,69.81,72.68,69.18
70.32,68.61,70.82,67.40
69.95,70.35,72.20,69.00
70.18,70.58,70.91,69.98
70.02,68.80,70.02,68.65
68.24,66.62,68.28,65.71
67.48,67.52,68.12,66.34
67.96,69.59,69.73,67.56
69.14,69.35,69.92,68.46
69.20,69.56,69.66,67.90
69.89,70.22,70.40,68.34
67.89,66.72,69.66,66.70
67.03,66.80,67.25,66.44
67.40,67.99,68.44,66.97
67.64,66.72,67.67,66.47
66.48,67.22,67.57,66.00
66.66,66.47,67.87,66.34
66.42,65.37,66.42,65.01
65.45,65.25,65.45,64.72
64.50,64.52,64.83,63.82
64.44,64.40,65.21,64.32
63.92,62.81,64.28,62.69
62.53,62.37,62.87,62.04
64.06,64.87,65.63,64.06
64.80,65.02,65.49,64.29
66.81,67.49,67.54,66.38
67.22,67.12,67.97,67.05
67.78,66.25,67.78,66.09
67.02,66.52,67.41,65.82
66.48,66.70,67.10,65.93
66.37,66.31,66.48,64.96
65.86,64.52,66.27,64.30
64.77,66.15,66.31,64.66
65.54,65.13,65.68,64.64
65.15,65.24,65.75,64.90
65.04,64.47,65.24,64.03
65.05,65.56,65.91,63.75
65.56,67.52,67.66,65.44
67.55,66.48,68.71,66.23
67.54,68.25,68.76,67.40
68.01,68.71,68.72,67.56
68.64,68.45,68.80,68.17
68.34,68.24,68.75,68.14
67.93,68.69,69.35,67.93
68.51,67.42,68.58,67.17
67.42,67.91,67.99,67.34
67.89,68.26,68.75,67.63
68.91,68.58,69.57,68.27
68.19,67.79,68.21,67.53
67.48,67.98,68.40,67.48
67.85,68.06,68.60,67.57
68.38,67.73,68.59,67.52
68.00,68.36,68.81,67.60
68.15,68.43,68.69,67.67
68.42,68.92,69.07,68.05
68.92,67.98,68.93,67.43
68.39,68.17,69.40,68.13
68.26,69.20,69.20,67.85
69.23,70.32,70.62,69.23
70.36,70.41,71.02,69.86
70.34,70.39,70.90,69.88
70.19,70.96,71.73,70.19
71.04,71.72,71.84,70.54
71.94,70.48,71.96,70.05
70.19,69.97,71.10,69.85
69.39,69.85,70.27,69.04
68.45,68.25,68.88,66.79
66.52,66.39,67.48,65.25
66.36,66.38,67.07,65.94
66.90,66.30,67.38,66.04
66.01,66.13,66.24,65.81
66.23,67.51,67.72,65.90
67.18,67.55,67.84,66.49
67.67,67.81,67.88,67.19
67.37,67.71,67.83,67.11
68.28,68.59,68.66,67.18
68.20,68.89,68.89,68.04
69.01,69.35,69.57,68.60
69.37,70.38,70.51,69.37
70.71,71.21,71.27,69.82
71.26,70.25,71.26,70.15
69.92,70.65,70.86,69.50
70.53,71.01,71.35,70.16
71.19,71.38,71.69,71.01
71.00,71.58,71.78,70.66
71.77,71.99,72.13,71.45
71.98,71.59,72.20,71.49
71.89,71.45,72.06,71.31
71.31,70.74,71.31,70.53
70.74,70.27,71.13,70.11
69.76,69.14,70.06,68.84
69.24,69.33,69.49,69.07
69.59,69.99,70.32,69.53
70.14,70.58,70.68,70.14
70.60,69.92,70.82,69.68
69.94,70.66,70.66,69.74
70.59,70.00,71.00,69.25
70.24,70.05,70.24,69.67
70.01,70.14,70.27,69.45
70.01,70.08,70.47,69.49
69.71,69.09,70.01,68.50
69.26,68.64,69.57,68.33
68.18,68.62,68.77,67.69
68.55,68.23,69.01,68.10
68.73,70.13,70.36,68.73
70.09,70.36,70.59,69.73
70.28,70.29,70.80,69.90
69.61,69.87,70.13,69.28
70.26,70.10,70.78,70.06
69.94,70.43,70.63,69.50
70.22,70.64,70.66,69.82
70.05,69.24,70.05,69.00
69.79,68.91,69.79,68.68
68.07,67.92,68.35,67.81
68.00,66.60,68.06,66.60
67.25,66.94,67.52,66.68
66.95,67.53,67.85,66.70
67.50,66.07,67.62,66.05
66.34,65.91,67.37,65.76
66.30,66.83,67.14,66.03
66.66,66.09,66.89,65.98
66.09,66.10,66.86,65.71
66.23,66.12,66.59,65.84
65.60,65.38,65.60,64.82
65.21,65.19,65.52,64.88
65.98,66.79,66.90,65.45
66.80,67.25,67.68,66.51
67.57,67.90,68.07,67.03
67.72,66.94,68.15,66.48
63.08,67.82,68.73,63.08
67.87,68.20,68.81,67.37
68.27,68.47,69.05,68.27
68.16,68.15,68.78,67.73
67.99,69.01,69.31,67.55
68.45,69.39,69.52,67.77
68.72,68.82,69.09,68.20
69.28,69.34,70.00,69.01
69.01,69.16,69.72,68.99
68.76,69.04,69.20,67.90
69.10,68.87,69.36,68.62
69.19,68.84,69.45,68.54
68.88,67.04,69.14,67.01
67.08,66.14,67.21,65.88
66.20,67.31,67.57,65.67
67.43,68.81,69.22,67.43
68.09,68.89,69.05,67.93
68.89,69.26,69.57,68.42
69.76,69.09,69.76,68.75
69.73,69.73,70.61,69.32
69.39,68.34,69.39,68.19
68.38,67.86,68.38,67.32
66.65,66.46,67.30,66.34
66.42,65.91,67.00,65.56
65.58,66.48,66.63,65.55
67.01,66.60,67.35,66.47
67.35,66.23,67.71,66.17
65.82,66.34,66.93,65.82
66.93,65.43,66.93,65.33
65.71,65.96,66.11,64.96
65.82,65.83,66.37,65.56
65.96,67.16,67.50,65.65
67.38,67.93,68.32,66.80
67.62,68.53,68.79,67.46
68.60,69.89,70.15,68.19
69.70,70.60,70.63,69.70
70.30,70.57,71.60,70.27
70.83,72.07,72.11,70.61
71.41,71.08,71.45,70.52
71.04,71.30,71.46,70.76
71.29,72.88,73.00,71.16
72.27,73.22,73.22,71.71
74.35,74.20,74.79,73.84
74.37,76.02,76.02,74.00
75.80,75.00,75.98,74.58
74.99,74.89,75.23,74.55
74.21,73.89,74.26,73.48
73.89,74.16,74.28,73.62
75.17,73.37,75.17,73.00
73.35,73.80,73.91,72.96
73.48,74.54,74.58,72.50
74.48,74.34,74.82,74.00
73.98,74.74,75.13,73.32
74.89,74.08,75.17,73.28
73.96,74.43,75.12,73.61
74.52,74.20,74.67,74.00
73.70,73.11,73.93,72.92
72.41,72.62,72.75,71.56
72.40,71.61,72.78,71.36
71.94,72.81,73.03,71.67
73.50,74.52,74.57,73.33
74.65,74.05,75.07,73.71
73.97,72.75,73.97,72.38
72.27,69.08,73.52,67.60
69.08,69.94,71.38,68.32
69.00,68.87,69.00,67.43
69.00,68.81,69.16,68.51
68.66,68.74,69.00,68.26
68.76,68.57,69.18,68.46
68.07,68.54,69.03,68.07
68.46,68.47,69.00,68.02
68.34,68.58,68.92,68.06
68.40,68.12,68.81,67.71
68.50,67.51,68.50,66.98
67.42,67.25,67.56,66.82
67.08,67.00,67.31,66.26
66.92,66.96,67.30,66.48
66.77,67.32,67.36,66.54
67.44,67.89,68.04,66.67
67.76,67.93,68.09,67.14
67.99,67.54,68.31,67.27
66.75,67.58,68.30,66.75
67.92,66.99,68.49,66.96
67.07,67.25,67.35,66.28
67.28,67.89,68.10,66.66
67.62,68.26,68.57,67.40
68.82,68.57,69.28,67.91
68.45,71.21,71.47,68.15
70.81,71.07,71.48,70.43
71.37,71.72,72.46,71.37
71.70,71.73,72.07,71.11
71.60,71.29,71.67,70.31
71.40,70.92,71.73,70.59
70.89,71.57,71.67,70.41
71.53,71.99,72.53,71.00
71.78,72.48,72.67,71.63
72.17,71.70,72.53,71.50
71.51,72.38,73.34,71.51
72.38,72.29,72.89,71.81
72.10,72.59,72.72,72.06
73.00,72.15,73.00,71.17
71.89,72.50,72.51,71.47
72.72,72.65,73.44,72.13
72.61,72.34,73.08,71.66
72.59,72.27,72.68,71.94
72.00,71.94,72.55,71.65
72.25,72.45,72.79,70.96
72.47,73.38,74.17,72.47
73.47,72.19,73.47,71.97
72.24,72.98,73.01,72.24
72.96,73.29,74.00,72.96
72.97,73.07,73.63,72.84
72.91,70.63,73.07,70.49
70.50,69.33,70.50,69.27
69.50,68.91,69.85,68.81
68.97,68.99,69.19,68.82
69.00,69.13,69.32,68.57
69.23,69.47,70.01,69.16
69.65,70.48,70.73,69.65
70.29,69.78,70.29,69.00
69.52,69.47,70.40,69.32
69.13,69.58,69.81,68.40
68.71,67.16,68.71,65.37
67.19,66.65,67.69,66.57
67.05,66.90,67.69,66.52
67.00,67.48,67.56,66.22
67.41,67.36,67.61,66.61
67.37,69.73,70.61,66.76
69.75,68.16,70.48,67.95
67.63,70.32,70.53,67.63
70.33,70.70,71.04,69.83
70.44,70.18,70.58,69.03
70.05,69.80,70.54,68.98
69.78,71.03,71.27,69.59
71.03,71.14,71.54,70.19
70.93,69.71,71.38,69.59
69.89,68.40,69.99,68.23
68.11,68.12,68.91,67.34
68.08,68.84,69.19,67.49
69.15,70.38,70.47,68.96
70.14,70.62,70.62,69.33
70.76,71.05,71.08,70.10
71.05,72.21,72.22,71.05
72.06,72.07,72.81,70.90
72.20,71.65,72.85,71.47
71.30,71.15,71.30,67.86
71.41,70.50,71.62,69.87
70.67,70.90,70.91,69.93
71.01,70.92,71.02,70.01
71.01,69.50,71.41,69.47
69.31,69.64,70.05,69.09
69.28,69.55,70.21,69.28
69.70,69.24,69.70,68.60
69.12,69.71,69.87,69.12
70.00,69.64,70.00,69.30
69.87,69.48,69.87,69.00
69.56,68.88,69.72,68.48
68.79,68.14,68.94,68.02
68.17,69.42,69.46,67.88
69.18,69.03,69.58,68.50
69.16,70.00,70.82,68.73
69.99,69.82,70.73,69.51
68.50,68.52,70.07,68.11
68.68,69.03,69.37,68.27
69.10,67.84,69.10,67.79
68.06,68.64,69.24,67.36
68.99,68.36,70.23,68.00
68.30,68.34,68.84,67.81
69.10,69.34,69.96,68.75
69.34,69.10,69.65,68.90
69.15,69.19,69.57,68.47
68.65,68.51,69.15,68.42
68.53,68.50,69.05,68.36
68.43,70.01,70.09,68.27
70.10,69.65,70.39,69.57
69.71,69.46,69.86,69.25
69.55,70.01,70.02,69.23
69.95,69.71,69.95,69.38
69.52,69.38,69.73,69.36
69.42,69.69,69.91,69.24
69.85,69.97,70.08,69.41
68.51,68.34,68.91,67.88
68.28,68.15,68.37,67.72
68.09,69.84,70.07,68.09
70.04,71.12,71.16,69.35
71.09,70.76,71.49,70.18
70.89,70.99,71.95,70.50
71.09,70.85,71.64,70.76
70.76,71.68,71.70,70.56
71.78,71.54,72.17,71.39
71.25,70.56,71.46,70.41
70.58,69.31,72.20,68.09
69.03,69.03,69.41,68.85
69.06,68.97,69.17,68.16
68.94,69.59,69.71,68.87
69.75,69.49,69.96,68.54
69.36,68.78,69.72,68.75
68.55,68.35,68.55,68.06
68.12,68.04,68.34,67.62
68.21,68.15,68.51,67.92
68.34,68.31,68.58,67.80
68.14,67.88,68.60,67.81
67.93,68.01,68.38,66.80
68.13,68.34,68.60,67.94
68.70,67.75,68.84,67.74
68.05,68.03,68.39,67.84
68.11,68.26,68.74,67.61
68.11,67.99,69.24,67.89
67.61,68.17,68.29,67.09
67.92,67.81,68.21,67.40
68.13,68.59,68.95,68.03
68.81,68.17,69.22,68.09
68.31,67.87,68.54,67.74
68.17,67.85,68.17,67.66
67.91,67.32,67.93,66.93
67.48,67.29,67.50,67.14
67.28,67.37,67.40,66.87
67.35,67.27,67.52,67.20
67.27,67.35,67.58,66.88
66.90,66.48,67.27,65.67
66.64,67.21,67.48,66.54
67.33,67.28,67.64,66.90
67.07,67.05,67.41,66.67
66.98,67.60,67.80,66.98
67.77,68.04,68.10,67.57
68.25,67.79,68.34,67.48
67.52,67.69,67.75,67.20
67.70,67.85,68.15,67.60
67.74,67.46,67.90,66.96
67.70,67.99,68.31,67.44
68.18,66.77,68.26,66.70
67.31,67.03,67.67,66.56
66.42,66.01,66.48,65.78
66.17,65.42,66.17,64.99
65.57,64.97,65.65,64.89
65.15,65.57,65.66,65.04
65.50,65.54,65.74,65.34
65.24,65.25,65.55,64.97
65.01,63.42,65.09,63.40
63.96,65.10,65.15,63.60
64.37,64.35,64.84,63.63
64.43,64.20,64.44,63.67
64.32,64.88,64.97,64.08
64.81,64.88,65.30,64.67
65.02,64.51,65.66,64.37
64.33,63.60,64.50,63.28
63.88,64.03,64.38,63.81
63.78,63.89,64.16,63.76
64.18,64.35,64.53,64.08
64.16,64.14,64.46,62.55
64.00,64.58,65.21,64.00
64.60,64.82,65.11,64.59
65.33,64.94,65.77,64.94
64.71,65.00,65.08,64.59
65.18,65.77,65.79,64.90
65.78,66.71,66.74,65.73
66.46,67.01,67.43,66.46
66.87,66.91,67.25,66.77
66.95,67.90,67.93,66.80
67.77,68.02,68.48,67.77
68.03,67.99,68.46,67.76
67.98,67.50,68.51,67.44
67.65,67.74,67.98,67.31
67.83,67.78,67.97,67.20
67.66,68.00,68.53,67.52
68.06,67.10,68.16,66.59
66.63,66.90,67.38,66.40
66.76,66.64,66.98,66.16
67.12,66.94,67.39,66.63
66.62,66.55,66.71,65.76
66.51,66.57,66.93,66.20
66.57,66.51,66.98,66.18
66.84,66.43,67.04,66.20
66.32,65.81,66.61,65.55
65.62,64.97,66.02,64.46
64.88,66.02,66.02,64.74
66.31,66.35,66.75,65.95
66.39,66.50,66.63,65.79
66.15,66.47,67.10,66.01
66.52,66.00,66.66,65.38
65.89,66.97,67.07,65.78
66.77,66.59,66.99,66.39
66.81,67.12,67.16,66.36
67.33,68.21,68.48,67.33
68.07,68.10,68.80,68.00
