APC,Anadarko Petroleum Corporation Common Stock,NASDAQ
50.07,48.82,50.59,48.43
49.30,49.95,51.02,49.30
49.10,49.16,49.83,48.75
50.71,53.27,53.41,50.52
53.19,53.14,53.47,52.20
55.73,55.42,55.92,54.76
55.09,56.92,56.97,54.72
55.73,55.68,56.34,54.54
55.80,56.35,56.46,55.38
54.72,54.09,55.68,53.82
51.65,52.59,52.70,51.10
51.42,51.84,52.64,51.20
51.58,52.37,52.83,51.54
51.85,51.94,52.43,51.40
53.09,53.05,53.40,52.50
52.96,52.21,53.22,51.58
51.89,50.00,51.89,49.60
49.52,48.70,50.06,48.65
49.02,47.00,49.35,46.98
45.84,46.27,47.44,45.07
45.55,46.75,46.98,45.28
46.99,46.96,48.28,46.55
47.32,47.41,47.89,46.16
47.53,46.36,48.36,46.35
45.59,45.99,46.48,45.32
47.34,48.79,48.87,47.18
49.48,50.24,51.29,49.05
51.44,52.06,52.24,50.52
51.48,50.27,51.68,49.76
50.03,52.39,52.39,50.03
53.47,52.28,53.75,52.15
53.22,52.91,54.30,52.30
54.24,53.32,54.27,52.82
53.28,52.65,53.57,52.60
51.86,54.11,54.23,51.85
53.71,54.11,54.24,53.51
54.48,54.14,54.80,53.72
54.47,55.40,55.91,54.13
55.40,55.78,56.04,54.51
55.82,54.99,56.44,54.80
54.07,55.46,56.05,53.79
56.30,57.02,57.37,56.04
56.72,57.68,58.42,56.72
57.61,56.94,57.67,56.62
56.63,57.54,58.00,56.63
57.97,57.05,58.18,56.60
57.96,57.06,58.24,56.82
56.95,56.30,57.35,55.71
57.12,57.47,57.70,56.42
57.17,57.37,57.74,56.59
57.94,56.80,57.99,56.40
57.00,58.19,58.30,56.32
58.10,58.78,59.05,57.62
58.40,58.30,58.84,57.35
58.66,58.44,59.28,58.04
58.44,57.23,58.76,57.21
57.65,57.64,57.75,56.03
57.67,58.48,58.72,57.31
57.47,56.05,57.80,55.65
56.35,57.39,57.63,56.20
57.23,58.79,58.90,56.97
59.32,62.51,62.69,59.31
62.56,62.78,63.37,61.91
62.15,63.44,63.84,62.00
62.42,62.56,62.86,60.81
63.31,61.77,63.93,61.36
61.68,61.57,62.50,61.57
62.31,63.16,64.39,62.09
62.49,63.82,64.56,61.34
64.10,63.64,64.26,62.15
64.72,65.96,66.22,64.17
66.39,67.61,67.68,66.11
67.53,64.71,67.53,62.76
65.42,63.34,66.45,62.91
63.93,65.57,65.57,62.58
65.00,65.24,66.00,64.65
64.38,63.98,64.38,63.14
65.55,64.60,65.80,64.44
63.62,63.03,63.80,61.98
62.58,62.09,63.18,61.51
63.20,63.69,64.46,63.20
62.92,63.63,63.64,62.36
64.03,64.88,65.45,63.35
63.74,63.09,63.81,62.43
63.57,64.28,64.62,63.20
63.31,63.56,64.45,63.30
63.17,64.04,64.15,62.63
63.11,64.16,64.72,62.80
65.38,67.28,67.64,65.34
67.70,69.88,70.00,67.28
69.62,69.08,70.69,68.79
68.98,70.25,70.50,68.57
71.65,69.01,71.89,68.86
69.01,68.64,69.54,67.93
69.48,69.07,69.48,67.96
69.75,69.02,69.76,68.57
69.61,69.71,70.75,69.56
69.75,68.97,70.34,68.38
68.85,67.41,69.55,66.79
67.27,67.33,67.34,65.15
66.94,66.00,67.09,65.99
66.56,66.42,66.68,65.41
66.39,68.11,68.17,66.20
68.16,67.75,68.37,67.40
67.69,68.54,68.60,67.40
68.05,68.76,68.98,67.82
68.90,69.16,69.72,68.61
69.60,70.73,70.75,69.22
74.87,75.59,76.50,73.88
76.28,76.16,78.98,75.88
77.33,76.63,78.34,76.44
76.75,76.11,77.07,73.73
75.36,76.28,76.75,74.22
76.39,74.46,76.66,73.80
74.26,74.67,74.75,73.27
74.10,74.88,75.43,73.02
75.45,77.52,78.19,75.45
78.31,78.53,78.72,77.44
78.87,77.14,78.94,76.75
76.51,79.48,79.56,75.57
78.53,79.65,79.85,78.24
79.38,76.45,79.38,76.01
75.28,76.33,77.23,73.90
76.64,77.20,77.49,76.55
77.06,77.26,78.60,76.13
76.60,75.70,76.74,74.43
75.92,76.79,77.15,74.67
76.70,75.36,77.40,74.56
75.61,74.18,76.43,73.50
74.37,77.08,77.09,74.27
77.15,78.54,79.19,75.54
79.25,80.03,80.60,78.22
79.45,77.49,79.85,76.92
77.95,78.32,80.06,77.14
78.43,79.27,79.68,78.20
79.89,78.69,80.00,78.50
78.33,77.37,79.17,76.13
76.88,77.71,78.12,75.88
77.00,78.49,78.89,77.00
78.67,79.97,80.00,78.58
80.00,77.94,80.25,77.52
78.24,77.41,78.39,76.81
77.26,81.30,81.95,77.26
81.15,80.96,82.30,79.62
81.85,77.85,82.92,76.77
78.23,79.67,80.35,77.91
80.74,78.14,80.74,76.88
78.66,81.22,81.22,78.37
81.23,81.83,81.96,79.91
81.98,80.01,82.77,79.78
80.37,80.67,81.54,79.55
81.21,82.33,82.40,80.54
82.15,81.02,82.28,80.02
81.26,79.95,81.97,78.93
79.93,79.67,80.36,78.15
79.41,79.29,80.90,78.95
77.97,75.98,78.16,74.88
75.22,77.25,77.97,75.22
76.40,77.18,77.73,75.99
74.03,75.87,76.54,73.43
75.90,74.33,77.09,73.35
75.89,77.06,77.50,75.25
77.94,77.27,78.45,76.46
78.41,79.98,80.00,78.08
79.82,80.79,81.04,79.00
80.73,82.25,82.62,80.12
82.93,81.98,83.00,81.02
81.44,82.88,83.17,81.41
82.61,82.06,84.00,82.03
82.14,83.17,83.20,80.98
83.52,82.41,83.52,81.62
82.35,81.92,83.00,81.87
83.39,82.88,83.58,82.33
83.15,82.77,83.98,82.51
82.62,82.48,83.42,82.21
83.02,82.38,83.91,81.57
83.09,83.34,83.46,81.98
83.57,84.71,85.50,83.46
84.46,81.11,84.59,80.73
80.20,77.43,80.33,77.27
78.18,78.34,79.17,77.46
77.77,79.38,79.59,77.46
79.72,80.42,80.48,78.94
78.84,77.38,78.94,76.86
77.45,78.78,78.82,77.04
80.25,80.15,80.99,79.92
80.42,79.07,80.63,78.41
78.93,79.00,79.35,77.74
79.09,79.37,79.99,78.69
80.06,78.08,80.13,77.27
77.78,78.64,79.03,77.38
78.93,78.94,79.66,78.45
79.54,80.35,80.85,79.03
79.32,78.51,81.58,77.45
78.31,76.08,78.50,75.03
74.86,74.30,76.46,72.64
75.31,75.14,77.18,74.16
75.18,76.37,77.23,75.18
76.35,77.14,77.76,75.30
77.10,74.67,77.25,74.02
74.13,74.33,74.97,72.96
74.77,74.06,75.00,72.85
73.95,73.40,75.21,73.02
73.09,72.55,73.42,71.10
72.73,72.96,73.75,71.72
73.23,71.64,73.84,71.40
75.08,74.58,75.99,74.27
73.07,74.27,74.51,72.30
74.88,75.87,76.19,74.88
75.19,77.22,77.69,75.11
76.95,77.89,78.05,76.39
78.21,78.66,79.19,77.75
79.96,79.52,80.75,78.45
79.02,77.13,79.60,76.84
76.70,76.98,77.92,75.89
75.37,76.98,77.60,75.03
76.78,74.75,77.00,74.15
75.30,73.74,75.81,73.63
74.26,74.00,75.23,73.71
74.89,74.67,75.20,74.07
74.23,72.79,74.25,72.61
72.74,71.89,73.83,71.19
72.93,72.90,74.13,72.73
72.16,71.55,73.96,71.06
71.84,69.93,72.61,69.36
71.05,70.45,71.54,69.99
69.98,69.65,70.31,68.67
70.11,72.15,72.49,70.11
71.74,72.59,73.81,71.67
71.08,72.49,72.73,69.84
72.43,72.46,72.98,71.40
71.44,72.01,72.63,71.17
72.71,74.77,75.06,72.52
75.19,75.61,76.36,74.13
76.13,76.76,77.10,75.99
76.76,77.91,78.06,75.80
77.81,79.31,79.59,77.81
78.87,78.78,79.00,77.84
79.95,80.22,80.58,79.28
78.64,79.34,79.50,78.32
78.00,76.90,78.32,76.73
76.75,76.53,77.69,76.45
77.11,76.76,78.32,76.56
77.06,76.70,77.67,76.20
77.66,80.19,80.22,77.15
79.77,79.23,80.00,78.23
79.91,82.33,82.40,79.81
83.01,82.37,83.66,82.23
82.87,83.21,83.67,82.44
83.14,83.30,83.80,82.66
81.60,82.58,83.20,81.20
82.82,84.28,85.10,81.99
83.75,82.39,84.47,82.25
82.55,83.51,85.25,82.23
82.35,82.56,83.50,81.28
83.80,82.86,84.00,81.51
81.99,80.78,83.18,80.70
80.78,80.29,81.01,77.58
78.57,72.51,78.57,72.19
73.73,71.51,74.52,68.09
66.84,64.12,69.30,63.84
65.43,68.26,68.35,63.26
67.12,65.62,68.39,65.36
66.85,73.37,74.70,65.87
74.26,71.71,74.99,70.87
72.74,74.32,74.68,72.56
73.06,71.82,73.77,70.77
72.59,72.78,74.06,71.69
70.40,66.95,70.64,66.06
65.89,66.09,69.33,65.73
68.11,65.43,68.22,65.03
66.00,68.82,68.86,65.28
67.90,68.72,70.15,67.47
69.14,67.49,70.10,67.15
67.12,69.27,69.68,65.49
70.80,71.75,71.86,70.28
71.44,72.65,73.27,70.61
73.97,73.75,75.73,72.92
73.69,72.02,74.86,71.97
70.06,69.71,70.72,68.62
67.11,70.44,70.60,66.93
71.96,73.42,73.65,71.63
72.27,72.29,73.74,71.89
70.67,69.88,71.58,68.94
68.42,70.31,70.50,67.99
70.66,71.35,71.96,69.06
71.92,72.12,73.11,69.91
73.36,74.54,74.75,72.71
75.14,74.77,75.48,73.35
72.72,74.23,75.04,72.17
74.96,76.24,77.45,74.15
76.23,72.72,76.40,72.64
69.00,68.74,70.11,67.00
67.55,66.58,68.50,66.05
67.15,69.81,70.00,65.50
71.87,71.31,74.25,70.71
71.64,67.68,72.69,67.52
69.63,67.15,70.06,65.46
65.69,63.05,65.93,63.03
62.17,60.53,63.37,60.35
59.43,61.56,61.76,57.11
62.81,65.48,66.03,61.16
65.10,66.48,66.93,63.52
66.83,65.12,67.61,64.66
66.74,67.58,67.68,66.14
66.73,66.59,68.17,65.90
67.67,67.31,68.84,67.00
66.15,67.04,67.56,65.26
68.60,70.57,70.62,67.93
73.60,74.44,75.58,72.54
74.53,78.91,79.83,73.72
78.10,77.70,79.57,76.85
77.85,76.95,78.42,75.53
78.08,79.04,79.10,77.37
78.95,79.19,80.05,78.08
79.12,77.55,79.30,76.62
78.91,79.01,79.60,76.14
81.62,81.67,83.50,80.59
81.92,83.74,83.98,81.26
81.62,78.50,81.88,78.50
74.27,77.37,78.60,73.72
79.51,80.81,81.30,79.22
81.53,82.73,83.01,80.16
81.70,82.46,82.69,80.73
82.15,82.55,82.96,80.29
83.61,83.95,84.42,82.21
80.30,77.81,80.68,77.69
78.69,79.49,79.75,77.32
81.00,80.72,81.73,80.40
80.42,79.28,80.59,78.60
80.91,79.94,81.29,79.31
79.31,78.95,81.15,78.70
78.77,76.44,79.12,75.55
77.24,76.70,77.96,76.19
75.02,75.70,76.19,74.32
75.61,74.53,76.45,74.11
73.53,71.95,73.66,71.85
71.56,71.84,73.14,71.25
75.28,75.77,77.21,74.79
76.02,76.76,77.55,75.41
80.16,81.27,81.81,79.87
80.74,80.38,81.49,80.04
81.43,80.48,82.63,80.31
82.11,81.73,82.62,80.88
82.00,81.54,82.50,81.17
81.03,80.61,81.30,79.77
79.66,77.30,79.85,76.94
77.78,80.25,80.64,77.78
78.02,77.81,78.61,76.57
78.42,76.49,79.53,75.77
75.52,73.72,75.91,73.41
75.08,72.67,75.15,72.42
73.44,72.94,73.99,72.04
73.18,71.40,73.43,71.18
73.20,74.60,75.24,73.17
74.80,75.79,76.07,73.71
75.89,76.17,76.48,75.46
76.39,76.67,76.69,75.75
76.23,77.23,77.77,76.18
77.60,75.61,77.85,75.34
75.97,76.19,76.32,75.47
76.31,76.33,76.86,75.91
78.36,78.65,79.12,77.68
78.46,79.77,79.96,77.91
79.76,80.80,81.15,79.00
80.83,80.27,81.03,79.75
80.46,80.77,81.81,80.01
82.00,80.88,82.47,80.57
80.34,79.72,81.04,79.02
79.74,78.74,80.31,78.46
78.17,78.01,78.89,77.60
79.61,79.20,79.90,78.77
78.98,80.24,80.37,77.71
80.50,79.79,80.68,79.62
79.33,79.02,79.99,78.33
79.26,79.50,79.72,78.33
79.09,78.99,79.47,78.42
78.90,81.08,81.21,78.24
81.50,79.31,81.69,79.00
78.85,79.32,79.87,78.79
78.48,80.03,80.03,78.00
80.71,80.72,81.28,79.82
81.37,80.51,81.79,80.42
80.80,82.16,82.33,80.72
82.66,84.34,84.49,82.12
83.35,82.87,83.54,81.98
84.63,87.21,87.55,83.62
87.25,86.82,87.43,85.28
87.25,87.46,88.21,86.06
86.22,87.04,87.27,85.61
88.03,87.34,88.04,86.29
87.20,87.05,87.48,86.28
87.42,87.51,88.50,86.73
87.78,87.75,88.38,86.84
88.44,88.05,88.70,87.29
86.99,85.74,87.14,84.49
87.53,87.32,88.28,86.79
86.65,87.50,87.67,85.62
87.52,87.30,88.20,86.56
86.04,86.52,87.44,85.97
86.73,85.89,87.08,85.44
86.29,84.12,86.41,83.52
84.78,85.81,85.86,84.51
85.39,82.55,85.62,82.25
82.10,83.16,83.30,81.68
81.40,81.87,82.24,80.82
82.02,82.76,83.11,81.22
83.59,83.61,84.19,82.82
87.24,85.25,87.37,84.70
85.32,84.76,85.32,83.98
84.49,83.64,85.03,82.26
85.09,83.09,85.25,82.90
83.68,83.90,84.44,83.00
84.18,84.68,84.94,84.10
84.66,84.25,84.95,64.23
83.42,82.03,83.46,81.75
81.96,81.04,82.11,80.77
80.01,78.23,80.09,77.94
78.58,79.41,79.78,77.97
80.39,79.46,80.59,78.91
79.67,78.33,79.88,78.08
77.97,77.38,77.97,76.31
76.50,77.33,77.60,75.90
77.90,78.34,78.64,77.12
78.25,79.11,79.85,77.51
78.56,79.21,79.27,77.88
78.17,78.12,78.75,77.45
77.76,78.26,78.86,77.56
76.94,75.83,77.08,75.58
75.71,74.63,76.33,74.25
75.53,74.37,75.91,74.27
74.78,76.59,77.00,74.68
76.16,74.96,76.39,74.89
75.28,73.37,75.59,73.14
74.13,73.75,74.55,73.63
73.42,72.54,73.49,72.16
72.56,72.29,72.92,71.50
72.66,71.73,73.63,71.70
70.55,71.00,71.49,69.78
71.52,72.09,72.18,71.07
72.66,72.77,73.16,71.93
72.66,74.14,74.19,72.31
73.97,73.79,74.68,73.58
73.82,73.21,73.82,72.41
74.05,75.06,76.02,73.95
74.33,72.90,74.42,72.84
72.71,71.44,73.32,71.22
70.48,69.01,70.80,68.25
69.21,68.97,69.41,67.70
68.40,69.10,69.33,66.98
67.90,68.62,69.59,67.33
69.43,69.27,70.07,68.82
68.55,68.31,69.73,68.15
66.84,66.75,67.64,66.17
66.86,66.38,68.28,66.18
66.63,65.08,67.53,65.04
65.10,63.63,65.26,63.57
64.41,62.88,64.63,62.54
63.31,64.74,64.88,63.16
64.72,64.11,65.20,63.58
63.32,63.96,64.13,62.25
64.39,63.65,64.41,62.84
63.52,63.08,64.11,62.73
63.62,64.45,64.76,63.61
63.47,62.24,63.50,61.47
62.44,61.00,62.44,59.56
58.93,58.13,59.46,57.93
58.62,57.12,58.65,56.42
56.93,58.86,59.04,56.69
59.21,62.16,62.20,58.84
63.03,63.20,65.00,62.71
62.59,63.84,63.96,61.53
64.68,61.81,65.40,61.73
62.22,63.59,63.64,62.03
62.76,63.00,64.01,62.57
63.17,63.96,64.16,62.60
64.27,65.37,65.41,63.62
64.81,64.63,65.00,63.88
65.49,65.80,66.16,65.14
65.78,64.21,66.19,63.65
64.52,60.56,64.63,60.47
60.90,61.93,62.50,60.79
60.55,60.07,60.69,59.63
60.33,60.45,60.83,59.24
60.44,62.20,63.13,60.44
62.82,63.25,63.71,61.85
65.42,66.20,66.22,64.67
66.18,65.66,66.29,64.80
66.33,69.05,69.20,66.32
68.84,67.13,68.84,66.37
66.16,65.51,66.24,64.86
65.75,66.33,66.58,65.05
66.79,64.77,67.82,64.19
64.94,66.58,66.96,64.94
65.59,68.12,69.42,64.61
68.23,68.81,68.95,68.07
69.30,70.68,71.10,69.23
70.94,71.82,71.88,69.54
71.23,72.63,74.13,71.23
72.87,72.59,73.47,68.86
72.11,72.06,72.14,71.20
70.61,70.29,70.80,69.01
70.74,68.91,71.00,66.69
69.20,69.52,70.15,68.48
71.09,71.16,71.63,69.84
71.52,71.41,71.90,70.83
71.38,71.75,72.36,70.57
71.65,69.44,71.83,69.29
69.91,68.63,70.05,68.33
67.32,66.22,67.76,65.38
68.04,68.41,68.91,67.44
68.91,68.22,69.51,68.19
68.88,70.53,71.03,68.65
70.14,69.78,71.09,69.61
69.40,69.66,70.88,68.47
69.11,69.68,69.72,68.60
69.41,68.50,69.86,68.42
68.71,69.04,69.37,68.60
69.29,69.06,69.54,68.63
69.21,70.97,71.07,69.15
70.65,70.34,71.08,70.06
69.94,69.60,70.27,69.10
69.96,69.55,70.47,69.25
69.46,69.93,70.13,69.11
69.69,68.92,70.33,68.91
68.78,69.57,69.70,68.32
69.53,68.77,69.78,68.69
68.57,69.27,69.54,68.38
69.25,69.72,70.00,68.83
69.23,68.26,69.23,68.11
69.00,69.27,70.13,68.80
69.27,69.13,69.50,68.30
68.97,68.68,69.32,68.32
68.97,71.07,71.10,68.92
71.37,72.29,72.40,71.19
71.91,70.40,72.40,70.31
71.04,71.62,71.86,70.86
72.24,72.43,72.89,71.70
72.70,74.09,74.76,71.82
74.91,75.59,76.63,74.58
75.41,74.17,75.55,74.06
74.09,73.42,74.39,72.78
73.33,72.55,73.75,72.43
71.85,72.01,72.11,70.62
72.81,71.93,72.99,71.73
70.91,70.17,71.10,70.08
70.90,69.16,71.18,69.06
68.70,68.76,69.32,68.17
69.25,70.23,70.67,69.08
69.71,69.92,70.30,68.84
70.55,70.62,71.36,70.35
70.71,70.47,70.85,69.87
70.56,69.04,70.74,68.69
69.41,69.81,69.92,69.06
70.28,69.05,70.41,68.75
68.47,68.85,68.90,67.98
68.90,69.37,69.72,68.56
69.00,68.29,69.57,68.12
69.08,68.97,69.40,68.41
69.10,69.18,69.65,68.41
69.10,69.14,69.66,68.43
69.59,70.82,70.89,69.44
71.07,72.19,72.52,71.00
71.79,71.88,72.25,71.52
71.80,70.34,72.07,70.00
70.41,69.23,70.61,68.77
67.97,66.94,68.07,66.61
67.28,66.18,67.61,66.05
66.88,66.55,67.14,65.82
66.53,66.49,67.00,65.93
67.30,68.81,68.92,67.07
68.72,70.34,70.56,68.56
71.01,70.26,71.25,69.70
70.00,70.70,70.81,69.80
71.56,73.07,74.03,71.16
71.97,70.41,72.27,70.02
70.26,69.64,71.34,69.63
69.36,70.65,71.45,69.31
71.31,70.75,71.46,70.66
69.83,70.24,72.35,69.64
70.77,69.33,71.20,69.14
69.52,70.38,71.01,69.41
70.80,70.09,70.83,69.45
71.66,72.12,72.15,71.04
71.82,71.89,72.22,71.05
72.31,72.51,72.82,71.80
72.76,74.55,74.67,72.54
73.96,74.26,74.57,73.24
73.97,73.35,74.33,73.33
72.56,73.70,73.77,71.85
74.11,73.37,74.46,72.98
73.24,73.19,73.63,72.94
73.95,73.79,74.59,73.67
73.36,73.51,74.29,73.27
73.86,74.74,75.30,73.55
74.45,74.35,74.70,73.62
74.56,76.32,76.90,74.40
76.70,75.80,76.80,75.43
76.18,75.29,76.46,74.97
75.68,75.54,76.95,75.02
75.28,74.75,75.44,74.06
74.40,74.59,74.98,74.27
74.82,74.88,75.35,74.46
74.97,76.15,76.25,74.95
76.05,74.45,76.22,74.42
74.88,76.32,76.35,74.79
74.97,75.80,76.08,74.97
75.43,74.68,75.50,74.52
74.97,73.67,75.05,73.55
73.62,73.77,73.94,72.66
73.15,72.31,73.22,72.16
72.05,74.31,74.43,71.76
75.75,76.06,76.08,74.73
75.90,76.33,77.35,75.16
76.59,78.27,78.48,76.46
77.73,78.25,78.93,77.35
77.83,78.35,78.86,77.25
78.29,78.00,78.62,77.08
78.51,77.66,78.51,77.46
77.71,77.84,77.90,77.12
77.89,77.87,78.10,77.16
77.45,78.10,78.19,76.85
78.00,77.01,78.09,76.65
77.36,77.08,77.96,76.91
77.15,77.55,77.72,76.70
77.53,79.49,79.68,77.51
79.26,78.79,79.38,78.50
79.11,80.02,80.70,79.11
80.12,81.00,81.55,80.10
81.74,79.41,81.88,79.18
79.38,80.56,80.84,79.38
80.99,80.24,81.35,79.93
79.76,80.02,80.66,79.22
80.80,81.18,81.83,80.00
80.69,80.50,81.20,80.10
81.37,82.60,83.15,81.37
82.26,83.70,83.78,82.26
83.54,84.10,84.50,83.02
84.13,84.45,84.83,84.13
83.98,83.47,83.98,83.01
83.91,83.45,83.97,82.78
83.46,84.13,84.13,83.30
83.63,84.00,84.43,83.11
83.69,82.08,83.83,81.69
82.42,84.13,84.13,82.40
83.75,80.37,83.75,80.29
80.02,80.21,80.54,79.29
80.77,81.75,81.75,80.54
82.28,78.57,82.50,78.57
79.05,78.58,79.27,77.01
78.21,80.04,80.99,78.09
80.18,79.58,80.32,79.35
78.87,79.82,80.23,78.29
80.09,80.34,81.26,79.24
81.38,82.73,83.74,81.36
83.26,81.74,83.41,81.28
81.87,82.81,83.25,80.90
83.30,83.09,83.43,82.39
83.21,83.58,83.80,82.37
83.56,84.26,84.46,83.29
83.64,83.94,84.42,83.53
84.16,85.19,85.58,83.95
84.85,85.35,85.64,84.57
84.44,84.62,85.70,84.10
84.94,83.28,85.13,82.55
87.26,86.40,87.50,85.59
85.59,85.49,86.82,85.42
85.88,86.58,87.17,85.88
86.85,87.29,88.80,86.85
88.28,88.88,88.98,87.89
88.41,88.76,89.16,88.00
89.00,87.45,89.20,87.15
87.16,86.36,87.95,86.01
86.27,85.64,86.63,85.22
85.51,84.02,85.58,83.22
83.90,84.27,84.33,82.97
82.96,85.03,85.27,82.50
84.91,86.55,86.57,84.72
86.49,86.81,86.98,85.77
87.15,86.38,87.20,85.96
86.78,87.35,87.40,86.02
86.92,85.29,87.03,85.05
83.79,79.47,83.88,79.46
80.60,82.16,82.64,80.56
81.27,79.45,81.27,78.85
79.79,80.64,81.08,78.30
81.11,79.99,81.34,79.17
80.27,81.05,81.52,79.25
81.33,81.57,81.68,80.30
81.87,83.32,83.69,81.71
83.74,84.12,85.50,83.21
84.10,83.84,84.28,82.53
84.43,84.51,85.12,84.12
84.62,84.76,84.95,83.75
84.17,83.23,84.17,82.52
83.68,84.79,85.08,82.92
85.75,86.60,86.79,85.67
87.00,87.62,88.36,86.51
89.50,86.74,89.72,86.58
86.57,87.67,87.92,86.50
87.55,86.99,87.96,86.50
86.82,86.45,86.82,85.53
86.00,86.81,87.12,85.95
86.96,88.77,88.90,86.89
88.22,88.17,88.54,86.38
88.03,87.81,89.04,87.53
90.03,90.03,90.46,90.25
89.89,91.23,92.18,89.89
91.10,91.37,91.95,90.23
91.26,89.21,91.92,88.57
87.70,89.64,89.71,86.96
88.77,89.34,89.45,87.96
90.74,91.46,91.96,90.52
90.68,90.50,91.54,90.32
90.24,90.11,90.76,89.45
89.40,87.47,89.80,87.41
87.85,88.55,89.08,87.39
88.08,87.52,88.62,86.78
87.10,86.26,87.57,86.19
86.22,86.90,87.29,85.34
87.66,87.98,88.78,87.42
88.12,88.08,88.53,87.43
86.45,86.20,87.27,85.82
87.46,85.88,87.46,85.44
85.99,87.45,87.65,85.81
87.74,86.11,87.77,85.69
87.00,87.05,87.70,86.35
87.38,87.00,87.85,86.66
86.92,86.26,87.78,86.25
