APC,Anadarko Petroleum Corporation Common Stock,NASDAQ
67.40,68.21,68.56,66.51
67.73,69.27,69.30,67.73
69.85,70.26,70.31,68.52
70.75,70.47,70.90,70.02
72.92,70.79,73.33,70.48
71.74,72.69,72.73,70.65
72.11,70.68,72.50,70.07
70.00,70.33,70.88,69.52
70.88,70.61,71.32,70.11
70.95,71.37,71.60,70.42
71.61,70.97,72.21,70.66
71.43,70.75,71.53,70.28
71.16,70.77,71.52,70.54
70.74,71.25,71.41,70.54
71.45,71.54,72.14,71.20
71.71,70.64,71.90,70.44
70.54,70.11,70.62,69.63
70.07,69.73,70.79,69.51
70.56,70.25,71.76,69.40
70.33,70.81,71.00,69.76
71.11,71.61,72.00,70.63
72.00,71.74,72.26,70.88
71.00,69.98,71.62,69.86
70.14,69.58,70.30,69.30
69.94,71.60,71.63,69.23
72.14,71.49,72.32,71.00
71.00,71.24,71.91,70.67
