TIK,Tel-Instrument Electronics Corp. Common Stock,NASDAQ
4.33,4.40,4.60,4.33
4.42,4.60,4.60,4.40
4.80,4.80,4.90,4.70
4.70,4.60,4.78,4.60
4.65,4.80,4.85,4.65
4.95,4.80,4.95,4.80
4.95,4.85,5.19,4.80
4.85,4.80,5.00,4.80
4.67,4.65,4.67,4.55
4.75,4.65,4.75,4.65
4.65,4.65,4.65,4.65
4.70,4.55,4.70,4.50
4.50,4.40,4.55,4.40
4.45,3.85,4.46,3.85
3.90,3.85,4.15,3.85
3.86,4.10,4.20,3.86
4.15,4.25,4.25,4.01
4.15,4.20,4.20,4.00
4.40,4.20,4.40,4.08
4.20,4.40,4.40,4.20
4.45,4.35,4.45,4.31
4.48,4.50,4.50,4.48
4.50,4.48,4.55,4.47
4.60,4.60,4.60,4.50
4.55,4.60,4.60,4.55
4.52,4.40,4.64,4.31
4.46,4.45,4.46,4.32
4.30,4.25,4.30,4.25
4.15,4.65,4.65,4.12
