TIK,Tel-Instrument Electronics Corp. Common Stock,NASDAQ
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.50
8.70,9.09,9.09,8.70
9.00,9.00,9.00,8.99
9.10,9.10,9.10,9.10
9.10,9.30,9.30,9.10
9.25,9.15,9.25,9.15
9.15,9.15,9.15,9.15
9.00,9.15,9.44,9.00
9.35,9.15,9.35,9.15
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.05,9.05,9.05,9.05
8.78,9.14,9.14,8.78
9.05,9.25,9.25,9.05
9.25,9.25,9.25,9.25
8.95,9.16,9.16,8.95
9.19,9.09,9.20,8.82
9.08,9.15,9.15,9.08
9.20,8.83,9.20,8.64
8.82,8.82,8.82,8.82
8.82,8.82,8.82,8.82
8.78,8.80,8.80,8.78
8.80,8.80,8.80,8.80
8.97,8.97,8.97,8.97
8.80,8.50,8.80,8.50
8.35,8.19,8.66,7.80
7.89,7.72,7.93,7.50
7.42,7.16,7.60,7.00
7.39,6.97,7.39,6.85
7.22,7.22,7.22,7.22
7.31,7.35,7.35,7.30
7.40,7.50,7.50,7.40
7.50,7.50,7.50,7.50
7.50,7.40,7.50,7.40
7.19,7.15,7.19,7.10
7.00,7.40,7.40,6.01
7.40,7.40,7.40,7.21
7.40,7.40,7.40,7.40
7.40,7.35,7.40,7.35
7.35,7.35,7.35,7.35
7.30,7.35,7.40,7.30
7.32,7.22,7.32,7.22
7.22,7.22,7.22,7.22
7.22,7.22,7.22,7.22
7.22,7.22,7.22,7.22
7.34,7.50,7.50,7.34
7.36,7.43,7.55,7.25
7.25,7.15,7.25,7.10
7.25,7.63,7.63,7.25
7.63,7.95,7.95,7.63
7.79,7.94,7.94,7.79
7.75,7.41,7.75,7.41
7.28,7.28,7.28,7.28
7.39,7.39,7.39,7.15
7.39,7.39,7.39,7.39
7.23,7.24,7.24,7.23
7.03,7.03,7.03,7.03
7.10,7.93,7.93,7.10
7.88,7.50,7.90,7.44
7.71,7.50,7.71,7.50
7.69,7.50,7.75,7.37
7.67,7.71,7.75,7.67
7.73,7.75,7.75,7.73
7.45,7.68,7.70,7.10
7.70,7.77,7.77,7.68
7.77,7.72,7.77,7.63
7.47,7.32,7.70,7.23
7.21,7.40,7.40,7.21
7.48,8.08,8.53,7.40
8.10,8.14,8.22,7.49
8.34,8.12,8.34,8.12
8.33,8.25,8.95,8.24
8.23,8.18,8.23,8.18
8.18,8.18,8.18,8.18
8.20,8.64,8.64,8.20
8.70,9.08,9.08,8.70
9.10,9.06,9.18,9.06
8.94,9.09,9.09,8.82
9.09,9.09,9.09,9.09
8.90,8.90,8.90,8.90
9.10,9.10,9.15,8.99
9.25,9.23,9.29,9.23
9.08,9.10,9.11,8.72
9.08,9.10,9.10,9.08
9.00,8.94,9.00,8.94
8.95,8.98,9.00,8.95
9.00,8.85,9.00,8.81
9.00,9.00,9.00,8.99
9.00,9.00,9.00,9.00
8.97,9.00,9.00,8.97
9.00,9.00,9.00,9.00
9.00,9.00,9.00,8.81
9.00,9.00,9.00,9.00
8.87,9.00,9.00,8.87
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.97,9.00,9.00,8.97
8.93,8.99,9.00,8.76
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.95,8.60,9.00,8.60
8.83,8.42,8.83,8.42
8.42,8.42,8.42,8.42
8.36,8.31,8.36,8.31
7.90,8.40,8.40,7.90
8.42,8.47,8.49,8.40
8.48,8.73,8.73,8.48
8.80,8.85,8.85,8.78
8.85,8.86,8.90,8.81
8.93,9.00,9.03,8.93
9.00,9.00,9.00,9.00
9.30,9.00,9.30,9.00
9.00,8.89,9.00,8.89
9.00,8.98,9.00,8.98
8.98,8.98,8.98,8.98
8.91,8.84,8.91,8.84
8.52,9.05,9.05,8.52
9.04,9.01,9.05,9.00
9.01,9.01,9.01,9.01
9.01,9.01,9.01,9.01
9.01,9.01,9.01,9.01
9.02,9.00,9.03,8.99
9.05,9.00,9.05,8.84
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.03,9.03,9.03,9.03
9.03,9.03,9.03,9.03
9.03,9.03,9.03,9.03
9.18,9.18,9.18,9.18
9.18,9.18,9.18,9.18
9.18,9.18,9.18,9.18
9.03,8.98,9.03,8.79
8.98,8.98,8.98,8.98
8.82,8.80,8.82,8.80
8.62,8.73,8.73,8.62
8.74,8.75,8.75,8.74
8.65,8.65,8.65,8.65
8.65,8.65,8.65,8.65
8.65,8.65,8.65,8.65
8.73,8.73,8.73,8.73
8.74,8.75,8.75,8.74
8.70,8.72,8.72,8.70
8.72,8.72,8.72,8.72
8.72,8.72,8.72,8.72
8.37,8.59,8.60,8.15
8.72,8.75,8.75,8.72
8.74,8.74,8.74,8.74
8.35,8.25,8.35,8.25
8.59,8.67,8.67,8.59
8.66,8.66,8.66,8.66
8.67,8.65,8.69,8.50
8.65,8.65,8.65,8.65
8.69,8.69,8.69,8.69
8.60,8.60,8.60,8.60
8.69,8.53,8.75,8.53
8.48,8.50,8.60,8.48
8.50,8.50,8.50,8.50
8.02,8.02,8.21,8.02
7.84,7.84,7.84,7.75
7.84,7.84,7.84,7.84
7.75,7.75,7.75,7.75
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.01,8.00,8.02,8.00
8.00,8.00,8.00,8.00
7.50,7.60,7.60,7.50
7.62,7.60,7.62,7.60
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.78,7.99,7.78
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.67,7.83,7.84,7.65
7.83,7.83,7.83,7.83
7.97,7.97,7.97,7.97
7.46,7.77,8.00,7.42
7.77,7.77,7.77,7.77
7.77,7.77,7.77,7.77
7.90,7.99,7.99,7.90
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.99,7.99,7.99,7.99
7.48,7.43,7.48,7.43
7.60,6.95,7.60,6.49
6.85,6.98,7.25,6.40
6.50,7.00,7.00,6.50
7.00,7.00,7.00,7.00
7.28,7.28,7.28,7.28
7.28,7.28,7.28,7.28
7.28,7.28,7.28,7.28
7.02,7.18,7.18,6.97
7.18,7.18,7.18,7.18
7.18,7.18,7.18,7.18
7.18,7.18,7.18,7.18
6.69,7.02,7.20,6.69
6.60,6.63,6.63,6.60
6.63,6.63,6.63,6.63
6.54,6.54,6.54,6.54
6.56,6.56,6.56,6.56
6.54,6.54,6.54,6.50
6.09,6.05,6.12,6.05
6.05,6.05,6.05,6.05
6.05,6.05,6.05,6.05
5.67,6.36,6.41,5.67
6.36,6.36,6.36,6.36
6.03,6.24,6.52,6.03
6.10,6.25,6.25,6.10
6.60,6.60,6.60,6.60
6.35,6.45,6.45,6.35
6.45,6.45,6.45,6.45
6.63,6.63,6.63,6.63
6.63,6.63,6.63,6.63
6.09,6.18,6.18,6.00
6.18,6.18,6.18,6.18
6.59,6.59,6.59,6.59
6.59,6.59,6.59,6.59
6.59,6.59,6.59,6.59
6.59,6.59,6.59,6.59
6.59,6.59,6.59,6.59
6.71,6.74,6.74,6.52
6.74,6.74,6.74,6.74
6.49,6.11,6.49,6.10
6.11,6.11,6.11,6.11
6.15,6.14,6.15,6.14
6.15,6.15,6.15,6.15
6.08,6.08,6.08,6.08
6.08,6.08,6.08,6.08
6.20,6.20,6.23,6.20
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.29,6.27,6.29,6.26
6.27,6.27,6.27,6.27
6.27,6.27,6.27,6.27
6.35,6.27,6.35,6.20
6.27,6.27,6.27,6.27
6.35,6.55,7.18,6.35
6.55,6.55,6.55,6.55
6.55,6.55,6.55,6.55
6.88,6.88,6.88,6.88
6.87,6.90,6.90,6.87
6.69,6.65,6.69,6.65
6.45,6.45,6.45,6.45
6.45,6.45,6.45,6.45
6.51,6.51,6.51,6.51
6.55,6.45,6.55,6.45
6.23,6.23,6.23,6.23
6.21,6.21,6.21,6.21
6.21,6.21,6.21,6.21
6.21,6.21,6.21,6.21
6.48,6.66,6.66,6.35
6.75,7.10,7.10,6.60
6.82,6.55,6.82,6.55
8.97,7.69,8.97,7.69
7.50,7.14,7.67,7.14
7.15,7.27,7.27,7.02
7.20,6.22,7.20,6.20
6.51,6.60,6.88,6.22
6.41,6.81,6.81,6.41
6.95,6.75,6.99,6.75
6.87,7.92,8.00,6.87
7.49,6.82,7.49,6.82
6.88,7.00,7.15,6.88
7.17,6.70,7.17,6.70
6.80,7.16,7.50,6.70
7.02,7.04,7.04,7.00
7.04,7.04,7.04,7.04
6.95,6.80,7.50,6.80
6.75,6.75,6.75,6.75
6.71,6.55,6.71,6.55
6.35,6.20,6.35,6.11
6.20,6.20,6.20,6.20
6.50,6.16,6.50,6.11
6.16,6.16,6.16,6.16
6.53,6.53,6.53,6.50
6.59,6.30,6.59,6.29
6.18,6.17,6.18,6.17
6.26,6.35,6.35,6.20
6.35,6.40,6.40,6.35
6.35,6.22,6.35,6.20
6.22,6.10,6.25,6.05
6.10,6.10,6.10,6.10
6.10,6.10,6.10,6.10
6.04,6.04,6.20,6.04
6.04,6.04,6.04,6.04
6.20,6.20,6.20,6.18
6.33,6.33,6.33,6.33
6.33,6.33,6.33,6.33
6.33,6.33,6.33,6.33
6.33,6.33,6.33,6.33
6.35,6.35,6.35,6.35
6.10,5.93,6.20,5.85
5.81,5.85,5.90,5.75
5.75,5.70,5.75,5.60
5.78,5.71,5.85,5.71
5.71,5.71,5.71,5.71
5.71,5.71,5.71,5.71
6.07,6.10,6.10,6.07
7.20,6.35,7.20,6.06
6.35,6.35,6.35,6.35
6.05,6.05,6.05,6.05
6.32,6.35,6.35,6.32
6.35,6.35,6.35,6.35
6.35,6.35,6.35,6.35
6.35,6.35,6.35,6.35
6.35,6.35,6.35,6.35
6.35,6.35,6.35,6.35
6.25,6.35,6.35,6.25
6.35,6.14,6.36,6.07
6.34,6.08,6.40,6.08
6.03,6.15,6.21,6.01
6.23,6.20,6.23,6.19
6.20,6.20,6.20,6.20
5.95,5.95,5.96,5.95
6.03,5.71,6.03,5.71
5.71,5.71,5.71,5.71
5.69,5.70,5.70,5.69
5.70,5.70,5.70,5.70
5.59,5.83,6.08,4.97
5.73,5.70,5.73,5.70
5.70,5.70,5.70,5.70
5.79,5.70,5.97,5.70
5.88,5.59,5.91,5.45
5.55,5.54,5.70,5.54
5.52,5.64,5.64,5.52
5.52,5.50,5.52,5.50
5.47,5.60,5.60,5.47
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.51,5.40,5.51,5.39
5.48,5.73,5.73,5.32
5.61,5.45,5.61,5.35
5.34,5.25,5.34,5.25
5.25,5.35,5.35,5.25
5.43,5.35,5.43,5.25
5.37,5.40,5.65,5.37
5.41,4.44,5.41,4.01
4.15,3.85,4.44,3.49
3.85,3.74,3.85,3.72
3.74,3.82,3.82,3.74
3.85,3.65,4.12,3.65
3.65,3.65,3.65,3.65
3.62,3.90,3.90,3.60
3.83,3.78,3.83,3.78
3.78,3.78,3.78,3.78
3.76,3.57,3.76,3.57
3.57,3.57,3.57,3.57
3.52,3.40,3.52,3.40
3.42,3.44,3.44,3.38
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.66,3.68,3.75,3.66
3.68,3.68,3.68,3.68
3.68,3.51,3.68,3.51
3.51,3.51,3.51,3.51
3.54,3.58,3.58,3.19
3.58,3.58,3.58,3.58
3.37,3.40,3.40,3.35
3.25,3.25,3.25,3.25
3.27,3.39,3.39,3.27
3.33,3.30,3.33,3.30
3.30,3.30,3.30,3.30
3.75,3.75,3.75,3.75
3.74,3.71,3.74,3.71
3.71,3.71,3.71,3.71
3.37,3.50,3.67,3.37
3.48,3.59,3.59,3.48
3.64,3.64,3.64,3.64
3.74,3.90,3.90,3.72
3.90,3.90,3.90,3.90
3.89,3.89,3.89,3.89
3.90,3.90,3.90,3.90
3.90,3.93,4.09,3.90
3.85,3.74,3.85,3.74
3.74,3.65,3.75,3.65
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.41,3.59,3.59,3.41
3.59,3.59,3.59,3.59
3.45,3.45,3.45,3.44
3.45,3.35,3.45,3.35
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
3.31,3.53,3.54,3.30
3.53,3.53,3.53,3.53
3.42,3.59,3.59,3.42
3.65,3.55,3.65,3.55
3.60,3.60,3.60,3.60
3.71,3.71,3.71,3.71
3.80,3.98,3.98,3.80
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
3.88,3.75,3.88,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.77,3.77,3.77,3.77
3.77,3.77,3.77,3.77
4.04,4.04,4.04,4.04
4.02,3.95,4.02,3.94
3.97,3.96,3.97,3.94
3.95,3.96,3.96,3.95
3.96,3.96,3.96,3.96
3.67,3.72,3.74,3.67
3.60,3.58,3.70,3.55
3.58,3.58,3.58,3.58
3.58,3.58,3.58,3.58
3.54,3.72,3.72,3.54
3.56,3.57,3.59,3.55
3.75,3.76,3.82,3.66
3.63,3.76,3.76,3.61
3.69,3.79,3.79,3.69
3.82,3.65,3.82,3.65
3.89,3.89,3.89,3.89
3.57,3.76,3.89,3.57
3.76,3.76,3.76,3.76
3.76,3.76,3.76,3.76
3.76,3.76,3.76,3.76
3.76,3.76,3.76,3.76
3.77,3.65,3.77,3.65
3.93,3.85,4.05,3.84
3.87,3.84,3.87,3.68
3.78,3.78,3.80,3.78
3.78,3.80,3.80,3.78
3.79,3.80,3.85,3.79
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.82,3.80,3.82,3.80
3.79,3.79,3.79,3.77
3.61,3.95,3.95,3.61
3.91,3.91,3.91,3.91
3.81,3.90,3.90,3.81
3.65,3.75,3.75,3.65
3.64,3.60,3.64,3.60
3.60,3.60,3.60,3.60
3.50,3.50,3.53,3.50
3.50,3.50,3.50,3.50
3.30,3.67,3.67,3.30
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.56,3.64,3.64,3.56
3.72,3.65,3.82,3.65
3.65,3.61,3.65,3.61
3.59,3.65,3.65,3.59
3.53,3.60,3.69,3.52
3.73,3.52,3.73,3.52
3.54,3.55,3.69,3.50
3.48,3.55,3.66,3.48
3.60,3.60,3.60,3.60
3.42,3.42,3.42,3.42
3.60,3.60,3.62,3.53
3.72,3.75,3.75,3.72
3.96,3.62,3.96,3.62
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.71,3.60,3.71,3.60
3.60,3.60,3.60,3.60
3.60,3.48,3.60,3.47
3.58,3.58,3.58,3.58
3.54,3.65,3.65,3.54
3.74,3.71,3.74,3.49
3.68,3.68,3.68,3.68
3.68,3.68,3.68,3.68
3.48,3.87,3.87,3.48
3.80,3.61,3.80,3.59
3.69,3.67,3.69,2.66
3.68,3.68,3.68,3.68
3.73,3.73,3.73,3.73
3.73,3.73,3.73,3.73
3.68,3.68,3.68,3.68
3.68,3.68,3.68,3.68
3.43,3.43,3.43,3.43
3.63,3.50,3.63,3.45
3.52,3.52,3.52,3.52
3.32,3.35,3.35,3.32
3.46,3.50,3.60,3.46
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.49,3.49,3.49,3.49
3.47,3.47,3.47,3.47
3.49,3.49,3.55,3.49
3.46,3.49,3.49,3.46
3.49,3.40,3.49,3.40
3.40,3.39,3.40,3.39
3.26,3.26,3.26,3.26
3.30,3.32,3.40,3.30
3.33,3.26,3.33,3.26
3.26,3.55,3.62,3.26
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.80,3.75,3.95,3.64
3.65,3.40,3.65,3.40
3.80,3.80,3.80,3.80
3.70,3.62,3.70,3.62
3.62,3.62,3.62,3.62
3.60,3.60,3.60,3.60
3.50,3.35,3.56,3.35
3.35,3.32,3.35,3.30
3.25,3.44,3.44,3.25
3.38,3.22,3.38,3.22
3.25,3.25,3.25,3.21
3.40,3.40,3.40,3.40
3.35,3.50,3.50,3.35
3.65,3.65,3.65,3.65
3.61,3.68,3.68,3.61
3.68,3.68,3.68,3.68
3.72,3.72,3.72,3.72
3.78,3.75,3.78,3.50
3.74,3.73,3.74,3.67
3.72,3.72,3.74,3.72
3.72,3.72,3.72,3.72
3.67,3.77,3.77,3.67
3.77,3.77,3.77,3.77
3.77,3.77,3.77,3.77
3.55,3.28,3.55,3.28
3.29,3.29,3.29,3.29
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.40,3.40,3.40,3.40
3.38,3.25,3.38,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.23,3.23,3.23,3.23
3.30,3.25,3.30,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.16,3.20,3.20,3.16
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.23,3.18,3.23,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.31,3.32,3.32,3.31
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.30,3.30,3.30,3.29
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
