ESL,Esterline Technologies Corporation Common Stock,NASDAQ
89.30,90.55,90.55,88.50
90.95,93.85,94.35,90.25
93.85,93.70,94.72,92.90
94.15,93.05,94.70,92.50
92.15,91.80,92.55,90.85
92.45,91.15,92.90,90.60
90.95,89.80,91.50,89.65
90.80,90.75,91.45,88.35
91.05,90.50,92.60,90.06
90.30,91.05,91.41,90.25
91.70,91.90,92.85,90.85
91.85,91.30,92.65,91.00
91.30,90.40,91.55,90.25
90.65,91.35,91.65,90.30
91.40,92.15,92.30,91.05
92.50,90.50,92.50,90.15
90.95,91.00,91.35,89.45
91.10,89.20,91.10,88.75
90.75,90.85,92.85,89.45
91.40,90.50,92.35,90.45
90.00,88.60,91.20,88.20
88.80,88.45,89.55,88.15
88.00,87.05,88.40,86.80
87.40,88.55,89.20,87.40
88.60,88.35,88.95,87.25
87.40,86.20,87.40,84.45
86.75,87.85,88.50,86.10
