ESL,Esterline Technologies Corporation Common Stock,NASDAQ
69.67,69.40,70.39,68.75
69.33,68.28,69.34,67.63
68.87,69.25,69.68,68.52
69.99,69.33,70.00,69.04
69.54,69.49,70.00,69.39
69.49,68.61,69.49,68.58
68.81,73.25,73.49,68.81
73.13,70.70,73.13,70.56
70.04,70.21,70.91,69.28
70.70,69.31,71.00,69.11
69.54,69.20,69.81,69.02
68.75,70.05,70.05,68.44
70.00,71.28,71.51,69.44
71.48,72.26,73.15,70.23
71.99,70.31,72.29,69.63
70.80,71.18,72.14,70.17
71.64,72.85,73.44,71.11
72.49,72.81,73.46,72.33
72.64,71.12,72.64,70.97
70.82,71.38,72.13,70.32
71.55,72.29,72.85,71.34
72.15,71.84,72.15,71.49
71.40,71.43,71.77,70.86
70.76,71.11,71.71,70.55
70.67,71.17,71.65,70.09
70.91,71.27,71.46,70.72
70.96,70.93,71.45,70.76
71.37,71.73,71.91,70.86
71.61,72.48,72.89,71.55
72.91,73.12,73.29,72.20
72.03,70.30,72.16,70.00
70.09,69.19,70.57,68.80
69.31,70.17,70.51,69.00
71.41,71.41,73.38,70.57
71.98,71.57,71.98,69.74
71.91,70.87,72.21,70.16
70.71,70.68,71.70,69.96
71.51,72.94,73.04,71.49
73.22,71.88,73.22,70.49
71.96,70.50,72.52,69.73
70.46,71.97,72.52,69.78
71.63,72.18,72.50,71.11
70.99,69.39,71.80,69.02
68.92,69.36,69.80,68.08
68.47,68.74,69.11,67.81
66.67,67.95,68.62,66.55
67.54,67.06,68.14,66.60
68.44,67.99,68.71,67.91
69.01,69.61,70.31,68.95
70.69,71.69,72.15,70.69
71.80,70.89,71.83,70.17
70.61,70.57,71.11,69.73
71.12,70.92,71.46,70.42
71.33,70.92,71.95,70.27
71.26,69.34,71.26,69.30
69.25,70.23,70.28,68.78
70.70,70.68,70.98,70.14
70.65,70.72,71.02,70.38
71.50,72.54,72.90,71.24
72.37,71.81,72.37,71.21
71.56,71.58,72.55,71.22
71.86,71.83,72.20,71.21
72.08,71.38,73.08,71.34
71.94,69.85,71.98,69.34
69.75,68.81,70.00,68.50
68.38,67.80,68.51,67.71
68.28,66.92,68.63,66.00
66.38,66.69,66.90,65.70
66.52,67.19,67.49,66.14
66.02,65.58,66.23,65.08
65.77,66.18,66.29,64.93
67.41,69.44,69.48,67.41
70.01,69.55,70.01,69.28
69.34,68.33,69.34,68.18
68.30,69.89,70.22,68.30
69.80,70.21,70.35,69.67
70.17,70.89,70.94,69.88
71.06,71.80,71.94,70.89
72.28,72.24,72.92,71.82
72.12,71.48,72.58,71.00
71.58,70.11,72.05,69.54
69.90,71.18,72.47,69.90
72.31,72.61,73.20,72.07
72.30,72.90,73.14,72.15
73.49,75.29,75.37,73.49
74.88,74.00,74.99,73.65
73.47,74.83,75.08,73.26
74.75,73.15,75.09,72.98
72.45,73.33,73.61,72.11
72.99,73.41,73.43,72.25
73.57,74.96,75.04,73.33
75.26,75.10,75.96,75.00
74.62,74.30,75.13,73.60
73.13,72.00,73.43,71.50
72.12,71.49,72.37,71.00
71.39,73.42,74.00,71.39
73.04,73.53,73.88,72.44
73.74,74.63,74.79,73.69
75.56,75.62,75.82,74.64
75.86,73.50,75.86,73.45
77.04,75.64,78.00,75.02
74.25,74.70,75.31,74.02
74.78,74.49,75.21,74.35
75.13,74.74,75.18,74.22
74.34,73.32,74.60,73.22
73.59,73.65,74.10,73.01
73.12,71.95,73.23,71.72
72.27,72.27,72.50,71.50
73.08,74.38,74.65,72.96
73.42,73.37,74.57,73.08
73.45,73.56,74.16,72.72
74.08,73.62,74.61,73.14
73.31,74.77,74.79,73.31
75.21,75.83,76.31,74.86
75.31,75.35,76.28,75.00
74.24,74.92,75.09,73.18
75.06,73.25,75.43,72.97
73.25,73.49,73.80,72.79
73.79,74.56,74.76,73.67
75.04,75.18,75.22,74.12
75.40,76.40,76.56,75.24
76.51,78.01,78.26,76.44
78.57,78.81,79.00,78.12
78.60,79.51,79.52,78.21
80.28,80.59,80.85,79.48
79.34,80.57,80.75,79.34
80.20,81.96,82.09,80.20
81.68,81.39,82.28,80.87
81.02,79.00,81.02,78.08
79.59,78.55,80.19,78.42
78.69,78.17,79.12,77.53
77.98,77.42,78.25,76.42
77.95,79.33,79.46,77.89
79.62,79.58,80.00,78.84
80.38,81.92,82.12,80.17
81.68,80.50,81.74,80.06
79.44,79.90,80.75,79.05
79.58,78.24,79.96,78.23
77.78,75.07,77.96,74.92
75.35,74.84,75.81,74.52
73.90,76.37,77.23,73.36
77.26,76.85,78.04,74.70
76.38,74.70,77.66,74.64
74.75,73.96,75.10,72.61
72.40,69.63,73.08,69.60
70.58,68.24,70.64,66.29
66.07,62.20,68.78,61.60
63.51,67.34,67.49,61.25
65.22,63.01,66.65,62.92
63.56,66.24,67.17,62.70
66.92,67.91,68.24,65.08
68.80,69.28,69.74,67.87
68.34,67.93,68.97,67.23
68.22,67.70,68.79,67.12
65.15,62.41,65.35,61.82
61.15,62.23,64.00,60.96
64.76,62.98,64.86,62.58
63.18,66.64,66.93,62.77
66.52,68.75,68.90,66.51
69.39,67.32,70.13,66.90
66.92,70.68,71.11,66.05
72.25,74.14,74.20,71.53
73.97,75.14,75.72,72.86
75.82,75.29,76.82,74.00
75.40,73.83,76.57,73.46
64.05,64.16,66.03,62.88
62.31,62.94,63.08,61.86
63.71,63.45,63.92,62.27
62.75,61.71,64.13,61.26
60.65,58.47,61.07,57.92
57.81,58.48,58.55,56.72
58.58,59.13,59.98,58.23
59.82,60.07,61.19,57.92
60.99,61.15,61.73,60.29
61.23,60.78,61.85,60.18
59.26,59.74,60.34,58.81
60.05,58.05,60.31,58.03
57.90,55.05,58.70,54.96
53.90,50.72,54.08,50.19
50.55,53.09,53.26,50.55
53.64,55.28,55.44,52.12
56.93,56.03,57.74,55.51
56.01,53.05,56.41,52.87
54.40,53.81,55.55,52.23
52.60,51.84,53.54,51.81
51.33,48.54,51.41,48.52
47.80,52.21,52.44,47.48
52.40,54.19,54.56,52.00
54.07,55.64,55.77,53.68
56.15,54.25,56.83,53.92
55.67,56.10,56.19,54.78
55.55,55.62,56.29,55.28
56.37,55.64,57.07,55.52
54.95,55.24,55.76,54.31
55.84,55.54,56.25,55.01
54.81,52.72,54.91,52.53
52.81,53.01,53.91,51.65
52.72,51.40,53.06,51.25
51.67,51.30,51.90,50.26
52.12,52.64,53.20,51.05
52.65,54.83,54.83,52.65
54.40,54.40,55.06,53.37
55.44,54.75,56.02,53.97
57.20,60.01,60.31,57.20
58.40,57.03,58.40,57.00
55.79,55.90,56.97,55.47
53.50,53.69,54.25,52.94
54.83,54.96,55.47,54.34
55.84,56.81,56.91,54.66
56.11,57.61,57.67,55.69
57.73,58.12,58.35,56.70
58.48,58.63,59.06,57.07
56.83,54.36,56.91,54.25
55.28,55.32,55.99,54.52
56.17,57.49,57.88,56.00
57.10,56.60,57.96,56.31
56.30,57.66,58.00,55.99
56.93,56.70,57.88,56.61
56.37,54.71,56.64,54.13
54.82,53.43,54.82,53.30
52.36,52.95,53.37,51.68
52.53,51.36,52.66,51.11
50.66,49.12,50.66,48.90
48.70,48.66,49.72,48.50
50.60,51.20,51.26,49.77
51.47,50.62,51.81,50.55
52.75,53.87,53.88,52.69
53.58,53.53,54.69,53.33
54.33,53.29,54.70,53.18
54.16,53.86,54.39,53.33
53.91,53.72,54.24,53.45
53.27,53.15,53.79,52.29
52.55,51.08,52.85,51.03
51.50,52.66,52.96,50.39
52.16,51.13,52.16,50.26
51.68,51.38,52.03,51.26
49.97,52.56,53.13,49.97
53.30,52.79,53.45,52.29
52.90,52.55,53.12,52.01
52.51,51.76,53.59,51.66
52.92,54.65,55.02,52.92
54.34,54.88,54.98,53.49
55.14,55.97,56.50,55.03
56.05,55.97,56.66,55.78
55.60,55.63,56.18,55.37
55.55,54.00,55.55,53.88
54.16,56.11,56.21,53.83
55.94,55.97,56.85,55.30
57.41,57.61,59.21,57.10
57.17,57.71,57.92,56.93
57.36,58.00,58.34,56.78
57.97,57.98,58.55,57.49
58.13,58.83,58.99,57.85
59.73,60.34,60.62,59.73
59.98,59.91,60.21,59.62
60.03,59.94,60.50,59.43
59.21,59.49,59.91,59.08
60.11,58.87,60.80,58.73
58.79,59.21,59.45,58.26
59.64,60.33,60.96,59.40
60.25,60.39,60.74,59.82
60.28,61.05,61.31,60.03
60.49,61.61,61.88,60.02
61.46,61.85,62.11,60.65
62.35,60.99,62.35,60.64
60.56,62.14,62.21,60.34
61.41,61.13,61.61,60.56
61.56,61.15,62.14,60.55
61.44,63.25,63.64,61.31
63.13,63.50,63.96,62.93
64.68,65.50,66.29,64.33
64.98,64.70,64.98,64.15
64.35,64.57,65.00,63.93
64.81,64.97,65.23,64.42
65.23,64.65,65.23,64.23
63.81,63.85,64.40,63.51
64.74,64.58,65.29,64.16
64.37,64.27,64.57,63.77
64.51,63.38,64.68,63.33
63.70,65.98,66.22,63.55
66.33,65.89,67.00,65.51
66.04,65.45,66.54,65.12
65.42,66.32,66.44,65.42
66.27,66.49,66.56,65.66
66.45,66.76,68.45,66.13
66.02,65.86,66.69,65.20
65.89,66.00,66.84,65.62
66.00,64.95,67.27,64.78
65.40,64.18,66.18,63.70
67.85,68.87,69.75,67.75
68.53,68.04,68.59,67.86
67.13,65.92,67.13,65.58
66.09,65.95,66.09,65.28
66.42,66.95,67.30,66.00
66.88,68.52,69.09,66.74
68.51,68.20,68.59,67.85
68.64,68.15,69.05,67.45
68.20,68.14,68.98,67.95
68.28,67.50,68.54,67.25
67.39,67.26,67.98,67.11
67.21,67.34,67.82,66.90
66.69,66.50,67.01,66.04
66.54,66.25,66.72,65.38
65.49,68.27,68.58,65.15
68.75,75.20,76.15,68.75
75.09,74.75,76.86,73.67
74.62,73.79,74.81,73.31
73.70,72.60,74.27,72.06
72.00,71.70,72.15,70.62
72.24,71.46,72.24,70.40
71.39,71.07,71.55,70.60
70.78,70.30,70.90,69.49
69.48,69.04,69.96,68.87
68.69,70.29,70.43,68.56
68.72,68.78,68.98,67.83
68.50,67.29,68.77,67.10
68.00,67.28,68.00,66.87
67.21,69.26,69.75,66.97
68.92,66.93,68.92,66.88
68.82,68.05,69.84,67.79
68.74,69.72,70.16,68.31
68.97,68.92,70.78,68.87
68.91,67.67,69.51,67.14
68.46,68.52,69.57,68.25
67.21,67.24,67.43,65.60
67.27,68.77,69.09,67.27
69.81,69.41,70.77,68.87
69.26,69.26,69.73,68.84
69.71,69.87,70.75,69.28
69.62,68.49,70.01,68.35
68.45,68.66,70.47,67.87
67.97,68.32,68.55,67.56
68.42,66.37,68.42,65.80
66.05,65.52,66.55,64.88
65.16,64.99,65.55,64.66
64.35,64.23,64.57,62.82
63.30,63.23,64.02,62.90
63.73,62.74,63.78,62.17
62.23,63.80,64.08,62.07
63.04,64.69,64.74,63.04
64.88,66.71,66.73,64.79
67.01,67.10,68.14,66.71
67.06,65.52,67.06,65.52
65.35,63.76,65.67,63.50
64.03,64.38,64.60,63.21
64.65,64.09,65.82,63.65
63.26,64.60,64.81,62.70
64.85,67.11,68.59,64.63
66.70,66.69,67.10,66.32
66.96,66.56,67.36,66.06
65.77,65.49,66.08,65.39
65.64,64.59,66.31,64.40
63.05,63.68,65.23,62.48
63.73,62.64,63.79,62.04
62.30,61.53,62.30,61.09
62.00,62.97,63.05,61.77
63.97,62.76,64.61,62.74
62.54,63.37,63.49,61.94
64.00,62.00,64.00,61.93
62.41,61.90,62.75,61.56
61.68,61.30,62.63,61.02
61.19,61.24,62.22,60.74
61.26,62.33,62.60,61.09
61.82,62.64,62.68,61.82
62.97,63.72,64.18,62.97
63.79,63.11,64.01,62.83
63.13,60.81,63.13,60.73
60.93,61.00,61.25,60.62
60.17,59.35,60.43,59.25
59.45,58.78,59.63,58.17
58.80,59.81,60.01,58.55
59.12,58.81,59.49,57.65
60.20,62.35,62.62,60.00
62.46,64.05,64.08,62.46
64.07,65.10,65.10,63.88
64.91,64.51,65.38,64.10
63.70,62.47,63.70,62.28
62.25,61.64,62.25,61.31
62.21,62.08,62.51,61.49
62.03,60.53,62.31,60.41
60.01,58.65,60.30,58.51
58.70,59.47,59.90,58.47
59.24,58.11,59.47,57.76
58.55,58.30,58.99,57.37
58.12,59.66,60.00,58.11
59.88,59.80,60.16,59.34
59.29,59.55,59.86,59.02
58.37,58.59,58.85,57.45
58.69,57.17,58.69,56.88
57.54,57.65,58.12,57.07
58.73,58.50,59.05,57.76
58.73,60.11,60.45,58.73
60.15,59.18,60.27,58.82
59.04,58.72,59.13,58.46
59.04,57.03,57.03,57.03
56.68,54.94,56.99,54.64
55.57,56.97,57.59,55.57
57.06,57.66,58.66,56.98
55.41,54.09,56.43,51.67
54.43,54.92,56.76,53.51
54.73,54.21,55.53,54.14
54.00,54.58,54.73,54.00
54.57,54.11,54.68,53.66
54.26,54.00,54.79,53.75
53.84,54.60,55.18,53.84
54.44,54.98,55.08,54.15
55.21,55.50,55.62,54.85
55.48,56.58,56.66,55.26
56.89,56.55,58.36,56.19
56.31,54.63,56.40,54.57
54.70,53.00,54.77,52.81
52.86,52.85,53.30,52.72
53.09,52.11,53.19,51.77
51.94,51.98,52.27,51.13
52.12,52.01,52.44,51.31
51.89,52.94,53.40,51.45
53.79,59.80,60.00,53.65
59.34,58.40,60.85,57.64
58.66,58.74,59.16,58.14
59.37,59.40,60.08,59.22
59.71,59.58,59.96,59.46
59.41,58.80,59.41,58.69
58.80,58.40,59.13,58.07
58.69,57.95,58.82,57.70
58.14,58.64,58.98,56.99
59.00,58.95,59.99,58.89
58.57,58.35,58.65,58.27
58.10,58.27,58.43,57.95
58.21,58.47,58.61,57.39
58.00,58.98,59.01,57.56
59.66,59.23,59.85,58.36
58.85,57.24,58.98,57.11
57.43,55.76,57.65,55.73
56.08,56.64,57.14,55.74
57.13,57.46,57.90,56.64
57.02,56.14,57.05,56.00
56.64,58.33,59.04,56.63
58.33,58.74,58.99,58.33
58.91,59.50,59.98,58.52
59.87,59.89,59.90,59.18
59.96,59.49,60.52,59.32
59.18,59.11,59.41,58.67
59.06,59.12,59.20,58.71
59.22,58.40,59.23,58.16
58.95,58.22,59.15,58.09
58.29,56.73,58.38,56.00
57.20,56.68,58.23,56.50
57.06,57.99,58.16,57.06
57.98,59.87,60.05,57.85
59.68,59.05,59.86,58.33
58.72,58.93,59.32,58.52
58.84,59.00,59.37,58.50
58.60,58.73,59.02,58.50
58.98,57.16,59.00,57.06
57.70,57.19,57.98,56.89
57.12,56.44,57.48,55.91
56.05,57.79,58.14,55.96
57.75,58.55,60.06,57.75
58.49,57.38,59.21,57.38
57.08,58.41,58.67,55.94
58.00,59.36,59.98,57.83
58.68,57.89,59.94,57.86
57.82,57.39,58.46,56.84
56.93,57.86,58.96,56.92
58.17,57.32,58.62,56.86
56.80,56.99,57.40,56.36
56.99,56.36,57.27,56.15
56.23,55.42,56.63,55.28
55.22,55.55,55.77,54.77
56.32,58.04,58.04,56.24
57.75,58.60,58.77,57.19
58.68,59.23,59.37,58.43
59.46,60.07,60.15,59.04
59.61,60.80,60.95,59.25
60.05,60.51,61.16,59.99
60.05,60.97,61.09,59.47
61.59,61.31,61.94,60.96
61.62,61.14,61.82,61.08
61.38,60.36,61.60,60.29
58.87,57.80,59.06,57.40
58.23,59.47,59.70,57.56
59.24,60.65,61.08,58.11
62.31,62.88,63.57,61.02
62.97,64.61,64.79,62.80
64.81,65.75,65.77,64.65
65.99,64.11,66.30,64.09
64.00,63.13,64.52,62.87
63.17,64.36,65.30,63.17
64.19,63.45,64.68,62.90
63.89,64.15,64.24,63.40
63.79,64.40,64.60,63.46
64.39,64.47,64.67,63.85
63.85,64.32,64.45,62.95
64.25,63.91,64.32,63.63
63.88,63.27,64.12,63.11
63.23,63.81,63.92,62.90
63.75,62.61,64.12,62.60
62.50,63.61,64.20,61.87
65.20,65.86,66.07,64.75
65.90,65.43,65.90,64.74
65.77,65.73,66.00,65.34
65.21,65.43,65.61,64.89
65.17,65.52,66.06,65.12
65.73,66.55,66.98,65.69
67.09,65.90,67.09,65.40
65.49,65.94,66.30,65.33
65.90,65.56,66.35,65.19
65.01,65.71,65.88,65.00
65.57,66.04,66.40,65.33
66.50,67.19,67.40,66.34
66.98,67.80,68.24,66.97
67.83,68.39,68.61,67.49
68.53,68.73,69.16,68.07
68.76,68.34,68.89,68.02
68.58,67.69,68.68,67.30
67.79,67.87,68.37,67.64
67.72,67.75,68.00,67.15
67.42,66.60,67.87,66.31
66.52,66.39,67.05,65.93
66.91,67.40,67.56,66.91
66.99,67.44,67.71,66.99
67.88,68.39,68.78,67.58
67.93,68.75,68.86,67.73
68.67,69.40,69.49,67.72
69.44,69.41,69.90,69.19
69.34,69.26,69.94,69.09
69.27,69.57,69.94,69.18
69.82,69.80,70.00,69.40
69.59,69.45,70.24,69.26
69.75,70.08,70.53,69.33
70.03,70.20,70.74,70.00
70.10,69.18,70.75,69.12
69.00,69.55,69.98,68.10
70.00,69.75,70.31,69.19
69.94,67.84,69.96,67.73
68.18,68.08,68.50,67.41
68.33,69.43,69.68,68.20
69.73,68.93,70.11,68.93
67.55,68.65,72.51,62.61
68.34,69.06,69.38,68.04
69.62,70.41,70.54,69.54
70.50,70.97,72.66,69.89
70.90,72.01,72.24,70.56
72.59,72.58,72.95,71.84
72.31,72.74,72.89,72.30
72.77,73.61,73.72,72.64
73.64,74.36,74.63,73.64
74.36,75.15,75.33,74.36
75.50,75.87,76.20,75.36
74.73,76.27,76.94,74.73
76.29,76.59,77.28,75.89
77.00,77.40,77.90,76.92
76.88,76.07,77.20,75.83
76.32,75.48,76.61,75.17
75.73,75.16,76.30,74.65
75.58,75.53,75.68,75.16
74.97,75.52,75.65,74.24
75.70,75.70,75.95,74.86
75.76,74.99,75.80,73.93
75.26,73.26,75.56,73.10
73.48,72.80,73.86,72.42
72.90,73.48,73.69,72.48
72.42,73.53,73.89,72.31
73.69,74.38,74.47,73.11
74.47,74.52,75.08,73.89
74.80,75.62,75.70,74.16
75.47,75.82,75.84,75.14
75.39,74.97,75.97,74.74
74.57,72.25,74.91,71.72
72.82,73.66,73.93,72.81
72.83,72.46,73.02,71.30
72.72,70.65,72.72,70.04
70.71,71.39,71.47,70.35
71.55,71.66,72.03,69.97
72.41,73.06,73.15,71.62
73.24,74.16,74.34,73.24
74.39,74.25,74.80,74.05
74.18,73.86,74.75,73.48
74.08,74.30,74.91,73.36
74.45,75.04,75.05,74.30
74.75,73.48,75.41,73.45
73.70,74.31,74.94,73.01
74.88,75.14,75.48,74.81
75.26,76.33,76.64,75.26
76.35,77.52,77.58,76.33
77.27,77.75,77.85,76.90
77.69,77.40,78.09,77.23
77.63,78.28,78.40,77.25
78.33,77.46,78.53,77.28
77.39,78.66,78.69,77.39
78.31,79.08,79.63,78.30
78.88,78.04,79.35,77.62
78.15,78.45,78.75,77.95
77.99,78.18,78.65,77.99
77.90,78.03,78.41,77.73
78.00,76.53,78.74,76.34
76.01,77.15,77.62,75.59
76.78,76.58,77.19,76.34
77.72,76.73,78.45,76.36
76.37,75.66,76.47,74.95
75.97,73.70,77.70,72.01
72.85,73.39,73.94,70.76
73.43,73.66,74.49,72.18
73.62,73.20,74.64,72.36
73.18,71.74,73.24,71.37
71.71,71.71,72.06,71.12
72.33,72.36,72.74,71.76
72.67,73.08,73.10,72.15
72.04,73.35,74.60,71.78
74.01,72.24,74.01,72.00
72.24,72.59,73.06,71.99
72.54,72.17,72.89,71.57
72.65,72.16,73.19,71.65
72.35,73.42,73.79,72.20
73.25,71.90,73.39,71.88
