BIIB,Biogen Inc. - Common Stock,NASDAQ
291.75,291.16,294.45,290.00
285.50,285.30,288.97,280.50
285.80,289.54,292.97,278.58
305.24,287.77,306.98,281.79
289.20,286.49,290.95,284.07
286.75,287.38,289.50,284.81
288.21,286.25,289.96,285.24
287.16,286.97,288.53,285.02
287.62,286.40,289.09,286.00
286.59,278.77,290.51,272.96
280.98,285.59,286.67,279.13
285.06,283.11,285.65,281.00
281.83,283.07,283.17,280.02
283.05,287.53,288.38,281.81
295.17,291.12,296.38,290.75
291.99,289.25,292.11,288.50
288.96,287.03,290.41,285.23
287.79,283.58,288.56,282.64
285.82,291.71,293.20,284.86
291.59,294.05,296.83,290.04
294.81,293.57,296.32,292.22
294.59,295.00,296.41,292.39
295.39,299.02,300.00,294.41
300.42,297.79,301.42,296.43
296.95,287.11,297.90,285.00
286.61,287.77,288.99,285.04
288.07,284.75,289.86,284.25
