BIIB,Biogen Inc. - Common Stock,NASDAQ
87.95,90.05,92.40,87.15
91.51,89.41,92.21,88.87
89.68,91.24,92.11,87.35
90.74,92.05,92.13,89.65
92.13,90.67,93.63,90.04
90.07,92.29,92.54,88.24
93.16,93.89,94.29,92.08
93.07,93.60,94.24,92.73
94.14,94.20,94.71,92.88
94.02,93.61,95.47,93.02
92.35,91.58,93.61,91.35
89.17,91.91,92.07,89.04
92.99,93.00,93.38,91.58
92.18,91.55,92.50,91.04
91.34,90.24,92.34,90.13
89.37,91.99,92.02,89.37
92.47,94.52,94.62,91.99
95.19,97.84,99.07,94.44
99.09,99.40,99.68,98.14
100.00,100.89,102.01,99.57
99.64,99.48,100.40,98.43
100.05,100.26,101.76,99.39
99.97,96.96,100.80,96.86
94.44,94.54,95.94,93.24
93.93,93.90,95.10,92.78
94.35,95.73,96.17,93.09
96.14,96.67,99.34,96.14
97.25,95.04,98.67,95.00
96.32,94.46,97.14,91.84
93.69,93.15,94.43,92.12
92.55,88.96,93.59,88.64
88.60,91.66,91.94,87.72
92.55,98.71,98.75,92.18
98.26,99.41,100.00,97.23
99.92,100.01,100.77,98.24
101.03,100.68,101.20,99.95
100.40,98.92,100.40,98.59
99.11,98.76,101.44,98.54
98.46,101.32,102.31,98.11
102.05,103.08,103.10,99.71
102.48,101.43,103.07,101.12
101.66,102.64,103.08,100.53
103.08,102.08,103.96,101.37
102.76,101.67,104.25,99.08
104.71,108.84,108.96,103.74
108.63,109.52,109.96,106.93
109.46,106.87,109.85,106.60
115.93,116.92,119.75,114.28
118.50,117.74,118.70,114.87
117.74,118.72,120.66,116.55
118.72,116.36,119.34,116.33
114.37,113.96,115.50,113.27
114.94,113.43,115.30,112.49
114.29,114.05,114.86,113.20
113.53,113.49,114.04,112.09
113.26,114.01,114.60,112.25
114.22,113.92,114.93,112.46
112.04,111.24,113.50,110.71
112.38,112.08,113.07,111.24
113.05,113.38,114.22,112.86
112.57,113.94,114.15,112.02
113.23,113.07,113.92,112.33
112.22,110.29,112.50,110.20
109.85,109.63,111.01,108.45
109.28,107.65,109.28,107.40
107.18,107.89,108.78,106.30
107.68,113.50,113.71,107.41
112.38,109.93,113.38,109.93
108.90,109.20,110.24,108.90
111.15,111.05,111.43,110.21
110.80,110.41,111.28,110.04
112.77,114.95,115.10,112.21
114.95,116.48,116.50,114.19
117.06,113.24,117.55,112.71
114.86,111.79,114.99,111.64
112.31,112.14,112.89,111.32
111.72,111.76,112.43,110.01
111.32,109.71,111.90,109.52
109.94,112.95,113.49,109.64
111.72,110.39,111.73,109.83
110.86,110.09,112.04,109.94
109.79,109.63,111.60,109.16
110.22,109.73,110.65,109.05
110.66,110.29,111.59,109.85
110.88,109.99,112.93,109.80
111.53,110.73,112.33,110.52
110.51,111.49,111.96,110.48
111.33,110.69,111.93,110.04
111.45,110.79,111.45,110.17
110.41,111.32,112.36,110.41
111.53,110.20,111.95,109.72
110.19,110.64,110.76,109.22
110.41,110.05,111.09,110.05
111.44,113.50,115.01,111.44
113.70,113.72,114.29,112.71
113.75,115.26,115.95,113.25
115.00,116.04,116.74,114.49
115.65,114.87,116.66,114.87
115.52,114.88,116.18,114.32
114.90,115.71,116.95,114.47
115.72,116.30,116.41,114.87
116.00,116.03,117.98,115.36
117.66,116.90,117.79,116.33
116.43,117.15,117.44,116.20
116.83,116.78,117.53,116.27
117.00,118.14,119.56,116.86
118.11,116.31,118.25,115.82
115.97,117.03,117.27,115.97
116.59,118.35,118.61,116.43
118.91,117.85,118.98,117.23
118.35,118.56,119.50,118.18
116.94,116.58,117.26,115.02
116.00,117.95,119.30,115.54
118.46,121.26,122.83,118.35
121.15,121.26,123.23,120.53
122.24,121.88,122.78,121.06
121.03,122.09,122.28,120.32
121.99,121.56,121.99,119.68
121.50,119.60,122.11,118.02
120.04,117.78,120.04,116.63
116.98,118.14,118.16,116.44
118.01,120.00,120.02,118.01
118.61,119.70,120.08,118.12
120.05,118.49,120.17,118.35
119.08,119.17,120.43,118.54
118.86,116.45,118.90,116.22
116.45,115.67,116.62,115.25
115.39,116.51,116.65,115.28
116.23,116.70,117.90,115.90
115.53,116.39,117.90,115.52
115.43,116.40,117.23,114.53
115.03,116.68,116.99,115.03
115.51,116.47,117.96,115.49
116.01,118.71,118.92,116.01
118.13,118.89,119.21,118.08
118.16,118.42,119.94,116.97
117.83,117.03,119.13,116.30
116.86,117.00,117.43,116.44
117.13,120.42,120.80,117.06
120.96,120.61,121.17,119.50
120.83,120.53,121.64,119.76
120.98,122.18,122.22,120.57
121.67,120.73,121.93,119.11
120.50,121.05,121.48,120.03
120.42,120.04,121.69,119.58
120.00,119.97,120.48,119.57
119.85,119.28,119.98,118.92
118.88,119.94,120.81,118.52
119.71,120.71,120.96,119.00
121.22,120.96,121.37,120.06
122.01,125.80,125.81,121.84
126.34,126.23,127.85,125.81
126.16,125.69,127.37,124.47
125.01,126.48,126.72,125.01
127.35,126.00,127.35,125.18
126.11,127.63,127.93,125.00
126.80,128.80,128.87,126.80
129.99,127.82,130.00,127.55
127.14,128.62,128.82,126.72
126.82,126.61,127.62,125.99
126.16,125.02,126.84,124.38
125.72,125.03,127.55,125.03
125.37,125.50,126.19,124.69
125.08,125.34,126.20,124.79
126.08,125.78,126.77,124.23
126.03,128.42,128.99,126.01
127.79,126.54,128.64,126.52
126.40,125.95,128.73,125.78
126.65,127.23,128.91,126.16
126.93,125.85,126.97,124.88
125.85,127.74,128.93,125.83
128.09,129.29,130.81,127.40
129.44,130.80,130.92,128.99
131.47,133.16,133.54,130.31
132.86,134.01,134.50,132.43
131.61,131.83,134.67,129.92
131.19,135.16,135.39,131.19
135.52,134.26,135.84,133.59
132.99,130.97,133.32,130.52
130.51,132.51,133.09,130.13
131.60,132.93,133.06,130.85
132.40,132.51,133.01,131.05
133.36,134.31,134.74,132.89
134.27,136.71,137.50,134.23
135.87,136.87,137.68,135.54
136.30,137.04,137.50,135.92
137.77,136.80,138.50,136.19
136.93,132.88,137.70,132.87
133.06,131.58,133.33,130.46
132.20,132.26,132.74,131.31
132.33,132.33,134.43,131.94
131.97,131.50,132.89,130.88
131.08,131.65,132.62,130.83
132.25,131.56,132.90,131.07
132.54,131.54,133.71,131.17
130.92,130.84,131.83,130.25
130.48,130.75,131.43,129.48
128.89,126.73,130.84,126.68
126.45,130.79,130.91,126.39
130.26,132.43,132.97,129.79
133.20,134.11,134.12,132.22
134.61,133.34,135.38,133.19
132.71,133.52,134.44,132.23
134.52,132.26,134.89,132.01
132.93,134.15,134.49,132.01
134.61,134.22,136.17,133.64
134.67,138.66,139.21,134.38
139.14,140.01,140.68,138.27
140.47,141.96,142.67,140.20
142.28,143.09,143.44,141.86
142.76,142.85,143.46,142.13
143.17,139.20,143.48,138.99
139.62,141.74,142.16,139.15
140.38,142.03,142.30,140.38
142.15,141.97,142.79,141.50
142.70,143.16,143.74,141.76
142.01,140.11,142.33,138.26
142.47,144.38,144.38,141.05
143.50,145.61,145.66,143.04
145.53,145.63,145.67,144.68
144.72,144.12,145.41,143.98
144.03,142.46,144.92,141.85
142.94,143.16,144.34,141.50
144.36,143.75,145.73,142.90
143.30,142.00,143.44,140.17
141.27,142.63,142.85,139.72
143.16,144.61,144.90,142.35
144.17,145.22,145.40,143.84
146.04,145.91,147.49,143.76
145.94,144.96,146.67,144.81
144.86,143.74,144.86,142.74
143.77,142.21,144.39,142.11
142.12,139.23,142.12,137.88
142.52,139.48,142.68,137.96
139.24,143.45,143.87,138.10
144.44,147.75,148.31,144.17
149.00,149.47,150.23,148.20
149.72,147.28,150.29,146.93
146.95,145.83,148.07,145.66
146.30,144.28,147.89,144.03
142.88,143.80,144.61,141.88
147.01,145.06,147.87,144.93
145.29,145.46,146.26,144.57
146.04,146.18,146.92,145.46
146.15,145.05,147.57,144.83
144.86,143.09,145.33,142.72
143.24,145.50,146.32,143.24
145.06,144.54,145.15,143.18
145.03,145.50,145.90,144.29
145.03,146.87,147.52,145.02
147.40,146.84,147.75,145.85
147.34,145.09,147.34,144.62
145.19,144.69,145.19,143.80
144.27,143.97,144.83,143.28
143.83,144.92,145.80,143.51
144.67,145.15,145.67,144.13
144.92,147.03,147.79,144.87
146.78,147.39,147.69,146.26
146.94,146.43,147.37,146.00
147.16,145.89,147.21,145.60
145.36,145.95,146.32,145.00
147.03,146.59,147.28,145.53
145.90,147.07,147.69,144.90
147.28,146.67,147.74,145.64
147.77,152.19,152.75,147.77
153.07,152.50,153.20,150.62
150.36,151.60,152.08,150.00
151.21,151.95,152.12,150.00
152.68,152.26,153.42,151.85
151.85,152.50,153.38,151.29
152.44,154.24,154.24,150.65
154.03,154.41,155.35,153.44
154.76,155.80,156.52,154.45
155.96,155.04,156.47,154.59
156.02,156.06,156.56,153.87
156.31,154.58,156.46,154.02
154.80,154.40,155.14,153.00
155.00,152.83,155.50,152.64
155.74,151.62,157.18,151.52
152.13,150.71,153.09,150.26
150.00,149.21,150.34,147.90
149.16,149.94,152.56,149.13
149.94,149.92,150.61,149.16
150.00,152.94,152.94,149.15
153.01,152.57,154.56,152.10
152.00,152.53,154.04,151.87
152.81,151.22,153.70,151.10
151.04,149.38,152.61,149.00
149.64,147.29,151.04,147.01
148.61,147.10,149.47,146.99
147.51,147.20,149.78,146.97
147.50,149.41,149.54,146.88
149.42,153.25,153.33,148.99
153.06,153.78,154.91,152.41
152.00,149.56,152.49,148.35
150.02,145.65,151.46,144.84
145.23,145.30,145.68,143.33
143.76,142.06,144.00,141.14
142.59,142.06,144.03,141.58
145.00,144.43,146.45,144.14
143.97,142.93,144.58,142.02
143.15,138.21,143.33,136.28
139.30,139.03,140.54,138.21
138.97,138.41,139.38,137.57
138.02,139.60,140.20,137.90
140.03,140.30,141.62,139.34
139.62,138.35,139.86,138.26
137.77,135.61,138.12,135.48
135.19,138.05,138.81,134.00
138.50,139.48,140.95,138.22
139.36,138.02,140.59,137.72
138.00,136.30,138.44,135.99
136.44,137.93,138.37,135.58
137.60,141.24,142.00,137.60
141.85,143.53,143.58,139.84
143.10,148.15,148.19,142.41
148.69,147.36,149.97,147.29
148.44,149.87,149.87,147.32
148.70,149.11,149.41,147.43
147.98,147.88,149.95,147.59
147.74,149.46,149.70,145.58
150.00,150.30,151.50,149.50
150.79,149.09,151.00,148.93
150.04,150.55,152.03,149.68
150.57,151.86,152.44,150.10
152.46,150.55,152.66,150.27
150.74,151.73,151.92,150.55
151.46,151.28,152.00,150.45
151.60,153.14,153.62,150.52
153.51,154.22,155.30,153.51
154.34,152.35,154.50,151.97
152.61,151.56,153.74,150.79
151.09,151.25,152.54,150.19
151.86,152.65,153.04,150.74
153.37,153.42,154.00,151.82
153.28,151.31,153.61,150.30
151.22,151.21,151.95,150.57
150.29,149.91,151.16,148.56
149.14,149.07,149.90,148.72
149.35,148.43,149.35,147.03
148.39,147.76,149.50,146.33
146.98,146.05,148.06,146.05
145.84,146.37,147.00,145.04
148.72,150.00,150.98,148.46
142.25,147.86,149.00,141.73
148.02,145.93,148.45,145.77
145.29,146.42,146.65,145.08
145.53,144.39,146.52,144.08
144.20,144.08,146.88,143.70
144.41,143.91,144.80,141.48
143.99,143.79,145.02,141.03
144.11,143.88,144.49,143.16
141.58,143.01,143.06,139.72
142.82,142.82,143.30,141.76
143.00,143.72,144.18,142.53
143.57,144.28,144.68,143.16
144.00,144.86,145.00,143.18
144.66,143.55,145.37,143.33
144.98,146.41,146.57,144.81
146.94,146.20,147.49,144.55
149.64,149.99,156.94,147.77
149.66,153.92,154.96,149.63
153.54,155.08,156.08,152.92
154.50,156.08,156.87,154.04
157.28,157.30,158.39,155.16
156.15,155.73,157.27,155.10
156.31,157.36,157.66,155.55
165.55,160.98,167.35,160.61
161.54,160.30,162.03,158.75
163.57,164.44,165.80,162.32
164.51,163.96,165.28,163.06
163.98,165.45,165.94,163.32
163.39,165.91,167.29,163.34
165.67,164.59,165.77,163.45
165.34,168.74,169.07,164.40
168.67,166.81,168.90,165.79
166.77,164.77,168.55,164.72
164.80,162.60,165.47,161.97
163.14,164.40,164.67,162.69
164.09,161.36,166.95,161.25
160.65,161.99,163.52,160.42
163.00,166.06,167.23,162.74
165.60,166.34,168.69,164.62
165.30,168.70,171.11,164.45
167.64,169.96,170.02,165.98
170.08,171.31,173.72,170.05
171.54,172.45,172.58,169.99
172.44,171.47,173.00,171.00
172.41,172.38,172.98,171.22
171.85,174.14,174.21,171.42
174.44,176.05,176.47,173.81
175.62,176.15,176.34,174.23
176.20,176.78,177.91,175.91
175.96,176.78,178.18,175.76
174.81,175.52,176.74,174.53
175.78,175.61,177.55,174.72
177.06,178.10,178.41,176.64
177.28,176.55,178.33,176.18
176.88,178.00,178.90,176.88
178.48,176.22,178.48,175.63
177.42,177.09,178.13,175.98
176.52,182.68,184.17,176.01
186.60,192.62,192.92,186.36
193.66,192.77,196.78,191.80
194.94,198.19,199.54,194.23
198.38,195.74,199.05,194.16
197.76,195.68,198.87,194.48
193.05,193.31,193.99,191.80
193.60,194.13,194.88,192.33
194.51,193.17,195.43,192.20
193.69,198.34,198.44,193.22
198.94,200.26,201.00,197.18
202.59,207.01,209.00,201.90
206.88,198.75,207.50,198.51
201.51,202.12,202.48,197.74
200.11,204.08,204.75,199.00
204.18,198.66,204.18,197.92
197.65,203.27,203.72,197.50
204.86,215.20,216.67,204.36
216.88,212.76,217.80,211.23
211.93,206.18,212.31,205.91
212.23,216.00,217.67,212.10
215.89,213.59,218.46,212.53
219.71,223.61,225.00,219.35
223.94,218.93,226.18,218.21
215.39,214.33,218.39,214.00
214.68,217.30,219.08,213.26
220.39,218.85,222.55,217.85
221.72,215.73,222.00,215.39
214.81,212.55,216.62,211.63
212.03,210.71,215.62,209.57
210.40,209.28,212.04,208.50
210.76,213.22,213.38,209.05
216.50,222.74,222.93,215.94
223.40,229.84,231.99,222.75
228.73,227.13,230.98,224.58
226.68,227.99,228.84,223.11
228.36,226.85,228.86,224.60
226.05,225.18,234.46,224.33
226.17,231.33,234.20,226.00
232.27,233.07,238.83,230.06
230.25,232.62,235.10,226.01
230.87,235.24,235.40,229.35
237.23,240.86,242.64,236.28
239.42,238.99,242.18,238.44
235.82,238.89,241.12,233.12
237.18,237.49,240.49,237.01
231.27,227.39,234.70,220.08
224.22,219.74,225.00,218.38
219.00,214.10,223.60,209.87
214.35,221.19,221.35,212.87
223.57,225.02,228.10,223.30
225.81,222.19,226.60,220.47
219.62,223.03,225.00,218.31
217.70,206.55,218.90,204.12
205.86,209.58,210.87,204.56
212.00,211.99,217.65,208.42
214.01,207.75,216.00,206.62
210.47,210.80,211.62,206.43
210.47,203.80,211.26,203.59
