VVR,Invesco Senior Income Trust Common Stock (DE),NASDAQ
4.47,4.47,4.48,4.45
4.48,4.49,4.51,4.46
4.51,4.48,4.51,4.47
4.49,4.54,4.54,4.48
4.52,4.53,4.54,4.51
4.52,4.52,4.55,4.52
4.53,4.51,4.53,4.50
4.50,4.49,4.52,4.49
4.51,4.50,4.52,4.50
4.52,4.54,4.55,4.51
4.53,4.59,4.59,4.53
4.59,4.60,4.61,4.58
4.60,4.59,4.62,4.59
4.58,4.57,4.60,4.56
4.58,4.57,4.63,4.57
4.58,4.60,4.61,4.57
4.60,4.62,4.64,4.60
4.65,4.64,4.65,4.63
4.63,4.66,4.67,4.63
4.67,4.61,4.68,4.59
4.62,4.58,4.62,4.58
4.61,4.59,4.62,4.59
4.58,4.57,4.61,4.57
4.57,4.60,4.62,4.57
4.62,4.61,4.62,4.60
4.61,4.60,4.62,4.59
4.63,4.62,4.64,4.61
