VVR,Invesco Senior Income Trust Common Stock (DE),NASDAQ
4.60,4.74,4.74,4.60
4.70,4.78,4.78,4.67
4.78,4.80,4.80,4.70
4.71,4.72,4.76,4.67
4.71,4.63,4.71,4.51
4.67,4.53,4.69,4.51
4.45,4.53,4.56,4.35
4.37,4.35,4.41,4.27
4.24,4.49,4.49,4.16
4.36,4.45,4.55,4.36
4.27,4.45,4.46,4.25
4.51,4.38,4.55,4.35
4.46,4.57,4.61,4.42
4.60,4.50,4.62,4.49
4.54,4.50,4.60,4.47
4.54,4.51,4.56,4.46
4.51,4.53,4.54,4.46
4.47,4.43,4.51,4.37
4.45,4.35,4.46,4.33
4.37,4.33,4.39,4.30
4.35,4.36,4.40,4.34
4.38,4.46,4.47,4.38
4.43,4.47,4.48,4.43
4.48,4.54,4.57,4.47
4.57,4.56,4.57,4.48
4.50,4.56,4.56,4.50
4.57,4.62,4.62,4.50
4.59,4.64,4.67,4.59
4.64,4.67,4.67,4.62
4.65,4.50,4.65,4.50
4.49,4.46,4.52,4.45
4.45,4.35,4.47,4.35
4.35,4.47,4.49,4.34
4.46,4.52,4.52,4.45
4.46,4.34,4.46,4.30
4.35,4.40,4.46,4.35
4.43,4.43,4.45,4.36
4.45,4.38,4.46,4.36
4.39,4.33,4.45,4.32
4.33,4.35,4.39,4.32
4.36,4.44,4.44,4.36
4.43,4.49,4.49,4.40
4.50,4.49,4.51,4.46
4.49,4.51,4.52,4.44
4.52,4.50,4.53,4.48
4.48,4.42,4.48,4.41
4.44,4.49,4.49,4.43
4.47,4.45,4.51,4.45
4.40,4.52,4.54,4.40
4.54,4.45,4.56,4.42
4.49,4.46,4.55,4.45
4.48,4.48,4.52,4.47
4.51,4.52,4.57,4.50
4.54,4.52,4.55,4.47
4.51,4.54,4.56,4.51
4.54,4.62,4.62,4.54
4.62,4.66,4.67,4.60
4.67,4.67,4.69,4.63
4.66,4.70,4.70,4.65
4.68,4.75,4.79,4.68
4.75,4.70,4.77,4.70
4.68,4.67,4.73,4.67
4.65,4.72,4.72,4.65
4.68,4.72,4.73,4.67
4.67,4.64,4.70,4.59
4.56,4.60,4.66,4.56
4.60,4.62,4.65,4.59
4.60,4.61,4.64,4.60
4.64,4.56,4.64,4.56
4.58,4.58,4.60,4.55
4.56,4.59,4.59,4.54
4.58,4.58,4.59,4.55
4.55,4.61,4.61,4.53
4.56,4.58,4.61,4.55
4.55,4.53,4.58,4.53
4.59,4.50,4.59,4.50
4.52,4.53,4.55,4.50
4.51,4.53,4.55,4.50
4.55,4.50,4.55,4.50
4.52,4.52,4.58,4.52
4.56,4.57,4.58,4.53
4.57,4.60,4.60,4.56
4.60,4.59,4.60,4.56
4.58,4.57,4.60,4.54
4.58,4.59,4.62,4.58
4.59,4.64,4.64,4.59
4.64,4.62,4.64,4.60
4.60,4.60,4.63,4.60
4.60,4.57,4.61,4.56
4.56,4.62,4.62,4.56
4.62,4.59,4.62,4.58
4.65,4.60,4.65,4.56
4.61,4.60,4.61,4.57
4.59,4.58,4.61,4.57
4.58,4.62,4.63,4.58
4.62,4.65,4.65,4.60
4.65,4.65,4.65,4.61
4.64,4.65,4.67,4.60
4.63,4.65,4.67,4.63
4.69,4.62,4.69,4.60
4.64,4.67,4.67,4.63
4.67,4.67,4.67,4.61
4.65,4.64,4.65,4.61
4.64,4.60,4.64,4.58
4.61,4.62,4.62,4.59
4.61,4.66,4.66,4.60
4.66,4.65,4.66,4.64
4.66,4.67,4.67,4.64
4.67,4.66,4.67,4.64
4.64,4.65,4.67,4.62
4.63,4.60,4.64,4.60
4.60,4.61,4.64,4.58
4.61,4.63,4.65,4.60
4.65,4.67,4.67,4.60
4.65,4.68,4.68,4.64
4.66,4.66,4.69,4.65
4.65,4.65,4.69,4.65
4.68,4.65,4.69,4.65
4.67,4.64,4.68,4.64
4.67,4.73,4.74,4.63
4.77,4.68,4.77,4.68
4.73,4.68,4.73,4.67
4.72,4.70,4.73,4.68
4.72,4.71,4.73,4.70
4.73,4.76,4.77,4.72
4.79,4.73,4.79,4.73
4.77,4.77,4.82,4.75
4.80,4.80,4.89,4.77
4.76,4.75,4.81,4.73
4.73,4.68,4.79,4.68
4.76,4.63,4.76,4.61
4.65,4.66,4.70,4.63
4.67,4.67,4.68,4.53
4.64,4.66,4.67,4.59
4.69,4.73,4.73,4.64
4.74,4.77,4.77,4.65
4.78,4.80,4.81,4.74
4.75,4.76,4.81,4.71
4.81,4.84,4.84,4.79
4.85,4.86,4.86,4.81
4.88,4.84,4.88,4.77
4.84,4.80,4.84,4.76
4.83,4.83,4.84,4.79
4.88,4.84,4.88,4.79
4.85,4.81,4.85,4.78
4.80,4.75,4.83,4.75
4.78,4.77,4.79,4.73
4.76,4.73,4.79,4.67
4.75,4.65,4.75,4.63
4.69,4.66,4.70,4.61
4.71,4.61,4.71,4.61
4.60,4.55,4.62,4.52
4.54,4.55,4.62,4.51
4.55,4.65,4.65,4.53
4.65,4.70,4.73,4.64
4.70,4.60,4.72,4.59
4.62,4.61,4.67,4.60
4.62,4.68,4.69,4.61
4.71,4.65,4.76,4.65
4.69,4.68,4.73,4.65
4.68,4.70,4.70,4.67
4.70,4.68,4.72,4.67
4.69,4.69,4.72,4.68
4.74,4.69,4.74,4.65
4.72,4.70,4.77,4.70
4.76,4.76,4.76,4.67
4.73,4.73,4.77,4.68
4.79,4.79,4.79,4.76
4.80,4.82,4.83,4.76
4.82,4.84,4.85,4.81
4.84,4.87,4.87,4.81
4.84,4.87,4.87,4.84
4.87,4.89,4.89,4.85
4.89,4.88,4.89,4.83
4.81,4.84,4.87,4.78
4.85,4.83,4.85,4.78
4.81,4.86,4.87,4.81
4.85,4.93,4.93,4.85
4.95,4.93,4.96,4.90
4.93,4.96,4.96,4.89
4.98,4.98,5.00,4.95
4.98,4.98,5.02,4.95
5.01,5.00,5.04,4.95
5.07,5.05,5.07,4.95
5.05,5.05,5.07,5.01
5.05,5.08,5.12,5.01
5.01,5.00,5.08,4.99
5.02,5.01,5.03,4.95
5.01,5.02,5.06,5.00
5.06,5.07,5.07,5.02
5.06,5.04,5.06,5.00
5.05,5.05,5.06,4.98
5.05,5.03,5.06,5.01
5.06,5.06,5.08,5.03
5.04,5.09,5.09,5.04
5.03,5.09,5.09,5.03
5.10,5.11,5.11,5.06
5.11,5.09,5.11,5.07
5.07,5.05,5.10,5.01
5.07,5.03,5.07,4.97
5.04,4.96,5.04,4.95
4.97,5.01,5.03,4.97
5.08,5.01,5.08,4.99
5.04,5.08,5.09,5.02
5.07,5.09,5.10,5.07
5.08,5.10,5.13,5.04
5.11,5.01,5.11,5.01
5.03,5.00,5.04,4.96
5.05,5.00,5.05,4.98
5.02,5.02,5.02,4.99
5.04,5.01,5.04,4.99
5.00,5.01,5.04,5.00
5.03,5.03,5.05,4.97
4.96,5.02,5.03,4.93
5.01,5.00,5.02,4.93
5.00,5.03,5.03,4.98
5.03,5.03,5.04,4.98
5.04,5.00,5.05,5.00
5.02,5.01,5.04,5.01
5.04,5.04,5.05,5.02
5.06,5.07,5.08,5.03
5.06,5.04,5.07,5.03
5.06,5.06,5.11,5.04
5.09,5.11,5.11,5.07
5.11,5.10,5.11,5.07
5.13,5.13,5.15,5.07
5.08,5.05,5.13,5.05
5.07,5.04,5.08,5.00
5.04,5.07,5.09,5.04
5.10,5.09,5.11,5.07
5.12,5.13,5.13,5.08
5.15,5.13,5.15,5.08
5.12,5.14,5.14,5.09
5.11,5.13,5.14,5.09
5.12,5.12,5.14,5.08
5.10,5.15,5.15,5.09
5.14,5.07,5.14,5.07
5.07,5.09,5.10,5.04
5.12,5.14,5.14,5.08
5.13,5.15,5.16,5.11
5.15,5.16,5.16,5.13
5.13,5.18,5.18,5.11
5.18,5.18,5.19,5.14
5.16,5.19,5.20,5.16
5.19,5.14,5.19,5.14
5.17,5.19,5.22,5.16
5.22,5.17,5.22,5.15
5.20,5.12,5.20,5.12
5.15,5.15,5.16,5.12
5.15,5.15,5.17,5.10
5.17,5.18,5.19,5.14
5.19,5.20,5.20,5.15
5.18,5.20,5.21,5.18
5.19,5.17,5.19,5.13
5.17,5.18,5.18,5.15
5.18,5.19,5.19,5.15
5.17,5.17,5.19,5.15
5.18,5.15,5.18,5.10
5.16,5.15,5.17,5.11
5.17,5.15,5.17,5.12
5.12,5.10,5.13,5.10
5.09,5.05,5.10,5.01
5.06,5.10,5.11,5.05
5.10,5.11,5.11,5.08
5.12,5.11,5.13,5.08
5.12,5.10,5.13,5.07
5.12,5.09,5.12,5.07
5.07,5.10,5.11,5.07
5.11,5.11,5.12,5.08
5.06,5.13,5.13,5.06
5.13,5.10,5.13,5.08
5.10,5.06,5.11,5.05
5.08,5.07,5.10,5.04
5.09,5.09,5.09,5.05
5.09,5.03,5.09,5.01
5.05,4.96,5.06,4.92
5.03,5.05,5.05,5.00
5.03,4.98,5.03,4.95
4.97,4.95,5.00,4.91
4.97,4.98,4.98,4.90
4.94,4.95,4.96,4.92
4.95,4.98,4.99,4.93
4.98,4.98,5.02,4.93
4.96,4.97,4.97,4.90
4.97,4.93,4.99,4.92
4.95,4.94,4.95,4.88
4.95,4.98,4.98,4.91
5.00,5.03,5.03,4.95
5.04,5.04,5.04,4.99
5.03,5.05,5.05,5.02
4.99,5.03,5.05,4.99
5.03,5.02,5.04,4.97
5.02,5.02,5.05,5.01
5.02,5.03,5.05,5.00
5.03,5.04,5.04,5.00
5.02,5.03,5.04,5.00
4.98,4.96,4.99,4.95
4.96,4.96,4.99,4.96
4.96,4.96,4.97,4.87
4.94,4.95,4.96,4.88
4.96,4.91,4.96,4.89
4.89,4.93,4.94,4.88
4.94,4.96,4.96,4.93
4.96,4.94,4.99,4.92
4.95,4.88,4.96,4.75
4.87,4.85,4.88,4.75
4.84,4.83,4.84,4.76
4.77,4.73,4.78,4.55
4.70,4.74,4.74,4.67
4.80,4.84,4.84,4.74
4.81,4.81,4.84,4.77
4.82,4.79,4.82,4.73
4.75,4.73,4.77,4.67
4.68,4.63,4.70,4.50
4.37,4.32,4.57,4.21
4.32,4.49,4.49,4.15
4.45,4.29,4.45,4.24
4.31,4.41,4.41,4.22
4.38,4.44,4.46,4.38
4.42,4.50,4.52,4.37
4.43,4.44,4.49,4.43
4.42,4.48,4.48,4.42
4.37,4.37,4.44,4.29
4.35,4.27,4.37,4.24
4.28,4.16,4.29,4.12
4.20,4.24,4.29,4.18
4.21,4.27,4.28,4.19
4.29,4.28,4.31,4.19
4.19,4.33,4.33,4.19
4.34,4.37,4.37,4.28
4.32,4.31,4.35,4.30
4.35,4.38,4.40,4.34
4.36,4.39,4.42,4.36
4.37,4.37,4.44,4.35
4.27,4.36,4.38,4.27
4.42,4.42,4.42,4.34
4.42,4.35,4.42,4.35
4.36,4.38,4.39,4.34
4.34,4.39,4.39,4.31
4.38,4.37,4.39,4.32
4.36,4.34,4.37,4.32
4.33,4.35,4.35,4.30
4.34,4.35,4.35,4.31
4.34,4.36,4.36,4.33
4.33,4.35,4.35,4.32
4.35,4.34,4.35,4.32
4.32,4.25,4.32,4.20
4.21,4.22,4.25,4.21
4.24,4.33,4.33,4.22
4.32,4.32,4.35,4.29
4.31,4.27,4.34,4.26
4.29,4.27,4.32,4.26
4.30,4.22,4.30,4.20
4.20,4.15,4.22,4.14
4.15,4.11,4.16,4.01
4.07,4.13,4.15,4.06
4.08,4.14,4.18,4.08
4.15,4.09,4.20,4.08
4.10,4.23,4.23,4.10
4.18,4.17,4.20,4.12
4.18,4.18,4.22,4.15
4.15,4.17,4.20,4.12
4.18,4.22,4.26,4.18
4.22,4.19,4.24,4.16
4.18,4.24,4.25,4.16
4.24,4.21,4.24,4.19
4.22,4.20,4.23,4.17
4.25,4.26,4.28,4.20
4.24,4.30,4.31,4.24
4.27,4.23,4.28,4.22
4.23,4.30,4.31,4.22
4.40,4.35,4.40,4.33
4.39,4.39,4.41,4.35
4.36,4.35,4.40,4.35
4.28,4.30,4.34,4.25
4.31,4.30,4.35,4.27
4.32,4.34,4.36,4.31
4.31,4.35,4.38,4.30
4.32,4.33,4.36,4.32
4.33,4.33,4.36,4.32
4.32,4.32,4.34,4.29
4.33,4.34,4.38,4.30
4.34,4.34,4.39,4.34
4.35,4.28,4.35,4.28
4.28,4.32,4.33,4.28
4.32,4.29,4.32,4.27
4.26,4.25,4.30,4.23
4.25,4.24,4.28,4.23
4.21,4.20,4.23,4.19
4.21,4.21,4.24,4.21
4.22,4.18,4.24,4.18
4.16,4.18,4.22,4.16
4.21,4.20,4.24,4.20
4.20,4.26,4.28,4.20
4.29,4.27,4.30,4.25
4.26,4.27,4.30,4.26
4.28,4.30,4.34,4.28
4.31,4.40,4.40,4.31
4.37,4.38,4.38,4.33
4.39,4.33,4.39,4.33
4.34,4.28,4.36,4.17
4.29,4.28,4.33,4.28
4.27,4.24,4.30,4.24
4.24,4.21,4.25,4.21
4.19,4.17,4.21,4.17
4.17,4.26,4.26,4.16
4.22,4.26,4.26,4.22
4.25,4.21,4.26,4.21
4.26,4.25,4.26,4.23
4.27,4.26,4.30,4.26
4.29,4.32,4.32,4.27
4.31,4.39,4.39,4.30
4.35,4.34,4.35,4.32
4.32,4.28,4.35,4.28
4.31,4.30,4.33,4.30
4.30,4.28,4.32,4.27
4.32,4.34,4.34,4.30
4.32,4.35,4.37,4.32
4.37,4.41,4.41,4.33
4.44,4.44,4.44,4.39
4.43,4.49,4.50,4.42
4.51,4.49,4.51,4.45
4.46,4.46,4.48,4.45
4.44,4.44,4.45,4.40
4.47,4.46,4.47,4.40
4.43,4.43,4.46,4.40
4.40,4.41,4.45,4.40
4.42,4.43,4.45,4.40
4.43,4.43,4.45,4.42
4.43,4.47,4.50,4.43
4.46,4.49,4.53,4.46
4.50,4.55,4.56,4.49
4.58,4.55,4.58,4.53
4.56,4.62,4.62,4.56
4.62,4.62,4.65,4.58
4.65,4.56,4.70,4.56
4.58,4.58,4.62,4.56
4.56,4.58,4.62,4.56
4.60,4.60,4.64,4.59
4.59,4.61,4.61,4.57
4.60,4.60,4.67,4.59
4.63,4.60,4.65,4.59
4.62,4.63,4.63,4.59
4.61,4.62,4.62,4.60
4.60,4.58,4.62,4.58
4.60,4.60,4.61,4.56
4.62,4.60,4.62,4.59
4.60,4.63,4.63,4.59
4.64,4.63,4.64,4.60
4.63,4.69,4.69,4.62
4.70,4.69,4.71,4.68
4.72,4.75,4.76,4.68
4.78,4.73,4.79,4.68
4.72,4.73,4.73,4.70
4.72,4.68,4.73,4.68
4.71,4.69,4.71,4.66
4.67,4.70,4.71,4.67
4.71,4.68,4.72,4.68
4.69,4.71,4.71,4.68
4.68,4.64,4.69,4.62
4.67,4.71,4.71,4.65
4.71,4.79,4.79,4.71
4.79,4.79,4.79,4.75
4.77,4.67,4.77,4.67
4.70,4.73,4.73,4.70
4.74,4.70,4.75,4.69
4.75,4.71,4.75,4.66
4.69,4.69,4.71,4.63
4.73,4.76,4.77,4.68
4.75,4.76,4.80,4.74
4.79,4.83,4.83,4.76
4.82,4.78,4.82,4.78
4.79,4.88,4.90,4.79
4.85,4.90,4.93,4.84
4.93,4.88,4.93,4.83
4.90,4.85,4.92,4.85
4.86,4.87,4.88,4.84
4.89,4.91,4.92,4.87
4.91,4.89,4.91,4.86
4.90,4.83,4.91,4.82
4.87,4.84,4.89,4.79
4.86,4.85,4.88,4.83
4.84,4.88,4.88,4.84
4.87,4.83,4.87,4.81
4.84,4.85,4.85,4.80
4.81,4.84,4.86,4.80
4.85,4.83,4.86,4.81
4.86,4.80,4.86,4.80
4.84,4.77,4.85,4.77
4.78,4.74,4.79,4.74
4.75,4.74,4.77,4.72
4.77,4.80,4.80,4.74
4.81,4.80,4.81,4.77
4.81,4.82,4.82,4.78
4.82,4.86,4.86,4.80
4.87,4.82,4.87,4.82
4.86,4.83,4.86,4.83
4.86,4.80,4.87,4.79
4.83,4.85,4.85,4.81
4.85,4.89,4.89,4.83
4.88,4.88,4.88,4.82
4.87,4.88,4.91,4.85
4.89,4.83,4.89,4.83
4.85,4.86,4.86,4.80
4.84,4.86,4.86,4.82
4.87,4.83,4.87,4.81
4.82,4.80,4.85,4.80
4.81,4.74,4.81,4.74
4.75,4.75,4.77,4.73
4.79,4.75,4.79,4.75
4.77,4.67,4.77,4.65
4.72,4.58,4.72,4.58
4.59,4.64,4.70,4.55
4.68,4.65,4.68,4.61
4.64,4.67,4.68,4.62
4.68,4.69,4.69,4.66
4.70,4.70,4.71,4.65
4.70,4.71,4.72,4.67
4.70,4.69,4.71,4.66
4.71,4.63,4.71,4.63
4.64,4.64,4.66,4.60
4.63,4.56,4.64,4.56
4.59,4.58,4.60,4.57
4.63,4.58,4.65,4.58
4.63,4.63,4.64,4.60
4.63,4.67,4.67,4.61
4.69,4.63,4.69,4.63
4.66,4.67,4.68,4.64
4.63,4.61,4.64,4.61
4.63,4.61,4.64,4.60
4.62,4.65,4.65,4.60
4.63,4.61,4.64,4.59
4.61,4.67,4.67,4.61
4.67,4.71,4.71,4.65
4.71,4.68,4.72,4.67
4.69,4.81,4.81,4.68
4.75,4.76,4.77,4.72
4.78,4.80,4.81,4.75
4.81,4.85,4.85,4.79
4.81,4.84,4.85,4.81
4.87,4.86,4.87,4.84
4.88,4.83,4.90,4.83
4.86,4.84,4.86,4.84
4.86,4.83,4.87,4.83
4.84,4.78,4.84,4.78
4.77,4.80,4.80,4.77
4.80,4.80,4.83,4.80
4.82,4.81,4.83,4.80
4.76,4.79,4.80,4.75
4.81,4.83,4.83,4.80
4.81,4.86,4.88,4.80
4.86,4.85,4.86,4.83
4.86,4.87,4.87,4.82
4.87,4.90,4.90,4.86
4.89,4.87,4.90,4.86
4.86,4.85,4.89,4.85
4.88,4.87,4.88,4.84
4.87,4.89,4.89,4.87
4.91,4.87,4.91,4.84
4.90,4.91,4.92,4.88
4.91,4.91,4.93,4.90
4.93,4.91,4.94,4.90
4.93,4.91,4.93,4.90
4.90,4.88,4.92,4.87
4.92,4.90,4.93,4.90
4.92,4.94,4.94,4.91
4.94,4.92,4.96,4.92
4.94,4.94,4.95,4.92
4.94,4.98,5.00,4.93
4.99,5.00,5.00,4.96
4.98,4.98,4.98,4.94
4.99,4.94,4.99,4.93
4.93,4.93,4.95,4.91
4.95,4.92,4.96,4.92
4.94,4.97,4.97,4.93
4.98,4.98,4.98,4.95
4.99,4.96,5.00,4.95
4.97,4.95,4.99,4.95
4.97,4.98,4.99,4.94
4.98,5.00,5.00,4.96
4.99,4.95,5.00,4.95
4.98,4.94,4.98,4.93
4.97,4.98,4.98,4.94
4.99,5.01,5.01,4.97
5.01,4.97,5.02,4.97
4.99,5.00,5.03,4.98
5.01,5.00,5.01,4.97
4.97,4.97,5.01,4.96
4.97,4.98,4.99,4.96
5.00,5.02,5.03,4.99
5.02,5.05,5.06,5.02
5.07,5.02,5.07,5.02
5.03,5.02,5.07,5.02
5.01,5.06,5.06,5.01
5.07,5.03,5.07,5.01
5.05,5.06,5.06,5.02
5.06,5.07,5.07,5.05
5.07,5.03,5.07,5.02
5.05,5.06,5.08,5.03
5.07,5.08,5.08,5.06
5.09,5.10,5.10,5.07
5.09,5.04,5.09,5.03
5.03,4.99,5.05,4.99
5.01,5.01,5.03,4.97
5.02,5.03,5.05,5.02
5.05,5.05,5.05,5.02
5.05,5.07,5.07,5.03
5.07,5.03,5.07,5.02
5.05,5.04,5.06,5.02
5.03,5.06,5.07,5.03
5.07,5.07,5.08,5.00
5.05,5.03,5.06,5.00
5.02,5.06,5.07,5.02
5.05,5.06,5.06,5.04
5.08,5.04,5.08,5.03
5.07,5.09,5.09,5.05
5.09,5.11,5.11,5.08
5.11,5.13,5.13,5.09
5.12,5.12,5.14,5.08
5.14,5.16,5.16,5.12
5.16,5.17,5.17,5.13
5.17,5.19,5.19,5.16
5.19,5.19,5.20,5.16
5.20,5.17,5.20,5.17
5.18,5.12,5.20,5.11
5.14,5.25,5.25,5.14
5.28,5.25,5.35,5.23
5.29,5.25,5.30,5.20
5.29,5.25,5.29,5.19
5.30,5.28,5.30,5.21
5.31,5.25,5.33,5.21
5.27,5.22,5.29,5.20
5.23,5.25,5.28,5.22
5.24,5.18,5.26,5.15
5.16,4.99,5.19,4.85
4.95,4.93,5.02,4.76
4.89,5.06,5.10,4.89
5.13,5.14,5.14,5.08
5.15,5.12,5.15,5.11
5.15,5.12,5.16,5.11
5.15,5.18,5.18,5.14
5.14,5.15,5.17,5.12
5.16,5.17,5.17,5.13
5.18,5.17,5.19,5.14
5.18,5.16,5.20,5.16
5.18,5.09,5.18,5.07
5.12,5.07,5.12,5.07
5.10,5.10,5.14,5.08
5.12,5.08,5.15,5.08
5.10,5.07,5.11,5.06
5.10,5.05,5.10,5.01
5.08,5.08,5.11,5.06
5.12,5.12,5.14,5.10
5.12,5.08,5.13,5.05
5.10,5.08,5.10,5.07
5.07,5.08,5.09,5.07
5.08,5.06,5.09,5.04
5.05,5.05,5.05,5.02
5.06,5.09,5.12,5.05
5.10,5.13,5.13,5.08
5.10,5.09,5.12,5.09
5.12,5.09,5.14,5.08
5.11,5.14,5.14,5.09
5.13,5.13,5.14,5.08
5.13,5.14,5.14,5.11
5.14,5.18,5.18,5.12
5.20,5.21,5.24,5.18
5.23,5.27,5.27,5.22
5.26,5.27,5.29,5.26
5.29,5.27,5.29,5.24
5.28,5.37,5.37,5.28
5.36,5.35,5.36,5.33
5.34,5.36,5.37,5.31
5.34,5.37,5.37,5.33
5.39,5.42,5.42,5.37
5.41,5.35,5.41,5.31
5.36,5.31,5.37,5.27
5.34,5.33,5.34,5.31
5.35,5.40,5.40,5.35
5.40,5.40,5.41,5.37
5.40,5.40,5.41,5.38
5.40,5.41,5.47,5.39
5.44,5.47,5.48,5.41
5.48,5.46,5.54,5.41
5.48,5.48,5.48,5.42
5.47,5.46,5.47,5.42
5.48,5.54,5.54,5.47
5.56,5.54,5.58,5.51
5.56,5.50,5.58,5.44
5.52,5.53,5.54,5.48
5.55,5.55,5.57,5.51
5.55,5.48,5.55,5.41
5.53,5.41,5.53,5.38
5.44,5.41,5.48,5.36
5.44,5.39,5.44,5.37
5.42,5.47,5.47,5.40
5.51,5.52,5.53,5.48
5.50,5.57,5.57,5.49
5.56,5.61,5.61,5.55
5.64,5.65,5.66,5.61
5.64,5.57,5.65,5.57
5.57,5.57,5.61,5.53
5.60,5.45,5.61,5.45
5.51,5.49,5.54,5.49
5.51,5.52,5.53,5.46
5.53,5.57,5.57,5.52
5.59,5.65,5.65,5.53
5.64,5.66,5.66,5.59
5.66,5.66,5.72,5.61
5.69,5.57,5.69,5.56
5.58,5.59,5.61,5.53
5.63,5.68,5.68,5.60
5.70,5.64,5.70,5.62
5.67,5.60,5.67,5.54
5.63,5.54,5.63,5.51
5.57,5.55,5.57,5.48
5.54,5.43,5.55,5.38
5.49,5.50,5.50,5.41
5.50,5.55,5.55,5.48
5.57,5.59,5.59,5.53
5.58,5.67,5.67,5.57
5.65,5.61,5.67,5.61
5.63,5.60,5.64,5.53
5.64,5.68,5.68,5.58
5.68,5.74,5.74,5.66
5.72,5.74,5.80,5.68
5.76,5.73,5.77,5.69
5.74,5.70,5.74,5.69
5.73,5.54,5.73,5.54
5.60,5.66,5.66,5.57
5.65,5.64,5.66,5.58
5.68,5.68,5.70,5.63
5.67,5.62,5.67,5.61
5.67,5.67,5.69,5.65
5.70,5.57,5.70,5.56
5.57,5.53,5.58,5.49
5.50,5.41,5.54,5.41
5.45,5.43,5.49,5.42
5.43,5.47,5.47,5.39
5.50,5.51,5.51,5.46
5.49,5.47,5.49,5.42
5.46,5.50,5.51,5.41
5.51,5.58,5.58,5.49
5.58,5.51,5.58,5.51
5.53,5.43,5.53,5.42
5.46,5.46,5.47,5.43
5.48,5.48,5.48,5.42
5.49,5.49,5.51,5.46
5.48,5.54,5.54,5.48
5.54,5.51,5.54,5.47
5.53,5.52,5.53,5.48
5.51,5.55,5.56,5.49
5.58,5.64,5.64,5.55
5.65,5.71,5.71,5.63
5.68,5.72,5.73,5.67
5.73,5.79,5.79,5.72
5.80,5.78,5.80,5.72
5.76,5.78,5.78,5.71
5.76,5.76,5.76,5.63
5.75,5.71,5.75,5.70
5.72,5.67,5.72,5.66
5.66,5.59,5.69,5.59
5.63,5.70,5.70,5.63
5.69,5.72,5.75,5.68
5.69,5.72,5.74,5.66
5.71,5.72,5.74,5.69
5.71,5.60,5.71,5.60
5.62,5.60,5.62,5.56
5.62,5.63,5.64,5.59
5.64,5.52,5.65,5.49
5.55,5.38,5.56,5.38
5.47,5.42,5.47,5.31
5.37,5.36,5.44,5.34
5.38,5.44,5.48,5.38
5.44,5.52,5.53,5.44
5.48,5.42,5.49,5.35
5.28,5.26,5.35,5.13
5.29,5.27,5.33,5.20
5.24,5.32,5.32,5.19
5.30,5.25,5.32,5.20
5.26,5.20,5.30,5.20
5.21,5.27,5.27,5.20
5.24,5.28,5.29,5.17
