FDX,FedEx Corporation Common Stock,NASDAQ
90.37,89.86,90.48,89.61
89.67,88.29,89.68,88.19
87.83,88.96,89.38,87.05
89.28,90.79,90.90,89.12
90.87,90.28,91.06,89.85
91.09,93.02,93.68,90.60
92.93,93.04,93.30,92.13
93.31,93.75,94.40,93.14
93.21,93.55,94.41,93.02
95.00,95.00,96.50,94.58
95.01,95.12,95.42,94.46
94.69,94.19,95.28,94.11
95.16,94.59,95.35,93.80
94.26,93.91,94.72,93.41
93.85,91.16,94.18,90.82
91.30,92.53,92.86,90.66
92.17,94.08,94.40,91.96
94.59,93.43,94.67,93.07
92.94,92.94,93.99,92.66
93.01,92.58,93.35,92.19
91.34,91.96,92.24,91.10
92.51,91.85,92.98,91.52
93.00,93.23,94.19,92.36
93.72,93.94,94.23,93.39
93.75,93.85,94.13,92.90
94.26,94.49,95.03,94.06
94.65,94.80,94.99,93.37
94.53,95.28,95.76,94.45
95.55,95.67,96.25,95.30
96.25,94.37,96.89,94.03
94.00,94.22,94.78,93.63
93.70,92.64,94.58,92.42
92.16,95.29,95.99,91.80
96.14,95.65,96.39,95.14
95.60,94.91,95.64,94.56
95.36,95.74,96.24,95.16
95.43,95.16,96.50,94.79
95.11,94.96,95.13,94.04
95.17,93.58,95.50,93.50
93.38,93.18,94.43,92.98
92.85,92.59,92.92,92.05
92.87,93.65,94.21,92.30
94.01,94.58,94.65,93.50
94.46,93.82,94.59,93.56
92.56,92.04,92.69,91.05
92.21,91.48,92.42,90.93
90.96,91.84,92.30,90.82
91.31,91.36,91.90,90.80
91.85,91.90,92.35,91.60
92.63,93.64,93.73,92.58
93.95,91.43,94.39,91.41
91.79,91.52,92.50,91.00
90.32,90.15,91.00,89.90
89.99,87.75,90.56,87.65
87.95,86.76,88.23,86.68
86.54,85.59,86.90,85.46
86.08,86.21,86.79,85.80
86.23,85.38,86.39,84.79
85.37,85.92,86.15,84.95
86.59,87.43,88.00,86.22
86.43,86.49,87.29,86.10
86.71,86.48,87.52,86.00
87.26,86.99,87.69,86.67
86.83,87.50,87.86,86.61
88.43,89.13,89.48,81.22
91.50,91.44,92.41,90.66
91.12,92.96,93.45,90.60
92.91,91.87,93.45,91.57
91.97,92.85,93.00,91.61
93.13,94.02,94.19,92.77
94.50,93.63,94.91,93.10
93.84,94.85,94.95,93.80
94.68,96.52,96.83,94.56
96.17,95.50,96.25,95.20
95.58,96.78,97.07,95.56
97.69,98.50,98.66,96.92
97.24,97.56,97.70,96.96
96.75,95.08,96.75,94.47
94.70,94.08,95.09,93.81
94.74,94.25,95.59,93.99
94.46,93.06,94.98,92.78
92.97,92.20,93.28,91.26
91.80,90.46,91.89,90.05
91.22,91.77,92.24,90.58
92.01,92.19,92.81,91.30
92.69,93.08,94.07,92.33
93.26,92.79,93.62,92.20
91.70,91.88,92.35,91.48
90.43,91.00,91.45,88.70
90.24,89.14,90.34,88.55
89.44,87.86,90.18,87.74
86.91,86.88,88.17,86.33
88.05,86.00,88.05,85.02
85.37,84.44,86.03,83.96
84.60,85.74,86.00,83.46
84.78,82.10,85.04,81.98
83.22,82.36,83.72,80.18
80.34,77.54,81.91,77.50
79.19,79.75,79.89,75.50
78.53,75.32,78.67,75.13
75.78,79.88,81.30,75.67
80.29,80.48,81.29,79.00
81.20,81.85,81.98,80.15
80.90,80.10,81.70,79.28
80.52,79.13,81.27,78.47
77.06,74.46,77.34,73.49
74.11,73.16,75.77,72.89
74.92,73.00,75.00,72.16
73.57,74.79,74.79,72.67
74.70,76.60,77.00,74.23
77.29,74.76,77.44,74.15
74.17,75.72,75.85,72.57
76.67,78.75,78.79,76.67
78.31,78.83,79.33,77.68
79.52,78.72,80.71,78.17
78.72,78.04,80.11,77.90
75.95,74.90,76.49,74.46
72.43,73.60,73.82,71.33
74.88,76.27,76.64,74.34
75.71,74.99,76.20,74.65
74.04,73.40,75.08,72.90
72.39,73.63,73.78,71.54
73.64,74.97,75.46,73.11
75.63,76.01,77.12,73.75
77.00,77.08,77.33,75.64
77.57,76.40,77.92,75.27
74.99,75.76,76.16,74.68
75.95,75.22,76.84,75.00
75.00,72.50,75.32,72.50
70.04,66.58,70.09,64.55
66.86,67.30,68.43,66.61
68.10,69.75,69.82,67.71
71.51,70.53,71.62,70.12
70.94,69.20,71.07,69.10
70.46,69.70,70.81,68.24
68.98,67.68,69.55,67.62
66.90,65.15,67.92,64.97
64.18,67.86,67.91,64.07
68.04,70.41,70.92,67.68
70.11,72.20,72.52,69.33
72.31,71.06,72.46,70.88
72.46,73.62,73.63,72.01
73.25,73.43,73.70,72.60
73.98,75.18,76.13,73.82
74.42,73.87,74.42,73.26
74.76,75.74,75.82,74.65
75.47,73.97,75.55,73.65
73.84,75.62,76.56,73.47
75.69,75.28,76.15,74.97
75.33,76.59,76.82,74.96
77.42,79.34,79.92,77.18
79.90,81.52,82.40,79.90
80.51,80.72,81.86,79.20
81.95,81.36,82.20,79.94
83.51,84.73,85.75,82.93
84.40,84.25,85.00,83.31
83.42,81.83,84.16,81.80
78.91,79.57,80.63,78.61
80.90,80.57,81.34,79.53
81.54,82.34,82.53,80.35
81.79,82.01,82.21,80.31
82.04,81.93,82.86,80.60
82.38,83.01,83.13,81.26
81.40,79.35,81.49,78.85
80.35,80.12,80.60,79.40
81.36,82.23,82.39,81.12
81.62,81.41,82.37,80.78
81.57,82.64,83.45,81.15
81.80,81.49,83.12,81.42
81.33,80.28,82.01,79.68
81.19,81.22,82.16,80.80
79.52,79.38,80.00,78.22
79.04,78.21,79.37,77.95
77.37,76.56,77.74,76.33
76.50,76.08,77.38,76.06
78.76,78.93,80.52,78.31
79.47,78.58,80.38,78.41
81.36,83.08,83.20,81.10
82.52,82.03,82.75,81.61
83.17,82.14,83.46,81.96
83.86,83.20,84.22,82.38
83.43,82.67,83.53,82.10
82.48,84.19,84.66,82.05
83.51,82.47,84.43,82.18
82.69,83.24,83.64,82.02
81.94,81.63,82.18,80.95
82.09,78.96,82.41,78.29
78.67,77.29,79.07,76.95
80.14,83.47,83.81,79.97
84.10,84.89,86.37,83.92
84.75,81.35,85.42,80.91
82.98,83.81,84.39,82.77
83.60,84.24,84.31,82.38
84.56,84.47,85.36,84.03
84.72,84.92,85.05,83.81
84.82,84.70,85.41,84.57
84.57,82.97,84.70,82.78
83.40,84.31,84.39,83.00
84.47,83.51,84.51,83.33
85.47,85.17,85.91,84.48
84.73,84.96,85.17,84.21
84.42,84.09,84.49,82.79
84.56,85.49,86.06,84.53
85.84,85.85,85.98,85.24
87.16,88.51,89.40,87.15
88.08,89.76,90.03,87.77
90.08,91.19,91.40,89.89
90.02,90.37,90.50,88.85
90.14,89.98,90.86,89.07
90.05,91.14,91.46,89.88
91.68,93.04,93.52,91.45
92.59,91.57,92.60,91.25
91.74,91.06,92.52,90.52
90.40,90.79,91.20,89.67
90.69,92.59,92.63,90.07
92.75,92.74,93.50,92.27
92.24,92.95,93.48,91.78
92.11,92.16,92.34,91.50
92.33,91.49,92.33,90.42
92.79,92.70,93.24,91.99
93.07,92.79,93.44,92.08
93.77,94.54,94.54,93.61
94.56,95.25,95.60,94.52
94.55,94.72,95.09,93.60
94.95,94.48,95.33,94.04
94.42,94.80,95.26,94.25
93.89,95.27,95.35,93.60
95.80,96.98,97.19,95.65
96.52,95.55,96.98,94.84
95.97,94.15,95.97,93.70
93.99,95.00,95.33,93.99
95.73,92.99,95.84,92.51
93.11,91.01,93.15,90.41
90.74,90.75,91.84,90.66
91.20,91.97,92.30,90.50
91.99,90.24,92.22,89.84
89.53,91.36,92.43,89.42
91.43,90.98,91.91,90.40
90.98,89.99,91.85,89.77
90.15,91.12,91.76,90.15
91.17,90.78,91.68,90.51
90.58,90.43,90.73,89.80
89.11,88.75,89.37,88.03
89.23,89.76,90.18,89.03
90.62,90.99,91.50,89.67
91.44,91.79,92.19,90.07
91.83,91.33,91.93,90.36
92.00,92.88,92.97,91.40
92.90,92.20,92.97,91.45
92.50,94.61,95.04,92.34
94.86,94.34,95.08,93.57
95.87,94.89,95.98,94.49
94.57,94.64,95.26,93.88
94.97,95.82,96.89,94.42
93.36,92.50,94.15,91.26
92.32,92.38,92.52,90.39
93.15,92.77,93.29,92.24
92.92,91.90,93.18,91.89
92.13,91.49,92.23,90.51
90.70,91.74,91.87,89.90
92.08,91.96,92.31,91.04
92.04,92.19,92.85,91.50
91.97,91.49,92.28,90.56
90.85,90.64,91.08,90.12
90.27,90.39,90.62,90.03
88.90,88.47,89.27,88.16
88.15,86.63,88.30,86.42
87.81,87.91,88.50,87.58
88.06,89.84,90.35,88.04
89.23,88.03,89.78,88.00
88.57,88.18,88.90,87.74
89.00,90.46,90.77,88.74
90.25,90.39,90.85,89.85
90.42,89.39,90.69,88.70
89.52,89.67,90.13,88.97
88.65,88.11,88.75,87.56
88.56,88.94,89.19,88.15
89.33,88.22,89.83,87.70
87.29,87.55,87.73,86.20
88.10,88.24,88.48,87.00
88.29,88.24,88.75,87.83
88.14,89.04,89.83,87.57
88.75,89.35,89.57,88.47
89.15,88.86,89.75,88.75
89.02,89.30,89.66,88.20
88.24,89.37,90.12,88.11
88.72,88.96,89.03,87.82
87.76,87.13,87.80,86.67
87.51,86.65,88.59,86.47
86.17,87.80,88.06,86.17
86.83,87.78,88.33,86.80
87.75,87.81,88.84,87.38
88.38,87.89,89.50,87.79
87.92,86.77,88.46,86.68
87.26,85.07,87.35,84.86
85.01,86.70,86.90,84.90
86.90,86.85,87.79,86.32
86.10,88.74,88.90,85.82
88.84,90.02,90.40,88.74
90.24,89.28,90.50,88.68
89.67,90.98,91.43,89.51
89.44,88.93,90.24,88.65
88.80,89.14,89.96,87.62
87.22,85.25,87.55,85.09
85.19,85.20,85.99,84.52
85.10,84.34,85.69,83.80
85.00,86.83,86.83,84.91
88.02,86.10,88.36,86.00
86.45,87.57,87.63,86.00
88.17,86.28,88.35,86.12
86.47,87.69,87.83,85.97
87.09,86.19,87.41,85.57
86.53,86.84,87.44,85.99
87.35,87.63,87.67,86.54
87.40,88.51,88.99,87.16
87.02,91.01,91.95,86.79
90.64,91.34,92.31,90.31
91.76,90.63,92.16,90.55
91.26,90.54,91.26,89.83
89.57,88.81,89.63,87.82
88.83,87.55,89.02,87.18
87.60,87.90,88.21,87.13
87.42,88.79,88.90,87.31
90.29,91.61,91.61,89.68
91.59,91.54,91.87,89.55
91.44,92.60,92.80,91.13
91.91,92.11,92.57,91.40
91.25,91.28,91.99,90.50
91.07,91.13,91.76,90.65
90.99,90.48,91.98,89.92
90.31,90.61,90.98,89.98
90.00,89.50,90.10,88.93
89.63,92.35,92.57,89.63
92.07,91.92,92.29,91.42
92.09,91.25,92.09,90.21
91.08,92.72,93.00,90.91
92.79,92.79,93.17,92.53
92.08,90.08,92.29,89.98
88.69,89.26,89.56,88.40
88.16,87.67,88.47,86.22
87.96,87.23,88.05,86.84
88.74,88.55,89.34,88.20
89.51,90.89,91.81,88.95
90.52,90.99,91.17,90.33
90.95,90.30,91.21,90.29
90.66,88.85,90.80,88.40
87.71,87.92,88.35,87.04
89.04,89.82,90.21,89.02
90.33,90.12,90.80,89.86
90.68,89.82,90.68,89.39
89.50,89.31,89.53,88.70
89.30,88.66,89.46,88.50
88.05,87.80,88.38,87.23
87.69,87.77,88.34,87.04
87.92,87.58,88.33,87.40
87.73,89.55,89.78,87.59
89.48,89.74,90.11,88.92
89.95,90.00,90.46,89.75
89.64,89.98,90.10,89.32
90.02,90.31,91.12,89.78
90.01,89.54,90.33,89.43
89.54,88.86,89.75,88.46
88.53,89.07,89.38,88.18
89.18,88.00,89.26,87.82
87.90,87.46,88.08,86.87
87.37,87.63,87.92,87.18
87.50,87.19,87.65,86.88
87.70,87.63,87.97,87.16
87.37,87.54,88.11,86.87
85.60,85.80,87.17,85.31
85.87,87.54,87.64,85.87
87.50,87.38,87.58,87.02
87.19,87.96,88.27,87.11
88.21,88.70,89.09,88.10
88.98,89.08,89.13,88.40
89.01,90.36,90.92,88.23
90.10,90.15,90.74,89.81
89.71,89.28,90.09,88.92
86.95,86.55,88.33,86.36
86.51,86.90,87.08,85.90
86.30,85.17,86.58,84.90
85.89,84.39,85.89,84.15
84.00,85.16,85.50,83.92
85.59,84.54,85.85,84.53
84.27,84.39,84.95,83.98
84.96,85.77,85.80,84.56
85.38,84.62,85.47,84.17
84.93,85.02,85.94,84.53
85.18,84.50,85.81,84.21
84.80,85.62,85.88,84.40
85.92,86.53,86.62,85.61
86.85,86.47,87.48,86.39
86.34,86.37,86.82,85.90
86.53,85.58,86.78,85.55
88.31,89.99,90.93,88.19
91.70,90.00,92.50,90.00
90.28,90.40,91.09,90.01
90.51,90.65,91.20,90.21
91.00,91.92,91.96,90.28
91.99,92.95,93.09,91.83
92.49,93.49,94.26,92.49
93.24,92.11,93.45,91.48
92.12,91.48,92.25,90.86
91.55,91.79,92.10,91.02
92.11,90.83,92.11,90.65
91.18,91.12,91.72,90.07
90.79,90.69,91.56,90.14
90.94,91.99,92.11,90.62
91.54,93.01,93.20,91.54
93.37,92.64,93.98,92.37
92.47,92.84,92.94,92.14
92.89,93.39,93.79,92.55
92.71,91.51,92.73,91.00
91.41,90.03,91.74,90.00
89.95,89.73,90.41,89.32
89.73,90.08,90.58,89.58
89.67,90.46,91.50,89.25
90.49,87.12,90.66,86.94
87.12,86.54,87.77,85.93
86.23,86.13,86.74,85.15
87.05,87.00,87.39,85.80
87.25,87.35,87.84,86.81
87.90,87.65,88.06,87.22
87.80,87.73,87.95,86.85
87.12,88.46,88.48,87.12
88.79,88.70,89.66,88.42
88.32,89.49,89.52,87.94
89.97,90.80,91.16,89.81
90.85,89.53,90.94,89.04
89.98,88.13,89.98,87.99
88.15,88.39,89.07,88.02
88.56,89.43,89.93,88.07
89.30,89.26,89.50,88.65
89.54,89.36,89.91,88.80
89.39,90.53,90.59,89.22
90.65,90.25,91.49,89.69
89.09,89.71,90.53,89.02
89.58,89.71,90.50,89.29
89.76,90.09,90.93,89.35
90.40,91.02,91.15,90.36
90.89,92.36,93.21,90.41
93.12,93.20,95.44,93.05
93.00,93.27,93.63,91.54
92.07,92.74,93.29,91.84
92.71,92.14,92.80,91.94
92.34,92.07,92.97,91.74
91.96,91.50,91.97,90.15
91.00,90.39,91.48,90.35
90.33,91.72,91.80,90.05
93.46,94.25,95.19,93.37
94.12,94.60,95.17,94.12
94.80,94.91,95.05,94.36
94.41,94.72,94.75,94.25
94.42,95.11,95.54,94.16
95.04,96.77,96.91,94.78
97.34,97.70,97.70,96.66
97.55,97.40,97.78,97.11
97.36,98.42,98.74,97.21
98.12,98.67,98.79,97.74
98.49,99.54,99.62,98.49
99.93,99.93,100.57,99.42
100.00,99.82,100.18,98.41
99.54,100.60,100.70,99.41
100.29,99.64,100.55,99.26
100.00,101.73,102.61,99.93
101.77,102.57,102.86,101.21
102.84,103.01,103.14,102.17
102.64,102.50,103.11,102.19
102.02,101.37,102.14,101.06
100.97,101.45,101.86,100.68
101.89,102.76,102.94,101.45
102.44,103.39,104.10,102.44
103.71,105.07,105.19,103.21
104.64,106.17,106.27,104.57
106.52,106.98,107.00,105.88
106.80,106.41,107.50,106.23
106.01,106.01,106.37,105.48
106.09,106.12,106.48,105.58
106.12,106.16,106.64,105.56
105.85,106.56,106.86,105.44
106.90,106.42,107.45,106.19
106.61,107.33,107.39,106.41
107.39,105.69,107.39,105.59
105.35,104.88,106.08,104.25
105.13,105.82,105.82,104.88
106.33,103.11,107.00,103.10
103.68,103.16,103.95,102.72
102.70,105.74,106.12,102.33
105.57,105.43,106.08,104.83
105.11,105.38,106.06,104.31
105.28,105.80,105.88,104.60
106.83,107.91,109.11,106.75
109.08,108.04,109.48,107.77
107.81,106.96,108.00,106.59
107.59,107.80,107.95,107.02
107.69,107.41,109.66,106.27
107.48,106.43,107.68,106.00
106.53,107.87,108.20,106.48
108.01,108.84,108.84,107.84
108.62,109.07,109.12,108.04
107.83,107.29,108.41,106.85
107.40,106.46,107.98,106.00
102.00,99.13,102.50,98.82
98.78,96.50,98.99,95.30
97.02,98.48,98.90,96.99
98.51,97.02,98.66,96.08
97.33,97.72,98.32,97.16
97.29,97.65,97.68,96.62
97.28,98.20,98.43,97.20
98.41,97.78,99.53,97.56
97.80,97.12,98.22,96.82
97.15,96.28,97.66,96.08
96.53,95.98,97.25,95.96
94.91,95.50,95.85,94.20
95.43,95.25,96.03,95.05
95.29,95.34,95.82,94.67
95.49,97.95,98.23,95.44
97.87,96.66,98.00,96.56
96.47,96.33,96.94,95.86
95.59,94.71,96.09,94.26
95.39,95.14,95.66,94.71
94.44,94.12,95.04,93.59
93.18,91.87,93.69,90.61
92.39,92.39,92.87,91.70
92.67,92.50,92.85,90.95
92.94,93.17,93.19,92.03
94.70,94.46,96.15,94.40
94.61,94.30,94.94,93.23
94.57,94.18,94.78,93.99
94.45,93.75,94.58,93.50
93.84,94.01,94.43,93.09
93.66,92.00,94.02,91.84
92.23,92.29,93.11,92.18
92.98,94.52,95.14,92.98
94.92,96.23,96.80,94.74
96.63,99.52,99.60,96.51
99.07,101.95,102.09,98.80
101.57,100.43,102.10,100.23
100.15,100.12,101.16,99.62
99.84,98.80,99.95,98.72
98.90,100.68,100.72,98.88
100.53,100.28,100.87,99.79
100.24,98.94,100.79,98.73
99.45,100.05,100.08,98.86
100.06,101.18,101.56,99.60
101.39,102.17,103.05,101.25
102.08,99.65,102.90,99.00
98.63,99.10,99.71,98.00
98.67,97.82,98.67,97.35
98.82,96.53,99.10,95.97
96.48,96.55,97.50,96.08
96.75,96.52,97.10,95.88
96.25,96.34,97.97,96.12
96.51,97.70,97.71,96.02
97.64,98.38,99.00,97.45
98.00,97.09,98.20,96.18
97.01,96.84,97.52,95.64
97.74,99.78,99.84,97.48
99.86,98.66,99.98,98.54
97.61,98.04,98.79,97.11
98.58,97.49,98.90,97.28
97.41,99.58,99.85,97.10
99.51,99.12,100.75,98.72
100.13,98.41,100.20,97.68
98.62,99.48,100.38,98.24
100.96,100.54,103.47,99.26
