ABAC,Aoxin Tianli Group,NASDAQ
10.04,9.60,10.04,9.28
9.36,9.36,9.60,9.36
9.36,8.56,9.36,8.52
8.40,8.16,8.68,8.08
8.04,8.48,8.88,8.04
8.40,8.44,8.64,8.28
8.28,8.52,8.72,8.20
8.76,8.28,9.00,8.20
8.72,8.20,9.08,8.20
8.20,8.40,8.56,8.20
8.40,8.84,9.00,8.28
8.72,9.76,9.96,8.72
9.92,9.64,10.48,9.24
9.64,9.08,9.64,8.80
9.36,9.20,9.72,9.04
9.60,9.44,9.60,9.12
9.24,9.48,9.60,9.08
9.20,9.88,9.88,9.12
10.00,9.96,10.72,9.88
9.80,9.76,9.96,9.28
10.06,11.12,11.52,9.76
11.20,10.84,11.52,10.44
10.92,11.08,11.16,10.84
10.88,10.88,11.12,10.28
10.84,11.60,11.60,10.64
11.60,11.48,11.64,11.20
11.36,11.28,11.52,11.20
11.28,10.64,11.36,10.60
10.80,11.24,11.24,10.80
11.60,11.76,11.80,11.03
11.80,11.56,11.80,11.40
11.44,11.36,11.76,11.36
11.52,11.00,11.80,10.80
11.12,11.00,11.32,10.60
11.00,10.08,11.36,10.00
10.24,10.12,10.81,10.12
10.12,10.20,10.56,10.08
10.68,10.44,10.72,10.28
10.28,10.24,10.56,10.12
10.24,10.24,10.56,10.12
10.20,9.72,10.20,9.60
9.96,9.48,9.96,9.32
9.36,8.68,9.36,8.12
8.88,8.60,9.16,8.40
8.64,8.92,9.20,8.64
8.72,9.20,9.68,8.72
9.92,9.92,9.92,9.56
10.00,10.24,10.24,9.50
10.24,9.84,11.16,9.60
9.20,9.20,9.56,9.00
9.16,10.04,10.04,8.76
9.32,9.36,9.84,8.96
9.00,9.04,9.36,8.40
8.88,9.24,9.28,8.64
9.20,8.80,9.20,8.72
8.92,8.76,9.20,8.40
8.96,8.60,9.12,8.40
8.48,9.24,9.76,8.40
9.48,9.00,9.48,8.64
9.40,9.36,9.40,9.00
9.20,9.40,9.52,8.80
8.68,9.00,9.40,8.68
8.88,8.80,9.20,8.60
8.96,8.60,9.40,8.40
8.80,8.52,8.80,8.36
8.56,8.40,8.64,8.20
8.60,8.24,8.60,8.24
8.68,8.24,8.76,8.04
8.40,8.04,8.68,8.04
8.08,8.00,8.36,7.96
8.00,8.04,8.20,8.00
8.08,7.96,8.10,7.52
7.80,7.92,8.00,7.04
7.48,6.92,7.60,6.84
7.20,6.84,7.56,6.40
6.73,7.04,7.16,6.60
6.56,6.44,7.28,6.44
6.48,6.48,6.80,6.44
6.44,5.80,6.68,5.32
5.84,5.28,5.84,5.24
5.20,5.40,5.64,4.88
5.48,5.64,5.96,5.40
5.60,6.00,6.08,5.60
5.84,6.40,6.96,5.68
6.48,7.04,7.44,6.48
7.56,7.32,7.56,7.04
7.44,7.40,7.56,7.24
7.20,7.12,7.20,7.12
7.04,7.04,7.36,6.60
6.92,6.84,7.16,6.84
6.96,6.72,6.96,6.60
6.76,6.52,6.76,6.16
6.36,6.21,6.56,6.12
6.20,5.80,6.50,5.48
5.52,5.32,5.80,5.32
5.44,5.52,5.80,5.44
5.40,5.60,5.76,5.28
5.48,5.40,5.76,5.28
5.44,5.96,5.96,5.08
6.08,6.88,7.00,5.88
7.40,7.24,7.40,6.35
7.32,7.20,7.44,6.72
6.72,7.28,7.36,6.68
7.32,7.92,8.00,7.32
8.00,8.00,8.16,7.80
7.44,8.20,8.40,7.36
8.24,8.40,8.40,7.64
7.88,8.76,8.76,7.76
8.44,9.12,9.20,8.04
9.17,9.20,9.20,8.92
9.44,9.16,9.56,8.60
9.16,8.52,9.52,8.12
8.60,7.84,8.60,7.64
7.64,7.96,8.16,7.60
7.60,7.88,7.92,7.60
7.60,7.12,7.80,7.00
7.00,7.76,7.76,7.00
7.14,7.92,7.92,7.14
7.24,7.36,7.76,7.12
7.36,7.36,7.68,7.00
7.32,7.52,7.60,7.20
6.80,6.80,7.00,6.61
6.60,6.64,6.80,6.48
6.52,6.20,6.72,6.20
6.48,6.36,6.72,6.28
6.44,6.44,6.64,6.40
6.40,6.00,6.40,5.88
6.04,5.84,6.24,5.80
5.64,6.04,6.04,5.64
6.08,5.92,6.16,5.92
5.92,6.08,6.08,5.92
5.72,5.57,6.16,5.57
5.52,5.40,6.00,5.40
5.40,5.40,6.16,5.40
5.92,5.40,5.96,5.40
5.40,5.04,5.64,5.04
5.20,5.04,5.36,5.00
5.20,5.60,5.60,5.08
5.60,5.75,5.89,5.60
5.88,5.40,5.88,5.40
5.36,5.72,5.72,5.04
5.52,5.60,5.60,5.40
5.44,5.20,5.44,5.16
5.20,5.04,5.24,4.92
4.92,5.12,5.80,4.92
5.28,5.32,5.44,5.16
5.60,5.60,5.64,5.24
5.60,5.60,5.60,5.56
5.36,5.32,5.56,5.32
5.52,5.60,5.60,5.48
5.60,6.24,6.40,5.60
6.40,6.64,6.72,6.36
6.72,6.80,6.80,6.60
6.84,6.72,6.84,6.40
6.72,6.40,6.80,6.04
6.36,6.72,6.96,6.36
6.92,6.88,7.08,6.68
7.04,6.72,7.20,6.44
6.64,6.48,6.74,6.48
6.40,6.40,6.84,6.32
6.40,6.48,6.96,6.40
6.60,6.32,6.60,6.32
6.32,6.32,6.40,6.32
6.48,6.40,6.48,6.24
6.24,6.40,6.80,6.24
6.44,6.40,6.76,6.40
6.44,6.28,6.60,6.24
6.24,6.56,6.56,6.20
6.40,6.20,6.40,6.20
6.40,6.40,6.56,6.20
6.32,6.44,6.76,6.32
6.40,6.20,6.44,6.20
6.64,6.36,6.64,6.33
6.40,6.32,6.72,6.32
6.36,6.32,6.40,6.32
6.32,6.60,6.64,6.32
6.40,6.72,6.72,6.40
6.80,6.40,6.80,6.40
6.48,6.40,6.60,6.32
6.40,6.32,6.72,6.32
6.40,6.56,6.72,6.40
6.52,6.68,6.96,6.40
6.84,6.92,6.92,6.72
6.80,6.56,6.80,6.56
6.52,6.52,6.72,6.52
6.60,6.80,7.16,6.48
7.01,6.44,7.01,6.44
6.48,6.32,6.68,6.32
6.36,6.00,6.40,6.00
6.20,6.16,6.76,6.04
6.16,6.52,6.92,6.16
6.76,7.00,7.00,6.44
6.60,6.36,6.76,6.04
6.36,6.64,6.76,6.36
6.80,6.64,6.96,6.64
6.76,7.00,7.60,6.76
6.58,6.52,6.96,6.48
6.68,6.48,6.80,6.48
6.76,6.52,6.76,6.52
6.72,6.76,6.80,6.72
6.76,6.88,6.88,6.48
6.72,6.52,6.80,6.48
6.56,6.92,7.08,6.52
6.84,6.56,6.84,6.52
6.60,6.48,6.76,6.48
6.52,6.52,6.80,6.48
6.56,6.48,6.68,6.40
6.40,6.72,6.76,6.40
6.44,6.56,6.72,6.44
6.44,6.60,6.68,6.44
6.68,6.64,6.68,6.40
6.48,6.48,6.60,6.44
6.52,6.64,6.68,6.52
6.56,6.60,6.88,6.48
6.60,6.60,6.84,6.60
6.80,6.88,6.92,6.60
6.84,7.12,7.56,6.84
7.32,8.40,8.44,7.20
8.60,8.80,10.32,8.52
8.68,7.84,8.68,7.64
7.64,7.84,8.00,7.60
7.64,7.28,7.80,7.28
7.39,7.92,8.00,7.36
8.00,7.60,8.04,7.52
7.64,7.44,7.64,7.08
7.20,7.24,7.44,6.80
7.16,6.88,7.16,6.60
6.84,6.52,6.84,6.52
6.52,6.60,7.20,6.48
6.52,6.52,6.76,6.50
6.52,7.04,7.12,6.52
6.72,6.68,7.12,6.52
6.60,6.56,6.92,6.56
6.56,6.52,6.92,6.52
6.48,6.12,6.80,6.08
6.24,6.20,6.44,6.20
6.04,5.72,6.04,5.16
5.52,5.28,5.60,5.28
5.28,5.68,5.68,5.24
5.44,5.76,5.76,5.44
5.80,5.24,5.88,5.04
5.04,5.24,5.44,5.04
5.51,5.56,5.56,5.48
5.88,6.08,6.32,5.20
6.00,6.08,6.08,5.88
5.92,6.00,6.00,5.60
5.72,5.80,6.12,5.48
5.96,5.80,6.00,5.80
5.68,5.76,6.00,5.68
5.36,5.52,5.60,5.36
5.56,5.41,5.56,5.40
5.52,5.60,5.76,5.40
6.08,5.44,6.08,5.40
5.40,5.32,6.00,5.24
6.04,5.84,6.04,5.68
5.48,5.40,5.52,5.40
5.88,5.76,5.88,5.28
5.76,5.60,5.86,5.60
5.36,5.44,6.00,5.00
5.44,5.68,5.88,5.44
5.92,4.84,5.92,4.84
5.00,4.84,5.44,4.84
4.92,4.60,5.32,4.60
4.80,4.60,4.93,4.20
4.60,4.28,4.80,4.28
4.44,4.56,4.56,4.28
4.68,4.56,4.68,4.56
4.56,4.60,4.76,4.56
4.92,4.82,4.92,4.72
4.84,4.80,4.88,4.72
4.88,4.84,4.88,4.80
4.76,4.72,4.88,4.68
4.68,4.72,4.84,4.68
4.68,4.68,4.68,4.68
4.64,4.48,4.92,4.48
4.52,4.72,4.72,4.48
nan,4.72,nan,nan
4.76,4.76,4.76,4.60
4.52,4.60,4.72,4.52
4.60,4.52,4.72,4.52
4.52,4.60,4.68,4.52
4.52,4.32,4.68,4.32
4.52,4.44,4.56,4.44
4.48,4.52,4.56,4.48
4.56,4.56,4.56,4.40
4.44,4.44,4.56,4.44
4.56,4.40,4.56,4.20
4.24,4.00,4.40,4.00
4.00,4.04,4.29,4.00
4.16,3.36,4.16,2.96
3.72,3.04,3.72,3.04
3.20,3.20,3.72,3.12
3.40,3.68,3.68,3.36
3.80,3.40,3.80,3.40
3.60,3.68,3.80,3.60
3.80,3.66,3.88,3.60
3.84,4.00,4.36,3.84
4.00,4.00,4.00,3.84
4.00,3.80,4.00,3.68
4.16,3.76,4.16,3.76
3.96,3.80,4.00,3.68
4.00,4.00,4.00,3.80
4.00,4.20,4.40,4.00
4.20,4.68,4.68,4.20
4.68,4.56,4.80,4.56
4.76,4.80,4.80,4.52
4.60,4.80,4.80,4.52
4.52,4.24,4.88,3.69
4.48,4.12,4.48,4.12
4.48,4.32,4.52,4.32
4.24,4.48,4.52,4.24
4.48,4.52,4.60,4.48
4.72,4.18,4.76,4.16
4.32,4.40,4.40,4.32
4.40,4.80,4.80,4.40
4.76,4.80,4.94,4.28
4.80,4.76,4.87,4.48
4.72,4.72,4.72,4.36
4.52,4.56,4.71,4.52
4.56,4.44,4.56,4.44
4.32,4.16,4.32,4.16
4.04,4.80,4.80,4.00
4.80,4.76,4.80,4.56
4.61,4.88,4.88,4.48
4.72,5.40,5.40,4.72
4.92,4.80,5.24,4.31
4.82,5.16,5.20,4.44
5.16,4.68,5.16,4.52
4.92,5.20,5.20,4.56
5.20,5.28,6.00,4.60
5.08,5.79,5.80,5.04
5.60,5.92,5.92,5.60
6.00,6.64,6.64,5.88
6.28,6.16,6.31,6.08
6.20,6.32,6.32,6.08
6.40,6.04,6.40,4.92
5.88,5.84,6.04,5.84
5.76,6.28,6.28,5.68
5.72,5.96,5.96,5.72
5.52,5.44,5.52,5.44
5.44,5.92,5.92,5.40
5.68,6.00,6.12,5.68
4.84,5.41,5.64,4.76
5.20,5.28,5.56,5.20
5.08,5.52,5.52,5.08
5.16,5.44,5.52,5.16
5.56,5.52,5.56,5.24
5.12,6.20,6.20,5.12
6.16,5.68,6.16,5.68
5.44,5.48,5.48,5.32
5.20,5.20,5.48,5.12
5.04,5.08,5.48,5.00
4.80,4.88,5.48,4.80
4.80,5.12,5.44,4.80
4.80,4.88,4.88,4.72
4.72,4.97,5.04,4.69
4.68,4.97,5.04,4.68
4.52,4.28,5.00,4.28
4.28,4.20,4.80,4.08
4.00,3.96,4.00,3.78
3.68,3.80,4.00,3.68
3.60,3.88,3.92,3.60
3.56,3.40,3.95,3.32
3.32,3.16,3.32,3.16
3.20,3.12,3.33,3.12
3.32,3.13,3.44,3.13
2.92,3.32,3.67,2.92
3.32,3.24,3.32,3.20
3.08,3.20,3.32,3.04
3.20,3.42,3.68,3.12
3.20,3.40,3.64,3.20
3.48,3.40,3.48,3.20
3.68,3.24,3.68,3.20
3.16,3.40,3.64,3.16
3.48,3.28,3.56,3.24
3.56,3.52,3.56,3.45
3.44,3.71,3.71,3.44
3.72,3.66,3.72,3.60
3.64,3.83,3.92,3.64
3.68,3.84,3.89,3.60
3.72,3.40,3.89,3.40
3.88,3.44,3.92,3.44
3.80,3.60,3.87,3.50
3.68,3.68,3.68,3.68
3.48,3.80,4.00,3.48
4.00,4.00,4.32,3.64
4.32,3.72,4.36,3.68
3.56,3.48,3.76,3.48
3.40,3.52,3.68,3.40
4.36,4.00,4.36,3.64
3.76,3.68,3.76,3.60
3.80,3.45,3.94,3.40
3.52,3.44,3.73,3.44
3.44,3.40,3.60,3.24
3.52,3.84,3.92,3.52
3.92,3.84,3.92,3.36
3.60,3.76,3.76,3.58
3.76,3.72,3.76,3.72
3.40,3.88,3.88,3.40
3.92,3.52,3.92,3.52
3.84,3.48,3.84,3.28
3.76,3.80,3.80,3.72
3.48,3.60,3.60,3.48
3.60,3.80,3.80,3.60
N/A,N/A,N/A,N/A
3.60,3.80,3.80,3.60
3.56,3.56,3.56,3.56
N/A,N/A,N/A,N/A
3.52,3.64,3.64,3.40
3.40,3.52,3.68,3.40
3.60,3.52,3.60,3.52
3.84,3.56,3.84,3.52
3.78,3.72,3.78,3.52
3.81,3.52,3.81,3.52
3.48,3.56,3.69,3.40
3.76,3.80,3.80,3.56
3.33,3.60,3.80,3.33
3.48,3.40,3.67,3.40
3.48,3.59,3.62,3.44
3.60,3.40,3.60,3.40
3.64,3.36,3.64,3.32
3.65,3.68,3.71,3.64
3.40,3.60,3.64,3.40
3.44,3.56,3.56,3.44
3.68,3.68,3.68,3.44
3.40,3.40,3.52,3.32
3.40,3.44,3.68,3.40
N/A,N/A,N/A,N/A
3.63,3.50,3.63,3.50
3.68,3.68,3.68,3.44
3.44,3.60,3.60,3.40
3.40,3.40,3.40,3.40
3.40,3.47,3.48,3.40
3.40,3.28,3.62,3.28
3.61,3.36,3.61,3.32
3.51,3.52,3.52,3.40
3.48,3.36,3.48,3.24
3.28,3.20,3.32,3.20
3.20,3.20,3.36,3.08
3.20,3.20,3.35,3.08
3.20,3.04,3.24,3.04
3.08,2.92,3.08,2.68
3.00,2.80,3.00,2.80
2.80,2.88,3.00,2.80
2.86,3.12,3.12,2.84
2.84,2.80,3.04,2.80
2.80,3.20,3.20,2.80
2.84,3.12,3.16,2.80
2.80,2.80,3.08,2.80
2.80,2.86,2.92,2.80
2.68,2.81,2.88,2.68
2.72,2.76,2.88,2.72
2.76,2.68,2.84,2.68
2.84,2.92,2.92,2.84
2.68,2.80,2.88,2.68
2.92,2.92,3.04,2.81
2.80,3.00,3.00,2.80
N/A,N/A,N/A,N/A
2.81,2.88,2.88,2.81
2.86,2.96,3.00,2.85
2.72,2.80,2.88,2.68
3.00,3.40,3.74,2.92
3.16,3.34,3.40,3.16
3.16,3.68,3.76,3.16
3.96,3.25,4.00,3.20
3.47,3.40,3.48,3.28
3.20,3.20,3.36,3.20
3.32,3.20,3.36,3.20
3.12,3.20,3.32,3.12
3.00,2.80,3.20,2.80
2.80,2.92,2.92,2.80
2.81,2.81,2.92,2.80
2.92,2.80,2.95,2.80
2.80,2.80,2.91,2.80
2.80,2.88,2.88,2.80
2.92,2.80,2.96,2.80
2.80,2.80,2.92,2.72
2.74,2.76,2.76,2.72
2.84,2.80,2.85,2.72
2.84,2.93,2.94,2.80
2.80,2.80,2.88,2.80
2.76,2.87,2.88,2.76
2.80,2.76,2.92,2.72
2.72,2.87,2.88,2.72
2.84,2.88,2.93,2.72
2.80,2.76,2.89,2.72
2.76,2.80,2.89,2.72
2.80,2.80,2.80,2.72
2.80,2.96,2.96,2.80
2.72,2.84,2.96,2.72
2.80,2.80,2.80,2.72
2.84,2.76,2.91,2.72
2.72,2.80,2.89,2.65
2.87,2.68,2.87,2.68
2.56,2.44,2.79,2.20
2.60,2.52,2.71,2.28
2.40,2.56,2.63,2.40
2.44,2.56,2.60,2.32
2.39,2.37,2.51,2.25
2.44,2.40,2.48,2.28
2.28,2.28,2.56,2.20
2.40,2.24,2.40,2.20
2.28,2.20,2.28,2.20
2.26,2.28,2.28,2.26
2.28,2.20,2.35,2.20
2.20,2.22,2.28,2.20
2.20,2.28,2.32,2.20
2.36,2.36,2.36,2.35
2.20,3.08,3.08,2.20
3.00,2.88,3.00,2.65
2.88,2.80,3.08,2.68
2.52,2.48,2.84,2.40
