XLE,SPDR Select Sector Fund - Energy Select Sector,NASDAQ
53.42,53.78,53.79,52.80
53.81,54.25,54.34,53.65
54.49,53.99,54.58,53.52
53.86,53.87,54.26,53.70
54.23,53.95,54.72,53.42
53.40,53.84,54.12,53.23
54.85,55.72,55.89,54.77
55.49,55.70,56.06,55.24
55.85,56.13,56.27,55.58
55.76,56.31,56.31,55.50
55.61,55.64,55.92,54.83
55.90,55.87,56.07,55.53
55.22,55.41,55.68,54.85
54.39,53.76,54.47,53.58
52.97,53.44,53.86,52.90
53.32,53.35,53.84,53.19
53.06,53.34,53.49,52.75
53.88,54.23,54.51,53.62
54.08,53.71,54.16,53.22
53.45,52.84,53.55,52.54
52.55,52.19,52.59,51.77
52.29,52.21,52.72,52.17
51.50,51.40,52.09,51.22
51.11,51.24,51.40,50.42
51.53,50.78,51.70,50.49
51.08,52.10,52.20,50.33
52.00,51.34,52.24,51.33
51.11,51.20,51.60,50.81
52.05,53.11,53.24,51.97
53.18,53.55,53.65,52.88
54.03,54.20,54.44,53.75
53.79,53.39,53.85,53.22
53.45,53.85,54.12,53.42
54.51,53.96,54.61,53.76
54.28,54.52,54.63,54.18
55.00,54.96,55.07,54.57
54.85,54.77,55.23,54.54
54.40,54.66,54.67,54.09
54.39,54.41,54.64,54.08
54.32,53.89,54.41,53.71
54.06,54.80,55.01,53.82
54.87,54.84,55.17,54.37
54.73,54.44,55.37,54.40
53.96,54.10,54.56,53.82
54.70,55.27,55.54,54.47
55.41,55.06,55.60,55.06
55.11,55.45,55.65,54.55
55.36,56.04,56.30,55.25
56.48,56.06,56.75,55.50
56.60,56.81,56.95,56.26
56.54,56.10,56.89,55.68
56.71,57.42,57.63,56.60
57.42,57.93,58.11,57.40
58.17,57.64,58.24,57.21
57.59,58.36,58.58,57.46
58.40,58.52,58.82,58.30
58.27,58.43,58.69,57.63
58.78,59.14,59.44,58.66
58.95,59.05,59.46,58.57
59.38,59.21,59.47,58.56
59.06,59.37,59.81,58.88
58.75,58.19,58.86,57.70
58.39,58.94,59.31,58.17
59.11,58.91,59.58,58.27
59.21,59.30,59.49,59.02
59.76,59.46,60.29,59.36
59.29,59.58,59.65,59.11
59.04,59.33,59.39,58.44
59.72,59.20,59.87,58.97
58.89,59.24,59.30,58.76
59.83,59.31,60.17,59.07
59.75,59.96,60.24,59.54
60.16,60.09,60.21,59.19
60.97,62.00,62.02,60.97
61.94,62.31,62.31,61.75
61.95,62.50,62.58,61.91
62.79,62.38,63.26,62.01
62.58,63.18,63.21,61.93
62.89,63.88,63.89,62.85
63.18,62.94,63.48,62.38
63.33,62.62,63.36,62.61
61.99,61.45,62.01,60.96
61.30,61.70,62.10,61.12
62.30,63.06,63.26,62.30
62.88,63.59,63.61,62.41
63.24,63.39,63.43,62.15
62.48,62.15,62.51,61.58
62.58,63.27,63.34,62.54
62.65,62.51,63.04,62.35
62.20,62.93,63.07,61.63
62.11,62.71,63.22,61.92
63.74,64.57,64.72,63.74
64.55,65.53,65.57,64.54
65.14,65.82,65.94,65.11
65.77,66.04,66.20,65.72
66.90,65.79,67.00,65.63
65.86,65.48,66.16,65.07
65.81,65.63,65.95,65.04
65.78,65.90,65.97,65.49
66.31,66.46,66.97,66.22
66.54,66.15,66.72,65.93
65.87,65.79,66.38,65.60
65.77,66.16,66.18,65.25
65.85,65.89,65.98,65.59
66.14,66.32,66.53,65.77
66.69,66.99,67.07,66.48
67.19,67.22,67.29,66.99
67.15,67.41,67.49,67.11
67.09,67.17,67.29,66.91
67.26,67.42,67.53,67.12
67.65,68.09,68.26,67.53
68.15,68.15,68.47,67.91
68.13,68.25,68.50,67.93
68.90,68.76,69.19,68.60
69.19,68.17,69.19,67.52
67.83,68.44,68.56,67.57
68.67,67.79,68.70,67.50
67.82,68.28,68.44,67.60
68.07,68.01,68.14,67.49
68.45,69.14,69.22,68.36
69.75,70.09,70.13,69.43
70.20,69.89,70.35,69.64
69.80,70.65,70.67,69.48
70.60,71.09,71.13,70.38
71.21,70.23,71.24,70.11
69.69,69.73,69.94,68.73
70.44,70.10,70.62,69.71
69.99,70.36,70.52,69.72
70.20,70.16,70.31,69.36
70.40,71.84,72.03,70.35
71.80,71.42,71.95,71.05
71.30,71.11,71.65,70.85
71.72,73.15,73.15,71.49
73.44,74.34,74.41,71.22
74.00,74.28,74.83,73.83
74.30,74.32,74.44,73.38
74.49,74.13,74.57,73.73
74.44,74.56,75.22,74.43
74.44,74.31,74.56,73.65
73.98,73.37,74.25,72.85
73.01,74.12,74.24,72.93
73.82,74.11,74.51,73.62
73.98,75.74,75.83,73.98
75.62,74.95,75.76,74.63
75.35,75.95,76.03,75.10
75.94,76.70,76.87,75.81
76.87,77.02,77.20,76.34
77.37,76.27,78.06,75.91
76.69,77.82,78.37,76.55
78.02,76.72,78.06,76.25
77.00,77.94,78.00,76.81
78.24,78.54,78.69,77.70
79.00,77.07,79.08,76.97
76.86,77.51,77.66,76.29
78.00,78.84,78.91,77.76
78.82,78.34,78.91,77.72
78.86,77.79,79.22,77.36
77.75,77.15,77.81,76.38
76.91,76.62,77.41,76.37
75.60,73.83,75.61,73.61
73.32,75.11,75.65,73.03
74.75,75.52,75.78,74.36
73.18,74.95,75.61,72.90
75.17,73.75,75.81,72.98
75.20,76.00,76.39,74.71
76.68,75.39,76.86,75.29
76.70,77.68,77.70,76.55
77.70,77.51,77.96,77.26
77.49,77.71,77.97,76.99
78.02,77.99,78.13,77.15
78.07,78.69,78.90,77.79
78.50,78.50,79.40,78.34
78.40,79.46,79.62,78.13
79.98,80.01,80.37,79.33
80.43,79.75,80.97,79.72
80.45,79.99,80.69,79.78
80.36,80.04,80.55,79.93
79.97,80.28,80.73,79.89
80.70,79.44,80.90,79.08
79.29,79.44,79.77,78.73
80.02,79.72,80.38,79.27
79.75,78.15,79.90,77.87
77.26,75.73,77.30,75.30
76.42,76.04,76.67,75.45
75.62,76.56,76.78,75.34
76.76,77.19,77.30,76.17
76.04,76.04,76.39,75.19
75.99,76.81,77.00,75.95
78.29,78.62,78.66,77.92
78.78,78.98,79.19,78.41
79.02,78.57,79.09,78.08
78.81,79.35,79.47,78.47
79.67,79.31,79.70,77.98
79.04,79.30,79.54,78.55
79.32,80.48,80.51,79.28
80.65,79.41,80.80,78.92
78.80,77.42,78.97,76.74
77.26,76.05,77.27,75.39
74.91,74.47,75.65,73.58
75.33,74.80,76.45,73.98
75.15,76.11,76.47,75.02
76.10,76.47,76.83,75.51
76.00,74.26,76.08,73.71
73.90,74.15,74.75,72.78
74.50,73.79,74.85,73.13
73.48,73.23,74.73,73.04
72.89,73.23,73.58,72.28
73.56,74.71,75.24,73.28
75.05,74.72,75.36,74.09
74.65,74.63,75.27,73.72
73.33,73.47,73.87,73.00
74.22,74.51,75.33,74.20
74.13,75.77,76.16,74.12
75.52,76.15,76.33,75.14
76.57,76.34,77.12,75.96
77.34,77.11,77.66,76.25
76.92,75.27,77.25,75.07
75.30,75.24,75.89,74.43
74.11,75.26,75.98,73.97
75.10,73.56,75.41,73.40
74.20,73.56,74.58,73.44
73.79,73.78,74.68,73.62
74.15,74.78,75.18,74.00
74.20,73.33,74.35,73.21
73.37,72.17,73.90,71.48
73.11,73.71,74.07,73.09
72.83,72.02,73.48,71.62
72.05,72.13,72.79,71.40
72.50,71.68,72.62,71.22
71.30,71.88,73.80,71.14
72.38,73.31,73.66,72.33
73.08,73.10,74.08,72.86
71.55,72.30,72.41,70.45
72.30,70.93,72.47,70.83
70.68,71.31,71.75,70.51
71.93,73.39,73.42,71.87
73.63,74.25,74.76,73.28
74.50,75.35,75.42,74.49
75.19,76.06,76.14,74.55
76.16,76.53,76.87,75.97
76.36,76.39,76.50,75.71
77.42,77.54,77.65,76.84
76.19,76.89,76.89,76.08
75.79,75.07,75.80,74.77
74.76,74.79,75.82,74.70
75.13,75.35,76.43,75.05
76.13,74.85,76.29,74.75
75.70,76.86,76.95,75.65
76.53,76.60,76.74,75.99
77.15,78.00,78.06,77.09
78.33,77.80,78.36,77.65
78.26,79.33,79.43,78.21
79.40,79.73,79.83,78.93
78.74,79.41,79.97,78.62
79.36,79.03,79.76,78.75
78.49,77.54,78.65,77.30
77.23,77.22,78.18,77.07
76.19,76.45,77.12,75.96
77.80,76.34,77.85,75.63
75.91,74.21,76.70,74.19
74.32,73.79,74.36,72.05
72.41,68.73,72.49,68.27
69.57,68.07,70.16,64.47
65.31,62.28,66.38,62.00
63.58,65.45,65.49,61.10
64.60,63.19,65.78,62.93
63.60,66.47,67.46,63.21
67.46,66.96,67.85,66.53
67.85,69.22,69.35,67.83
68.33,68.07,69.05,67.29
68.83,68.34,69.60,67.90
66.21,64.38,66.36,63.66
63.39,63.24,65.48,63.00
65.17,62.73,65.19,62.50
63.14,65.56,65.61,62.71
65.18,65.95,66.07,64.60
66.42,64.56,66.81,64.22
63.92,65.81,66.10,63.11
66.85,67.73,67.82,66.33
67.27,68.13,68.60,66.71
68.75,68.64,69.64,67.99
68.75,68.12,69.65,67.96
66.31,66.22,66.90,65.65
64.11,65.50,65.60,63.57
66.71,67.90,67.94,66.61
67.57,67.11,68.56,66.73
66.23,64.89,66.55,64.42
63.76,65.20,65.34,63.34
65.49,65.38,65.83,64.19
65.77,66.19,67.12,64.48
67.01,67.50,67.57,66.45
67.51,67.09,67.76,66.32
65.45,66.03,66.63,64.75
66.34,65.62,67.17,65.52
65.44,62.89,65.68,62.83
60.67,59.34,60.70,58.26
58.58,58.70,59.58,58.37
59.13,60.84,60.97,57.95
62.64,61.73,63.33,61.38
61.84,59.71,62.41,59.59
61.25,60.28,61.33,59.06
59.23,58.51,59.96,58.51
57.84,56.52,58.51,56.47
55.50,58.37,58.54,54.26
58.80,60.52,60.70,57.93
60.40,61.66,61.78,59.72
62.13,60.90,62.18,60.29
62.03,63.66,63.69,62.02
63.07,63.79,64.34,62.91
64.30,64.13,65.10,63.84
63.48,64.04,64.36,62.78
65.13,66.60,66.62,65.12
66.42,65.39,66.64,65.24
65.31,67.49,67.94,64.59
67.19,66.79,68.24,66.48
66.75,67.31,67.61,65.92
68.04,68.55,68.83,67.71
68.76,69.45,69.63,68.57
69.28,68.00,69.41,67.50
69.04,69.47,69.71,67.49
71.37,72.55,73.19,71.18
71.80,73.04,73.17,71.60
71.80,69.71,71.85,69.60
66.98,67.46,68.48,66.34
69.13,69.49,69.68,68.44
70.50,71.32,71.56,69.57
70.70,71.26,71.46,70.00
71.28,71.65,72.15,70.40
72.23,72.82,72.90,71.27
70.67,69.60,71.35,69.42
70.73,70.81,71.33,69.45
71.60,72.26,72.55,71.50
71.82,71.31,71.98,70.65
71.09,71.23,71.82,70.66
70.67,70.16,71.98,70.07
70.13,68.56,70.50,67.91
68.95,68.15,69.32,67.73
66.92,66.93,67.35,65.98
66.86,66.30,67.30,65.88
65.35,64.29,65.50,64.28
64.01,63.83,64.93,63.83
66.16,66.22,66.78,65.61
66.51,67.17,67.89,66.28
69.65,70.87,71.07,69.63
70.68,70.48,71.39,70.09
71.16,70.42,71.54,70.28
71.70,71.29,72.17,70.68
71.24,71.28,71.86,70.70
71.00,70.60,71.15,70.00
70.09,68.63,70.46,68.43
69.06,70.19,70.48,68.91
69.34,68.55,69.39,67.59
69.08,67.91,69.96,67.48
67.11,66.00,67.42,65.71
66.92,65.72,66.99,65.55
65.97,66.14,66.51,65.46
66.42,64.98,66.42,64.80
66.29,67.65,67.78,66.21
67.66,68.40,68.58,67.23
68.78,69.20,69.35,68.55
69.46,69.60,69.68,69.05
69.45,69.78,70.10,69.45
69.80,68.45,69.97,68.36
68.61,69.16,69.24,68.55
69.00,69.13,69.46,68.93
70.60,71.05,71.40,70.49
70.78,71.20,71.32,70.36
70.74,70.86,70.91,70.00
70.99,70.44,71.02,70.29
70.59,70.78,70.94,70.38
71.89,71.41,71.98,71.21
71.08,70.45,71.09,70.17
70.07,69.79,70.38,69.48
69.35,69.44,69.54,68.74
70.22,69.93,70.55,69.71
69.89,71.08,71.11,69.55
71.45,71.37,71.63,71.04
71.36,71.38,71.64,70.82
71.63,71.95,72.15,71.43
71.32,71.74,71.79,71.03
71.63,72.62,72.86,70.71
73.07,71.63,73.16,71.35
71.31,71.48,71.79,71.20
70.66,71.14,71.19,70.13
71.65,70.69,71.72,70.34
71.33,70.97,71.58,70.82
71.08,71.51,71.78,70.86
72.44,72.77,72.84,72.03
72.36,73.64,73.65,72.25
73.46,74.02,74.14,72.70
74.20,73.77,74.30,73.29
73.88,73.78,74.06,73.19
72.92,73.04,73.17,72.56
73.78,73.62,73.83,73.06
73.54,73.75,73.88,73.15
73.99,73.63,74.20,73.39
73.78,74.59,74.72,73.33
75.18,74.87,75.27,74.43
75.37,75.38,75.79,75.17
75.54,75.55,76.07,75.36
75.60,75.93,76.02,75.05
76.10,76.23,76.50,76.04
75.93,75.99,76.31,75.41
75.89,75.74,76.24,75.31
75.82,74.88,76.14,74.67
75.21,75.60,75.76,75.03
75.32,74.74,75.62,74.44
74.42,74.26,74.48,73.54
73.13,73.05,73.33,72.58
73.32,73.66,73.86,72.82
74.04,74.26,74.51,73.67
74.42,74.19,74.87,74.07
74.12,73.78,74.23,73.46
74.18,74.67,74.77,73.44
74.72,73.95,74.92,73.77
74.04,74.07,74.41,73.57
74.14,74.80,75.03,74.03
74.76,75.14,75.47,74.54
74.47,74.01,74.56,73.86
73.92,73.13,73.93,73.02
72.32,71.48,72.43,71.15
71.64,72.26,72.49,71.27
72.90,72.80,73.00,72.39
72.93,72.07,72.95,72.05
71.74,71.17,71.99,70.59
70.68,71.17,71.29,70.17
71.70,71.75,71.93,71.04
71.57,72.45,72.99,71.35
72.30,71.82,72.41,71.09
70.95,70.90,71.28,70.53
70.65,70.50,71.49,70.41
69.42,69.61,70.14,69.35
69.51,68.24,69.63,68.10
69.00,68.26,69.20,68.12
68.32,69.75,69.92,68.27
69.45,68.70,69.66,68.56
68.98,68.24,69.20,67.95
68.87,69.35,69.70,68.81
69.14,69.21,69.64,69.00
69.25,69.12,69.80,68.86
69.78,68.96,70.12,68.94
67.81,68.89,69.08,67.68
69.14,69.40,69.63,68.81
69.83,70.09,70.13,69.36
69.75,70.83,70.86,69.64
71.00,70.80,71.05,70.44
70.73,71.24,71.29,70.53
71.38,72.26,72.77,71.26
71.64,71.08,71.66,70.88
71.06,69.90,71.15,69.69
69.19,68.30,69.30,67.97
67.90,68.10,68.53,67.44
67.56,67.88,68.00,66.43
66.84,67.55,67.95,66.49
68.22,67.84,68.59,67.70
67.36,67.34,68.34,67.22
66.51,66.22,66.62,66.08
66.26,65.12,66.51,64.92
65.28,64.75,66.31,64.75
64.90,64.34,65.41,64.33
64.80,63.94,65.16,63.67
64.03,65.41,65.47,63.99
65.50,65.25,66.42,64.81
64.70,65.49,65.58,63.78
65.83,65.44,65.83,64.62
65.37,65.13,65.81,64.99
65.88,66.22,66.69,65.54
65.30,64.19,65.34,63.98
64.15,63.63,64.32,62.54
62.35,62.04,62.73,61.96
62.28,61.99,62.47,61.11
61.85,62.52,62.93,61.82
63.18,64.45,64.51,63.18
65.29,64.49,65.88,64.36
64.02,64.50,64.59,63.47
65.16,63.62,65.46,63.53
63.97,64.52,64.68,63.62
64.15,63.70,64.79,63.41
63.85,64.70,64.98,63.60
64.83,65.62,65.69,64.51
64.97,65.03,65.22,64.59
65.54,65.97,66.30,65.20
65.94,65.71,66.43,65.10
65.73,63.02,65.73,62.91
63.44,63.44,63.73,62.67
62.50,62.02,62.52,61.47
62.12,62.69,62.92,61.67
63.03,63.99,64.23,63.03
63.62,64.43,64.54,63.33
66.14,66.37,66.50,65.47
66.37,66.40,66.66,65.67
66.93,67.99,68.70,66.87
67.59,67.10,67.63,66.86
66.07,66.29,66.59,65.77
66.24,65.99,66.36,65.52
66.39,64.96,66.59,64.64
65.30,65.84,66.17,65.13
65.06,65.62,65.96,64.82
65.89,66.77,66.83,65.80
66.56,66.99,67.30,66.17
67.37,67.83,67.90,66.30
67.59,68.42,68.50,67.45
68.70,68.63,68.84,68.21
68.41,68.79,68.81,68.10
67.36,68.13,68.27,66.93
68.16,67.04,68.23,66.16
67.30,67.09,67.58,66.51
68.12,69.00,69.23,68.08
69.37,70.22,70.49,68.90
70.12,70.42,70.68,69.90
70.26,69.65,70.55,69.58
69.91,69.99,70.34,69.16
69.12,68.82,69.52,68.16
70.10,70.44,70.87,70.02
70.57,70.63,71.02,70.50
71.16,71.69,72.00,71.10
71.38,71.75,72.00,71.25
71.60,72.24,72.51,71.50
71.75,72.37,72.46,71.31
72.36,72.10,72.46,71.75
72.45,71.97,72.53,71.74
71.99,71.96,72.17,71.67
72.08,72.60,72.73,71.88
72.75,72.57,72.78,72.32
72.38,72.32,72.58,72.07
72.65,72.09,73.03,71.97
71.86,72.36,72.43,71.64
72.19,71.56,72.39,71.42
71.44,71.98,72.18,71.06
72.06,72.01,72.50,71.77
71.86,72.06,72.28,71.73
72.10,71.58,72.16,71.51
71.30,70.82,71.30,70.61
71.41,71.53,71.89,70.98
71.46,70.98,71.51,70.40
70.94,70.71,71.20,70.59
71.27,72.20,72.68,71.26
72.37,73.45,73.47,72.30
73.35,73.13,73.83,73.10
73.35,73.91,74.11,73.35
74.35,74.36,74.55,74.05
74.53,75.57,76.01,73.95
76.10,76.57,77.35,76.02
76.26,75.99,76.81,75.74
75.74,75.45,75.77,74.86
75.38,74.72,75.45,74.65
74.08,74.93,75.08,73.78
75.24,74.68,75.27,74.50
74.03,74.30,74.50,74.02
74.50,73.49,74.64,73.42
73.19,72.79,73.28,72.54
73.35,73.78,73.99,73.04
73.57,73.43,73.64,72.99
73.94,73.80,74.53,73.70
74.30,73.93,74.30,73.48
73.79,73.02,73.89,72.67
73.43,73.75,73.94,73.28
74.17,73.58,74.26,73.34
73.17,73.70,73.79,73.10
73.77,73.80,74.38,73.68
73.37,72.42,73.49,72.22
73.12,72.96,73.57,72.92
72.94,72.56,73.07,72.04
72.43,72.93,73.04,71.91
73.36,74.09,74.23,73.36
74.30,75.02,75.07,74.15
74.68,75.01,75.19,74.63
74.95,73.83,75.10,73.56
73.86,73.46,74.10,72.72
72.22,71.75,72.29,71.23
72.11,71.20,72.25,71.07
71.91,71.87,72.04,71.02
71.73,71.96,72.40,71.60
72.25,71.94,72.47,71.35
71.66,72.25,72.39,71.54
72.49,71.06,72.69,70.82
70.92,71.60,71.79,70.84
71.96,72.75,73.06,71.92
71.68,70.85,71.84,70.35
70.80,69.57,71.07,69.53
69.35,69.55,70.37,69.15
69.82,69.69,69.90,69.40
69.07,69.40,70.31,69.00
69.62,68.56,69.75,68.38
68.59,68.65,69.27,68.19
68.75,68.92,69.02,67.77
69.86,70.51,70.62,69.81
70.32,70.23,70.59,69.74
70.45,70.61,70.70,70.16
70.94,71.61,71.61,70.77
70.99,70.91,71.04,70.42
70.70,70.32,71.01,70.19
69.65,70.96,71.07,69.43
71.43,71.12,71.71,70.87
71.20,71.06,71.45,70.80
71.60,70.67,71.70,70.59
70.70,70.41,71.03,70.37
70.63,70.90,71.29,70.44
70.75,71.13,71.13,70.63
71.37,71.56,71.57,71.02
71.53,71.48,71.81,71.33
71.77,71.90,72.17,71.63
72.12,72.16,72.82,71.92
72.07,71.49,72.08,71.20
71.01,71.22,71.36,70.91
71.46,71.87,71.90,71.33
71.86,73.19,73.35,71.72
73.31,72.69,73.39,72.65
72.70,73.18,73.24,72.55
71.92,72.07,72.28,71.64
71.92,71.52,71.99,71.40
71.95,71.20,71.98,71.10
71.21,71.07,71.29,70.19
70.64,69.83,70.68,69.77
69.71,71.42,71.44,69.57
72.95,73.00,73.02,72.00
72.89,72.98,73.63,72.56
73.09,73.79,73.89,73.05
73.45,73.22,73.45,72.94
73.02,72.98,73.04,72.52
73.19,72.86,73.28,72.55
73.46,73.52,73.65,73.06
73.60,73.61,73.72,73.34
73.57,73.62,73.83,73.36
73.34,73.95,74.01,73.19
73.83,74.28,74.29,73.72
74.65,74.75,75.22,74.44
74.81,75.49,75.49,74.65
75.36,76.21,76.31,75.15
76.03,75.95,76.16,75.66
76.04,76.17,76.79,75.96
76.54,76.89,77.05,76.41
77.18,76.76,77.18,76.31
76.97,78.00,78.15,76.94
78.16,77.61,78.59,77.48
77.36,77.35,77.74,77.07
77.76,78.07,78.17,77.16
77.40,77.33,77.68,77.28
77.86,78.00,78.21,77.56
77.58,78.05,78.09,77.35
77.99,77.85,78.17,77.33
77.96,78.58,78.61,77.96
78.59,78.19,78.59,78.08
78.37,78.40,78.54,77.95
78.48,78.68,78.75,78.43
78.52,79.36,79.51,78.29
79.26,78.45,79.29,78.03
78.74,79.36,79.43,78.72
79.33,77.70,79.34,77.63
77.31,77.16,77.45,76.58
77.65,77.97,78.00,77.03
78.48,75.93,78.72,75.88
76.35,76.68,76.87,75.46
76.45,77.85,78.06,76.45
77.77,77.69,78.47,77.65
77.38,77.79,77.93,77.03
77.52,77.62,77.73,76.85
78.14,78.12,78.42,77.81
78.45,78.21,78.60,77.92
78.39,78.61,78.74,78.04
78.93,78.99,79.12,78.49
78.73,79.03,79.16,78.39
79.10,79.12,79.54,78.87
79.00,78.94,79.24,78.74
79.07,80.02,80.14,79.07
79.64,79.60,79.95,79.26
78.59,78.96,79.44,78.53
79.09,78.09,79.09,77.39
78.66,78.53,78.79,78.08
78.15,78.13,78.76,78.07
78.35,78.75,78.88,78.30
79.06,78.45,79.39,78.12
78.87,79.28,79.38,78.75
78.84,79.54,79.67,78.63
79.54,79.31,79.87,79.27
79.31,79.15,79.54,78.61
79.28,78.70,79.34,78.45
78.73,77.23,78.78,76.99
77.17,77.13,77.60,76.64
76.13,77.30,77.39,75.99
77.42,77.82,77.86,77.15
78.00,78.48,78.81,77.63
78.68,78.90,79.21,78.56
79.26,79.24,79.62,78.73
78.71,78.00,78.86,77.57
77.13,74.82,77.17,74.76
75.57,75.74,75.85,74.70
75.07,74.08,75.15,73.52
74.29,74.71,75.18,73.61
75.28,74.56,75.43,74.11
74.93,75.36,75.67,74.28
75.66,76.23,76.30,75.30
76.51,77.25,77.61,76.43
77.44,77.31,78.24,76.94
77.14,77.18,77.37,76.57
77.65,77.96,78.28,77.30
78.05,78.27,78.30,77.35
77.60,77.05,77.81,76.96
77.36,78.06,78.28,77.09
78.61,79.47,79.68,78.59
79.51,80.01,80.33,79.51
80.37,80.63,80.98,80.07
80.57,80.76,80.91,80.26
80.79,80.69,81.08,80.25
80.24,80.27,80.40,79.57
80.07,80.26,80.30,79.81
80.33,81.40,81.40,80.28
81.02,81.17,81.43,80.49
80.94,80.77,81.39,80.59
81.21,82.12,82.21,81.12
82.08,83.28,83.46,82.08
83.48,83.11,83.83,82.83
83.23,82.15,83.95,81.75
81.12,82.19,82.19,80.85
81.46,81.71,81.72,81.00
82.86,82.57,83.23,82.15
81.95,82.39,82.70,81.79
82.16,82.20,82.61,81.63
81.86,80.50,82.12,80.49
80.80,81.28,81.30,80.43
80.88,80.64,81.39,80.04
80.40,79.70,80.69,79.65
79.75,80.30,80.34,79.10
80.83,81.31,81.38,80.36
81.66,81.08,81.68,80.81
80.09,79.85,80.62,79.75
80.65,79.36,80.79,79.18
79.34,80.69,80.90,79.24
80.74,79.91,80.82,79.72
80.45,81.06,81.27,80.41
80.95,81.52,81.77,80.92
