XLE,SPDR Select Sector Fund - Energy Select Sector,NASDAQ
74.57,74.83,75.18,74.36
75.51,75.49,76.10,75.19
75.03,75.35,75.65,74.58
75.18,75.95,76.06,75.18
76.15,76.36,76.46,75.56
76.76,76.60,76.76,76.16
78.30,76.96,78.45,76.64
77.54,77.83,78.39,76.83
77.46,76.27,77.77,76.06
75.95,76.44,76.72,75.52
76.58,76.51,76.58,76.12
76.43,76.16,76.57,76.01
76.55,75.99,76.65,75.78
76.15,76.11,76.46,75.73
76.16,76.42,76.62,76.01
76.30,76.35,76.51,76.18
76.47,76.52,76.78,76.40
76.69,75.69,76.72,75.63
75.58,75.54,75.80,75.27
75.47,75.32,75.89,75.08
76.11,76.17,76.81,75.36
76.23,76.01,76.37,75.76
76.06,75.82,76.34,75.46
76.06,75.89,76.15,75.39
75.39,74.79,75.46,74.68
74.73,74.11,74.90,74.05
74.37,74.91,75.05,74.06
75.33,74.60,75.41,74.30
74.50,74.38,74.66,74.19
