VCLT,Vanguard Long-Term Corporate Bond ETF,NASDAQ
82.04,81.78,82.04,81.53
82.08,81.70,82.08,81.70
81.75,82.82,84.21,81.75
83.14,82.60,83.34,82.57
82.32,82.22,82.64,81.80
83.13,83.52,83.52,82.40
83.69,83.05,83.85,82.90
83.00,83.19,83.44,82.37
82.82,81.82,83.15,81.13
82.26,82.70,82.76,80.90
82.98,82.92,83.00,82.50
82.14,81.42,82.14,80.18
81.48,81.42,81.56,80.98
80.74,80.20,80.74,80.18
80.75,81.79,81.80,80.75
81.60,81.03,81.60,80.70
80.70,80.01,80.70,80.01
80.30,79.95,80.30,79.48
79.33,80.10,80.10,79.33
80.76,80.31,80.76,80.31
80.22,80.12,80.57,79.84
79.44,79.15,79.57,78.99
79.72,79.63,79.72,79.37
80.15,79.80,80.15,79.68
80.13,80.35,80.86,79.90
81.17,80.61,81.18,80.61
81.21,81.26,81.27,80.93
80.84,80.57,80.86,80.55
81.15,81.74,81.74,81.15
81.55,81.95,81.95,81.55
81.97,81.83,82.03,81.40
81.35,81.06,81.37,80.75
80.99,81.21,81.32,80.99
81.24,81.33,81.36,80.94
80.93,80.97,81.29,80.84
81.38,82.10,82.34,81.27
82.20,82.19,82.36,81.81
82.35,81.79,82.42,81.66
82.13,82.10,82.13,81.56
82.10,81.43,82.10,81.43
80.98,81.57,81.63,80.79
81.34,80.66,81.50,80.65
80.16,79.98,80.23,79.38
80.36,80.25,80.51,80.07
80.22,80.75,80.91,79.95
80.67,81.00,81.18,80.67
81.02,80.44,81.12,80.44
80.04,80.24,80.62,80.04
80.95,81.18,81.25,80.95
80.84,80.43,80.91,80.22
80.00,79.96,80.15,79.75
80.27,80.10,80.27,79.81
79.87,80.36,80.39,79.33
80.53,80.18,80.53,79.80
80.44,80.58,80.58,80.20
81.19,79.24,81.20,78.76
79.89,80.41,80.53,79.89
79.13,79.66,79.95,79.13
80.02,79.75,80.37,79.64
79.94,78.42,79.94,78.42
78.70,78.41,78.75,77.50
78.45,78.19,78.63,77.65
78.23,77.76,78.30,77.75
77.67,76.51,77.72,76.45
76.88,77.77,77.87,76.56
77.96,77.64,78.17,77.59
77.53,77.72,77.72,77.45
78.05,78.26,78.30,77.88
78.51,78.64,78.90,78.26
78.93,78.72,78.95,78.55
78.43,78.05,78.48,77.85
78.50,78.33,78.50,78.17
78.50,78.80,78.83,78.50
78.70,78.46,78.98,78.41
78.84,78.05,78.84,77.73
77.88,77.86,78.35,77.73
77.98,77.21,77.98,77.21
77.17,77.94,78.06,77.17
77.38,76.80,77.73,76.64
76.57,76.65,77.12,76.00
77.26,76.95,77.52,76.13
76.90,76.77,77.27,76.77
76.85,76.74,76.95,76.24
76.00,75.81,76.55,75.70
75.89,75.51,76.10,75.00
75.81,75.48,75.81,75.20
76.29,77.10,77.20,75.95
77.52,77.15,77.63,76.80
76.70,77.15,77.15,76.66
77.11,77.06,77.36,77.03
77.05,77.06,77.17,76.95
76.52,76.75,76.84,76.02
76.75,76.10,76.75,75.85
76.33,76.95,77.13,76.15
77.18,76.88,77.18,76.73
77.49,77.52,77.75,77.41
77.32,77.72,77.81,77.32
77.75,77.46,77.75,77.35
77.34,76.81,77.34,76.50
76.60,76.60,77.24,76.60
76.84,76.77,77.16,76.76
77.51,77.07,77.56,76.90
77.16,77.15,77.20,76.77
77.26,76.96,77.26,76.89
77.16,77.11,77.75,77.00
77.12,77.21,77.59,77.01
76.80,76.64,76.84,76.46
76.47,76.69,76.88,76.47
76.86,76.29,76.86,76.02
76.13,76.66,76.87,76.13
77.38,77.05,77.38,76.63
77.14,77.46,77.69,76.71
77.40,76.62,77.40,76.62
76.63,76.97,76.98,76.48
76.72,77.09,77.34,76.51
76.83,76.52,76.83,76.42
76.40,76.20,76.65,76.20
76.19,76.02,76.40,75.95
76.11,76.20,76.45,76.04
75.99,75.45,75.99,75.26
75.16,75.89,75.89,75.16
75.95,75.49,75.95,75.41
75.42,76.03,76.08,75.09
75.89,75.46,75.89,75.27
76.05,75.72,76.05,75.47
76.00,76.15,76.32,75.95
75.81,76.20,76.22,75.81
76.02,76.39,76.39,76.02
76.57,76.38,76.57,76.08
76.28,76.16,76.28,75.83
75.94,76.68,76.68,75.94
77.19,76.78,77.19,76.48
76.75,76.83,77.22,76.75
76.84,77.21,77.30,76.84
77.67,77.54,77.70,77.22
77.30,77.53,77.53,77.30
77.39,76.72,77.39,76.72
76.28,76.25,76.58,76.08
76.07,76.38,76.52,76.07
76.47,76.57,76.75,76.31
76.54,76.20,76.54,76.05
76.54,76.44,76.59,76.06
76.48,77.20,77.34,76.48
76.83,76.99,77.23,76.83
76.99,77.20,77.29,76.99
77.39,77.36,77.39,77.11
77.40,78.16,78.22,77.40
78.01,77.75,78.01,77.30
77.50,77.90,77.91,77.50
78.13,77.82,78.13,77.30
77.77,77.97,78.01,77.60
78.26,77.54,78.26,77.51
77.37,77.49,77.61,77.31
78.14,77.35,78.14,77.07
77.40,77.28,77.53,77.28
77.24,77.13,77.28,77.01
77.07,77.06,77.09,76.97
77.00,76.66,77.12,76.56
76.17,76.92,76.92,76.17
77.41,77.15,77.51,76.64
77.55,77.25,77.55,76.96
77.31,76.63,77.31,76.50
76.70,76.46,76.76,76.31
76.23,76.08,76.40,76.03
76.44,76.30,76.50,76.14
76.70,76.80,76.87,76.60
76.35,77.07,77.09,76.35
76.98,77.11,77.12,76.81
77.60,77.70,77.74,77.36
78.06,77.70,78.06,76.88
78.06,78.07,78.07,77.95
78.37,77.94,78.37,77.94
78.00,77.90,78.22,77.81
78.02,78.03,78.14,77.90
78.10,78.41,78.44,78.10
78.41,78.12,78.41,78.09
78.48,78.28,78.53,78.24
78.29,78.40,78.40,78.29
78.92,78.68,78.92,77.95
79.12,78.99,79.12,78.70
79.34,79.43,79.54,79.24
79.87,79.67,79.87,79.43
79.85,79.76,80.05,79.32
79.88,79.66,79.88,79.55
79.74,79.30,79.74,79.21
78.99,79.55,79.55,78.99
79.56,79.16,79.56,78.82
79.15,79.46,79.70,79.15
79.70,79.89,79.94,79.66
79.85,80.27,80.34,79.85
80.43,79.76,80.43,79.76
79.32,79.70,79.82,79.10
79.75,79.91,79.93,79.44
80.11,79.87,80.11,79.80
80.04,80.20,80.20,79.77
80.23,80.00,80.23,79.80
80.23,80.47,80.47,80.12
80.45,80.30,80.45,80.11
80.50,80.21,80.50,79.66
80.59,80.78,80.83,80.22
80.13,79.57,80.22,79.51
79.54,79.51,79.71,79.20
79.32,79.22,79.37,79.00
79.30,79.55,79.55,78.97
79.93,79.80,80.03,79.67
80.25,79.67,80.25,79.49
80.09,79.63,80.18,79.48
79.62,79.45,79.80,79.40
79.10,78.61,79.10,78.60
78.61,79.54,79.54,78.60
79.85,79.69,79.85,79.35
79.72,79.48,79.72,79.36
80.03,79.61,80.03,79.35
79.11,79.83,80.02,79.11
80.06,79.78,80.07,79.60
80.10,79.92,80.19,79.63
79.99,79.68,80.09,79.68
79.76,78.92,79.76,78.51
78.89,78.62,78.89,78.53
78.68,78.45,78.84,78.27
78.49,78.23,78.49,77.55
78.77,78.00,78.77,77.90
78.32,78.43,78.59,78.28
79.17,78.52,79.17,78.32
78.80,78.91,78.91,78.35
79.38,79.37,79.66,79.20
79.85,80.14,80.14,79.57
80.45,80.21,80.48,79.87
79.97,80.66,80.66,79.86
80.15,79.79,80.37,79.71
79.39,79.53,79.65,79.32
79.57,79.07,79.57,78.89
79.20,80.47,80.49,78.94
80.47,80.05,80.50,79.90
79.68,79.95,80.05,79.34
80.00,80.02,80.09,79.65
79.39,79.30,79.70,79.01
79.73,79.97,80.01,79.46
79.80,79.70,79.81,79.47
79.90,79.99,80.15,79.76
79.85,80.97,81.00,79.85
81.21,81.31,81.70,81.00
81.98,83.15,83.15,81.51
83.39,83.66,84.41,83.19
83.45,84.58,84.58,83.45
83.91,83.37,85.34,82.93
82.33,83.02,83.50,82.31
83.74,84.40,85.65,82.00
85.19,84.75,85.23,83.92
84.15,81.83,84.15,81.49
83.75,82.74,83.75,81.45
84.56,81.67,84.56,81.67
81.68,82.60,82.80,81.68
83.24,83.94,83.94,82.71
84.35,83.75,84.47,82.91
84.34,84.37,84.75,83.83
84.80,83.83,84.80,83.80
83.17,82.65,83.30,82.43
82.85,80.56,82.85,80.44
81.93,81.68,82.00,81.48
82.50,81.55,82.50,81.04
81.51,81.72,81.72,81.00
82.50,82.60,82.79,81.76
83.22,81.66,83.22,81.66
84.27,82.75,84.27,81.45
84.40,84.19,84.40,83.17
85.32,84.35,85.32,84.08
85.37,83.93,85.37,83.25
84.58,84.03,84.58,83.31
83.99,83.97,84.34,83.60
83.18,83.94,84.11,83.18
84.24,83.17,84.24,82.95
83.12,83.79,83.85,82.95
82.83,82.87,83.31,82.50
82.84,83.19,83.30,82.57
83.70,83.55,84.04,83.49
83.94,84.04,84.05,83.62
84.03,85.27,85.43,83.45
86.20,86.40,86.61,85.21
85.55,84.85,85.55,84.51
84.44,84.10,84.57,83.85
82.76,83.27,83.67,82.76
83.00,83.43,83.70,82.86
83.79,83.67,84.31,83.57
83.97,84.10,84.26,83.37
84.55,85.04,85.11,84.10
85.44,83.73,85.55,83.61
83.59,83.53,83.78,83.05
83.83,83.21,83.86,83.13
82.98,82.81,83.29,82.48
82.97,82.31,82.97,81.67
83.03,82.74,83.03,82.29
82.18,81.75,82.34,81.50
82.24,82.63,82.91,82.19
82.36,82.78,82.95,82.24
83.24,83.61,83.74,82.80
83.85,83.91,84.31,83.38
83.90,84.42,84.55,83.81
84.36,84.48,85.05,84.21
84.65,84.48,84.95,84.24
85.00,84.99,85.22,84.74
85.04,86.19,86.76,85.04
86.00,86.22,87.00,85.84
86.80,85.36,86.80,85.00
85.14,85.12,85.39,84.56
85.16,86.61,86.61,85.16
86.96,87.99,87.99,86.60
86.87,87.91,88.00,86.40
87.55,87.01,87.67,87.01
86.85,86.90,87.00,86.55
86.90,86.96,87.72,86.62
86.98,86.13,87.30,85.97
86.39,86.51,86.80,86.00
85.79,85.70,86.65,84.82
85.50,85.25,85.83,85.08
85.59,85.57,85.94,85.33
85.49,85.19,85.85,84.96
85.36,85.26,85.36,84.88
84.63,85.21,85.52,84.63
85.43,85.26,85.43,84.82
85.33,84.85,85.33,84.82
84.63,84.62,84.81,84.15
84.80,85.41,85.42,84.73
86.00,84.38,86.28,84.38
83.63,84.45,84.55,83.17
84.44,83.85,84.44,83.57
83.56,83.43,83.59,82.92
84.31,83.12,84.31,82.43
83.04,84.31,84.42,83.04
84.29,84.73,84.95,83.95
84.74,84.31,85.10,84.17
84.42,84.60,84.64,83.92
84.43,84.86,84.90,84.23
84.91,83.75,84.91,83.73
84.17,83.95,84.25,83.86
83.94,84.80,85.32,83.89
85.37,85.90,86.24,84.99
85.74,85.83,85.93,84.83
86.25,86.46,86.57,85.86
86.59,87.22,87.29,86.39
86.70,86.05,86.71,85.78
85.97,85.22,85.97,85.22
85.81,85.76,85.95,85.52
85.10,85.21,85.35,84.94
84.93,85.40,85.46,84.70
85.57,85.88,86.11,85.41
86.40,86.73,86.83,85.91
86.90,86.70,87.10,86.62
86.46,86.39,86.83,86.01
86.54,85.99,86.54,85.78
86.00,85.92,86.49,85.79
86.16,86.39,86.40,85.95
86.33,86.34,86.84,86.30
86.00,86.34,86.57,86.00
86.37,86.90,87.02,86.27
87.06,86.12,87.08,86.12
86.97,87.09,87.48,86.84
87.29,87.50,87.50,87.10
87.53,87.16,87.53,87.02
87.03,86.75,87.07,86.40
86.39,86.34,86.89,86.25
85.99,85.87,86.08,85.61
85.83,85.99,86.12,85.50
85.84,85.98,86.87,85.70
86.55,87.00,87.01,86.36
87.00,87.14,87.19,86.56
87.91,87.60,87.95,87.55
87.44,87.81,87.91,87.22
87.90,87.36,87.90,87.27
87.50,87.57,87.74,87.29
86.56,87.19,87.21,86.40
87.17,87.91,87.95,86.69
87.24,87.15,87.34,86.82
87.43,87.51,87.55,87.20
87.39,86.97,87.39,86.42
86.91,87.30,87.33,86.91
87.29,87.44,87.53,87.13
87.63,87.56,87.85,87.45
87.79,87.76,88.04,87.62
87.45,86.92,87.47,86.92
86.89,87.31,87.36,86.89
87.37,86.75,87.37,86.75
87.50,87.72,87.82,87.17
87.68,87.93,88.12,87.20
88.66,88.63,88.76,88.02
88.65,89.00,89.15,88.63
89.57,89.13,89.64,89.00
89.30,88.63,89.32,88.43
88.34,88.42,88.57,87.95
88.49,88.61,88.80,88.37
88.53,88.08,88.75,88.04
88.42,88.11,88.42,88.04
87.90,87.79,88.09,87.75
87.61,87.38,87.65,87.29
87.24,87.36,87.36,86.89
87.70,87.48,87.70,87.39
87.07,86.43,87.11,86.40
86.16,85.00,86.16,84.93
84.80,84.96,85.38,84.80
84.75,85.40,85.40,84.71
85.38,84.05,85.39,83.92
83.53,84.02,84.49,83.53
84.15,84.72,84.85,84.13
85.16,85.02,85.16,84.77
85.36,85.51,85.56,85.05
85.78,85.61,85.78,85.04
85.63,86.01,86.02,85.45
85.82,85.83,86.23,85.70
86.03,86.03,86.23,85.94
86.20,84.98,86.20,84.80
85.23,85.29,85.66,84.96
85.49,84.40,85.66,84.40
85.15,84.96,85.15,84.48
85.47,85.27,85.47,84.81
85.94,86.19,86.28,85.94
86.30,86.65,86.84,86.30
86.18,86.19,86.32,85.99
85.98,85.79,86.24,85.75
86.45,86.55,86.64,86.17
86.70,86.71,86.95,86.53
86.50,86.52,86.70,86.38
86.70,86.50,86.70,86.38
86.77,86.66,86.82,86.52
86.36,86.71,86.72,86.20
87.05,86.56,87.05,86.56
86.59,86.27,86.69,86.27
86.42,86.18,86.62,85.99
86.75,86.66,86.75,86.29
86.42,86.70,86.82,86.42
86.60,86.53,86.69,86.24
86.53,86.55,86.72,86.12
86.94,87.01,87.01,86.72
86.81,86.96,87.20,86.79
87.33,87.45,87.52,87.25
87.54,87.56,87.63,87.27
87.75,87.69,87.95,87.51
87.97,87.65,87.97,87.34
87.48,87.73,87.73,87.06
87.87,87.95,87.98,87.59
88.17,88.25,88.49,88.04
88.34,88.35,88.35,88.03
87.91,88.27,88.35,87.79
88.02,88.70,88.70,87.86
88.27,88.36,88.44,87.71
88.25,88.21,88.51,87.99
87.62,87.32,87.66,87.24
87.38,87.69,88.07,87.38
87.57,87.39,87.57,87.17
87.40,87.82,87.86,87.37
87.81,87.55,87.93,87.49
88.18,88.46,88.54,88.17
88.59,88.74,89.00,88.26
89.00,89.67,89.67,88.85
89.27,89.19,89.45,89.01
88.88,88.57,88.88,88.50
88.85,87.83,88.85,87.83
87.83,88.27,88.28,87.64
88.74,87.92,88.88,87.82
87.50,88.24,88.51,87.50
87.80,87.79,88.16,87.55
87.89,88.42,88.50,87.70
88.35,88.32,88.50,88.05
88.85,88.90,89.07,88.57
89.25,89.23,89.27,88.60
89.08,88.87,89.20,88.72
88.66,89.05,89.05,88.30
89.37,89.10,89.71,89.10
89.33,89.02,89.36,88.91
89.50,89.86,89.86,89.30
89.36,89.52,89.70,89.26
89.58,89.71,89.80,89.27
89.96,89.85,90.06,89.81
88.94,89.27,89.45,88.84
89.61,89.96,90.46,89.32
89.96,89.81,90.19,89.69
89.90,90.25,90.27,89.59
90.70,90.51,90.73,90.26
90.71,91.05,91.10,90.50
91.00,91.22,91.29,90.92
91.40,91.25,91.50,91.05
91.56,91.96,91.99,91.34
91.80,92.07,92.08,91.55
92.51,92.24,92.57,92.24
92.47,92.30,92.61,92.22
92.78,93.03,93.10,92.78
93.00,93.03,93.10,93.00
93.43,93.74,93.83,93.36
93.78,93.57,94.02,93.34
93.29,94.10,94.17,93.00
94.14,94.57,94.57,93.99
94.48,94.40,94.76,94.19
93.96,93.13,93.96,92.42
93.30,93.95,94.00,93.24
94.04,93.78,94.14,93.14
93.78,93.21,93.78,93.00
94.10,93.09,94.27,93.09
93.00,92.53,93.00,92.19
93.09,92.99,93.25,92.78
92.09,92.04,92.16,91.74
92.34,91.87,92.34,91.80
91.76,91.86,91.98,91.32
92.50,92.24,92.50,92.01
92.39,91.83,92.43,91.83
91.43,91.34,91.52,91.13
90.79,90.18,90.79,90.14
90.25,89.73,90.47,89.56
90.16,90.37,90.52,89.97
90.30,90.47,90.60,90.08
90.16,90.70,90.72,89.93
91.43,91.82,91.82,91.10
91.90,91.99,92.14,91.87
92.48,92.02,92.48,91.96
92.54,92.41,92.54,92.21
92.55,92.58,92.76,92.41
92.43,92.46,92.46,92.15
92.80,92.56,92.80,92.49
92.26,93.29,93.29,92.20
93.25,92.88,93.25,92.20
92.54,92.67,92.87,92.50
92.52,91.35,92.52,91.33
92.44,91.57,92.64,91.41
91.44,91.63,91.83,91.34
91.64,91.63,91.78,91.36
91.16,91.28,91.31,91.02
91.69,91.37,91.99,90.43
90.82,90.15,90.82,89.90
90.61,91.29,91.35,90.54
91.69,91.60,91.87,91.39
92.03,92.16,92.23,91.79
92.56,92.14,92.56,91.90
91.85,92.17,92.20,91.61
92.45,92.55,92.68,92.21
92.65,92.88,92.96,92.30
93.10,93.20,93.29,92.79
93.20,92.94,93.31,92.86
93.00,92.95,93.30,92.66
93.07,93.35,93.35,92.76
93.49,93.43,93.56,93.23
93.11,93.40,93.62,93.05
93.38,93.07,93.65,93.03
92.79,92.65,92.82,92.51
92.97,92.95,93.13,92.65
92.99,93.27,93.47,92.95
93.07,94.05,94.11,93.02
93.49,94.42,94.43,93.40
94.80,94.91,95.22,94.64
95.36,94.83,95.36,94.69
94.71,94.67,94.77,94.43
94.60,93.72,94.60,93.26
93.79,93.38,94.04,93.21
93.24,93.53,93.77,93.00
93.46,93.19,93.74,93.19
93.54,93.60,93.70,93.38
93.67,93.47,93.70,93.40
93.01,93.00,93.35,92.75
93.24,93.51,93.51,92.90
94.12,94.17,94.35,93.78
94.12,93.99,94.12,93.80
93.60,93.47,93.60,93.10
93.55,93.64,93.85,93.55
93.39,93.00,93.44,93.00
93.80,93.44,94.18,93.22
93.74,93.85,93.86,93.18
94.36,93.85,94.36,93.02
93.40,93.63,93.84,93.40
94.29,93.85,94.30,93.70
93.55,93.26,93.63,93.20
93.22,93.15,93.22,92.91
93.25,93.07,93.30,92.90
93.07,93.34,93.34,92.91
93.30,92.92,93.39,92.84
92.85,92.88,92.93,92.76
92.89,92.92,93.03,92.85
93.36,93.09,93.37,93.01
93.30,93.19,93.34,93.16
93.44,93.02,93.60,93.02
93.21,93.32,93.46,93.00
93.25,92.82,93.28,92.77
92.42,92.93,92.93,92.26
93.23,93.09,93.23,92.93
93.36,93.41,93.47,93.11
93.57,93.51,93.70,93.29
92.97,92.76,93.10,92.69
92.85,93.15,93.15,92.84
92.94,92.71,92.94,92.59
92.67,92.05,92.70,92.00
91.95,91.88,92.11,91.68
92.22,92.21,92.42,92.04
92.29,91.64,92.31,91.63
91.50,91.10,91.63,90.82
91.16,91.32,91.65,91.16
91.47,91.58,91.73,91.45
91.71,91.88,92.15,91.71
91.39,91.42,91.60,91.36
91.60,91.54,91.79,91.46
91.95,92.13,92.33,91.72
92.50,92.54,92.60,92.27
92.39,91.71,92.46,91.55
91.72,91.32,91.72,91.10
91.22,90.52,91.31,90.51
90.40,91.08,91.08,90.27
90.74,91.30,91.30,90.74
91.50,91.35,91.66,91.30
91.53,91.29,91.53,91.15
91.00,91.25,91.44,90.94
90.89,91.74,91.74,90.85
91.54,91.37,91.86,91.30
91.47,91.50,91.79,91.39
91.59,91.30,91.70,91.30
91.17,90.98,91.18,90.77
91.04,91.37,91.45,91.03
91.24,91.62,91.62,91.15
91.62,91.68,91.76,91.55
91.31,91.35,91.51,91.04
91.03,90.65,91.03,90.44
90.00,90.13,90.40,89.88
90.35,90.04,90.35,89.85
89.78,89.68,89.78,89.45
89.63,89.30,89.65,89.11
89.76,88.79,89.98,88.79
89.08,89.00,89.25,88.72
88.74,88.70,88.99,88.56
89.00,89.25,89.26,88.88
89.32,89.08,89.61,89.08
89.21,89.26,89.41,89.00
89.24,89.37,89.50,89.24
89.12,89.18,89.38,89.12
88.81,88.90,89.00,88.71
89.10,89.25,89.36,88.99
89.20,89.26,89.47,89.14
89.30,89.33,89.49,89.21
89.32,89.72,89.73,89.23
90.04,90.04,90.33,89.93
90.25,90.34,90.39,90.17
89.58,90.80,91.15,89.41
90.79,91.02,91.25,90.63
91.52,91.02,91.52,90.77
90.86,90.51,90.86,90.31
90.94,91.06,91.07,90.64
91.04,90.16,91.04,90.16
90.07,90.28,90.31,90.05
89.99,89.86,90.08,89.83
89.63,89.28,89.63,89.24
88.92,88.74,89.07,88.72
88.71,88.43,88.85,88.41
88.78,88.57,88.78,88.53
88.32,88.45,88.60,88.32
88.44,88.41,88.56,88.33
88.38,88.51,88.62,88.38
88.93,88.82,88.97,88.74
88.98,89.13,89.29,88.94
88.88,88.50,89.03,88.50
88.85,88.99,89.00,88.70
89.32,89.18,89.32,88.88
89.03,88.86,89.19,88.81
89.05,89.20,89.35,88.59
89.50,89.56,89.81,89.31
89.12,89.18,89.28,89.01
89.00,89.33,89.46,89.00
89.40,89.16,89.40,89.16
89.30,89.51,89.77,89.30
89.99,90.24,90.32,89.80
91.39,91.55,91.70,91.17
91.88,91.38,91.95,91.32
91.44,91.38,91.67,91.26
91.07,90.84,91.35,90.84
90.90,91.16,91.23,90.90
91.54,91.88,91.90,91.54
91.94,92.05,92.15,91.75
91.95,92.05,92.13,91.72
92.18,92.35,92.61,92.06
92.65,92.55,92.82,92.47
92.47,92.57,92.61,92.36
92.56,92.70,92.80,92.51
92.91,92.70,93.00,92.54
92.70,92.81,93.12,92.61
92.80,92.81,92.85,92.59
93.12,93.29,93.37,92.93
93.62,93.22,93.68,93.15
93.13,92.84,93.21,92.69
93.38,93.29,93.50,93.10
93.32,93.31,93.49,93.15
92.80,92.16,92.80,92.06
92.12,91.79,92.41,91.67
91.73,91.62,91.90,91.59
91.52,91.79,91.95,91.51
91.70,91.45,92.13,91.45
91.52,90.91,91.63,90.45
90.42,90.45,90.60,90.29
90.48,89.99,90.87,89.98
90.15,90.52,90.55,89.96
91.00,91.20,91.36,90.68
90.70,90.22,90.86,90.16
90.39,90.14,90.54,90.10
90.27,90.60,90.63,90.01
90.75,89.63,91.07,89.63
90.02,89.76,90.02,89.30
89.75,89.72,90.24,89.64
89.74,88.30,89.74,88.15
88.31,88.43,88.77,88.15
88.13,88.39,88.70,88.13
88.00,87.13,88.02,86.65
86.75,87.36,87.60,86.73
86.81,86.34,87.08,86.34
86.70,86.67,86.91,86.61
87.00,87.36,87.90,86.51
87.20,86.99,87.61,86.83
86.51,86.27,86.70,86.21
84.20,86.16,86.17,84.00
85.78,85.92,86.43,85.49
85.57,86.75,86.84,85.57
86.79,86.95,87.30,86.79
86.85,86.56,87.23,86.27
86.00,86.49,86.68,85.97
