MKL,Markel Corporation Common Stock,NASDAQ
902.43,914.99,915.00,900.89
912.32,901.51,913.98,900.50
905.35,906.04,909.03,900.70
912.61,898.34,919.85,891.82
896.78,881.00,899.77,878.76
884.98,877.12,884.98,873.15
881.03,879.92,885.05,876.33
877.72,880.65,882.00,877.30
883.85,884.23,884.35,876.28
888.50,882.70,888.50,878.51
883.75,885.00,885.79,883.00
882.31,888.88,888.88,881.04
890.94,883.84,893.98,881.98
880.41,875.18,883.83,875.18
877.06,880.78,880.89,876.90
878.42,885.64,889.45,878.42
890.01,896.34,897.28,888.47
896.33,902.98,904.44,893.37
902.99,904.75,907.44,898.96
905.99,909.39,915.58,902.66
908.99,904.03,914.05,903.73
901.50,907.61,910.52,901.50
906.23,905.91,908.55,903.03
902.99,903.58,907.69,902.81
907.70,904.50,907.70,901.44
908.02,912.67,914.82,906.00
912.67,914.89,921.43,911.00
917.83,917.00,919.50,911.44
919.00,918.02,925.69,916.70
918.73,901.00,918.73,901.00
900.02,896.67,905.00,896.18
895.02,900.82,900.82,890.02
901.56,895.52,901.56,890.59
897.98,894.57,905.31,892.50
