IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,NASDAQ
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.45,1.53,1.54,1.45
1.54,1.46,1.54,1.46
1.52,1.55,1.55,1.52
1.44,1.38,1.44,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.50,1.37,1.50,1.37
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.34,1.30,1.34,1.16
1.30,1.30,1.30,1.30
1.23,1.23,1.23,1.23
1.30,1.30,1.30,1.30
1.37,1.44,1.44,1.37
1.57,1.52,1.57,1.43
1.51,1.29,1.55,1.29
1.29,1.29,1.29,1.29
1.24,1.35,1.36,1.19
1.35,1.35,1.35,1.35
1.37,1.39,1.39,1.37
1.39,1.39,1.39,1.39
1.44,1.36,1.44,1.36
1.42,1.45,1.45,1.42
1.45,1.45,1.45,1.45
1.45,1.48,1.48,1.45
1.48,1.48,1.48,1.48
1.52,1.38,1.52,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.31,1.37,1.37,1.28
1.25,1.39,1.39,1.25
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.32,1.21,1.32,1.21
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.23,1.49,1.49,1.23
1.52,1.52,1.52,1.52
1.45,1.35,1.45,1.35
1.46,1.45,1.46,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.53,1.53,1.53,1.53
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.41,1.45,1.45,1.39
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.38,1.53,1.53,1.38
1.53,1.53,1.53,1.53
1.57,1.78,2.00,1.57
1.78,1.78,1.78,1.78
1.78,1.78,1.78,1.78
1.78,1.78,1.78,1.78
1.78,1.78,1.78,1.78
1.84,2.44,2.70,1.84
2.30,2.20,2.30,2.07
2.15,2.15,2.15,2.15
2.00,1.81,2.00,1.81
1.78,1.86,1.86,1.77
1.90,1.82,1.90,1.82
1.82,1.82,1.82,1.82
1.82,1.82,1.82,1.82
1.82,1.82,1.82,1.82
1.86,1.86,1.86,1.86
1.86,1.86,1.86,1.86
1.86,1.86,1.86,1.86
1.82,1.66,1.82,1.66
1.62,1.58,1.62,1.58
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.60,1.57,1.61,1.56
1.57,1.57,1.57,1.57
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.41,1.53,1.53,1.41
1.57,1.57,1.57,1.57
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.63,1.72,1.72,1.63
1.61,1.65,1.65,1.61
1.65,1.65,1.65,1.65
1.90,1.86,1.90,1.65
2.06,2.06,2.06,2.06
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,1.99,2.00,1.90
1.99,1.99,1.99,1.99
1.99,1.99,1.99,1.99
1.99,1.99,1.99,1.99
1.99,1.99,1.99,1.99
1.90,1.65,1.90,1.65
1.65,1.65,1.65,1.65
1.70,1.75,1.75,1.70
1.70,1.65,1.70,1.65
1.65,1.65,1.65,1.65
1.60,1.65,1.65,1.53
1.65,1.65,1.65,1.53
1.70,1.64,1.70,1.64
1.65,1.59,1.65,1.48
1.59,1.59,1.59,1.59
1.62,1.71,1.71,1.60
1.66,1.66,1.66,1.66
1.66,1.65,1.66,1.61
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.68,1.68,1.68,1.68
1.73,1.73,1.73,1.73
1.68,1.63,1.68,1.63
1.68,1.73,1.73,1.68
1.72,1.72,1.72,1.72
1.67,1.72,1.72,1.67
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.73,1.75,1.75,1.73
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.78,1.93,1.93,1.78
1.93,1.93,1.93,1.93
1.83,1.83,1.88,1.83
1.88,1.92,1.93,1.84
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.79,1.69,1.79,1.69
1.74,1.79,1.79,1.74
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.79
1.76,1.75,1.76,1.74
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.74
1.84,1.94,1.94,1.84
2.07,2.08,2.20,1.91
2.23,2.04,2.23,2.03
2.17,2.42,2.50,2.11
2.42,2.42,2.42,2.42
2.40,2.34,2.45,2.25
2.25,2.10,2.25,2.10
1.95,2.00,2.00,1.90
2.00,2.05,2.05,2.00
2.05,1.90,2.05,1.85
1.95,1.92,1.97,1.92
1.97,1.97,1.97,1.85
2.00,2.00,2.01,2.00
2.02,1.96,2.02,1.96
1.96,1.96,1.96,1.96
1.98,1.98,1.98,1.98
1.96,1.96,1.96,1.96
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.05,2.05,2.05,2.05
2.00,2.00,2.05,1.95
1.95,1.95,1.95,1.95
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.05,2.05,2.00
2.05,2.03,2.10,2.03
2.05,2.05,2.05,2.05
2.07,2.07,2.07,2.07
2.08,2.10,2.10,2.05
2.10,2.10,2.10,2.10
2.10,2.09,2.10,2.09
2.10,2.10,2.15,2.07
2.10,2.10,2.10,2.10
2.15,2.15,2.15,2.10
2.19,2.03,2.19,1.91
2.08,2.07,2.12,2.07
2.10,2.10,2.10,2.07
2.12,2.14,2.14,2.12
2.15,2.19,2.20,2.15
2.19,2.19,2.19,2.19
2.16,2.16,2.19,2.16
2.16,2.16,2.16,2.16
2.19,2.20,2.20,2.19
2.10,2.06,2.15,1.85
2.10,2.09,2.10,2.09
2.14,2.06,2.14,2.06
2.28,2.28,2.28,2.28
2.18,2.19,2.24,2.14
2.09,2.14,2.14,1.89
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.24,2.24,2.24,2.24
2.19,2.16,2.19,2.16
2.16,2.16,2.16,2.16
2.17,2.17,2.17,2.17
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.22,2.22,2.22,2.22
2.22,2.02,2.22,2.02
2.04,2.09,2.09,2.02
2.13,2.17,2.17,2.13
2.17,2.17,2.17,2.17
2.17,2.17,2.17,2.17
2.18,2.18,2.18,2.18
2.13,2.15,2.15,2.13
2.13,2.13,2.13,2.13
2.13,2.13,2.13,2.13
2.18,2.02,2.18,2.02
2.07,2.12,2.12,2.07
2.17,2.15,2.20,2.15
2.10,2.09,2.10,2.09
2.10,2.10,2.10,2.10
2.14,2.17,2.17,2.14
2.09,2.09,2.09,2.09
2.14,2.14,2.15,2.14
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.18,2.18,2.18,2.18
2.20,2.15,2.21,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.19,2.25,2.25,2.19
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.18,2.22,2.24,2.18
2.22,2.22,2.22,2.22
2.20,2.16,2.20,2.16
2.16,2.16,2.16,2.16
2.16,2.16,2.16,2.16
2.21,2.21,2.21,2.21
2.26,2.15,2.26,2.06
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.20,2.22,2.24,2.20
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.19,2.22,2.22,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.15,2.15,2.15,2.15
2.20,2.25,2.25,2.20
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.20,2.20,2.20,2.10
2.15,2.20,2.20,2.15
2.15,2.20,2.20,2.15
2.02,2.10,2.10,2.00
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.25,2.25,2.25,2.24
2.24,2.24,2.24,2.24
2.24,2.24,2.24,2.24
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.25,2.25,2.25,2.25
2.29,2.35,2.35,2.29
2.35,2.41,2.41,2.35
2.41,2.41,2.41,2.41
2.40,2.40,2.40,2.40
2.35,2.25,2.35,2.20
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.24
2.28,2.23,2.28,2.23
2.23,2.23,2.23,2.23
2.28,2.38,2.38,2.28
2.30,2.26,2.30,2.26
2.26,2.26,2.26,2.26
2.30,2.30,2.30,2.30
2.26,2.26,2.26,2.26
2.30,2.30,2.30,2.30
2.32,2.32,2.32,2.32
2.32,2.32,2.32,2.32
2.12,2.09,2.12,2.09
2.24,2.30,2.30,2.24
2.30,2.30,2.30,2.30
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.24,2.24,2.24,2.24
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.24,2.25,2.25,2.24
2.25,2.25,2.25,2.25
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.14,1.98,2.14,1.93
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.94,2.05,2.05,1.94
2.10,2.05,2.10,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.08,2.03,2.08,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.13,2.13,2.13,2.13
2.13,2.13,2.13,2.13
2.13,2.13,2.13,2.13
2.08,2.08,2.08,2.08
2.13,2.13,2.13,2.13
2.13,2.13,2.13,2.13
2.13,2.13,2.13,2.13
2.15,2.10,2.15,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.15,2.15,2.15,2.15
2.18,2.17,2.18,2.17
2.17,2.17,2.17,2.17
2.17,2.17,2.17,2.17
2.20,2.20,2.20,2.20
2.20,2.19,2.20,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.20,2.20,2.20,2.20
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.20,2.15,2.20,2.15
2.20,2.25,2.25,2.20
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.30,2.35,2.25
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.35,2.35,2.35,2.35
2.30,2.25,2.30,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.24,2.19,2.24,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.20,2.20,2.20,2.20
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.20,2.20,2.20,2.18
2.25,2.25,2.25,2.25
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.20,2.15
2.18,2.13,2.18,2.13
2.13,2.13,2.13,2.13
2.11,2.11,2.11,2.11
2.16,2.16,2.16,2.16
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.08,2.10,2.10,2.08
1.98,2.10,2.10,1.98
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.09,2.09,2.09,2.09
2.14,2.14,2.14,2.14
2.18,2.18,2.18,2.18
2.15,2.16,2.16,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.20,2.20,2.15
2.22,2.30,2.30,2.22
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.35,2.15,2.35,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.07,2.05,2.07,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.09,2.09,2.09,2.09
2.09,2.09,2.09,2.09
2.09,2.09,2.09,2.09
2.13,2.14,2.14,2.13
2.19,2.20,2.20,2.19
2.20,2.20,2.20,2.20
2.15,2.05,2.15,2.05
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.05,2.15,2.15,2.05
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.20,2.19,2.20,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.19,2.19,2.19,2.19
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.10,2.00,2.10,2.00
2.00,2.00,2.00,2.00
1.95,2.00,2.00,1.90
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.05,2.05,2.15,1.86
2.05,2.05,2.05,2.05
1.65,1.82,1.83,1.65
1.78,1.78,1.85,1.71
1.78,1.78,1.78,1.78
1.78,1.78,1.78,1.78
1.75,1.73,1.75,1.53
1.69,1.77,1.83,1.69
1.85,1.87,1.87,1.85
1.82,1.62,1.82,1.62
1.62,1.62,1.62,1.62
1.67,1.70,1.70,1.67
1.75,1.75,1.80,1.75
1.75,1.95,1.95,1.75
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.90,1.80,1.90,1.80
1.80,1.70,1.80,1.70
1.71,1.71,1.71,1.71
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.77,1.80,1.80,1.77
1.85,1.75,1.93,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.80,1.80,1.85,1.80
1.80,1.80,1.80,1.80
1.85,1.89,1.89,1.85
1.89,1.89,1.89,1.89
1.89,1.89,1.89,1.89
1.89,1.89,1.89,1.89
1.85,1.85,1.85,1.85
1.90,1.90,1.90,1.90
1.85,1.84,1.85,1.84
1.79,1.79,1.79,1.79
1.74,1.70,1.74,1.65
1.70,1.70,1.70,1.70
1.65,1.65,1.65,1.65
1.70,1.65,1.71,1.65
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.59,1.59,1.59,1.59
1.59,1.65,1.70,1.59
1.64,1.55,1.64,1.55
1.60,1.57,1.60,1.57
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.66,1.71,1.72,1.66
1.71,1.71,1.71,1.71
1.66,1.60,1.66,1.60
1.60,1.60,1.60,1.60
1.70,1.75,1.75,1.70
1.69,1.69,1.69,1.69
1.69,1.69,1.69,1.69
1.69,1.69,1.69,1.69
1.69,1.69,1.69,1.69
1.75,1.80,1.80,1.75
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.75,1.81,1.81,1.75
1.81,1.81,1.81,1.81
1.81,1.81,1.81,1.81
1.81,1.81,1.81,1.81
1.81,1.81,1.81,1.81
1.81,1.81,1.81,1.81
1.75,1.75,1.75,1.75
1.73,1.84,1.84,1.73
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.84
1.80,1.85,1.85,1.80
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.88,1.87,1.88,1.87
1.87,1.87,1.87,1.87
1.93,1.95,1.95,1.93
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92
1.86,1.98,1.98,1.86
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.86,1.80,1.86,1.80
1.80,1.80,1.80,1.80
