JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAQ
101.80,102.32,103.40,101.80
102.72,101.62,105.75,100.84
101.77,103.88,104.00,100.46
102.64,100.60,103.98,99.28
100.52,101.80,102.23,99.53
101.70,102.30,104.99,101.37
101.81,102.70,103.67,101.73
103.28,103.23,105.00,102.95
102.76,103.39,103.70,101.44
103.09,104.30,104.91,102.65
105.32,105.39,106.70,104.82
105.39,107.12,109.18,105.39
106.93,107.83,109.12,106.93
108.23,108.03,109.61,107.17
108.33,106.61,108.98,106.30
106.60,110.40,110.64,106.60
110.21,112.20,114.87,110.06
113.00,108.36,113.43,108.07
107.63,107.54,108.99,106.65
107.16,109.03,109.57,106.85
110.00,111.46,111.89,109.14
113.00,115.83,117.21,112.22
115.94,115.75,116.43,114.82
115.77,115.16,117.19,113.65
115.81,116.58,117.24,114.35
117.03,116.12,117.21,115.29
116.01,115.70,116.67,112.52
115.03,117.55,119.11,114.76
117.99,117.30,119.57,117.08
