REN           ,Resolute Energy Corporation,NYSE
61.95,60.40,61.95,60.00
60.35,61.15,61.25,60.00
60.45,62.05,62.15,60.10
62.50,60.50,62.60,60.00
61.30,61.30,62.75,60.85
61.00,61.25,61.80,60.65
61.60,61.25,61.90,60.75
61.75,61.30,62.35,60.00
61.00,60.60,61.55,60.00
60.90,59.60,61.25,58.90
58.80,59.50,60.45,58.80
60.40,60.25,61.45,59.80
59.95,60.20,61.20,59.65
60.40,60.60,60.75,60.05
60.10,60.30,61.25,59.75
59.65,60.00,60.65,59.00
60.50,60.60,61.20,59.25
59.80,59.80,60.60,58.80
58.65,58.75,59.00,58.00
58.00,57.50,59.00,57.20
57.15,55.90,57.35,55.70
55.85,55.75,56.25,55.20
56.25,56.15,56.75,56.00
56.00,56.05,56.45,55.65
55.70,54.25,56.20,53.98
54.25,54.75,54.80,52.90
55.15,53.45,55.15,53.35
52.70,53.70,54.15,52.65
53.40,55.30,55.50,53.25
55.45,54.00,55.70,53.86
54.30,55.00,55.15,54.20
54.95,53.40,55.35,53.30
53.45,53.40,53.95,53.05
54.00,54.95,55.25,54.00
54.95,54.50,55.40,53.90
54.85,55.15,55.20,54.05
55.00,53.15,55.00,53.05
53.15,54.75,55.15,53.15
55.55,54.85,55.55,54.40
54.85,54.80,55.40,54.40
55.35,54.90,55.35,54.75
54.90,54.15,55.00,54.05
53.85,53.95,54.25,53.05
53.70,53.25,53.80,52.75
53.60,54.45,54.65,52.40
54.70,55.40,55.60,53.65
55.35,54.55,55.35,54.30
54.50,53.85,55.15,53.15
53.50,53.40,54.05,53.00
54.20,54.85,55.00,53.25
54.95,54.05,54.95,53.55
54.30,54.20,54.55,53.05
53.80,55.70,56.05,53.40
55.90,55.30,56.15,54.75
55.40,55.90,56.65,55.40
55.75,54.70,56.35,54.55
55.40,56.25,56.60,54.75
56.05,57.80,58.10,55.75
58.30,57.35,58.55,57.25
57.55,58.65,59.15,57.15
58.60,57.95,58.95,57.50
58.00,59.05,59.30,57.15
59.20,61.00,61.45,59.05
61.10,61.25,61.75,60.45
61.95,60.10,62.40,60.10
60.20,60.40,60.65,60.00
60.00,58.70,60.30,58.40
59.10,59.80,60.10,58.65
60.20,58.25,60.20,57.90
58.60,58.20,58.60,57.80
58.75,59.35,59.70,58.75
58.95,58.95,59.85,58.30
58.90,59.00,59.15,57.85
59.50,59.35,59.60,58.85
59.15,60.05,60.25,58.90
60.40,60.10,61.10,59.50
60.80,60.65,60.80,59.75
60.90,60.95,61.05,60.20
61.25,61.80,62.25,61.25
62.05,64.35,64.45,61.80
64.45,64.30,64.85,64.30
64.55,63.30,64.80,63.00
63.55,64.25,64.40,62.90
63.55,64.55,65.25,63.25
63.80,63.00,64.25,62.90
63.35,63.40,64.15,63.35
63.30,63.55,64.05,62.60
63.65,63.50,63.95,62.85
63.90,63.40,64.30,63.10
63.30,63.75,63.85,63.05
63.50,64.65,64.80,62.85
63.90,63.65,64.35,63.00
64.30,64.60,65.55,63.95
64.10,64.50,65.60,64.10
64.00,64.50,64.85,63.45
64.15,64.35,64.35,63.50
64.65,65.95,66.50,64.65
66.00,67.00,67.05,66.00
66.70,67.40,67.50,66.55
67.20,67.90,69.70,67.20
68.70,67.00,68.90,66.75
67.15,67.75,68.80,66.80
68.35,68.80,68.80,67.60
68.85,70.05,70.10,68.45
70.25,70.60,71.55,67.50
70.95,69.85,71.10,69.10
69.85,71.00,72.40,69.65
71.05,71.05,71.35,70.40
70.90,71.95,72.90,70.55
72.05,73.25,73.30,71.20
73.45,73.55,73.80,72.95
73.95,73.30,73.95,72.65
73.30,73.20,74.15,73.05
73.10,72.50,73.10,72.30
72.70,72.90,74.05,72.50
73.10,72.80,73.25,72.50
72.55,73.85,74.10,72.55
73.50,73.80,74.15,73.30
74.35,74.65,75.10,73.90
74.75,73.80,75.10,72.79
73.40,76.15,76.40,73.05
76.85,78.70,79.80,76.55
79.00,77.00,79.45,76.90
77.00,78.40,78.85,76.65
78.75,78.70,78.95,77.80
79.50,82.65,82.65,79.50
82.95,85.40,85.85,82.40
85.60,84.55,85.95,84.05
84.25,85.30,85.40,83.20
85.55,85.90,87.15,84.90
85.35,86.10,86.40,84.40
86.40,86.55,87.25,86.15
86.65,85.85,87.65,85.75
85.75,84.80,86.15,83.65
85.00,86.60,87.10,84.60
86.90,86.75,87.45,86.20
86.75,87.15,87.85,86.00
87.75,90.50,90.50,87.35
90.70,91.10,91.35,90.50
91.10,91.80,92.00,90.75
91.85,91.65,92.15,91.35
91.75,90.25,92.00,90.10
90.60,90.70,91.40,90.05
90.55,90.25,90.55,89.48
90.55,89.80,90.85,89.65
89.15,89.05,89.95,88.60
89.55,89.75,90.05,88.95
89.60,89.65,90.20,89.45
89.40,89.60,90.10,89.35
90.00,89.75,90.00,89.10
89.75,89.50,90.00,88.85
89.70,89.90,89.90,88.60
89.50,89.00,91.20,88.75
88.90,88.70,90.15,88.30
89.05,89.35,90.05,88.85
89.70,90.10,90.50,89.40
90.60,90.65,91.50,90.05
91.10,89.95,91.10,89.80
90.00,90.30,90.55,89.80
90.75,91.10,91.95,90.30
91.45,91.30,92.15,89.95
90.80,89.25,90.80,88.85
89.05,88.25,89.20,87.45
87.95,88.95,89.05,87.50
87.55,86.85,88.55,85.50
83.90,87.25,88.30,83.90
86.35,86.95,87.80,85.95
85.40,87.70,88.40,85.38
86.25,88.15,89.00,85.75
88.95,88.80,89.15,88.05
89.10,87.90,89.50,87.55
88.80,90.35,90.35,88.60
90.15,89.75,90.65,89.55
90.90,91.15,91.25,90.20
91.25,91.15,91.50,90.65
91.10,91.40,91.95,90.50
91.75,89.85,91.75,89.75
90.00,90.55,90.75,89.90
90.70,90.55,90.95,89.95
90.70,90.70,90.85,89.65
91.45,91.65,91.75,90.70
91.65,92.00,92.75,91.65
91.85,90.95,92.15,90.60
91.00,90.65,92.00,90.40
90.60,89.80,91.00,89.80
90.70,89.95,90.70,89.80
90.25,88.70,90.55,88.65
88.30,87.60,88.56,86.95
87.70,87.55,88.35,87.30
86.85,86.95,87.55,86.20
86.75,86.20,86.95,85.85
85.55,85.60,86.05,85.10
85.55,85.15,85.80,85.05
86.00,86.65,86.80,85.35
87.00,86.95,87.10,86.35
86.25,85.70,86.70,84.55
85.55,84.25,85.95,84.05
84.45,85.75,86.15,84.05
85.80,87.55,87.95,85.80
87.75,88.45,88.70,87.30
88.45,89.35,89.75,88.45
89.20,86.95,89.30,86.40
86.55,85.20,88.70,85.20
85.00,82.30,85.40,81.85
83.30,81.40,84.95,81.00
80.95,85.15,85.60,80.90
85.35,86.35,86.50,84.65
85.95,84.25,86.35,83.50
84.05,84.50,85.10,83.60
84.65,83.60,85.10,83.25
83.20,84.30,85.55,83.00
84.10,84.15,84.65,82.95
84.45,83.45,84.65,83.15
83.80,84.50,84.70,82.50
84.20,85.15,85.65,84.05
84.30,83.90,84.75,83.40
84.40,85.20,85.70,84.25
85.05,85.95,86.15,84.85
85.95,86.25,86.50,85.15
86.65,86.35,86.75,86.00
87.00,87.00,87.25,85.95
87.25,84.10,87.75,84.05
84.05,84.45,85.50,83.80
83.95,83.65,84.30,82.80
83.40,81.00,83.70,80.65
81.50,81.15,82.50,80.25
81.05,82.95,83.25,81.00
83.50,84.90,85.05,82.75
84.40,83.85,85.00,83.20
84.05,81.25,84.55,79.55
81.95,84.95,84.95,81.95
84.30,82.50,84.70,81.75
82.50,81.45,83.05,81.25
81.65,81.00,82.20,79.95
80.45,78.65,80.60,77.90
79.20,78.05,79.45,77.40
77.80,78.15,79.70,76.75
77.15,77.95,78.05,75.75
78.20,76.95,78.20,76.50
77.10,76.85,77.25,76.30
77.10,76.85,77.30,76.40
77.25,78.55,78.82,76.50
78.85,80.80,80.95,78.45
79.95,82.60,82.75,79.55
82.70,84.10,84.45,82.70
84.10,84.50,84.50,83.50
84.80,85.65,86.18,84.80
84.70,83.60,85.25,82.80
82.80,81.75,84.15,81.15
81.65,82.00,84.20,81.45
82.50,82.85,84.50,82.30
83.40,82.35,85.20,82.05
82.60,85.25,85.60,82.60
85.20,83.80,85.60,83.75
84.40,85.20,86.10,84.25
85.65,85.05,85.85,84.50
85.50,87.00,87.10,85.10
87.05,87.00,87.50,86.25
86.20,85.80,87.15,85.45
86.00,85.15,86.10,84.70
84.50,82.65,84.90,81.92
82.55,81.95,83.25,81.45
80.80,81.45,82.45,80.40
82.60,81.90,83.45,81.10
81.35,79.20,82.65,78.95
79.45,79.25,79.85,76.95
78.00,74.15,78.00,73.70
74.90,71.50,74.95,69.75
70.05,65.55,71.50,65.05
66.80,71.50,72.25,65.05
70.45,68.50,72.35,68.25
69.40,69.80,70.90,67.35
70.30,69.10,70.92,68.10
69.90,69.45,71.55,68.55
68.45,66.70,68.50,66.20
67.30,65.95,68.30,65.75
64.40,63.85,65.05,62.90
62.90,62.20,64.75,62.05
63.95,61.55,64.10,61.10
61.95,63.70,63.85,61.50
63.55,64.45,64.70,63.38
64.95,62.75,65.70,62.70
62.80,64.10,65.25,62.00
64.95,65.50,65.55,64.05
65.35,66.80,67.40,65.15
67.40,67.45,68.50,66.80
67.75,65.85,68.50,65.10
64.45,63.70,65.05,62.90
62.05,63.10,63.25,61.20
64.20,65.50,66.48,63.65
65.00,64.35,66.10,63.80
63.55,62.45,64.65,61.75
61.05,62.70,63.20,61.00
63.00,63.35,63.55,62.00
63.85,63.60,64.15,62.20
64.20,65.40,65.45,63.00
65.60,66.10,66.15,64.70
64.85,64.60,65.50,63.65
64.80,63.00,65.50,62.90
62.85,60.30,63.70,60.20
59.70,58.20,59.70,57.35
57.90,58.55,59.65,57.15
58.95,58.25,59.20,55.95
59.45,59.50,61.05,58.25
59.55,57.25,59.75,57.15
58.75,58.25,59.40,56.25
57.20,56.80,58.65,56.40
56.20,53.90,57.30,53.50
53.35,56.25,56.45,52.20
56.50,56.60,57.10,54.90
55.90,56.50,57.15,54.25
56.50,54.70,56.50,54.35
55.50,57.00,57.10,54.70
56.55,58.30,58.52,56.30
58.65,59.05,59.90,58.55
58.50,60.05,60.45,57.30
60.90,61.85,62.50,60.80
61.65,61.70,62.30,61.40
61.95,64.00,64.30,60.20
64.00,63.90,65.40,63.15
63.90,63.55,64.35,62.30
64.90,65.50,65.55,64.30
65.70,66.15,66.42,65.25
66.10,64.25,66.45,64.15
65.45,66.35,66.95,63.90
68.10,68.25,70.35,66.75
69.50,68.85,71.20,68.60
67.80,65.00,68.40,65.00
62.65,65.00,65.70,62.65
66.10,66.35,66.50,65.00
67.15,67.90,68.10,65.45
67.55,67.50,68.40,66.40
67.75,68.10,68.85,66.75
68.95,67.30,68.95,64.80
65.60,64.70,66.55,64.35
65.60,65.65,67.35,64.60
66.45,67.25,67.85,66.15
67.25,66.65,67.50,64.80
66.20,66.80,67.35,65.65
66.30,66.80,68.62,65.90
66.55,65.65,67.60,64.60
65.95,65.50,66.30,64.95
65.00,63.90,65.00,63.10
63.85,63.60,65.30,63.30
62.90,61.25,62.90,60.95
60.95,61.70,63.25,60.95
63.60,63.40,64.35,62.55
63.45,64.20,64.50,62.30
66.25,67.75,67.75,65.55
67.35,66.90,68.75,66.75
67.75,66.60,68.40,66.25
67.90,67.55,68.10,66.48
67.75,68.05,69.00,67.25
66.40,63.40,66.85,62.00
62.95,60.90,63.25,60.50
61.05,61.35,61.95,60.20
60.30,58.95,60.60,57.50
59.70,58.15,61.00,57.35
57.60,56.60,57.70,55.40
57.25,56.25,58.00,55.85
56.35,55.50,57.35,55.50
55.65,54.05,56.20,53.65
55.20,56.05,56.30,54.90
56.05,55.00,56.30,54.70
55.55,55.05,56.40,54.95
55.05,55.00,55.30,54.60
55.00,54.25,55.30,54.00
54.40,53.45,54.55,53.08
53.80,53.75,54.50,53.10
53.80,54.00,54.30,53.45
55.10,55.60,55.85,54.35
55.55,56.00,56.20,55.30
55.70,56.05,56.30,54.95
58.25,56.35,58.25,56.05
56.35,55.80,56.60,55.30
56.35,56.10,56.80,55.52
56.00,54.45,56.00,54.35
54.40,53.30,54.50,52.90
52.80,53.20,53.60,52.35
53.60,53.85,54.15,52.75
54.05,55.50,55.50,53.50
55.90,55.50,55.90,54.50
55.40,55.60,56.00,54.70
55.90,56.90,57.10,55.75
56.55,56.30,57.50,55.75
56.40,58.00,58.20,55.80
58.05,55.45,58.45,54.85
55.20,56.00,56.15,54.20
55.55,55.50,55.95,54.98
56.00,56.25,56.45,54.70
56.85,57.75,57.80,56.14
57.75,56.60,57.85,55.90
57.55,57.60,57.65,56.90
57.50,58.90,58.95,56.85
58.70,58.70,58.95,58.05
58.75,58.55,58.95,57.40
58.90,57.95,58.90,57.35
57.35,57.05,57.50,56.25
57.80,57.60,57.80,56.75
57.30,57.20,58.00,56.75
57.50,56.30,57.50,55.95
56.15,57.30,57.45,55.12
57.55,58.15,58.15,56.65
58.25,59.20,59.30,58.10
58.95,58.40,59.15,58.00
58.55,59.60,59.60,57.75
59.65,60.10,60.60,59.55
59.70,59.75,60.05,58.80
59.65,56.95,59.95,56.05
57.20,55.80,57.55,55.55
56.25,54.25,56.65,54.00
54.30,51.90,54.75,51.50
51.50,50.35,51.55,49.50
50.00,49.65,50.40,48.70
49.70,50.20,50.92,48.95
50.55,50.25,50.90,49.85
50.45,51.50,52.00,50.35
51.75,50.60,51.75,50.20
51.45,54.70,54.70,50.55
54.70,54.10,54.75,53.80
54.10,54.35,54.35,53.10
54.50,56.20,56.30,54.40
56.20,57.40,57.45,55.85
56.75,56.65,57.42,56.30
56.80,56.15,56.80,55.65
55.45,55.45,55.85,54.68
55.60,56.55,56.75,55.15
57.00,56.90,57.20,56.30
57.15,57.00,57.20,56.40
56.80,56.50,56.80,55.75
56.00,56.60,56.95,55.80
57.10,56.90,57.25,56.35
56.90,57.70,58.10,56.25
57.50,56.95,57.50,56.35
56.15,54.95,56.15,54.60
54.65,54.75,55.80,54.05
53.75,53.40,54.22,53.35
53.50,51.75,53.55,51.40
52.45,51.50,52.80,50.85
51.50,52.15,52.85,51.45
52.05,50.60,52.20,50.15
50.70,50.15,51.19,49.25
50.50,51.00,52.35,50.50
50.60,49.75,50.95,49.70
49.80,51.25,51.40,48.90
52.00,49.90,52.15,49.45
49.10,49.85,50.00,48.50
50.05,51.60,51.65,49.45
52.20,52.70,53.10,51.15
52.45,54.00,54.00,52.15
54.15,53.60,54.25,52.85
53.65,53.05,53.70,52.35
53.15,53.80,54.40,52.70
53.35,53.35,53.85,52.50
53.15,52.20,53.40,52.00
51.60,51.05,52.10,50.80
50.65,51.25,51.75,49.90
50.70,48.65,50.70,47.75
48.00,48.20,48.85,47.50
48.65,47.85,49.55,47.70
47.05,46.65,47.80,46.30
46.15,45.40,46.15,44.95
45.30,43.80,45.40,43.08
43.85,42.75,44.45,42.15
42.65,41.05,43.60,40.85
40.95,41.25,42.45,40.45
41.45,43.25,43.25,41.00
43.15,42.85,43.65,42.40
42.40,42.65,42.80,40.45
42.55,41.65,42.65,41.05
41.70,42.75,42.90,41.65
43.25,44.40,44.40,43.25
43.80,43.20,43.80,42.60
43.40,43.75,44.15,42.05
42.80,41.90,43.45,41.55
41.90,41.55,42.55,40.60
41.50,42.65,42.90,41.10
43.10,44.75,45.00,42.60
45.45,43.85,46.35,43.80
43.65,43.75,44.48,43.15
43.90,43.00,44.40,42.70
43.15,44.80,45.00,43.00
44.80,44.40,45.45,43.90
44.40,46.10,46.15,43.82
45.90,47.95,48.20,45.45
47.60,44.65,47.60,44.30
44.75,45.25,45.80,44.25
45.45,44.65,45.55,43.95
44.75,43.75,44.85,42.50
44.05,45.15,45.55,42.95
44.40,43.75,44.45,43.55
43.75,44.60,44.85,43.45
45.00,44.25,45.95,44.15
43.80,44.60,45.85,43.70
45.95,47.85,47.85,45.75
47.45,47.30,47.85,45.40
47.70,49.35,49.55,47.45
49.10,47.10,49.40,46.55
46.55,44.80,46.55,44.50
44.90,44.35,45.30,44.00
44.75,42.60,45.30,42.10
42.80,42.75,43.40,42.50
42.25,41.65,42.45,40.85
41.95,41.75,42.50,41.30
41.75,42.30,42.30,41.10
42.50,42.15,42.94,41.40
42.00,41.95,42.55,41.50
42.35,43.00,43.25,41.88
42.65,43.00,43.35,42.35
42.15,42.05,42.30,41.35
42.25,42.35,42.50,41.20
42.75,42.40,42.85,41.55
43.35,42.25,43.50,41.70
42.55,42.85,43.55,41.95
42.85,43.15,43.60,42.65
43.05,43.35,44.05,42.80
43.50,42.35,43.50,41.70
41.90,41.10,41.90,40.60
41.95,42.95,44.00,41.80
43.50,45.70,47.15,43.50
46.00,47.15,48.55,45.80
46.80,44.95,47.70,44.85
44.95,45.70,46.75,44.85
45.50,46.35,46.35,44.75
46.30,44.15,46.40,43.80
44.30,45.20,45.30,44.30
44.95,46.05,46.15,44.95
46.15,47.05,47.60,45.78
47.00,46.35,47.10,45.80
45.85,45.25,46.30,44.55
45.45,43.95,45.75,43.75
44.10,43.70,45.00,42.90
43.60,42.55,44.00,42.55
42.30,43.05,43.05,41.60
43.30,45.55,46.00,42.92
45.60,46.10,46.60,45.05
46.20,45.00,46.30,44.92
44.85,44.60,45.20,44.35
45.10,45.20,45.45,44.40
45.00,45.40,45.82,44.20
45.45,44.90,46.11,44.65
45.15,46.15,47.40,44.50
46.25,47.80,48.45,46.25
47.70,47.65,48.90,47.25
47.90,48.30,48.40,47.45
48.65,48.15,48.70,47.25
48.20,48.85,49.20,47.25
49.10,49.05,50.00,48.95
48.95,48.05,49.20,47.75
47.95,47.10,49.05,46.80
47.20,46.20,48.15,46.00
45.95,47.15,47.25,45.35
47.95,47.10,48.10,46.80
46.60,47.75,47.80,46.35
47.85,45.75,48.50,45.70
45.70,44.25,45.70,43.55
44.75,45.65,46.10,44.50
45.30,44.35,45.30,44.30
44.70,44.50,44.85,43.95
44.75,44.20,44.95,43.55
44.15,42.40,44.30,42.10
42.50,42.45,43.10,42.20
42.65,42.65,43.55,42.35
42.30,42.80,42.95,42.10
42.85,43.50,43.70,42.55
43.40,43.70,44.15,42.95
44.15,43.90,45.30,43.65
43.90,42.40,44.00,42.25
42.45,42.60,42.85,41.30
43.10,43.35,43.65,42.90
43.50,44.90,45.15,43.05
44.80,44.90,45.20,44.00
44.75,43.80,45.38,43.65
43.90,42.75,44.09,42.35
41.95,41.70,42.55,41.30
41.95,40.65,42.00,40.40
41.30,42.20,42.35,41.20
42.20,41.45,42.60,41.15
41.70,44.40,44.85,41.65
44.45,43.45,45.35,43.00
43.70,42.25,43.70,42.15
42.20,43.00,44.60,42.02
44.60,44.55,44.95,43.95
44.00,41.70,44.10,41.55
42.00,40.20,42.00,40.20
40.15,41.15,42.75,39.55
41.15,40.30,41.55,40.10
39.80,39.75,40.65,39.35
40.00,39.90,40.00,38.75
40.00,39.95,40.85,39.50
39.60,40.10,40.75,38.95
40.95,42.00,42.80,40.95
42.00,41.45,42.25,41.10
41.65,42.10,42.55,41.50
42.40,43.10,43.20,42.01
42.85,43.40,43.70,42.75
43.50,42.95,44.10,42.90
39.35,41.70,42.00,39.00
42.15,43.40,43.90,42.15
43.50,42.70,43.70,42.35
42.70,42.50,43.40,42.40
42.20,43.20,44.55,42.20
43.80,43.70,44.30,43.10
43.40,42.35,43.50,42.00
42.50,42.60,42.60,42.00
42.65,42.40,43.15,42.25
42.75,42.50,43.05,42.20
42.90,41.65,42.90,41.55
41.50,40.95,41.60,40.55
40.95,40.05,41.20,39.85
40.15,41.75,41.75,40.15
41.50,42.00,42.28,41.40
41.95,41.95,42.50,41.60
41.90,41.90,42.05,41.50
41.75,40.80,41.95,40.70
40.45,40.45,41.10,40.10
40.50,40.65,41.00,40.15
40.60,40.35,40.75,39.80
40.00,39.95,40.40,39.90
39.75,40.65,40.75,39.75
41.70,41.55,41.85,41.20
41.55,42.70,43.25,41.05
42.90,42.80,43.45,42.55
42.80,42.40,42.95,42.15
42.25,42.75,43.20,42.05
42.65,42.55,42.75,41.80
42.75,43.00,43.30,42.35
43.15,43.50,43.75,43.15
43.55,44.35,44.35,43.40
44.00,44.45,44.60,44.00
44.15,44.35,44.50,43.90
44.55,44.55,45.10,44.35
44.45,44.85,45.00,44.35
44.75,45.30,45.35,44.68
45.35,44.40,45.45,44.30
44.40,44.60,44.90,44.15
44.65,44.15,44.90,43.50
44.40,42.85,44.40,42.75
43.00,43.70,43.70,42.40
43.60,42.65,44.50,42.50
42.65,42.55,43.00,42.35
42.75,42.80,42.95,42.10
42.25,41.95,42.85,41.60
42.00,42.35,42.65,41.90
42.20,42.45,42.80,42.10
42.50,42.60,42.85,42.30
42.80,42.95,43.20,42.55
42.85,42.55,43.05,42.25
42.75,42.50,42.80,42.25
42.60,42.30,42.85,41.95
42.05,43.20,43.60,41.85
43.35,44.60,44.60,43.00
44.85,45.35,45.60,44.65
45.55,47.65,48.10,45.40
47.45,47.85,48.30,46.45
48.35,48.10,48.35,47.20
48.30,46.40,48.95,46.35
46.80,46.55,47.30,45.95
46.45,47.65,47.95,46.45
47.55,50.90,51.75,47.45
50.25,50.30,50.75,48.80
50.20,49.85,50.80,49.20
50.20,50.20,51.05,49.75
50.35,49.95,50.70,49.48
47.95,51.15,51.15,47.50
51.75,52.25,52.45,50.95
52.40,55.20,55.95,52.40
54.95,53.60,55.50,53.30
53.75,54.50,55.05,53.35
54.80,56.35,56.40,54.50
56.65,56.75,57.80,55.90
56.00,57.10,57.52,55.00
57.45,55.85,57.75,55.55
56.10,55.70,56.60,55.25
55.35,55.55,56.15,55.00
55.50,55.45,55.95,54.65
55.60,55.70,56.40,55.05
55.85,56.55,56.75,55.75
55.95,57.05,57.10,55.65
57.50,57.55,57.65,56.58
57.50,56.60,57.55,55.85
56.90,54.15,57.70,54.00
54.00,51.60,54.00,50.92
51.30,51.45,51.45,50.25
50.75,51.05,51.65,50.40
51.35,52.10,52.20,50.90
52.20,53.75,53.90,51.75
53.70,54.25,54.95,53.70
54.40,54.30,55.95,53.90
53.95,51.85,53.95,51.50
50.85,47.50,51.25,47.40
48.00,48.80,49.35,47.50
48.05,46.65,48.05,45.00
46.85,46.40,46.85,45.55
46.35,46.05,46.45,45.00
46.10,46.00,46.48,44.65
46.30,46.60,46.75,45.95
46.60,48.10,48.65,46.60
47.90,46.90,48.55,46.80
46.30,45.75,46.50,45.35
45.95,46.60,47.35,45.75
46.45,46.10,46.75,46.00
45.65,43.60,45.80,43.55
43.95,45.50,45.60,43.35
46.10,47.05,47.70,45.15
47.00,47.10,48.00,46.25
47.35,48.85,48.95,47.00
46.60,41.10,46.65,40.80
43.20,42.35,44.90,40.50
42.20,42.80,43.25,41.68
42.75,42.25,42.90,41.75
42.50,43.00,43.20,42.05
42.75,43.15,43.25,42.70
43.05,42.80,43.10,42.25
43.15,43.40,43.65,42.93
43.10,43.05,43.40,42.45
43.40,42.95,44.45,42.60
42.80,42.20,43.95,41.61
41.55,42.65,42.65,40.65
42.25,42.65,42.80,41.15
43.25,43.20,43.70,42.60
42.60,43.25,43.50,42.50
43.50,43.35,43.50,42.30
43.10,42.10,43.35,41.88
42.10,42.45,43.15,41.85
42.35,41.60,42.50,40.78
41.60,40.35,41.70,40.30
40.30,41.65,41.65,40.15
41.85,41.70,41.85,41.05
42.10,41.95,42.70,41.38
41.15,40.20,41.59,39.90
40.65,39.40,40.65,38.80
39.15,39.85,39.95,38.80
41.20,40.60,42.10,40.10
41.30,41.60,41.75,40.60
41.65,41.80,42.35,41.40
41.70,41.10,42.10,41.05
41.10,38.95,41.35,38.80
