TEUM,Pareteum Corporation Common Stock,NASDAQ
0.11,0.10,0.12,0.10
0.11,0.10,0.12,0.10
0.10,0.12,0.13,0.10
0.12,0.11,0.13,0.10
0.12,0.11,0.12,0.10
0.11,0.12,0.12,0.11
0.12,0.11,0.12,0.11
0.12,0.11,0.12,0.10
0.10,0.11,0.11,0.10
0.11,0.10,0.11,0.10
0.10,0.10,0.11,0.10
0.11,0.12,0.13,0.11
0.12,0.12,0.13,0.11
0.12,0.12,0.13,0.12
0.12,0.12,0.13,0.12
0.12,0.12,0.13,0.12
0.13,0.11,0.13,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.13,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.12,0.11
0.12,0.11,0.12,0.11
0.12,0.11,0.12,0.11
0.11,0.11,0.12,0.11
0.11,0.12,0.12,0.11
0.12,0.11,0.12,0.10
0.11,0.12,0.12,0.10
